structural_id,work_id,unit_type,title,parent_id,order,authority_path,authority_locator,authority_sha256,authority_language,target_count,target_languages,target_locators,completion_state,review_state,publication_state,continuation_cursor,boundary_confidence,ambiguity,decision_ids
CJK-STR-NOE-P37-EQUATION-DISPLAY-010,NOE-P37,equation_display,_^T=_ für alle T aus ; \],CJK-STR-NOE-P37-SECTION-001,67,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 140-143,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 169-172|lines 171-174,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-029,NOE-P37,paragraph,"und damitDa es sich um hyperkomplexe Koeffizientenerweiterung eines Körpers handelt, muß der übliche Schluß der Galoisschen Theorie modifiziert werden. Sei \(P\",CJK-STR-NOE-P37-SECTION-001,68,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 144-144,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 179-179|lines 170-170,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-EQUATION-DISPLAY-011,NOE-P37,equation_display,(K_)_P=(K_)_P e^S_1++(K_)_P e^S_r \],CJK-STR-NOE-P37-SECTION-001,69,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 145-147,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 174-176|lines 176-178,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-030,NOE-P37,paragraph,die direkte Summenzerlegung in Körper. Dann wird \( (K_)_P e^S_i/Pe^S_i\) galoissch (die Gruppe eine Untergruppe der Zerlegungsgruppe eines Primfaktors von \(\),CJK-STR-NOE-P37-SECTION-001,70,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 148-148,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 183-183|lines 175-175,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-031,NOE-P37,paragraph,Die Diskriminantenzerlegung,CJK-STR-NOE-P37-SECTION-001,71,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 150-150,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 196-196|lines 179-179,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-EQUATION-DISPLAY-012,NOE-P37,equation_display,'=_1^f_1_t^f_t \],CJK-STR-NOE-P37-SECTION-001,72,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 151-153,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 180-182|lines 182-184,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-032,NOE-P37,paragraph,"ist also eine solche in dem durch die reellen Unterkörper der Charaktere erweiterten Grundkörper, wobei konjugiert-komplexen Charakteren dieselben Faktoren ents",CJK-STR-NOE-P37-SECTION-001,73,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 154-154,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 203-203|lines 181-181,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-THEOREM-012,NOE-P37,theorem,"Damit ist Satz 6 in allen Teilen bewiesen. Wenn sich nachweisen läßt, daß die aus den \(_\) erzeugten Ideale in Wirklichkeit schon im Grundkörper \(k\) liegen u",CJK-STR-NOE-P37-SECTION-001,74,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 156-156,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 190-190|lines 189-190,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-THEOREM-013,NOE-P37,theorem,"Satz 7. Ist \(k\) der Körper der rationalen Zahlen, \(K/k\) zyklisch von zur Diskriminante primem Primzahlgrad \(l\) -- also ohne höhere Verzweigung --, so sind",CJK-STR-NOE-P37-SECTION-001,75,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 158-159,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,None|lines 192-192,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,one or more target correspondences are held,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-THEOREM-014,NOE-P37,theorem,"Das folgt aus der bekannten Zerlegung der Wurzelzahlen.Hilbert, Zahlbericht, § 108. Da nach Satz 5 die Existenz der Normalbasis feststeht -- die Stelle kann nac",CJK-STR-NOE-P37-SECTION-001,76,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 161-161,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,None|None,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,one or more target correspondences are held,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-NOTE-007,NOE-P37,note,"Hilbert, Zahlbericht, § 108. Da nach Satz 5 die Existenz der Normalbasis feststeht -- die Stelle kann nach Anmerkung 7 einfach durch den Quotientenring definier",CJK-STR-NOE-P37-THEOREM-014,77,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 161-161; inline note 1,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 190-190|lines 192-192,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,medium,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-EQUATION-DISPLAY-013,NOE-P37,equation_display,"(p)=_1_l-1,  _i= P_i^\,l, \]",CJK-STR-NOE-P37-SECTION-001,78,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 162-166,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 191-195|lines 193-197,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-033,NOE-P37,paragraph,"mit \(\) in \(k_\), \( P\) in \(K_\). Weiter gilt für die Wurzelzahlen:",CJK-STR-NOE-P37-SECTION-001,79,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 167-167,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 210-210|lines 185-185,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-EQUATION-DISPLAY-014,NOE-P37,equation_display,"(_)= P_1^r_1 P_l-1^r_l-1,  (_)=  P_1^l-r_1 P_l-1^l-r_l-1, \]",CJK-STR-NOE-P37-SECTION-001,80,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 168-173,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 197-202|lines 199-204,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-034,NOE-P37,paragraph,"wobei \(r_1,,r_l-1\) eine Permutation der Zahlen \(1,,l-1\) darstellt. Die Wurzelzahlen \(_\) sind aber hier identisch mit den Faktoren \(D_\) der Gruppendeterm",CJK-STR-NOE-P37-SECTION-001,81,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 174-174,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,None|lines 198-198,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,one or more target correspondences are held,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-EQUATION-DISPLAY-015,NOE-P37,equation_display,(_)=(D_ D_) =(__) = P_1^l P_l-1^l =_1_l-1=(p); \],CJK-STR-NOE-P37-SECTION-001,82,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 175-180,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 204-209|lines 206-211,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-035,NOE-P37,paragraph,also Übereinstimmen mit dem Führer von \(K/k\).,CJK-STR-NOE-P37-SECTION-001,83,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 181-181,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,None|lines 205-205,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,one or more target correspondences are held,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-CITATION-NOTE-002,NOE-P37,citation_note,Eingegangen 24. August 1931.,CJK-STR-NOE-P37-SECTION-001,84,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 183-185,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 212-214|lines 214-216,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
