ordinal,relative_path,bytes,sha256,role,scope,public_caveat,supersedes
1,01_proposition2_3_statement/independent_review/INDEPENDENT_FINAL_AUDIT_PASS.md,5961,0720E6ED70DE00B28AE0632E941CFC1005EDF0D8E4DB45519908F8917AA85F80,provenance_audit_or_readme,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
141,09_checkpoint_controls/artifact_tool_csv_qa/01_01_proposition2_3_statement_independent_review_INDEPENDENT_REVIEW_EVIDENCE_csv/ARTIFACT_TOOL_OVERVIEW.ndjson,9437,FDFC9157306836DCEC36F559DBF10824EA6B98C57323DAC28934CDF85EF6C0B9,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
142,09_checkpoint_controls/artifact_tool_csv_qa/01_01_proposition2_3_statement_independent_review_INDEPENDENT_REVIEW_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_01.png,100628,730A953B94D7EC8E646EE46DE05E92246EBE7DB90226FAFC69D33076A32E8046,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
143,09_checkpoint_controls/artifact_tool_csv_qa/01_01_proposition2_3_statement_independent_review_INDEPENDENT_REVIEW_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_02.png,204486,6BE35088E534AE42BED80EE0BBC997C3D241C4177AD2840E06CBCB146687995C,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
144,09_checkpoint_controls/artifact_tool_csv_qa/01_01_proposition2_3_statement_independent_review_INDEPENDENT_REVIEW_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_03.png,178187,7605A8B333A6D7C9739A09B321793824C1CC9E03C7693CCAF91BCA5316436436,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
145,09_checkpoint_controls/artifact_tool_csv_qa/01_01_proposition2_3_statement_independent_review_INDEPENDENT_REVIEW_EVIDENCE_csv/ARTIFACT_TOOL_RECEIPT.json,1356,830B0075A31D412EE765C40780486757977D21D5A51C1ED3423DAFA5506F4562,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
146,09_checkpoint_controls/artifact_tool_csv_qa/01_01_proposition2_3_statement_independent_review_INDEPENDENT_REVIEW_EVIDENCE_csv/ARTIFACT_TOOL_REGION.ndjson,634,D9CC883B7D74382F24E7C7B7CA85EBA7AA5BAC5EBE4ED8FB2374FAC550BE48FE,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
147,09_checkpoint_controls/artifact_tool_csv_qa/02_01_proposition2_3_statement_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson,60,ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
148,09_checkpoint_controls/artifact_tool_csv_qa/02_01_proposition2_3_statement_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_OVERVIEW.ndjson,6883,FEE5029254EDE8A76300C363DC53A0FC4D13266A497589A0BB73FAAB6A91F9FD,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
149,09_checkpoint_controls/artifact_tool_csv_qa/02_01_proposition2_3_statement_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_01.png,61797,C35791C669EDC4E4902B134E335EC17047561AB5877EF60BE27F4A8818F77CCF,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
150,09_checkpoint_controls/artifact_tool_csv_qa/02_01_proposition2_3_statement_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_02.png,152570,88A91889FFBD4436ABFB9CA11AF68F7D222C53FE1F825B115EDDC0890DE0D141,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
151,09_checkpoint_controls/artifact_tool_csv_qa/02_01_proposition2_3_statement_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_03.png,131205,4308B2276F1F503DAA6417CA316918F5B7AA3079BD4F33EBE59630B7657FDD56,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
152,09_checkpoint_controls/artifact_tool_csv_qa/02_01_proposition2_3_statement_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_RECEIPT.json,1344,72FD50632943B15DF43CAEA1046CB5CFC44BE567A746AFA03FDF14BE7822604C,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
153,09_checkpoint_controls/artifact_tool_csv_qa/02_01_proposition2_3_statement_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_REGION.ndjson,580,C25535C506ADDE432A0537128860BDF15DD7A043CEC4785F1DABCE79EF8E5F95,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
154,09_checkpoint_controls/artifact_tool_csv_qa/03_02_proposition2_3_proof_independent_review_INDEPENDENT_REVIEW_EVIDENCE_csv/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson,60,ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
155,09_checkpoint_controls/artifact_tool_csv_qa/03_02_proposition2_3_proof_independent_review_INDEPENDENT_REVIEW_EVIDENCE_csv/ARTIFACT_TOOL_OVERVIEW.ndjson,7484,F9FA2702AACEC7F2A13B1737D0BB8698B1E6B73C2916C650138A17277D931480,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
156,09_checkpoint_controls/artifact_tool_csv_qa/03_02_proposition2_3_proof_independent_review_INDEPENDENT_REVIEW_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_01.png,79946,E7353762262E60B213D62CCF65F59E6C176961A1095A090985F274F945990DD9,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
157,09_checkpoint_controls/artifact_tool_csv_qa/03_02_proposition2_3_proof_independent_review_INDEPENDENT_REVIEW_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_02.png,158784,1B1A33F6C340A2C2BD57460FBCBA6D52842ED68992C76BFD5C4FFB7D5704DEAA,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
158,09_checkpoint_controls/artifact_tool_csv_qa/03_02_proposition2_3_proof_independent_review_INDEPENDENT_REVIEW_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_03.png,146008,7B7043F78011DB4C22BBCB2A93B35BB8FD2E49E15A2246335D9D065A91F0AD26,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
159,09_checkpoint_controls/artifact_tool_csv_qa/03_02_proposition2_3_proof_independent_review_INDEPENDENT_REVIEW_EVIDENCE_csv/ARTIFACT_TOOL_RECEIPT.json,1355,CA3460F9666D5D6C6C960FEBE2B5CB67205DB0B94D3F83618951E6C950C088D8,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
160,09_checkpoint_controls/artifact_tool_csv_qa/03_02_proposition2_3_proof_independent_review_INDEPENDENT_REVIEW_EVIDENCE_csv/ARTIFACT_TOOL_REGION.ndjson,612,29FEFB99FB38A829FD159E11348DA5429505CF824B4F84E30ACFEC94C072C03E,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
161,09_checkpoint_controls/artifact_tool_csv_qa/04_02_proposition2_3_proof_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson,60,ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
162,09_checkpoint_controls/artifact_tool_csv_qa/04_02_proposition2_3_proof_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_OVERVIEW.ndjson,5474,B591E7BF61C3721B03879D5D15D758A2311D17E533D7B8AABB99B276163753A7,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
163,09_checkpoint_controls/artifact_tool_csv_qa/04_02_proposition2_3_proof_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_01.png,50905,3D5530F6AE9AB632B5FF17EAEB07DEBF6CA88FCA288C23BBFC99C65162AC9047,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
164,09_checkpoint_controls/artifact_tool_csv_qa/04_02_proposition2_3_proof_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_02.png,118979,95759B27E14FED654FFA3EE5592FBD513AF1386B4CDAD3450E42E142CC4AFD42,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
165,09_checkpoint_controls/artifact_tool_csv_qa/04_02_proposition2_3_proof_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_03.png,108646,6174210A5D3CD005C3BF0796769B370FB6C925224B3B268C857417333F3E0CF4,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
166,09_checkpoint_controls/artifact_tool_csv_qa/04_02_proposition2_3_proof_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_RECEIPT.json,1339,43D23C43375E248897A8B43DB3523E073C6F78F8AF687138D240324EBD5F61E0,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
167,09_checkpoint_controls/artifact_tool_csv_qa/04_02_proposition2_3_proof_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_REGION.ndjson,569,7FDEB0CE7ADCAA46AE485FA484C4AB5ECCF6CB8946679558428B93338B4A87CD,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
168,09_checkpoint_controls/artifact_tool_csv_qa/05_03_corollary2_4_statement_r3_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson,60,ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
169,09_checkpoint_controls/artifact_tool_csv_qa/05_03_corollary2_4_statement_r3_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_OVERVIEW.ndjson,13802,4B545913DBB7D6716FC5F0DE51D6EB447FC64863E3D04C9C90BC57FEACB7F09E,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
170,09_checkpoint_controls/artifact_tool_csv_qa/05_03_corollary2_4_statement_r3_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_01.png,177961,40245752C95BFD03B8F0C5E18368C14A43605854FC15DF86E19525752D7C878E,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
171,09_checkpoint_controls/artifact_tool_csv_qa/05_03_corollary2_4_statement_r3_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_02.png,304902,D80CAB8704B1CAB16C7ED36BC31B88F33475D37A2BDD2FAD47B8293BE7DBD3F8,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
172,09_checkpoint_controls/artifact_tool_csv_qa/05_03_corollary2_4_statement_r3_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_03.png,204550,4E5B9972F144D3F8CED2087F1FA63FE9154D3A69CDA2A47E3C05992651CD5D33,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
173,09_checkpoint_controls/artifact_tool_csv_qa/05_03_corollary2_4_statement_r3_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_04.png,11020,880A737908B023891EB91EAD1BFA38BD017D9BED4BB3A3BE8FCD6830E25E1BCE,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
174,09_checkpoint_controls/artifact_tool_csv_qa/05_03_corollary2_4_statement_r3_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_RECEIPT.json,1540,8BF1BB56B90EC5C96826593EB582B110EBD29D1527B3B5C31F9C0622BEA4DB88,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
175,09_checkpoint_controls/artifact_tool_csv_qa/05_03_corollary2_4_statement_r3_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_REGION.ndjson,763,2DB7CE5144091CA2B3B1A82DA8DB0F45E39097CDCA2F55DA1466728627831B13,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
176,09_checkpoint_controls/artifact_tool_csv_qa/06_03_corollary2_4_statement_r3_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson,60,ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
177,09_checkpoint_controls/artifact_tool_csv_qa/06_03_corollary2_4_statement_r3_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_OVERVIEW.ndjson,14604,D85A1D17D23B4C2AEFA13095B70C4517A2AEEF6E70D703F1FBEEDBE21CB54528,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
178,09_checkpoint_controls/artifact_tool_csv_qa/06_03_corollary2_4_statement_r3_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_01.png,165458,E0A892245BC22538DCB44D5A56195F7F4FC60F83DE096D269471CCEB57C51818,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
179,09_checkpoint_controls/artifact_tool_csv_qa/06_03_corollary2_4_statement_r3_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_02.png,313917,75EC268F1D4918F98C407FB03A730ED0DC42ABAC7B129056533BC499B7F1864F,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
180,09_checkpoint_controls/artifact_tool_csv_qa/06_03_corollary2_4_statement_r3_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_03.png,263367,3CE5ECCB42BB7BCFD7ACB918D6F3D36527AFC9BFFC64850D1E9628BF641B7047,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
181,09_checkpoint_controls/artifact_tool_csv_qa/06_03_corollary2_4_statement_r3_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_RECEIPT.json,1346,DB1802476496E736B44B864C33350EA86932F6DF68388C3DF50C19AB1C8DC350,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
182,09_checkpoint_controls/artifact_tool_csv_qa/06_03_corollary2_4_statement_r3_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_REGION.ndjson,584,AB06415B8F2CC1C9675C3F1D7AA7CDC3F98A00C9E9798AB8C8A911CD3154BB82,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
183,09_checkpoint_controls/artifact_tool_csv_qa/07_03_corollary2_4_statement_r3_producer_PREDECESSOR_R2_PRODUCER_AND_REVIEW_IDENTITY_MANIFEST_csv/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson,60,ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
184,09_checkpoint_controls/artifact_tool_csv_qa/07_03_corollary2_4_statement_r3_producer_PREDECESSOR_R2_PRODUCER_AND_REVIEW_IDENTITY_MANIFEST_csv/ARTIFACT_TOOL_OVERVIEW.ndjson,15627,4FB0AC541562C40C0F311438EB580EC2F439E61AACE69126DB590E16BA9C3337,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
185,09_checkpoint_controls/artifact_tool_csv_qa/07_03_corollary2_4_statement_r3_producer_PREDECESSOR_R2_PRODUCER_AND_REVIEW_IDENTITY_MANIFEST_csv/ARTIFACT_TOOL_QA_PANEL_01.png,931412,4334D2407FC0D8E510A88671F30C5EABBFD88F60C9DA2F78CA310DF81363CA7F,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
186,09_checkpoint_controls/artifact_tool_csv_qa/07_03_corollary2_4_statement_r3_producer_PREDECESSOR_R2_PRODUCER_AND_REVIEW_IDENTITY_MANIFEST_csv/ARTIFACT_TOOL_RECEIPT.json,999,E30CF29C997EA7BF6E5F971A49E0838D8A36F8BD73BC12BEA745A4E906DCF9EC,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
187,09_checkpoint_controls/artifact_tool_csv_qa/07_03_corollary2_4_statement_r3_producer_PREDECESSOR_R2_PRODUCER_AND_REVIEW_IDENTITY_MANIFEST_csv/ARTIFACT_TOOL_REGION.ndjson,968,09033B1CBED44609BD02DCBCF41B3BE93C242F8A823CF4272A9C064DD1F68661,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
188,09_checkpoint_controls/artifact_tool_csv_qa/08_03_corollary2_4_statement_r3_producer_R3_UNCHANGED_ARTIFACT_IDENTITY_csv/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson,60,ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
189,09_checkpoint_controls/artifact_tool_csv_qa/08_03_corollary2_4_statement_r3_producer_R3_UNCHANGED_ARTIFACT_IDENTITY_csv/ARTIFACT_TOOL_OVERVIEW.ndjson,3380,FD5E58F6148F2F0C11F06BAFA067C401D4AAD75C217F36B6728D401C3A9C4397,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
190,09_checkpoint_controls/artifact_tool_csv_qa/08_03_corollary2_4_statement_r3_producer_R3_UNCHANGED_ARTIFACT_IDENTITY_csv/ARTIFACT_TOOL_QA_PANEL_01.png,175684,288A7483F8D9208816F76DC8C6FB711441A219F277712270B4A75EDB0F7D3080,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
191,09_checkpoint_controls/artifact_tool_csv_qa/08_03_corollary2_4_statement_r3_producer_R3_UNCHANGED_ARTIFACT_IDENTITY_csv/ARTIFACT_TOOL_RECEIPT.json,976,5590A6685BF6EA7E148DFCAC68FFD8DAD4935CE3747688DC4EAB358DE4D3ED10,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
192,09_checkpoint_controls/artifact_tool_csv_qa/08_03_corollary2_4_statement_r3_producer_R3_UNCHANGED_ARTIFACT_IDENTITY_csv/ARTIFACT_TOOL_REGION.ndjson,1085,9A5904715C1078CFBFA69D8A2DB930B82F7B5AA3FE5482446712A83B5D2213CB,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
193,09_checkpoint_controls/artifact_tool_csv_qa/09_04_corollary2_4_proof_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson,60,ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
194,09_checkpoint_controls/artifact_tool_csv_qa/09_04_corollary2_4_proof_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_OVERVIEW.ndjson,12817,F0C6E57AC86D49A9E7B40378BB04A1A496C41657DCAF5FCC7DC7C1763C8F33D4,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
195,09_checkpoint_controls/artifact_tool_csv_qa/09_04_corollary2_4_proof_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_01.png,128264,FE783E738897B3415A43593D64589740CCCA6467EDDEE611CB805CFC0DC0B4C4,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
196,09_checkpoint_controls/artifact_tool_csv_qa/09_04_corollary2_4_proof_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_02.png,256601,102496F42D253BB5F38B880972E2C8DACF19C1623D303AB16969AC906637DF41,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
