visual_id,relative_path,bytes,sha256,parent_pdf_index_0based,parent_pdf_physical_page_1based,book_folio,expose,linked_tex_file,generator_source_class,disposition
SGA7I-VIS-08020,s268_iso.png,12413,8B9F2BBFDFC65D3D276D61087646B89F4338F842B87F29647B798BBF1A972EDF,268,269,257,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08022,y255_biext.png,26186,8BA64B16F4943141A2EDA0D292AA1FB65CF57E14E71E10FEA78B4FFC442EA872,255,256,244,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08027,crop_481_r_eq1.png,12378,8BBF7DFDFCEF0526DF6944BB4A3429B063AD14DE9C0FCD6134F78317D11604CD,481,482,470,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08028,c432_eq929a.png,18985,8BC1AA2C0793B94B47D1A2160A892E229D101A829A881CAEE942966F898B3130,432,433,421,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08029,L170_6b.png,10633,8BCFD0ADFB096C30F2037D6C031708F2EE0860F0CEF1055FAE38EDB84CD767E1,170,171,159,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08030,t_head391.png,15849,8BD2ACFD930840150346B234D5826F7F91056F44D2E8676F13275AA7F50CDDAB,391,392,380,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08031,P171_b08.png,15942,8BD58251CD4DB17EBD8DA0E3115AF677D28E9F928B464D9A0A0B01B7CD089F93,171,172,160,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08033,c209_l8.png,20708,8BE02BB588BA36BE087A7987171A797E8A2F2A3097D5F273B3511124819A3C97,209,210,198,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08037,V170_5a.png,9126,8BF5FA7B99C8809D64BF3BCAD532EA1F31FD498AD3D59DCA90FC125DCC3FBA9E,170,171,159,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08039,crop_244_diagB.png,72522,8C0CFE752E49CDC2CF0F85B9CC74F51BA4984C926537A1DD5CC25DBE2B052FD5,244,245,233,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08041,c516_g.png,36690,8C2B73F933C958A96591EEADB2898DD6517B24DCEC5D6CCFBE182B459099C577,516,517,505,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08043,z_216_foot.png,5554,8C3763D21451E3A9F4C617F5FC8A78E44C93745FE9DF3DC0DECD80C9386339E0,216,217,205,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08045,v15.png,30298,8C494D993FF8747510EFD48A9E64468403A325467EA255838CA86AF952502769,15,16,4,I,expose_I_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08046,crop_266_h3.png,28073,8C4AFFABAFE78FD3FC6F603EE8E28F47807E41241E65EFE844DE7184AD7DB5DC,266,267,255,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08051,c414_b3L.png,29392,8C6414B0E4F13B21A7B3F432A9CE24F8895CF6FE67AFE37AE1DD172F3528C044,414,415,403,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08052,t2_180.png,8195,8C690B4160EC4A7B72F03C3E56ECE4588BBC2B5955933BE9DC0F760D43FB9F4B,180,181,169,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08053,c148_ref2.png,10205,8C694C14ABBC637E132D2C9F33E91C4A0D9BB8B874682BC4FD9EACDCBFEEA037,148,149,137,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08055,d232_pr1.png,84609,8C6D55ADDC67308EBB73BD6DC82EF5666E2F34CFC86242C3B33CDE3C14C568E0,232,233,221,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08056,c444_d.png,89508,8C6E1DBCACB8E62EED0988C10D278857AE7FC8B04D88FB9E35AF55E1726C1C67,444,445,433,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08060,c483_d2.png,23232,8C80BE4E1AADD74E00F0E39FE158EA16D29D43E1768A5F2FC6252D16C297F9D8,483,484,472,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08062,c354_gen.png,9346,8C92E9346F3584F4C5DA9072C4C37709FEBB2F70B2643BCD3E992E61EDF3F28D,354,355,343,IX,expose_IX_body.tex,source_or_derived_dynamic_input,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08063,c3_344_s2.png,7390,8C9A4852FCEB3167760B521B56ED7B530B49041F7483B707E5002822AF383746,344,345,333,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08067,y_556.png,24761,8CA52BA9F27F2A6DF706B88B02FEF9AB9BC44CA62C4977CEFD31594E9E547787,390,391,379,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08068,crop_481_r_ou.png,5257,8CA84304B3AB1540A07DE8D350F49469B40508AE5FDE3F663472E8B732367E77,481,482,470,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08069,c511_B2.png,22201,8CAAC9D36ACD3D19CB7365D207C20FD13E2E4E8C1EE4D90BA82256FD858243F2,511,512,500,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08070,crop_152_para4.png,57963,8CAD6C5FAAEE1B36CA50BD3F531821390F9C66D0FFC0DD6FB15EAFC24D4D790F,152,153,141,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08071,zz1235_236_s16b.png,24230,8CBF68C8AF3D0C7FB4E34DE7C590A81DAB6CC0415EAD38951E998072B44705BA,236,237,225,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08072,z194_B_dbot.png,26959,8CBFE7664C93112C6DCB02B3A23E41AC6DDAFA8EFEADBEF0E16C16A557E27707,194,195,183,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08073,c350_l1.png,30781,8CC42C0774E27AE3DD9893798DE1DE6062521947090B686DB99298254E53815F,350,351,339,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08074,q2.png,28035,8CC6E3761655EE869D40FC75750713E7E4BDF6D9BEC234A38E79D3ABF04DBC78,390,391,379,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08081,c5_334_artin.png,18327,8CE72DC46F6FFF48C62CEB544484DF691C9C8327780EE6DE6188D2B58404652F,334,335,323,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08082,z_ref.png,8705,8CEEA2BDC03A31FC84CF14E5A33B25F4C4B0D2BD84088684612BD58EA5DE4198,518,519,507,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08086,c231_c2.png,11353,8CFECA6F2F20CA496D01F587B2E049A5517A2A5A42E8F128EDD71B3E2169C5A7,231,232,220,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08087,c209_rem1.png,20693,8D11AA950840E6016DB9D3D3F3D56735B24177C3D702CB2691CE4636F93D4C55,209,210,198,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08088,k256_b.png,27671,8D1856A54EC933CFD7152ED35523FAC78CEF2D2831E6647A56BD968518E60AA4,256,257,245,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08090,y_l1.png,116808,8D27DE72CA282794D1015D9317C87F7C497893A7C3F57B3B845EA6B89592B885,532,533,521,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08093,z_299_sg4.png,6803,8D36BBF6F591BCDD8BBD03C796D1202A2FD07569F19D4CE8A21842461990DBAB,299,300,288,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08094,d228_b1b.png,16405,8D38CE8E08EBBBE576434911A2D6BBF2134301F6844385176FE01CFB3F16BDB8,228,229,217,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08096,z_facsc.png,22620,8D3C631DF25B2295A9E6586B3489089CC330D491CB92C97A48F0337444561B30,224,225,213,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08097,z194_B_q5.png,36715,8D3FF3E9CF5F9E49B1FA69FCF07EDD67CC5F4264D3AC186EB4B6FFD5316ECDB1,194,195,183,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08100,j6_c1.png,15595,8D5145FD7BF8E4C92ED0096CEEDB41FECBDC1DBF0C6E0D200C4FB384E250B720,,,,unmapped_front_matter_or_unresolved,,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08101,v_To.png,19052,8D597D3697ED57CB01239AA9EEA973C206689A0E393350F5B2A7B7E8F4BE6FA8,391,392,380,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08102,c509_d.png,89008,8D5B7C1E5D08CF436EE92906EFCFAEE6DD70334A995B57347117DBDA84352F9B,509,510,498,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08107,z2224_224_eq385z2.png,11244,8D84DFE568BDFBBAFEED8F771A3A51BF8B0D52746CD73810DA3E6BCE08BE87D2,224,225,213,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08109,c351_p1a.png,34750,8D8DC1DF004C644A9ECACA7D97581651D5B0B53194F6B9401E915CD5B7443CF2,351,352,340,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08111,p330_e.png,15335,8D919BEE134A12138E924B8D8700E091467B8F028CEED13CE09DA46C733358B2,330,331,319,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08112,crop_398_an_ech2.png,21607,8D94E58EB06A2EE5F6BF3B250E9BC43D3BD35A18BDAD4A04D12D5A1D5D916EDF,398,399,387,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08114,cr_395_F1.png,23051,8D9D1D6E1C7E62706A17F464450A695C90AB3C5393FCC5F337F4EE6D2CD2224B,395,396,384,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08115,p512_r2.png,65995,8D9D3D6F92E19D700F545482AD1104446AC5164686DAD97B80632E33E98F22F3,512,513,501,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08116,c417_b.png,71791,8DA6E88ED661751F1921C7A10048CAC17FD1DAEF5C1005F27FE83D24EF888008,417,418,406,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08118,c529_p1.png,38528,8DAF3DF40ED4AE13979E2CEEFCE277403BEE0432D3B4221D9928523A65655045,529,530,518,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08119,c354_krang2.png,15161,8DB2C97A3E0A12F7B304156137AA529EC2281CDB67FBE11391328E8516E0264B,354,355,343,IX,expose_IX_body.tex,source_or_derived_dynamic_input,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08121,cmp_x12.png,12450,8DBD6B66438020645DB0C0580DE6CB723C76D6959EDC1D2969999BA25E2FB6D8,12,13,1,I,expose_I_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08124,c436_b.png,89184,8DC7A4464AE1B02FCFCF1CEAF98E047F796C0F455D4C7B5A8CB54BEB0267CDBF,436,437,425,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08126,c432_mid5.png,45000,8DCCB9BFBD781CFB1D0E1F62E948FDC84D7A4BE0219F6ECDA917C23B37EACA18,432,433,421,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08127,w255_tor.png,25773,8DCE36AE5FC54A2CC4388B62C6680F3C4EBDD6FCB2E8C21894A15A4181B3054F,255,256,244,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08132,w9d_323_B3bis.png,31086,8DD9C1B90BE57959576EF629812618AB4BFD99C4CA87E5E759C6AC515CDC6AB1,323,324,312,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08133,crop_344_e_prop.png,207303,8DDDADB6113EF2E92BC930881B0348C6E17A83ABEC85F36C542100EE3094A034,344,345,333,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08135,crop_332_eq113c.png,5565,8DE0AFA6E84DB8A6A8C9057CDE6527C51D132990571C008E892310628E6D66D6,332,333,321,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08137,c434_w2.png,28969,8DE32F14FB88714CC2B74B3F0A67DC73C53F8853969456C17A6FB97E49C9BF06,434,435,423,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08138,crop_211_t1.png,86422,8DE47A4FD28B94D9CFC5718D4B1745C18594E4B33342F1A18A504AC83CAAC338,211,212,200,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08140,x_deMM.png,88579,8DEFE790BEA93FDE01B605E7673F6545847843C5B24B61EFEA9FE3A480C38933,525,526,514,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08143,w9d_323_pg.png,4259,8E0322F73D8814F96498AAFD1420514A4BB4BEE65FBBE5268F75DB8AEDACC42E,323,324,312,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08144,c354_folio.png,5191,8E033168EC5C395158F34E99E84FD2C20FEB9E4ACC5478E86A12EC75C6019EE3,354,355,343,IX,expose_IX_body.tex,source_or_derived_dynamic_input,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08147,crop_399_z_don.png,73665,8E1EAC9320D0C3F3E166368BFD19F1A2EA8D05A0EC72958FBD4CCFF825C6F673,399,400,388,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08149,c474_top.png,100309,8E2F8DF6BC9B7A60B5A080788554C11F7C07B871BA1862CF3C8A8FF188A135DB,474,475,463,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08161,c3_335_GmS3_zoom.png,8352,8E6A48B7B2CA736656CE5CF5C55D80A81E88A8C1506BD30FC276A5B966C7A1F9,335,336,324,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08162,z194_eqblot2.png,34340,8E6E31514354C8996E3D2FB33C7110E276A0CE2A534862D6B57EFC68B98E5B90,194,195,183,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08165,u255_ced.png,31481,8E76FA2648CCA2C773A43CA541CE9872661050DCD595C45A87B47765BAFCDEDF,255,256,244,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08166,c332_p1.png,33156,8E7BF839626AF5917C905AF1067FDA3F130E374A768DD57AC8251932498F91C2,332,333,321,IX,expose_IX_body.tex,non_image_helper,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08167,c164_eq2.png,23335,8E83850C825FA5D546056F683C8A49E27A053E69DB465A0E5F8D3C37F62DC635,164,165,153,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08168,x_r1_mid.png,37042,8E8387DD3C054A646C69F4A29E61B669036CB3FE460DCF1A729CA191AC3DBB67,65,66,54,VI,expose_VI_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08169,c476_a.png,169450,8E84FF3EFFB5852F71188D9E03F15D86BEACFA97A134E7B67664DD97A87B3292,476,477,465,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08170,c380_ils.png,11099,8E8A819FBC7115D1FCCC18BE976797AFF2390869D9DD2520AEE164605D574FCF,380,381,369,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08174,crop_287_L3a.png,12840,8E9919367E8D595A8CCAB3DABCB08FA89D46CBA0259A4D043921501D78D0F5A2,287,288,276,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08180,c312_d.png,45211,8EC49E943CA96C47324E326891DF6450D9EA6AB93A5DD396E8B8B3E4DDE75330,312,313,301,VIII,expose_VIII_body.tex,non_image_helper,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08181,w2224_224_times.png,7785,8EC4C391AC82999A60FA800C9E941F4820DB34C5D2EC73A686A2AFD488C319AE,224,225,213,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08182,crop_399_ac_b.png,98541,8ECE46F09663189EA70F69B1DAF4059C23DF13CD64A47E2503E10E4E6C858F51,399,400,388,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08188,z188_head2.png,7992,8EDEA18CEB211B423F7D6A8B9A645F3E3D33FB6A2B08328E006D508D65947550,188,189,177,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08191,c249_c.png,70514,8EEADE55973AD0D1CBC59981521AF553E06DE5CC70D0969437E4881BAC27A05F,249,250,238,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08193,crop_276_xxyZ2.png,3750,8EFB57F74EE02C4CFFFF2EA24711C993D7CB6AAAAEE593CECB5BF03BAFF2C400,276,277,265,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08195,c_502_a_cstar.png,11603,8EFE4EF67D62BEAB03D81E7DA0345160E8D66C88F5E20F98850A23D908131064,502,503,491,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08196,crop_161_A5.png,30732,8EFF90DFF2ECE988073274DA58CC8E6386FD4F00458A510D3B7D4AD6F8B4B964,161,162,150,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08197,c3_430_eq923b.png,14381,8F00A30A9B897DDE6240999281201F50E2E50E11597F29E59BA92FED0689087A,430,431,419,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08204,c424_l4.png,25316,8F1931FB0F56C99C1BBDABCEAC63D38E81C1FDE1656E826B3699B696CE9FF872,424,425,413,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08205,c450_desig.png,15857,8F198334DA45BA654F8BF81B9ADC1AA87C5039A6F027833E5A1EFD0E9C87A332,450,451,439,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08214,c434_v3.png,26255,8F3A2EF3792E643D018BDDE348877C07BC4AA275E2EBE1C83777F2BB60CA180C,434,435,423,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08216,d251_last.png,55627,8F3BFFDC26076A1005FD8B351B8DA960C6A42408874B915E1925F113E7A1EF73,251,252,240,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08220,j7_c2.png,15872,8F4C5EBF1178EA7B338E8EEC8B4C9D27BFDAB851885BDE0C32B503886E566648,430,431,419,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08227,crop_203_f_343.png,112184,8F60F925AD6495E1DB2A724F681B0717F80E9B5244F61EAE79A5704CE293ADCF,203,204,192,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08234,crop_227_disp.png,58656,8F923071FA742121E9CD297D3EA8F012CADA43F3648DA4EB5C88A45D4EB0CCAC,227,228,216,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08236,q330_pi.png,13795,8F9D8B98A432F05177E7A35E941F91F111DEF99EED19AA9748160507633849EB,330,331,319,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08240,c339_a.png,63539,8FAA10D8B8B6709BBDBAC3A14F320747278D0BEC763B9C2FA222E8B25F3259E0,339,340,328,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08241,crop_266_f4.png,26039,8FB0B790176241F22F4B274FEB74359891E87B192A851AD44C81C80CB16605BD,266,267,255,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08244,y256_diagtop.png,4611,8FCBEB8F68DB21B3C17504D29FE9D90013421F56989F05A7AAB6222BF1ECFDD3,256,257,245,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08245,zz1235_236_s15b.png,74912,8FD0A42E83532E6B1B6A63ACAEA0DA811B95B77A21D1B365BF4878F6F1B3A088,236,237,225,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08246,c495_mono.png,12031,8FDF89ED34B3FA4FB584337661658838DFD23A0A54ACA14ED4366E294359988E,495,496,484,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08247,zz1235_236_p1d.png,65313,8FE1882B62861554FBC40D2978BD5EB907AC7ECFD934949064C910A185CD4AFE,236,237,225,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08250,crop_308_k_abc.png,103508,8FEC1BB3A408DA9E24D9D1572DA483BD10143BDDD11A6B99A28CD1BCF8166640,308,309,297,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08255,s256_diag2.png,36734,8FFD05E15C077A3F97435001B6E318BDFC50B905FC19925E8C139D988204EBCD,256,257,245,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08265,y171_222b.png,17168,901E84272270D6DCA1A38E985C801E6AE2368F193371D9635395C7047D7F521F,171,172,160,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08267,c156_e.png,98587,9029E877A656360501E5CDAD39DB6E5AA60816B445C7598ADC7A49E231486D62,156,157,145,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08268,i485_15.png,21650,902C8D887F9DCE1AC3F4F5A778E55C04306E239B5B3BEDD17C8986F548A226E5,485,486,474,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08272,q304_l01.png,31185,90421D716760D2EE6DC90D3F52707C288F1D5AB438FA130083736D33F0D3EE3E,304,305,293,VIII,expose_VIII_body.tex,non_image_helper,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08274,w9d_323_sym_iso.png,4432,904CDBACE8FD7CD7D760885452E87BEB3D6B04E9F0F25FB364AC4FE13F347B55,323,324,312,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08275,m_l15_502.png,10319,905872267A31B6EA54FEDF20A043006CE47124F5E77BEDF6FDB051FCFAC82C07,15,16,4,I,expose_I_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-08281,v464_eq12.png,26558,907642BEE883A754A140C598A46448A4DAB5887E95B6A1EA462BE9C8AAE15E54,464,465,453,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
