stable_id,latex_label,expose,target_kind,displayed_number,title,source_file,source_line,declaration_type,aux_number,pdf_page,status
SGA5-TARGET-00315,sga5:III:equation:6.7.1,III,equation,6.7.1,Equation 6.7.1,SGA5_English_sync_workpass.tex,4169,explicit_tag,{6.7.1},80,compiled_resolved
SGA5-TARGET-00316,sga5:III:equation:6.7.2,III,equation,6.7.2,Equation 6.7.2,SGA5_English_sync_workpass.tex,4190,explicit_tag,{6.7.2},81,compiled_resolved
SGA5-TARGET-00317,sga5:III:equation:6.7.3,III,equation,6.7.3,Equation 6.7.3,SGA5_English_sync_workpass.tex,4195,explicit_tag,{6.7.3},81,compiled_resolved
SGA5-TARGET-00318,sga5:III:subsection:6.8,III,subsection,6.8,6.8,SGA5_English_sync_workpass.tex,4208,subsection,5,81,compiled_resolved
SGA5-TARGET-00319,sga5:III:equation:6.8.1,III,equation,6.8.1,Equation 6.8.1,SGA5_English_sync_workpass.tex,4211,explicit_tag,{6.8.1},81,compiled_resolved
SGA5-TARGET-00320,sga5:III:equation:6.8.2,III,equation,6.8.2,Equation 6.8.2,SGA5_English_sync_workpass.tex,4216,explicit_tag,{6.8.2},81,compiled_resolved
SGA5-TARGET-00321,sga5:III:equation:6.8.3,III,equation,6.8.3,Equation 6.8.3,SGA5_English_sync_workpass.tex,4225,explicit_tag,{6.8.3},81,compiled_resolved
SGA5-TARGET-00322,sga5:III:equation:6.8.4,III,equation,6.8.4,Equation 6.8.4,SGA5_English_sync_workpass.tex,4245,explicit_tag,{6.8.4},82,compiled_resolved
SGA5-TARGET-00323,sga5:III:equation:6.8.5,III,equation,6.8.5,Equation 6.8.5,SGA5_English_sync_workpass.tex,4250,explicit_tag,{6.8.5},82,compiled_resolved
SGA5-TARGET-00324,sga5:III:equation:6.8.6,III,equation,6.8.6,Equation 6.8.6,SGA5_English_sync_workpass.tex,4255,explicit_tag,{6.8.6},82,compiled_resolved
SGA5-TARGET-00325,sga5:III:equation:6.8.7,III,equation,6.8.7,Equation 6.8.7,SGA5_English_sync_workpass.tex,4260,explicit_tag,{6.8.7},82,compiled_resolved
SGA5-TARGET-00326,sga5:III:subsection:6.9,III,subsection,6.9,6.9,SGA5_English_sync_workpass.tex,4266,subsection,5,82,compiled_resolved
SGA5-TARGET-00327,sga5:III:equation:6.9.0,III,equation,6.9.0,Equation 6.9.0,SGA5_English_sync_workpass.tex,4276,explicit_tag,{6.9.0},83,compiled_resolved
SGA5-TARGET-00328,sga5:III:equation:6.9.1,III,equation,6.9.1,Equation 6.9.1,SGA5_English_sync_workpass.tex,4285,explicit_tag,{6.9.1},83,compiled_resolved
SGA5-TARGET-00329,sga5:III:equation:6.9.2,III,equation,6.9.2,Equation 6.9.2,SGA5_English_sync_workpass.tex,4290,explicit_tag,{6.9.2},83,compiled_resolved
SGA5-TARGET-00330,sga5:III:equation:6.9.3,III,equation,6.9.3,Equation 6.9.3,SGA5_English_sync_workpass.tex,4295,explicit_tag,{6.9.3},83,compiled_resolved
SGA5-TARGET-00331,sga5:III:equation:6.9.4,III,equation,6.9.4,Equation 6.9.4,SGA5_English_sync_workpass.tex,4304,explicit_tag,{6.9.4},83,compiled_resolved
SGA5-TARGET-00332,sga5:III:equation:6.9.5,III,equation,6.9.5,Equation 6.9.5,SGA5_English_sync_workpass.tex,4313,explicit_tag,{6.9.5},83,compiled_resolved
SGA5-TARGET-00333,sga5:III:theorem:6.10,III,theorem,6.10,Theorem 6.10,SGA5_English_sync_workpass.tex,4319,statement_environment,5,83,compiled_resolved
SGA5-TARGET-00334,sga5:III:equation:6.10.1,III,equation,6.10.1,Equation 6.10.1,SGA5_English_sync_workpass.tex,4322,explicit_tag,{6.10.1},84,compiled_resolved
SGA5-TARGET-00335,sga5:III:remark:6.11,III,remark,6.11,Remarks 6.11,SGA5_English_sync_workpass.tex,4327,statement_environment,5,84,compiled_resolved
SGA5-TARGET-00336,sga5:III:equation:6.11.1,III,equation,6.11.1,Equation 6.11.1,SGA5_English_sync_workpass.tex,4339,explicit_tag,{6.11.1},84,compiled_resolved
SGA5-TARGET-00337,sga5:III:corollary:6.12,III,corollary,6.12,Corollary 6.12,SGA5_English_sync_workpass.tex,4348,statement_environment,5,84,compiled_resolved
SGA5-TARGET-00338,sga5:III:equation:unnumbered:2,III,equation,*,Equation *,SGA5_English_sync_workpass.tex,4367,explicit_tag,{*},85,compiled_resolved
SGA5-TARGET-00339,sga5:III:remark:6.12.1,III,remark,6.12.1,Remark 6.12.1,SGA5_English_sync_workpass.tex,4386,statement_environment,5,85,compiled_resolved
SGA5-TARGET-00340,sga5:III:subsection:6.13,III,subsection,6.13,6.13,SGA5_English_sync_workpass.tex,4397,subsection,5,85,compiled_resolved
SGA5-TARGET-00341,sga5:III:equation:6.13.1,III,equation,6.13.1,Equation 6.13.1,SGA5_English_sync_workpass.tex,4400,explicit_tag,{6.13.1},85,compiled_resolved
SGA5-TARGET-00342,sga5:III:equation:6.13.2,III,equation,6.13.2,Equation 6.13.2,SGA5_English_sync_workpass.tex,4406,explicit_tag,{6.13.2},85,compiled_resolved
SGA5-TARGET-00343,sga5:III:theorem:6.13.3,III,theorem,6.13.3,Theorem 6.13.3 (Deligne),SGA5_English_sync_workpass.tex,4412,statement_environment,5,86,compiled_resolved
SGA5-TARGET-00344,sga5:III:subsection:6.14,III,subsection,6.14,6.14,SGA5_English_sync_workpass.tex,4424,subsection,5,86,compiled_resolved
SGA5-TARGET-00345,sga5:III:subsection:6.15,III,subsection,6.15,6.15,SGA5_English_sync_workpass.tex,4428,subsection,5,86,compiled_resolved
SGA5-TARGET-00346,sga5:IIIB:expose:iiib,IIIB,expose,IIIB,Exposé IIIB,SGA5_English_sync_workpass.tex,4466,expose_heading,5,89,compiled_resolved
SGA5-TARGET-00347,sga5:IIIB:subsection:1,IIIB,subsection,1,1. Statement of the theorem and corollaries,SGA5_English_sync_workpass.tex,4493,subsection,5,90,compiled_resolved
SGA5-TARGET-00348,sga5:IIIB:subsubsection:1.1,IIIB,subsubsection,1.1,1.1,SGA5_English_sync_workpass.tex,4495,subsubsection,5,90,compiled_resolved
SGA5-TARGET-00349,sga5:IIIB:equation:1.1.1,IIIB,equation,1.1.1,Equation 1.1.1,SGA5_English_sync_workpass.tex,4515,explicit_tag,{1.1.1},90,compiled_resolved
SGA5-TARGET-00350,sga5:IIIB:equation:unnumbered,IIIB,equation,*,Equation *,SGA5_English_sync_workpass.tex,4537,explicit_tag,{*},91,compiled_resolved
SGA5-TARGET-00351,sga5:IIIB:equation:unnumbered:2,IIIB,equation,**,Equation **,SGA5_English_sync_workpass.tex,4541,explicit_tag,{**},91,compiled_resolved
SGA5-TARGET-00352,sga5:IIIB:equation:1.1.2,IIIB,equation,1.1.2,Equation 1.1.2,SGA5_English_sync_workpass.tex,4559,explicit_tag,{1.1.2},91,compiled_resolved
SGA5-TARGET-00353,sga5:IIIB:subsubsection:1.1.3,IIIB,subsubsection,1.1.3,1.1.3,SGA5_English_sync_workpass.tex,4563,subsubsection,5,91,compiled_resolved
SGA5-TARGET-00354,sga5:IIIB:theorem:1.2,IIIB,theorem,1.2,Theorem 1.2,SGA5_English_sync_workpass.tex,4579,statement_environment,5,92,compiled_resolved
SGA5-TARGET-00355,sga5:IIIB:equation:1.2.1,IIIB,equation,1.2.1,Equation 1.2.1,SGA5_English_sync_workpass.tex,4581,explicit_tag,{1.2.1},92,compiled_resolved
SGA5-TARGET-00356,sga5:IIIB:corollary:1.3,IIIB,corollary,1.3,Corollary 1.3,SGA5_English_sync_workpass.tex,4588,statement_environment,5,92,compiled_resolved
SGA5-TARGET-00357,sga5:IIIB:corollary:1.3.1,IIIB,corollary,1.3.1,Corollary 1.3.1,SGA5_English_sync_workpass.tex,4598,statement_environment,5,92,compiled_resolved
SGA5-TARGET-00358,sga5:IIIB:subsubsection:1.4,IIIB,subsubsection,1.4,1.4,SGA5_English_sync_workpass.tex,4607,subsubsection,5,92,compiled_resolved
SGA5-TARGET-00359,sga5:IIIB:equation:1.4.1,IIIB,equation,1.4.1,Equation 1.4.1,SGA5_English_sync_workpass.tex,4617,explicit_tag,{1.4.1},93,compiled_resolved
SGA5-TARGET-00360,sga5:IIIB:corollary:1.5,IIIB,corollary,1.5,Corollary 1.5,SGA5_English_sync_workpass.tex,4623,statement_environment,5,93,compiled_resolved
SGA5-TARGET-00361,sga5:IIIB:equation:1.5.1,IIIB,equation,1.5.1,Equation 1.5.1,SGA5_English_sync_workpass.tex,4631,explicit_tag,{1.5.1},93,compiled_resolved
SGA5-TARGET-00362,sga5:IIIB:subsubsection:1.6,IIIB,subsubsection,1.6,1.6,SGA5_English_sync_workpass.tex,4636,subsubsection,5,93,compiled_resolved
SGA5-TARGET-00363,sga5:IIIB:subsubsection:1.7,IIIB,subsubsection,1.7,1.7,SGA5_English_sync_workpass.tex,4639,subsubsection,5,93,compiled_resolved
SGA5-TARGET-00364,sga5:IIIB:equation:1.7.1,IIIB,equation,1.7.1,Equation 1.7.1,SGA5_English_sync_workpass.tex,4641,explicit_tag,{1.7.1},93,compiled_resolved
SGA5-TARGET-00365,sga5:IIIB:subsection:2,IIIB,subsection,2,2. Reduction to a vanishing theorem,SGA5_English_sync_workpass.tex,4647,subsection,5,94,compiled_resolved
SGA5-TARGET-00366,sga5:IIIB:subsubsection:2.1,IIIB,subsubsection,2.1,2.1,SGA5_English_sync_workpass.tex,4649,subsubsection,5,94,compiled_resolved
SGA5-TARGET-00367,sga5:IIIB:lemma:2.2,IIIB,lemma,2.2,Lemma 2.2,SGA5_English_sync_workpass.tex,4668,statement_environment,5,94,compiled_resolved
SGA5-TARGET-00368,sga5:IIIB:lemma:2.3,IIIB,lemma,2.3,Lemma 2.3,SGA5_English_sync_workpass.tex,4739,statement_environment,5,95,compiled_resolved
SGA5-TARGET-00369,sga5:IIIB:equation:1,IIIB,equation,1,Equation 1,SGA5_English_sync_workpass.tex,4783,explicit_tag,{1},96,compiled_resolved
SGA5-TARGET-00370,sga5:IIIB:equation:2,IIIB,equation,2,Equation 2,SGA5_English_sync_workpass.tex,4792,explicit_tag,{2},96,compiled_resolved
SGA5-TARGET-00371,sga5:IIIB:equation:3,IIIB,equation,3,Equation 3,SGA5_English_sync_workpass.tex,4796,explicit_tag,{3},96,compiled_resolved
SGA5-TARGET-00372,sga5:IIIB:lemma:2.4,IIIB,lemma,2.4,Lemma 2.4,SGA5_English_sync_workpass.tex,4801,statement_environment,5,96,compiled_resolved
SGA5-TARGET-00373,sga5:IIIB:equation:2.4.1,IIIB,equation,2.4.1,Equation 2.4.1,SGA5_English_sync_workpass.tex,4806,explicit_tag,{2.4.1},96,compiled_resolved
SGA5-TARGET-00374,sga5:IIIB:proposition:2.5,IIIB,proposition,2.5,Proposition 2.5,SGA5_English_sync_workpass.tex,4846,statement_environment,5,97,compiled_resolved
SGA5-TARGET-00375,sga5:IIIB:subsubsection:2.6,IIIB,subsubsection,2.6,2.6,SGA5_English_sync_workpass.tex,4859,subsubsection,5,97,compiled_resolved
SGA5-TARGET-00376,sga5:IIIB:equation:2.6.1,IIIB,equation,2.6.1,Equation 2.6.1,SGA5_English_sync_workpass.tex,4886,explicit_tag,{2.6.1},97,compiled_resolved
SGA5-TARGET-00377,sga5:IIIB:equation:2.6.2,IIIB,equation,2.6.2,Equation 2.6.2,SGA5_English_sync_workpass.tex,4891,explicit_tag,{2.6.2},98,compiled_resolved
SGA5-TARGET-00378,sga5:IIIB:equation:2.6.3,IIIB,equation,2.6.3,Equation 2.6.3,SGA5_English_sync_workpass.tex,4917,explicit_tag,{2.6.3},98,compiled_resolved
SGA5-TARGET-00379,sga5:IIIB:equation:2.6.4,IIIB,equation,2.6.4,Equation 2.6.4,SGA5_English_sync_workpass.tex,4923,explicit_tag,{2.6.4},98,compiled_resolved
SGA5-TARGET-00380,sga5:IIIB:subsection:3,IIIB,subsection,3,3. Reduction to the tame case,SGA5_English_sync_workpass.tex,4931,subsection,5,98,compiled_resolved
SGA5-TARGET-00381,sga5:IIIB:subsubsection:3.1,IIIB,subsubsection,3.1,3.1,SGA5_English_sync_workpass.tex,4933,subsubsection,5,98,compiled_resolved
SGA5-TARGET-00382,sga5:IIIB:subsubsection:3.2,IIIB,subsubsection,3.2,3.2,SGA5_English_sync_workpass.tex,4936,subsubsection,5,99,compiled_resolved
SGA5-TARGET-00383,sga5:IIIB:lemma:3.3,IIIB,lemma,3.3,Lemma 3.3,SGA5_English_sync_workpass.tex,4969,statement_environment,5,99,compiled_resolved
SGA5-TARGET-00384,sga5:IIIB:lemma:3.4,IIIB,lemma,3.4,Lemma 3.4,SGA5_English_sync_workpass.tex,4975,statement_environment,5,99,compiled_resolved
SGA5-TARGET-00385,sga5:IIIB:lemma:3.5,IIIB,lemma,3.5,Lemma 3.5,SGA5_English_sync_workpass.tex,4991,statement_environment,5,100,compiled_resolved
SGA5-TARGET-00386,sga5:IIIB:equation:unnumbered:3,IIIB,equation,*,Equation *,SGA5_English_sync_workpass.tex,5031,explicit_tag,{*},101,compiled_resolved
SGA5-TARGET-00387,sga5:IIIB:equation:1:2,IIIB,equation,1,Equation 1,SGA5_English_sync_workpass.tex,5049,explicit_tag,{1},101,compiled_resolved
SGA5-TARGET-00388,sga5:IIIB:equation:2:2,IIIB,equation,2,Equation 2,SGA5_English_sync_workpass.tex,5056,explicit_tag,{2},101,compiled_resolved
SGA5-TARGET-00389,sga5:IIIB:subsection:4,IIIB,subsection,4,4. End of the proof of 1.2,SGA5_English_sync_workpass.tex,5077,subsection,5,101,compiled_resolved
SGA5-TARGET-00390,sga5:IIIB:subsubsection:4.1,IIIB,subsubsection,4.1,4.1,SGA5_English_sync_workpass.tex,5079,subsubsection,5,101,compiled_resolved
SGA5-TARGET-00391,sga5:IIIB:proposition:4.2,IIIB,proposition,4.2,Proposition 4.2,SGA5_English_sync_workpass.tex,5090,statement_environment,5,102,compiled_resolved
SGA5-TARGET-00392,sga5:IIIB:lemma:4.3,IIIB,lemma,4.3,Lemma 4.3,SGA5_English_sync_workpass.tex,5102,statement_environment,5,102,compiled_resolved
SGA5-TARGET-00393,sga5:IIIB:equation:4.3.1,IIIB,equation,4.3.1,Equation 4.3.1,SGA5_English_sync_workpass.tex,5125,explicit_tag,{4.3.1},103,compiled_resolved
SGA5-TARGET-00394,sga5:IIIB:equation:4.3.2,IIIB,equation,4.3.2,Equation 4.3.2,SGA5_English_sync_workpass.tex,5133,explicit_tag,{4.3.2},103,compiled_resolved
SGA5-TARGET-00395,sga5:IIIB:equation:unnumbered:4,IIIB,equation,*,Equation *,SGA5_English_sync_workpass.tex,5222,explicit_tag,{*},104,compiled_resolved
SGA5-TARGET-00396,sga5:IIIB:subsection:5,IIIB,subsection,5,5. Non-commutative traces,SGA5_English_sync_workpass.tex,5234,subsection,5,105,compiled_resolved
SGA5-TARGET-00397,sga5:IIIB:subsubsection:5.0,IIIB,subsubsection,5.0,5.0. Introduction,SGA5_English_sync_workpass.tex,5238,subsubsection,5,105,compiled_resolved
SGA5-TARGET-00398,sga5:IIIB:equation:5.0.1,IIIB,equation,5.0.1,Equation 5.0.1,SGA5_English_sync_workpass.tex,5241,explicit_tag,{5.0.1},105,compiled_resolved
SGA5-TARGET-00399,sga5:IIIB:equation:5.0.2,IIIB,equation,5.0.2,Equation 5.0.2,SGA5_English_sync_workpass.tex,5245,explicit_tag,{5.0.2},105,compiled_resolved
SGA5-TARGET-00400,sga5:IIIB:equation:5.0.3,IIIB,equation,5.0.3,Equation 5.0.3,SGA5_English_sync_workpass.tex,5249,explicit_tag,{5.0.3},105,compiled_resolved
SGA5-TARGET-00401,sga5:IIIB:equation:5.0.4,IIIB,equation,5.0.4,Equation 5.0.4,SGA5_English_sync_workpass.tex,5254,explicit_tag,{5.0.4},105,compiled_resolved
SGA5-TARGET-00402,sga5:IIIB:equation:5.0.5,IIIB,equation,5.0.5,Equation 5.0.5,SGA5_English_sync_workpass.tex,5255,explicit_tag,{5.0.5},105,compiled_resolved
SGA5-TARGET-00403,sga5:IIIB:equation:5.0.6,IIIB,equation,5.0.6,Equation 5.0.6,SGA5_English_sync_workpass.tex,5259,explicit_tag,{5.0.6},105,compiled_resolved
SGA5-TARGET-00404,sga5:IIIB:equation:5.0.7,IIIB,equation,5.0.7,Equation 5.0.7,SGA5_English_sync_workpass.tex,5260,explicit_tag,{5.0.7},105,compiled_resolved
SGA5-TARGET-00405,sga5:IIIB:equation:5.0.8,IIIB,equation,5.0.8,Equation 5.0.8,SGA5_English_sync_workpass.tex,5263,explicit_tag,{5.0.8},105,compiled_resolved
SGA5-TARGET-00406,sga5:IIIB:equation:5.0.9,IIIB,equation,5.0.9,Equation 5.0.9,SGA5_English_sync_workpass.tex,5274,explicit_tag,{5.0.9},106,compiled_resolved
SGA5-TARGET-00407,sga5:IIIB:equation:5.0.10,IIIB,equation,5.0.10,Equation 5.0.10,SGA5_English_sync_workpass.tex,5278,explicit_tag,{5.0.10},106,compiled_resolved
SGA5-TARGET-00408,sga5:IIIB:equation:5.0.11,IIIB,equation,5.0.11,Equation 5.0.11,SGA5_English_sync_workpass.tex,5282,explicit_tag,{5.0.11},106,compiled_resolved
SGA5-TARGET-00409,sga5:IIIB:subsubsection:5.1,IIIB,subsubsection,5.1,5.1. Notation,SGA5_English_sync_workpass.tex,5287,subsubsection,5,106,compiled_resolved
SGA5-TARGET-00410,sga5:IIIB:subsubsection:5.2,IIIB,subsubsection,5.2,5.2,SGA5_English_sync_workpass.tex,5297,subsubsection,5,107,compiled_resolved
SGA5-TARGET-00411,sga5:IIIB:equation:5.2.1,IIIB,equation,5.2.1,Equation 5.2.1,SGA5_English_sync_workpass.tex,5300,explicit_tag,{5.2.1},107,compiled_resolved
SGA5-TARGET-00412,sga5:IIIB:equation:5.2.2,IIIB,equation,5.2.2,Equation 5.2.2,SGA5_English_sync_workpass.tex,5305,explicit_tag,{5.2.2},107,compiled_resolved
SGA5-TARGET-00413,sga5:IIIB:equation:5.2.3,IIIB,equation,5.2.3,Equation 5.2.3,SGA5_English_sync_workpass.tex,5313,explicit_tag,{5.2.3},107,compiled_resolved
SGA5-TARGET-00414,sga5:IIIB:subsubsection:5.3,IIIB,subsubsection,5.3,5.3,SGA5_English_sync_workpass.tex,5317,subsubsection,5,107,compiled_resolved
SGA5-TARGET-00415,sga5:IIIB:equation:5.3.1,IIIB,equation,5.3.1,Equation 5.3.1,SGA5_English_sync_workpass.tex,5320,explicit_tag,{5.3.1},107,compiled_resolved
SGA5-TARGET-00416,sga5:IIIB:equation:5.3.2,IIIB,equation,5.3.2,Equation 5.3.2,SGA5_English_sync_workpass.tex,5325,explicit_tag,{5.3.2},107,compiled_resolved
SGA5-TARGET-00417,sga5:IIIB:equation:5.3.3,IIIB,equation,5.3.3,Equation 5.3.3,SGA5_English_sync_workpass.tex,5330,explicit_tag,{5.3.3},107,compiled_resolved
SGA5-TARGET-00418,sga5:IIIB:equation:5.3.4,IIIB,equation,5.3.4,Equation 5.3.4,SGA5_English_sync_workpass.tex,5336,explicit_tag,{5.3.4},107,compiled_resolved
SGA5-TARGET-00419,sga5:IIIB:equation:5.3.5,IIIB,equation,5.3.5,Equation 5.3.5,SGA5_English_sync_workpass.tex,5340,explicit_tag,{5.3.5},108,compiled_resolved
SGA5-TARGET-00420,sga5:IIIB:equation:5.3.6,IIIB,equation,5.3.6,Equation 5.3.6,SGA5_English_sync_workpass.tex,5344,explicit_tag,{5.3.6},108,compiled_resolved
SGA5-TARGET-00421,sga5:IIIB:subsubsection:5.4,IIIB,subsubsection,5.4,5.4,SGA5_English_sync_workpass.tex,5349,subsubsection,5,108,compiled_resolved
SGA5-TARGET-00422,sga5:IIIB:equation:5.4.1,IIIB,equation,5.4.1,Equation 5.4.1,SGA5_English_sync_workpass.tex,5352,explicit_tag,{5.4.1},108,compiled_resolved
SGA5-TARGET-00423,sga5:IIIB:equation:5.4.2,IIIB,equation,5.4.2,Equation 5.4.2,SGA5_English_sync_workpass.tex,5361,explicit_tag,{5.4.2},108,compiled_resolved
SGA5-TARGET-00424,sga5:IIIB:subsubsection:5.5,IIIB,subsubsection,5.5,5.5,SGA5_English_sync_workpass.tex,5372,subsubsection,5,108,compiled_resolved
SGA5-TARGET-00425,sga5:IIIB:subsubsection:5.6,IIIB,subsubsection,5.6,5.6,SGA5_English_sync_workpass.tex,5376,subsubsection,5,109,compiled_resolved
SGA5-TARGET-00426,sga5:IIIB:equation:5.6.1,IIIB,equation,5.6.1,Equation 5.6.1,SGA5_English_sync_workpass.tex,5379,explicit_tag,{5.6.1},109,compiled_resolved
SGA5-TARGET-00427,sga5:IIIB:equation:5.6.2,IIIB,equation,5.6.2,Equation 5.6.2,SGA5_English_sync_workpass.tex,5383,explicit_tag,{5.6.2},109,compiled_resolved
SGA5-TARGET-00428,sga5:IIIB:equation:5.6.3,IIIB,equation,5.6.3,Equation 5.6.3,SGA5_English_sync_workpass.tex,5388,explicit_tag,{5.6.3},109,compiled_resolved
SGA5-TARGET-00429,sga5:IIIB:equation:5.6.4,IIIB,equation,5.6.4,Equation 5.6.4,SGA5_English_sync_workpass.tex,5389,explicit_tag,{5.6.4},109,compiled_resolved
SGA5-TARGET-00430,sga5:IIIB:equation:5.6.5,IIIB,equation,5.6.5,Equation 5.6.5,SGA5_English_sync_workpass.tex,5394,explicit_tag,{5.6.5},109,compiled_resolved
SGA5-TARGET-00431,sga5:IIIB:equation:5.6.6,IIIB,equation,5.6.6,Equation 5.6.6,SGA5_English_sync_workpass.tex,5398,explicit_tag,{5.6.6},109,compiled_resolved
SGA5-TARGET-00432,sga5:IIIB:subsubsection:5.7,IIIB,subsubsection,5.7,5.7,SGA5_English_sync_workpass.tex,5403,subsubsection,5,109,compiled_resolved
SGA5-TARGET-00433,sga5:IIIB:equation:5.7.1,IIIB,equation,5.7.1,Equation 5.7.1,SGA5_English_sync_workpass.tex,5418,explicit_tag,{5.7.1},110,compiled_resolved
SGA5-TARGET-00434,sga5:IIIB:equation:5.7.2,IIIB,equation,5.7.2,Equation 5.7.2,SGA5_English_sync_workpass.tex,5426,explicit_tag,{5.7.2},110,compiled_resolved
SGA5-TARGET-00435,sga5:IIIB:equation:5.7.3,IIIB,equation,5.7.3,Equation 5.7.3,SGA5_English_sync_workpass.tex,5430,explicit_tag,{5.7.3},110,compiled_resolved
SGA5-TARGET-00436,sga5:IIIB:equation:5.7.4,IIIB,equation,5.7.4,Equation 5.7.4,SGA5_English_sync_workpass.tex,5434,explicit_tag,{5.7.4},110,compiled_resolved
SGA5-TARGET-00437,sga5:IIIB:equation:5.7.5,IIIB,equation,5.7.5,Equation 5.7.5,SGA5_English_sync_workpass.tex,5438,explicit_tag,{5.7.5},110,compiled_resolved
SGA5-TARGET-00438,sga5:IIIB:subsubsection:5.8,IIIB,subsubsection,5.8,5.8,SGA5_English_sync_workpass.tex,5443,subsubsection,5,110,compiled_resolved
SGA5-TARGET-00439,sga5:IIIB:equation:5.8.1,IIIB,equation,5.8.1,Equation 5.8.1,SGA5_English_sync_workpass.tex,5446,explicit_tag,{5.8.1},110,compiled_resolved
SGA5-TARGET-00440,sga5:IIIB:equation:5.8.2,IIIB,equation,5.8.2,Equation 5.8.2,SGA5_English_sync_workpass.tex,5450,explicit_tag,{5.8.2},110,compiled_resolved
SGA5-TARGET-00441,sga5:IIIB:equation:5.8.3,IIIB,equation,5.8.3,Equation 5.8.3,SGA5_English_sync_workpass.tex,5462,explicit_tag,{5.8.3},111,compiled_resolved
SGA5-TARGET-00442,sga5:IIIB:equation:5.8.4,IIIB,equation,5.8.4,Equation 5.8.4,SGA5_English_sync_workpass.tex,5467,explicit_tag,{5.8.4},111,compiled_resolved
SGA5-TARGET-00443,sga5:IIIB:equation:5.8.5,IIIB,equation,5.8.5,Equation 5.8.5,SGA5_English_sync_workpass.tex,5479,explicit_tag,{5.8.5},111,compiled_resolved
SGA5-TARGET-00444,sga5:IIIB:subsubsection:5.9,IIIB,subsubsection,5.9,5.9. Traces and extension of scalars,SGA5_English_sync_workpass.tex,5484,subsubsection,5,111,compiled_resolved
SGA5-TARGET-00445,sga5:IIIB:equation:5.9.1,IIIB,equation,5.9.1,Equation 5.9.1,SGA5_English_sync_workpass.tex,5488,explicit_tag,{5.9.1},111,compiled_resolved
SGA5-TARGET-00446,sga5:IIIB:equation:5.9.2,IIIB,equation,5.9.2,Equation 5.9.2,SGA5_English_sync_workpass.tex,5495,explicit_tag,{5.9.2},112,compiled_resolved
SGA5-TARGET-00447,sga5:IIIB:equation:5.9.3,IIIB,equation,5.9.3,Equation 5.9.3,SGA5_English_sync_workpass.tex,5502,explicit_tag,{5.9.3},112,compiled_resolved
SGA5-TARGET-00448,sga5:IIIB:equation:5.9.4,IIIB,equation,5.9.4,Equation 5.9.4,SGA5_English_sync_workpass.tex,5509,explicit_tag,{5.9.4},112,compiled_resolved
SGA5-TARGET-00449,sga5:IIIB:subsubsection:5.10,IIIB,subsubsection,5.10,5.10. Traces and restriction of scalars,SGA5_English_sync_workpass.tex,5517,subsubsection,5,112,compiled_resolved
SGA5-TARGET-00450,sga5:IIIB:equation:5.10.1,IIIB,equation,5.10.1,Equation 5.10.1,SGA5_English_sync_workpass.tex,5528,explicit_tag,{5.10.1},113,compiled_resolved
SGA5-TARGET-00451,sga5:IIIB:equation:5.10.2,IIIB,equation,5.10.2,Equation 5.10.2,SGA5_English_sync_workpass.tex,5532,explicit_tag,{5.10.2},113,compiled_resolved
SGA5-TARGET-00452,sga5:IIIB:equation:5.10.3,IIIB,equation,5.10.3,Equation 5.10.3,SGA5_English_sync_workpass.tex,5539,explicit_tag,{5.10.3},113,compiled_resolved
SGA5-TARGET-00453,sga5:IIIB:equation:5.10.4,IIIB,equation,5.10.4,Equation 5.10.4,SGA5_English_sync_workpass.tex,5544,explicit_tag,{5.10.4},113,compiled_resolved
SGA5-TARGET-00454,sga5:IIIB:equation:5.10.5,IIIB,equation,5.10.5,Equation 5.10.5,SGA5_English_sync_workpass.tex,5550,explicit_tag,{5.10.5},113,compiled_resolved
SGA5-TARGET-00455,sga5:IIIB:proposition:5.10.6,IIIB,proposition,5.10.6,Proposition 5.10.6,SGA5_English_sync_workpass.tex,5568,statement_environment,5,114,compiled_resolved
SGA5-TARGET-00456,sga5:IIIB:equation:5.10.7,IIIB,equation,5.10.7,Equation 5.10.7,SGA5_English_sync_workpass.tex,5570,explicit_tag,{5.10.7},114,compiled_resolved
SGA5-TARGET-00457,sga5:IIIB:equation:5.10.8,IIIB,equation,5.10.8,Equation 5.10.8,SGA5_English_sync_workpass.tex,5600,explicit_tag,{5.10.8},114,compiled_resolved
SGA5-TARGET-00458,sga5:IIIB:proposition:5.10.9,IIIB,proposition,5.10.9,Proposition 5.10.9,SGA5_English_sync_workpass.tex,5604,statement_environment,5,115,compiled_resolved
SGA5-TARGET-00459,sga5:IIIB:equation:5.10.10,IIIB,equation,5.10.10,Equation 5.10.10,SGA5_English_sync_workpass.tex,5606,explicit_tag,{5.10.10},115,compiled_resolved
SGA5-TARGET-00460,sga5:IIIB:corollary:5.10.11,IIIB,corollary,5.10.11,Corollary 5.10.11,SGA5_English_sync_workpass.tex,5639,statement_environment,5,115,compiled_resolved
SGA5-TARGET-00461,sga5:IIIB:equation:5.10.12,IIIB,equation,5.10.12,Equation 5.10.12,SGA5_English_sync_workpass.tex,5641,explicit_tag,{5.10.12},116,compiled_resolved
SGA5-TARGET-00462,sga5:IIIB:subsubsection:5.11,IIIB,subsubsection,5.11,5.11. Application to finite groups: divisibility properties,SGA5_English_sync_workpass.tex,5652,subsubsection,5,116,compiled_resolved
