expansion_id,scope,concept_anchor,german_anchor,english_anchor,selected_source_package_ids,selected_source_paths,selected_source_urls,source_body_support_status,draft_target_rendering,term_alternatives_or_register_note,interlinear_scaffold,formula_neighboring_usage_note,adverse_evidence_or_blocker_note,reviewer_question,source_use_label,source_gate_decision,promotion_allowed,accepted_translation_evidence,native_review_claimed
R9-WC33B23-EXP-0001,Amharic,algebra,Algebra,algebra,AHW-SB-00001 | AHW-SB-00002 | AHW-SB-00003,bodies/amharic/source-pdfs/R9-LSB-0001_001_amharic_math_g1_chapter_10_602a7818.pdf | bodies/amharic/source-pdfs/R9-LSB-0002_002_amharic_math_g1_chapter_11_407823c2.pdf | bodies/amharic/source-pdfs/R9-LSB-0003_003_amharic_math_g1_chapter_12_486d1600.pdf,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_10_Language_AMHARIC_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_AMHARIC_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_12_Language_AMHARIC_Retrieved_20150101.pdf,source_body_baseline_present_term_extraction_required,[Amharic generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,formula surroundings often preserve symbols; source phrase must be extracted from math source body,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0045,Igbo,field,Korper/Field,field,AHW-SB-00332 | AHW-SB-00333 | AHW-SB-00334,bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/.gitattributes | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/dev.tsv | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/test.tsv,https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm,source_body_baseline_present_term_extraction_required,[Igbo generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,avoid inferring algebraic field term from ordinary field/register,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00019: continue Igbo textbook/lesson/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00020: continue Igbo textbook/lesson/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00021: continue Igbo textbook/lesson/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0046,Igbo,module,Modul,module,AHW-SB-00332 | AHW-SB-00333 | AHW-SB-00334,bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/.gitattributes | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/dev.tsv | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/test.tsv,https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm,source_body_baseline_present_term_extraction_required,[Igbo generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,confirm whether source body has linear-algebra/module context before draft use,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00019: continue Igbo textbook/lesson/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00020: continue Igbo textbook/lesson/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00021: continue Igbo textbook/lesson/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0047,Igbo,homomorphism,Homomorphismus,homomorphism,AHW-SB-00332 | AHW-SB-00333 | AHW-SB-00334,bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/.gitattributes | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/dev.tsv | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/test.tsv,https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm,source_body_baseline_present_term_extraction_required,[Igbo generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,manual/reviewer gate likely needed for exact register,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00019: continue Igbo textbook/lesson/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00020: continue Igbo textbook/lesson/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00021: continue Igbo textbook/lesson/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0048,Igbo,invariant,Invariante,invariant,AHW-SB-00332 | AHW-SB-00333 | AHW-SB-00334,bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/.gitattributes | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/dev.tsv | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/test.tsv,https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm,source_body_baseline_present_term_extraction_required,[Igbo generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,Noether/invariant-theory sense must be supported by exact context,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00019: continue Igbo textbook/lesson/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00020: continue Igbo textbook/lesson/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00021: continue Igbo textbook/lesson/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0049,Igbo,theorem-proof,Satz/Beweis,theorem/proof,AHW-SB-00332 | AHW-SB-00333 | AHW-SB-00334,bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/.gitattributes | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/dev.tsv | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/test.tsv,https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm,source_body_baseline_present_term_extraction_required,[Igbo generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,formula-neighboring prose may be scaffolded but target phrase remains extraction-gated,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00019: continue Igbo textbook/lesson/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00020: continue Igbo textbook/lesson/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology; AHW-GAP-00021: continue Igbo textbook/lesson/glossary/source-owner/reviewer route; packaged context/public-register bodies remain non-admitted for terminology,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0050,Yoruba/Wolof/Twi/Fulfulde/Mandinka,algebra,Algebra,algebra,AHW-SB-00332 | AHW-SB-00333 | AHW-SB-00334,bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/.gitattributes | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/dev.tsv | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/test.tsv,https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm,source_body_baseline_present_term_extraction_required,[Yoruba/Wolof/Twi/Fulfulde/Mandinka generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,formula surroundings often preserve symbols; source phrase must be extracted from math source body,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0051,Yoruba/Wolof/Twi/Fulfulde/Mandinka,ring,Ring,ring,AHW-SB-00332 | AHW-SB-00333 | AHW-SB-00334,bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/.gitattributes | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/dev.tsv | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/test.tsv,https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm,source_body_baseline_present_term_extraction_required,[Yoruba/Wolof/Twi/Fulfulde/Mandinka generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,watch whether the source body uses school arithmetic sense or abstract algebra sense,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0052,Yoruba/Wolof/Twi/Fulfulde/Mandinka,field,Korper/Field,field,AHW-SB-00332 | AHW-SB-00333 | AHW-SB-00334,bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/.gitattributes | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/dev.tsv | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/test.tsv,https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm,source_body_baseline_present_term_extraction_required,[Yoruba/Wolof/Twi/Fulfulde/Mandinka generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,avoid inferring algebraic field term from ordinary field/register,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0053,Yoruba/Wolof/Twi/Fulfulde/Mandinka,module,Modul,module,AHW-SB-00332 | AHW-SB-00333 | AHW-SB-00334,bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/.gitattributes | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/dev.tsv | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/test.tsv,https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm,source_body_baseline_present_term_extraction_required,[Yoruba/Wolof/Twi/Fulfulde/Mandinka generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,confirm whether source body has linear-algebra/module context before draft use,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0054,Yoruba/Wolof/Twi/Fulfulde/Mandinka,homomorphism,Homomorphismus,homomorphism,AHW-SB-00332 | AHW-SB-00333 | AHW-SB-00334,bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/.gitattributes | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/dev.tsv | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/test.tsv,https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm,source_body_baseline_present_term_extraction_required,[Yoruba/Wolof/Twi/Fulfulde/Mandinka generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,manual/reviewer gate likely needed for exact register,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0055,Yoruba/Wolof/Twi/Fulfulde/Mandinka,invariant,Invariante,invariant,AHW-SB-00332 | AHW-SB-00333 | AHW-SB-00334,bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/.gitattributes | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/dev.tsv | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/test.tsv,https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm,source_body_baseline_present_term_extraction_required,[Yoruba/Wolof/Twi/Fulfulde/Mandinka generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,Noether/invariant-theory sense must be supported by exact context,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0056,Yoruba/Wolof/Twi/Fulfulde/Mandinka,theorem-proof,Satz/Beweis,theorem/proof,AHW-SB-00332 | AHW-SB-00333 | AHW-SB-00334,bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/.gitattributes | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/dev.tsv | bodies/related-west-african/source-datasets/hf_masakhane_afrimgsm/data/amh/test.tsv,https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm | https://huggingface.co/datasets/masakhane/afrimgsm,source_body_baseline_present_term_extraction_required,[Yoruba/Wolof/Twi/Fulfulde/Mandinka generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,formula-neighboring prose may be scaffolded but target phrase remains extraction-gated,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0057,AF05 South Sudan,algebra,Algebra,algebra,AHW-SB-00977 | AHW-SB-00978 | AHW-SB-00979,bodies/related-west-african/source-pdfs/nyu-glossary-recovery-20260705/mandinka-manding/002_nyu_west_african_math_science_glossary_docs.steinhardt.nyu.edu_pdfs_metrocenter_atn293_addenda_hs_math_terms_addenda_mandinka.pdf | bodies/related-west-african/source-pdfs/nyu-glossary-recovery-20260705/mandinka-manding/006_nyu_west_african_math_science_glossary_docs.steinhardt.nyu.edu_pdfs_metrocenter_atn293_algebra2_hs_algebra2_mandinka.pdf | bodies/related-west-african/source-pdfs/nyu-glossary-recovery-20260705/mandinka-manding/022_nyu_west_african_math_science_glossary_docs.steinhardt.nyu.edu_pdfs_metrocenter_atn293_elemath_elementary_math_mandinka.pdf,https://docs.steinhardt.nyu.edu/pdfs/metrocenter/atn293/addenda/hs_math_terms_addenda_mandinka.pdf | https://docs.steinhardt.nyu.edu/pdfs/metrocenter/atn293/algebra2/hs_algebra2_mandinka.pdf | https://docs.steinhardt.nyu.edu/pdfs/metrocenter/atn293/elemath/elementary_math_mandinka.pdf,source_body_baseline_present_term_extraction_required,[AF05 South Sudan generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,formula surroundings often preserve symbols; source phrase must be extracted from math source body,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00028: split Dinka/Nuer/Zande authority routes and request named Dinka/Zande source bodies; keep Nuer/South-Sudan partial package as context only,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0058,AF05 South Sudan,ring,Ring,ring,AHW-SB-00977 | AHW-SB-00978 | AHW-SB-00979,bodies/related-west-african/source-pdfs/nyu-glossary-recovery-20260705/mandinka-manding/002_nyu_west_african_math_science_glossary_docs.steinhardt.nyu.edu_pdfs_metrocenter_atn293_addenda_hs_math_terms_addenda_mandinka.pdf | bodies/related-west-african/source-pdfs/nyu-glossary-recovery-20260705/mandinka-manding/006_nyu_west_african_math_science_glossary_docs.steinhardt.nyu.edu_pdfs_metrocenter_atn293_algebra2_hs_algebra2_mandinka.pdf | bodies/related-west-african/source-pdfs/nyu-glossary-recovery-20260705/mandinka-manding/022_nyu_west_african_math_science_glossary_docs.steinhardt.nyu.edu_pdfs_metrocenter_atn293_elemath_elementary_math_mandinka.pdf,https://docs.steinhardt.nyu.edu/pdfs/metrocenter/atn293/addenda/hs_math_terms_addenda_mandinka.pdf | https://docs.steinhardt.nyu.edu/pdfs/metrocenter/atn293/algebra2/hs_algebra2_mandinka.pdf | https://docs.steinhardt.nyu.edu/pdfs/metrocenter/atn293/elemath/elementary_math_mandinka.pdf,source_body_baseline_present_term_extraction_required,[AF05 South Sudan generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,watch whether the source body uses school arithmetic sense or abstract algebra sense,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00028: split Dinka/Nuer/Zande authority routes and request named Dinka/Zande source bodies; keep Nuer/South-Sudan partial package as context only,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0059,AF05 South Sudan,field,Korper/Field,field,AHW-SB-00977 | AHW-SB-00978 | AHW-SB-00979,bodies/related-west-african/source-pdfs/nyu-glossary-recovery-20260705/mandinka-manding/002_nyu_west_african_math_science_glossary_docs.steinhardt.nyu.edu_pdfs_metrocenter_atn293_addenda_hs_math_terms_addenda_mandinka.pdf | bodies/related-west-african/source-pdfs/nyu-glossary-recovery-20260705/mandinka-manding/006_nyu_west_african_math_science_glossary_docs.steinhardt.nyu.edu_pdfs_metrocenter_atn293_algebra2_hs_algebra2_mandinka.pdf | bodies/related-west-african/source-pdfs/nyu-glossary-recovery-20260705/mandinka-manding/022_nyu_west_african_math_science_glossary_docs.steinhardt.nyu.edu_pdfs_metrocenter_atn293_elemath_elementary_math_mandinka.pdf,https://docs.steinhardt.nyu.edu/pdfs/metrocenter/atn293/addenda/hs_math_terms_addenda_mandinka.pdf | https://docs.steinhardt.nyu.edu/pdfs/metrocenter/atn293/algebra2/hs_algebra2_mandinka.pdf | https://docs.steinhardt.nyu.edu/pdfs/metrocenter/atn293/elemath/elementary_math_mandinka.pdf,source_body_baseline_present_term_extraction_required,[AF05 South Sudan generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,avoid inferring algebraic field term from ordinary field/register,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00028: split Dinka/Nuer/Zande authority routes and request named Dinka/Zande source bodies; keep Nuer/South-Sudan partial package as context only,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0060,AF05 South Sudan,module,Modul,module,AHW-SB-00977 | AHW-SB-00978 | AHW-SB-00979,bodies/related-west-african/source-pdfs/nyu-glossary-recovery-20260705/mandinka-manding/002_nyu_west_african_math_science_glossary_docs.steinhardt.nyu.edu_pdfs_metrocenter_atn293_addenda_hs_math_terms_addenda_mandinka.pdf | bodies/related-west-african/source-pdfs/nyu-glossary-recovery-20260705/mandinka-manding/006_nyu_west_african_math_science_glossary_docs.steinhardt.nyu.edu_pdfs_metrocenter_atn293_algebra2_hs_algebra2_mandinka.pdf | bodies/related-west-african/source-pdfs/nyu-glossary-recovery-20260705/mandinka-manding/022_nyu_west_african_math_science_glossary_docs.steinhardt.nyu.edu_pdfs_metrocenter_atn293_elemath_elementary_math_mandinka.pdf,https://docs.steinhardt.nyu.edu/pdfs/metrocenter/atn293/addenda/hs_math_terms_addenda_mandinka.pdf | https://docs.steinhardt.nyu.edu/pdfs/metrocenter/atn293/algebra2/hs_algebra2_mandinka.pdf | https://docs.steinhardt.nyu.edu/pdfs/metrocenter/atn293/elemath/elementary_math_mandinka.pdf,source_body_baseline_present_term_extraction_required,[AF05 South Sudan generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,confirm whether source body has linear-algebra/module context before draft use,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00028: split Dinka/Nuer/Zande authority routes and request named Dinka/Zande source bodies; keep Nuer/South-Sudan partial package as context only,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0061,AF05 South Sudan,homomorphism,Homomorphismus,homomorphism,AHW-SB-00977 | AHW-SB-00978 | AHW-SB-00979,bodies/related-west-african/source-pdfs/nyu-glossary-recovery-20260705/mandinka-manding/002_nyu_west_african_math_science_glossary_docs.steinhardt.nyu.edu_pdfs_metrocenter_atn293_addenda_hs_math_terms_addenda_mandinka.pdf | bodies/related-west-african/source-pdfs/nyu-glossary-recovery-20260705/mandinka-manding/006_nyu_west_african_math_science_glossary_docs.steinhardt.nyu.edu_pdfs_metrocenter_atn293_algebra2_hs_algebra2_mandinka.pdf | bodies/related-west-african/source-pdfs/nyu-glossary-recovery-20260705/mandinka-manding/022_nyu_west_african_math_science_glossary_docs.steinhardt.nyu.edu_pdfs_metrocenter_atn293_elemath_elementary_math_mandinka.pdf,https://docs.steinhardt.nyu.edu/pdfs/metrocenter/atn293/addenda/hs_math_terms_addenda_mandinka.pdf | https://docs.steinhardt.nyu.edu/pdfs/metrocenter/atn293/algebra2/hs_algebra2_mandinka.pdf | https://docs.steinhardt.nyu.edu/pdfs/metrocenter/atn293/elemath/elementary_math_mandinka.pdf,source_body_baseline_present_term_extraction_required,[AF05 South Sudan generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,manual/reviewer gate likely needed for exact register,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00028: split Dinka/Nuer/Zande authority routes and request named Dinka/Zande source bodies; keep Nuer/South-Sudan partial package as context only,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0062,AF05 South Sudan,invariant,Invariante,invariant,AHW-SB-00977 | AHW-SB-00978 | AHW-SB-00979,bodies/related-west-african/source-pdfs/nyu-glossary-recovery-20260705/mandinka-manding/002_nyu_west_african_math_science_glossary_docs.steinhardt.nyu.edu_pdfs_metrocenter_atn293_addenda_hs_math_terms_addenda_mandinka.pdf | bodies/related-west-african/source-pdfs/nyu-glossary-recovery-20260705/mandinka-manding/006_nyu_west_african_math_science_glossary_docs.steinhardt.nyu.edu_pdfs_metrocenter_atn293_algebra2_hs_algebra2_mandinka.pdf | bodies/related-west-african/source-pdfs/nyu-glossary-recovery-20260705/mandinka-manding/022_nyu_west_african_math_science_glossary_docs.steinhardt.nyu.edu_pdfs_metrocenter_atn293_elemath_elementary_math_mandinka.pdf,https://docs.steinhardt.nyu.edu/pdfs/metrocenter/atn293/addenda/hs_math_terms_addenda_mandinka.pdf | https://docs.steinhardt.nyu.edu/pdfs/metrocenter/atn293/algebra2/hs_algebra2_mandinka.pdf | https://docs.steinhardt.nyu.edu/pdfs/metrocenter/atn293/elemath/elementary_math_mandinka.pdf,source_body_baseline_present_term_extraction_required,[AF05 South Sudan generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,Noether/invariant-theory sense must be supported by exact context,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00028: split Dinka/Nuer/Zande authority routes and request named Dinka/Zande source bodies; keep Nuer/South-Sudan partial package as context only,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
