"top_root","second_root","path","bytes","extension","object","is_package_path","lane_scope","source_use_label","r6_classification","may_support_draft"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE404_20260705T042342_ROLLING_DELTA_AFTER_PACKAGE403/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_CORPUS_ACCESS_SUPPORT_NOTES_20260704.md","9725",".md","0c3af162d0a7a1f85672bccff24308cc51191a95","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE404_20260705T042342_ROLLING_DELTA_AFTER_PACKAGE403/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_EXPLICIT_GAP_LEDGER_20260704.csv","59102",".csv","aeab142adac6b2d4d8d9045d801ab6b133807dbb","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE404_20260705T042342_ROLLING_DELTA_AFTER_PACKAGE403/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.md","23573",".md","c93e955be9378cb72c3b6887101e667645ed9dcf","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE404_20260705T042342_ROLLING_DELTA_AFTER_PACKAGE403/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","14389",".md","72cbcfa9bcaa288e13f9e3eb086f79387f2d7ed1","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE404_20260705T042342_ROLLING_DELTA_AFTER_PACKAGE403/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_FIXPASS_20260704.md","11193",".md","65cdf22f1b2936271c87214554f58e32c0f90755","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE404_20260705T042342_ROLLING_DELTA_AFTER_PACKAGE403/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json","19318",".json","1911746fe5ba7e422c849cf743c39920e33470a5","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE425_20260705T045544_ROLLING_DELTA_AFTER_PACKAGE424/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_EXPLICIT_GAP_LEDGER_20260704.csv","63762",".csv","86a17386309f8c289220bf14714911cce59af0c4","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE426_20260705T045656_ROLLING_DELTA_AFTER_PACKAGE425/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json","20302",".json","72d82c4e64acc78fdfcfafa41b4dc8831ed78083","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE428_20260705T045900_ROLLING_DELTA_AFTER_PACKAGE427/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_CORPUS_ACCESS_SUPPORT_NOTES_20260704.md","9850",".md","6b1fc050c77948f95e75941db76e6a007aa8df0b","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE428_20260705T045900_ROLLING_DELTA_AFTER_PACKAGE427/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.md","24879",".md","f79c71cac06b9246c990e3e1ceee7ee2ab0b1dcd","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE428_20260705T045900_ROLLING_DELTA_AFTER_PACKAGE427/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","14943",".md","865578b223ca6f642d7fabf5168e197e887149ac","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE428_20260705T045900_ROLLING_DELTA_AFTER_PACKAGE427/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_FIXPASS_20260704.md","11526",".md","f24bfca6a03aa602970abb234d2e06555ff3ec27","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE434_20260705T055105_ROLLING_DELTA_AFTER_PACKAGE433/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_EXPLICIT_GAP_LEDGER_20260704.csv","66259",".csv","01713a1633cb02ff7e8ec9be042ee61b824ce8c8","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE435_20260705T055215_ROLLING_DELTA_AFTER_PACKAGE434/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.md","25780",".md","606156ab4ac4697e8de8c777ece114ee59d2df31","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE436_20260705T055323_ROLLING_DELTA_AFTER_PACKAGE435/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","15502",".md","693c660f6bb4e94a1e670a00b1f48cfdf6557569","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE436_20260705T055323_ROLLING_DELTA_AFTER_PACKAGE435/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_FIXPASS_20260704.md","11849",".md","6b189d5aead446e473b7889514114514a45ea339","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE436_20260705T055323_ROLLING_DELTA_AFTER_PACKAGE435/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json","20927",".json","d55495012e08142d9f2bf22f4814084dabe58fa3","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE437_20260705T055422_ROLLING_DELTA_AFTER_PACKAGE436/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.md","26233",".md","82d3015b62092b4bf739aa1ba8f991be5fd53924","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE465_20260705T063911_ROLLING_DELTA_AFTER_PACKAGE464/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_EXPLICIT_GAP_LEDGER_20260704.csv","75941",".csv","15aabbdb8d0e88596e196d1228f53c3816e06050","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE465_20260705T063911_ROLLING_DELTA_AFTER_PACKAGE464/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.md","27744",".md","e00aea5541e4e5248bd4ac165632ab31dd07fcb2","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE465_20260705T063911_ROLLING_DELTA_AFTER_PACKAGE464/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","16067",".md","47762f24c9a7ca401fabe9f250ff78866a140b09","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE465_20260705T063911_ROLLING_DELTA_AFTER_PACKAGE464/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_FIXPASS_20260704.md","12187",".md","336dc8da075e684562d344a66c99b74d881eb799","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE465_20260705T063911_ROLLING_DELTA_AFTER_PACKAGE464/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json","21629",".json","29f0b55a922e0d85ba0ae271f539407ccd5c827a","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE468_20260705T064406_ROLLING_DELTA_AFTER_PACKAGE467/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json","22069",".json","f1b9828f7eafeef17ca94bf768bec7c9436f289d","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE496_20260705T071943_ROLLING_DELTA_AFTER_PACKAGE495/lane_outputs/noether-romance-source-evidence-draft-lane/NOETHER_ROMANCE_SOURCE_CANON_FRENCH_LOW_SIGNAL_LOCAL_TEX_TRIAGE_20260705.csv","13384",".csv","1b5b988b46bc546a8fc676bb79bcee0a3b47df40","True","adverse_evidence","do-not-use-as-r6-access-evidence","false_positive_keyword_or_security_marker_not_r6_access_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE497_20260705T072058_ROLLING_DELTA_AFTER_PACKAGE496/lane_outputs/noether-romance-source-evidence-draft-lane/NOETHER_ROMANCE_SOURCE_CANON_FRENCH_LOW_SIGNAL_LOCAL_TEX_TRIAGE_20260705.md","5117",".md","15ecbd0f4186c448c00efbd5af01fa7285e551d0","True","adverse_evidence","do-not-use-as-r6-access-evidence","false_positive_keyword_or_security_marker_not_r6_access_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE500_20260705T072400_ROLLING_DELTA_AFTER_PACKAGE499/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json","23011",".json","ba029f5152d351139a7ea3349daafccc49cb091c","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE501_20260705T072516_ROLLING_DELTA_AFTER_PACKAGE500/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.md","28295",".md","539395782842c264ce4280804eeea5007d40a730","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE501_20260705T072516_ROLLING_DELTA_AFTER_PACKAGE500/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_FIXPASS_20260704.md","12471",".md","9c57aa3372409732d44072fced6be690ffde9b0f","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE502_20260705T072628_ROLLING_DELTA_AFTER_PACKAGE501/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","16467",".md","143eb45ae1985e1b4d8d7a90ff88e4768f542111","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE633_20260705T170919_ROLLING_DELTA_AFTER_PACKAGE632/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","22692",".md","ca18cb18affa52eacab8e4c7503de25751194ab0","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE633_20260705T170919_ROLLING_DELTA_AFTER_PACKAGE632/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json","32511",".json","def063066ed4eba8233c86b171d13e40fd5af0fe","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE634_20260705T171259_ROLLING_DELTA_AFTER_PACKAGE633/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","24121",".md","c83ecffd3b884a9865f46b9bb68dc4505e5e1f28","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE634_20260705T171259_ROLLING_DELTA_AFTER_PACKAGE633/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json","34474",".json","65958cf12623f0d9ac4e5b33f935bc0f11f1fc80","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-source-canon","noether-slavic-source-canon/20260704","noether-slavic-source-canon/20260704/NOETHER_SLAVIC_SOURCE_CANON_FOCUSED_ALGEBRA_20260704T203400Z/latex_payload/bs/bs/amwolff_WAT-MM/assignment.tex","5530",".tex","eb75405f5234746fc8b2885d8cdbfd6a5f14d387","False","adverse_evidence","do-not-use-as-r6-access-evidence","false_positive_keyword_or_security_marker_not_r6_access_body","no"
"noether-slavic-source-canon","noether-slavic-source-canon/20260704","noether-slavic-source-canon/20260704/NOETHER_SLAVIC_SOURCE_CANON_FOCUSED_ALGEBRA_20260704T203400Z/latex_payload/cs/cs/yaqwsx_SOC---Design-of-a-CNC-Control-System/text/fyzikalni_model/model.tex","27853",".tex","9b87807cf5e38d091427db89062ba8575173d1a3","False","adverse_evidence","do-not-use-as-r6-access-evidence","false_positive_keyword_or_security_marker_not_r6_access_body","no"
"noether-slavic-source-canon","noether-slavic-source-canon/20260704","noether-slavic-source-canon/20260704/NOETHER_SLAVIC_SOURCE_CANON_FOCUSED_ALGEBRA_20260704T203400Z/latex_payload/hr/hr/amwolff_WAT-MM/assignment.tex","5530",".tex","eb75405f5234746fc8b2885d8cdbfd6a5f14d387","False","adverse_evidence","do-not-use-as-r6-access-evidence","false_positive_keyword_or_security_marker_not_r6_access_body","no"
"noether-source-corpus-provenance","noether-source-corpus-provenance/20260704","noether-source-corpus-provenance/20260704/NOETHER_DIRECT_GATED_LATEX_SOURCE_CANON_UPLOAD_20260704T232634Z/latex_payload/slavic_source_canon/bs/bs/amwolff_WAT-MM/assignment.tex","5530",".tex","eb75405f5234746fc8b2885d8cdbfd6a5f14d387","False","adverse_evidence","do-not-use-as-r6-access-evidence","false_positive_keyword_or_security_marker_not_r6_access_body","no"
"noether-source-corpus-provenance","noether-source-corpus-provenance/20260704","noether-source-corpus-provenance/20260704/NOETHER_DIRECT_GATED_LATEX_SOURCE_CANON_UPLOAD_20260704T232634Z/latex_payload/slavic_source_canon/cs/cs/yaqwsx_SOC---Design-of-a-CNC-Control-System/text/fyzikalni_model/model.tex","27853",".tex","9b87807cf5e38d091427db89062ba8575173d1a3","False","adverse_evidence","do-not-use-as-r6-access-evidence","false_positive_keyword_or_security_marker_not_r6_access_body","no"
"noether-source-corpus-provenance","noether-source-corpus-provenance/20260704","noether-source-corpus-provenance/20260704/NOETHER_DIRECT_GATED_LATEX_SOURCE_CANON_UPLOAD_20260704T232634Z/latex_payload/slavic_source_canon/hr/hr/amwolff_WAT-MM/assignment.tex","5530",".tex","eb75405f5234746fc8b2885d8cdbfd6a5f14d387","False","adverse_evidence","do-not-use-as-r6-access-evidence","false_positive_keyword_or_security_marker_not_r6_access_body","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_1A1110E_R6_A2C52A42_LIVE_RECOVERY_BATCH_AUDIT_20260706.md","1223",".md","2223134dcff79afa214b68fe11f29fdf800ab916","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_1A1110E_R6_A2C52A42_LIVE_RECOVERY_BATCH_MANIFEST_20260706.csv","10243",".csv","5812a7008dfbb3f2bfc0ea34bba1a2a4e5f8dc69","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_1A1110E_R6_A2C52A42_LIVE_RECOVERY_BATCH_SHA256SUMS_20260706.txt","4353",".txt","9d5face84390352f0dc459961ce34ac9c462a4ae","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2D669A3_R6_R3_8BE81510_FRONTIER_CORRECTION_BATCH_AUDIT_20260706.md","1416",".md","2d293185a5fd80de769e37bb01cddd4158c52156","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2D669A3_R6_R3_8BE81510_FRONTIER_CORRECTION_BATCH_MANIFEST_20260706.csv","15356",".csv","09014f0b1ed387b849d69fe0c4dad4b08fb0af2b","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2D669A3_R6_R3_8BE81510_FRONTIER_CORRECTION_BATCH_SHA256SUMS_20260706.txt","6324",".txt","d94a3579daa4d98bc9dff29f5ef61923661f96aa","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_738E22D7_R6_AC6F4EB_BATCH_AUDIT_20260706.md","1044",".md","c64c2230c1775606a2fd9f631b687f8ed5d8f72d","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_738E22D7_R6_AC6F4EB_BATCH_MANIFEST_20260706.csv","13687",".csv","10e3354b2fab371c6157168ab2f940553faa6c9b","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_738E22D7_R6_AC6F4EB_BATCH_SHA256SUMS_20260706.txt","6188",".txt","0210bb8b66cb846d8222f5d782a27c172f738ba7","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8BE8151_R6_R3_1A1110EB_CARRYFORWARD_BATCH_AUDIT_20260706.md","1379",".md","302e9110ff04012a50bca63a8b2296a204711564","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8BE8151_R6_R3_1A1110EB_CARRYFORWARD_BATCH_MANIFEST_20260706.csv","16731",".csv","74714306ea762107fd42932ffff2c770bf162bf0","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8BE8151_R6_R3_1A1110EB_CARRYFORWARD_BATCH_SHA256SUMS_20260706.txt","6702",".txt","85b7d6c0c52ef694ede3bcaec9ad0fdeb26e26c4","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8F7_R3_R6_INCREMENT_ACTUAL_COMMITTED_FILES_MANIFEST_20260706.csv","17854",".csv","19d1c8c0ded61900fcc6670cd722a1b523e99740","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8F7_R3_R6_INCREMENT_ACTUAL_COMMITTED_FILES_SHA256SUMS_20260706.txt","5799",".txt","56144bf3078d881da3d34d27916370b9213ce750","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8F7_R3_R6_INCREMENT_UPLOAD_AUDIT_20260706.md","2160",".md","90a9246b94a136ed25abe265985b31b1da9d476b","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_96325DDA_R6_R3_OLDB_BATCH_ACTUAL_COMMITTED_FILES_MANIFEST_20260706.csv","41400",".csv","21344d823e743c5e726338073b7379ac47bbe386","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_96325DDA_R6_R3_OLDB_BATCH_ACTUAL_COMMITTED_FILES_SHA256SUMS_20260706.txt","12223",".txt","3076fbc3ec1a6a3802e30f9f5631145c1d829b56","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_96325DDA_R6_R3_OLDB_BATCH_UPLOAD_AUDIT_20260706.md","3019",".md","fb656eda04d8cf7ee784b9b1498025b7989c7d9d","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
