self_correction_id,discovered_at_checkpoint,affected_unit,affected_file,affected_locator,error_class,original_form,corrected_form,occurrence_count,detection_channel,propagation_scope,propagation_check,status,superseded_artifact
FAC-SELF-0139,III_3_65_validation,FAC-EN-U0063,controls/CHECKPOINT_VALIDATION.json,privacy_scan_count_fields,simple_match_matchcollection_count_bug,"the provisional privacy scan summed MatchInfo.Matches after Select-String -SimpleMatch and therefore wrote zero files and zero occurrences","replayed with a regex-escaped literal and -AllMatches then regenerated validation from the exact five-file 405-occurrence result",2,lead_independent_literal_containment_check,"privacy metadata only; active TeX and all built PDFs unchanged","manifest-wide replay finds exactly five files and 405 literal private-home occurrences; the provisional zero-count JSON is superseded",corrected_before_admission,controls/CHECKPOINT_VALIDATION.json_provisional_v28_zero_privacy
FAC-SELF-0140,III_3_65_authority_seam,FAC-EN-U0063,"component comment; progress; logbooks; semantic entities",authority_physical_end,underinclusive_authority_page_range,"no.65 was provisionally recorded as authority physical page 63 only although its printed-page-259 continuation is on physical page 64","extended the exact authority range to physical pages 63-64 and bound the direct 600-dpi physical-page-64 comparison everywhere",9,lead_page_header_and_source_marker_comparison,"all no.65 source and evidence locators; English and French mathematical text unchanged","component progress status logbook and four affected entity locators now agree on physical pages 63-64; fac-64.png directly verifies the terminal basis formulas",metadata_corrected_before_admission,controls/CHECKPOINT_VALIDATION.json_provisional_v28_underinclusive_authority_range
FAC-SELF-0141,III_3_65_next_cursor,FAC-EN-U0063,"progress; status; chronological logbook",next_unit_title,wrong_next_heading,"no.66 was provisionally described as Cohomology of complete intersections","restored the source heading Coherent algebraic sheaves on projective varieties",3,lead_direct_source_heading_read,"continuation metadata only; no English body or French layer changed","all three durable next-cursor surfaces now reproduce the no.66 authority heading and line 2432",metadata_corrected_before_admission,controls/CHECKPOINT_VALIDATION.json_provisional_v28_wrong_next_heading
FAC-SELF-0142,III_3_66_reference_lookup,FAC-EN-U0064,lead_prior_component_query,no_39_and_no_41_component_paths,stale_component_filename_assumption,"the first read-only lookup guessed two nonexistent no.39 and no.41 component filenames","used the live component directory inventory to locate 037_II_2_39_ideal_sheaf_closed_subvariety.tex and 039_II_2_41_sheaf_associated_fiber_space.tex",0,lead_tool_error_output,"read-only reference lookup only; no source or PDF changed","the exact existing components received stable no.39 and no.41 labels and the failed names are not used",operationally_corrected_before_admission,none_failed_read_only_path_lookup
FAC-SELF-0143,III_3_66_french_page_locator,FAC-EN-U0064,lead_pdftotext_query,PowerShell_output_pipeline,empty_pipe_parser_error,"the first bounded French page-location query piped directly from a foreach statement and was rejected as an empty pipe element","materialized the four page results before JSON serialization and then inspected pages 48-49 directly",0,lead_parser_error_output,"read-only page-location query only; French source and both readers unchanged","the corrected query locates no.66 across French reader pages 48-49 and both pages passed personal rendered review",operationally_corrected_before_admission,none_failed_read_only_query
FAC-SELF-0144,III_3_66_reference_closure,FAC-EN-U0064,english_source_first_workpass/source/components/064_III_3_66_coherent_sheaves_projective_varieties.tex,"lines 17,33,75",underaddressed_reference_and_shared_semantic_anchors,"the r1 build had plain no.52 and the twist and associated-bundle constructions shared their parent unit and remark anchors","linked no.52 to its exact existing target and added unique twist-construction and bundle-construction destinations",3,lead_reference_and_semantic_entity_closure_replay,"no.66 reference layer and its two construction entities only; English wording and mathematics unchanged","active component contains the exact no.52 hyperref plus two unique construction labels and semantic-entity rows bind one-to-one to them; r2 supersedes r1",corrected_after_r1_before_admission,english_source_first_workpass/build_checkpoint_III_3_66_r1
FAC-SELF-0145,III_3_66_r2_build,FAC-EN-U0064,lead_xelatex_command,output_directory_argument,literal_variable_path,"PowerShell passed -output-directory=$out literally and XeLaTeX wrote its successful three-pass products under source/$out","preserved the accidental subtree as adverse build history and copied the exact generated PDF/log/aux/out bytes into build_checkpoint_III_3_66_r2",0,lead_console_output,"build-path metadata only; active TeX and compiled bytes unchanged","pass2 and pass3 consoles are byte-identical and the intended checkpoint contains the exact files reported by the successful build",operationally_corrected_before_admission,english_source_first_workpass/source/$out
FAC-SELF-0146,III_3_66_r2_diagnostic_query,FAC-EN-U0064,lead_log_query,PowerShell_output_pipeline,empty_pipe_parser_error,"the first diagnostic-count query piped directly from a foreach statement and PowerShell rejected the empty pipe element","materialized diagnostic result objects before piping them to the table formatter",0,lead_parser_error_output,"read-only log query only; source and PDF bytes unchanged","corrected replay returns hard diagnostics zero and exactly two underfull boxes",operationally_corrected_before_admission,none_failed_read_only_query
FAC-SELF-0147,III_3_66_r2_render,FAC-EN-U0064,Poppler_runtime_override_wrappers,pdfinfo_and_pdftoppm_command,broken_runtime_wrapper,"the cached one-byte pdfinfo.cmd and pdftoppm.cmd override wrappers returned The system cannot find the path specified","called the installed MiKTeX pdfinfo.exe and pdftoppm.exe directly on the same short-path PDF",0,lead_tool_exit_status,"read-only PDF metadata and bounded page rendering only; source and PDF bytes unchanged","direct binaries report 61 A4 pages and rendered pages 60-61 successfully at 200 dpi",operationally_corrected_before_admission,none_failed_wrapper_commands
FAC-SELF-0148,III_3_66_semantic_locator_replay,FAC-EN-U0064,controls/SEMANTIC_ENTITIES.csv,"nine no.66 English locators",inexact_component_line_ranges,"the initial no.66 entity rows used provisional line ranges based on an assumed 100-line component and pre-anchor offsets","replayed the live 93-line component and corrected the unit twist theorem-2 items remark action bundle and twist-bundle ranges exactly",9,lead_line_number_replay,"no.66 semantic metadata only; source wording mathematics labels and PDF bytes unchanged","all eleven no.66 entity locators now match the numbered live component; Theorem 1 and Corollary ranges were already exact",metadata_corrected_before_admission,controls/SEMANTIC_ENTITIES.csv_provisional_no66_ranges
FAC-SELF-0149,III_3_66_validation,FAC-EN-U0064,lead_csv_audit_query,column_and_unique_counts,header_only_conversion_bug,"the provisional audit attempted to derive columns by converting only the CSV header and consequently reported one column and nonunique first keys for all ten tables","derived property names from each first imported data row and replayed first-column uniqueness over the actual row objects",0,lead_implausible_uniform_result_review,"read-only validation query only; all CSV and source bytes unchanged","corrected replay reports the exact established column counts and unique first keys for all ten tables",operationally_corrected_before_admission,none_failed_read_only_query
FAC-SELF-0150,III_3_66_validation,FAC-EN-U0064,lead_validation_generator,formula_unsafe_error_message,PowerShell_colon_variable_parse_error,"the first v29 generation command interpolated $name immediately before a colon and was rejected before evaluation","delimited the variable as ${name} in the diagnostic string and reran the unchanged validation logic",0,lead_parser_error_output,"validation command only; source PDFs ledgers and prior validation bytes unchanged until the successful successor write","the corrected command writes v29 PASS with errors empty and the failed command produced no partial file",operationally_corrected_before_admission,none_failed_validation_command
FAC-SELF-0151,III_3_67_r1_build_query,FAC-EN-U0065,lead_build_identity_query,pass_number_column,enumerator_scope_collision,"the first postbuild table displayed pass number 1 for all three console rows although their paths and hashes were distinct","materialized pass rows in an explicit for loop with a dedicated pass variable",0,lead_implausible_repeated_pass_number_review,"build-report metadata only; console PDF log and source bytes unchanged","corrected table reports passes 1 2 3 and confirms pass2 equals pass3 byte-for-byte",operationally_corrected_before_admission,none_failed_read_only_query
FAC-SELF-0152,III_3_67_r1_visual_review,FAC-EN-U0065,english_source_first_workpass/source/components/065_III_3_67_supplement.tex,"lines 80-81",split_inline_map_at_relation,"the rendered inline alpha-one map broke after its arrow leaving the codomain on the next line","wrapped the exact unchanged map in mbox so the complete source-visible formula remains one typographic unit",1,lead_rendered_visual_review,"Remark 2 alpha-one map only; mathematical symbols and prose unchanged","r2 must render the domain arrow and codomain together while retaining the formula inline",corrected_after_r1_before_admission,english_source_first_workpass/build_checkpoint_III_3_67_r1
FAC-SELF-0153,III_3_67_r2_layout_replay,FAC-EN-U0065,english_source_first_workpass/source/components/065_III_3_67_supplement.tex,"lines 79-81",anchor_blocked_line_break,"placing the formula destination immediately between homomorphism and the new nonbreaking map prevented a legal preceding breakpoint and produced one 21.02151-point overfull box","moved the same invisible destination to the start of the noun phrase so TeX may break normally before the unchanged nonbreaking map",1,lead_log_and_render_review,"Remark 2 alpha-one map anchor placement only; visible text formula and target ID unchanged","r3 must retain the formula as one unit with zero overfull boxes and the same stable destination",corrected_after_r2_before_admission,english_source_first_workpass/build_checkpoint_III_3_67_r2
FAC-SELF-0154,III_3_67_r3_layout_replay,FAC-EN-U0065,english_source_first_workpass/source/components/065_III_3_67_supplement.tex,"lines 79-81",insufficient_natural_break_before_nonbreaking_map,"after moving the anchor the r3 paragraph still carried one 18.58818-point overfull box because TeX retained the nonbreaking map on the preceding line","inserted a forced line break after the source colon so the unchanged map remains one inline mathematical unit on the following line",1,lead_log_overfull_replay,"Remark 2 sentence layout only; wording formula target and paragraph identity unchanged","r4 must render zero overfull boxes and retain the map unbroken within the same paragraph",corrected_after_r3_before_admission,english_source_first_workpass/build_checkpoint_III_3_67_r3
FAC-SELF-0155,III_3_67_r4_visual_review,FAC-EN-U0065,english_source_first_workpass/source/components/065_III_3_67_supplement.tex,"lines 79-81",forced_line_overjustification,"the r4 linebreak removed the overflow but visibly stretched the words and linked item markers across the full text width","replaced linebreak by hfill break so the same line ends naturally at the source colon and the unbroken formula starts on the next line",1,lead_rendered_visual_review,"Remark 2 sentence layout only; wording formula target and paragraph identity unchanged","r5 must show natural word spacing zero overfull boxes and the complete alpha-one map on one line",corrected_after_r4_before_admission,english_source_first_workpass/build_checkpoint_III_3_67_r4
FAC-SELF-0156,III_3_67_semantic_replay,FAC-EN-U0065,english_source_first_workpass/source/components/065_III_3_67_supplement.tex,"opening paragraph",underindexed_definition_and_map,"the visually accepted r5 source exposed no unique destinations for the newly defined module M-natural or the canonical alpha map","added two invisible stable destinations at the exact defining and map sentences",2,lead_semantic_structure_replay,"no.67 opening reference layer only; visible text mathematics pagination and French layers unchanged","r6 must contain both unique labels with zero duplicate or missing targets and pixel-identical English page renders",corrected_after_r5_before_admission,english_source_first_workpass/build_checkpoint_III_3_67_r5
FAC-SELF-0157,III_3_67_r6_render_query,FAC-EN-U0065,lead_render_and_hash_query,for-loop_result_pipeline,empty_pipeline_after_for_loop,"the first read-only r6 render/hash query placed a pipeline directly after a completed for-loop block and PowerShell rejected the command before evaluation","materialized the render result rows in an array and piped that array only after the loop completed",0,lead_parser_error_output,"read-only render/hash query only; TeX PDF PNG and ledger bytes were unchanged","the corrected query rendered and hashed both controlling pages and the failed command produced no output artifacts",operationally_corrected_before_admission,none_failed_read_only_query
FAC-SELF-0158,III_3_67_control_csv_replay,FAC-EN-U0065,lead_csv_replay_query,foreach_result_pipeline,empty_pipeline_after_for_loop,"the first read-only four-table replay piped directly from a completed foreach block and PowerShell rejected the command before evaluation","materialized all per-table result objects in an array before formatting that completed array",0,lead_parser_error_output,"read-only CSV replay only; all source ledger PDF and build bytes unchanged","the corrected query imports every row and reports rectangular column counts plus unique stable first-column identifiers",operationally_corrected_before_admission,none_failed_read_only_query
FAC-SELF-0159,III_3_67_control_csv_replay,FAC-EN-U0065,lead_csv_replay_query,property_name_selection,property_collection_treated_as_scalar,"the second read-only replay passed the PowerShell property metadata collection rather than its first property name into Group-Object and emitted noncomparable-object errors while printing unreliable column values","materialized the property metadata array explicitly selected its first Name string and used a string HashSet for duplicate detection",0,lead_runtime_error_and_implausible_column_review,"read-only CSV replay only; all source ledger PDF and build bytes unchanged","the corrected replay must report scalar column counts and exact unique stable IDs without nonterminating errors",operationally_corrected_before_admission,none_failed_read_only_query
FAC-SELF-0160,III_4_68_authority_render,FAC-EN-U0066,lead_authority_render,authority_physical_page_67,unresolved_authority_path,"the first bounded physical-page-67 render used a stale literal authority filename and pdftoppm returned path not found before producing an image","re-resolved the exact authority pathname from the known parent directory before rerunning the same one-page 600-dpi render",0,lead_render_command_error,"bounded authority render only; source layers English components and prior evidence unchanged","the corrected command must create exactly one valid page-67 PNG and bind its bytes and SHA-256",operationally_corrected_before_admission,none_failed_render_command
FAC-SELF-0161,III_4_68_authority_render,FAC-EN-U0066,lead_authority_render,authority_physical_page_67,cmd_wrapper_long_path_failure,"the second bounded render resolved the exact authority object but the pdftoppm command wrapper still returned exit 3 on the long punctuation-bearing Windows pathname","invoked the underlying Poppler executable directly against the exact authority path and intended output prefix",0,lead_render_command_error,"bounded authority render only; source layers English components and prior evidence unchanged","the successor command created exactly one valid physical-page-67 PNG without copying or mutating the authority PDF",operationally_corrected_before_admission,none_failed_render_command
FAC-SELF-0162,III_4_68_source_patch,FAC-EN-U0066,lead_copy_on_write_patch,French_lines_2488_2501_and_component_066,stale_exact_context,"the first combined no.68 patch used one French line without its leading math delimiter and apply_patch rejected the entire atomic patch before changing any file","reread the exact live French lines and split the source-layer repair from the new English component patch using exact current context",0,lead_apply_patch_verification_failure,"no.68 French and English working sources only; the rejected atomic patch changed zero bytes","the corrected patches apply only the two T0039 membership repairs new component master input and ledger row",operationally_corrected_before_admission,none_failed_atomic_patch
FAC-SELF-0163,III_4_68_r1_build,FAC-EN-U0066,english_source_first_workpass/source/$out,output_directory_argument,unexpanded_output_directory_argument,"the r1 build passed an unquoted equals-form PowerShell argument and MiKTeX created a literal source/$out subtree while the intended build directory received only console captures","quoted the complete output-directory argument and advanced to a clean no-overwrite r2 build directory",0,lead_console_output_path_review,"no.68 English build only; active TeX French layers and prior admitted PDFs unchanged","r2 places aux log and PDF only under the intended checkpoint directory; the literal $out subtree and r1 directory remain excluded adverse history",corrected_after_r1_before_admission,english_source_first_workpass/build_checkpoint_III_4_68_r1
FAC-SELF-0164,III_4_68_r2_build_query,FAC-EN-U0066,lead_pdfinfo_query,r2_PDF_metadata_query,cmd_wrapper_path_failure,"the first read-only r2 diagnostics query obtained null page count because the pdfinfo command wrapper did not resolve the checkpoint PDF although log diagnostics and hash comparisons ran","invoked the underlying Poppler pdfinfo executable directly against the exact existing PDF",0,lead_null_result_review,"read-only PDF metadata query only; source build PDF and ledger bytes unchanged","the corrected query returns 63 pages while preserving the established hard overfull underfull and convergence results",operationally_corrected_before_admission,none_failed_read_only_query
FAC-SELF-0165,III_4_68_ledger_replay,FAC-EN-U0066,controls/EDITORIAL_SELF_CORRECTION_LEDGER.csv,rows_FAC-SELF-0157_through_0164,column_shift_due_missing_affected_locator,"the eight newly appended rows omitted the affected-locator field so every later value shifted left and the occurrence-count sum failed on channel-name strings","inserted an explicit affected locator in each row and replayed the fourteen-column schema numeric occurrence counts and stable-ID uniqueness",8,lead_numeric_sum_failure_and_row_field_review,"rows 0157-0164 only; their substantive adverse-history statements and all nonledger artifacts are unchanged","CSV import must report fourteen columns unique self-correction IDs and numeric occurrence_count for every row",corrected_before_checkpoint_admission,malformed_rows_FAC-SELF-0157_through_0164
FAC-SELF-0166,III_4_68_validation_v30,FAC-EN-U0066,controls/SEMANTIC_ENTITIES.csv,FAC-SEM-FORM-III-4-68-HOM-COMPLEX,unquoted_comma_split_csv_row,"the first v30 replay found the comma inside Hom_S(L^q,N) split the new semantic-entity row into fourteen fields and displaced its TeX label","quoted the complete canonical-title cell and reran rectangularity plus semantic-label closure",1,generated_validation_fail_hold_review,"the single no.68 semantic entity row only; entity ID target label mathematics and TeX source unchanged","successor validation must report thirteen columns rectangular true and zero semantic entity labels missing from TeX",corrected_before_checkpoint_admission,controls/CHECKPOINT_VALIDATION.json@v30_initial_FAIL_HOLD
"FAC-SELF-0167","III_4_69_r1_render","FAC-EN-U0067","lead_render_command","English pages 63-64","long_absolute_path_rejected_by_poppler","the first bounded render passed the full C-drive workspace path and Poppler could not open the PDF","used the established short F-drive mapping for the exact same immutable PDF and output directory","0","lead_render_command_error","bounded English render only; TeX PDF and all ledgers remained unchanged","the corrected command rendered exactly pages 63-64 and bound their hashes","operationally_corrected_before_admission","none_failed_render_command"
"FAC-SELF-0168","III_4_69_source_query","FAC-EN-U0067","lead_source_query","component 067 alpha and L_k locators","invalid_regular_expression","the first read-only Select-String expression contained an unmatched escaped parenthesis and stopped before returning lines","used fixed-string ripgrep locators and then reread the exact numbered source range","0","lead_parser_error_output","read-only source lookup only; no source build or ledger byte changed","the corrected lookup returned the exact alpha and L_k definition lines","operationally_corrected_before_admission","none_failed_read_only_query"
"FAC-SELF-0169","III_4_69_semantic_replay","FAC-EN-U0067","english_source_first_workpass/source/components/067_III_4_69_interpretation_Hk_via_Ext.tex","map alpha and definition L_k","underindexed_semantic_objects","the visually clean r1 component had no exact stable destination for the canonical alpha map or the defining L_k paragraph","added invisible stable destinations at both exact semantic locations and rebuilt in a clean r2 directory","2","lead_semantic_structure_replay","no.69 English reference layer only; visible wording mathematics pagination and French layers unchanged","r2 must contain both unique labels resolve all semantic entity labels and visually preserve pages 63-64","corrected_after_r1_before_admission","english_source_first_workpass/build_checkpoint_III_4_69_r1"
"FAC-SELF-0170","III_4_69_french_build_query","FAC-EN-U0067","lead_french_diagnostics_query","T0040 and C0038_T0040 build logs","positional_pattern_treated_as_path","the first postbuild Select-String call passed two simple-match patterns positionally so PowerShell treated one as a nonexistent path and omitted the summary","reran a read-only diagnostics query with explicit LiteralPath and one regular-expression Pattern","0","lead_parser_error_output","postbuild diagnostics query only; both successful French builds and sources remained unchanged","the corrected query reports exact pages hashes convergence and hard overfull underfull counts for both builds","operationally_corrected_before_admission","none_failed_read_only_query"
"FAC-SELF-0171","III_4_69_french_page_locator","FAC-EN-U0067","lead_pdf_text_query","French no.69 page locator","bundled_pdftotext_executable_absent","the first read-only page-locator query assumed pdftotext existed in the bundled Poppler directory where only pdfinfo and pdftoppm were installed","used the installed MiKTeX pdftotext executable to locate no.69 on reader page 50 before bounded rendering","0","lead_tool_path_error","read-only PDF text locator only; no PDF source PNG or ledger byte changed","the corrected locator identifies reader page 50 and the bounded render covers pages 50-51","operationally_corrected_before_admission","none_failed_read_only_query"
"FAC-SELF-0172","III_4_69_csv_replay","FAC-EN-U0067","lead_csv_replay_query","six controlling CSVs","header_only_convertfromcsv_returned_no_object","the first read-only replay tried to derive columns and the first ID field from a header-only ConvertFrom-Csv result so it incorrectly reported zero columns blank IDs and nonunique tables","derived the schema and first stable-ID property from the first imported data row and reran uniqueness rectangularity and semantic-reference closure","0","lead_implausible_result_review","read-only CSV replay only; source PDF PNG and ledger bytes were unchanged by the failed query","the corrected replay reports exact column counts unique IDs no blank IDs no bad-width rows and zero broken semantic references","operationally_corrected_before_admission","none_failed_read_only_query"
"FAC-SELF-0173","III_4_69_validation_v31","FAC-EN-U0067","checkpoint_generator_orchestration","manifest_then_validation invocation","null_last_exit_code_treated_as_failure","the first wrapper called the successful PowerShell manifest script and then tested LASTEXITCODE which remains null for a ps1 invocation so it exited before running validation and left the prior v30 JSON visibly stale","removed the external-process exit-code test for PowerShell scripts reran manifest after this ledger append and then invoked the v31 validator directly","0","lead_stale_schema_and_count_review","generator orchestration only; active source PDF renders and existing ledgers were unchanged apart from the intentional manifest refresh","the final validation must report schema v31 current no.69 counts errors empty and exact manifest replay","operationally_corrected_before_admission","controls/CHECKPOINT_VALIDATION.json@stale_v30"
"FAC-SELF-0174","III_4_70_french_visual_review","FAC-EN-U0068","French rendered QA","T0041 affected reader pages","underinclusive_initial_render_surface","the first bounded postbuild French render covered reader page 51 but the fourth T0041 membership repair in the T^q definition lies on reader page 52","rendered and personally inspected page 52 in both French layers and bound both page hashes","1","lead_source_locator_to_reader_page_replay","French QA evidence only; the already successful T0041 builds and all source text remained unchanged","admitted review covers reader pages 51-52 and both layers are pixel-identical on each page","corrected_before_checkpoint_admission","qa/french/*T0041*_300dpi@page51_only"
"FAC-SELF-0175","III_4_70_semantic_replay","FAC-EN-U0068","english_source_first_workpass/source/components/068_III_4_70_definition_functors_Tq.tex","dual Hom bidual inverse-system and T-functoriality paragraphs","underindexed_semantic_objects","the visually clean r1 component exposed those four source-defined concepts only through broader paragraph targets","added four exact invisible destinations and rebuilt in a clean r2 directory","4","lead_semantic_structure_replay","no.70 English reference layer only; visible wording mathematics pagination and French layers unchanged","r2 must contain all four unique labels zero missing semantic targets and a visually unchanged page 64","corrected_after_r1_before_admission","english_source_first_workpass/build_checkpoint_III_4_70_r1"
"FAC-SELF-0176","III_4_70_cross_unit_semantic_replay","FAC-EN-U0068","controls/SEMANTIC_RELATIONS.csv","FAC-SEM-REL-0254","stale_pending_entity_backfill_after_target_admission","the no.61 forecast relation still had an empty no.69 target after no.69 was translated and its stable entity admitted","added append-only r2 relation FAC-SEM-REL-0481 resolving the exact no.69 target and superseding the pending row","1","lead_semantic_reference_closure_review","one historical semantic relation only; no TeX French English PDF or visible reference changed","validation must report zero broken entity references while preserving the superseded pending row as history","corrected_before_checkpoint_admission","FAC-SEM-REL-0254"
"FAC-SELF-0177","III_4_71_source_read","FAC-EN-U0069","lead_read_only_source_query","French diplomatic working source path","stale_working_layer_path_assumption","the first read-only query assumed the nonexistent path F:/french_diplomatic_workpass/source/fac_body.tex","enumerated the no-overwrite root and read the actual path F:/french_source_diplomatic_canon/source/fac_body.tex","0","filesystem_path_failure","read-only source lookup only; no source PDF image or ledger byte changed","the actual diplomatic and corrected source paths are used for every T0042 comparison and build","operationally_corrected_before_admission","none_failed_read_only_query"
"FAC-SELF-0178","III_4_71_english_build","FAC-EN-U0069","english_source_first_workpass build invocation","output-directory argument","literal_output_variable_directory","the first PowerShell native invocation passed -output-directory=$build literally and XeLaTeX wrote artifacts into source/$build while the intended r1 directory received console files only","constructed the output argument as an expanded string and rebuilt three sequential passes in the clean no-overwrite r2 directory","0","lead_missing_expected_artifact_review","build routing only; active English TeX was unchanged and the literal source/$build plus intended r1 console-only directory remain excluded adverse history","r2 contains the expected PDF and log with pass2/pass3 byte-identical and zero hard undefined or overfull diagnostics","operationally_corrected_before_admission","english_source_first_workpass/build_checkpoint_III_4_71_r1;english_source_first_workpass/source/$build"
"FAC-SELF-0179","III_4_71_french_build","FAC-EN-U0069","french_source_diplomatic_canon build invocation","T0042 first engine selection","wrong_tex_engine","the first T0042 French build used XeLaTeX and stopped at DeclareUnicodeCharacter before producing pages","replayed the established French build method with pdfLaTeX in a fresh T0042 r2 directory and used the same engine for corrected C0038/T0042 r1","0","lead_console_failure_review","French build routing only; both working French source layers retained their intended T0042 edits and the rejected XeLaTeX directory is preserved","both admitted French readers converge in three passes with zero hard errors and their affected-page render pairs are pixel-identical","operationally_corrected_before_admission","french_source_diplomatic_canon/build_checkpoint_T0042_r1"
"FAC-SELF-0180","III_4_72_source_query","FAC-EN-U0070","lead_read_only_source_query","component discovery query","unsupported_windows_glob_argument","the second branch of a mixed read-only rg query used components/0*.tex as though Windows rg expanded the wildcard","reissued the query against the component directory without the unsupported path glob","0","lead_console_failure_review","read-only lookup only; the first branch still located the line-2757 epsilon tokens and no source ledger image or PDF byte changed","later source and component reads used exact literal paths and completed normally","operationally_corrected_before_admission","none_failed_read_only_query"
"FAC-SELF-0181","III_4_72_frozen_source_read","FAC-EN-U0070","lead_read_only_source_query","frozen inherited FAC source path","stale_frozen_path_assumption","a read-only query guessed F:/inherited_french_frozen/source/fac_body.tex although the immutable inheritance remains under C:/w/e620/sources/serre/serre-fac-complete-working-transcription-20260731/source","enumerated the exact source root and reread lines 2698-2804 from the immutable C:/w/e620 input","0","filesystem_path_failure","read-only source lookup only; the repeated null-array console diagnostics changed no file","the exact immutable authority-transcription path was then used to verify every no.72 source line","operationally_corrected_before_admission","none_failed_read_only_query"
"FAC-SELF-0182","III_4_72_identity_query","FAC-EN-U0070","lead_read_only_hash_query","five bounded evidence and source identities","powershell_pipeline_after_foreach_parser_error","the first read-only hash command piped directly from a foreach statement and PowerShell rejected the empty pipeline position","assigned the foreach output to a task-specific rows variable and then formatted the collected objects","0","lead_console_failure_review","read-only hash lookup only; no source build evidence or ledger byte changed","the corrected query returned exact bytes and SHA-256 for all five requested files","operationally_corrected_before_admission","none_failed_read_only_query"
"FAC-SELF-0183","III_4_72_lead_reread","FAC-EN-U0070","english_source_first_workpass/source/components/070_III_4_72_determination_Tq.tex","line 10 heading","unidiomatic_literal_article","Determination of the T^q(M)","Determination of the modules T^q(M)","1","lead_source_and_english_reread","the no.72 English heading only; no formula notation French layer or other heading changed","fresh English three-pass build and page-66 render show the corrected idiomatic heading without changing the mathematical referent","corrected_before_admission","prebuild_draft_only"
"FAC-SELF-0184","III_4_72_machine_count_query","FAC-EN-U0070","lead_read_only_machine_count_query","seven CSV summaries and TeX reference counts","repeated_powershell_pipeline_after_foreach_parser_error","the first machine-count query repeated the already recorded direct-pipeline-after-foreach syntax error and PowerShell rejected it before execution","used an explicit task-specific report variable before the pipeline and obtained all counts hashes and TeX reference totals","0","lead_console_failure_review","read-only count query only; no source PDF ledger or evidence byte changed before this row was appended","the corrected query reports 70 progress rows 39 corrections 43 repairs 183 then-current self rows 2827 normalizations 290 entities 596 relations and zero missing TeX targets","operationally_corrected_before_admission","none_failed_read_only_query"
"FAC-SELF-0185","III_4_72_validation_identity_query","FAC-EN-U0070","lead_read_only_validation_identity_query","validation summary plus five file identities","second_recurrence_powershell_pipeline_after_foreach_parser_error","the first post-validation identity query again placed a pipeline directly after foreach and failed at parse time","used an explicit task-specific items variable before formatting and adopted that assignment-first form as mandatory for every later PowerShell collection","0","lead_console_failure_review","read-only identity query only; the already generated PASS validation and all source build and evidence bytes were unchanged","the corrected query returned v34 PASS errors empty manifest96 replay0 and exact identities for validation manifest and three logbooks","operationally_corrected_before_admission","none_failed_read_only_query"
"FAC-SELF-0186","III_5_73_control_inventory","FAC-EN-U0071","lead_read_only_control_query","four FAC machine-ledger filenames","stale_generic_ledger_name_assumption","the first tail query requested nonexistent SOURCE_ALIGNMENT_PROGRESS.csv SOURCE_CORRECTIONS.csv SOURCE_REPAIRS.csv and SELF_CORRECTION_LOG.csv","enumerated F:/controls and then used the exact FAC filenames TRANSLATION_PROGRESS.csv FRENCH_CORRECTIONS.csv FRENCH_TRANSCRIPTION_REPAIRS.csv and EDITORIAL_SELF_CORRECTION_LEDGER.csv","4","lead_console_failure_review","read-only ledger lookup only; no source build evidence or control byte changed","the corrected query returned the exact headers and live tails for all four controlling ledgers","operationally_corrected_before_admission","none_failed_read_only_query"
"FAC-SELF-0187","III_5_73_build_method_query","FAC-EN-U0071","lead_read_only_build_query","prior no.72 pass-three console path","wrong_console_filename_separator","the first query requested pass3.console.txt although the actual preserved file is pass3_console.txt","used the enumerated exact filename pass3_console.txt and confirmed XeLaTeX as the established engine","1","lead_console_failure_review","read-only prior-build lookup only; no current or prior artifact changed","the corrected query read the exact prior console and established the proper engine before the no.73 build","operationally_corrected_before_admission","none_failed_read_only_query"
"FAC-SELF-0188","III_5_73_build_r1","FAC-EN-U0071","english_source_first_workpass/source/$build","first no.73 three-pass output tree","literal_output_directory_variable","the native argument -output-directory=$build was passed literally and produced the otherwise successful 68-page build under a literal $build subtree","constructed an explicit outArg string and performed a clean no-overwrite three-pass build in build_checkpoint_III_5_73_r2","0","lead_build_path_review","the translation source was unchanged; the literal $build subtree and build_checkpoint_III_5_73_r1 consoles are preserved as excluded adverse process history","r2 has the intended files converged pass-two/pass-three consoles and exact clean output identities","operationally_corrected_before_admission","build_checkpoint_III_5_73_r1_and_source_literal_$build"
"FAC-SELF-0189","III_5_73_postbuild_query","FAC-EN-U0071","lead_read_only_pdfinfo_query","r2 PDF page-count query","absent_pdfinfo_on_process_path","the first postbuild command invoked pdfinfo by bare name and Windows could not find the executable","used the exact bundled Poppler pdfinfo.exe path already controlled for this workspace","0","lead_console_failure_review","read-only metadata query only; the admitted r2 PDF and every source and ledger byte were unchanged","the direct executable reports 68 A4 pages","operationally_corrected_before_admission","none_failed_read_only_query"
