"record_id","work_id","structure_type","label","parent_id","order","source_path","source_line_start","source_line_end","source_file_sha256","source_slice_sha256_lf","target_units","target_locators_json","relations_json","source_language","target_language","authority_state","completion_state","review_state","publication_state","continuation_cursor","record_sha256"
"NOE-P41-KO-U03-PARA-004","NOE-P41","paragraph","Change of crossed-product generators","NOE-P41-KO-U03","6","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","42","42","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","5A5CC43434FA1695E9A7267800AAEFE0D08B64A56AACE45A9610CE9423074189","U03","{""unit_id"":""U03"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U03_UNCHECKED.tex"",""line_start"":31,""line_end"":31,""file_sha256"":""5DEF83537B9FC66310CD0DCE291F8E12F40ABD127A0FB2C2AA3A2AD9AE6D57DF"",""slice_sha256_lf"":""BB164D9A82009063BA641581C5A1E8B95933D3DC866B76B804AF74358E5551EF""}","{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U03""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 48 / Korean U04","DD24F97CBE09E64108BFBF803192E48DE23FE5BA841BCB664C50114E9785DE47"
"NOE-P41-KO-U03-DISPLAY-006","NOE-P41","display","Equation 5 associated factor systems","NOE-P41-KO-U03-PARA-004","1","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","44","44","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","F36A51B00A4CC4E3A93CA4030FEC6075D66E1117952D5B6650248EDB4BA49B0E","U03","{""unit_id"":""U03"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U03_UNCHECKED.tex"",""line_start"":33,""line_end"":33,""file_sha256"":""5DEF83537B9FC66310CD0DCE291F8E12F40ABD127A0FB2C2AA3A2AD9AE6D57DF"",""slice_sha256_lf"":""F36A51B00A4CC4E3A93CA4030FEC6075D66E1117952D5B6650248EDB4BA49B0E""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U03-PARA-004""},{""relation"":""equation_for"",""target_id"":""NOE-P41-KO-U03-PARA-004""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 48 / Korean U04","44DA3BA101A350D7246D21614F56CF7194B307FD9B8D5E93628E5975DC09ABAD"
"NOE-P41-KO-U03-PARA-005","NOE-P41","paragraph","Factor-system and algebra class correspondence","NOE-P41-KO-U03","7","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","46","46","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","E02C5CF34DF5E7FA045B33EE48FE5AB80AB4AC794F0870DA43A86A5A627D075A","U03","{""unit_id"":""U03"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U03_UNCHECKED.tex"",""line_start"":35,""line_end"":35,""file_sha256"":""5DEF83537B9FC66310CD0DCE291F8E12F40ABD127A0FB2C2AA3A2AD9AE6D57DF"",""slice_sha256_lf"":""EE6A0EDBDC885629668BA6CECD691EA636102741BA43B0D752D83E64EBF78690""}","{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U03""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 48 / Korean U04","6ED105FD12DC7AC7D7825075C1589B843D323C4699DE8EFCA455A107C5AF88B8"
"NOE-P41-KO-U03-THEOREM-001","NOE-P41","theorem","Brauer group statement with fixed splitting field","NOE-P41-KO-U03-PARA-005","1","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","46","46","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","E02C5CF34DF5E7FA045B33EE48FE5AB80AB4AC794F0870DA43A86A5A627D075A","U03","{""unit_id"":""U03"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U03_UNCHECKED.tex"",""line_start"":35,""line_end"":35,""file_sha256"":""5DEF83537B9FC66310CD0DCE291F8E12F40ABD127A0FB2C2AA3A2AD9AE6D57DF"",""slice_sha256_lf"":""EE6A0EDBDC885629668BA6CECD691EA636102741BA43B0D752D83E64EBF78690""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U03-PARA-005""},{""relation"":""statement_of"",""target_id"":""NOE-P41-KO-U03-PARA-005""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 48 / Korean U04","EC08C22E2C5CB10C4D93A249BF9663E48DDCEC144B5EC4564008A5FB89D95D7E"
"NOE-P41-KO-U04-PARA-001","NOE-P41","paragraph","Cyclic-algebra specialization setup","NOE-P41-KO-U04","1","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","48","48","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","D79EEAC50BAD6E71810A673E5A0BBB53A0198FF7EC2C84522F4DCB786B8D647A","U04","{""unit_id"":""U04"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U04_UNCHECKED.tex"",""line_start"":11,""line_end"":11,""file_sha256"":""16D83FC0EE14E8CE45B530946A0F490A04B36985303A6670868EBC31822779CD"",""slice_sha256_lf"":""A1B3DFA5B5A854DBC4F34A63373D504957EA0B5BA5CD43A339EE98F3CF6DA332""}","{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U04""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 58 / Korean U05","404DB711FFFA63B7AF5DF3D2FAE32CE6AF3974BB7FE8FAE7A56621D5B28CF068"
"NOE-P41-KO-U04-DISPLAY-001","NOE-P41","display","Equation 1 prime cyclic module","NOE-P41-KO-U04-PARA-001","1","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","50","50","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","DDD568F28CE1D6773DECE90C1CE32804D55D78DC478D7376ADF63D2D08E973BD","U04","{""unit_id"":""U04"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U04_UNCHECKED.tex"",""line_start"":13,""line_end"":13,""file_sha256"":""16D83FC0EE14E8CE45B530946A0F490A04B36985303A6670868EBC31822779CD"",""slice_sha256_lf"":""DDD568F28CE1D6773DECE90C1CE32804D55D78DC478D7376ADF63D2D08E973BD""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U04-PARA-001""},{""relation"":""equation_for"",""target_id"":""NOE-P41-KO-U04-PARA-001""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 58 / Korean U05","48C84AF19BFEAE9CD600D908DD059F24EDB7A164660933F0C2066A686A89FFB7"
"NOE-P41-KO-U04-DISPLAY-002","NOE-P41","display","Equation 2 prime cyclic action","NOE-P41-KO-U04-PARA-001","2","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","51","51","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","A353409847C71085747298C4C76487186EB883066CDEB9CA0B62A974F2702376","U04","{""unit_id"":""U04"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U04_UNCHECKED.tex"",""line_start"":14,""line_end"":14,""file_sha256"":""16D83FC0EE14E8CE45B530946A0F490A04B36985303A6670868EBC31822779CD"",""slice_sha256_lf"":""A353409847C71085747298C4C76487186EB883066CDEB9CA0B62A974F2702376""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U04-PARA-001""},{""relation"":""equation_for"",""target_id"":""NOE-P41-KO-U04-PARA-001""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 58 / Korean U05","04C513122D2586357502E82047BA5879F0296F73E96CFD959B8F68BFDB2448F6"
"NOE-P41-KO-U04-DISPLAY-003","NOE-P41","display","Equation 3 prime power relation","NOE-P41-KO-U04-PARA-001","3","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","52","52","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","4F4D18E92D7BADFF7BE63BFBBE4980B1697BE6F821E033C16E2CF4DEF5315922","U04","{""unit_id"":""U04"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U04_UNCHECKED.tex"",""line_start"":15,""line_end"":15,""file_sha256"":""16D83FC0EE14E8CE45B530946A0F490A04B36985303A6670868EBC31822779CD"",""slice_sha256_lf"":""4F4D18E92D7BADFF7BE63BFBBE4980B1697BE6F821E033C16E2CF4DEF5315922""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U04-PARA-001""},{""relation"":""equation_for"",""target_id"":""NOE-P41-KO-U04-PARA-001""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 58 / Korean U05","0A7D2A2A0986A04CE02DC06DB193DD37486948A21AC136545BF2BB516BB8BC97"
"NOE-P41-KO-U04-DISPLAY-004","NOE-P41","display","Equation 4 prime ground-field condition","NOE-P41-KO-U04-PARA-001","4","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","53","53","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","832605A679D8E350AC048B3B2A79467FB249255C89A72687D680484EE8F7DD09","U04","{""unit_id"":""U04"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U04_UNCHECKED.tex"",""line_start"":16,""line_end"":16,""file_sha256"":""16D83FC0EE14E8CE45B530946A0F490A04B36985303A6670868EBC31822779CD"",""slice_sha256_lf"":""52EE3F750982E11399B4E9EFB053B6907EE14A01F920F7E6E330BF61BA18EE45""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U04-PARA-001""},{""relation"":""equation_for"",""target_id"":""NOE-P41-KO-U04-PARA-001""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 58 / Korean U05","F93F741F0A1D958193FE87A095EC8D8C8410CF369481C02E2284AE9EC955B48C"
"NOE-P41-KO-U04-DISPLAY-005","NOE-P41","display","Equation 5 prime norm transformation","NOE-P41-KO-U04-PARA-001","5","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","54","54","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","A618A2FA20EEADD06942DCFE3ECFFEBCE02B34AC1FD530059F99A5C1A7C8D2AB","U04","{""unit_id"":""U04"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U04_UNCHECKED.tex"",""line_start"":17,""line_end"":17,""file_sha256"":""16D83FC0EE14E8CE45B530946A0F490A04B36985303A6670868EBC31822779CD"",""slice_sha256_lf"":""49A99206BB88D899276CA119718752D6943B12BECD48DCB4029B25C71CA879D6""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U04-PARA-001""},{""relation"":""equation_for"",""target_id"":""NOE-P41-KO-U04-PARA-001""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 58 / Korean U05","C677292CC25C0DA28F4431D02E8F04B3B9B6116A4ABCBF307CDA3339E9974C2E"
"NOE-P41-KO-U04-PARA-002","NOE-P41","paragraph","Cyclic factor systems and quotient group","NOE-P41-KO-U04","2","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","56","56","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","87561D5FA158D5769C12818A21A08283D25B09A04648D8D3D8693C30D0820579","U04","{""unit_id"":""U04"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U04_UNCHECKED.tex"",""line_start"":19,""line_end"":19,""file_sha256"":""16D83FC0EE14E8CE45B530946A0F490A04B36985303A6670868EBC31822779CD"",""slice_sha256_lf"":""2D39285A94519397EEE193134ED5B73B6F783F66015AFDC3197D3385A9E7E14E""}","{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U04""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 58 / Korean U05","E095C3F3F15B25D3A4168D9175E458C22C93E790C67B1613FE10E19A5341ABA3"
"NOE-P41-KO-U05-DIVISION-001","NOE-P41","division_heading","Part 2 minimal theorem formulation","NOE-P41-KO-U05","1","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","58","58","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","DD10DFB85BA354715C127671C82817AD4143BACBF40404EB76CCDFC991146500","U05","{""unit_id"":""U05"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U05_UNCHECKED.tex"",""line_start"":11,""line_end"":11,""file_sha256"":""4CDA25B27F69215AC6AC2ABE437A087419960FF39F0955F254394EA0A01AE0B0"",""slice_sha256_lf"":""0C6843B450791649D00852AA85A907E36B72791342F0C503807B8FCBD678602B""}","{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U05""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 68 / Korean U06","16AF3BB107F1AA5E9CB3F6CC7D2B3FA4CAFA312F4D9CE2BD0E8A551B44DA66C6"
"NOE-P41-KO-U05-PARA-001","NOE-P41","paragraph","Extension-group construction","NOE-P41-KO-U05","2","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","58","58","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","DD10DFB85BA354715C127671C82817AD4143BACBF40404EB76CCDFC991146500","U05","{""unit_id"":""U05"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U05_UNCHECKED.tex"",""line_start"":11,""line_end"":11,""file_sha256"":""4CDA25B27F69215AC6AC2ABE437A087419960FF39F0955F254394EA0A01AE0B0"",""slice_sha256_lf"":""0C6843B450791649D00852AA85A907E36B72791342F0C503807B8FCBD678602B""}","{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U05""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 68 / Korean U06","EBD1D46F502BC6772D3FC92911D4725F33DAECD0DE990F71101CDF3779C124DE"
"NOE-P41-KO-U05-DISPLAY-001","NOE-P41","display","Equation 6 extension group","NOE-P41-KO-U05-PARA-001","1","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","60","60","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","EB20E1C43DBD11D8793D1EDECEE7AE53ABDDF69A7A57A53FB0228B92348CFDDC","U05","{""unit_id"":""U05"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U05_UNCHECKED.tex"",""line_start"":13,""line_end"":13,""file_sha256"":""4CDA25B27F69215AC6AC2ABE437A087419960FF39F0955F254394EA0A01AE0B0"",""slice_sha256_lf"":""EB20E1C43DBD11D8793D1EDECEE7AE53ABDDF69A7A57A53FB0228B92348CFDDC""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U05-PARA-001""},{""relation"":""equation_for"",""target_id"":""NOE-P41-KO-U05-PARA-001""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 68 / Korean U06","42D80366CCD2B89071EB0BC505C68903C47E15A713BAE278EB7F209C0C476863"
"NOE-P41-KO-U05-PARA-002","NOE-P41","paragraph","Normalizer characterization of the extension group","NOE-P41-KO-U05","3","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","62","62","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","05E464467489329516AFF2DEB0568DEBE5872A20C88C9FAC359EC705D3D9F280","U05","{""unit_id"":""U05"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U05_UNCHECKED.tex"",""line_start"":15,""line_end"":15,""file_sha256"":""4CDA25B27F69215AC6AC2ABE437A087419960FF39F0955F254394EA0A01AE0B0"",""slice_sha256_lf"":""43A7A1F809F7D72B90A2989A0DD96DAFF046D8735551FE0BE9E14568B4690FB1""}","{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U05""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 68 / Korean U06","A8D115E99D7FCC86BAC5C9D59D8B6FFA0E1DA754DFB02E3A92824E9B4F5710FD"
"NOE-P41-KO-U05-NOTE-001","NOE-P41","footnote","Group extension versus ring extension","NOE-P41-KO-U05-PARA-002","1","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","62","62","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","05E464467489329516AFF2DEB0568DEBE5872A20C88C9FAC359EC705D3D9F280","U05","{""unit_id"":""U05"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U05_UNCHECKED.tex"",""line_start"":15,""line_end"":15,""file_sha256"":""4CDA25B27F69215AC6AC2ABE437A087419960FF39F0955F254394EA0A01AE0B0"",""slice_sha256_lf"":""43A7A1F809F7D72B90A2989A0DD96DAFF046D8735551FE0BE9E14568B4690FB1""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U05-PARA-002""},{""relation"":""note_for"",""target_id"":""NOE-P41-KO-U05-PARA-002""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 68 / Korean U06","0676DADB36C124FF401B30083905C8C777C55215525A08BAAF0914C04E1D472F"
"NOE-P41-KO-U05-THEOREM-001","NOE-P41","theorem","Principal genus theorem in the minimal case","NOE-P41-KO-U05","4","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","64","64","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","5C620CFBA2AA3C9C738A8729B2A79F4F9DB8070AB7166D7B9581F49D55180A63","U05","{""unit_id"":""U05"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U05_UNCHECKED.tex"",""line_start"":17,""line_end"":17,""file_sha256"":""4CDA25B27F69215AC6AC2ABE437A087419960FF39F0955F254394EA0A01AE0B0"",""slice_sha256_lf"":""E8B64DC7BEA7DC1C4EAF49F5FB15168123299AF55B31C3936572C625786387FA""}","{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U05""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 68 / Korean U06","063C1D1B209F52F715F37A81A8FABE6A297AE0C27537131E810E6905F8192421"
"NOE-P41-KO-U05-FORMULATION-001","NOE-P41","formulation","Minimal theorem first formulation","NOE-P41-KO-U05-THEOREM-001","1","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","64","64","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","5C620CFBA2AA3C9C738A8729B2A79F4F9DB8070AB7166D7B9581F49D55180A63","U05","{""unit_id"":""U05"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U05_UNCHECKED.tex"",""line_start"":17,""line_end"":17,""file_sha256"":""4CDA25B27F69215AC6AC2ABE437A087419960FF39F0955F254394EA0A01AE0B0"",""slice_sha256_lf"":""E8B64DC7BEA7DC1C4EAF49F5FB15168123299AF55B31C3936572C625786387FA""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U05-THEOREM-001""},{""relation"":""statement_of"",""target_id"":""NOE-P41-KO-U05-THEOREM-001""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 68 / Korean U06","94E81CA2D1A83735BAF5257AB5CA06BE6BFE9A0C924B7351CEC4A5F65A3064A6"
"NOE-P41-KO-U05-FORMULATION-002","NOE-P41","formulation","Minimal theorem second formulation","NOE-P41-KO-U05-THEOREM-001","2","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","64","64","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","5C620CFBA2AA3C9C738A8729B2A79F4F9DB8070AB7166D7B9581F49D55180A63","U05","{""unit_id"":""U05"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U05_UNCHECKED.tex"",""line_start"":17,""line_end"":17,""file_sha256"":""4CDA25B27F69215AC6AC2ABE437A087419960FF39F0955F254394EA0A01AE0B0"",""slice_sha256_lf"":""E8B64DC7BEA7DC1C4EAF49F5FB15168123299AF55B31C3936572C625786387FA""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U05-THEOREM-001""},{""relation"":""statement_of"",""target_id"":""NOE-P41-KO-U05-THEOREM-001""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 68 / Korean U06","97E9D77B8B7B558836EF95B47554339D4DCB7CABE138E3D569566D4D638DF9FC"
"NOE-P41-KO-U05-FORMULATION-003","NOE-P41","formulation","Minimal theorem third formulation","NOE-P41-KO-U05-THEOREM-001","3","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","64","64","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","5C620CFBA2AA3C9C738A8729B2A79F4F9DB8070AB7166D7B9581F49D55180A63","U05","{""unit_id"":""U05"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U05_UNCHECKED.tex"",""line_start"":17,""line_end"":17,""file_sha256"":""4CDA25B27F69215AC6AC2ABE437A087419960FF39F0955F254394EA0A01AE0B0"",""slice_sha256_lf"":""E8B64DC7BEA7DC1C4EAF49F5FB15168123299AF55B31C3936572C625786387FA""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U05-THEOREM-001""},{""relation"":""statement_of"",""target_id"":""NOE-P41-KO-U05-THEOREM-001""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 68 / Korean U06","F4BD05215A804A194A7EEBFDF6B12D9D0441440FFD08544D0382FE346B816862"
