"priority","lane","primary_table","row_index","target_language_or_access_target","source_title","source_url","missing_fields","recommended_action","non_claim_boundary"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","41","","Sign2MINT candidate entry pointer: Algorithmus (15390698211663808:610)","https://sign2mint.de/entry/Algorithmus/15390698211663808%3A610","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","42","","Goettingen DGS math video route: E3.1 Summen und Summenzeiche","https://studip.uni-goettingen.de/plugins.php/mediacastplugin/media/check/3ace0f08847331147c0daf15e4c39c0e/828e21a3e80e1086e4d238f1c9e1c1fd/127?v=E3.1_Summen_und_Summenzeiche.mp4","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","43","","Goettingen DGS math video route: 2024 Learning Nuggets video","https://studip.uni-goettingen.de/plugins.php/mediacastplugin/media/check/3ace0f08847331147c0daf15e4c39c0e/e853f1b675b287975acdea6f83872c93/127?v=2024_Learning_Nuggets_Video_.mp4","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","44","","Sign2MINT app shell plus runtime/polyfills/main/styles assets","https://sign2mint.de/page/about","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","45","","Sign2MINT sign-count category cache","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","46","","Sign2MINT signSearch targeted math/statistics probe set","https://api.sign2mint.de/dictionaryService/v1/signSearch","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","47","","Sign2MINT dictionaryEntry selected detail probe set","https://api.sign2mint.de/dictionaryService/v1/dictionaryEntry","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","48","","Sign2MINT selected video/thumbnail route HEAD metadata","https://cdn.openmind-server.de/sign2mint/video/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","49","","Fachgebaerdenlexikon specialist/vocational sign dictionary comparator","https://fachgebaerdenlexikon.de/de/home/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","50","","University of Goettingen mathematics videos in DGS page","https://www.uni-goettingen.de/de/videos%2Bin%2Bdeutscher%2Bgeb%C3%A4rdensprache%2B%28dgs%29/693397.html","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","51","","LexiqueLSQ category route: Science et technologie","https://lexiquelsq.ca/theme/science-et-technologie/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","52","","LexiqueLSQ category route: Mathematique","https://lexiquelsq.ca/theme/mathematique/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","53","","LexiqueLSQ category route: Arithmetique","https://lexiquelsq.ca/theme/arithmetique/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","54","","LexiqueLSQ category route: Algebre","https://lexiquelsq.ca/theme/algebre/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","55","","LexiqueLSQ category route: Probabilites","https://lexiquelsq.ca/theme/probabilites/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","56","","LexiqueLSQ category route: Statistique","https://lexiquelsq.ca/theme/statistique/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","57","","LexiqueLSQ category route: Geometrie","https://lexiquelsq.ca/theme/geometrie/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","58","","LexiqueLSQ category route: Geometrie analytique","https://lexiquelsq.ca/theme/geometrie-analytique/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","59","","LexiqueLSQ category route: Graphes","https://lexiquelsq.ca/theme/graphes/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","60","","LexiqueLSQ category route: Matrices","https://lexiquelsq.ca/theme/matrices/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","61","","LexiqueLSQ category route: Mathematiques financieres","https://lexiquelsq.ca/theme/mathematiques-financieres/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","62","","LexiqueLSQ candidate concept pointer: Abscisse","https://lexiquelsq.ca/single-word/?word=8193","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","63","","LexiqueLSQ candidate concept pointer: Amplitude","https://lexiquelsq.ca/single-word/?word=406","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","64","","LexiqueLSQ candidate concept pointer: Amplitude d'une classe","https://lexiquelsq.ca/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","65","","LexiqueLSQ candidate concept pointer: Angle inscrit","https://lexiquelsq.ca/single-word/?word=7749","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","66","","LexiqueLSQ candidate concept pointer: Binome","https://lexiquelsq.ca/single-word/?word=4997","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","67","","LexiqueLSQ candidate concept pointer: Nombre rationnel","https://lexiquelsq.ca/single-word/?word=6258","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","68","","LexiqueLSQ candidate concept pointer: Nombre irrationnel","https://lexiquelsq.ca/single-word/?word=6248","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","69","","LexiqueLSQ candidate concept pointer: Unite de mesure","https://lexiquelsq.ca/single-word/?word=6284","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","70","","LexiqueLSQ candidate concept pointer: Reduire une fraction","https://lexiquelsq.ca/single-word/?word=7582","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","71","","LexiqueLSQ candidate concept pointer: Fonction constante","https://lexiquelsq.ca/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","72","","LexiqueLSQ candidate concept pointer: Equation du premier degre a une inconnue","https://lexiquelsq.ca/single-word/?word=7426","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","73","","LexiqueLSQ candidate concept pointer: Coefficient de proportionnalite","https://lexiquelsq.ca/single-word/?word=7556","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","74","","LexiqueLSQ candidate concept pointer: Distribution statistique","https://lexiquelsq.ca/single-word/?word=8129","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","75","","LexiqueLSQ candidate concept pointer: Theorie des graphes","https://lexiquelsq.ca/single-word/?word=8189","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","76","","CCJL Lexique LSQ - Mathematiques","https://ccjl.ca/lexique-lsq-mathematiques/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","77","","CCJL Ressources en LSQ","https://ccjl.ca/surdite-cecite-et-surdicecite/ressources/ressources-en-lsq/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","78","","Lexique LSQ school lexicon home","https://lexiquelsq.ca/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","79","","WASLI about International Sign","https://wasli.org/sign-language-interpreters/about-the-international-sign/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","80","","European Union of the Deaf International Sign position page","https://eud.eu/eud/position-papers/international-signs/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","81","","WFD statement on standardized sign language","https://wfdeaf.org/wfd-statement-on-standardized-sign-language/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","82","","Sonastik International Sign word-list route","https://sonastik.ead.ee/embed/en/word-list","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; gap_or_blocker_note; non_claim_boundary","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-romance-source-evidence-draft-lane","noether-romance-source-evidence-draft-lane/outputs/NOETHER_ROMANCE_SOURCE_CANON_WITNESS_TABLE_REQUIRED_SHAPE_20260704.csv","21","French","French exact Hilbert-basis shorthand gap","","source_url; sha256_or_other_hash","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-romance-source-evidence-draft-lane","noether-romance-source-evidence-draft-lane/outputs/NOETHER_ROMANCE_SOURCE_CANON_WITNESS_TABLE_REQUIRED_SHAPE_20260704.csv","22","French","French tensor corpus anchor gap","","source_url; sha256_or_other_hash","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-romance-source-evidence-draft-lane","noether-romance-source-evidence-draft-lane/outputs/NOETHER_ROMANCE_SOURCE_CANON_WITNESS_TABLE_REQUIRED_SHAPE_20260704.csv","23","Spanish","Spanish tensor corpus anchor gap","","source_url; sha256_or_other_hash","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-romance-source-evidence-draft-lane","noether-romance-source-evidence-draft-lane/outputs/NOETHER_ROMANCE_SOURCE_CANON_WITNESS_TABLE_REQUIRED_SHAPE_20260704.csv","24","Spanish","Spanish semisimple bridge manual-review gap","","source_url; sha256_or_other_hash","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
