record,filename,class_hint,pages,text_pages,median_body_size,p10_body_size,p90_body_size,page_median_min,page_median_max,page_median_range,page_size_set,likely_scan_or_reference,warnings,bytes
classical,"Cayley - Collected Mathematical Papers, Volume VIII, pages 567-570 - Repaired LaTeX Slice.pdf",reader,4,4,10.91,10.91,10.91,10.91,10.91,0.0,595x842,False,,165361
classical,"Cayley - Collected Mathematical Papers, Volume X, pages 001-025 - Repaired LaTeX Slice.pdf",reader,40,40,11.96,11.96,11.96,11.96,11.96,0.0,468x684,False,,358310
classical,"Cayley - Collected Mathematical Papers, Volume X, pages 026-050 - Repaired LaTeX Slice.pdf",reader,17,17,10.91,10.91,10.91,10.91,10.91,0.0,595x842,False,,313834
classical,"Cayley - Collected Mathematical Papers, Volume X, pages 201-250 - Repaired LaTeX Slice.pdf",reader,32,32,10.91,10.91,10.91,10.91,10.91,0.0,595x842,False,,393891
classical,"Cayley - Collected Mathematical Papers, Volume XI, pages 001-025 - Repaired LaTeX Slice.pdf",reader,19,15,10.91,9.96,10.91,9.96,11.96,2.0,468x684,False,inconsistent-page-font-size,328484
classical,"Cayley - Collected Mathematical Papers, Volume XI, pages 051-100 - Repaired LaTeX Slice.pdf",reader,35,33,11.96,11.96,11.96,10.06,11.96,1.9,468x684,False,inconsistent-page-font-size,404819
classical,"Cayley - Collected Mathematical Papers, Volume XI, pages 201-225 - Repaired LaTeX Slice.pdf",reader,20,20,10.91,8.97,10.91,8.97,10.91,1.94,595x842,False,inconsistent-page-font-size,363913
classical,"Cayley - Collected Mathematical Papers, Volume XI, pages 451-500 - Repaired LaTeX Slice.pdf",reader,95,94,11.96,11.9,12.03,10.06,12.07,2.01,468x684,False,inconsistent-page-font-size,535527
classical,"Cayley - Collected Mathematical Papers, Volume XII, pages 001-025 - Repaired LaTeX Slice.pdf",reader,21,18,9.96,9.96,9.96,9.96,10.91,0.95,595x842,False,,256163
classical,"Cayley - Collected Mathematical Papers, Volume XII, pages 026-050 - Repaired LaTeX Slice.pdf",reader,25,25,10.91,10.91,10.91,10.91,10.91,0.0,595x842,False,,229254
classical,"Cayley - Collected Mathematical Papers, Volume XII, pages 101-125 - Repaired LaTeX Slice.pdf",reader,20,20,10.91,10.91,10.91,10.91,10.91,0.0,595x842,False,,330807
classical,"Cayley - Collected Mathematical Papers, Volume XIII, pages 001-025 - Repaired LaTeX Slice.pdf",reader,18,18,10.91,10.91,10.91,10.91,14.35,3.44,595x842,False,inconsistent-page-font-size,306806
classical,"Cayley - Collected Mathematical Papers, Volume XIII, pages 026-050 - Repaired LaTeX Slice.pdf",reader,26,26,10.91,10.91,10.91,10.91,14.35,3.44,595x842,False,inconsistent-page-font-size,332719
classical,"Dedekind - Gesammelte Mathematische Werke, Band I.pdf",reader,312,312,11.96,11.96,11.96,11.96,11.96,0.0,595x842,False,,2475123
classical,"Dedekind - Gesammelte Mathematische Werke, Band II.pdf",reader,304,300,11.96,9.0,11.96,9.0,14.35,5.35,595x842,False,inconsistent-page-font-size;wide-font-size-spread,1853022
classical,"Dedekind - Gesammelte Mathematische Werke, Band III.pdf",reader,354,353,11.96,11.96,11.96,9.96,11.96,2.0,595x842,False,inconsistent-page-font-size,2790002
classical,Dirichlet - Selected Works.pdf,reader,241,238,11.96,11.96,11.96,10.91,11.96,1.05,595x842,False,,1776322
author_cluster,00 Reader PDF - Minkowski - Gesammelte Abhandlungen Volume II - Selected Papers.pdf,reader,333,305,10.91,10.91,11.96,9.96,11.96,2.0,439x666; 595x842,False,inconsistent-page-font-size;mixed-page-sizes,1805453
author_cluster,01 Reader PDF - Hecke - Vorlesungen ueber die Theorie der algebraischen Zahlen.pdf,reader,184,174,11.96,11.96,11.96,11.96,11.96,0.0,595x842,False,,1233127
author_cluster,02 Reader PDF - Landau - Elementary Number Theory.pdf,reader,243,200,10.91,10.91,11.96,7.97,11.96,3.99,432x648; 595x842; 612x792,False,inconsistent-page-font-size;mixed-page-sizes,1298513
author_cluster,03 Reader PDF - Steinitz - Algebraische Theorie der Koerper.pdf,reader,73,73,11.96,11.96,11.96,11.96,11.96,0.0,595x842,False,,506220
author_cluster,04 Reader PDF - Hensel - Zahlentheorie.pdf,reader,251,232,11.96,10.91,11.96,10.91,11.96,1.05,595x842,False,,1400875
author_cluster,05 Reader PDF - Oka - Analytic Functions of Several Variables I-X.pdf,reader,141,124,10.91,10.91,10.91,8.97,10.91,1.94,432x648; 595x842,False,inconsistent-page-font-size;mixed-page-sizes,931217
author_cluster,06 Reader PDF - Hausdorff - Set Theory.pdf,reader,413,397,10.91,10.91,11.96,8.97,11.96,2.99,420x595; 432x648; 441x666,False,inconsistent-page-font-size;mixed-page-sizes,1742982
author_cluster,07 Reader PDF - Grassmann - Ausdehnungslehre and Related Works.pdf,reader,613,586,10.91,10.91,11.96,8.97,11.96,2.99,432x648; 595x842; 612x792,False,inconsistent-page-font-size;mixed-page-sizes,2361597
author_cluster,08 Reader PDF - Hausdorff - Mengenlehre and Descriptive Set Theory Writings.pdf,reader,675,599,11.96,10.91,11.96,8.97,14.35,5.38,482x680; 595x842,False,inconsistent-page-font-size;mixed-page-sizes,3898738
author_cluster,09 Reader PDF - Killing - Transformationsgruppen.pdf,reader,12,12,11.96,11.96,11.96,11.96,11.96,0.0,595x842,False,,112962
gauss,"00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Working Edition.pdf",reader,260,260,11.96,11.96,11.96,10.91,11.96,1.05,595x842,False,,2172108
gauss,"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Working Edition.pdf",reader,300,294,11.96,11.96,11.96,9.96,14.35,4.39,595x842,False,inconsistent-page-font-size,1899604
gauss,"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Working Edition.pdf",reader,309,271,11.96,9.96,11.96,8.97,11.96,2.99,454x680; 595x842,False,inconsistent-page-font-size;mixed-page-sizes,87837320
gauss,"03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Working Edition.pdf",reader,326,316,11.96,9.96,11.96,9.56,14.35,4.79,551x740; 595x842,False,inconsistent-page-font-size;mixed-page-sizes,2830617
gauss,"04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Working Edition.pdf",reader,812,793,11.96,9.96,11.96,4.98,14.35,9.37,468x720; 595x842,False,inconsistent-page-font-size;mixed-page-sizes,10085858
gauss,"05 Carl Friedrich Gauss - Werke, Band VII - Modern LaTeX Working Edition.pdf",reader,476,459,11.96,9.96,11.96,9.96,11.96,2.0,359x454; 482x709; 595x842,False,inconsistent-page-font-size;mixed-page-sizes,2836892
gauss,"06 Carl Friedrich Gauss - Werke, Band XI Part I - Modern LaTeX Working Edition.pdf",reader,331,327,11.96,10.91,11.96,9.96,11.96,2.0,595x842,False,inconsistent-page-font-size,2232327
gauss,07 Carl Friedrich Gauss - Individual Papers - Modern LaTeX Working Edition.pdf,reader,247,247,11.96,11.96,11.96,11.96,11.96,0.0,595x842,False,,1879835
