branch,root,classification,files,bytes,zip_files,pdf_files,tex_files,md_files,csv_files,json_files
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-0bf2ae1d-persianate-tajik-source-gap-return-20260707,uploader transfer/provenance package,18,31967,0,0,0,2,14,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-58566b83-7b77-eb15-branch-visibility-audit-20260706,interlanguage method/provenance package,17,31309,0,0,0,1,14,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-relation-function-support-e29c04c4-source-use-fable-b059-recovery-20260707,uploader transfer/provenance package,16,29470,0,0,0,2,12,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-relation-function-support-761bec88-0b6a-heartbeat-source-use-adverse-recovery-20260707,uploader transfer/provenance package,15,28498,0,0,0,2,11,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-relation-function-support-761bec88-09a8-source-use-adverse-recovery-20260707,uploader transfer/provenance package,15,28474,0,0,0,2,11,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-relation-function-support-761bec88-09a8-repeat-dedup-blocker-recovery-20260707,uploader transfer/provenance package,15,28461,0,0,0,2,11,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-relation-function-support-b95298e7-source-use-adverse-systemerror-recovery-20260707,uploader transfer/provenance package,15,28458,0,0,0,2,11,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-relation-function-support-91556cc1-source-use-fable-boundary-continuation-20260707,uploader transfer/provenance package,15,28424,0,0,0,2,11,1
origin/codex/noether-pc-20260629,uploader-transfer/r9-africa-horn-west-c0cb1db1-heartbeat-instruction-recovery-20260707,uploader transfer/provenance package,14,27958,0,0,0,3,9,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-2bbebc4e-review-boundary-02f-route-20260707,uploader transfer/provenance package,15,27924,0,0,0,3,10,1
origin/codex/noether-pc-20260629,uploader-transfer/slavic-canonical-baseline-ac6b40f4-live-frontier-delta-watcher-20260707,uploader transfer/provenance package,19,27837,0,0,0,4,13,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-0bf2ae1d-review-boundary-a9c-route-20260707,uploader transfer/provenance package,15,27321,0,0,0,3,10,1
origin/codex/noether-pc-20260629,uploader-transfer/r6-2bd3e449-same-frontier-cross-lane-dedup-20260707,uploader transfer/provenance package,12,27093,0,0,0,2,9,0
origin/codex/noether-pc-20260629,coordination/non-slavic-core-a55a9d0f-r3-r6-accounting-refresh-route-20260707,coordination/log package,13,27003,0,0,0,2,9,1
origin/codex/noether-pc-20260629,uploader-transfer/r9-africa-horn-west-6034c6b4-frontier-advance-recovery-20260707,uploader transfer/provenance package,16,26628,0,0,0,3,11,1
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-28019a34-frontier-correction-child-accounting-20260707,uploader transfer/provenance package,14,26553,0,0,0,2,10,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-2c2df6b0-review-boundary-698-route-20260707,uploader transfer/provenance package,15,26267,0,0,0,3,10,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-732e9d62-r6-b63-source-start-route-20260706,coordination/log package,9,25695,0,0,0,2,5,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-7108987c-r6-8e-source-start-refresh-route-20260706,coordination/log package,12,25587,0,0,0,2,8,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-2bbdbfe5-r3-8b-source-use-gap-audit-route-20260706,coordination/log package,12,25534,0,0,0,2,8,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-a9adba84-54c-branch-visibility-correction-20260706,coordination/log package,10,25529,0,0,0,2,6,1
origin/codex/noether-pc-20260629,uploader-transfer/slavic-canonical-baseline-1fa37d6d-live-frontier-delta-watcher-20260707,uploader transfer/provenance package,19,25323,0,0,0,4,13,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-2bbdbfe5-eight-lane-source-gate-accounting-20260706,coordination/log package,10,24327,0,0,0,2,6,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-b4660802-d8f-drift-artifact-intake-review-accounting-20260707,uploader transfer/provenance package,13,24067,0,0,0,2,9,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-46c03ed5-8466-39845-branch-visibility-note-20260706,coordination/log package,7,24001,0,0,0,1,4,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-relation-function-support-6034c6b4-reviewer-return-accounting-recovery-20260707,uploader transfer/provenance package,13,23830,0,0,0,2,9,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-5838ea80-review-boundary-e084-route-20260707,uploader transfer/provenance package,15,23791,0,0,0,3,10,1
origin/codex/noether-pc-20260629,uploader-transfer/r9-africa-horn-west-9737e10c-r7-inbound-idle-recovery-20260707,uploader transfer/provenance package,14,23633,0,0,0,3,9,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-49d0983c-review-boundary-a942-route-20260707,uploader transfer/provenance package,15,23515,0,0,0,3,10,1
origin/codex/noether-pc-20260629,uploader-transfer/r7-malay-sea-pacific-28019a34-live-branch-drift-after-944-local-returns-boundary-20260707,uploader transfer/provenance package,7,23399,0,0,0,1,4,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-61f213fa-review-boundary-9f-package-visibility-20260707,uploader transfer/provenance package,15,23372,0,0,0,3,10,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-8e839c49-dcb2-branch-visibility-confirmation-20260706,coordination/log package,10,23363,0,0,0,2,6,1
origin/codex/noether-pc-20260629,uploader-transfer/interlanguage-fable-c0cb1db1-source-canon-upload-prep-heartbeat-20260707,uploader transfer/provenance package,15,23336,0,0,0,4,5,5
origin/codex/noether-pc-20260629,uploader-transfer/cjk-source-evidence-draft-lane-761bec88-dedup-idle-stale-recovery-20260707,uploader transfer/provenance package,8,23127,0,0,0,1,5,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-0f4707ef-r6-branch-visibility-route-20260706,coordination/log package,9,22852,0,0,0,2,5,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-b63d1b97-r3-8466-branch-visibility-20260706,coordination/log package,9,22654,0,0,0,2,5,1
origin/codex/noether-pc-20260629,uploader-transfer/slavic-canonical-baseline-a55a9d0f-live-frontier-delta-watcher-20260707,uploader transfer/provenance package,19,22312,0,0,0,4,13,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-39845e69-r6-8466-branch-visibility-20260706,coordination/log package,10,22167,0,0,0,3,5,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-7a7576c3-post-ef53-recovery-accounting-20260706,uploader transfer/provenance package,13,21925,0,0,0,2,9,1
origin/codex/noether-pc-20260629,uploader-transfer/r6-81db4ba9-active-url-access-check-20260706,uploader transfer/provenance package,11,21802,0,0,0,2,8,0
origin/codex/noether-pc-20260629,uploader-transfer/olp-relation-function-support-b95298e7-review-boundary-systemerror-recovery-20260707,uploader transfer/provenance package,13,21443,0,0,0,2,9,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-58566b83-r3-eb15-context-boundary-route-20260706,coordination/log package,11,21374,0,0,0,3,6,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-relation-function-support-28019a34-local-returns-reviewer-boundary-accounting-20260707,uploader transfer/provenance package,13,20866,0,0,0,2,9,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-relation-function-support-45250d8f-review-boundary-accounting-20260707,uploader transfer/provenance package,13,20849,0,0,0,2,9,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-c033f393-18b-1fa-branch-visibility-20260707,coordination/log package,11,20329,0,0,0,2,7,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-faa2c330-five-hour-token-reset-recovery-audit-20260706,interlanguage method/provenance package,13,20282,0,0,0,1,10,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-25b9a6df-arabic-rtl-child-route-20260707,coordination/log package,11,20256,0,0,0,3,6,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-relation-function-support-e29c04c4-frontier-correction-review-boundary-20260707,uploader transfer/provenance package,14,19949,0,0,0,2,10,1
origin/codex/noether-pc-20260629,coordination/olp-2bbdbfe5-review-only-accounting-refresh-20260706,coordination/log package,12,19873,0,0,0,2,8,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-relation-function-support-91556cc1-frontier-correction-review-boundary-20260707,uploader transfer/provenance package,14,19811,0,0,0,2,10,1
origin/codex/noether-pc-20260629,uploader-transfer/r6-1a823d4a-accounting-refresh-after-coordinator-scan-20260707,uploader transfer/provenance package,14,19806,0,0,0,4,9,0
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-b95298e7-systemerror-recovery-queue-20260707,uploader transfer/provenance package,15,19804,0,0,0,2,11,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/slavic-faa2c330-authority-ethics-recovery-audit-20260706,interlanguage method/provenance package,13,19788,0,0,0,5,7,0
origin/codex/noether-pc-20260629,coordination/non-slavic-core-faa2c330-r6-source-start-route-20260706,coordination/log package,9,19006,0,0,0,2,5,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-eb15c5dd-732b-r6-context-boundary-audit-20260706,interlanguage method/provenance package,11,17507,0,0,0,1,8,1
origin/codex/noether-pc-20260629,uploader-transfer/r6-9bbcb11b-source-corpus-direct-zip-read-20260706,uploader transfer/provenance package,13,17213,0,0,0,2,10,0
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706,interlanguage method/provenance package,15,17185,0,0,0,1,12,1
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-2c2df6b0-r7-child-return-route-20260707,uploader transfer/provenance package,14,16967,0,0,0,2,10,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-b63d1b97-mutual-wake-source-gate-resweep-20260706,coordination/log package,9,16937,0,0,0,2,5,1
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-8be81510-mutual-wake-dispatch-20260706,uploader transfer/provenance package,7,16777,0,0,0,1,4,1
origin/codex/noether-pc-20260629,SESSION_LOGBOOK_20260705.md,root/support or legacy file,1,16749,0,0,0,1,0,0
origin/codex/noether-pc-20260629,interlanguage-sidecar/coordination,interlanguage method/provenance package,4,15588,0,0,0,4,0,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-25b9a6df-idle-recovery-reverify-20260707,uploader transfer/provenance package,12,15290,0,0,0,2,9,0
origin/codex/noether-pc-20260629,uploader-transfer/r9-africa-horn-west-761bec88-arabic-inbound-wake-recovery-20260707,uploader transfer/provenance package,12,14949,0,0,0,3,7,1
origin/codex/noether-pc-20260629,uploader-transfer/olp-0bf2ae1d-persianate-tajik-carryforward-recheck-20260707,uploader transfer/provenance package,11,14556,0,0,0,1,8,1
origin/codex/noether-pc-20260629,uploader-transfer/r9-africa-horn-west-c033f393-frontier-observation-20260707,uploader transfer/provenance package,11,14351,0,0,0,3,6,1
origin/codex/noether-pc-20260629,uploader-transfer/r7-malay-sea-pacific-761bec88-same-frontier-dedup-reverify-20260707,uploader transfer/provenance package,11,14206,0,0,0,2,7,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/r3-2bd3e449-same-frontier-idle-recovery-source-use-gap-20260707,interlanguage method/provenance package,12,14180,0,0,0,1,9,1
origin/codex/noether-pc-20260629,uploader-transfer/r6-d8fdb95a-idle-recovery-reverify-20260707,uploader transfer/provenance package,12,13656,0,0,0,2,9,0
origin/codex/noether-pc-20260629,interlanguage-sidecar/r3-1a823d4a-same-frontier-idle-recovery-source-use-gap-20260707,interlanguage method/provenance package,11,13089,0,0,0,1,8,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-4065f6a4-c033-branch-visibility-confirmation-20260707,coordination/log package,11,12893,0,0,0,2,7,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-faa2c330-cjk-draft-mutual-wake-route-20260706,coordination/log package,8,12450,0,0,0,1,5,1
origin/codex/noether-pc-20260629,uploader-transfer/slavic-canonical-baseline-9737e10c-heartbeat-refresh-recovery-20260707,uploader transfer/provenance package,13,11836,0,0,0,3,8,1
origin/codex/noether-pc-20260629,00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md,root/support or legacy file,1,11778,0,0,0,1,0,0
origin/codex/noether-pc-20260629,uploader-transfer/olp-relation-function-support-b95298e7-consolidated-recovery-index-20260707,uploader transfer/provenance package,11,11599,0,0,0,4,5,1
origin/codex/noether-pc-20260629,uploader-transfer/r9-africa-horn-west-1fa37d6d-frontier-observation-20260707,uploader transfer/provenance package,10,11372,0,0,0,3,5,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-e0d0eae2-cf4e-supersession-audit-20260706,interlanguage method/provenance package,8,10863,0,0,0,1,5,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-d8fdb95a-7a-manifest-refresh-route-20260707,coordination/log package,10,10528,0,0,0,3,5,1
origin/codex/noether-pc-20260629,coordination/OTHER_PC_SESSION_MANAGER_AND_LOGBOOK_DIRECTIVE_20260705.md,coordination/log package,1,9134,0,0,0,1,0,0
origin/codex/noether-pc-20260629,coordination/non-slavic-core-4065f6a4-r9-systemerror-dedup-recovery-route-20260707,coordination/log package,10,8746,0,0,0,2,6,1
origin/codex/noether-pc-20260629,OTHER_AI_UPLOAD_EVERY_LATEX_FILE_NOW_20260705.md,root/support or legacy file,1,8559,0,0,0,1,0,0
origin/codex/noether-pc-20260629,FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,root/support or legacy file,1,8476,0,0,0,1,0,0
origin/codex/noether-pc-20260629,coordination/FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,coordination/log package,1,8476,0,0,0,1,0,0
origin/codex/noether-pc-20260629,interlanguage-sidecar/FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,interlanguage method/provenance package,1,8476,0,0,0,1,0,0
origin/codex/noether-pc-20260629,noether-slavic-handoff/FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,Noether Slavic handoff package,1,8476,0,0,0,1,0,0
origin/codex/noether-pc-20260629,noether-slavic-source-canon/FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,Noether Slavic source-canon package,1,8476,0,0,0,1,0,0
origin/codex/noether-pc-20260629,noether-source-corpus-provenance/FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,Noether source-corpus provenance package,1,8476,0,0,0,1,0,0
origin/codex/noether-pc-20260629,uploader-transfer/cjk-native-source-evidence-b95298e7-systemerror-readback-recovery-20260707,uploader transfer/provenance package,9,7839,0,0,0,3,4,1
origin/codex/noether-pc-20260629,DISPATCH_EXACT_SESSION_GOALS_20260705.md,root/support or legacy file,1,7654,0,0,0,1,0,0
origin/codex/noether-pc-20260629,sources/author-cluster,legacy/source mirror package,3,6419,0,0,0,2,0,1
origin/codex/noether-pc-20260629,.github,root/support or legacy file,6,6283,0,0,0,4,0,0
origin/codex/noether-pc-20260629,session-pursued-goals,root/support or legacy file,13,5298,0,0,0,13,0,0
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-2bbdbfe5-mutual-wake-relay-dedup-20260706,interlanguage method/provenance package,7,4802,0,0,0,1,4,1
origin/codex/noether-pc-20260629,AGENTS.md,root/support or legacy file,1,4687,0,0,0,1,0,0
origin/codex/noether-pc-20260629,CURRENT_OUTPUT_STATE.md,root/support or legacy file,1,4655,0,0,0,1,0,0
origin/codex/noether-pc-20260629,OTHER_AI_UPLOAD_ALL_LATEX_SOURCE_BODIES_NOW_20260704.md,root/support or legacy file,1,4591,0,0,0,1,0,0
origin/codex/noether-pc-20260629,coordination/TO_OTHER_AI_LATEX_SOURCE_DIRECTIVE_20260705.md,coordination/log package,1,4459,0,0,0,1,0,0
origin/codex/noether-pc-20260629,ACTIVE_SESSIONS.md,root/support or legacy file,1,4428,0,0,0,1,0,0
origin/codex/noether-pc-20260629,READ_THIS_FIRST_OTHER_PC_BRANCH_RESET_20260705.md,root/support or legacy file,1,4386,0,0,0,1,0,0
origin/codex/noether-pc-20260629,coordination/READ_THIS_FIRST_OTHER_PC_BRANCH_RESET_20260705.md,coordination/log package,1,4386,0,0,0,1,0,0
origin/codex/noether-pc-20260629,interlanguage-sidecar/READ_THIS_FIRST_OTHER_PC_BRANCH_RESET_20260705.md,interlanguage method/provenance package,1,4386,0,0,0,1,0,0
origin/codex/noether-pc-20260629,noether-slavic-handoff/READ_THIS_FIRST_OTHER_PC_BRANCH_RESET_20260705.md,Noether Slavic handoff package,1,4386,0,0,0,1,0,0
origin/codex/noether-pc-20260629,SIBLING_TASKS.md,root/support or legacy file,1,4321,0,0,0,1,0,0
origin/codex/noether-pc-20260629,SOURCE_BODY_UPLOAD_QUEUE.md,root/support or legacy file,1,4116,0,0,0,1,0,0
origin/codex/noether-pc-20260629,00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,root/support or legacy file,1,4083,0,0,0,1,0,0
origin/codex/noether-pc-20260629,coordination/OTHER_PC_ACTIVE_DISPATCH_BOARD_20260705.md,coordination/log package,1,3074,0,0,0,1,0,0
origin/codex/noether-pc-20260629,interlanguage-sidecar/UPLOAD_ALL_LATEX_SOURCE_BODIES_NOW_20260705.md,interlanguage method/provenance package,1,3038,0,0,0,1,0,0
origin/codex/noether-pc-20260629,OTHER_AI_IMMEDIATE_LATEX_SOURCE_BODY_DIRECTIVE_20260704.md,root/support or legacy file,1,3004,0,0,0,1,0,0
origin/codex/noether-pc-20260629,OTHER_AI_NATIVE_TEX_CORPUS_REQUIREMENT_20260705.md,root/support or legacy file,1,2828,0,0,0,1,0,0
origin/codex/noether-pc-20260629,coordination/r3-faa2c330-romance-mutual-wake-relay-20260706,coordination/log package,5,2610,0,0,0,1,2,1
origin/codex/noether-pc-20260629,noether-slavic-handoff/UPLOAD_ALL_LATEX_SOURCE_BODIES_NOW_20260705.md,Noether Slavic handoff package,1,2568,0,0,0,1,0,0
origin/codex/noether-pc-20260629,noether-source-corpus-provenance/UPLOAD_ALL_LATEX_SOURCE_BODIES_NOW_20260705.md,Noether source-corpus provenance package,1,2568,0,0,0,1,0,0
origin/codex/noether-pc-20260629,sources/UPLOAD_ALL_LATEX_SOURCE_BODIES_NOW_20260705.md,legacy/source mirror package,1,2568,0,0,0,1,0,0
origin/codex/noether-pc-20260629,interlanguage-sidecar/OTHER_AI_DIRECTIVE_LATEX_SOURCE_ANCHORS_20260705.md,interlanguage method/provenance package,1,2421,0,0,0,1,0,0
origin/codex/noether-pc-20260629,coordination/URGENT_OTHER_AI_UPLOAD_CANONICAL_LATEX_SOURCE_ANCHORS_NOW_20260705T091603.md,coordination/log package,1,2261,0,0,0,1,0,0
origin/codex/noether-pc-20260629,interlanguage-sidecar/OTHER_PC_ACTIVE_DISPATCH_BOARD_20260705.md,interlanguage method/provenance package,1,2188,0,0,0,1,0,0
origin/codex/noether-pc-20260629,CONTRIBUTING.md,root/support or legacy file,1,2185,0,0,0,1,0,0
origin/codex/noether-pc-20260629,ARCHIVE_MAINTENANCE_REVIEW_R9_PAYLOAD_20260705.md,root/support or legacy file,1,2102,0,0,0,1,0,0
origin/codex/noether-pc-20260629,coordination/URGENT_OTHER_AI_UPLOAD_ALL_LATEX_NOW_20260705T061558.md,coordination/log package,1,2052,0,0,0,1,0,0
origin/codex/noether-pc-20260629,coordination/URGENT_OTHER_AI_UPLOAD_ALL_LATEX_NOW_20260705T055301.md,coordination/log package,1,2045,0,0,0,1,0,0
origin/codex/noether-pc-20260629,OTHER_AI_COLLECT_NATIVE_SLAVIC_TEX_SOURCE_BODIES_NOW_20260705.md,root/support or legacy file,1,2024,0,0,0,1,0,0
origin/codex/noether-pc-20260629,UPLOAD_ALL_LATEX_SOURCE_BODIES_NOW_20260705.md,root/support or legacy file,1,1901,0,0,0,1,0,0
origin/codex/noether-pc-20260629,coordination/UPLOAD_ALL_LATEX_SOURCE_BODIES_NOW_20260705.md,coordination/log package,1,1901,0,0,0,1,0,0
origin/codex/noether-pc-20260629,noether-slavic-source-canon/UPLOAD_ALL_LATEX_SOURCE_BODIES_NOW_20260705.md,Noether Slavic source-canon package,1,1901,0,0,0,1,0,0
origin/codex/noether-pc-20260629,coordination/URGENT_OTHER_AI_UPLOAD_EVERY_LATEX_FILE_20260705T070233.md,coordination/log package,1,1849,0,0,0,1,0,0
origin/codex/noether-pc-20260629,HEARTBEAT_20260705.md,root/support or legacy file,1,1821,0,0,0,1,0,0
origin/codex/noether-pc-20260629,coordination/URGENT_OTHER_AI_UPLOAD_ALL_LATEX_SOURCES_20260705T073745.md,coordination/log package,1,1740,0,0,0,1,0,0
origin/codex/noether-pc-20260629,YOU_READ_ONE_LINE_READ_ALL_OF_THIS_20260705.md,root/support or legacy file,1,1707,0,0,0,1,0,0
origin/codex/noether-pc-20260629,coordination/URGENT_OTHER_AI_UPLOAD_ALL_LATEX_NOW_20260705T_NOW.md,coordination/log package,1,1699,0,0,0,1,0,0
origin/codex/noether-pc-20260629,coordination/URGENT_OTHER_AI_UPLOAD_EVERY_LATEX_SOURCE_FILE_NOW_20260705T093206.md,coordination/log package,1,1597,0,0,0,1,0,0
origin/codex/noether-pc-20260629,coordination/URGENT_OTHER_AI_UPLOAD_ALL_LATEX_SOURCES_EVERYWHERE_20260705.md,coordination/log package,1,1507,0,0,0,1,0,0
origin/codex/noether-pc-20260629,coordination/URGENT_OTHER_AI_UPLOAD_EVERY_LATEX_FILE_FOUND_ON_INTERNET_20260705.md,coordination/log package,1,1332,0,0,0,1,0,0
origin/codex/noether-pc-20260629,coordination/OTHER_PC_BRANCH_BOUNDARY_DO_NOT_TOUCH_MAIN_20260705.md,coordination/log package,1,1233,0,0,0,1,0,0
origin/codex/noether-pc-20260629,coordination/URGENT_OTHER_AI_UPLOAD_EVERY_LATEX_FILE_EVER_FOUND_20260705T101338.md,coordination/log package,1,1125,0,0,0,1,0,0
origin/codex/noether-pc-20260629,coordination/URGENT_OTHER_AI_UPLOAD_EVERY_LATEX_SOURCE_FILE_NOW_20260705T100013.md,coordination/log package,1,997,0,0,0,1,0,0
origin/codex/noether-pc-20260629,coordination/acks,coordination/log package,1,984,0,0,0,1,0,0
origin/codex/noether-pc-20260629,interlanguage-sidecar/OTHER_PC_SESSION_MANAGER_AND_LOGBOOK_DIRECTIVE_20260705.md,interlanguage method/provenance package,1,970,0,0,0,1,0,0
origin/codex/noether-pc-20260629,coordination/URGENT_OTHER_AI_UPLOAD_EVERY_LATEX_SOURCE_BODY_20260705T111935.md,coordination/log package,1,949,0,0,0,1,0,0
origin/codex/noether-pc-20260629,.gitattributes,root/support or legacy file,1,932,0,0,0,0,0,0
origin/codex/noether-pc-20260629,coordination/SESSION_STATE_AND_DISPATCH_TEMPLATE_20260705.md,coordination/log package,1,873,0,0,0,1,0,0
origin/codex/noether-pc-20260629,LICENSE,root/support or legacy file,1,718,0,0,0,0,0,0
origin/codex/noether-pc-20260629,CITATION.cff,root/support or legacy file,1,675,0,0,0,0,0,0
origin/codex/noether-pc-20260629,NEXT_PUSH_MUST_BE_PAYLOAD_OR_IT_WILL_BE_RESET_20260705.md,root/support or legacy file,1,661,0,0,0,1,0,0
origin/codex/noether-pc-20260629,00_SET_ACTIVE_GOAL_NOW.md,root/support or legacy file,1,559,0,0,0,1,0,0
origin/codex/noether-pc-20260629,.gitignore,root/support or legacy file,1,162,0,0,0,0,0,0
