"scope_coordinate_type","current_rescribe_idx_or_scope","printed_volume_page_or_scope","source_pdf_page_or_scope","highres_pdf_page_or_scope","source_term_or_notation","accepted_english_or_tex","rejected_choice","rationale","location_or_indices","authority_status","coordinate_note","source_ledger"
"current_rescribe_idx","658","645","648","659","comportement fonctoriel","functorial behavior","functoriality","preserves the proposition title's emphasis","658","FRENCH_CONTROL_CERTIFIED_FOR_SCOPE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx647_665/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","664","651","654","665","cohomologie etale","etale cohomology","l-adic cohomology everywhere","the displayed construction is specifically etale and then l-adic after the limit","664","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx647_665/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","666","653","656","667","faisceau","sheaf","module","Use the established SGA English mathematical term except inside fixed phrases such as locally free module.","666","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","666","653","656","667","faisceau inversible","invertible sheaf","line bundle","Match the SGA1--4 control vocabulary and preserve the source's sheaf-level phrasing.","666","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","666","653","656","667","polynome de Hilbert","Hilbert polynomial","Hilbert function","The displayed expression is explicitly polynomial.","666","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","666","653","656","667","p-regulier","p-regular","p-regularized","Castelnuovo--Mumford terminology.","666","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","666","653","656","667","(b)-faisceau","(b)-sheaf","bounded sheaf","This is a defined technical term and is not synonymous with boundedness.","666","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","669","656","659","670","section generale","general section","generic section","The source uses quotation marks and means a sufficiently general choice rather than a generic-point object.","669","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","669","656","659","670","question de profondeur","a depth question","a question of profundity","Technical commutative-algebra sense.","669","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","671","658","661","672","fibres","fibers","fibres","US house style requested for the English/Germanic lane.","671","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","671","658","661","672","famille limitee","bounded family","limited family","Established algebraic-geometry idiom; rejects literal inherited wording.","671","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","671","658","661","672","k-cycle positif special","special positive k-cycle","special effective k-cycle","The source explicitly defines a k-scheme object and calls it positive; do not substitute cycle-class terminology.","671","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","673","660","663","674","cycle premier associe immerge","embedded associated prime cycle","embedded prime component","Literal source structure retained because it is part of the appendix's defined filtration language.","673","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","674","661","664","675","racine d'un ideal","radical of an ideal","root of an ideal","Standard commutative-algebra term.","674","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","675","662","665","676","equivalence numerique","numerical equivalence","numeric equivalence","Standard intersection-theory term.","675","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","675","662","665","676","forme d'intersection","intersection form","intersection pairing","Form is retained where signature and nondegeneracy are asserted.","675","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","675","662","665","676","non-degeneree","nondegenerate","non-degenerated","Standard English adjective.","675","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","676","663","666","677","localement principale","locally principal","locally a principal divisor","The source statement concerns the curve as a locally principal closed subscheme.","676","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","677","664","667","678","eclatement","blow-up","blowing-up morphism","Established house term and concise noun form.","677","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","680","667","670","681","topos localement annele","locally ringed topos","locally ringed space","Topos is essential and must not be weakened.","680","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","680","667","670","681","puissance exterieure","exterior power","external power","Standard functor terminology.","680","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","680--681","667--668","670--671","681--682","derived exterior-power symbol","lowercase widehat lambda","capital widehat Lambda","Targeted 300-dpi high-resolution checks show a lowercase lambda throughout Expose XIV 1; follow the scan rather than the provisional workpass.","680--681","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","680","667","670","681","non additif","nonadditive","not additive","Compact technical adjective used by SGA English controls.","680","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","680","667","670","681","complexe pseudo-coherent","pseudo-coherent complex","pseudocoherent complex","Hyphenated house style.","680","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","681","668","671","682","module semi-simplicial","semisimplicial module","semi-simplicial module","Compact modern spelling used consistently within this tranche.","681","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","681","668","671","682","complexe cotangent relatif","relative cotangent complex","relative differential complex","Standard derived-algebraic-geometry term; source notation T_f retained.","681","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","682","669","672","683","morphisme d'intersection complete","complete-intersection morphism","local complete intersection morphism","The source says intersection complete here; do not silently strengthen or modernize the terminology.","682","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","682","669","672","683","faisceau conormal","conormal sheaf","normal sheaf","N is conormal; formulas therefore use its dual check N where the scan does.","682","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","683","670","673","684","filtration topologique","topological filtration","support filtration","Preserve the named filtration while explaining it is by codimension of supports.","683","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","684","671","674","685","anneau de Chow","Chow ring","cycle ring","Established term.","684","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","684","671","674","685","homomorphisme de Gysin","Gysin homomorphism","Gysin map","Homomorphism matches the source and the displayed cohomological map.","684","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","684","671","674","685","sans denominateurs","without denominators","denominator-free","Source's quoted phrase retained as the section title; denominator-free is used only descriptively if needed.","684","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","680","667","670","681","naif","naive","naive with diacritic","ASCII house spelling in English prose and notation.","680","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","677","664","667","678","ne soit pas numeriquement equivalent a H","not numerically equivalent to H","not numerically equivalent to zero","The scan wording is retained despite a mathematical caveat; inherited English silently changed it.","677","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx666_684/TERMINOLOGY_AND_REJECTED_CHOICES.csv"
"current_rescribe_idx","idx686 and idx692","673;679","676;682","687;693","filtration lambda","lambda-filtration","gamma-filtration","source explicitly uses lambda; gamma denotes a different map/operation here","idx686 and idx692","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"current_rescribe_idx","idx685--700","672--687","675--690","686--701","anneau de Chow","Chow ring","cycle ring","standard SGA/intersection-theory English and consistent with earlier volumes","idx685--700","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"current_rescribe_idx","idx698--699","685--686","688--689","699--700","classes de Chern à supports","Chern classes with supports","supported Chern classes as the sole running term","the source's construction is conventionally called with supports; supported is used only adjectivally in the formula ledger","idx698--699","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"current_rescribe_idx","idx685--702","672--689","675--692","686--703","faisceau inversible","invertible sheaf","line bundle everywhere","retains source/category language and earlier SGA English practice","idx685--702","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"current_rescribe_idx","idx693","680","683","694","schéma sans torsion","group without torsion","torsion-free group","quotation marks and source terminology describe the special root-theoretic property, not merely a torsion-free abstract group","idx693","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"current_rescribe_idx","idx694","681","684","695","image dans H^{2bullet}","image contained in H^{2\bullet}","image contained in H^2","scan has the bullet; H^2 is a workpass transcription error","idx694","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"current_rescribe_idx","idx694","681","684","695","g^3","g^3","g^2","scan identifies the first doubtful component as degree three","idx694","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"current_rescribe_idx","idx695","682","685","696","mu_ell^{otimes3}","\\mu_\\ell^{\\otimes3}","\\mu_2^{\\otimes3}; \\mathbf Z_\\ell(3)","both low and high scans show ell; workpass and inherited witnesses diverge","idx695","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"current_rescribe_idx","idx692","679","682","693","cl'(L)-1","\\cl'(L)-1","c_1(L)-1","source prime and class symbol are visible in scan","idx692","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"current_rescribe_idx","idx693","680","683","694","gamma in formula (4.9)","\\gamma","\\psi","formula refers back to gamma in diagram (4.1)","idx693","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"current_rescribe_idx","idx691","678","681","692","variété des drapeaux","flag variety","flag manifold","scheme-theoretic context over an arbitrary algebraically closed field","idx691","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"current_rescribe_idx","idx699","686","689","700","lemme de déplacement","moving lemma","displacement lemma","standard intersection-theory terminology","idx699","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"current_rescribe_idx","idx695","682","685","696","intersection complète","complete-intersection morphism","complete intersection map","matches earlier SGA technical vocabulary","idx695","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"current_rescribe_idx","idx689--690","676--677","679--680","690--691","faisceau conormal","conormal sheaf","normal bundle","the source explicitly uses the conormal object N","idx689--690","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"current_rescribe_idx","idx685 and idx696","672;683","675;686","686;697","classes modulo équivalence rationnelle","cycle classes modulo rational equivalence","rational cycle classes","avoids implying rational coefficients","idx685 and idx696","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"current_rescribe_idx","idx685--702","672--689","675--692","686--703","négligeant la torsion","modulo torsion / after neglecting torsion","over Q in every occurrence","the source sometimes states a quotient assertion rather than rationalization; preserve local force","idx685--702","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"current_rescribe_idx","idx700","687","690","701","item bibliographique [3]","R. Bott and H. Samelson, Amer. Journ. of Math., vol. 80, p. 1004 (1958)","expanded paper title and page range","scan prints only the abbreviated citation; additions would be external editorial enrichment","idx700","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"current_rescribe_idx","idx701","688","691","702","item [16] collection label","(SGA 6)","(SGA 4)","retain what the scan prints; flag historical concern for Claude/editorial resolution","idx701","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"current_rescribe_idx","idx701","688","691","702","item [17] author","U. Mausin","silent normalization to another spelling","retain source spelling pending an explicit editorial decision","idx701","AFTER_CERTIFIED_IDX662; PENDING_CLAUDE","Expanded from current-rescribe scope; exact row-by-row coordinates remain in PAGE_INDEX_LEDGER.csv.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"source_pdf_unindexed","","696","698","710","D(A_S)","subscript S retained in each occurrence","D(A) or flattened AS","subscript is visible and distinguishes the indexed category","sourcePDF698","UNINDEXED_OR_POSTCHECKPOINT; PENDING_CLAUDE","No current-rescribe idx; unindexed back matter uses printed=sourcePDF-2 and highresPDF=sourcePDF+12.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"source_pdf_unindexed","","696--698","698--700","710--712","parf variants","ordinary and underlined parf/f-parf/Y-parf forms","collapse to one unmarked form","the source prints paired typographic variants","sourcePDF698--700","UNINDEXED_OR_POSTCHECKPOINT; PENDING_CLAUDE","No current-rescribe idx; unindexed back matter uses printed=sourcePDF-2 and highresPDF=sourcePDF+12.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"source_pdf_unindexed","","696","698","710","vertical-bar symbol","E|","F|","scan letter is E","sourcePDF698","UNINDEXED_OR_POSTCHECKPOINT; PENDING_CLAUDE","No current-rescribe idx; unindexed back matter uses printed=sourcePDF-2 and highresPDF=sourcePDF+12.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"source_pdf_unindexed","","697","699","711","graded-map symbol","f_{gr}","gr","source includes f","sourcePDF699","UNINDEXED_OR_POSTCHECKPOINT; PENDING_CLAUDE","No current-rescribe idx; unindexed back matter uses printed=sourcePDF-2 and highresPDF=sourcePDF+12.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"source_pdf_unindexed","","697","699","711","formal-group symbols","\\widehat G_a and \\widehat G_g","plain a and g","hats and G are visible in scan","sourcePDF699","UNINDEXED_OR_POSTCHECKPOINT; PENDING_CLAUDE","No current-rescribe idx; unindexed back matter uses printed=sourcePDF-2 and highresPDF=sourcePDF+12.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"source_pdf_unindexed","","698","700","712","Picard identity-component symbol","underlined Pic^\\circ_{X/k}","plain Pic^\\circ_{X/k}","source underline is retained","sourcePDF700","UNINDEXED_OR_POSTCHECKPOINT; PENDING_CLAUDE","No current-rescribe idx; unindexed back matter uses printed=sourcePDF-2 and highresPDF=sourcePDF+12.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"source_pdf_unindexed","","699","701","713","structure-sheaf support","r^0_{\\mathcal O_{U\\times V}}","r^0_{\\mathcal O_{X\\times V}}","source first factor is U","sourcePDF701","UNINDEXED_OR_POSTCHECKPOINT; PENDING_CLAUDE","No current-rescribe idx; unindexed back matter uses printed=sourcePDF-2 and highresPDF=sourcePDF+12.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"source_pdf_unindexed","","700","702","714","completed augmentation symbol","1+\\widehat B^+","1+B^+","source includes the hat","sourcePDF702","UNINDEXED_OR_POSTCHECKPOINT; PENDING_CLAUDE","No current-rescribe idx; unindexed back matter uses printed=sourcePDF-2 and highresPDF=sourcePDF+12.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
"source_pdf_unindexed","","700","702","714","terminal notation","Z(x)","\\mathbb Z(x)","source letterform is ordinary Z and is the final printed entry","sourcePDF702","UNINDEXED_OR_POSTCHECKPOINT; PENDING_CLAUDE","No current-rescribe idx; unindexed back matter uses printed=sourcePDF-2 and highresPDF=sourcePDF+12.","agent_idx685_702/TERMINOLOGY_REJECTED_CHOICES.csv"
