"record_type","current_rescribe_idx","printed_volume_page","source_pdf_page","highres_pdf_page","expose_or_section","content_start_or_scope","content_end","source_basis","certification_status","physical_terminal","coordinate_note","source_ledger"
"indexed","653","640","643","654","XIII","Lemma 3.11 proof and Kummer diagram","","Current French workpass plus declared 702-page scan authority","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_THROUGH_IDX662","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx647_665/PAGE_SOURCE_MAP.csv"
"indexed","654","641","644","655","XIII","Remark 3.12; Theorem 3.13","","Current French workpass plus declared 702-page scan authority","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_THROUGH_IDX662","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx647_665/PAGE_SOURCE_MAP.csv"
"indexed","655","642","645","656","XIII","Theorem 3.13 proof","","Current French workpass plus declared 702-page scan authority","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_THROUGH_IDX662","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx647_665/PAGE_SOURCE_MAP.csv"
"indexed","656","643","646","657","XIII","ends Theorem 3.13; Section 4; 4.1; begins Lemma 4.2","","Current French workpass plus declared 702-page scan authority; targeted high-resolution corroboration","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_THROUGH_IDX662","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx647_665/PAGE_SOURCE_MAP.csv"
"indexed","657","644","647","658","XIII","Lemma 4.2 proof; Lemma 4.3; 4.4","","Current French workpass plus declared 702-page scan authority; targeted high-resolution corroboration","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_THROUGH_IDX662","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx647_665/PAGE_SOURCE_MAP.csv"
"indexed","658","645","648","659","XIII","Proposition 4.5","","Current French workpass plus declared 702-page scan authority","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_THROUGH_IDX662","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx647_665/PAGE_SOURCE_MAP.csv"
"indexed","659","646","649","660","XIII","Theorem 4.6 statement and proof","","Current French workpass plus declared 702-page scan authority","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_THROUGH_IDX662","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx647_665/PAGE_SOURCE_MAP.csv"
"indexed","660","647","650","661","XIII","Theorem 4.6 proof","","Current French workpass plus declared 702-page scan authority; targeted high-resolution corroboration","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_THROUGH_IDX662","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx647_665/PAGE_SOURCE_MAP.csv"
"indexed","661","648","651","662","XIII","Theorem 4.7 statement and proof","","Current French workpass plus declared 702-page scan authority","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_THROUGH_IDX662","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx647_665/PAGE_SOURCE_MAP.csv"
"indexed","662","649","652","663","XIII","ends Theorem 4.7 proof","","Current French workpass plus declared 702-page scan authority","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_THROUGH_IDX662","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx647_665/PAGE_SOURCE_MAP.csv"
"indexed","663","650","653","664","XIII","Remark 4.8; Section 5; Theorem 5.1","","Current French workpass plus declared 702-page scan authority","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx647_665/PAGE_SOURCE_MAP.csv"
"indexed","664","651","654","665","XIII","Theorem 5.1 proof; Proposition 5.2","","Current French workpass plus declared 702-page scan authority","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx647_665/PAGE_SOURCE_MAP.csv"
"indexed","665","652","655","666","XIII","Remark 5.3; complete Theorem 5.4 and proof","","Current French workpass plus declared 702-page scan authority","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx647_665/PAGE_SOURCE_MAP.csv"
"indexed","666","653","656","667","XIII Appendix","6. Appendix: study of (b)-sheaves","Moreover N enters only into the calculation of M_1","Provisional current French workpass alignment; declared 702-page scan authority; high-resolution witness corroboration","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx666_684/PAGE_INDEX_LEDGER.csv"
"indexed","667","654","657","668","XIII Appendix","Indeed take m=P_{r-1}(c_0,...,c_{r-1})","Theorem 6.4 first exact diagram","Provisional current French workpass alignment; declared 702-page scan authority; high-resolution witness corroboration","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx666_684/PAGE_INDEX_LEDGER.csv"
"indexed","668","655","658","669","XIII Appendix","Since chi(G(n))=sum a_{i+1} binomial","Lemma 6.5 first exact diagram","Provisional current French workpass alignment; declared 702-page scan authority; high-resolution witness corroboration","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx666_684/PAGE_INDEX_LEDGER.csv"
"indexed","669","656","659","670","XIII Appendix","Since s>=1 one has G' nonzero","G'=G_{q-1} (a depth question)","Provisional current French workpass alignment; declared 702-page scan authority; high-resolution witness corroboration","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx666_684/PAGE_INDEX_LEDGER.csv"
"indexed","670","657","660","671","XIII Appendix","Suppose q=1","Theorem 6.7 proof ending with F_q in place of F","Provisional current French workpass alignment; declared 702-page scan authority; high-resolution witness corroboration","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx666_684/PAGE_INDEX_LEDGER.csv"
"indexed","671","658","661","672","XIII Appendix","Corollary 6.8 (Grothendieck)","Lemma 6.10 statement","Provisional current French workpass alignment; declared 702-page scan authority; high-resolution witness corroboration","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx666_684/PAGE_INDEX_LEDGER.csv"
"indexed","672","659","662","673","XIII Appendix","Indeed view X in P^N_k","Corollary 6.11(ii) bounded-family statement","Provisional current French workpass alignment; declared 702-page scan authority; high-resolution witness corroboration","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx666_684/PAGE_INDEX_LEDGER.csv"
"indexed","673","660","663","674","XIII Appendix","Indeed in (i) the first assertion follows from 6.7(i)","Corollary 6.13 binomial-sign formula","Provisional current French workpass alignment; declared 702-page scan authority; high-resolution witness corroboration","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx666_684/PAGE_INDEX_LEDGER.csv"
"indexed","674","661","664","675","XIII Appendix","Corollary 6.14 (I. Hermann)","The assertion follows from 1.3","Provisional current French workpass alignment; declared 702-page scan authority; high-resolution witness corroboration","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx666_684/PAGE_INDEX_LEDGER.csv"
"indexed","675","662","665","676","XIII Appendix","7. Appendix: the Hodge index theorem","Lemma 7.1.2 condition (ii)","Provisional current French workpass alignment; declared 702-page scan authority; high-resolution witness corroboration","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx666_684/PAGE_INDEX_LEDGER.csv"
"indexed","676","663","666","677","XIII Appendix","Indeed (ii) implies there is an effective divisor D","Replace X by the normalization of X_red so that X has","Provisional current French workpass alignment; declared 702-page scan authority; high-resolution witness corroboration","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx666_684/PAGE_INDEX_LEDGER.csv"
"indexed","677","664","667","678","XIII Appendix","Only finitely many singular points","Corollary 7.3 proof","Provisional current French workpass alignment; declared 702-page scan authority; high-resolution witness corroboration","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx666_684/PAGE_INDEX_LEDGER.csv"
"indexed","678","665","668","679","XIII Appendix","Corollary 7.4","For every irreducible component Y^i of Y","Provisional current French workpass alignment; declared 702-page scan authority; high-resolution witness corroboration","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx666_684/PAGE_INDEX_LEDGER.csv"
"indexed","679","666","669","680","XIII Appendix","The irreducible components of X intersect Y^i","Bibliography item 7","Provisional current French workpass alignment; declared 702-page scan authority; high-resolution witness corroboration","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx666_684/PAGE_INDEX_LEDGER.csv"
"indexed","680","667","670","681","XIV","Expose XIV title and introduction","Formula (1.1)","Provisional current French workpass alignment; declared 702-page scan authority; high-resolution witness corroboration","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx666_684/PAGE_INDEX_LEDGER.csv"
"indexed","681","668","671","682","XIV","When X is of characteristic zero","Could provide the key","Provisional current French workpass alignment; declared 702-page scan authority; high-resolution witness corroboration","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx666_684/PAGE_INDEX_LEDGER.csv"
"indexed","682","669","672","683","XIV","To a proof of the analogous complex analytic formula","Express the Chern classes in the form","Provisional current French workpass alignment; declared 702-page scan authority; high-resolution witness corroboration","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx666_684/PAGE_INDEX_LEDGER.csv"
"indexed","683","670","673","684","XIV","Formula (3.1)","The characteristic-zero hypothesis is used essential-","Provisional current French workpass alignment; declared 702-page scan authority; high-resolution witness corroboration","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx666_684/PAGE_INDEX_LEDGER.csv"
"indexed","684","671","674","685","XIV","-ly to have formulas of type (1.1) and (1.2)","Relative cohomological purity theorem; footnote ends Cf.","Provisional current French workpass alignment; declared 702-page scan authority; high-resolution witness corroboration","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx666_684/PAGE_INDEX_LEDGER.csv"
"indexed","685","672","675","686","XIV","Exposé XIV §3.3 continuation","§4.1 opening","French workpass controlled; low scan checked; high scan corroborated","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"indexed","686","673","676","687","XIV","§4.1 comparison of Chow, topological, lambda-filtered, and cohomological Chern theories","diagram (4.1) and functoriality discussion","French workpass controlled; low scan checked; high scan corroborated","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"indexed","687","674","677","688","XIV","§4.1 continuation","§4.2 through formulas (4.2)--(4.4)","French workpass controlled; low scan checked; high scan corroborated","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"indexed","688","675","678","689","XIV","formula (4.5) and proof modulo torsion","§4.3 opening","French workpass controlled; low scan checked; high scan corroborated","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"indexed","689","676","679","690","XIV","§4.3 continuation","§4.4 through conormal sheaf setup","French workpass controlled; low scan checked; high scan corroborated","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"indexed","690","677","680","691","XIV","formulas (4.7) and (4.8)","§4.5 opening","French workpass controlled; low scan checked; high scan corroborated","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"indexed","691","678","681","692","XIV","flag variety example G/B","§4.6 opening","French workpass controlled; low scan checked; high scan corroborated","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"indexed","692","679","682","693","XIV","§4.6 continuation and lambda-filtration obstruction","§4.7 opening","French workpass controlled; low scan checked; high scan corroborated","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"indexed","693","680","683","694","XIV","§4.7 conclusion","§4.8 and formulas (4.9)--(4.10)","French workpass controlled; low scan checked; high scan corroborated","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"indexed","694","681","684","695","XIV","§5.1 and §5.2","first doubtful component g^3 and 2g^3=psi^3","French workpass controlled; low scan checked; high scan corroborated","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"indexed","695","682","685","696","XIV","nonvanishing class in H^6(X,mu_l^otimes3)","§6.1 through Gysin-homomorphism setup","French workpass controlled; low scan checked; high scan corroborated","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"indexed","696","683","686","697","XIV","formulas (6.2)--(6.3)","§6.2 and diagram (6.4)","French workpass controlled; low scan checked; high scan corroborated","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"indexed","697","684","687","698","XIV","§6.2 conclusion","§6.3--§6.4 through product modulo 2","French workpass controlled; low scan checked; high scan corroborated","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"indexed","698","685","688","699","XIV","§6.4 concluding question","§7.1--§7.2 through canonical support map","French workpass controlled; low scan checked; high scan corroborated","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"indexed","699","686","689","700","XIV","§7.2 continuation and Illusie note","§8 through isolated singularities","French workpass controlled; low scan checked; high scan corroborated","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"indexed","700","687","690","701","XIV","§8 conclusion","Bibliography items [1]--[9]","French workpass controlled; low scan checked; high scan corroborated","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"indexed","701","688","691","702","XIV","Bibliography items [10]--[17]","February 1969 bibliography note","French workpass controlled; low scan checked; high scan corroborated","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"indexed","702","689","692","703","XIV","Note for page 1","Notes for page 11; clean end of Exposé XIV","French workpass controlled; low scan checked; high scan corroborated","SOURCE_CHECKED_ENGLISH_DRAFT; AFTER_FRENCH_CERTIFIED_IDX662; PENDING_CLAUDE","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"unindexed","","691","693","705","Back matter","Terminological index: additive (map)","binomial (ring)","low scan authority; high scan corroborated","SOURCE_CHECKED_BACK_MATTER; NO_CURRENT_RESCRIBE_IDX; PENDING_CLAUDE","no","no current idx; printed=sourcePDF-2; highresPDF=sourcePDF+12; printed page 690 absent from declared scan","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"unindexed","","692","694","706","Back matter","Terminological index: Chern character","relative cotangent sheaf","low scan authority; high scan corroborated","SOURCE_CHECKED_BACK_MATTER; NO_CURRENT_RESCRIBE_IDX; PENDING_CLAUDE","no","no current idx; printed=sourcePDF-2; highresPDF=sourcePDF+12; printed page 690 absent from declared scan","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"unindexed","","693","695","707","Back matter","Terminological index: relative tangent sheaf","universal differential operator of order n","low scan authority; high scan corroborated","SOURCE_CHECKED_BACK_MATTER; NO_CURRENT_RESCRIBE_IDX; PENDING_CLAUDE","no","no current idx; printed=sourcePDF-2; highresPDF=sourcePDF+12; printed page 690 absent from declared scan","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"unindexed","","694","696","708","Back matter","Terminological index: Adams operations","minimum system of generators","low scan authority; high scan corroborated","SOURCE_CHECKED_BACK_MATTER; NO_CURRENT_RESCRIBE_IDX; PENDING_CLAUDE","no","no current idx; printed=sourcePDF-2; highresPDF=sourcePDF+12; printed page 690 absent from declared scan","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"unindexed","","695","697","709","Back matter","Terminological index: finite Tor-dimension","mixed variety of class C^r","low scan authority; high scan corroborated","SOURCE_CHECKED_BACK_MATTER; NO_CURRENT_RESCRIBE_IDX; PENDING_CLAUDE","no","no current idx; printed=sourcePDF-2; highresPDF=sourcePDF+12; printed page 690 absent from declared scan","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"unindexed","","696","698","710","Back matter","Index of notations: A_N","gamma^n and gamma_t","low scan authority; high scan corroborated","SOURCE_CHECKED_BACK_MATTER; NO_CURRENT_RESCRIBE_IDX; PENDING_CLAUDE","no","no current idx; printed=sourcePDF-2; highresPDF=sourcePDF+12; printed page 690 absent from declared scan","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"unindexed","","697","699","711","Back matter","Index of notations: gamma^p(N,x)","K^bullet(X), K_bullet(X)","low scan authority; high scan corroborated","SOURCE_CHECKED_BACK_MATTER; NO_CURRENT_RESCRIBE_IDX; PENDING_CLAUDE","no","no current idx; printed=sourcePDF-2; highresPDF=sourcePDF+12; printed page 690 absent from declared scan","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"unindexed","","698","700","712","Back matter","Index of notations: naive K-groups","lambda^p(N,x)","low scan authority; high scan corroborated","SOURCE_CHECKED_BACK_MATTER; NO_CURRENT_RESCRIBE_IDX; PENDING_CLAUDE","no","no current idx; printed=sourcePDF-2; highresPDF=sourcePDF+12; printed page 690 absent from declared scan","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"unindexed","","699","701","713","Back matter","Index of notations: lambda_t","theta","low scan authority; high scan corroborated","SOURCE_CHECKED_BACK_MATTER; NO_CURRENT_RESCRIBE_IDX; PENDING_CLAUDE","no","no current idx; printed=sourcePDF-2; highresPDF=sourcePDF+12; printed page 690 absent from declared scan","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
"unindexed","","700","702","714","Back matter","Index of notations: T_f","Z(x); true volume terminal","low scan authority; high scan corroborated","SOURCE_CHECKED_BACK_MATTER; NO_CURRENT_RESCRIBE_IDX; PENDING_CLAUDE","yes","no current idx; printed=sourcePDF-2; highresPDF=sourcePDF+12; printed page 690 absent from declared scan","agent_idx685_702/PAGE_INDEX_LEDGER.csv"
