"id","type","parent_id","order","authority_lines","authority_bytes","authority_sha256","target_path","target_lines","target_bytes","target_sha256","language","translation_state","review_state","publication_state","next_authority_line","evidence_sha256"
"CJK-KO-P08-STR-0126","tranche","CJK-KO-P08-STR-0076","7","6228-6288","3915","DCE6743EC6FD26FE64B55E6ED97DD569E824225A9ECC19C1BAFC9747F6A603E7","","","","","ko","draft_complete","unchecked","not_handed_off","6290","0AC7106DE8B230D153BCB4ACBBB0967C676F8735ACF167A605F2BD42C5D93B8F"
"CJK-KO-P08-STR-0127","unit","CJK-KO-P08-STR-0126","1","6228-6235","536","8489A71C9FE3B15501EFB39E29CF51EF3874ABAE875631239B8541370F963D82","targets/T07_U27.tex","1-12","986","F808C5C22B29E112A25654278A32C6275DF11B727DE078527CB17169915692A7","ko","draft_complete","unchecked","not_handed_off","6290","D94EBBFC8DDB7CFEA07148812D5FE3BF7EF098540B05A99A19AB8127DC02867C"
"CJK-KO-P08-STR-0128","prose","CJK-KO-P08-STR-0127","1","6228-6235","536","8489A71C9FE3B15501EFB39E29CF51EF3874ABAE875631239B8541370F963D82","targets/T07_U27.tex","6-12","591","273D8BF957B7FED959F6DA098CAE1126955D2ABE87AF2990ECA6396EF45CEC07","ko","draft_complete","unchecked","not_handed_off","6290","FC172D5BEF131273B13DAB5B1873D4A1A780D3FDCA623B259C336D5B097570A0"
"CJK-KO-P08-STR-0129","equation","CJK-KO-P08-STR-0127","2","6231-6234","72","E71FF4B0E8679D4B1C8EF2898B13BD976AAB275FD290CD65DA2F65E007199492","targets/T07_U27.tex","8-11","71","CA9C9B2E94199736E8C8F0DCD7E9A101B83ADF8D6291FBD4ABF3553A4B56EA1B","ko","draft_complete","unchecked","not_handed_off","6290","5651795FF2788206ADB40DC11663448C2CF6BEC07467A0531AF572CB7D25F766"
"CJK-KO-P08-STR-0130","unit","CJK-KO-P08-STR-0126","2","6237-6239","625","8263DF685F82893B15B2F19B35F3090AB6C030E92BAF6EA73EDC9F34E04E1109","targets/T07_U28.tex","1-8","1134","D18EF4F2FDC60ED2708DE9F98311D3536AF8CC4BCA68CC77A16D0D58B4FEBB10","ko","draft_complete","unchecked","not_handed_off","6290","BEFB77236AC5246F5305382F397BFDE807AD904582B9CF57DF910FB9C9699C50"
"CJK-KO-P08-STR-0131","prose","CJK-KO-P08-STR-0130","1","6237-6239","625","8263DF685F82893B15B2F19B35F3090AB6C030E92BAF6EA73EDC9F34E04E1109","targets/T07_U28.tex","6-6","250","FBA40BA3436EAEBDD130233792E8619A4BF90B824E8BEB7D0FDD763312B6AA41","ko","draft_complete","unchecked","not_handed_off","6290","8681B3857B236496BBF666AA3A8301DF712292DAEBA7984BB1D1F6C5A41CF6D5"
"CJK-KO-P08-STR-0132","lemma","CJK-KO-P08-STR-0130","2","6237-6239","625","8263DF685F82893B15B2F19B35F3090AB6C030E92BAF6EA73EDC9F34E04E1109","targets/T07_U28.tex","8-8","493","E09F1E68D05C16B7A17A49E3B8A0D230C7B2CB5D3AD48B8E91DDA316C3FD49A6","ko","draft_complete","unchecked","not_handed_off","6290","B685493B5B424EDA78A9E52F808772B6DA267B6423107CE5CFC0AE1B5833B936"
"CJK-KO-P08-STR-0133","unit","CJK-KO-P08-STR-0126","3","6241-6254","846","D127501E885A709874C507E480535916AA206E2F6B17A8EB4D5F50890CD20AE1","targets/T07_U29.tex","1-21","1316","12BD892E4268297F067AD64FD0F18930E78D3C6D804BFD4B8D20A23C1AC869EF","ko","draft_complete","unchecked","not_handed_off","6290","16BE3DDC03A3AED432E90E5DC7CD8F2D01826FE3ACF813EE7DEBFE76A68C0696"
"CJK-KO-P08-STR-0134","lemma","CJK-KO-P08-STR-0133","1","6241-6254","846","D127501E885A709874C507E480535916AA206E2F6B17A8EB4D5F50890CD20AE1","targets/T07_U29.tex","6-6","134","E0A684C87CFD9951B7DA5F39281907BFAC9EFFD15F6D3C731D3598D3AE27C164","ko","draft_complete","unchecked","not_handed_off","6290","55122C0D9E4510B82CFECB1D1F02EE5C37D4F5A50E5E970BFDC75A0C011B36B9"
"CJK-KO-P08-STR-0135","prose","CJK-KO-P08-STR-0133","2","6241-6254","846","D127501E885A709874C507E480535916AA206E2F6B17A8EB4D5F50890CD20AE1","targets/T07_U29.tex","8-21","786","32B7B339AA50B4DB9215FB86F953E2693E4032A54AC3DA113EDBDB1A1D93BD6B","ko","draft_complete","unchecked","not_handed_off","6290","F3A783B4CAD35A6C6D39C8377D5940CF282EF36DDDF0565969234920F90D0D54"
"CJK-KO-P08-STR-0136","equation_display","CJK-KO-P08-STR-0133","3","6242-6245","90","A6038954C970039265A356434297F807B75D9AAF9F2D121EA641EDF233C000AD","targets/T07_U29.tex","9-12","97","F51E23D36ABFD05F3A26CC8BE01D5D9CA65D9E2425428041FF5B99A33A2D7036","ko","draft_complete","unchecked","not_handed_off","6290","8466226A49B9A4AB94323679F703BBE42755E9D2A48229B8B21092D6CF5A985F"
"CJK-KO-P08-STR-0137","equation_display","CJK-KO-P08-STR-0133","4","6247-6249","59","818C1AA004029CB6B00D59B85DA5235005FDFC00895784F15D48948E24329A9A","targets/T07_U29.tex","14-16","58","52065C9F03F25382C9B116FA361E3AD4301FF7DDD3AA7942DC38E3EE80222105","ko","draft_complete","unchecked","not_handed_off","6290","EB5FD9B7090F12EBB676FE0814DE56A012DDCC276AE608E7003235BCF632205B"
"CJK-KO-P08-STR-0138","equation_display","CJK-KO-P08-STR-0133","5","6251-6253","75","D3B66A9978311A9771B1B63CE560017C93918C84EFD3F5AD149F61FF0CE01590","targets/T07_U29.tex","18-20","74","8EDA5E98B4B9EEE3DEE784D102C7A697A27F73D9F019AFDC74C4CCBA9141153B","ko","draft_complete","unchecked","not_handed_off","6290","9A2F0EF3D3412BFDFEAD54F3490A88785B465665BBD0DFAC13C758EFEBD04004"
"CJK-KO-P08-STR-0139","unit","CJK-KO-P08-STR-0126","4","6256-6256","74","2D6B6981F3124595052A405A642511FFEA18E60697F8E0BB0927EAE42A3FF96F","targets/T07_U30.tex","1-6","464","C92298AF2D579E0D8AEF26FC3783551F7E74949BE89CCAAFCA31DA74CB76C2C3","ko","draft_complete","unchecked","not_handed_off","6290","D1E1FD1CB251AB024BE54CF940F0E6F44F02936ECDF543CF0B9DD53D4FFEDA50"
"CJK-KO-P08-STR-0140","lemma","CJK-KO-P08-STR-0139","1","6256-6256","74","2D6B6981F3124595052A405A642511FFEA18E60697F8E0BB0927EAE42A3FF96F","targets/T07_U30.tex","6-6","87","CBB9688323B06A07921C1BCCFB95934302E8E9A0293871E9A590279BED92A2F9","ko","draft_complete","unchecked","not_handed_off","6290","12A1ABB43DBEE7400D22240C8DFEE7DC9044829732CA904764B6A1A1A3C6F0F9"
"CJK-KO-P08-STR-0141","unit","CJK-KO-P08-STR-0126","5","6258-6288","1830","12D2D52A71D9AE16A91B1D8FD27C2D7E1857FD786420FA9E5123A6974E1A80B0","targets/T07_U31.tex","1-38","2342","6FF2FB3CA9B72782E1824F45B05F649A8518F9BF07C2C8FD95166940592F5764","ko","draft_complete","unchecked","not_handed_off","6290","7DE98D9F4151D84B180E2DDEA27CF9569F430583878B5A33231203FA30538320"
"CJK-KO-P08-STR-0142","lemma","CJK-KO-P08-STR-0141","1","6258-6288","1830","12D2D52A71D9AE16A91B1D8FD27C2D7E1857FD786420FA9E5123A6974E1A80B0","targets/T07_U31.tex","6-6","71","DA2A939125140DBA44326F7B14F4E870600CDC6DCDEFCEFA5A65F1ACA3B4F2B1","ko","draft_complete","unchecked","not_handed_off","6290","6AD118A1C96696EA2B84E4A9324F5F556CF7FF12124E7045B5EF6292A793CAB9"
"CJK-KO-P08-STR-0143","lemma","CJK-KO-P08-STR-0141","2","6258-6288","1830","12D2D52A71D9AE16A91B1D8FD27C2D7E1857FD786420FA9E5123A6974E1A80B0","targets/T07_U31.tex","8-8","91","B2C54952C6CCC5F3FF904B347DF93C174AB5FEFC7FB3F1354207FD1DC4B9FD1E","ko","draft_complete","unchecked","not_handed_off","6290","9675AFFE24DE9DC9125A7D3B8E907B9DE8C96AB3BBE2499606C8F3EB25D66B07"
"CJK-KO-P08-STR-0144","prose","CJK-KO-P08-STR-0141","3","6258-6288","1830","12D2D52A71D9AE16A91B1D8FD27C2D7E1857FD786420FA9E5123A6974E1A80B0","targets/T07_U31.tex","10-29","1056","AE6800A4669E0F8E945F0AE957B56EFCA514970F80EB73C1A3544265134AD53E","ko","draft_complete","unchecked","not_handed_off","6290","FECACEA3B32E16710523BA37870254A0FC844A70CABB3A43D49ABD0E17D914A7"
"CJK-KO-P08-STR-0145","prose","CJK-KO-P08-STR-0141","4","6258-6288","1830","12D2D52A71D9AE16A91B1D8FD27C2D7E1857FD786420FA9E5123A6974E1A80B0","targets/T07_U31.tex","31-38","694","29D598EFD87F1BA70F358C0A69762EDE47B140B0D13766C680BBEFE98BE7801B","ko","draft_complete","unchecked","not_handed_off","6290","84F35F3AAE64EB5FE6DA1FFB375AE3A507AD28B880D3E976E71EAA56C1CC2429"
"CJK-KO-P08-STR-0146","equation_display","CJK-KO-P08-STR-0141","5","6262-6265","242","3FFA0CC53659B8F6FA947B7BF0EDF0EB3C1B1030C0D081C289AC2E6C12E19AD7","targets/T07_U31.tex","11-14","242","3FFA0CC53659B8F6FA947B7BF0EDF0EB3C1B1030C0D081C289AC2E6C12E19AD7","ko","draft_complete","unchecked","not_handed_off","6290","975F8B985EEF1B0F8B828046D582453DBB0BB1B8CF2143027CDB2F45DCEF74ED"
"CJK-KO-P08-STR-0147","equation_display","CJK-KO-P08-STR-0141","6","6267-6279","542","F2395070DDF1ED24EFB09EC87C307B41AF4E34B0B9F431162A45A36D3BFA6373","targets/T07_U31.tex","16-28","542","F2395070DDF1ED24EFB09EC87C307B41AF4E34B0B9F431162A45A36D3BFA6373","ko","draft_complete","unchecked","not_handed_off","6290","20538ECC47A024FC194866435D8C622EE4A50415F9722AA00DCD831902572D78"
"CJK-KO-P08-STR-0148","equation_display","CJK-KO-P08-STR-0141","7","6282-6287","330","95B8393DD1E5D2D7038EEAFA7FAF4E811B46062E055224AAEA18FAEB0C49EEBD","targets/T07_U31.tex","32-37","330","91B530FCC4DFB111DB5525AFD1E4776DF23A8EB0099072108414DD13644F61E0","ko","draft_complete","unchecked","not_handed_off","6290","A071F24FBC891488AA2F9B2D7470D1C4E39CE27DCE9541B860472C218F86D5DC"
"CJK-KO-P08-STR-0149","source_note","CJK-KO-P08-STR-0141","8","6266-6280","659","E8CEA6D393C4E645430419C482B60DAFD2833E1689302927B142CCF13C4C0864","targets/T07_U31.tex","15-29","653","E0B9C1C480A64D93756816503EEF4384D04489AD453D722816BB0412D4066792","ko","draft_complete","unchecked","not_handed_off","6290","46C5590A2B7BF36C4BAB785B9AF38A4466A2742BFD8D96665096E177370083A8"
"CJK-KO-P08-STR-0150","tranche","CJK-KO-P08-STR-0076","8","6290-6347","3236","0B4E6F00E2CBE2F253EF04153EAA8455753E80AA09E714A1A9C523C7A0CA3DAD","","","","","ko","draft_complete","unchecked","not_handed_off","6348","E50A6D36C137E799CF6760C577D067980212FAC97F13FADED8055DE4C7CE4800"
"CJK-KO-P08-STR-0151","unit","CJK-KO-P08-STR-0150","1","6290-6308","1001","26F81DBE33B757A5DFCCCF814BF278A4CEBB388739F0C7AFC31B81F600B8014F","targets/T08_U32.tex","1-24","1464","505F97ACBC2EDCBD18ACAE52E9D1A675B4AA8B9EBBCB6E132B4990499A4006F7","ko","draft_complete","unchecked","not_handed_off","6348","DE107872EEF0D23095447109D83E8B2544B86BE7E853342E5B7B4D1A7FE61E07"
"CJK-KO-P08-STR-0152","lemma","CJK-KO-P08-STR-0151","1","6290-6308","1001","26F81DBE33B757A5DFCCCF814BF278A4CEBB388739F0C7AFC31B81F600B8014F","targets/T08_U32.tex","6-24","1067","55EB549BB7A7C83B3C74E9E888F2B4B76ED68129359FBCC9A417170125676495","ko","draft_complete","unchecked","not_handed_off","6348","75CB14319AACC7810F828E5A5882B794598CC4E7E1B4AB0F2E7704B80B3598DC"
"CJK-KO-P08-STR-0153","equation_display","CJK-KO-P08-STR-0151","2","6291-6293","84","D97FB4A4B784A3928C25C065ED406B9FE0021D904AB23E351790801AC2A690CA","targets/T08_U32.tex","7-9","84","5DFF65505185F1C46831C418429404DF6A7960A6A5872D72F72DC0A160437F63","ko","draft_complete","unchecked","not_handed_off","6348","B302989C3A04CCA6057994C5E04490AA73066AB287097687B64789BC1213856F"
"CJK-KO-P08-STR-0154","equation_display","CJK-KO-P08-STR-0151","3","6295-6297","56","14CA83DB95360BDA9BFEA24A62AD5BFC57FEE67D2D1AAC328F0B89407CC22C0B","targets/T08_U32.tex","11-13","55","2707482E0174B5A4B530277E6D8AF37A819AA4DD08F95C63A936205DC1530BB4","ko","draft_complete","unchecked","not_handed_off","6348","83EE169C7C80F1636415B5F3488B93C09894E8CF3D187A11881220AA9BD97D24"
"CJK-KO-P08-STR-0155","equation_display","CJK-KO-P08-STR-0151","4","6299-6301","55","ED54020FF23155D7C93027730B00085320429889F39B0194E4B95523F99725BE","targets/T08_U32.tex","15-17","54","2EDBB50E23FB979D8DCBF0BABCB332735489E756F13C5AB73276B2F6A9F92C55","ko","draft_complete","unchecked","not_handed_off","6348","54D17DF1E6128DF4E83F6D621E532E4983D711C9813DC92F3D7B7932519ACA4B"
"CJK-KO-P08-STR-0156","equation","CJK-KO-P08-STR-0151","5","6303-6307","133","2C2367513CA5C51E326FF4B32C957D619D1FD99C2209466B61D96A024E042CD6","targets/T08_U32.tex","19-23","133","2C2367513CA5C51E326FF4B32C957D619D1FD99C2209466B61D96A024E042CD6","ko","draft_complete","unchecked","not_handed_off","6348","BB5E44D9173FB6143AD17846D6CA6EE65563686FDE434DE407B06BEC062D675D"
"CJK-KO-P08-STR-0157","unit","CJK-KO-P08-STR-0150","2","6310-6326","1087","50C15A041FCD1233E2AD4B684B68C406873D5000E8E16DADA2E53BEA835694B9","targets/T08_U33.tex","1-22","1497","6BF6E355A5CCA47EF15DCA9D39B7C8006502505A81B098D792BDE1E80A2168DC","ko","draft_complete","unchecked","not_handed_off","6348","EAC3568F16174B7EA4914B8E6AE4D5C1A6614BBA002C47EDBE5C82B931DF337B"
"CJK-KO-P08-STR-0158","prose","CJK-KO-P08-STR-0157","1","6310-6326","1087","50C15A041FCD1233E2AD4B684B68C406873D5000E8E16DADA2E53BEA835694B9","targets/T08_U33.tex","6-22","1100","59EA12A5750DB7FB12062D85ED170E6E6DBF15ACCB5530928D7A46B898E57FCA","ko","draft_complete","unchecked","not_handed_off","6348","DA423F0CF168BEFCD172BDEE9EC2D2D473EEFC64EBA9B46353EC127DADC6E67E"
"CJK-KO-P08-STR-0159","equation_display","CJK-KO-P08-STR-0157","2","6311-6315","104","D7F0CA748B370E5E945AE6FA915D291EBB57C5B7533A86547F74A81C58D327DC","targets/T08_U33.tex","7-11","104","D7F0CA748B370E5E945AE6FA915D291EBB57C5B7533A86547F74A81C58D327DC","ko","draft_complete","unchecked","not_handed_off","6348","FA89A965185DD005FA0C00AC77405265B5417C6E6DE37822DA6CE91A556511A1"
"CJK-KO-P08-STR-0160","equation_display","CJK-KO-P08-STR-0157","3","6317-6325","275","8979CFFDDD9CE4971DFEBB15E441E5D69EC541B6D56BD84177B7A40BC64504F7","targets/T08_U33.tex","13-21","274","BC797497CE457E8ACD0E2682FC399571F7CEA5EF2F407A7B8CD09D9B494CF90B","ko","draft_complete","unchecked","not_handed_off","6348","45343B11009A7D6498F4FD84ADA98F60CEFC9CB8DDD4D17E24AF60A5FBBD50DD"
"CJK-KO-P08-STR-0161","unit","CJK-KO-P08-STR-0150","3","6327-6332","369","CD280002153AFB8C1E865D005B956F75703AF8A0C4F810DB58A354ED263648C7","targets/T08_U34.tex","1-11","831","5C1C9EDB4088A44B19957939A685D601EB7478A1FEF8E3DE366CBF0DEB2EDFE1","ko","draft_complete","unchecked","not_handed_off","6348","D29CEAED5A9DEA6F8D5DE63AF62E490EE6CCC1CD3AC6D1619C7110767A81E58D"
"CJK-KO-P08-STR-0162","prose","CJK-KO-P08-STR-0161","1","6327-6332","369","CD280002153AFB8C1E865D005B956F75703AF8A0C4F810DB58A354ED263648C7","targets/T08_U34.tex","6-11","436","553E38A2D98DA986D51D574DB7C3FAA25263EC3595CE6A599AEFDE7A40449647","ko","draft_complete","unchecked","not_handed_off","6348","0978343FA951563AAE21F2DAC393D73328AC6AB18F980AA5C0AF52B1527D4E95"
"CJK-KO-P08-STR-0163","equation","CJK-KO-P08-STR-0161","2","6327-6330","91","BA90EC7060A50709A35703E4DB4DFAD22D44853C2FE4E1829B7A82CFA1A24BB4","targets/T08_U34.tex","7-10","90","A252D370BB51DD921C22001D68E53FE9B0F9FF10D164C34DBAA658F22907FC95","ko","draft_complete","unchecked","not_handed_off","6348","5E8DA581B9AF1395948AF31E9E17465A7D76A2AF8C0FBAD5E805AE2D0B0BEB84"
"CJK-KO-P08-STR-0164","unit","CJK-KO-P08-STR-0150","4","6334-6339","710","CFF640622DF214DFF4B1E07FB2C70B8059C0C1EEE7E1E1A8BB0737EFD7B4F90C","targets/T08_U35.tex","1-11","1143","8A11558A19BFF458BD8FC75B9B0C19764309C18E4E7C0117F730A5828715E542","ko","draft_complete","unchecked","not_handed_off","6348","418D7E6C299167ECCCB33CA7A183083C08D398A0201A82F0FC9AEC8F1CBDF078"
"CJK-KO-P08-STR-0165","prose","CJK-KO-P08-STR-0164","1","6334-6339","710","CFF640622DF214DFF4B1E07FB2C70B8059C0C1EEE7E1E1A8BB0737EFD7B4F90C","targets/T08_U35.tex","6-11","761","3501AEC84D4EEA368AD5804BF78D8DC06D5BD9DF6CF5C3C2F5AC51F22B57E820","ko","draft_complete","unchecked","not_handed_off","6348","DD80608B05034F2BBB63006995680ED0273B1EF0EB2EDBB384BA7903AD5BA5DE"
"CJK-KO-P08-STR-0166","equation","CJK-KO-P08-STR-0164","2","6335-6338","115","ACF58E8B1245F94E736D73B317FB1D453E7EBAAFA6A5A4795DAED31D7B084497","targets/T08_U35.tex","7-10","114","1B97300D4169EAC2F86C14341206EE1340484150430CB8FF7C45236368656C6C","ko","draft_complete","unchecked","not_handed_off","6348","FA2EECEEEACDFF543AE69829BD50C19DF88BD392C2D7BC7C98C47A4DF6D49036"
"CJK-KO-P08-STR-0167","unit","CJK-KO-P08-STR-0150","5","6341-6347","66","008C9F250C7F662D609125F039418A9C1F9C588B93EE4635A2915AC3794EF611","targets/T08_U36.tex","1-12","458","E2C2919C48F0C8A760F1D8A0F43CC8EA042ABE37B247CBAEF18ECCE0A8931541","ko","draft_complete","unchecked","not_handed_off","6348","9C653EC3742801A2D77A96C569C6280E74F1E29A924A9209477271AA301C65FC"
"CJK-KO-P08-STR-0168","publication_note","CJK-KO-P08-STR-0167","1","6341-6347","66","008C9F250C7F662D609125F039418A9C1F9C588B93EE4635A2915AC3794EF611","targets/T08_U36.tex","6-6","33","C24FBBE658B69DA6F5DFE2A810FBCA0BF9DF5987BA8287FAB7167017361A44E8","ko","draft_complete","unchecked","not_handed_off","6348","3509A199BFF1D754A2FFDD49C123E65F87ED1B15338E3C1690B969A11E21D91D"
"CJK-KO-P08-STR-0169","control_line","CJK-KO-P08-STR-0167","2","6345-6345","11","0E5B2B26B992528642B65E78242311428BC8F0E70B1385DD8D7C83B12FD83613","targets/T08_U36.tex","10-10","11","0E5B2B26B992528642B65E78242311428BC8F0E70B1385DD8D7C83B12FD83613","ko","draft_complete","unchecked","not_handed_off","6348","B78BC7A761CF0FF815BAB506E17F64285D72F1BE7E4FF3931AFED11903F051AE"
"CJK-KO-P08-STR-0170","control_line","CJK-KO-P08-STR-0167","3","6346-6346","25","5260B8007830B8EE5AF2A6344AC84872478DB94F820433A4E8BA1CEE410C281C","targets/T08_U36.tex","11-11","25","5260B8007830B8EE5AF2A6344AC84872478DB94F820433A4E8BA1CEE410C281C","ko","draft_complete","unchecked","not_handed_off","6348","6A812E4E4289BB6375D029B72304A0CFD7945BF1C20CD1A86EB1DD09EFF2E1F7"
