route_key,rows_routed,package,lang_hint,file,window,use_boundary
minimal,1,expanded_non_ru_uk_slavic,pl,payload/sidecar_github_url_public/payload/pl/Piotreksaw_PRSW-projekt/sprawozdanie.tex,"cv2.HoughCircles . Dzięki zastosowaniu suwaków, użytkownik może w czasie rzeczywistym korygować: itemize Param1: próg dla detektora krawędzi Canny'ego. Param2: próg dla akumulatora centrów okręgów. Minimalny dystans: zapobiega nakładaniu się detekcji na jednej monecie. Parametr dp: rozdzielczość akumulatora. itemize figure [H] wynik",stem_hit_only_requires_context_review
izomorf,7,expanded_non_ru_uk_slavic,pl,payload/sidecar_github_url_public/payload/pl/Rafisto_uni/1_semester_2023_algebra_1_lecture.tex,"=a+bi, s=c+di$:\\ 1.1d) $ z+s = a+bi+c+di = a+c+(b+d)i =(a+c)-(b+d)i$\\ $ z + s = a+bi + c+di =(a+c)-(b+d)i$\\ Uwaga: $ z-s = z - s $\\ Uwaga: $ { z {s}}= { z }{ s }$\\ Uwaga: $ z^n =( z )^n$\\ Uwaga: $r R , r =r$\\ Wniosek $f(z)= z $ oraz $ C C $ jest izomorfizmem. $|z+s| |z|+|s|$ $|z s|=|z| |s|$ $z z = |z|^2$\\ D-d. Niech $z=",stem_hit_only_requires_context_review
homomorf,3,expanded_non_ru_uk_slavic,pl,payload/sidecar_github_url_public/payload/pl/Rafisto_uni/1_semester_2023_algebra_1_lecture.tex,"ielność - $L= a _n (x +_n y)=(a(x+y))mod (n)$\\ $P=a _n x +_n a _n y =(ax+ay)mod (n)$\\ $L=P$ z rodzielności dodatania w $( Z ,+, )$ enumerate fakt de Niech $(P,+, ), (R, , )$ - pierścienie. Funkcję $f_{P R}$ nazywamy homomorfizmem, gdy: enumerate $ _{a,b P} f(a+b)=f(a) f(b)$ $ _{a,b P} f(a b)=f(a) f(b)$ enumerate de pk enumerate $(P,+, )$ ora",stem_hit_only_requires_context_review
minimal,1,expanded_non_ru_uk_slavic,pl,payload/sidecar_github_url_public/payload/pl/Rafisto_uni/6_semester_2026_algebra_task1_task1.tex,"$(a,c,e),(b,d,f)=(2,9,6),(7,7,2)$: verbatim compare([2, 9, 6], [7, 7, 2]) is no comparison possible verbatim Następnie tworzymy algorytm znajdujący dla danego zbioru punktów $A N ^n$ zbiór elementów $ $-minimalnych: align* Min (A) = \{ a A : b A : b < a \} align* Algorytm naiwny sprawdza dla każdego punktu $a A$ czy istnieje punkt $b A$ taki że $b < a$. Jeśli tak,",stem_hit_only_requires_context_review
homomorf,3,expanded_non_ru_uk_slavic,pl,payload/sidecar_github_url_public/payload/pl/TCA166_notes/algebra_algebra.tex,"raz $A $ Pierścień przemienny Pierścień przemienny to pierścień, w którym mnożenie jest przemienna Ciało Ciało $C(K, +, )$ to pierścień przemienny z jedynką, oraz $(K \{0\}, )$ jest grupą Homomorfizmy Homomorfizmy to odwzorowania $f: A B$, jeśli $A$ i $B$ spełniają dodatkowe warunki.. Homomorfizmy grupy Jeśli $(A, +_A)$ i $(B, +_B)$ to grupy oraz $$ _{a A, b",stem_hit_only_requires_context_review
kongruen,2,expanded_non_ru_uk_slavic,pl,payload/sidecar_github_url_public/payload/pl/TCA166_notes/eatl_eatl.tex,"7 = 4$. Przystawanie ($ n$) implikuje: itemize że $a$ i $b$ przy dzieleniu przez $n$ mają tę samą resztę $n$ dzieli $a - b$ $a = b + nk$ dla pewnego $k Z $ itemize Ogólnym rozwiązaniem kongruencji $x a n$ jest: $$ x = a + nk dla pewnego k Z $$ $$ (9x 6 15) \div 3 { } (3 2 5) {3^{-1}}{ } 1 4 5 $$ Dla $x^y z$, gdzie $t$ jest d",stem_hit_only_requires_context_review
modul,14,expanded_non_ru_uk_slavic,sk,payload/sidecar_github_url_public/payload/sk/deric_x01avt/priklady.tex,"e dá s úspěhem použít Euler-Fermatova věta Velebil to ve skriptech nazývá jen Eulerova věta, na wikipedii se to nazývá zase jen Malá Fermatova věta - malá Fermatova věta je vyslovena jen pro počítání modulo prvočíslo, Euler ji zobecnil pro libovolné $n$ : Je-li $ (a,m) = 1$, potom platí equation a^{ (m)} = 1 v Z _m euler-fermat equation Dál si musím uvědomit, že $49^{107}$ se dá napsa",stem_hit_only_requires_context_review
linear,12,expanded_non_ru_uk_slavic,sk,payload/sidecar_github_url_public/payload/sk/deric_x01avt/priklady.tex,"$, $ (x^2 + x + 1) $ $ (1,1,1,1,0,1) $: $ (x+1) $, $ (x^2 + x + 1) $ itemize Výpočet se zase dá poněkud zkrátit, když si uvědomím, že pokud polynom nemá kořen, pak zaručeně není ani dělitelný lineárním polynomem (čímž mi v tomto případě vypadne dělení $(x+1)$). Ireducibilní polynomy pátého stupně v $ Z _2[x]$ jsou: $x^5 + x^2 + 1, x^5 + x^3 + 1, x^5 + x^3 + x^2 + x + 1, x^5 + x^4 + x^2 +",stem_hit_only_requires_context_review
reduk,10,expanded_non_ru_uk_slavic,sk,payload/sidecar_github_url_public/payload/sk/deric_x01avt/priklady.tex,"2 + 1 \] \[ ^4 = (2 ^2 + 2 + 1) = 2 ^3 + 2 ^2 + = 2(2 ^2 + 2 + 1) + 2 ^2 + = 2 + 2\] To, jestli je $ $ kořenem něčeho, zjistím snadno - za $x$ dosadím $ $ a pokud se to zredukuje na $0$, je $ $ kořen. \[ 2 ^4 + ^3 + ^2 + 1 = 4 + 4 + 2 ^2 + 2 + 1 + ^2 + 1 = 6 + 3 ^2 + 6 = 0 \] Nalezení inverzního prvku k $(2 ^2 + + 2)$ se dá udělat dvěma způsoby",stem_hit_only_requires_context_review
grup,7,expanded_non_ru_uk_slavic,sk,payload/sidecar_github_url_public/payload/sk/deric_x01avt/priklady.tex,"ra-Zachovejte licenci 3.0 Česká republika licencí. \\ \\ \ \\ Pro zobrazení kopie této licence, navštivte { http://creativecommons.org/licenses/by-sa/3.0/cz/} flushleft {Konečné grupy a počítání v $ Z _n$} %---------------------------------------Priklad 1-------------------------------- Příklad 1 V $ Z _{267}$ najděte všechna $x$, pro která platí $114x = 15$. (1,0){400}",stem_hit_only_requires_context_review
izomorf,7,expanded_non_ru_uk_slavic,sk,payload/sidecar_github_url_public/payload/sk/deric_x01avt/priklady.tex,"----------------- { priklad1-9 Příklad 9} Vypište všechny podgrupy aditivní grupy $( Z _{12},+)$. Nejdříve si uvědomte, kolik prvků tyto podgrupy mohou mít. (1,0){400} Příklad podobný (dokonce izomorfní :-) ) s priklad1-8 . Řád pogrupy $d$ musí dělit řád grupy, tedy $d | 12$ (protože prvků v grupě je $12$). Řády podgrup tedy mohou být ${1,2,3,4,6,12}$ (pogrupa řádu $r$ je generována prvky",stem_hit_only_requires_context_review
homomorf,3,expanded_non_ru_uk_slavic,sk,payload/sidecar_github_url_public/payload/sk/deric_x01avt/priklady.tex,"Zadání pokračuje: ""Grupy $( Z _{13}^{*}, )$ a $( Z _{12},+)$ jsou izomorfní. Najděte nějaký izomorfismus mezi nimi."" (1,0){400} Co to je vlastně ten izomorfismus ? Izomorfismus je bijektivní homomorfismus . Super. Takže další otázka: Co to je homomorfismus? definice def-homomorfismus Homomorfismus je zobrazení $ : A B$ mezi dvěma algebraickými strukturami stejného typu takové, že",stem_hit_only_requires_context_review
transform,2,expanded_non_ru_uk_slavic,sk,payload/sidecar_github_url_public/payload/sk/drobnyd_Thesis/en_thesis.tex,"r thesis assignment!) % Data lineage is a way of showing how information flows through complicated software systems. If the given system is a database, tables and columns are visualized along with transformations of the stored data. However, this picture may be difficult to understand for people with weaker technical background, as database objects usually obey naming conventions and do not nec",stem_hit_only_requires_context_review
modul,14,expanded_non_ru_uk_slavic,sk,payload/sidecar_github_url_public/payload/sk/EmanuelAntol_SZZ-BPC-TLI-2026/text_KOM_ARS.tex,"itemize Fyzická vrstva Stará se o přizpůsobení dat získaných od spojové vrstvy do podoby bitového toku, typicky prostřednictvím elektrických, optických či rádiových signálů. Řeší modulace, kódování dat a reprezentaci bitů. Spojová vrstva Spojová vrstva mění tok bitů z fyzické vrstvy na cestu pro přenos datových bloků, tzv. rámců . Obvykle se člení na dvě pod",stem_hit_only_requires_context_review
modul,14,expanded_non_ru_uk_slavic,sk,payload/sidecar_github_url_public/payload/sk/RomLab_system-for-underfloor-heating-v2.0/manual_hardware.tex,"ercurrent protection is activated. 2b – Signal LED for 3.3V. If lit/blinking, there is a malfunction. 3 – Signal LED for 12 V. If lit/blinking, there is a malfunction. Power supply for relay modules. 4 – Signal LED for 24V. If lit/blinking, there is a malfunction. Power supply for relay modules. 5a – Signal LED for underfloor heating circulation pump on the ground floor",stem_hit_only_requires_context_review
homomorf,3,expanded_non_ru_uk_slavic,sl,payload/sidecar_github_url_public/payload/sl/andrejbauer_ucbenik-logika-in-mnozice/ucbenik_stevilske-mnozice.tex,"f(1) = f(n) +_X 1_X$. Ampak pogoja align* f(0) & 0_X \\ f ( (n) ) & f(n) +_X 1_X align* po načelu o rekurziji enolično določata preslikavo $f X$. Če preverimo, da je ta preslikava homomorfizem polkolobarjev z enico, lahko zaključimo, da je $ $ res začetni objekt v $ $. Enota za seštevanje se ohranja po definiciji. Preverimo, da se ohranja seštevanje kot celota: dokazujemo $",stem_hit_only_requires_context_review
kongruen,2,expanded_non_ru_uk_slavic,sl,payload/sidecar_github_url_public/payload/sl/andrejbauer_ucbenik-logika-in-mnozice/ucbenik_stevilske-mnozice.tex,"dobro definirano relacijo na $ $. Ne velja pa samo za urejenost, da jo lahko prenesemo z $ ^2$ na kvocient $ $ --- to lahko storimo tudi z algebrskimi operacijami. % naloga Preveri, da je $ $ kongruenca za polkolobar $ ^2$. Sklepaj, da je s porojenimi operacijami tudi $ $ izmenljiv krajšalen polkolobar z enico. naloga Kot smo omenili, lahko $ $ vložimo v $ ^2$. Če to vložitev sklopi",stem_hit_only_requires_context_review
eksponent,1,expanded_non_ru_uk_slavic,sl,payload/sidecar_github_url_public/payload/sl/andrejbauer_ucbenik-logika-in-mnozice/ucbenik_stevilske-mnozice.tex,"podamo rekurzivno preprosto zato, ker nimamo druge možnosti. Zgornja predpisa sicer podajata preslikavi izrecno, ampak cena za to je uporaba zapletenih operacij na realnih številih, kot so integral, eksponentna funkcija z naravno osnovo in korenjenje. Strogo vzeto smo zaenkrat od številskih množic definirali samo naravna števila, pa še zanje znamo povedati zgolj, kaj je $0$ in kaj je naslednik. V",stem_hit_only_requires_context_review
kongruen,2,expanded_non_ru_uk_slavic,sl,payload/sidecar_github_url_public/payload/sl/andrejbauer_ucbenik-logika-in-mnozice/ucbenik_strukture.tex,"' x'' y''$. Za splošno ekvivalenčno relacijo to ni res, torej se je pri obravnavi magem smiselno omejiti samo na ekvivalenčne relacije, za katere to velja. Tako ekvivalenčno relacijo imenujemo kongruenca magem . Kot bomo videli v nadaljnjih podrazdelkih, se bo pojem kongruence pojavljal tudi pri drugih algebrskih strukturah --- v vsakem primeru pomeni ekvivalenčno relacijo, usklajeno z alge",stem_hit_only_requires_context_review
reduk,10,expanded_non_ru_uk_slavic,sl,payload/sidecar_github_url_public/payload/sl/jureslak_listi-na-kolokvijih/sir_list-sir.tex,"$v$. Kanonska funkcija: izbere po enega predstavnika iz vsakega ekvivalenčnega razreda. Funkcija $f$ je kanonska za $(T, )$, če $f(t) t$, $t_1 t_2 f(t_1) = f(t_2)$, $f$ izračunljiva. Redukcijska relacija: Relacija $R T T$. \\ tabular {lll} oznaka & pomen & razlaga \\ $ $ & $R$ & redukcijska relacija \\ $ n { }$ & $R^n$ & v $n$ korakih \\ $ $ & $R^",stem_hit_only_requires_context_review
kongruen,2,expanded_non_ru_uk_slavic,sl,payload/sidecar_github_url_public/payload/sl/L3435_Predavanja-FMF/2. letnik_Algebra 2_Sections_Primeri grup in kolobarjev.tex,"no. izrek proof V nasprotnem primeru števila \[ _{p P } p + 1 \] ne moremo faktorizirati. proof Modularna aritmetika okvir definicija Pravimo, da sta celi števili $a$ in $b$ kongruentni po modulu $n$ Kongruence , če velja $n a-b$. Pišemo $a b n $. definicija okvir trditev Kongruentnost je ekvivalenčna. trditev definicija Z \[ _n = [x] {x }",stem_hit_only_requires_context_review
eksponent,1,expanded_non_ru_uk_slavic,sl,payload/sidecar_github_url_public/payload/sl/miklaviclenart_diploma/04-src_vsebina_08-druzina.tex,"ična na celi kompleksni ravnini. Sledi, da je njena Juliajeva množica enaka \( \). Zanimivo pa je, da to ne drži nujno že, če preslikavo pomnožimo s konstanto. V tem poglavju bomo preučili dinamiko eksponentne družine \[E_ (z) e^z.\] Za \(0 < < 1/e\) bomo poiskali Juliajevo množico \(J (E_ )\). Poglavje je povzeto po knjigi~ Pineiro_2025 . Periodične točke Začnemo s preučevanjem",stem_hit_only_requires_context_review
eksponent,1,expanded_non_ru_uk_slavic,sl,payload/sidecar_github_url_public/payload/sl/njezersek_Diskretne-strukture-2-zapiski/ds2-mini.tex,"enta stolpca. (Presek vrstice $a$ in stolpca $b$ je $ab$) Red elementa Naj bo $(G, )$ grupa. Red elemneta $a$ je najmanjše naravno število $n N $, da velja \[a^n = e\] Če je grupa končna, tak eksponent vedno obstaja (red elementa deli moč grupe). Pri neskončnih grupah pa je red $ $, če tak $n$ ne obstaja. Red enote je 1. Enota je tudi edini element grupe, ki ima red 1. Podgurpe Naj",stem_hit_only_requires_context_review
eksponent,1,expanded_non_ru_uk_slavic,sl,payload/sidecar_github_url_public/payload/sl/njezersek_Diskretne-strukture-2-zapiski/ds2.tex,"enta stolpca. (Presek vrstice $a$ in stolpca $b$ je $ab$) Red elementa Naj bo $(G, )$ grupa. Red elemneta $a$ je najmanjše naravno število $n N $, da velja \[a^n = e\] Če je grupa končna, tak eksponent vedno obstaja (red elementa deli moč grupe). Pri neskončnih grupah pa je red $ $, če tak $n$ ne obstaja. Red enote je 1. Enota je tudi edini element grupe, ki ima red 1. Podgurpe Naj",stem_hit_only_requires_context_review
eksponent,1,expanded_non_ru_uk_slavic,sl,payload/sidecar_github_url_public/payload/sl/Tomaz12345_Kombinatorika2-zapiski/main_kombinatorika2-zapiski.tex,Seznam uporabljenih kratic tabular {p{0.1 }|p{.8 }} { kratica} & izraz \\ { NSTE} & naslednje trditve so ekvivalentne \\ { orf} & običajna rodovna funkcija \\ { erf} & eksponentna rodovna funkcija \\ { fp} & formalni polinom \\ { fpv} & formalna potenčna vrsta \\ { dum} & delno urejena množica \\ tabular % % % toc {chapter}{Povzetek} % Povzetek,stem_hit_only_requires_context_review
linear,12,expanded_non_ru_uk_slavic,be,payload/recovered_focused_slavic_algebra/be/be/gaurapanasenko_unilab_opt/Coursework/Coursework.tex,"_BUTTON_MIDDLE}, {MOUSE_BUTTON_RIGHT, GLFW_MOUSE_BUTTON_RIGHT}, }; static bool map_inited = false; static int key_glfw_map[60]; static enum KEYS glfw_key_map[1024]; static int btn_glfw_map[60]; static enum BUTTONS glfw_btn_map[1024]; void map_init(void) { if (!map_inited) { map_inited = true; const void* end; end = key_list + sizeof(key_list) / sizeof(key_map_t);",stem_hit_only_requires_context_review
normal,4,expanded_non_ru_uk_slavic,be,payload/recovered_focused_slavic_algebra/be/be/gaurapanasenko_unilab_opt/Coursework/Coursework.tex,"in maths amssymb cprotect % http://ctan.org/pkg/cprotect listings % Typeset source code listings using LaTeX minted fancyhdr ulem multicol tocbibind % longtable % pgfplots % Create normal/logarithmic plots !slow titletoc pgf tikz placeins caption pst-node, pst-plot, auto-pst-pdf setspace % latex myheadings % mathspec (Digits,Latin,Greek){Times New Roma",stem_hit_only_requires_context_review
algebr,4,expanded_non_ru_uk_slavic,be,payload/recovered_focused_slavic_algebra/be/be/gaurapanasenko_unilab_opt/Coursework/Coursework.tex,"r }% flushright \fill { м. Дніпро, 2020 р. }} % \[ { dmath* [compact]} % \] { dmath* } % \bdg { dgroup* } % \edg { dgroup* } % \bdg {} % \edg {} \[ { singlespace equation* } \] { equation* singlespace } \be { enumerate } \ee { enumerate } \ds { } \sep { , \ } \ivr { 0pt {6ex}} { #1 {#2}} \sigmalgebra { { $\sigma$ }} { [ ][b]{#1}{ { [4mm][t]{#1}{",stem_hit_only_requires_context_review
element,3,expanded_non_ru_uk_slavic,be,payload/recovered_focused_slavic_algebra/be/be/gaurapanasenko_unilab_opt/Coursework/Coursework.tex,"сіб побудови кубічної кривої Безьє, який проілюстрований на рис. fig:bezier_3_big . Нехай у нас є деяке дійсне число $t=0.25$, загалом $t [0,1]$, і $P_i, i= 0,3 $ - це контрольні точки кривої Безьє на першому кроці ми відкладаємо $0.25$ шляху на відрізках $P_iP_{i+1}$, отримаємо точки $Q_{j}, j= 0,2 $, на наступному кроці робимо теж саме і отримаємо $R_0$ та $R_1$, на даному етапі ми отримали",stem_hit_only_requires_context_review
transform,2,expanded_non_ru_uk_slavic,be,payload/recovered_focused_slavic_algebra/be/be/gaurapanasenko_unilab_opt/Coursework/Coursework.tex,"P_0+3P_1 equation Запишемо у матричному вигляді: \[B(t)= ^T ^T \] Властивості кривої Безьє: itemize неперервність заповнення сегменту між початковою та кінцевою точками, крива завжди знаходитися у фігурі утвореній контрольними точками, у кубічній кривій це буде деякий чотирикутник, цю властивість можна використати для того щоб перевірити чи не перетинаються дві криві на початковому",stem_hit_only_requires_context_review
modul,14,expanded_non_ru_uk_slavic,be,payload/recovered_focused_slavic_algebra/be/be/KlymentievMaksym_interactive-colorization-kpi-thesis/chapters/appendix_A.tex,"поле keepspaces=true, title= , escapeinside={(*@}{@*)}, extendedchars=true, literate={і}{{\'i}}1 {ї}{{\""i}}1 {є}{{\'e}}1 {ґ}{{\`g}}1 {І}{{\'I}}1 {Ї}{{\""I}}1 {Є}{{\'E}}1 {Ґ}{{\`G}}1 {а}{{ }}1 {б}{{ }}1 {в}{{ }}1 {г}{{ }}1 {д}{{ }}1 {е}{{ }}1 {ж}{{ }}1 {з}{{ }}1 {и}{{ }}1 {й}{{ }}1 {к}{{ }}1 {л}{{ }}1 {м}{{ }}1 {н}{{ }}1 {о}{{ }}1 {п}{{ }}1 {р}{{ }}1 {с}{{ }}1",stem_hit_only_requires_context_review
linear,12,expanded_non_ru_uk_slavic,be,payload/recovered_focused_slavic_algebra/be/be/KlymentievMaksym_interactive-colorization-kpi-thesis/chapters/appendix_A.tex,"til_models import MambaShared, BaseColorizer from colorization_engine.factory.registry import register_model @register_model(""mamba"") class MambaWrapper(BaseColorizer): def __init__(self, d_model: int = 256, layers: int = 6, blocks: int = 2): super().__init__() # --- ENCODER --- # Вхід: 1 канал L + 2 канали ab (підказки) + 1 канал маски = 4 канали self",stem_hit_only_requires_context_review
normal,4,expanded_non_ru_uk_slavic,be,payload/recovered_focused_slavic_algebra/be/be/KlymentievMaksym_interactive-colorization-kpi-thesis/chapters/appendix_A.tex,"_patch new_hints[b, 0:2, y1:y2, x1:x2] = new_hints[b, 0:2, y1:y2, x1:x2] + colored_patch if len(placed_points) >= num_hints: break return new_hints @torch.no_grad() def sample(self, l_channel: torch.Tensor, hints: torch.Tensor | None = None, num_samples: int = 5, color_intensity: float = 1.0, min_hint_size: int = 2, max_hint_si",stem_hit_only_requires_context_review
transform,2,expanded_non_ru_uk_slavic,be,payload/recovered_focused_slavic_algebra/be/be/KlymentievMaksym_interactive-colorization-kpi-thesis/chapters/appendix_A.tex,"self.sobel_y = torch.tensor([ [-1., -2., -1.], [ 0., 0., 0.], [ 1., 2., 1.] ], dtype=torch.float32).view(1, 1, 3, 3) def get_pdf(self, l_tensor: torch.Tensor) -> torch.Tensor: """"""Обчислює 2D функцію щільності ймовірності (PDF) для зображення."""""" device = l_tensor.device # [C, H, W] -",stem_hit_only_requires_context_review
normal,4,expanded_non_ru_uk_slavic,be,payload/recovered_focused_slavic_algebra/be/be/konceptosociala_Voxel-Space-Ray-Tracing-Coursework/chapters/implementation.tex,"лайні. itemize enumerate Організація модульної структури проєкту Проєкт організовано за принципом модульної архітектури з чіткою розділеністю відповідальності між компонентами. Кореневі модулі lib.rs та main.rs забезпечують точки входу для бібліотеки та виконавчого файлу відповідно. Основні модулі проєкту структуровані наступним чином: itemize [itemsep=0pt, topsep=0pt, label=$",stem_hit_only_requires_context_review
linear,12,expanded_non_ru_uk_slavic,be,payload/recovered_focused_slavic_algebra/be/be/Robotmurlock_TNT-VectorNet-and-HOME-Trajectory-Forecasting/thesis/matfmaster-primer.tex,"а у околини агента се посматрају као циљеви, а сама трајекторија агента се усклађује у односу на њих. Дефиниција аутономне вожње Министарство саобраћаја САД и NHTSA ( National Highway Traffic Safety \\ Administration ) је усвојила Society of Automotive Engineers (SAE) стандард који прописује 6 нивоа аутоматизације од нултог, где човек има потпуну контролу до петог, где рачунар самостално у",stem_hit_only_requires_context_review
sistem,7,expanded_non_ru_uk_slavic,be,payload/recovered_focused_slavic_algebra/be/be/Robotmurlock_TNT-VectorNet-and-HOME-Trajectory-Forecasting/thesis/matfmaster-primer.tex,ju sva slova % azbuke (nema potrebe koristiti ovo u pravim disertacijama) pangrami % Paket koji obezbeđuje ispravni prikaz ćiriličkih italik slova kada % se koristi pdflatex. Zakomentarisati ako na sistemu koji koristite ovaj % paket nije dostupan ili ako ne radi ispravno. cmsrb % Ostali paketi koji se koriste u dokumentu listings % listing programskog koda hyperref % Ime kandidata na s,stem_hit_only_requires_context_review
maksimal,2,expanded_non_ru_uk_slavic,be,payload/recovered_focused_slavic_algebra/be/be/Robotmurlock_TNT-VectorNet-and-HOME-Trajectory-Forecasting/thesis/matfmaster-primer.tex,"јчешће димензије $2 2$ или $3 3$ за слике, а најчешће агрегације које се користе су максимум и просек. Циљ ове операције је смањивање величине улаза без значајног губитка информација. Агрегација има смисла само ако сигнали нису осетљиви на мање транслације, иначе постоји опасност губитка значајних информација. На слици maxpool је приказан пример примене максимума димензије $3$ на једнодиме",stem_hit_only_requires_context_review
kvadrat,1,expanded_non_ru_uk_slavic,be,payload/recovered_focused_slavic_algebra/be/be/Robotmurlock_TNT-VectorNet-and-HOME-Trajectory-Forecasting/thesis/matfmaster-primer.tex,На слици maxpool је приказан пример примене максимума димензије $3$ на једнодимензиони сигнал. figure [H] images/maxpool.png {Пример агрегације maxpool } figure Дубоке конволутивне неуронске мреже Конволутивне неуронске мреже су најчешће дубоке тј. састоје се из низа великог броја слојева неуронских мрежа. Типична конволутивна мрежа садржи градивне елементе који се састоје,stem_hit_only_requires_context_review
minimal,1,expanded_non_ru_uk_slavic,be,payload/recovered_focused_slavic_algebra/be/be/Robotmurlock_TNT-VectorNet-and-HOME-Trajectory-Forecasting/thesis/matfmaster-primer.tex,"а је израчуната на основу околине тог елемента матрице. Та околина је најчешће димензије $2 2$ или $3 3$ за слике, а најчешће агрегације које се користе су максимум и просек. Циљ ове операције је смањивање величине улаза без значајног губитка информација. Агрегација има смисла само ако сигнали нису осетљиви на мање транслације, иначе постоји опасност губитка значајних информација. На слици",stem_hit_only_requires_context_review
special,2,expanded_non_ru_uk_slavic,be,payload/recovered_focused_slavic_algebra/be/be/sen-den_master-thesis-2020/chapters/all.tex,й засіб автоматизаціі розвертання та управління додатками як контейнерами з віртуалізацією на рівні операційної системи~ merkel2014docker ; { Git } як найпоширеніша система контролю версій~ torvalds2010git ; { GitHub }~ githubKSU та { GitLab }~ gitlabKSU як віддалені сховища репозиторіїв; { Docutils } як генератор web-документації сервісу на основі програмного коду опису м,stem_hit_only_requires_context_review
normal,4,expanded_non_ru_uk_slavic,bg,payload/recovered_focused_slavic_algebra/bg/bg/v--_notebook/text/rings.tex,"ign* and balign* (x z) (y z) & = ([(x z) + (y z)], n) = \\ &= ([xz - n (xz, n) + yz - n (yz, n)], n) = \\ &= (xz + yz, n) = \\ &= ((x + y) z, n). balign* Hence, equation* (x y) z = (x z) (y z). equation* defproof Ring quotients proposition thm:kernel_is_ring_ideal T",stem_hit_only_requires_context_review
transform,2,expanded_non_ru_uk_slavic,bg,payload/recovered_focused_slavic_algebra/bg/bg/v--_notebook/text/rings.tex,"lg:logical_term_to_integer_polynomial instead of on \( { } \). Proof that \( \Phi \) is surjective Given a polynomial \( f \) in \( \), we can use alg:integer_polynomial_to_logical_term (adapted to syntax trees instead of terms) to produce a tree \( S_f \). It is then straightforward to verify that \( (S_f) = f \). proof definition def:polynomial_equation As shown in thm:i",stem_hit_only_requires_context_review
special,2,expanded_non_ru_uk_slavic,bg,payload/recovered_focused_slavic_algebra/bg/bg/v--_notebook/text/rings.tex,"holds if and only if \( x - y \) is in \( I \). To show that this is a ring congruence, we must show that \( a b \) and \( x y \) implies \( ax by \). This holds because of distributivity: equation* ax - by = (ax - ay) + (ay - by) = a( x - y _{I}) + ( a - b _{I})y. equation* Since \( I \) is closed under multiplication with \( R \) and under addition with",stem_hit_only_requires_context_review
matric,1,expanded_non_ru_uk_slavic,bg,payload/recovered_focused_slavic_algebra/bg/bg/v--_notebook/text/semiring_ideals.tex,"Since \( n \) is a prime ideal, \( a n \) or \( b n \). Thus, \( n = a \) or \( n = b \). By ex:def:semiring_ideal/natural_numbers_principal_ideals , \( n = a \) or \( n = b \), which in turn implies that the other is invertible. Therefore, \( n \) is a prime number. ex:def:semiring_ideal/non_coprime As a counterexample to the converse o",stem_hit_only_requires_context_review
reduk,10,expanded_non_ru_uk_slavic,bs,payload/recovered_focused_slavic_algebra/bs/bs/CZDanol_AnotherCraft/master_thesis_CZ/diplomka-01-chapters.tex,"mní paměti, což překračuje minimální garantovanou velikost 16 kB. Proto byla data agregována do větších textur o~velikosti 128×128×256 bloků (8×8 chunků, spravované třídou VisibleArea , jak bylo uvedeno v oddílu lightingImpl ), což redukuje paměťové nároky 64krát. Data pro vlastní emisi pixelů ( glow map ) jsou uložena v alfa kanálu normálové textury. V aplikaci je implicitně aktivován 2× mult",stem_hit_only_requires_context_review
princip,1,expanded_non_ru_uk_slavic,bs,payload/recovered_focused_slavic_algebra/bs/bs/CZDanol_AnotherCraft/master_thesis_CZ/diplomka-01-chapters.tex,"a dané souřadnici nachází nebo nenachází hmota. Osy $x$ a $y$ umístíme do horizontální roviny a osa $z$ reprezentuje výškovou souřadnici. Procedurální generování volumetrického terénu sect:procGenPrinciples Procedurální generování pro účely této práce znamená nalezení takové funkce $ter$ (viz rovnice volumetricTerrainDefinition ), pro kterou je možná efektivní implementace pro soudobý hardwa",stem_hit_only_requires_context_review
algebr,4,expanded_non_ru_uk_slavic,bs,payload/recovered_focused_slavic_algebra/bs/bs/kkumer_simetrije/figures/so3pokrivanje.tex,"ss=0.8] (2.9,1.2); }-{Triangle[scale=0.75]}] (2.1507,0.7839) -- (2.9,0.7839); (2.1507,0.2881) -- (2.9,0.2881); at (3.1208,1.3) {homomorfizam grupa}; at (3.1208,0.7839) {izomorfizam algebri}; at (3.1208,0.2881) {grupa $ $ algebra}; tikzpicture document",stem_hit_only_requires_context_review
reduk,10,expanded_non_ru_uk_slavic,bs,payload/recovered_focused_slavic_algebra/bs/bs/mateuszbaran_ECG-analyzer/doc/report.tex,"zykład w przypadku EKG wyraźnych ""pików"". Jest to łatwe do stwierdzenia empirycznie, zestawiając wykresy sygnału bazowego i przefiltrowanego fig:fig_srednia . Filtr Butterwortha \\ Według różnych źródeł JAGT1 pasmo informacyjne sygnału EKG zawiera się w przedziale od |0.05Hz-5Hz| do |100Hz|, dlatego do redukcji zakłóceń można stosować filtry zarówno dolno- jak i górnoprzepustowe.\",stem_hit_only_requires_context_review
princip,1,expanded_non_ru_uk_slavic,bs,payload/recovered_focused_slavic_algebra/bs/bs/mrlovre_LCPA-BWT/documentation/seminar.tex,"Jedan red (engl. queue ) sadržava parove (interval, l ). Na početku rada algoritma u redu se nalazi samo interval [1..n], a l vrijednost je postavljena na 0. Algoritam potom skida iz reda interval (po principu FIFO, dok god se red ne isprazni), te pozivom metode getIntervals prvog algoritma dobiva listu c$ $-intervala za dani interval. Za svaki interval [lb..rb] iz liste c$ $-intervala gled",stem_hit_only_requires_context_review
