recommended_action_band,operational_term_weight_0_100,term_id,concept,source_term,chosen_form_latin,f10_flag,ws_support_score,ws_adverse_competitor_score,writeback_status,required_fix,writeback_note,source_pointer
E_overclaim_backfill_needed,8.7,ISV-zerfallen_zerfallende_form--razkladati_se_razkla,,zerfallen / zerfallende Form,razkladati se / razkladna forma,F10-2,,,,"back the claim with W/S witness forms from the shelf, or weaken the claim",,noether_paper02_section23_terms.json
F_missing_witness_backfill,62.2,ISV-darstellung_mit_festem_nenner--predstavjenje_s_stal,crossed representation,,predstavjenje s stalym imenovateljem,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper06_introduction_terms.json
F_missing_witness_backfill,62.2,ISV-ganzzahligkeit_der_darstellung--integralnost_predsta,integral,,integralnost predstavjenja,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper05_terms.json
F_missing_witness_backfill,62.2,ISV-körper_k_n_ho--polja_k_n_ho,extension of the first kind,,"polja K_{nho}",F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper06_section01_terms.json
F_missing_witness_backfill,62.2,ISV-norm_von_g_nach_a--norma_g_vzhodno_k_a,,,norma G vzhodno k A,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper22_terms.json
F_missing_witness_backfill,62.2,ISV-reduzierte_darstellung--redukovano_predstavj,reduk,,redukovano predstavjenje,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper06_section01_terms.json;noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
F_missing_witness_backfill,60.4,ISV-umkehrung_von_hilfssatz_i--obrat_lemy_i,lemma,,obrat lemy I,F10-1,0.5469,0.4531,Q3_PROOF_REGISTER_LATEX_ENVIRONMENT_OR_PREAMBLE,backfill witness vector from 20-source shelf or mark explicit gap,"window mostly theorem-environment/preamble labels; supports register marker weakly, not term-row witness",noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
F_missing_witness_backfill,59.8,ISV-norm_elementarteiler--norma_elementarny_dě,element,Norm / Elementarteiler,norma / elementarny dělitelj,F10-1,0.531,0.469,no_accepted_slavic_context_yet,backfill witness vector from 20-source shelf or mark explicit gap,available windows rejected or insufficient under this pass,noether_paper25_terms.json
F_missing_witness_backfill,58.6,ISV-arithmetische_fassung_des_dimensionsbegr--aritmetična_formulac,dimension,Arithmetische Fassung des Dimensionsbegriffes,Aritmetična formulacija pojma dimenzije,F10-1,0.4978,0.5022,Q3_NEEDS_MANUAL_KWIC_REVIEW,backfill witness vector from 20-source shelf or mark explicit gap,insufficient automated sense confidence,noether_paper24_section04_terms.json
F_missing_witness_backfill,58.6,ISV-dimension_schlechthin--dimenzija_v_sobstven,dimension,Dimension schlechthin,dimenzija v sobstvenom smyslu,F10-1,0.4978,0.5022,Q3_NEEDS_MANUAL_KWIC_REVIEW,backfill witness vector from 20-source shelf or mark explicit gap,insufficient automated sense confidence,noether_paper24_section02_terms.json
F_missing_witness_backfill,57.5,ISV-kürzeste_darstellung--najkrajše_predstavje,representation,kürzeste Darstellung,najkrajše predstavjenje,F10-1,0.4685,0.5315,Q3_REJECT_bibliography_or_english_source_residue,backfill witness vector from 20-source shelf or mark explicit gap,"window is bibliography/English title residue, not native target-language usage",noether_paper30_section05_terms.json
F_missing_witness_backfill,57.5,ISV-kürzeste_darstellungen--najkratše_predstavje,representation,,najkratše predstavjenja,F10-1,0.4685,0.5315,Q3_REJECT_bibliography_or_english_source_residue,backfill witness vector from 20-source shelf or mark explicit gap,"window is bibliography/English title residue, not native target-language usage",noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
F_missing_witness_backfill,57.5,ISV-zentrum_darstellungen_des_zentrums--centar_predstavjenja,representation,Zentrum / Darstellungen des Zentrums,centar / predstavjenja centra,F10-1,0.4685,0.5315,Q3_REJECT_bibliography_or_english_source_residue,backfill witness vector from 20-source shelf or mark explicit gap,"window is bibliography/English title residue, not native target-language usage",noether_paper34_section21_source_fidelity_terms.json
F_missing_witness_backfill,44.6,ISV-erweiterung_des_grundkörpers--razširenje_osnovnogo,extension of the first kind,Erweiterung des Grundkörpers,razširenje osnovnogo těla,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper34_section21_source_fidelity_terms.json
F_missing_witness_backfill,44.2,ISV-LB-adj_modul,modul,adj. Modul,adjungovany modul,F10-1,,,,merge into glossary schema during backfill,,logbook:2026-06-10: Paper 02 §9 Interslavic Decisions / Term Choices
F_missing_witness_backfill,39.5,ISV-LB-nichtexistenz_der_expliziten_darstellung,representation,Nichtexistenz der expliziten Darstellung,neobstajanje eksplicitnogo predstavjenja,F10-1,0.4685,0.5315,Q3_REJECT_bibliography_or_english_source_residue,merge into glossary schema during backfill,"window is bibliography/English title residue, not native target-language usage",logbook:2026-06-10: Paper 04 Section 3 Interslavic Decisions / 
F_missing_witness_backfill,36.3,ISV-satz_i--teorema_i,theorem,,Teorema I,F10-1,0.4574,0.5426,Q2_PROOF_REGISTER_SUPPORT_ONLY,backfill witness vector from 20-source shelf or mark explicit gap,theorem stem occurs in algorithm/recurrence theorem context; supports proof-register term but not exact Noether theorem-title rows,noether_paper06_section03_terms.json
F_missing_witness_backfill,31.7,ISV-normale_divisionsalgebra--normalna_dělitvena_a,algebra,normale Divisionsalgebra,normalna dělitvena algebra,F10-1,1.0,0.0,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper38_source_fidelity_terms.json
F_missing_witness_backfill,21.7,ISV-echter_teiler--vlastny_dělitelj,proper divisor,,vlastny dělitelj,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json;noether_paper24_section02_terms.json
F_missing_witness_backfill,21.7,ISV-ganz_in_bezug_auf_r--cěly_vzhodno_k_r,,ganz in bezug auf R,cěly vzhodno k R,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper30_section01_terms.json
F_missing_witness_backfill,21.7,ISV-integritätsbereiche--integralne_oblasti,integral,,integralne oblasti,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper06_introduction_terms.json
F_missing_witness_backfill,21.7,ISV-irreduzibel--nerazložimy_nerazlož,irreducible,,nerazložimy / nerazložimo,F10-1,,,blocked_P0_sense_or_specialist,backfill witness vector from 20-source shelf or mark explicit gap,trap/specialist row: KWIC specialist review required before any evidence can count,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
F_missing_witness_backfill,21.7,ISV-kapitel_iii--glava_iii,,Kapitel III,Glava III,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper02_section07_terms.json
F_missing_witness_backfill,21.7,ISV-kurzmitteilungen--kratke_komunikacije,,,kratke komunikacije,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_postbibliography_source_fidelity_terms.json
F_missing_witness_backfill,21.7,ISV-lambda_beliebig--lambda_jest_proizvol,,$\lambda$ beliebig,$\lambda$ jest proizvoljno,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper02_section19_terms.json
F_missing_witness_backfill,21.7,ISV-nicht_identisch_verschwinden_identisch_v--ne_izčezaje_identičn,,,ne izčezaje identično / identično izčezaje,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper20_terms.json
F_missing_witness_backfill,21.7,ISV-restklasse_system_der_restklassen--ostatkova_klasa_sist,covariant,,ostatkova klasa / sistem ostatkovyh klasov,F10-1,,,blocked_P0_sense_or_specialist,backfill witness vector from 20-source shelf or mark explicit gap,trap/specialist row: KWIC specialist review required before any evidence can count,noether_paper22_terms.json
F_missing_witness_backfill,21.7,ISV-restklassensystem--sistem_ostatkovyh_kl,sistem,,sistem ostatkovyh klasov,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper22_section04_terms.json;noether_paper22_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--30_marca_1926,,,30. marca 1926.,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section08_entry11_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--abelove_grupypolja,,,Abelove grupy/polja,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper11_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--adjungovati_funkciju,,,adjungovati funkciju log x k oblasti racionalnosti,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper17_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--adjungujemo,,,adjungujemo,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper17_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--baza_za_tvorjenje_sl,,,baza za tvorjenje slěda,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section08_entry03_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--diskriminantny_krite,,,diskriminantny kriterij polnoj razložimosti prvogo roda,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section06_opening_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--dělimo_črez_p_izčeza,,,dělimo črez p / izčezaje v P,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section07_entry03_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--grupa_posunov,,,grupa posunov,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper13_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--integralna_zamknutos,,,integralna zamknutost o v Omega,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section08_entry03_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--jediničny_element_e_,,,jediničny element e / modulna baza,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section06_entry02_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--klasy_ostatkov_grupy,,,klasy ostatkov / grupy ostatkov,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper17_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--korenj_uravnenja,,,korenj uravnenja,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper10_section03_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--kvadratične_relacije,,,kvadratične relacije / kvadratične formy,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper15_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--leksikografičny_red,,,leksikografičny red,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper17_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--medžupolja_medžupolj,,,medžupolja / medžupolj,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper09_section07_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--mnogovidnost,,,mnogovidnost,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper11_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--močnosť_kontinuum_do,,,močnosť / kontinuum / dobra uporjadkovanja,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper09_section09_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--nerazložimy_polinomy,,,nerazložimy polinomy,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper22_section07_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--obrat,,,obrat,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper13_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--polna_razložimost_pr,,,polna razložimost prvogo roda,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section06_entry05_terms.json;noether_paper31_section06_entry06_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--pomočny_teorem,,,Pomočny teorem,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper17_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--prosty_ideal_prvogo_,,,prosty ideal prvogo i drugogo roda,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_introduction_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--prosty_ideal_prvogo_,,,prosty ideal prvogo i drugogo roda,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section02_entry04_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--racionalna_baza_vsih,,,racionalna baza vsih čisel,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper10_section02_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--racionalno-cěle_koef,,,racionalno-cěle koeficienty / cělo-racionalno-čislove invarianty,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper15_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--red_grupy,,,red grupy,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper17_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--slučaj_jednoznačnogo,,,slučaj jednoznačnogo razklada,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper17_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--teoremy_konečnosti,,,teoremy konečnosti,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper17_terms.json
F_missing_witness_backfill,21.7,ISV-unnamed--vlastna_podgrupa,,,vlastna podgrupa,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper17_terms.json
F_missing_witness_backfill,21.7,ISV-usw--i_podobne,,usw.,i podobne,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper02_section22_terms.json;noether_paper02_section23_terms.json;logbook:2026-06-10: Paper 02 Section 21 Interslavic Decisions;logbook:2026-06-10: Paper 02 Section 23 Interslavic Decisions
F_missing_witness_backfill,19.9,ISV-verdanke_ich_hentzelt_bemerkungen--zahvaljujem_hentzelt,lemma,,zahvaljujem Hentzeltu za ... zaměčenja,F10-1,0.5469,0.4531,Q3_PROOF_REGISTER_LATEX_ENVIRONMENT_OR_PREAMBLE,backfill witness vector from 20-source shelf or mark explicit gap,"window mostly theorem-environment/preamble labels; supports register marker weakly, not term-row witness",noether_paper06_introduction_terms.json
F_missing_witness_backfill,16.7,ISV-a_b_c_d--a_b_c_d,,A) / B) / C) / D),A) / B) / C) / D),F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper02_section22_terms.json
F_missing_witness_backfill,16.7,ISV-a_b_c_d_a_b--a_b_c_d_a_b,,"A) / B) / C) / D), a) / b)","A) / B) / C) / D), a) / b)",F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper02_section24_terms.json
F_missing_witness_backfill,16.7,ISV-abbildungssystem--odobražajuči_sistem,sistem,,odobražajuči sistem,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper06_section03_terms.json;noether_paper06_section04_terms.json
F_missing_witness_backfill,16.7,ISV-absoluter_multiplikatorenbereich--absolutna_oblast_mno,multiplier domain,absoluter Multiplikatorenbereich,absolutna oblast množiteljev,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper34_section20_source_fidelity_terms.json
F_missing_witness_backfill,16.7,ISV-adjunktion_der_u_munu--prisojedinjenje_u_mu,adjunction,Adjunktion der u_{\mu\nu},prisojedinjenje u_{\mu\nu},F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper24_section02_terms.json
F_missing_witness_backfill,16.7,ISV-adjunktion_der_unbestimmten_u_mu_nu--prisojedinjenje_neop,adjunction,,prisojedinjenje neopreděljenyh u_{mu nu},F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper22_terms.json
F_missing_witness_backfill,16.7,ISV-als_kovariante_betrachtet--razmatrivana_kako_ko,covariant,als Kovariante betrachtet,razmatrivana kako kovariant,F10-1,,,blocked_P0_sense_or_specialist,backfill witness vector from 20-source shelf or mark explicit gap,trap/specialist row: KWIC specialist review required before any evidence can count,noether_paper02_section19_terms.json
F_missing_witness_backfill,16.7,ISV-als_produkte_von_system_i_und_ii_bleiben--kako_produkty_sistem,covariant,Als Produkte von System I und II bleiben,kako produkty sistemov I i II ostavaju,F10-1,,,blocked_P0_sense_or_specialist,backfill witness vector from 20-source shelf or mark explicit gap,trap/specialist row: KWIC specialist review required before any evidence can count,noether_paper02_section19_terms.json
F_missing_witness_backfill,16.7,ISV-anfangsform--početna_forma,form,Anfangsform,početna forma,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper02_section01_terms.json
F_missing_witness_backfill,16.7,ISV-ansatz--shema,ansatz / setup,Ansatz,shema,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper02_section22_terms.json;logbook:2026-06-10: Paper 02 Section 22 Interslavic Decisions
F_missing_witness_backfill,16.7,ISV-associated_system_of_values--prinaležny_sistem_ve,covariant,,prinaležny sistem veličin,F10-1,,,blocked_P0_sense_or_specialist,backfill witness vector from 20-source shelf or mark explicit gap,trap/specialist row: KWIC specialist review required before any evidence can count,noether_paper22_terms.json
F_missing_witness_backfill,16.7,ISV-ausgelassen_sind--sut_izpušćene,form,ausgelassen sind,sut izpušćene,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper02_section23_terms.json
F_missing_witness_backfill,16.7,ISV-auswahlpostulat--postulat_izbora,chain condition,,postulat izbora,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
F_missing_witness_backfill,16.7,ISV-bereich_zahlbereich--oblast_čislova_oblas,extension of the first kind,,oblast / čislova oblast,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper09_introduction_terms.json
F_missing_witness_backfill,16.7,ISV-beschränkt_in_x_i_den_grad_k_nicht_errei--ograničeny_po_x_i_ne,degree,,ograničeny po x_i / ne dosega stepena k,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper22_section04_terms.json;noether_paper22_terms.json
F_missing_witness_backfill,16.7,ISV-buchbesprechungen--recenzije,,,recenzije,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_postbibliography_source_fidelity_terms.json
F_missing_witness_backfill,16.7,ISV-charakter--karakter,character,,karakter,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper34_section26_source_fidelity_terms.json
F_missing_witness_backfill,16.7,ISV-charakteristische_reihe--karakterističny_rjad,characteristic series,charakteristische Reihe,karakterističny rjad,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper34_section03_terms.json
F_missing_witness_backfill,16.7,ISV-d--d,,\D,\D,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper02_section24_terms.json
F_missing_witness_backfill,16.7,ISV-darstellung_als_kleinstes_gemeinsames_vi--predstavjenje_kako_n,crossed representation,Darstellung als kleinstes gemeinsames Vielfaches,predstavjenje kako najmenše obče mnogokratno,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper30_section06_terms.json
F_missing_witness_backfill,16.7,ISV-das_zeichen_equiv_bedeutet--znak_equiv_znači,,Das Zeichen \equiv bedeutet ...,Znak \equiv znači ...,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper02_section23_terms.json
F_missing_witness_backfill,16.7,ISV-diagonalglied--diagonalny_člen,diagonal entry,Diagonalglied,diagonalny člen,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper02_section01_terms.json
F_missing_witness_backfill,16.7,ISV-direkt-unzerlegbar--direktno_nerazložimy,direct factor,direkt-unzerlegbar,direktno nerazložimy,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper34_section13_terms.json
F_missing_witness_backfill,16.7,ISV-direkt-unzerlegbar_zerlegbar--direktno_nerazložimy,direct factor,direkt-unzerlegbar / zerlegbar,direktno nerazložimy / razložimy,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper34_section09_terms.json
F_missing_witness_backfill,16.7,ISV-direkt_unzerlegbare_faktoren--direktno_nerazložime,direct factor,direkt unzerlegbare Faktoren,direktno nerazložime faktory,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper34_section05_terms.json
F_missing_witness_backfill,16.7,ISV-direkter_faktor--direktny_faktor,direct factor,direkter Faktor,direktny faktor,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper34_section05_terms.json
F_missing_witness_backfill,16.7,ISV-doppelbereich_σt--dvojna_oblast_σt,extension of the first kind,,"dvojna oblast (Σ,T)",F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper19_terms.json
F_missing_witness_backfill,16.7,ISV-doppelindex--dvojny_indeks,,,dvojny indeks,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper06_section01_terms.json
F_missing_witness_backfill,16.7,ISV-doppelmodul--dvojny_modul_odnosno,modul,Doppelmodul,dvojny modul odnosno bimodul,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper40_source_fidelity_terms.json
F_missing_witness_backfill,16.7,ISV-echter_teiler_gliederzahl--vlastny_dělitelj_čis,proper divisor,echter Teiler / Gliederzahl,vlastny dělitelj / čislo členov,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper24_section04_terms.json
F_missing_witness_backfill,16.7,ISV-ein-_und_zweimalige_faltungen--jedno-_i_dvojnokratn,folding,ein- und zweimalige Faltungen,jedno- i dvojnokratna svijanja,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper02_section22_terms.json;logbook:2026-06-10: Paper 02 Section 22 Interslavic Decisions
F_missing_witness_backfill,16.7,ISV-eindeutig_bestimmt_vieldeutigkeit--jednoznačno_oprědělj,,,jednoznačno oprěděljene / mnogoznačnost,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
F_missing_witness_backfill,16.7,ISV-eineindeutig--vzaimno-jednoznačno,one-to-one,eineindeutig,vzaimno-jednoznačno,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper34_section11_terms.json
F_missing_witness_backfill,16.7,ISV-eineindeutig_eineindeutig_zuordnen--jedno-jednoznačno_je,one-to-one,,jedno-jednoznačno / jedno-jednoznačno pridružiti,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
F_missing_witness_backfill,16.7,ISV-einfach--prosta_grupa,grup,einfach,prosta grupa,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper34_section02_terms.json
F_missing_witness_backfill,16.7,ISV-einförmiger_fall--jednoformny_slučaj,form,,jednoformny slučaj,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper07_terms.json
F_missing_witness_backfill,16.7,ISV-einheit_aus_omega--jedinica_iz_omega,unit,,jedinica iz [Omega],F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper06_section15_terms.json
F_missing_witness_backfill,16.7,ISV-einheitsoperator--jediničny_operator,identity operator,Einheitsoperator,jediničny operator,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper34_section17_terms.json
F_missing_witness_backfill,16.7,ISV-einmalige_faltung--jednokratno_svijanje,folding,einmalige Faltung,jednokratno svijanje,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper02_section24_terms.json;logbook:2026-06-10: Paper 02 Section 24 Interslavic Decisions
F_missing_witness_backfill,16.7,ISV-einmalige_faltung--jednorazovo_svijanje,folding,einmalige Faltung,jednorazovo svijanje,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper02_section15_terms.json
F_missing_witness_backfill,16.7,ISV-einzelnorm--pojedina_norma,,Einzelnorm,pojedina norma,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper24_section01_terms.json
F_missing_witness_backfill,16.7,ISV-endlich_viele_linear_unabhängige_restkla--konečno_mnogo_ostatk,linear,endlich viele linear unabhängige Restklassen,konečno mnogo ostatkovyh klasov linearno nezavisnyh,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper24_section02_terms.json
F_missing_witness_backfill,16.7,ISV-endlichkeit_im_engeren_sinn--konečnost_v_užšem_sm,residue class,,konečnost v užšem smyslu,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper06_introduction_terms.json
F_missing_witness_backfill,16.7,ISV-endlichkeitssatz--teorem_o_konečnosti,teorem,,teorem o konečnosti,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper07_terms.json
F_missing_witness_backfill,16.7,ISV-erster_art--prvogo_roda,adjunction,erster Art,prvogo roda,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper30_section03_terms.json
F_missing_witness_backfill,16.7,ISV-erweiterung_erster_art--razširenje_prvogo_ro,extension of the first kind,Erweiterung erster Art,razširenje prvogo roda,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper24_section01_terms.json
F_missing_witness_backfill,16.7,ISV-erweiterung_erster_art_zweiter_art--razširjenje_prvogo_r,extension of the first kind,Erweiterung erster Art / zweiter Art,razširjenje prvogo roda / vtorogo roda,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper34_section21_source_fidelity_terms.json
F_missing_witness_backfill,16.7,ISV-eventuelle_adjunktion_von_unbestimmten--možno_prisojedinjenj,adjunction,eventuelle Adjunktion von Unbestimmten,možno prisojedinjenje neopreděljenyh,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper24_section04_terms.json
