id,lemma_current,citation_or_review_headword,en,class,variant_count,variants,provenance,source_use,permitted_use_weight,status,r1_decision_ids,normalization_policy_v6,warnings,r1_decision_json,term_kind,current_support_weight,review_priority_weight,recommended_action,boundary
associated-pridruzeny,pridruženy,pridruženy,associated (associated prime ideal!),noether_corpus,4,pridružen | pridružene | pridruženy | pridružiti,fable_pass28_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
pseudo-matrix,psevdomatričny,psevdomatričny,pseudo-matrix (adj.),noether_corpus,2,psevdomatri | psevdomatričnyh,fable_pass23 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
weight-of-form,vaga,vaga,weight (of a form — classical invariant theory),noether_corpus,5,vag | vaga | vagi | vagoju | věsy,fable_pass19 | fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
chain-veriga,veriga,veriga,chain (NB chain conditions),noether_corpus,1,veriga,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
reg-prvy,prvy,prvy,first,ordinal,8,prva | prve | prvi | prvoj | prvom | prvu | prvy | prvomu,chatgpt_v1 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
precisely-prave,právě (variant),právě (variant),precisely; exactly (cs-flavored variant of točno),precision_marker,5,prave | právě | variacionnogo | variacionnoj | variaciju,fable_pass15 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
reg-točno,točno,točno,exactly; precisely,precision_marker,5,točno | točnogo | točnoj | točnomu | točny,chatgpt_v1 | chatgpt_v4_longtail_attach | fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
precisely-upravo,upravo,upravo,precisely; exactly (upravo),precision_marker,1,upravo,fable_pass10,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
reg-jego,jego,jego,its/his; anaphoric reference,pronoun_reference,1,jego,chatgpt_v1,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
fw-koji,koji,koji,which (oblique forms outside stoplist),pronoun_reference,4,koja | kojem | kojih | koju,fable_pass28_kwic | fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
fw-moj,moj,moj,my (oblique forms),pronoun_reference,3,moj | moje | mojej,fable_pass27_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
our,naša,naša,our (fem.),pronoun_reference,5,naša | naše | našem | naših | našim,chatgpt_v4_longtail | fable_pass27_kwic | fable_pass28_kwic | fable_pass29_kwic | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
reg-njih,njih,njih,their/them,pronoun_reference,6,njih | njihov | njihova | njihovo | njim | njimi,chatgpt_v1 | chatgpt_v4_longtail_attach | fable_pass27_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
someone,někto,někto,someone (oblique forms),pronoun_reference,2,někom | někomu,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
something,něčto,něčto,something,pronoun_reference,1,něčto,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
fw-on,on,on,that/those (oblique demonstrative),pronoun_reference,1,onyh,fable_pass28_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
fw-tuto,tuto,tuto,this (tuta/tutu/tude forms),pronoun_reference,5,tude | tuta | tutogo | tutoj | tutu,fable_pass27_kwic | fable_pass28_kwic | fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
reg-analogija,analogija,analogija,analogously,proof_adverb,10,analogija | analogiji | analogno | analogične | analogon | analogije | analogna | analogičny | analognom | analogičnyh,chatgpt_v1 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
literally,doslovno,doslovno,literally; word-for-word,proof_adverb,1,doslovno,fable_pass23 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
explicitly,izrično,izrično,explicitly; expressly,proof_adverb,3,izrično | izricno | eksplicitno,fable_pass23 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
evidently-javno,javno,javno,evidently; manifestly,proof_adverb,1,javno,fable_pass22 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
separately,osobno,osobno,separately; individually,proof_adverb,3,oddelno | oddělno | osobno,fable_pass11,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
obviously,očividno,očividno,obviously; evidently,proof_adverb,3,ocividno | očevidno | očividno,fable_pass5,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
in-parallel,paralelno,paralelno,in parallel; analogously alongside,proof_adverb,4,paraleln | paralelno | paralelizm | paralelny,fable_pass6 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
in-detail,podrobno,podrobno,in detail,proof_adverb,4,podrobno | podrobn | podrobnostjah | podrobněje,fable_pass23 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
directly,prěmo,prěmo,directly; straightforwardly,proof_adverb,3,prěmo | premo | direktno,fable_pass20,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
evidently-vidno,vidno,vidno,evidently; as is seen,proof_adverb,1,vidno,fable_pass15 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
everywhere,vsude,vsude,everywhere,proof_adverb,4,povsud | vsude | vsudy | vsudě,chatgpt_v4_longtail_attach | fable_pass21 | fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
purely,čisto,čisto,purely,proof_adverb,2,cisto | čisto,fable_pass7,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
as-long-as,dokolě,dokolě,as long as; while,proof_connective,2,dokole | dokolě,fable_pass4,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
whereas,dočim,dočim,whereas; while,proof_connective,2,dočim | docim,fable_pass19,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
a-fortiori,fortiori,fortiori,a fortiori (Latin proof connective),proof_connective,1,fortiori,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
in-contrast,nasuprot,nasuprot,in contrast; as opposed to,proof_connective,1,nasuprot,fable_pass12,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
with-regard,obzirom,obzirom,with regard to; considering,proof_connective,3,obzir | obzirom | ohledom,chatgpt_v4_longtail_attach | fable_pass11 | fable_pass28_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
hence-odtud,odtud,odtud,hence; from this,proof_connective,3,odtud | odtąd | otsjuda,fable_pass11,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
by-means-of,pomoću,pomoću,by means of; with the help of,proof_connective,4,pomocju | pomoću | pomočju | pomocna,fable_pass4 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
reg-poneže,poneže/poněže,poneže/poněže,since; because,proof_connective,3,poneže | poněvadže | poněže,chatgpt_v1 | fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
contrary,protivno,protivno,conversely; to the contrary,proof_connective,6,proti | protiv | protivn | protivno | protivnosti | protivnom,fable_pass18 | fable_pass4 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
reg-teda,teda,teda,therefore; thus,proof_connective,2,dakle | teda,chatgpt_v1 | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
reg-togda,togda,togda,then; in that case,proof_connective,3,tada | tegda | togda,chatgpt_v1 | fable_pass28_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
however,však,však,however; though,proof_connective,4,ipak | odnako | vsak_however | však,fable_pass8 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
reg-nehaj,nehaj,nehaj,let; suppose,proof_directive,3,neha | nehaj | neka,chatgpt_v1 | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
letter-symbol,bukva,bukva,letter (symbol),proof_grammar,4,bukva | bukvami | bukvoju | bukvy,fable_pass18 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
defined-part,definovany,definovany,defined (participle),proof_grammar,2,definovan | definujemo,fable_pass12 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
obtains-yields,dobivaje,dobivaje,obtains / yields,proof_grammar,3,dobiv | poluc | poluč,fable_v1,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
sought,iskany,iskany,sought; desired (quantity),proof_grammar,6,iskan | iskoma | iskane | iskano | iskany | iskanomu,fable_pass17 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
statement-izreka,izreka,izreka,statement (sl. izrek: theorem statement),proof_grammar,4,izreka | izrekti | izrečen | izrečeny,chatgpt_v4_longtail | fable_pass27_kwic | fable_pass29_kwic | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
well-defined,jednoznačno oprěděljeny,jednoznačno oprěděljeny,well-defined / uniquely determined,proof_grammar,16,jednoznacn | jednoznačn | opredel | oprěděl | opreděljenogo | opreděljenoj | opreděljenja | opreděljeny | opreděljenu | opreděljenom | opredělimo | opreděljenyh | opreděljajemo | opreděljenjem | opreděljati | opreděljenym,fable_v1 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
corollary-borrowed,korolar,korolar,corollary (borrowed form),proof_grammar,4,korolar | korolara | korolaru | korolarě,fable_pass15,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
latin-letters,latinsky,latinsky,Latin (letters),proof_grammar,1,latinskymi,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
lemma-noun,lema,lema,lemma,proof_grammar,9,lema | lemah | leme | lemi | lemoju | lemou | lemu | lemy | lemě,fable_pass4 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
arbitrary,libovoljny,libovoljny,arbitrary,proof_grammar,9,libovoljn | proizvoljn | libovolno | libovolne | libovolnymi | libovolnyh | libovolnogo | libovolnom | libovolnu,fable_v1 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
is-called,nazyvaje se,nazyvaje se,is called / is named,proof_grammar,21,naziva | nazivajut | nazva | nazvane | nazvanje | nazvano | nazvany | nazyva | nazyvaje | nazyvajut | nazyvamo | nazyvana | nazyvane | nazyvanu | nazyvany | nazyvati | zove | zovemo | zovut | zvana | zvane,chatgpt_v1 | chatgpt_v4_longtail_attach | fable_pass29_kwic | fable_v1,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
nonappearance-nepojavjenje,nepojavjenje,nepojavjenje,non-appearance (polarity: own group),proof_grammar,1,nepojavjenje,fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
generality,obščnost,obščnost,generality,proof_grammar,10,obscejs | obscnost | obćnosti | obščej | obščejš | obščejše | obščejših | obščem | obščnost | obščnosti,chatgpt_v4_longtail_attach | fable_pass22 | fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,general/common,keep_as_attested_internal_register,,[{}],proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
foundation-basis,osnova,osnova,foundation / basis (osnova),proof_grammar,5,baze | bazoj | bazoju | bazě | osnov,fable_v1 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
denotes,označaje,označaje,denotes / designates,proof_grammar,2,oznac | označ,fable_v1,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
concept-pojetje,pojętje,pojętje,notion; concept,proof_grammar,2,pojam | pojętje,chatgpt_v4_longtail | fable_pass28_kwic | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
consequence,poslědstvije,poslědstvije,consequence,proof_grammar,5,posledic | posledstv | poslědic | poslědstv | posle,fable_v1 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
procedure-postupak,postupak,postupak,procedure; process,proof_grammar,3,postupa | postupak | postupku,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
runs-through,proběgaje,proběgaje,runs through / ranges over,proof_grammar,4,probega | proběga | proběž | proběgati,fable_v1 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
procedure,procedura,procedura,procedure,proof_grammar,2,procedura | procedury,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
continuation,prodolženje,prodolženje,continuation,proof_grammar,8,prodolz | prodolž | prodolženja | prodolžiti | prodolženjem | prodolžajuči | prodolžati | prodolženju,fable_pass4 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
assumption-noun,prědpoloženje,prědpoloženje,assumption; hypothesis,proof_grammar,12,predpoloz | predpostav | prědpolož | prědpostav | prědpostavce | prědpoloženju | prědpostavky | prědpostavkami | prědpisanoju | prědpoloženje | prědpoloženjami | prědpoloženja,fable_pass4 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
equal,ravny,ravny,equal (to),proof_grammar,3,raven | ravn | rovny,fable_pass28_kwic | fable_pass29_kwic | fable_v1,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
reasoning-razsudzivanje,razsudžanje,razsudžanje,reasoning (hr razsuđivanje),proof_grammar,1,razsuđivanja,fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
in-force-sila,sila,sila,force; v silě = in force / remains valid,proof_grammar,5,sila | sile | sili | silu | silě,fable_pass27_kwic | fable_pass29b,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
case-instance,slučaj,slučaj,case (in the case of),proof_grammar,6,padě | pripad | slucaj | slućaj | slučaj | slućaju,fable_v1 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,case,keep_as_attested_internal_register,,[{}],proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
follows-from,slěduje,slěduje,follows (from),proof_grammar,5,sledi | sleduj | slijedi | slěduj | vyplyva,fable_v1,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,therefore/follows,keep_as_attested_internal_register,,[{}],proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
coincides,sovpada,sovpada,coincides (with),proof_grammar,5,pokryva | sovpada | sovpadati | sovpadanja | sovpadaje,fable_v1 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
property,svojstvo,svojstvo,property,proof_grammar,2,svojstv | vlastnost,fable_v1,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
interpretation,tolkovanje,tolkovanje,interpretation,proof_grammar,5,tolkova | tolkovanj | tolkovanje | tolko | tolkovati,fable_pass10 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
formation-tvorba,tvorba,tvorba,formation; construct (pojmovyh tvorb),proof_grammar,3,tvorb | tvorba | tvorby,fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
forms-constitutes,tvori,tvori,forms / constitutes,proof_grammar,14,tvore | tvorenju | tvoret | tvori | tvorit | tvoriti | tvorjen | tvorut | tvoręt | utvorena | utvorene | utvoriti | utvorjen | utvorjene,chatgpt_v1 | chatgpt_v4_longtail_attach | fable_pass27_kwic | fable_pass28_kwic | fable_v1,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
assertion,tvrdženje,tvrdženje,assertion; statement,proof_grammar,3,tvrdzenj | tvrdženj | tvrđenj,fable_pass4,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
condition,uslovje,uslovje,condition,proof_grammar,3,podmink | uslov | uvjet,fable_v1,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
holds-is-valid,važi,važi,holds / is valid,proof_grammar,6,platn | vazi | važat | važi | važiti | važy,chatgpt_v1 | fable_pass28_kwic | fable_pass29_kwic | fable_v1,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,weigh/hold,keep_as_attested_internal_register,,[{}],proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
in-the-form-vid,vid,vid,view/form (v vidě = in the form),proof_grammar,3,vid | vidu | vidě,fable_pass27_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
contains,vsebuje,vsebuje,contains,proof_grammar,4,sodrz | sodrži | vsebuj | vsebujejut,fable_v1 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
