term_id,source_term,chosen_form_latin,chosen_form_cyrillic,concept,concept_source,concept_link_original,concept_key,reason_class,status,reviewer_need,source_pointer,f10_flag,safe_to_show_external,f10_reason,required_fix,tail_route,tail_route_key,tail_shelf_langs,c2_priority,witness_E,witness_W,witness_S,witness_I,witness_X,branch_present_E,branch_present_W,branch_present_S,family_witness_mass,branch_share_E,branch_share_W,branch_share_S,effective_branch_count_D1,branch_breadth_weight,branch_balance_weight,source_strength_weight,east_dominance_penalty,ws_isv_choice,ws_support_hits,ws_competitor_hits,ws_support_branches,ws_competitor_branches,ws_support_langs,ws_competitor_langs,ws_support_score,ws_adverse_competitor_score,weighted_score_action_class,weighted_score_sensitivity,weighted_current_equal_branch,weighted_current_dependence_pd,weighted_top_equal_branch,best_noncurrent_mean_MAG,writeback_status,writeback_candidate_weight,writeback_note,operational_term_weight_0_100,operational_weight_band,recommended_action_band,weight_boundary
ISV-polynombereich_von_abzählbar_vielen_unbe--polinomna_oblast_iz_,Polynombereich von abzählbar vielen Unbestimmten,polinomna oblast iz izčetno mnogih neopreděljenyh,,polynomial,tail_route_key,polynomial,polynomial,pan_slavic_native,unstated,True,noether_paper30_section05_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,polynomial,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,polinom,1581,446,south|west,west,cs|hr|sk|sl|sr,pl,0.5469,0.4531,variant_or_doublet_note,stable,1.0,0.8181818181818182,polinom,-0.5986422551427004,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",25.9,D_underwitnessed,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-polynomial_sense--v_polinomnom_smyslu,,v polinomnom smyslu,в полиномном смыслу,polynomial,v10_queue,polynomial,polynomial,unstated,unstated,True,noether_paper22_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,polynomial,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,polinom,1581,446,south|west,west,cs|hr|sk|sl|sr,pl,0.5469,0.4531,variant_or_doublet_note,stable,1.0,0.8181818181818182,polinom,-0.5986422551427004,blocked_variant_or_competitor,0.0,support_plus_competitor_W branch native alternative; variant-policy row,14.9,E_gap_or_adverse,A_review_adverse_or_competitor,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-potenzprodukt--stepenovy_produkt,,stepenovy produkt,степеновы продукт,proper divisor,tail_route_key,proper divisor,proper divisor,source_fidelity,unstated,True,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,proper divisor,,False,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,no_context_evidence_available,0.0,no precomputed evidence row available for route key,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-potenzprodukte--stepenove_produkty,,stepenove produkty,степенове продукты,dimension,tail_route_key,dimension,dimension,source_fidelity,unstated,True,noether_paper18_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,dimension,ar;bg;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,dimenzija,75,78,south|west,west,cs|hr|pl|sk|sl,pl,0.4978,0.5022,confirm_current,stable,1.0,0.9090909090909091,dimenzija,-0.7053336121679844,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",24.1,D_underwitnessed,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-potenzprodukte_q-ter_dimension--stepenove_produkty_q,,stepenove produkty q-oj stepeni,степенове продукты q-ој степени,dimension,tail_route_key,dimension,dimension,unstated,unstated,True,noether_paper22_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,dimension,ar;bg;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,1.0,1.0,0.0,0.0,1,1,1,4.0,0.5,0.25,0.25,2.828,1.0,0.9428,1,0.1667,dimenzija,75,78,south|west,west,cs|hr|pl|sk|sl,pl,0.4978,0.5022,confirm_current,stable,1.0,0.9090909090909091,dimenzija,-0.7053336121679844,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",69.6,B_usable_candidate_or_balanced,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-potenzsumme--stepenna_suma,,stepenna suma,степенна сума,prime ideal,tail_route_key,prime ideal,prime ideal,unstated,unstated,True,noether_paper07_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,prime ideal,,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,prosty ideal?,667,80,south|west,south|west,cs|hr|pl|sk|sl|sr,bg|cs|pl,0.5968,0.4032,confirm_current,stable,1.0,0.9090909090909091,prosty ideal?,-0.7053336121679844,candidate_partial_component_witness_writeback,0.55,concept-shelf branch support available but not balanced W+S; may mark partial component evidence only,27.7,D_underwitnessed,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-primfunktion--prosta_funkcija,Primfunktion,prosta funkcija,проста функција,funkci,concept_link,funkci,funkci,source_fidelity,unstated,True,noether_paper24_section01_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,funkci,all_shelves,False,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-primfunktion_primfaktoren--ireducibilna_funkcij,,ireducibilna funkcija / ireducibilne faktory,иредуцибилна функција / иредуцибилне факторы,,,,,international;east_slavic_continuity,unstated,False,noether_paper34_section23_source_fidelity_terms.json,F10-0,yes,Interslavic-authority or international rationale present (no W/S witness),add W/S witness forms or explicit gap note from the 20-source shelf,,,,,2.0,0.0,0.0,0.0,1.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.48,0.6667,,,,,,,,,,,,,,,,,0.0,,26.7,D_underwitnessed,G_currently_acceptable_or_low_priority,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-primfunktion_primärfunktion--prosta_funkcija_prim,Primfunktion / Primärfunktion,prosta funkcija / primarna funkcija,проста функција / примарна функција,,,,primfunktion primärfunktion,pan_slavic_native;international;coinage;source_fidelity,unstated,True,noether_paper24_section02_terms.json;noether_paper24_section06_terms.json;noether_paper25_terms.json,F10-4,yes_with_definition,constructed/specialist term; transparent but needs community certification,keep explicit definition at first use; mark authority-needed in review packet,,,,,2.0,0.0,0.0,0.0,1.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.48,0.6667,,,,,,,,,,,,,,,,,0.0,,6.7,E_gap_or_adverse,D_authority_or_specialist_needed,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-primideal--prost_ideal,Primideal,prost ideal,прост идеал,ideal,v10_queue,ideal,ideal,disambiguation,unstated,True,noether_paper24_section01_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,1.0,1.0,0.0,0.0,1,1,1,4.0,0.5,0.25,0.25,2.828,1.0,0.9428,1,0.1667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,v11_strict_Q1_candidate,0.75,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,92.2,A_high_support_or_apply_ready,B_candidate_witness_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-primideal--prosty_ideal,,prosty ideal,просты идеал,ideal,v10_queue,ideal,ideal,unstated,unstated,True,noether_paper20_terms.json;noether_paper35_source_fidelity_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,1.0,1.0,0.0,0.0,1,1,1,4.0,0.5,0.25,0.25,2.828,1.0,0.9428,1,0.1667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,v11_strict_Q1_candidate,0.75,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,92.2,A_high_support_or_apply_ready,B_candidate_witness_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-primideal_eigentliches_primärideal--prost_ideal_vlastny_,Primideal / eigentliches Primärideal,prost ideal / vlastny primarny ideal,прост идеал / властны примарны идеал,ideal,tail_route_key,ideal,ideal,unstated,unstated,True,noether_paper24_section06_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,3.0,1.0,1.0,0.0,0.0,1,1,1,5.0,0.6,0.2,0.2,2.586,1.0,0.8621,1,0.2667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",85.6,A_high_support_or_apply_ready,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-primideal_primaerideal_primaerkomponente--prosty_ideal_primarn,,prosty ideal / primarny ideal / primarna komponenta,,ideal,tail_route_key,ideal,ideal,source_fidelity,unstated,True,noether_post45_source_fidelity_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,1.0,1.0,0.0,0.0,1,1,1,4.0,0.5,0.25,0.25,2.828,1.0,0.9428,1,0.1667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",88.2,A_high_support_or_apply_ready,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-primideal_primideale--prosty_ideal_proste_,,prosty ideal / proste idealy,просты идеал / просте идеалы,ideal,v10_queue,ideal,ideal,source_fidelity,unstated,True,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,1.0,1.0,0.0,0.0,1,1,1,4.0,0.5,0.25,0.25,2.828,1.0,0.9428,1,0.1667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,v11_strict_Q1_candidate,0.75,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,92.2,A_high_support_or_apply_ready,B_candidate_witness_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-primideal_primärideal_zugehöriges_primid--prost_ideal_primarny,Primideal / Primärideal / zugehöriges Primideal,prost ideal / primarny ideal / asociovany prost ideal,прост идеал / примарны идеал / асоциованы прост идеал,ideal,concept_link,ideal,ideal,international,unstated,False,noether_paper25_terms.json,F10-0,yes,Interslavic-authority or international rationale present (no W/S witness),add W/S witness forms or explicit gap note from the 20-source shelf,,,,,3.0,1.0,1.0,0.0,1.0,1,1,1,5.0,0.6,0.2,0.2,2.586,1.0,0.8621,1,0.2667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,,0.0,,82.6,A_high_support_or_apply_ready,G_currently_acceptable_or_low_priority,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-primidealen--proste_idealy,,proste idealy,просте идеалы,ideal,v10_queue,ideal,ideal,pan_slavic_native,unstated,True,noether_paper34_section22_source_fidelity_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,v11_strict_Q1_candidate,0.75,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,46.7,C_partial_or_review_needed,B_candidate_witness_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-primitive_polynome--primitivne_polinomy,primitive Polynome,primitivne polinomy,,polynomial,v10_queue,polynomial,polynomial,unstated,unstated,True,noether_paper30_section03_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,polynomial,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,1.0,1.0,0.0,0.0,1,1,1,4.0,0.5,0.25,0.25,2.828,1.0,0.9428,1,0.1667,polinom,1581,446,south|west,west,cs|hr|sk|sl|sr,pl,0.5469,0.4531,variant_or_doublet_note,stable,1.0,0.8181818181818182,polinom,-0.5986422551427004,blocked_variant_or_competitor,0.0,support_plus_competitor_W branch native alternative; variant-policy row,60.4,B_usable_candidate_or_balanced,A_review_adverse_or_competitor,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-primär--primarny,,primarny,примарны,,,,,international,unstated,False,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json,F10-0,yes,Interslavic-authority or international rationale present (no W/S witness),add W/S witness forms or explicit gap note from the 20-source shelf,,,,,2.0,0.0,0.0,0.0,1.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.48,0.6667,,,,,,,,,,,,,,,,,0.0,,26.7,D_underwitnessed,G_currently_acceptable_or_low_priority,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-primäre_ideale_primärer_faktor--primarne_idealy_prim,,primarne idealy / primarny faktor,примарне идеалы / примарны фактор,,,,,international,unstated,False,noether_paper18_terms.json,F10-0,yes,Interslavic-authority or international rationale present (no W/S witness),add W/S witness forms or explicit gap note from the 20-source shelf,,,,,3.0,1.0,1.0,0.0,1.0,1,1,1,5.0,0.6,0.2,0.2,2.586,1.0,0.8621,1,0.2667,,,,,,,,,,,,,,,,,0.0,,67.6,B_usable_candidate_or_balanced,G_currently_acceptable_or_low_priority,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-primärfaktoren--primarne_faktory,,primarne faktory,примарне факторы,direct factor,tail_route_key,direct factor,direct factor,source_fidelity,unstated,True,noether_paper22_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,direct factor,,False,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,no_context_evidence_available,0.0,no precomputed evidence row available for route key,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-primärfunktion--primarna_funkcija,Primärfunktion,primarna funkcija,примарна функција,funkci,concept_link,funkci,funkci,unstated,unstated,True,noether_paper24_section01_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,funkci,all_shelves,False,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-primärideal--primarny_ideal,Primärideal,primarny ideal,примарны идеал,ideal,concept_link,ideal,ideal,international,unstated,False,noether_paper24_section01_terms.json,F10-0,yes,Interslavic-authority or international rationale present (no W/S witness),add W/S witness forms or explicit gap note from the 20-source shelf,,,,,3.0,0.0,0.0,0.0,1.0,1,0,0,3.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.68,0.6667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,,0.0,,46.7,C_partial_or_review_needed,G_currently_acceptable_or_low_priority,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-produkt_von_endlich_vielen_paarweise_tei--produkt_konečno_mnog,,produkt konečno mnogih po parah vzajemno prostyh primarnyh idealov,продукт конечно многих попарно взаимно простых идеалов,ideal,tail_route_key,ideal,ideal,unstated,unstated,True,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",42.7,C_partial_or_review_needed,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-produkt_von_idealen_definition_iiia--produkt_idealov,,produkt idealov,продукт идеалов,definition,tail_route_key,definition,definition,unstated,unstated,True,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,definition,ar;es;fa;fr,True,2.0,1.0,1.0,0.0,0.0,1,1,1,4.0,0.5,0.25,0.25,2.828,1.0,0.9428,1,0.1667,definicija,971,0,south|west,,bg|cs|hr|pl|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,definicija,-999,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",88.2,A_high_support_or_apply_ready,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-produktbegriff_nicht_auf_moduln_übertrag--pojem_produkta_ne_pr,,pojem produkta ne prěnosi se na moduly,појем продукта не преноси се на модулы,module,tail_route_key,module,module,source_fidelity,unstated,True,noether_paper19_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,module,ar;be;bg;bs;cs;es;fa;fr;mk;pl;sk;sl;sr,True,2.0,1.0,1.0,0.0,0.0,1,1,1,4.0,0.5,0.25,0.25,2.828,1.0,0.9428,1,0.1667,modul,448,0,south|west,,cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,0.9090909090909091,modul,-999,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",88.2,A_high_support_or_apply_ready,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-produktdarstellung--produktno_predstavje,,produktno predstavjenje,продуктно представјенье,polynomial,tail_route_key,polynomial,polynomial,unstated,unstated,True,noether_paper19_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,polynomial,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,3.0,0.0,0.0,0.0,0.0,1,0,0,3.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.6,0.6667,polinom,1581,446,south|west,west,cs|hr|sk|sl|sr,pl,0.5469,0.4531,variant_or_doublet_note,stable,1.0,0.8181818181818182,polinom,-0.5986422551427004,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",30.9,D_underwitnessed,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-produkte--produkty,Produkte,produkty,продукты,,,,produkte,pan_slavic_native;international,unstated,False,noether_paper02_section26_terms.json,F10-0,yes,Interslavic-authority or international rationale present (no W/S witness),add W/S witness forms or explicit gap note from the 20-source shelf,,,,,2.0,0.0,0.0,0.0,1.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.48,0.6667,,,,,,,,,,,,,,,,,0.0,,26.7,D_underwitnessed,G_currently_acceptable_or_low_priority,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-produktenring--kolco_produkta,Produktenring,kolco produkta,,ring,concept_link,ring,ring,international;source_fidelity,unstated,True,noether_paper40_source_fidelity_terms.json,F10-3,no_fix_first,"ring: E-Slavic continuity vs cs/sk okruh, S-Slavic prsten, sl kolobar; log: 'not derivable mechanically from a majority vote'; reviewer-sensitive",resolve vs okruh/prsten/kolobar with access-gain ledger + Interslavic authority input before external showing,,,,,2.0,1.0,0.0,0.0,1.0,1,1,0,3.0,0.6667,0.3333,0.0,1.89,0.6667,0.63,0.83,0.3333,kolco,0,2734,,south|west,,bg|cs|hr|pl|sk|sl|sr,0.0,1.0,review_priority,weight_sensitive,0.3333333333333333,0.18181818181818182,prsten / pierścień / prăsten coalition,0.12503935166446295,,0.0,,0,E_gap_or_adverse,A_review_adverse_or_competitor,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-produktsatz_für_matrizen--teorema_produkta_za_,Produktsatz für Matrizen,teorema produkta za matrice,теорема продукта за матрице,teorem,concept_link,teorem,teorem,unstated,provisional,True,noether_paper02_section01_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,teorem,all_shelves,False,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-projektive_invariantenkörper--projektivna_invarian,,projektivna invariantna polja,пројективна инвариантна польа,field,v10_queue,field,field,unstated,unstated,True,noether_paper06_section01_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,polje,1084,1096,south|west,south|west,bg|cs|hr|pl|sl,bg|cs|pl|sk|sl,0.4996,0.5004,confirm_current,stable,1.0,1.0,polje,-0.7645207641868372,blocked_variant_or_competitor,0.0,support_plus_competitor_variant_policy; not clean support writeback,13.2,E_gap_or_adverse,A_review_adverse_or_competitor,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-quasi-lexikographische_anordnung--kvazi-leksikografičn,quasi-lexikographische Anordnung,kvazi-leksikografičny porjadok,,,,,quasi lexikographische anordnung,international,unstated,False,noether_paper30_section06_terms.json,F10-0,yes,Interslavic-authority or international rationale present (no W/S witness),add W/S witness forms or explicit gap note from the 20-source shelf,,,,,2.0,0.0,0.0,0.0,1.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.48,0.6667,,,,,,,,,,,,,,,,,0.0,,26.7,D_underwitnessed,G_currently_acceptable_or_low_priority,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-quotient_adi--kvocient_adi,,kvocient a/D^{(i)},квоциент а/Д^{(и)},ideal,tail_route_key,ideal,ideal,source_fidelity,unstated,True,noether_paper22_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",42.7,C_partial_or_review_needed,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-quotient_by_the_basic_ideal--kvocient_črez_osnovn,,kvocient ... črez osnovny ideal,квоциент ... чрез основны идеал,ideal,tail_route_key,ideal,ideal,unstated,unstated,True,noether_paper22_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,1.0,1.0,0.0,0.0,1,1,1,4.0,0.5,0.25,0.25,2.828,1.0,0.9428,1,0.1667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",88.2,A_high_support_or_apply_ready,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-quotient_zweier_moduln--kvocient_dvoh_modulo,,kvocient dvoh modulov,квоциент двох модулов,ideal,tail_route_key,ideal,ideal,unstated,unstated,True,noether_paper22_section01_terms.json;noether_paper22_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,1.0,1.0,0.0,0.0,1,1,1,4.0,0.5,0.25,0.25,2.828,1.0,0.9428,1,0.1667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",88.2,A_high_support_or_apply_ready,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
