audit_entry_number,parent_pdf_index_0based,parent_pdf_page_1based,printed_page_from_audit,audit_heading
262,265,266,,### #262 (2026-07-05) — idx265 (vol p252 = Exposé III p31) — **fin Preuve 4.3 (RESTORED — [agent] fabrication) + Corollaire 4.3.1 (+restored Preuve) + Corollaire 4.3.2 (rebuild +restored Preuve) + Proposition 4.4 opening/DIAGRAM (scheme-relabel X'/Y→Y/S + immersion hook)** — 4 grouped edits
1017,265,266,252,"### #1017 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx265 (Expose III §4 : fin-Preuve-4.3 [g_α^*/limite projective/cqfd] + Corollaire 4.3.1 + Preuve + Corollaire 4.3.2 + Preuve + Proposition 4.4 [label + «Soit un triangle commutatif de schémas» + tikzcd X↪i Y/f/g/S], printed footer «252» / haut «-31-» / haut-droit «III») = **RAS-CONTENU (0 fix inline). Tout MOT-POUR-MOT. ★★★ TOUS last-«et» GENUINE cette page (per-occurrence confirmé) : Cor 4.3.1 «type fini, et E un O_X-Module» = GENUINE (scan «et E») ; Cor 4.3.2 «type fini, et E∈ob D(X)» + «(1.2.1 c)), et [a,b]» = GENUINE-×2 (scan «et E»/«et [a,b]»). ★★★ NUANCE-CLÉ : «et [a,b]» = GENUINE ici (Cor 4.3.2) MAIS FABRIQUE Déf 4.1 idx263 — MÊME construction, verdict OPPOSÉ => «et» VRAIMENT per-occurrence, ZOOM/lire CHAQUE. ★ fin-Preuve-4.3 MATCH : «X=Y[t_1,…,t_r], avec Y affine, f étant la projection canonique.»/«limite projective de schémas affines noethériens Y_α.»/«f_α:X_α=Y_α[t_1,…,t_r]→Y_α»/«(EGA IV 8.5.2 et 11.2.6) un indice α et un O_{X_α}-Module F_α de présentation finie et f_α-plat tel que g_α^*(F_α)→~F, où g_α:X→X_α est le morphisme canonique.»/«Comme X_α est noethérien, F_α est cohérent, donc pseudo-cohérent rel. à f_α.»/displ..."
263,266,267,,### #263 (2026-07-05) — idx266 (vol p253 = Exposé III p32) — **rest of Prop 4.4 body + (i)/(ii) implications + Prop 4.5 (DIAGRAM symmetrize + statement + display + prose) + Corollaire 4.5.1 (a/b)** — 9 grouped edits
1018,266,267,253,"### #1018 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx266 (Expose III §4 : fin-énoncé-Prop-4.4 [enumerate (i)/(ii) parf.amp(i_*(E))] + Preuve-4.4 + Proposition 4.5 [tikzcd X→f Y/h/g/S + display parf.amp_h(E⊗^L_Y F)] + Preuve + Corollaire 4.5.1 [a)/b)], printed footer «253» / haut «-32-» / haut-droit «III») = **RAS-CONTENU (0 fix inline). Tout MOT-POUR-MOT. ★★★ MISSING-PAREN L5703 RÉSOLU = COQUILLE-SOURCE reproduite fidèle (NE PAS FIX) : ZOOM 15600-16000dpi montre le SCAN LUI-MÊME incohérent — item (i) «parf.amp(i_*(E)⊂[a,b]» (paren-externe-après-parf.amp NON-fermée, seul «(E)» fermé) VS item (ii) «parf.amp(i_*(E))⊂[a-d,b]» (2-parens fermées correct). .tex L5703 «\parfamp(i_*(E)\subset» reproduit item(i)-coquille + L5704 «\parfamp(i_*(E))\subset» reproduit item(ii)-correct => BOTH MATCH scan => RAS (ajouter la paren = s'écarter de la source ; cf ∈/∉ + paren-inconsistances-reproduites). ★★★ TOUS last-«et» GENUINE : Prop 4.4 «fermée et g»(adj)/«lisse, et soit E∈ob D(X)»/«≤d, et soit [a,b]» ; Prop 4.5 «de schémas, et soient E∈ob D^-(X)» — scan MONTRE tous ces «et» => .tex MATCH RAS. ★ fin-énoncé-Prop-4.4 «où i est une immersion fermée et g un morphisme lisse, et soit E∈ob D(X). Pour qu..."
264,267,268,,### #264 (2026-07-05) — idx267 (vol p254 = Exposé III p33) — **Cor 4.5.1 b) «par suite» + Remarque 4.5.2 (word-subs) + Proposition 4.6 (footnote restore + DIAGRAM symmetrize + statement rebuild + labels) + Preuve 4.6 REPLACED ([agent] fabrication)** — 7 grouped edits
1019,267,268,254,"### #1019 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx267 (Expose III §4 : fin-Cor-4.5.1 b) + Remarque 4.5.2 + Proposition 4.6 [«critère de perfection par fibres» ; footnote ; tikzcd + enumerate (i)/(ii)] + Preuve-4.6 (ii)⟹(i), printed footer «254» / haut «-33-» / haut-droit «III») = **1 FIX INLINE (ponctuation : «,»->«.» restaure coquille-source, ZOOM 16900dpi). Reste MOT-POUR-MOT. ★★ FIX : L5768 Preuve-4.6 «Elle entraîne aussi\underline{,} d'après 4.3)» => VIRGULE-[agent] remplacée par POINT (zoom 16900dpi : scan = «Elle entraîne aussi. d'après 4.3)» avec POINT [dot-baseline-sans-queue, cf «de x .» ; contraste virgule-«4.3),» à-queue]). Coquille-source (point-au-lieu-de-virgule, typo-typescript) restaurée fidèle — [agent] avait normalisé en virgule. ★★ «d'après 4.3)» = «4.3)»-paren-fermante-orpheline (open-paren-manquante) = COQUILLE-SOURCE DÉJÀ dans .tex L5768 («d'après 4.3)» sans «(») => scan MATCH => RAS (reproduite). ★ fin-Cor-4.5.1 b) «par suite, si f est parfait, F parfait rel. à g implique Lf^*(F) parfait rel. à h.» = MATCH. ★ Remarque 4.5.2 (label-seul=>pas-drop) : «Avec les notations précédentes, si g est parfait, E parfait rel. à h n'implique pas nécessairement E parfai..."
265,268,269,,"### #265 (2026-07-05) — idx268 (vol p255 = Exposé III p34) — **fin Preuve 4.6 (WHOLE page = the (i)⟹(ii) direction, INSERTED — [agent] had fabricated/deleted it)** — 1 grouped edit (big insert)"
1020,268,269,255,"### #1020 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx268 (Expose III §4 : Preuve-4.6 (i)⟹(ii) [factorisation X↪i X'→f' Y + troncation (t)/(*)/(i^*(t))], printed footer «255» / haut «-34-» / haut-droit «III») = **1 FIX INLINE (virgule-fabriquée [agent], ZOOM 14400dpi). Reste MOT-POUR-MOT. ★★ FIX : L5782 «...entraîne alors\underline{,} d'après (I 5.1.1), que...» => VIRGULE-FABRIQUEE après «alors» supprimée (zoom 14400dpi : scan = «entraîne alors d'après (I 5.1.1), que» SANS virgule après «alors» ; parenthétique-«d'après (I 5.1.1)» fermée-par-virgule-seule, source-asymétrique). Même pattern virgule-fabriquée idx244/257 + sur-normalisation-[agent]. ★★ idx268 = Preuve-4.6 (i)⟹(ii) SEULE (aucun label Prop/Cor/Déf => AUCUN statement-drop, TALLY inchangé). ★ TOUT MATCH : «qui achève la preuve de (ii)⟹(i).» (tail-idx267) + «(i)⟹(ii). La question étant locale au voisinage de x, on peut supposer que f se factorise en X↪i X'→f' Y, où i est une immersion fermée et f' un morphisme lisse.»(«et f'»-genuine) + «Il est immédiat que les conditions (i) et (ii) ne sont pas altérées lorsqu'on remplace E par i_*(E), f par f' (et h par gf'), de sorte qu'on peut supposer f lisse.» + «Comme g est parfait (..."
266,269,270,,### #266 (2026-07-05) — idx269 (vol p256 = Exposé III p35) — **fin Preuve 4.6 conclusion + Corollaire 4.6.1 (full rebuild +restored Preuve +⟺ display) + Remarque 4.6.2 (restructure) + Proposition 4.7 (statement + a)** — 5 grouped edits (+1 display-fix)
1021,269,270,256,"### #1021 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx269 (Expose III §4 : fin-Preuve-4.6 + Corollaire 4.6.1 [display gathered] + Preuve + Remarque 4.6.2 + Proposition 4.7 [enumerate a)], printed footer «256» / haut «-35-» / haut-droit «III») = **1 FIX INLINE (casse item-a) : [agent]-minuscule «si» -> source-MAJUSCULE «Si», ZOOM 12200dpi). Reste MOT-POUR-MOT. ★★ FIX : L5799 Prop 4.7 item a) «\item si \parfamp_{f_1}...» => «si»->«Si» (zoom 12200dpi : scan = «a) Si parf.amp_{f_1}(E_1)⊂[a_1,...» CAPITALE-souligné ; item-phrase-complète-à-point => source-majuscule «Si» comme Prop 3.5 idx257 ; [agent] avait SOUS-capitalisé). ★★★ NOUVEAU TYPE-FIX-CASSE : [agent] peut SOUS-capitaliser (minuscule-où-source-MAJUSCULE) = ONE-OFF transcription-error (distinct du batch-casse-item-initial-roman = [agent]-SUR-capitalise systématiquement idx255) => FIX inline (one-off, pas systématique). ★★ Prop 4.7 «ainsi que Y_1 et Y_2 tor-indépendants» = SANS-virgule-après-Y_2 scan=.tex L5797 (CORRECT ; contraste idx257 Prop 3.5 où .tex avait virgule-fabriquée supprimée) => RAS. ★ fin-Preuve-4.6 «que E^a/B^a est h-plat. Grâce au critère de platitude par fibres (EGA IV 11.3.10), on en conclut que E^a/B^a est f-..."
267,270,271,,### #267 (2026-07-05) — idx270 (vol p257 = Exposé III p36) — **Prop 4.7 b) + Corollaire 4.7.1 + Corollaire 4.7.2 (MIRRORED carré-cartésien diagram + rebuilt statement/functor-sentence) + Proposition 4.8 (statement + a) + b)-start)** — 5 grouped edits
1022,270,271,257,"### #1022 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx270 (Expose III §4 : Prop 4.7 b) + Preuve + Corollaire 4.7.1 + Corollaire 4.7.2 [tikzcd carré cartésien + Lg^*] + Proposition 4.8[début a)/b)], printed footer «257» / haut «-36-» / haut-droit «III») = **RAS-CONTENU (0 fix inline). Tout MOT-POUR-MOT. ★★ Cor 4.7.1 «Sous les hypothèses de (4.6)» = COQUILLE-SOURCE (ZOOM 11100dpi : scan = «(4.6)» [6-rond, PAS 7] ; logiquement devrait (4.7) car Cor-4.7.1-sous-Prop-4.7, mais typescript a «(4.6)») => .tex L5808 «(4.6)» MATCH => reproduite fidèle RAS. ★★ TOUS «et» GENUINE : Cor 4.7.2 «type fini et X et Y' sont supposés tor-indépendants sur Y, et soient E∈ob D(X), et [a,b]» (scan MONTRE chaque «et» ; NB «et [a,b]»=GENUINE ici vs FABRIQUE-Déf-4.1-idx263 => per-occurrence) ; Prop 4.8 b) «Z, et N un entier»/«i>N et tout». ★ Prop 4.7 b) [parf.amp_{f_i}(E_i)⊂[a_i,b_i] pour i=1,2 ⟹ display parf.amp_f(E_1⊗^L_S E_2)⊂[a,b].] = MATCH (b) début-math, pas-casse). ★ Preuve-4.7 «Conjuguer (1.9) et (3.5).» MATCH. ★ Cor 4.7.1 (énoncé souligné=>drop 148->149) «...(4.6), si, pour i=1,2, f_i est de dimension parfaite ≤n_i, f est de dimension parfaite ≤n_1+n_2. Par suite, si f_1 et f_2 sont parfaits, il en e..."
268,271,272,,### #268 (2026-07-05) — idx271 (vol p258 = Exposé III p37) — **Prop 4.8 b)-rest (+functor sentence +footnote) + Preuve 4.8 + Corollaire 4.8.1 (rebuild +footnote) + Proposition 4.9 (rebuild +2 footnotes) + Preuve 4.9 (rebuild)** — 5 grouped edits + 4 FOOTNOTES restored
1023,271,272,258,"### #1023 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx271 (Expose III §4 : fin-Prop-4.8 b) [display parf.amp_S(E)⊂[a,b]⟹parf.amp_S(Rf_*(E))⊂[a,b+N] + «Par suite Rf_* envoie D(X)_{S-parf}» footnote] + Preuve-4.8 + Corollaire 4.8.1 + Preuve + Proposition 4.9 [footnote Lefschetz-Verdier/SGA 5 Exp III ; RHom(E,f^!(F)) parfait] + Preuve-4.9[début : factorisation X↪i X'→f' Y], printed footer «258» / haut «-37-» / haut-droit «III») = **1 FIX INLINE (CONDENSATION-restaurée Preuve-4.9, ZOOM 9000dpi). Reste MOT-POUR-MOT. ★★★ FIX : L5841 Preuve-4.9 «...locale sur X, on factorise f en X↪i X'→f' Y...» => [agent] CONDENSAIT «on peut supposer que f se factorise en» en «on factorise f en» (2 mots-source «peut supposer que»+«se» DROP) ; scan (ZOOM 9000dpi) = «La question étant locale sur X, on peut supposer que f se factorise en X→i X'→f' Y» => restaurée wording-source. NOUVEAU TYPE-FIX = CONDENSATION-de-tournure (paraphrase-[agent], distinct de virgule/«et»-fabriqués + casse) : [agent] peut CONDENSER une locution-source => restaurer mot-pour-mot. ★★ fin-Prop-4.8 b) «...(un tel entier existe d'après (EGA III 1.4.12 et IV 1.7.21))\,;(thin-space-avant-;) on a alors [display parf.amp_S(E)⊂[a,b]⟹parf.a..."
269,272,273,,### #269 (2026-07-05) — idx272 (vol p259 = Exposé III p38) — **fin Preuve 4.9 (dualité-globale) + Cor 4.9.1 (+restored Preuve) + Cor 4.9.2 (rebuild statement + full-rebuild Preuve) + §5 title (+footnote) + Lemme 5.1 statement** — 6 grouped edits + 1 footnote
1024,272,273,259,"### #1024 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx272 (Expose III §4->§5 : fin-Preuve-4.9 [2 displays dualité f_*RHom(E,f^!F)→~RHom(f_*(E),F) / RHom(f_*(E),F)→~(f_*(E))^∨⊗^L F + (4.5)] + Corollaire 4.9.1 [f^! envoie D(Y)_{S-parf}→D(X)_{S-parf}] + Preuve + Corollaire 4.9.2 [K_X=f^!(O_S), D_X=RHom(·,K_X), bidualité E→D_XD_X(E)] + Preuve + §5 header «Applications : théorèmes d'échange et de semi-continuité»[footnote(¹)] + Lemme 5.1[topos annelé, énoncé], printed footer «259» / haut «-38-» / haut-droit «III») = **RAS-CONTENU (0 fix inline). Tout MOT-POUR-MOT. ★★★ SGA5<->SGA6 : Cor 4.9.2 = DUALITE-GROTHENDIECK reproduite fidèlement (K_X=f^!(O_S)=complexe-dualisant-relatif ; D_X=RHom(·,K_X)=foncteur-dualité ; bidualité E→~D_XD_X(E)) ; dualité-globale ([H] III 6.7)=Hartshorne-Residues-and-Duality ; f^!-terminologie-cohérente = LIEN-DIRECT SGA5-Exp-III ; content-MATCH, RAS-gap-integration. ★★ fin-Preuve-4.9 [«...est parfait rel. à S. Mais d'après le théorème de dualité ([H] III 6.7), on a [display f_*RHom(E,f^!F)→~RHom(f_*(E),F).] Comme f_*(E) est parfait, on a, d'après (I 7.7), [display RHom(f_*(E),F)→~(f_*(E))^∨⊗^L F,] et l'on gagne grâce à (4.5) (où X=Y et f=Id_X).»] = MATCH [«(où X..."
270,273,274,,### #270 (2026-07-05) — idx273 (vol p260 = Exposé III p39) — **Lemme 5.1 conditions + «Alors»-chain + «En outre» + Définition de (*) (REPLACED fabrication) + Preuve 5.1 (REPLACED fabrication)** — 2 Edit-tool + 2 Python-replaced blocks
1025,273,274,260,"### #1025 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx273 (Expose III §5 : Lemme 5.1 conditions a)/a')/b)/b') + «Alors on a : [display a)⟺a')⟺b)⟸b']» + «En outre, si E pseudo-cohérent...équivalentes.» + «Définition de (*)» [E^∨⊗^L E→O_X (I 7.5)/(**)/(***)-Ext^{p+1}/adjonction-Cartan (I 7.4)/SGA 4 IV 2.13] + Preuve[a')⟹a)⟺b)⟸b' triviales, prouvons a)⟹a', suite exacte M^1→M^0→M→0], printed footer «260» / haut «-39-» / haut-droit «III») = **RAS-CONTENU (0 fix inline). Tout MOT-POUR-MOT. ★★ SENS-FLÈCHES-ASYMÉTRIQUES vérifiés (2 displays) : «Alors on a : [a)⟺a')⟺b)⟸b']» (⟺/⟺/⟸-Longleftarrow) + Preuve «[a')⟹a)⟺b)⟸b']» (⟹-Longrightarrow/⟺/⟸-Longleftarrow) = scan-MATCH-.tex (source-asymétrique b)⟸b' PAS ⟺, fidèlement reproduit L5890/L5906 ; NB display-énoncé a)⟺a' vs display-preuve a')⟹a' = DIFFÉRENTS-mais-cohérents-source). ★ CASSE-items-enumerate : a)«Le foncteur»/a')«La flèche»/b)«Le foncteur»/b')«La flèche» = MAJUSCULE-source scan=.tex (RAS ; source-Lemme-conditions-capitalisées). ★ Lemme 5.1 enumerate [a) «Le foncteur M↦H^p(E⊗^L M) de Mod(X) dans Mod(X) est exact à droite.» / a') «La flèche canonique [display H^p(E)⊗M→H^p(E⊗^L M)] est un isomorphisme pour tout M∈ob Mod(X).» / b) «Le f..."
271,274,275,,### #271 (2026-07-05) — idx274 (vol p261 = Exposé III p40) — **fin Preuve 5.1 + «(5.1.1)» + Preuve de (5.1.1) (ADDED) + Remarques 5.2 (i)+(ii)-start (REPLACED fabrication)** — 1 big Python block-replace
1026,274,275,261,"### #1026 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx274 (Expose III §5 : fin-Preuve-Lemme-5.1-a)⟹a' [O_{U,X}, SGA 4 IV 2.13, i_!-prolongement-par-0] + «Supposons E pseudo-cohérent, et prouvons b)⟹b')» + «(5.1.1) : la flèche (**) iso si E pseudo-cohérent et M injectif» + «Preuve de (5.1.1)» [T/T' foncteurs, dévissage E=O_X] + Remarques 5.2 (i)[nature-locale] + (ii)-début, printed footer «261» / haut «-40-» / haut-droit «III») = **RAS-CONTENU (0 fix inline). Tout MOT-POUR-MOT. ★ 1 STATEMENT-EMPHASIS-DROP : «(5.1.1)» = assertion-numérotée-intermédiaire dont l'énoncé «la flèche (**) est un isomorphisme si E est pseudo-cohérent et M injectif» est SOULIGNÉ au scan mais PAS dans .tex L5912 => drop 156->157 (NB : premier statement-drop d'une assertion-numérotée-intra-preuve, pas Prop/Cor/Lemme mais structurellement-énoncé-souligné). ★ fin-Preuve-a)⟹a' «du type O_{U,X}, où U est un objet de X. Utilisant l'exactitude à droite et la commutation aux sommes directes des foncteurs H^p(E)⊗· et H^p(E⊗^L ·), on se ramène à prouver que la flèche de a') est un isomorphisme pour M=O_{U,X}, U∈ob X. Or H^p(E)⊗O_{U,X} (resp. H^p(E⊗^L O_{U,X})) s'identifie canoniquement (SGA 4 IV 2.13) à i_!(H^p(E)|U) (..."
272,275,276,,"### #272 (2026-07-05) — idx275 (vol p262 = Exposé III p41) — **fin Remarques 5.2 (ii) + (iii) + (iv) [display1 + display2] (ADDED — extended (ii) tail, RESTORED (iii)+(iv))** — 1 Python block-replace"
1027,275,276,262,"### #1027 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx275 (Expose III §5 : Remarques 5.2 (ii)[a_x)/a'_x)-conditions, «pour tout point x de X»...] + (iii)[EGA III 7.4.2, Coker(E^p→E^{p+1}) plat, E parfait⟺E^∨ cond. a) rel. -p-1] + (iv)[X quasi-séparé, a_qcoh)/a'_qcoh), 2 displays a)⟺a_qcoh)⟺a'_qcoh)⟺b_qcoh)⟸b'_qcoh), preuve EGA I 9.4.2/II 3.5], printed footer «262» / haut «-41-» / haut-droit «III») = **1 FIX INLINE (ponctuation source-inconsistante restaurée, ZOOM 9000dpi ×2). ★★★ FIX : L5922 Rem 5.2 (iv) «...la condition analogue à a) (resp. a'), etc.) où l'on remplace...» => [agent] NORMALISAIT «etc).» (point-APRÈS-paren, source) en «etc.)» (point-AVANT-paren) ; scan INTERNE-INCONSISTANT : 1ère occurrence «(resp. a'_qcoh), etc.) la condition» = «etc.)» (point-avant, ZOOM etc1) MAIS 2e occurrence «à a) (resp. a'), etc). où» = «etc).» (point-après, ZOOM etc) => [agent] avait UNIFORMISÉ les 2 en «etc.)» ; restauré source «etc).» (2e) => .tex L5922 reproduit l'inconsistance-source. Même pattern source-inconsistance-virgules idx244-247 + sur-normalisation-[agent](uniformise l'incohérent). ★ 1 INLINE-EMPHASIS-DROP : «quasi-séparé» (iv, L5922) = terme-clé SOULIGNÉ au scan mais PLAIN dans..."
273,276,277,,"### #273 (2026-07-05) — idx276 (vol p263 = Exposé III p42) — **fin Remarques 5.2 (iv) proof + Proposition 5.3 statement/a/a'/b/b' (REPLACED fabrication — restored 2 big parentheticals, D^b, rel., 2 footnotes, underlined sheaf-Hom)** — 1 Python block-replace"
1028,276,277,263,"### #1028 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx276 (Expose III §5 : fin-Preuve-(iv)-Rem-5.2 [«résultent de (5.1)...topos «ponctuel»...«se prolongent», X quasi-séparé»] + Proposition 5.3 (propriété d'échange)(EGA III 7.7.5 II) [énoncé + enumerate a)/a')/b)/b') + 2 footnotes], printed footer «263» / haut «-42-» / haut-droit «III») = **RAS-CONTENU (0 fix inline). Tout MOT-POUR-MOT. ★ 1 STATEMENT-DROP : Prop 5.3 énoncé SOULIGNÉ scan (=(propriété d'échange)...Soient f:X→Y...suivantes :) mais PLAIN .tex L5934 => drop 157->158. ★ fin-(iv)-preuve «résultent de (5.1) appliqué au topos «ponctuel» annelé par Γ(X,O_X) ; il en est de même, en vertu de (II 2.2.10 a)), de l'implication b_qcoh)⟹b'_qcoh) pour E pseudo-cohérent. Enfin l'équivalence a)⟺a_qcoh), ou, ce qui revient au même, a')⟺a'_qcoh) découle de la dernière remarque de (ii) (et du fait que les faisceaux quasi-cohérents «se prolongent», X étant quasi-séparé).» = MATCH [★sens-flèches b_qcoh)⟹b'_qcoh)-⟹-Longrightarrow + a)⟺a_qcoh)/a')⟺a'_qcoh)-⟺ ; ★virgules-«ou, ce qui revient au même,» ; guillemets-droites-«""ponctuel""»/«""se prolongent""»->«»-CONVENTION ; thin-space-«;» ; «(et du fait»-«et»-genuine ; «X étant quasi-séparé)»-NON-so..."
274,277,278,,"### #274 (2026-07-05) — idx277 (vol p264 = Exposé III p43) — **Prop 5.3 c) + «Alors on a :»-chain + «En outre» + Preuve + Lemme 5.3.1 statement/c)/«En outre»/(5.3.1.1) (REPLACED — reordered chain, restored 2 dropped parentheticals + de-paraphrased Preuve + Lemme)** — 1 Python block-replace"
1029,277,278,264,"### #1029 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx277 (Expose III §5 : Prop 5.3 c)[changement de base + display] + «Alors on a : [display a)⟺a')⟺b)⟺c)⟸b']» + «En outre, si f est propre...» + Preuve-Prop-5.3 + Lemme 5.3.1 énoncé[(5.1 a))⟺c) + display] + «En outre E pseudo-cohérent...(5.3.1.1) display», printed footer «264» / haut «-43-» / haut-droit «III») = **RAS-CONTENU (0 fix inline). Tout MOT-POUR-MOT. ★ 1 STATEMENT-DROP : Lemme 5.3.1 énoncé SOULIGNÉ scan («Soit X un schéma quasi-séparé, et soit E∈ob D^-(X)...localement bornée et quasi-cohérente.») mais PLAIN .tex L5962 => drop 158->159. ★ Prop 5.3 c) «Pour tout changement de base Y'→Y, la flèche canonique [display R^p f_*(E)⊗_Y O_{Y'}→H^p(Rf_*(E)⊗^L_Y O_{Y'})] est un isomorphisme.» = MATCH [casse-«Pour»-source ; conditions-underline=énoncé-Prop-5.3-DÉJÀ-tallyé(158) PAS-double-count ; espace-avant-virgule-«Y'→Y ,»=typewriter-conv ; R^p f_*/⊗^L_Y=batch]. ★★ «Alors on a : [display a)⟺a')⟺b)⟺c)⟸b'.]» = MATCH [★★sens-flèches ⟺×3+⟸-Longleftarrow-ASYMÉTRIQUE(4-arrows) source-fidèle L5956 ; thin-space-«:»]. ★ «En outre, si f est propre, E pseudo-cohérent rel. à f (donc parfait rel. à f), et sous réserve de validité de (2.1) pour f ..."
275,278,279,,### #275 (2026-07-05) — idx278 (vol p265 = Exposé III p44) — **(5.3.1.1) composée-appositive (dropped «(I 7.1.2)» clause) + WHOLE Preuve du lemme 5.3.1 ([agent] compression → scan's detailed 3-part proof) ending at «(*)» display** — 1 Python block-replace
1030,278,279,265,"### #1030 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx278 (Expose III §5 : fin-(5.3.1.1)-composée [(I 7.1.2)] + Preuve-Lemme-5.3.1 [a)⟹c) : X/X' affine A/A', (II 3.5), E=F~ + display H^p(F)⊗_A A'→H^p(F⊗^L_A A') ; c)⟹a) : (5.2 (iv)), c)⟹a'_qcoh), M=N~, A'=D_A(N) (EGA O_IV 18.2.3), X'=Spec(A') ; dernière-assertion : (II 2.2.10 b)), strictement pseudo-cohérent/parfait, (E⊗^L_X O_{X'})^∨≃E^∨⊗^L_X O_{X'} (I 7.1.2) + (*) display], printed footer «265» / haut «-44-» / haut-droit «III») = **RAS-CONTENU (0 fix inline). Tout MOT-POUR-MOT. 0 statement-drop (idx278 = Preuve-Lemme-5.3.1 SEULE, énoncé-Lemme-DÉJÀ-tallyé idx277 ; Remarque 5.3.2 + Définition 5.4 => idx279). ★ fin-(5.3.1.1) «, composée de H^{-p-1}(E^∨)⊗_X O_{X'}→H^{-p-1}(E^∨⊗^L_X O_{X'}) et de la flèche canonique (I 7.1.2) H^{-p-1}(E^∨⊗^L_X O_{X'})→H^{-p-1}((E⊗^L_X O_{X'})^∨), est un isomorphisme.» = MATCH [«et de la flèche»-«et»-genuine ; suite-énoncé-Lemme-5.3.1-souligné-DÉJÀ-tallyé ; virgule-«^∨), est»-source ; H^{-p-1}/E^∨/(...)^∨=batch]. ★ Preuve-Lemme-5.3.1 a)⟹c) (emph L5976) «a)⟹c). La question étant locale sur X', on peut supposer X (resp. X') affine d'anneau A (resp. A'). D'après (II 3.5), on peut supposer d'autre part que ..."
276,279,280,,### #276 (2026-07-05) — idx279 (vol p266 = Exposé III p45; SHORT page) — **end of Preuve du lemme 5.3.1 ([agent] compression → scan) + Remarque 5.3.2 (𝒪_X-Modules / rel. / «en effet…en vertu de»)** — 2 Python replaces
1031,279,280,266,"### #1031 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx279 (Expose III §5 : fin-Preuve-Lemme-5.3.1 [«Si E vérifie (5.1 a))...E^∨...(5.2 (iii)), et la flèche (*)...achève (5.3.1)/(5.3).»] + Remarque 5.3.2 [(5.3) s'applique...degrés bornés...plats et de présentation finie rel. f, (4.3.2)] ; PAGE COURTE = FINIT à Remarque 5.3.2 [Définition 5.4=>idx280], printed footer «266» / haut «-45-» / haut-droit «III») = **RAS-CONTENU (0 fix inline). Tout MOT-POUR-MOT. 0 statement-drop. ★★ PAGE-COURTE : idx279 (printed 266) FINIT à Remarque 5.3.2 «...(4.3.2).» ; le reste de la page = BLANC (marge-gauche-blanche confirmée bandes b/c/d ; bords-scan-sombres=artefact-IA-scan PAS-texte) ; Définition 5.4 + Exemples 5.4.1 + Lemme 5.5 => idx280. get_text idx279 TRONQUÉ (couche-OCR-incomplète, s'arrête à «(4.3.2).» = confirme fin-page). ★ fin-Preuve-Lemme-5.3.1 (L5992) «Si E vérifie la condition (5.1 a)) pour l'entier p, E^∨ vérifie la même condition pour l'entier -p-1 en vertu de (5.2 (iii)), et la flèche (*) est un isomorphisme, d'après la première assertion de (5.3.1). Ceci achève la démonstration de (5.3.1), et par suite de (5.3).» = MATCH [«(5.2 (iii)), et la flèche»/«(5.3.1), et par suite»-«et»-genui..."
277,280,281,,"### #277 (2026-07-05) — idx280 (vol p267 = Exposé III p46) — **Définition 5.4 (φ→f + cite + footnote) + Exemples 5.4.1 a)/b) (M_X, rg, full proof) + Lemme 5.5 opening (D^-, notations) (REPLACED heavy paraphrase)** — 1 Python block-replace"
