"priority","lane","primary_table","row_index","applicability","source_title","target_language_or_access_target","source_url","missing_applicable_fields","recommended_action","non_claim_boundary"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","67","source_witness_record","LexiqueLSQ candidate concept pointer: Nombre rationnel","","https://lexiquelsq.ca/single-word/?word=6258","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","68","source_witness_record","LexiqueLSQ candidate concept pointer: Nombre irrationnel","","https://lexiquelsq.ca/single-word/?word=6248","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","69","source_witness_record","LexiqueLSQ candidate concept pointer: Unite de mesure","","https://lexiquelsq.ca/single-word/?word=6284","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","70","source_witness_record","LexiqueLSQ candidate concept pointer: Reduire une fraction","","https://lexiquelsq.ca/single-word/?word=7582","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","71","source_witness_record","LexiqueLSQ candidate concept pointer: Fonction constante","","https://lexiquelsq.ca/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","72","source_witness_record","LexiqueLSQ candidate concept pointer: Equation du premier degre a une inconnue","","https://lexiquelsq.ca/single-word/?word=7426","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","73","source_witness_record","LexiqueLSQ candidate concept pointer: Coefficient de proportionnalite","","https://lexiquelsq.ca/single-word/?word=7556","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","74","source_witness_record","LexiqueLSQ candidate concept pointer: Distribution statistique","","https://lexiquelsq.ca/single-word/?word=8129","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","75","source_witness_record","LexiqueLSQ candidate concept pointer: Theorie des graphes","","https://lexiquelsq.ca/single-word/?word=8189","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","76","source_witness_record","CCJL Lexique LSQ - Mathematiques","","https://ccjl.ca/lexique-lsq-mathematiques/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","77","source_witness_record","CCJL Ressources en LSQ","","https://ccjl.ca/surdite-cecite-et-surdicecite/ressources/ressources-en-lsq/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","78","source_witness_record","Lexique LSQ school lexicon home","","https://lexiquelsq.ca/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","79","source_witness_record","WASLI about International Sign","","https://wasli.org/sign-language-interpreters/about-the-international-sign/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","80","source_witness_record","European Union of the Deaf International Sign position page","","https://eud.eu/eud/position-papers/international-signs/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","81","source_witness_record","WFD statement on standardized sign language","","https://wfdeaf.org/wfd-statement-on-standardized-sign-language/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","82","source_witness_record","Sonastik International Sign word-list route","","https://sonastik.ead.ee/embed/en/word-list","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-romance-source-evidence-draft-lane","noether-romance-source-evidence-draft-lane/outputs/NOETHER_ROMANCE_SOURCE_CANON_WITNESS_TABLE_REQUIRED_SHAPE_20260704.csv","26","source_witness_record","Spanish repository license gap","Spanish","https://github.com/alexey-beshenov/notas-san-salvador","sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","1","source_witness_record","Interslavic Algebra Wikimedia/Incubator web-text candidate","Interslavic/Panslavic","https://incubator.wikimedia.org/wiki/Wp/isv/Algebra ; https://incubator.wikimedia.org/wiki/Wp/isv/Algebra?action=raw","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","2","source_witness_record","Elementarnaja matematyka BNT 1922 via Slounik.org","Belarusian","https://slounik.org/bnt01/","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","3","source_witness_record","Radyno et al. Russko-belorusskij matematicheskij slovar 1993 PDF full source witness","Belarusian","https://files.knihi.com/Knihi/sum/RUS-BEL-mat.1993.pdf ; https://knihi.com/none/Russko-bielorusskij_matiematicieskij_slovar.html ; https://knihi-online.com/russko-bielorusskij-matiematicieskij-slovar.html ; https://knihi-online.com/russko-bielorusskij-matiematicieskij-slovar.html?page=2 ; https://knihi-online.com/russko-bielorusskij-matiematicieskij-slovar.html?page=10 ; https://library.bntu.by/wp-content/uploads/2023/02/spisok.pdf","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","4","source_witness_record","Algebra za kompjuterske nauke PMF UNSA syllabus and literature controls","Bosnian","https://math.pmf.unsa.ba/wp-content/uploads/2021/04/Algebra-za-kompjuterske-nauke.pdf ; https://pmf.unsa.ba/wp-content/uploads/2021/10/Lietartura-za-predmete-na-Odsjeku-za-matematiku.pdf ; https://pmf.unsa.ba/wp-content/uploads/2023/09/Obavezna-literatura-matematika.pdf ; https://math.pmf.unsa.ba/eng/wp-content/uploads/2021/05/Novi-prijedlog-nastavni-program-_Matematika_2009_I-ciklus.pdf ; https://plus-legacy.cobiss.net/cobiss/bh/en/bib/23757574","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","5","source_witness_record","Sample problems on rings, Applied Math","Bulgarian","https://store.fmi.uni-sofia.bg/fmi/algebra/syllabuses/va1/Sample_Problems_Rings_ApplMath_2011.pdf","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","6","source_witness_record","Prasteni osnovni ponyatiya","Bulgarian","https://store.fmi.uni-sofia.bg/fmi/algebra/lect_notes_nenov/07.pdf","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","7","source_witness_record","Algebarske strukture","Croatian","https://algprof.math.hr/wp-content/uploads/2025/03/AS-2024.pdf","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","8","source_witness_record","Prsteni","Croatian","https://mapmf.pmfst.unist.hr/~skresic/Algebra/Prezentacije/Prsteni.pdf","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","9","source_witness_record","Matematicki leksikon UKIM Skopje 2021","Macedonian","https://ukim.edu.mk/wp-content/uploads/2025/06/matematicki_leksikon.pdf ; https://ukim.edu.mk/e-book/00015/","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","10","source_witness_record","Algebarski n-arni strukturi UKIM PMF 2014/2016","Macedonian","https://ukim.edu.mk/wp-content/uploads/2025/06/algebarski_n-arni_strukturi.pdf ; https://ukim.edu.mk/studii/izdavachka-dejnost-02/e-knigi/","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","11","source_witness_record","Teorija kodiranja i konacna polja, UCG/PMF Podgorica 2017","Montenegrin","https://vladimirbozovic.net/univerzitet/bozovic/wp-content/uploads/2018/09/Teorija-kodiranja-i-kona%C4%8Dna-polja-v2.pdf ; https://www.ucg.ac.me/SP_ECTS.php?oz_del=7&sif_del=1&sif_mat=2","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","12","source_witness_record","Algebra I predavanja 9","Serbian","https://poincare.matf.bg.ac.rs/~zoran.petrovic/Algebra%28I%29-predavanja_9.pdf","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","13","source_witness_record","Komutativna algebra 2004/05: zakljucne naloge","Slovenian","https://users.fmf.uni-lj.si/kosir/poucevanje/0405/komalg-dnzak.pdf","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","14","source_witness_record","Uvod v algebro","Slovenian","https://users.fmf.uni-lj.si/bresar/documents/UvodVAlgebro2018.pdf","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","15","source_witness_record","Ucebni text Algebra 2020/21","Czech","https://karlin.mff.cuni.cz/~kala/2021alg/algebra21.pdf","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","16","source_witness_record","Czech thesis reference using nekomutativni teleso","Czech","https://dspace.cuni.cz/bitstream/handle/20.500.11956/75721/BPTX_2014_1_11320_0_348573_0_141241.pdf?sequence=1","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","17","source_witness_record","Vyznacne prvky grupovych okruhu","Czech","https://dspace.cuni.cz/bitstream/handle/20.500.11956/127526/120389931.pdf?sequence=1","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","18","source_witness_record","Telesa, pole terminology note","Czech","https://www.karlin.mff.cuni.cz/~becvar/LA-dotaz3.pdf","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","19","source_witness_record","Komutativni okruhy: Teorie teles a jeji aplikace","Czech","https://www.karlin.mff.cuni.cz/~ruzicka/komalg/telesa.pdf","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","20","source_witness_record","Algebra 2: Rozkladove teleso","Czech","https://www.karlin.mff.cuni.cz/~stovicek/dl/19-20-ls/algebra2_04052020.pdf","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","21","source_witness_record","Algebra z geometria: pierscienie, ciala i homomorfizmy","Polish","https://www.impan.pl/~pmh/teach/algebra/lectures/lecture3.pdf","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","22","source_witness_record","Algebra 2","Polish","https://www.mimuw.edu.pl/~aboj/algebra2/algebra_2.pdf","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","23","source_witness_record","Polgrupa klas sprzezonosci idealow lewostronnych algebry lacznej","Polish","https://mimuw.edu.pl/~amecel/prezentacja_Mecel.pdf","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","24","source_witness_record","MIMUW forms notes with nieprzemienne cialo kwaternionow","Polish","https://www.mimuw.edu.pl/~torunczy/GAL/09-10/Sem2/VII.KW.pdf","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","25","source_witness_record","Algebra I","Polish","https://slawomir-cynk.u.matinf.uj.edu.pl/images/videos/AlgebraI.pdf","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","26","source_witness_record","Algebra II: Pierscienie","Polish","https://ii.uni.wroc.pl/~kosciels/algebra/pliki/alg2-03.pdf","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","27","source_witness_record","Abstraktna algebra ucebnica","Slovak","https://elea.sk/assets/abstraktna-algebra-ucebnica.pdf","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","28","source_witness_record","Terminologija za pśedmjat matematika, Lower Sorbian/WITAJ bibliography","Sorbian Lower","https://www.yumpu.com/de/document/view/23246157/pdf-2569-kb-witaj-sprachzentrums","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","29","source_witness_record","Terminologija za predmjet matematika / Terminologie fuer das Fach Mathematik","Sorbian Upper","https://domowina-verlag.de/assets/pdf/34_LND_Lieferbare-Literatur_2022.pdf ; https://slavistik-portal.de/en/datenpool/sorbib-db.html?autor=Ku%C5%A1kec%2C+Lucija ; https://www.serbski-institut.de/wp-content/uploads/2022/02/Z%CC%8Co%CC%81rla-hornjoserbskeho-tekstoweho-korpusa.pdf","evidence_tier; source_type; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
