"witness_id","target_family","language_access_target","source_title","source_format","source_url","local_path","bytes","sha256","license_permission_signal","license_access_class","package_use_boundary","redistribution_payload_policy","source_body_policy","reviewer_or_source_owner_gate","topic_language_access_tags","ethics_authority_note","allowed_current_use","blocked_before","non_claim_boundary"
"LSQ-CAT-004","Signed language","LSQ","LexiqueLSQ category route: Algebre","HTML/source/category/concept pointer","https://lexiquelsq.ca/theme/algebre/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","source_owner_license_pending_pointer_only","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_pointer_only_until_source_owner_or_license_return; no cached source body in package payload.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","category pointer for planning and reviewer queue design only","no accepted sign, no lexical equivalence claim, no copied media, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"LSQ-CAT-005","Signed language","LSQ","LexiqueLSQ category route: Probabilites","HTML/source/category/concept pointer","https://lexiquelsq.ca/theme/probabilites/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","source_owner_license_pending_pointer_only","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_pointer_only_until_source_owner_or_license_return; no cached source body in package payload.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","category pointer for planning and reviewer queue design only","no accepted sign, no lexical equivalence claim, no copied media, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"LSQ-CAT-006","Signed language","LSQ","LexiqueLSQ category route: Statistique","HTML/source/category/concept pointer","https://lexiquelsq.ca/theme/statistique/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","source_owner_license_pending_pointer_only","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_pointer_only_until_source_owner_or_license_return; no cached source body in package payload.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","category pointer for planning and reviewer queue design only","no accepted sign, no lexical equivalence claim, no copied media, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"LSQ-CAT-007","Signed language","LSQ","LexiqueLSQ category route: Geometrie","HTML/source/category/concept pointer","https://lexiquelsq.ca/theme/geometrie/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","source_owner_license_pending_pointer_only","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_pointer_only_until_source_owner_or_license_return; no cached source body in package payload.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","category pointer for planning and reviewer queue design only","no accepted sign, no lexical equivalence claim, no copied media, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"LSQ-CAT-008","Signed language","LSQ","LexiqueLSQ category route: Geometrie analytique","HTML/source/category/concept pointer","https://lexiquelsq.ca/theme/geometrie-analytique/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","source_owner_license_pending_pointer_only","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_pointer_only_until_source_owner_or_license_return; no cached source body in package payload.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","category pointer for planning and reviewer queue design only","no accepted sign, no lexical equivalence claim, no copied media, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"LSQ-CAT-009","Signed language","LSQ","LexiqueLSQ category route: Graphes","HTML/source/category/concept pointer","https://lexiquelsq.ca/theme/graphes/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","source_owner_license_pending_pointer_only","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_pointer_only_until_source_owner_or_license_return; no cached source body in package payload.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","category pointer for planning and reviewer queue design only","no accepted sign, no lexical equivalence claim, no copied media, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"LSQ-CAT-010","Signed language","LSQ","LexiqueLSQ category route: Matrices","HTML/source/category/concept pointer","https://lexiquelsq.ca/theme/matrices/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","source_owner_license_pending_pointer_only","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_pointer_only_until_source_owner_or_license_return; no cached source body in package payload.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","category pointer for planning and reviewer queue design only","no accepted sign, no lexical equivalence claim, no copied media, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"LSQ-CAT-011","Signed language","LSQ","LexiqueLSQ category route: Mathematiques financieres","HTML/source/category/concept pointer","https://lexiquelsq.ca/theme/mathematiques-financieres/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","source_owner_license_pending_pointer_only","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_pointer_only_until_source_owner_or_license_return; no cached source body in package payload.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","category pointer for planning and reviewer queue design only","no accepted sign, no lexical equivalence claim, no copied media, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"LSQ-CON-001","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Abscisse","HTML/source/category/concept pointer","https://lexiquelsq.ca/single-word/?word=8193","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","source_owner_license_pending_pointer_only","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_pointer_only_until_source_owner_or_license_return; no cached source body in package payload.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","candidate concept pointer for later reviewer/source-owner queue design only","no accepted LSQ sign, no visual lexical item, no copied video/media, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"LSQ-CON-002","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Amplitude","HTML/source/category/concept pointer","https://lexiquelsq.ca/single-word/?word=406","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","source_owner_license_pending_pointer_only","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_pointer_only_until_source_owner_or_license_return; no cached source body in package payload.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","candidate concept pointer for later reviewer/source-owner queue design only","no accepted LSQ sign, no visual lexical item, no copied video/media, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"LSQ-CON-003","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Amplitude d'une classe","HTML/source/category/concept pointer","https://lexiquelsq.ca/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","source_owner_license_pending_pointer_only","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_pointer_only_until_source_owner_or_license_return; no cached source body in package payload.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","candidate concept pointer for later reviewer/source-owner queue design only","no accepted LSQ sign, no visual lexical item, no copied video/media, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"LSQ-CON-004","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Angle inscrit","HTML/source/category/concept pointer","https://lexiquelsq.ca/single-word/?word=7749","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","source_owner_license_pending_pointer_only","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_pointer_only_until_source_owner_or_license_return; no cached source body in package payload.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","candidate concept pointer for later reviewer/source-owner queue design only","no accepted LSQ sign, no visual lexical item, no copied video/media, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"LSQ-CON-005","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Binome","HTML/source/category/concept pointer","https://lexiquelsq.ca/single-word/?word=4997","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","source_owner_license_pending_pointer_only","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_pointer_only_until_source_owner_or_license_return; no cached source body in package payload.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","candidate concept pointer for later reviewer/source-owner queue design only","no accepted LSQ sign, no visual lexical item, no copied video/media, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"LSQ-CON-006","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Nombre rationnel","HTML/source/category/concept pointer","https://lexiquelsq.ca/single-word/?word=6258","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","source_owner_license_pending_pointer_only","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_pointer_only_until_source_owner_or_license_return; no cached source body in package payload.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","candidate concept pointer for later reviewer/source-owner queue design only","no accepted LSQ sign, no visual lexical item, no copied video/media, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"LSQ-CON-007","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Nombre irrationnel","HTML/source/category/concept pointer","https://lexiquelsq.ca/single-word/?word=6248","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","source_owner_license_pending_pointer_only","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_pointer_only_until_source_owner_or_license_return; no cached source body in package payload.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","candidate concept pointer for later reviewer/source-owner queue design only","no accepted LSQ sign, no visual lexical item, no copied video/media, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"LSQ-CON-008","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Unite de mesure","HTML/source/category/concept pointer","https://lexiquelsq.ca/single-word/?word=6284","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","source_owner_license_pending_pointer_only","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_pointer_only_until_source_owner_or_license_return; no cached source body in package payload.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","candidate concept pointer for later reviewer/source-owner queue design only","no accepted LSQ sign, no visual lexical item, no copied video/media, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"LSQ-CON-009","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Reduire une fraction","HTML/source/category/concept pointer","https://lexiquelsq.ca/single-word/?word=7582","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","source_owner_license_pending_pointer_only","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_pointer_only_until_source_owner_or_license_return; no cached source body in package payload.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","candidate concept pointer for later reviewer/source-owner queue design only","no accepted LSQ sign, no visual lexical item, no copied video/media, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"LSQ-CON-010","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Fonction constante","HTML/source/category/concept pointer","https://lexiquelsq.ca/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","source_owner_license_pending_pointer_only","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_pointer_only_until_source_owner_or_license_return; no cached source body in package payload.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","candidate concept pointer for later reviewer/source-owner queue design only","no accepted LSQ sign, no visual lexical item, no copied video/media, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"LSQ-CON-011","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Equation du premier degre a une inconnue","HTML/source/category/concept pointer","https://lexiquelsq.ca/single-word/?word=7426","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","source_owner_license_pending_pointer_only","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_pointer_only_until_source_owner_or_license_return; no cached source body in package payload.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","candidate concept pointer for later reviewer/source-owner queue design only","no accepted LSQ sign, no visual lexical item, no copied video/media, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"LSQ-CON-012","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Coefficient de proportionnalite","HTML/source/category/concept pointer","https://lexiquelsq.ca/single-word/?word=7556","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","source_owner_license_pending_pointer_only","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_pointer_only_until_source_owner_or_license_return; no cached source body in package payload.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","candidate concept pointer for later reviewer/source-owner queue design only","no accepted LSQ sign, no visual lexical item, no copied video/media, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
