precondition_blocker_resolution_return_row_id,parent_precondition_blocker_resolution_request_row_id,parent_precondition_blocker_row_id,parent_original_precondition_blocker_row_id,parent_precondition_blocker_resolution_precondition_row_id,parent_precondition_blocker_resolution_return_row_id,parent_precondition_blocker_resolution_return_criteria_row_id,blocker_class,blocker_owner_class,parent_precondition_name,precondition_name,return_fields_filled,return_received,resolution_evidence_pointer_reviewed,source_text_prohibition_confirmed,precondition_blocker_resolved_after_return,query_execution_allowed_after_return,source_text_allowed_after_return,surface_gate_opened,translation_gate_opened,return_status
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10495,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10495,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10495,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0875,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0875,DMOI-RF-LSS-BCRPBEDPBRL-RET-0875,DMOI-RF-LSS-BCRPBEDPBRER-RET-0875,privacy_review_cleared,capture_policy_return_owner,downstream_query_gate_separate,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10496,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10496,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10496,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0875,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0875,DMOI-RF-LSS-BCRPBEDPBRL-RET-0875,DMOI-RF-LSS-BCRPBEDPBRER-RET-0875,privacy_review_cleared,capture_policy_return_owner,downstream_query_gate_separate,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10497,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10497,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10497,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0875,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0875,DMOI-RF-LSS-BCRPBEDPBRL-RET-0875,DMOI-RF-LSS-BCRPBEDPBRER-RET-0875,privacy_review_cleared,capture_policy_return_owner,downstream_query_gate_separate,allowed_true_precondition_update_bounded,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10498,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10498,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10498,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0875,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0875,DMOI-RF-LSS-BCRPBEDPBRL-RET-0875,DMOI-RF-LSS-BCRPBEDPBRER-RET-0875,privacy_review_cleared,capture_policy_return_owner,downstream_query_gate_separate,authority_role_validated,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10499,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10499,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10499,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0875,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0875,DMOI-RF-LSS-BCRPBEDPBRL-RET-0875,DMOI-RF-LSS-BCRPBEDPBRER-RET-0875,privacy_review_cleared,capture_policy_return_owner,downstream_query_gate_separate,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10500,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10500,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10500,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0875,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0875,DMOI-RF-LSS-BCRPBEDPBRL-RET-0875,DMOI-RF-LSS-BCRPBEDPBRER-RET-0875,privacy_review_cleared,capture_policy_return_owner,downstream_query_gate_separate,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10501,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10501,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10501,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0876,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0876,DMOI-RF-LSS-BCRPBEDPBRL-RET-0876,DMOI-RF-LSS-BCRPBEDPBRER-RET-0876,privacy_review_cleared,capture_policy_return_owner,downstream_surface_translation_gates_separate,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10502,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10502,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10502,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0876,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0876,DMOI-RF-LSS-BCRPBEDPBRL-RET-0876,DMOI-RF-LSS-BCRPBEDPBRER-RET-0876,privacy_review_cleared,capture_policy_return_owner,downstream_surface_translation_gates_separate,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10503,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10503,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10503,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0876,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0876,DMOI-RF-LSS-BCRPBEDPBRL-RET-0876,DMOI-RF-LSS-BCRPBEDPBRER-RET-0876,privacy_review_cleared,capture_policy_return_owner,downstream_surface_translation_gates_separate,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10504,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10504,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10504,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0876,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0876,DMOI-RF-LSS-BCRPBEDPBRL-RET-0876,DMOI-RF-LSS-BCRPBEDPBRER-RET-0876,privacy_review_cleared,capture_policy_return_owner,downstream_surface_translation_gates_separate,all_criteria_passed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10505,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10505,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10505,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0876,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0876,DMOI-RF-LSS-BCRPBEDPBRL-RET-0876,DMOI-RF-LSS-BCRPBEDPBRER-RET-0876,privacy_review_cleared,capture_policy_return_owner,downstream_surface_translation_gates_separate,no_criteria_failed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10506,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10506,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10506,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0876,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0876,DMOI-RF-LSS-BCRPBEDPBRL-RET-0876,DMOI-RF-LSS-BCRPBEDPBRER-RET-0876,privacy_review_cleared,capture_policy_return_owner,downstream_surface_translation_gates_separate,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10507,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10507,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10507,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0876,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0876,DMOI-RF-LSS-BCRPBEDPBRL-RET-0876,DMOI-RF-LSS-BCRPBEDPBRER-RET-0876,privacy_review_cleared,capture_policy_return_owner,downstream_surface_translation_gates_separate,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10508,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10508,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10508,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0876,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0876,DMOI-RF-LSS-BCRPBEDPBRL-RET-0876,DMOI-RF-LSS-BCRPBEDPBRER-RET-0876,privacy_review_cleared,capture_policy_return_owner,downstream_surface_translation_gates_separate,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10509,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10509,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10509,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0876,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0876,DMOI-RF-LSS-BCRPBEDPBRL-RET-0876,DMOI-RF-LSS-BCRPBEDPBRER-RET-0876,privacy_review_cleared,capture_policy_return_owner,downstream_surface_translation_gates_separate,allowed_true_precondition_update_bounded,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10510,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10510,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10510,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0876,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0876,DMOI-RF-LSS-BCRPBEDPBRL-RET-0876,DMOI-RF-LSS-BCRPBEDPBRER-RET-0876,privacy_review_cleared,capture_policy_return_owner,downstream_surface_translation_gates_separate,authority_role_validated,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10511,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10511,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10511,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0876,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0876,DMOI-RF-LSS-BCRPBEDPBRL-RET-0876,DMOI-RF-LSS-BCRPBEDPBRER-RET-0876,privacy_review_cleared,capture_policy_return_owner,downstream_surface_translation_gates_separate,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10512,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10512,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10512,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0876,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0876,DMOI-RF-LSS-BCRPBEDPBRL-RET-0876,DMOI-RF-LSS-BCRPBEDPBRER-RET-0876,privacy_review_cleared,capture_policy_return_owner,downstream_surface_translation_gates_separate,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10513,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10513,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10513,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0877,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0877,DMOI-RF-LSS-BCRPBEDPBRL-RET-0877,DMOI-RF-LSS-BCRPBEDPBRER-RET-0877,privacy_review_cleared,capture_policy_return_owner,decision_row_linkage_validated,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10514,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10514,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10514,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0877,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0877,DMOI-RF-LSS-BCRPBEDPBRL-RET-0877,DMOI-RF-LSS-BCRPBEDPBRER-RET-0877,privacy_review_cleared,capture_policy_return_owner,decision_row_linkage_validated,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10515,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10515,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10515,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0877,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0877,DMOI-RF-LSS-BCRPBEDPBRL-RET-0877,DMOI-RF-LSS-BCRPBEDPBRER-RET-0877,privacy_review_cleared,capture_policy_return_owner,decision_row_linkage_validated,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10516,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10516,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10516,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0877,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0877,DMOI-RF-LSS-BCRPBEDPBRL-RET-0877,DMOI-RF-LSS-BCRPBEDPBRER-RET-0877,privacy_review_cleared,capture_policy_return_owner,decision_row_linkage_validated,all_criteria_passed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10517,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10517,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10517,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0877,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0877,DMOI-RF-LSS-BCRPBEDPBRL-RET-0877,DMOI-RF-LSS-BCRPBEDPBRER-RET-0877,privacy_review_cleared,capture_policy_return_owner,decision_row_linkage_validated,no_criteria_failed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10518,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10518,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10518,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0877,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0877,DMOI-RF-LSS-BCRPBEDPBRL-RET-0877,DMOI-RF-LSS-BCRPBEDPBRER-RET-0877,privacy_review_cleared,capture_policy_return_owner,decision_row_linkage_validated,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10519,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10519,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10519,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0877,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0877,DMOI-RF-LSS-BCRPBEDPBRL-RET-0877,DMOI-RF-LSS-BCRPBEDPBRER-RET-0877,privacy_review_cleared,capture_policy_return_owner,decision_row_linkage_validated,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10520,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10520,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10520,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0877,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0877,DMOI-RF-LSS-BCRPBEDPBRL-RET-0877,DMOI-RF-LSS-BCRPBEDPBRER-RET-0877,privacy_review_cleared,capture_policy_return_owner,decision_row_linkage_validated,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10521,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10521,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10521,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0877,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0877,DMOI-RF-LSS-BCRPBEDPBRL-RET-0877,DMOI-RF-LSS-BCRPBEDPBRER-RET-0877,privacy_review_cleared,capture_policy_return_owner,decision_row_linkage_validated,allowed_true_precondition_update_bounded,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10522,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10522,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10522,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0877,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0877,DMOI-RF-LSS-BCRPBEDPBRL-RET-0877,DMOI-RF-LSS-BCRPBEDPBRER-RET-0877,privacy_review_cleared,capture_policy_return_owner,decision_row_linkage_validated,authority_role_validated,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10523,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10523,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10523,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0877,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0877,DMOI-RF-LSS-BCRPBEDPBRL-RET-0877,DMOI-RF-LSS-BCRPBEDPBRER-RET-0877,privacy_review_cleared,capture_policy_return_owner,decision_row_linkage_validated,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10524,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10524,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10524,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0877,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0877,DMOI-RF-LSS-BCRPBEDPBRL-RET-0877,DMOI-RF-LSS-BCRPBEDPBRER-RET-0877,privacy_review_cleared,capture_policy_return_owner,decision_row_linkage_validated,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10525,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10525,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10525,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0878,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0878,DMOI-RF-LSS-BCRPBEDPBRL-RET-0878,DMOI-RF-LSS-BCRPBEDPBRER-RET-0878,privacy_review_cleared,capture_policy_return_owner,all_decision_fields_filled,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10526,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10526,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10526,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0878,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0878,DMOI-RF-LSS-BCRPBEDPBRL-RET-0878,DMOI-RF-LSS-BCRPBEDPBRER-RET-0878,privacy_review_cleared,capture_policy_return_owner,all_decision_fields_filled,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10527,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10527,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10527,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0878,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0878,DMOI-RF-LSS-BCRPBEDPBRL-RET-0878,DMOI-RF-LSS-BCRPBEDPBRER-RET-0878,privacy_review_cleared,capture_policy_return_owner,all_decision_fields_filled,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10528,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10528,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10528,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0878,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0878,DMOI-RF-LSS-BCRPBEDPBRL-RET-0878,DMOI-RF-LSS-BCRPBEDPBRER-RET-0878,privacy_review_cleared,capture_policy_return_owner,all_decision_fields_filled,all_criteria_passed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10529,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10529,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10529,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0878,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0878,DMOI-RF-LSS-BCRPBEDPBRL-RET-0878,DMOI-RF-LSS-BCRPBEDPBRER-RET-0878,privacy_review_cleared,capture_policy_return_owner,all_decision_fields_filled,no_criteria_failed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10530,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10530,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10530,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0878,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0878,DMOI-RF-LSS-BCRPBEDPBRL-RET-0878,DMOI-RF-LSS-BCRPBEDPBRER-RET-0878,privacy_review_cleared,capture_policy_return_owner,all_decision_fields_filled,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10531,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10531,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10531,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0878,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0878,DMOI-RF-LSS-BCRPBEDPBRL-RET-0878,DMOI-RF-LSS-BCRPBEDPBRER-RET-0878,privacy_review_cleared,capture_policy_return_owner,all_decision_fields_filled,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10532,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10532,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10532,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0878,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0878,DMOI-RF-LSS-BCRPBEDPBRL-RET-0878,DMOI-RF-LSS-BCRPBEDPBRER-RET-0878,privacy_review_cleared,capture_policy_return_owner,all_decision_fields_filled,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10533,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10533,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10533,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0878,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0878,DMOI-RF-LSS-BCRPBEDPBRL-RET-0878,DMOI-RF-LSS-BCRPBEDPBRER-RET-0878,privacy_review_cleared,capture_policy_return_owner,all_decision_fields_filled,allowed_true_precondition_update_bounded,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10534,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10534,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10534,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0878,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0878,DMOI-RF-LSS-BCRPBEDPBRL-RET-0878,DMOI-RF-LSS-BCRPBEDPBRER-RET-0878,privacy_review_cleared,capture_policy_return_owner,all_decision_fields_filled,authority_role_validated,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10535,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10535,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10535,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0878,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0878,DMOI-RF-LSS-BCRPBEDPBRL-RET-0878,DMOI-RF-LSS-BCRPBEDPBRER-RET-0878,privacy_review_cleared,capture_policy_return_owner,all_decision_fields_filled,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10536,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10536,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10536,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0878,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0878,DMOI-RF-LSS-BCRPBEDPBRL-RET-0878,DMOI-RF-LSS-BCRPBEDPBRER-RET-0878,privacy_review_cleared,capture_policy_return_owner,all_decision_fields_filled,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-10537,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-10537,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-10537,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0879,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0879,DMOI-RF-LSS-BCRPBEDPBRL-RET-0879,DMOI-RF-LSS-BCRPBEDPBRER-RET-0879,privacy_review_cleared,capture_policy_return_owner,all_criteria_decisions_recorded,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,blank_return_template_only
