decision_precondition_blocker_resolution_request_row_id,parent_decision_precondition_blocker_row_id,parent_decision_precondition_checklist_row_id,parent_criteria_decision_row_id,parent_evidence_intake_row_id,parent_criterion_row_id,parent_ledger_row_id,parent_reviewer_scope_row_id,parent_gap_check_row_id,parent_pointer_row_id,packet_unit,reviewer_role,criterion_type,source_systems_implicated,precondition_name,blank_request_fields,request_fields_filled,request_packet_started,request_dispatched,return_received,blocker_resolved_after_return,source_text_capture_allowed_after_return,surface_gate_opened,translation_gate_opened
ODRF-RSCOPE-DPCBRR-0001,ODRF-RSCOPE-DPCB-0001,ODRF-RSCOPE-DPC-001,ODRF-RSCOPE-EVID-DEC-001,ODRF-RSCOPE-EVID-001,ODRF-RSCOPE-ECR-CRIT-001,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,dated_non_personal_return_identity,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,decision_row_linkage_validated,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0271,ODRF-RSCOPE-DPCB-0271,ODRF-RSCOPE-DPC-034,ODRF-RSCOPE-EVID-DEC-034,ODRF-RSCOPE-EVID-034,ODRF-RSCOPE-ECR-CRIT-034,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,reviewer_scope_row_match,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_line_span_gate_separate,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0272,ODRF-RSCOPE-DPCB-0272,ODRF-RSCOPE-DPC-034,ODRF-RSCOPE-EVID-DEC-034,ODRF-RSCOPE-EVID-034,ODRF-RSCOPE-ECR-CRIT-034,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,reviewer_scope_row_match,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_surface_translation_gates_separate,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0273,ODRF-RSCOPE-DPCB-0273,ODRF-RSCOPE-DPC-035,ODRF-RSCOPE-EVID-DEC-035,ODRF-RSCOPE-EVID-035,ODRF-RSCOPE-ECR-CRIT-035,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,scope_decision_completeness,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,decision_row_linkage_validated,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0274,ODRF-RSCOPE-DPCB-0274,ODRF-RSCOPE-DPC-035,ODRF-RSCOPE-EVID-DEC-035,ODRF-RSCOPE-EVID-035,ODRF-RSCOPE-ECR-CRIT-035,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,scope_decision_completeness,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_decision_fields_filled,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0275,ODRF-RSCOPE-DPCB-0275,ODRF-RSCOPE-DPC-035,ODRF-RSCOPE-EVID-DEC-035,ODRF-RSCOPE-EVID-035,ODRF-RSCOPE-ECR-CRIT-035,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,scope_decision_completeness,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_criteria_decisions_recorded,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0276,ODRF-RSCOPE-DPCB-0276,ODRF-RSCOPE-DPC-035,ODRF-RSCOPE-EVID-DEC-035,ODRF-RSCOPE-EVID-035,ODRF-RSCOPE-ECR-CRIT-035,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,scope_decision_completeness,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,evidence_value_reviewed_or_explicitly_absent,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0277,ODRF-RSCOPE-DPCB-0277,ODRF-RSCOPE-DPC-035,ODRF-RSCOPE-EVID-DEC-035,ODRF-RSCOPE-EVID-035,ODRF-RSCOPE-ECR-CRIT-035,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,scope_decision_completeness,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_text_prohibition_confirmed,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0278,ODRF-RSCOPE-DPCB-0278,ODRF-RSCOPE-DPC-035,ODRF-RSCOPE-EVID-DEC-035,ODRF-RSCOPE-EVID-035,ODRF-RSCOPE-ECR-CRIT-035,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,scope_decision_completeness,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_system_scope_decision_bounded,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0279,ODRF-RSCOPE-DPCB-0279,ODRF-RSCOPE-DPC-035,ODRF-RSCOPE-EVID-DEC-035,ODRF-RSCOPE-EVID-035,ODRF-RSCOPE-ECR-CRIT-035,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,scope_decision_completeness,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_line_span_gate_separate,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0280,ODRF-RSCOPE-DPCB-0280,ODRF-RSCOPE-DPC-035,ODRF-RSCOPE-EVID-DEC-035,ODRF-RSCOPE-EVID-035,ODRF-RSCOPE-ECR-CRIT-035,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,scope_decision_completeness,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_surface_translation_gates_separate,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0281,ODRF-RSCOPE-DPCB-0281,ODRF-RSCOPE-DPC-036,ODRF-RSCOPE-EVID-DEC-036,ODRF-RSCOPE-EVID-036,ODRF-RSCOPE-ECR-CRIT-036,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,source_system_and_license_scope_complete,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,decision_row_linkage_validated,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0282,ODRF-RSCOPE-DPCB-0282,ODRF-RSCOPE-DPC-036,ODRF-RSCOPE-EVID-DEC-036,ODRF-RSCOPE-EVID-036,ODRF-RSCOPE-ECR-CRIT-036,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,source_system_and_license_scope_complete,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_decision_fields_filled,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0283,ODRF-RSCOPE-DPCB-0283,ODRF-RSCOPE-DPC-036,ODRF-RSCOPE-EVID-DEC-036,ODRF-RSCOPE-EVID-036,ODRF-RSCOPE-ECR-CRIT-036,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,source_system_and_license_scope_complete,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_criteria_decisions_recorded,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0284,ODRF-RSCOPE-DPCB-0284,ODRF-RSCOPE-DPC-036,ODRF-RSCOPE-EVID-DEC-036,ODRF-RSCOPE-EVID-036,ODRF-RSCOPE-ECR-CRIT-036,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,source_system_and_license_scope_complete,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,evidence_value_reviewed_or_explicitly_absent,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0285,ODRF-RSCOPE-DPCB-0285,ODRF-RSCOPE-DPC-036,ODRF-RSCOPE-EVID-DEC-036,ODRF-RSCOPE-EVID-036,ODRF-RSCOPE-ECR-CRIT-036,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,source_system_and_license_scope_complete,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_text_prohibition_confirmed,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0286,ODRF-RSCOPE-DPCB-0286,ODRF-RSCOPE-DPC-036,ODRF-RSCOPE-EVID-DEC-036,ODRF-RSCOPE-EVID-036,ODRF-RSCOPE-ECR-CRIT-036,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,source_system_and_license_scope_complete,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_system_scope_decision_bounded,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0287,ODRF-RSCOPE-DPCB-0287,ODRF-RSCOPE-DPC-036,ODRF-RSCOPE-EVID-DEC-036,ODRF-RSCOPE-EVID-036,ODRF-RSCOPE-ECR-CRIT-036,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,source_system_and_license_scope_complete,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_line_span_gate_separate,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0288,ODRF-RSCOPE-DPCB-0288,ODRF-RSCOPE-DPC-036,ODRF-RSCOPE-EVID-DEC-036,ODRF-RSCOPE-EVID-036,ODRF-RSCOPE-ECR-CRIT-036,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,source_system_and_license_scope_complete,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_surface_translation_gates_separate,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0289,ODRF-RSCOPE-DPCB-0289,ODRF-RSCOPE-DPC-037,ODRF-RSCOPE-EVID-DEC-037,ODRF-RSCOPE-EVID-037,ODRF-RSCOPE-ECR-CRIT-037,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,line_span_permission_boolean_non_textual,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,decision_row_linkage_validated,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0290,ODRF-RSCOPE-DPCB-0290,ODRF-RSCOPE-DPC-037,ODRF-RSCOPE-EVID-DEC-037,ODRF-RSCOPE-EVID-037,ODRF-RSCOPE-ECR-CRIT-037,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,line_span_permission_boolean_non_textual,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_decision_fields_filled,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0291,ODRF-RSCOPE-DPCB-0291,ODRF-RSCOPE-DPC-037,ODRF-RSCOPE-EVID-DEC-037,ODRF-RSCOPE-EVID-037,ODRF-RSCOPE-ECR-CRIT-037,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,line_span_permission_boolean_non_textual,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_criteria_decisions_recorded,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0292,ODRF-RSCOPE-DPCB-0292,ODRF-RSCOPE-DPC-037,ODRF-RSCOPE-EVID-DEC-037,ODRF-RSCOPE-EVID-037,ODRF-RSCOPE-ECR-CRIT-037,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,line_span_permission_boolean_non_textual,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,evidence_value_reviewed_or_explicitly_absent,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0293,ODRF-RSCOPE-DPCB-0293,ODRF-RSCOPE-DPC-037,ODRF-RSCOPE-EVID-DEC-037,ODRF-RSCOPE-EVID-037,ODRF-RSCOPE-ECR-CRIT-037,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,line_span_permission_boolean_non_textual,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_text_prohibition_confirmed,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0294,ODRF-RSCOPE-DPCB-0294,ODRF-RSCOPE-DPC-037,ODRF-RSCOPE-EVID-DEC-037,ODRF-RSCOPE-EVID-037,ODRF-RSCOPE-ECR-CRIT-037,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,line_span_permission_boolean_non_textual,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_system_scope_decision_bounded,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0295,ODRF-RSCOPE-DPCB-0295,ODRF-RSCOPE-DPC-037,ODRF-RSCOPE-EVID-DEC-037,ODRF-RSCOPE-EVID-037,ODRF-RSCOPE-ECR-CRIT-037,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,line_span_permission_boolean_non_textual,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_line_span_gate_separate,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0296,ODRF-RSCOPE-DPCB-0296,ODRF-RSCOPE-DPC-037,ODRF-RSCOPE-EVID-DEC-037,ODRF-RSCOPE-EVID-037,ODRF-RSCOPE-ECR-CRIT-037,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,line_span_permission_boolean_non_textual,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_surface_translation_gates_separate,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0297,ODRF-RSCOPE-DPCB-0297,ODRF-RSCOPE-DPC-038,ODRF-RSCOPE-EVID-DEC-038,ODRF-RSCOPE-EVID-038,ODRF-RSCOPE-ECR-CRIT-038,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,decision_row_linkage_validated,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0298,ODRF-RSCOPE-DPCB-0298,ODRF-RSCOPE-DPC-038,ODRF-RSCOPE-EVID-DEC-038,ODRF-RSCOPE-EVID-038,ODRF-RSCOPE-ECR-CRIT-038,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_decision_fields_filled,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0299,ODRF-RSCOPE-DPCB-0299,ODRF-RSCOPE-DPC-038,ODRF-RSCOPE-EVID-DEC-038,ODRF-RSCOPE-EVID-038,ODRF-RSCOPE-ECR-CRIT-038,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_criteria_decisions_recorded,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0300,ODRF-RSCOPE-DPCB-0300,ODRF-RSCOPE-DPC-038,ODRF-RSCOPE-EVID-DEC-038,ODRF-RSCOPE-EVID-038,ODRF-RSCOPE-ECR-CRIT-038,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,evidence_value_reviewed_or_explicitly_absent,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
ODRF-RSCOPE-DPCBRR-0301,ODRF-RSCOPE-DPCB-0301,ODRF-RSCOPE-DPC-038,ODRF-RSCOPE-EVID-DEC-038,ODRF-RSCOPE-EVID-038,ODRF-RSCOPE-ECR-CRIT-038,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_text_prohibition_confirmed,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false
