"audit_generated_at_utc","witness_id","target_family","language_access_target","source_title","source_url","reachability_status","method_used","status_code","reason","final_url","content_type","content_length_header","error_type","error_message","local_path","recorded_sha256","license_permission_signal","topic_language_access_tags","audit_mode","non_claim_boundary"
"2026-07-04T20:25:24.3839341Z","LSQ-CON-001","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Abscisse","https://lexiquelsq.ca/single-word/?word=8193","reachable_headers_only","HEAD","200","OK","https://lexiquelsq.ca/single-word/?word=8193","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-CON-002","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Amplitude","https://lexiquelsq.ca/single-word/?word=406","reachable_headers_only","HEAD","200","OK","https://lexiquelsq.ca/single-word/?word=406","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-CON-003","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Amplitude d'une classe","https://lexiquelsq.ca/","reachable_headers_only","HEAD","200","OK","https://lexiquelsq.ca/lexique-lsq/","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-CON-004","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Angle inscrit","https://lexiquelsq.ca/single-word/?word=7749","reachable_headers_only","HEAD","200","OK","https://lexiquelsq.ca/single-word/?word=7749","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-CON-005","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Binome","https://lexiquelsq.ca/single-word/?word=4997","reachable_headers_only","HEAD","200","OK","https://lexiquelsq.ca/single-word/?word=4997","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-CON-006","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Nombre rationnel","https://lexiquelsq.ca/single-word/?word=6258","reachable_headers_only","HEAD","200","OK","https://lexiquelsq.ca/single-word/?word=6258","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-CON-007","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Nombre irrationnel","https://lexiquelsq.ca/single-word/?word=6248","reachable_headers_only","HEAD","200","OK","https://lexiquelsq.ca/single-word/?word=6248","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-CON-008","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Unite de mesure","https://lexiquelsq.ca/single-word/?word=6284","reachable_headers_only","HEAD","200","OK","https://lexiquelsq.ca/single-word/?word=6284","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-CON-009","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Reduire une fraction","https://lexiquelsq.ca/single-word/?word=7582","reachable_headers_only","HEAD","200","OK","https://lexiquelsq.ca/single-word/?word=7582","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-CON-010","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Fonction constante","https://lexiquelsq.ca/","reachable_headers_only","HEAD","200","OK","https://lexiquelsq.ca/lexique-lsq/","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-CON-011","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Equation du premier degre a une inconnue","https://lexiquelsq.ca/single-word/?word=7426","reachable_headers_only","HEAD","200","OK","https://lexiquelsq.ca/single-word/?word=7426","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-CON-012","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Coefficient de proportionnalite","https://lexiquelsq.ca/single-word/?word=7556","reachable_headers_only","HEAD","200","OK","https://lexiquelsq.ca/single-word/?word=7556","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-CON-013","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Distribution statistique","https://lexiquelsq.ca/single-word/?word=8129","reachable_headers_only","HEAD","200","OK","https://lexiquelsq.ca/single-word/?word=8129","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-CON-014","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Theorie des graphes","https://lexiquelsq.ca/single-word/?word=8189","reachable_headers_only","HEAD","200","OK","https://lexiquelsq.ca/single-word/?word=8189","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-SAR-001","Signed language","LSQ","CCJL Lexique LSQ - Mathematiques","https://ccjl.ca/lexique-lsq-mathematiques/","reachable_headers_only","HEAD","200","OK","https://ccjl.ca/lexique-lsq-mathematiques/","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_ccjl_lexique_mathematiques.html","c4635bba7ebba53630347546c322d0720292f8a452cfdf0fc54f3bd9bf2e826f","What use is permitted for links, embeds, screenshots, derived stills, copied video/media, cached HTML, and attribution? Pending answer: pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-SAR-002","Signed language","LSQ","CCJL Ressources en LSQ","https://ccjl.ca/surdite-cecite-et-surdicecite/ressources/ressources-en-lsq/","reachable_headers_only","HEAD","200","OK","https://ccjl.ca/surdite-cecite-et-surdicecite/ressources/ressources-en-lsq/","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_ccjl_ressources_lsq.html","b881b557d5fa1b10d3009502aadde74c3bb9fec80c046b865b5190b25d0f0f40","What use is permitted for links, embeds, screenshots, derived stills, copied video/media, cached HTML, and attribution? Pending answer: pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-SAR-003","Signed language","LSQ","Lexique LSQ school lexicon home","https://lexiquelsq.ca/","reachable_headers_only","HEAD","200","OK","https://lexiquelsq.ca/lexique-lsq/","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","What use is permitted for links, embeds, screenshots, derived stills, copied video/media, cached HTML, and attribution? Pending answer: pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","IS-GRD-SRC-001","Signed language comparator","International Sign comparator","WASLI about International Sign","https://wasli.org/sign-language-interpreters/about-the-international-sign/","reachable_headers_only","HEAD","200","OK","https://wasli.org/sign-language-interpreters/about-the-international-sign/","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\international_sign_wasli_about.html","5831380273abccd43a62745c38b34b416f21a2c3f05ac6f2306e324f344d2610","license/media/reuse pending if any operational use is proposed","International Sign; policy; comparator; access guardrail; no technical lexicon","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","IS-GRD-SRC-002","Signed language comparator","International Sign comparator","European Union of the Deaf International Sign position page","https://eud.eu/eud/position-papers/international-signs/","reachable_headers_only","HEAD","200","OK","https://eud.eu/eud/position-papers/international-signs/","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\international_sign_eud_position.html","6d1568929d95800b348c30f1fe77efa0f5b563e374515402cf2f05cd31f0ea28","license/media/reuse pending if any operational use is proposed","International Sign; policy; comparator; access guardrail; no technical lexicon","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","IS-GRD-SRC-003","Signed language comparator","International Sign comparator","WFD statement on standardized sign language","https://wfdeaf.org/wfd-statement-on-standardized-sign-language/","reachable_headers_only","HEAD","200","OK","https://wfdeaf.org/wfd-statement-on-standardized-sign-language/","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\wfd_standardized_sign_language_statement.html","8b5aa7b51d8ed46d3eaeb37e8e2de8165d3334b92bb893a8b0993dd0382c0bef","license/media/reuse pending if any operational use is proposed","International Sign; policy; comparator; access guardrail; no technical lexicon","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","IS-GRD-SRC-004","Signed language comparator","International Sign comparator","Sonastik International Sign word-list route","https://sonastik.ead.ee/embed/en/word-list","reachable_headers_only","HEAD","200","OK","https://sonastik.ead.ee/embed/en/word-list","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\international_sign_sonastik_word_list.html","854b9db315525f3955bbb51fc1f1706e0d3868f160a1d5af49e6f05c10da7107","license/media/reuse pending if any operational use is proposed","International Sign; policy; comparator; access guardrail; no technical lexicon","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
