priority,work_key,author,title,identifier,archive_item,file,file_url,ia_format,ia_size,local_path,packet_path,download_status,bytes,sha256,reason,note
P0,tusi_euclid_multi_part_04_05,Nasir al-Din al-Tusi,"Tahrir Euclid, parts 4-5",04_20220521,https://archive.org/details/04_20220521,تحرير إقليدس نصير الدين الطوسي 04_text.pdf,https://archive.org/download/04_20220521/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20%D9%86%D8%B5%D9%8A%D8%B1%20%D8%A7%D9%84%D8%AF%D9%8A%D9%86%20%D8%A7%D9%84%D8%B7%D9%88%D8%B3%D9%8A%2004_text.pdf,Additional Text PDF,13605401,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_multi_part_04_05\04_20220521\تحرير إقليدس نصير الدين الطوسي 04_text.pdf,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_multi_part_04_05\04_20220521\تحرير إقليدس نصير الدين الطوسي 04_text.pdf,already-present,13605401,fd42d85c64fb4d85964a8547c5ce650c1fcaa4fa539a0dd89657e6c99bf0327d,Multipart IA item with compact text PDFs and OCR for later parts of Tusi's Euclid recension.,"Compact text-PDF route; item also contains unrelated works, intentionally excluded."
P0,tusi_euclid_multi_part_04_05,Nasir al-Din al-Tusi,"Tahrir Euclid, parts 4-5",04_20220521,https://archive.org/details/04_20220521,تحرير إقليدس نصير الدين الطوسي 04_djvu.txt,https://archive.org/download/04_20220521/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20%D9%86%D8%B5%D9%8A%D8%B1%20%D8%A7%D9%84%D8%AF%D9%8A%D9%86%20%D8%A7%D9%84%D8%B7%D9%88%D8%B3%D9%8A%2004_djvu.txt,DjVuTXT,906533,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_multi_part_04_05\04_20220521\تحرير إقليدس نصير الدين الطوسي 04_djvu.txt,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_multi_part_04_05\04_20220521\تحرير إقليدس نصير الدين الطوسي 04_djvu.txt,already-present,906533,7d06033972e70c4c9e292d9fb02cdc4a6d1541537a210b0110d5cca2de055262,Multipart IA item with compact text PDFs and OCR for later parts of Tusi's Euclid recension.,"Compact text-PDF route; item also contains unrelated works, intentionally excluded."
P0,tusi_euclid_multi_part_04_05,Nasir al-Din al-Tusi,"Tahrir Euclid, parts 4-5",04_20220521,https://archive.org/details/04_20220521,تحرير إقليدس نصير الدين الطوسي 04_djvu.xml,https://archive.org/download/04_20220521/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20%D9%86%D8%B5%D9%8A%D8%B1%20%D8%A7%D9%84%D8%AF%D9%8A%D9%86%20%D8%A7%D9%84%D8%B7%D9%88%D8%B3%D9%8A%2004_djvu.xml,Djvu XML,9154876,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_multi_part_04_05\04_20220521\تحرير إقليدس نصير الدين الطوسي 04_djvu.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_multi_part_04_05\04_20220521\تحرير إقليدس نصير الدين الطوسي 04_djvu.xml,already-present,9154876,ca9e41e0b608f322ba03fe9a506364c29d858fb52106507180ee5a21c4392386,Multipart IA item with compact text PDFs and OCR for later parts of Tusi's Euclid recension.,"Compact text-PDF route; item also contains unrelated works, intentionally excluded."
P0,tusi_euclid_multi_part_04_05,Nasir al-Din al-Tusi,"Tahrir Euclid, parts 4-5",04_20220521,https://archive.org/details/04_20220521,تحرير إقليدس نصير الدين الطوسي 04_scandata.xml,https://archive.org/download/04_20220521/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20%D9%86%D8%B5%D9%8A%D8%B1%20%D8%A7%D9%84%D8%AF%D9%8A%D9%86%20%D8%A7%D9%84%D8%B7%D9%88%D8%B3%D9%8A%2004_scandata.xml,Scandata,66350,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_multi_part_04_05\04_20220521\تحرير إقليدس نصير الدين الطوسي 04_scandata.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_multi_part_04_05\04_20220521\تحرير إقليدس نصير الدين الطوسي 04_scandata.xml,already-present,66350,bedbd093d94a57f2d1a9f6878e976daff52c58259250a64f3f9e6e05fcdce700,Multipart IA item with compact text PDFs and OCR for later parts of Tusi's Euclid recension.,"Compact text-PDF route; item also contains unrelated works, intentionally excluded."
P0,tusi_euclid_multi_part_04_05,Nasir al-Din al-Tusi,"Tahrir Euclid, parts 4-5",04_20220521,https://archive.org/details/04_20220521,تحرير إقليدس نصير الدين الطوسي 05_text.pdf,https://archive.org/download/04_20220521/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20%D9%86%D8%B5%D9%8A%D8%B1%20%D8%A7%D9%84%D8%AF%D9%8A%D9%86%20%D8%A7%D9%84%D8%B7%D9%88%D8%B3%D9%8A%2005_text.pdf,Additional Text PDF,4633881,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_multi_part_04_05\04_20220521\تحرير إقليدس نصير الدين الطوسي 05_text.pdf,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_multi_part_04_05\04_20220521\تحرير إقليدس نصير الدين الطوسي 05_text.pdf,already-present,4633881,b9dd4304d8fe474130350df6feb75c6c44ce6d44cd340ce3ec69db142928057d,Multipart IA item with compact text PDFs and OCR for later parts of Tusi's Euclid recension.,"Compact text-PDF route; item also contains unrelated works, intentionally excluded."
P0,tusi_euclid_multi_part_04_05,Nasir al-Din al-Tusi,"Tahrir Euclid, parts 4-5",04_20220521,https://archive.org/details/04_20220521,تحرير إقليدس نصير الدين الطوسي 05_djvu.txt,https://archive.org/download/04_20220521/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20%D9%86%D8%B5%D9%8A%D8%B1%20%D8%A7%D9%84%D8%AF%D9%8A%D9%86%20%D8%A7%D9%84%D8%B7%D9%88%D8%B3%D9%8A%2005_djvu.txt,DjVuTXT,138036,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_multi_part_04_05\04_20220521\تحرير إقليدس نصير الدين الطوسي 05_djvu.txt,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_multi_part_04_05\04_20220521\تحرير إقليدس نصير الدين الطوسي 05_djvu.txt,already-present,138036,23d881e74d0cecdd74b99afea2722f722754382117b4cedfcd6a052c9e080872,Multipart IA item with compact text PDFs and OCR for later parts of Tusi's Euclid recension.,"Compact text-PDF route; item also contains unrelated works, intentionally excluded."
P0,tusi_euclid_multi_part_04_05,Nasir al-Din al-Tusi,"Tahrir Euclid, parts 4-5",04_20220521,https://archive.org/details/04_20220521,تحرير إقليدس نصير الدين الطوسي 05_djvu.xml,https://archive.org/download/04_20220521/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20%D9%86%D8%B5%D9%8A%D8%B1%20%D8%A7%D9%84%D8%AF%D9%8A%D9%86%20%D8%A7%D9%84%D8%B7%D9%88%D8%B3%D9%8A%2005_djvu.xml,Djvu XML,1687813,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_multi_part_04_05\04_20220521\تحرير إقليدس نصير الدين الطوسي 05_djvu.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_multi_part_04_05\04_20220521\تحرير إقليدس نصير الدين الطوسي 05_djvu.xml,already-present,1687813,ad7780b2f16744ec18a9f3399b56826dde1c4f8a9ed0ff4df0abece55756aca3,Multipart IA item with compact text PDFs and OCR for later parts of Tusi's Euclid recension.,"Compact text-PDF route; item also contains unrelated works, intentionally excluded."
P0,tusi_euclid_multi_part_04_05,Nasir al-Din al-Tusi,"Tahrir Euclid, parts 4-5",04_20220521,https://archive.org/details/04_20220521,تحرير إقليدس نصير الدين الطوسي 05_scandata.xml,https://archive.org/download/04_20220521/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20%D9%86%D8%B5%D9%8A%D8%B1%20%D8%A7%D9%84%D8%AF%D9%8A%D9%86%20%D8%A7%D9%84%D8%B7%D9%88%D8%B3%D9%8A%2005_scandata.xml,Scandata,17435,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_multi_part_04_05\04_20220521\تحرير إقليدس نصير الدين الطوسي 05_scandata.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_multi_part_04_05\04_20220521\تحرير إقليدس نصير الدين الطوسي 05_scandata.xml,already-present,17435,84bea20464b3627ede205bfcb2bdebb20708a91ba673d8fd902a158533207313,Multipart IA item with compact text PDFs and OCR for later parts of Tusi's Euclid recension.,"Compact text-PDF route; item also contains unrelated works, intentionally excluded."
P0,tusi_euclid_multi_part_04_05,Nasir al-Din al-Tusi,"Tahrir Euclid, parts 4-5",04_20220521,https://archive.org/details/04_20220521,04_20220521_meta.xml,https://archive.org/download/04_20220521/04_20220521_meta.xml,Metadata,1303,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_multi_part_04_05\04_20220521\04_20220521_meta.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_multi_part_04_05\04_20220521\04_20220521_meta.xml,already-present,1303,736587f7a3db9399b9eb2791057466a19a8303b08dc53a86472bea7c89155d86,Multipart IA item with compact text PDFs and OCR for later parts of Tusi's Euclid recension.,"Compact text-PDF route; item also contains unrelated works, intentionally excluded."
P1,tusi_euclid_alternate,Nasir al-Din al-Tusi,Tahrir Usul Uqlidis / alternate scan,20220508_20220508_0626,https://archive.org/details/20220508_20220508_0626,تحرير أصول إقليدس للطوسي_text.pdf,https://archive.org/download/20220508_20220508_0626/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A3%D8%B5%D9%88%D9%84%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20%D9%84%D9%84%D8%B7%D9%88%D8%B3%D9%8A_text.pdf,Additional Text PDF,15547267,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_alternate\20220508_20220508_0626\تحرير أصول إقليدس للطوسي_text.pdf,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_alternate\20220508_20220508_0626\تحرير أصول إقليدس للطوسي_text.pdf,already-present,15547267,e59ba195719945e1f35a4d4d546dbc181a5de248d58769d2d9b3a528ee56b767,Alternate IA source for checking the Tusi Euclid lane if the compact lithograph/multipart sources disagree.,Do not start with this unless needed; likely alternate to the multipart/lithograph sources.
P1,tusi_euclid_alternate,Nasir al-Din al-Tusi,Tahrir Usul Uqlidis / alternate scan,20220508_20220508_0626,https://archive.org/details/20220508_20220508_0626,تحرير أصول إقليدس للطوسي_djvu.txt,https://archive.org/download/20220508_20220508_0626/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A3%D8%B5%D9%88%D9%84%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20%D9%84%D9%84%D8%B7%D9%88%D8%B3%D9%8A_djvu.txt,DjVuTXT,170322,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_alternate\20220508_20220508_0626\تحرير أصول إقليدس للطوسي_djvu.txt,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_alternate\20220508_20220508_0626\تحرير أصول إقليدس للطوسي_djvu.txt,already-present,170322,8d6e8a33e196932ecc45534b6db54045b05b43dc22c118875c34106650be865c,Alternate IA source for checking the Tusi Euclid lane if the compact lithograph/multipart sources disagree.,Do not start with this unless needed; likely alternate to the multipart/lithograph sources.
P1,tusi_euclid_alternate,Nasir al-Din al-Tusi,Tahrir Usul Uqlidis / alternate scan,20220508_20220508_0626,https://archive.org/details/20220508_20220508_0626,تحرير أصول إقليدس للطوسي_djvu.xml,https://archive.org/download/20220508_20220508_0626/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A3%D8%B5%D9%88%D9%84%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20%D9%84%D9%84%D8%B7%D9%88%D8%B3%D9%8A_djvu.xml,Djvu XML,2613269,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_alternate\20220508_20220508_0626\تحرير أصول إقليدس للطوسي_djvu.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_alternate\20220508_20220508_0626\تحرير أصول إقليدس للطوسي_djvu.xml,already-present,2613269,eea31543313ff89c96979ba0d92501f365923ac8d5d82c66f9c00d8728199fc0,Alternate IA source for checking the Tusi Euclid lane if the compact lithograph/multipart sources disagree.,Do not start with this unless needed; likely alternate to the multipart/lithograph sources.
P1,tusi_euclid_alternate,Nasir al-Din al-Tusi,Tahrir Usul Uqlidis / alternate scan,20220508_20220508_0626,https://archive.org/details/20220508_20220508_0626,تحرير أصول إقليدس للطوسي_scandata.xml,https://archive.org/download/20220508_20220508_0626/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A3%D8%B5%D9%88%D9%84%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20%D9%84%D9%84%D8%B7%D9%88%D8%B3%D9%8A_scandata.xml,Scandata,62079,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_alternate\20220508_20220508_0626\تحرير أصول إقليدس للطوسي_scandata.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_alternate\20220508_20220508_0626\تحرير أصول إقليدس للطوسي_scandata.xml,already-present,62079,b8cdd14080b425855e54356e22d149c59190c0cd04be4afc36ac632557a4a660,Alternate IA source for checking the Tusi Euclid lane if the compact lithograph/multipart sources disagree.,Do not start with this unless needed; likely alternate to the multipart/lithograph sources.
P1,tusi_euclid_alternate,Nasir al-Din al-Tusi,Tahrir Usul Uqlidis / alternate scan,20220508_20220508_0626,https://archive.org/details/20220508_20220508_0626,20220508_20220508_0626_meta.xml,https://archive.org/download/20220508_20220508_0626/20220508_20220508_0626_meta.xml,Metadata,1316,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_alternate\20220508_20220508_0626\20220508_20220508_0626_meta.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_alternate\20220508_20220508_0626\20220508_20220508_0626_meta.xml,already-present,1316,14f6e94c99248cd1522f80ca6e0f17e765ed3fc304223318a3a2ff283b553ca3,Alternate IA source for checking the Tusi Euclid lane if the compact lithograph/multipart sources disagree.,Do not start with this unless needed; likely alternate to the multipart/lithograph sources.
P2,biruni_chronology,al-Biruni,The Chronology of Ancient Nations,biruni-1879-sachau-chronology-ancient-nations,https://archive.org/details/biruni-1879-sachau-chronology-ancient-nations,Biruni_1879_Sachau_Chronology_Ancient_Nations.pdf,https://archive.org/download/biruni-1879-sachau-chronology-ancient-nations/Biruni_1879_Sachau_Chronology_Ancient_Nations.pdf,Text PDF,25306334,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\biruni_chronology\biruni-1879-sachau-chronology-ancient-nations\Biruni_1879_Sachau_Chronology_Ancient_Nations.pdf,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\biruni_chronology\biruni-1879-sachau-chronology-ancient-nations\Biruni_1879_Sachau_Chronology_Ancient_Nations.pdf,already-present,1294095,096f817c15445b9951b3d2ac6de51fedb299c55dafb6d45e757db426cd94bbb1,"Not primarily mathematical astronomy, but useful Persian/Iranian-science context and a stable OCR baseline.",Compact IA copy preferred over the very large DLI derivative.
P2,biruni_chronology,al-Biruni,The Chronology of Ancient Nations,biruni-1879-sachau-chronology-ancient-nations,https://archive.org/details/biruni-1879-sachau-chronology-ancient-nations,Biruni_1879_Sachau_Chronology_Ancient_Nations_djvu.txt,https://archive.org/download/biruni-1879-sachau-chronology-ancient-nations/Biruni_1879_Sachau_Chronology_Ancient_Nations_djvu.txt,DjVuTXT,1085415,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\biruni_chronology\biruni-1879-sachau-chronology-ancient-nations\Biruni_1879_Sachau_Chronology_Ancient_Nations_djvu.txt,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\biruni_chronology\biruni-1879-sachau-chronology-ancient-nations\Biruni_1879_Sachau_Chronology_Ancient_Nations_djvu.txt,already-present,1085415,a9c41bc2ef3a5a0b371526b6dd95960b5a4094ed1e735aaebd621cf70a63d39f,"Not primarily mathematical astronomy, but useful Persian/Iranian-science context and a stable OCR baseline.",Compact IA copy preferred over the very large DLI derivative.
P2,biruni_chronology,al-Biruni,The Chronology of Ancient Nations,biruni-1879-sachau-chronology-ancient-nations,https://archive.org/details/biruni-1879-sachau-chronology-ancient-nations,Biruni_1879_Sachau_Chronology_Ancient_Nations_djvu.xml,https://archive.org/download/biruni-1879-sachau-chronology-ancient-nations/Biruni_1879_Sachau_Chronology_Ancient_Nations_djvu.xml,Djvu XML,15513127,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\biruni_chronology\biruni-1879-sachau-chronology-ancient-nations\Biruni_1879_Sachau_Chronology_Ancient_Nations_djvu.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\biruni_chronology\biruni-1879-sachau-chronology-ancient-nations\Biruni_1879_Sachau_Chronology_Ancient_Nations_djvu.xml,already-present,15513127,2e0eff8f4c65bdd2db09dc14fbe90154b9b7c1afe389e4485b288fba82a023e2,"Not primarily mathematical astronomy, but useful Persian/Iranian-science context and a stable OCR baseline.",Compact IA copy preferred over the very large DLI derivative.
P2,biruni_chronology,al-Biruni,The Chronology of Ancient Nations,biruni-1879-sachau-chronology-ancient-nations,https://archive.org/details/biruni-1879-sachau-chronology-ancient-nations,Biruni_1879_Sachau_Chronology_Ancient_Nations_scandata.xml,https://archive.org/download/biruni-1879-sachau-chronology-ancient-nations/Biruni_1879_Sachau_Chronology_Ancient_Nations_scandata.xml,Scandata,171548,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\biruni_chronology\biruni-1879-sachau-chronology-ancient-nations\Biruni_1879_Sachau_Chronology_Ancient_Nations_scandata.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\biruni_chronology\biruni-1879-sachau-chronology-ancient-nations\Biruni_1879_Sachau_Chronology_Ancient_Nations_scandata.xml,already-present,171548,dd6ba1c5ddfbf4ef05a2c51cfff2462371609f9227463216b88d292ef3fe62ee,"Not primarily mathematical astronomy, but useful Persian/Iranian-science context and a stable OCR baseline.",Compact IA copy preferred over the very large DLI derivative.
P2,biruni_chronology,al-Biruni,The Chronology of Ancient Nations,biruni-1879-sachau-chronology-ancient-nations,https://archive.org/details/biruni-1879-sachau-chronology-ancient-nations,biruni-1879-sachau-chronology-ancient-nations_meta.xml,https://archive.org/download/biruni-1879-sachau-chronology-ancient-nations/biruni-1879-sachau-chronology-ancient-nations_meta.xml,Metadata,5348,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\biruni_chronology\biruni-1879-sachau-chronology-ancient-nations\biruni-1879-sachau-chronology-ancient-nations_meta.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\biruni_chronology\biruni-1879-sachau-chronology-ancient-nations\biruni-1879-sachau-chronology-ancient-nations_meta.xml,already-present,5348,e9e08f63c28eba7c67d7933818e22162b02351dd5a5f17627743c60f2ce7a6f0,"Not primarily mathematical astronomy, but useful Persian/Iranian-science context and a stable OCR baseline.",Compact IA copy preferred over the very large DLI derivative.
