term_id,sense_id,concept,decision_id,candidate_surfaces,cohort_id,cohort_name,cohort_standard,dominant_standard_forms,candidate_to_cohort_orthographic_proxy,Spanish_to_cohort_orthographic_proxy,French_to_cohort_orthographic_proxy,proxy_delta_over_Spanish,proxy_delta_over_French,beats_both_dominant_forms_by_0_05,proxy_interpretation,penalties,supporting_evidence_ids,adverse_evidence,human_n,human_correct,human_incorrect,human_abstain,human_latency_ms,human_confidence,effect_interval,review_status,pilot_eligible,reviewed_occurrence_support_ids,reviewed_occurrence_adverse_ids,occurrence_review_status,method_version,reviewed_occurrence_held_ids
T53,T53-S1,residue class,D-T53-S1-V3,clase residual | classe residuelle,C-CA-STD,adult readers literate in standard Catalan,standard Catalan; Valencian exposure must be recorded,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing;multi_variant_processing_cost,E-T53-es-UNION;E-T53-fr-UNION,Residue can mean numerical remainder; Spanish clases de restos and clase residual compete.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T53,T53-S1,residue class,D-T53-S1-V3,clase residual | classe residuelle,C-IT-STD,adult readers literate in standard Italian,standard Italian,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing;multi_variant_processing_cost,E-T53-es-UNION;E-T53-fr-UNION,Residue can mean numerical remainder; Spanish clases de restos and clase residual compete.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T53,T53-S1,residue class,D-T53-S1-V3,clase residual | classe residuelle,C-RO-STD,adult readers literate in standard Romanian,standard Romanian,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing;multi_variant_processing_cost,E-T53-es-UNION;E-T53-fr-UNION,Residue can mean numerical remainder; Spanish clases de restos and clase residual compete.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T53,T53-S1,residue class,D-T53-S1-V3,clase residual | classe residuelle,C-RM-RG,adult readers literate in Rumantsch Grischun,Rumantsch Grischun; seed provenance still needs idiom audit,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing;multi_variant_processing_cost,E-T53-es-UNION;E-T53-fr-UNION,Residue can mean numerical remainder; Spanish clases de restos and clase residual compete.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T53,T53-S1,residue class,D-T53-S1-V3,clase residual | classe residuelle,C-RM-ID,adult readers literate primarily in a Romansh regional idiom,Sursilvan/Sutsilvan/Surmiran/Putèr/Vallader must be recorded separately,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing;multi_variant_processing_cost,E-T53-es-UNION;E-T53-fr-UNION,Residue can mean numerical remainder; Spanish clases de restos and clase residual compete.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T53,T53-S2,residue class,D-T53-S2-V3,,C-ES-STD,adult readers literate in standard Spanish,standard Spanish,clase residual | clase de restos,,1.0,0.75,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T53-es-UNION;E-T53-fr-UNION,Residue can mean numerical remainder; Spanish clases de restos and clase residual compete.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T53,T53-S2,residue class,D-T53-S2-V3,,C-FR-STD,adult readers literate in standard French,standard French,classe residuelle,,0.75,1.0,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T53-es-UNION;E-T53-fr-UNION,Residue can mean numerical remainder; Spanish clases de restos and clase residual compete.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T53,T53-S2,residue class,D-T53-S2-V3,,C-PT-STD,adult readers literate in standard Portuguese,European/Brazilian profile must be recorded,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T53-es-UNION;E-T53-fr-UNION,Residue can mean numerical remainder; Spanish clases de restos and clase residual compete.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T53,T53-S2,residue class,D-T53-S2-V3,,C-GL-STD,adult readers literate in standard Galician,standard Galician,clase residual,,1.0,0.75,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T53-es-UNION;E-T53-fr-UNION,Residue can mean numerical remainder; Spanish clases de restos and clase residual compete.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T53,T53-S2,residue class,D-T53-S2-V3,,C-CA-STD,adult readers literate in standard Catalan,standard Catalan; Valencian exposure must be recorded,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T53-es-UNION;E-T53-fr-UNION,Residue can mean numerical remainder; Spanish clases de restos and clase residual compete.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T53,T53-S2,residue class,D-T53-S2-V3,,C-IT-STD,adult readers literate in standard Italian,standard Italian,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T53-es-UNION;E-T53-fr-UNION,Residue can mean numerical remainder; Spanish clases de restos and clase residual compete.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T53,T53-S2,residue class,D-T53-S2-V3,,C-RO-STD,adult readers literate in standard Romanian,standard Romanian,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T53-es-UNION;E-T53-fr-UNION,Residue can mean numerical remainder; Spanish clases de restos and clase residual compete.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T53,T53-S2,residue class,D-T53-S2-V3,,C-RM-RG,adult readers literate in Rumantsch Grischun,Rumantsch Grischun; seed provenance still needs idiom audit,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T53-es-UNION;E-T53-fr-UNION,Residue can mean numerical remainder; Spanish clases de restos and clase residual compete.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T53,T53-S2,residue class,D-T53-S2-V3,,C-RM-ID,adult readers literate primarily in a Romansh regional idiom,Sursilvan/Sutsilvan/Surmiran/Putèr/Vallader must be recorded separately,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T53-es-UNION;E-T53-fr-UNION,Residue can mean numerical remainder; Spanish clases de restos and clase residual compete.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T53,T53-S3,residue class,D-T53-S3-V3,,C-ES-STD,adult readers literate in standard Spanish,standard Spanish,clase residual | clase de restos,,1.0,0.75,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T53-es-UNION;E-T53-fr-UNION,Residue can mean numerical remainder; Spanish clases de restos and clase residual compete.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T53,T53-S3,residue class,D-T53-S3-V3,,C-FR-STD,adult readers literate in standard French,standard French,classe residuelle,,0.75,1.0,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T53-es-UNION;E-T53-fr-UNION,Residue can mean numerical remainder; Spanish clases de restos and clase residual compete.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T53,T53-S3,residue class,D-T53-S3-V3,,C-PT-STD,adult readers literate in standard Portuguese,European/Brazilian profile must be recorded,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T53-es-UNION;E-T53-fr-UNION,Residue can mean numerical remainder; Spanish clases de restos and clase residual compete.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T53,T53-S3,residue class,D-T53-S3-V3,,C-GL-STD,adult readers literate in standard Galician,standard Galician,clase residual,,1.0,0.75,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T53-es-UNION;E-T53-fr-UNION,Residue can mean numerical remainder; Spanish clases de restos and clase residual compete.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T53,T53-S3,residue class,D-T53-S3-V3,,C-CA-STD,adult readers literate in standard Catalan,standard Catalan; Valencian exposure must be recorded,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T53-es-UNION;E-T53-fr-UNION,Residue can mean numerical remainder; Spanish clases de restos and clase residual compete.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T53,T53-S3,residue class,D-T53-S3-V3,,C-IT-STD,adult readers literate in standard Italian,standard Italian,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T53-es-UNION;E-T53-fr-UNION,Residue can mean numerical remainder; Spanish clases de restos and clase residual compete.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T53,T53-S3,residue class,D-T53-S3-V3,,C-RO-STD,adult readers literate in standard Romanian,standard Romanian,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T53-es-UNION;E-T53-fr-UNION,Residue can mean numerical remainder; Spanish clases de restos and clase residual compete.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T53,T53-S3,residue class,D-T53-S3-V3,,C-RM-RG,adult readers literate in Rumantsch Grischun,Rumantsch Grischun; seed provenance still needs idiom audit,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T53-es-UNION;E-T53-fr-UNION,Residue can mean numerical remainder; Spanish clases de restos and clase residual compete.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T53,T53-S3,residue class,D-T53-S3-V3,,C-RM-ID,adult readers literate primarily in a Romansh regional idiom,Sursilvan/Sutsilvan/Surmiran/Putèr/Vallader must be recorded separately,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T53-es-UNION;E-T53-fr-UNION,Residue can mean numerical remainder; Spanish clases de restos and clase residual compete.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T54,T54-S1,elementary divisor,D-T54-S1-V3,,C-ES-STD,adult readers literate in standard Spanish,standard Spanish,divisor elemental,,1.0,0.7368,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required,E-T54-es-UNION;E-T54-fr-UNION,Literal compositional matches are weak evidence for the specialist classification sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T54,T54-S1,elementary divisor,D-T54-S1-V3,,C-FR-STD,adult readers literate in standard French,standard French,diviseur elementaire,,0.7368,1.0,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required,E-T54-es-UNION;E-T54-fr-UNION,Literal compositional matches are weak evidence for the specialist classification sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T54,T54-S1,elementary divisor,D-T54-S1-V3,,C-PT-STD,adult readers literate in standard Portuguese,European/Brazilian profile must be recorded,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing,E-T54-es-UNION;E-T54-fr-UNION,Literal compositional matches are weak evidence for the specialist classification sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T54,T54-S1,elementary divisor,D-T54-S1-V3,,C-GL-STD,adult readers literate in standard Galician,standard Galician,divisor elemental,,1.0,0.7368,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required,E-T54-es-UNION;E-T54-fr-UNION,Literal compositional matches are weak evidence for the specialist classification sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T54,T54-S1,elementary divisor,D-T54-S1-V3,,C-CA-STD,adult readers literate in standard Catalan,standard Catalan; Valencian exposure must be recorded,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing,E-T54-es-UNION;E-T54-fr-UNION,Literal compositional matches are weak evidence for the specialist classification sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T54,T54-S1,elementary divisor,D-T54-S1-V3,,C-IT-STD,adult readers literate in standard Italian,standard Italian,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing,E-T54-es-UNION;E-T54-fr-UNION,Literal compositional matches are weak evidence for the specialist classification sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T54,T54-S1,elementary divisor,D-T54-S1-V3,,C-RO-STD,adult readers literate in standard Romanian,standard Romanian,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing,E-T54-es-UNION;E-T54-fr-UNION,Literal compositional matches are weak evidence for the specialist classification sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T54,T54-S1,elementary divisor,D-T54-S1-V3,,C-RM-RG,adult readers literate in Rumantsch Grischun,Rumantsch Grischun; seed provenance still needs idiom audit,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing,E-T54-es-UNION;E-T54-fr-UNION,Literal compositional matches are weak evidence for the specialist classification sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T54,T54-S1,elementary divisor,D-T54-S1-V3,,C-RM-ID,adult readers literate primarily in a Romansh regional idiom,Sursilvan/Sutsilvan/Surmiran/Putèr/Vallader must be recorded separately,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing,E-T54-es-UNION;E-T54-fr-UNION,Literal compositional matches are weak evidence for the specialist classification sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T55,T55-S1,two-sided,D-T55-S1-V3,bilateral,C-ES-STD,adult readers literate in standard Spanish,standard Spanish,bilateral,1.0,1.0,0.7778,0.0,0.2222,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required,E-T55-es-UNION;E-T55-fr-UNION,"Bilateral can have geometric, medical, or diplomatic senses; context must name the algebraic object.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T55,T55-S1,two-sided,D-T55-S1-V3,bilateral,C-FR-STD,adult readers literate in standard French,standard French,bilatere,0.7778,0.7778,1.0,0.0,-0.2222,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;French_form_outscores_candidate,E-T55-es-UNION;E-T55-fr-UNION,"Bilateral can have geometric, medical, or diplomatic senses; context must name the algebraic object.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T55,T55-S1,two-sided,D-T55-S1-V3,bilateral,C-PT-STD,adult readers literate in standard Portuguese,European/Brazilian profile must be recorded,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing,E-T55-es-UNION;E-T55-fr-UNION,"Bilateral can have geometric, medical, or diplomatic senses; context must name the algebraic object.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T55,T55-S1,two-sided,D-T55-S1-V3,bilateral,C-GL-STD,adult readers literate in standard Galician,standard Galician,bilateral,1.0,1.0,0.7778,0.0,0.2222,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required,E-T55-es-UNION;E-T55-fr-UNION,"Bilateral can have geometric, medical, or diplomatic senses; context must name the algebraic object.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T55,T55-S1,two-sided,D-T55-S1-V3,bilateral,C-CA-STD,adult readers literate in standard Catalan,standard Catalan; Valencian exposure must be recorded,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing,E-T55-es-UNION;E-T55-fr-UNION,"Bilateral can have geometric, medical, or diplomatic senses; context must name the algebraic object.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T55,T55-S1,two-sided,D-T55-S1-V3,bilateral,C-IT-STD,adult readers literate in standard Italian,standard Italian,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing,E-T55-es-UNION;E-T55-fr-UNION,"Bilateral can have geometric, medical, or diplomatic senses; context must name the algebraic object.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T55,T55-S1,two-sided,D-T55-S1-V3,bilateral,C-RO-STD,adult readers literate in standard Romanian,standard Romanian,bilateral,1.0,1.0,0.7778,0.0,0.2222,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required,E-T55-es-UNION;E-T55-fr-UNION,"Bilateral can have geometric, medical, or diplomatic senses; context must name the algebraic object.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T55,T55-S1,two-sided,D-T55-S1-V3,bilateral,C-RM-RG,adult readers literate in Rumantsch Grischun,Rumantsch Grischun; seed provenance still needs idiom audit,bilateral,1.0,1.0,0.7778,0.0,0.2222,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required,E-T55-es-UNION;E-T55-fr-UNION,"Bilateral can have geometric, medical, or diplomatic senses; context must name the algebraic object.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T55,T55-S1,two-sided,D-T55-S1-V3,bilateral,C-RM-ID,adult readers literate primarily in a Romansh regional idiom,Sursilvan/Sutsilvan/Surmiran/Putèr/Vallader must be recorded separately,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing,E-T55-es-UNION;E-T55-fr-UNION,"Bilateral can have geometric, medical, or diplomatic senses; context must name the algebraic object.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T55,T55-S2,two-sided,D-T55-S2-V3,,C-ES-STD,adult readers literate in standard Spanish,standard Spanish,bilateral,,1.0,0.7778,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T55-es-UNION;E-T55-fr-UNION,"Bilateral can have geometric, medical, or diplomatic senses; context must name the algebraic object.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T55,T55-S2,two-sided,D-T55-S2-V3,,C-FR-STD,adult readers literate in standard French,standard French,bilatere,,0.7778,1.0,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T55-es-UNION;E-T55-fr-UNION,"Bilateral can have geometric, medical, or diplomatic senses; context must name the algebraic object.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T55,T55-S2,two-sided,D-T55-S2-V3,,C-PT-STD,adult readers literate in standard Portuguese,European/Brazilian profile must be recorded,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T55-es-UNION;E-T55-fr-UNION,"Bilateral can have geometric, medical, or diplomatic senses; context must name the algebraic object.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T55,T55-S2,two-sided,D-T55-S2-V3,,C-GL-STD,adult readers literate in standard Galician,standard Galician,bilateral,,1.0,0.7778,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T55-es-UNION;E-T55-fr-UNION,"Bilateral can have geometric, medical, or diplomatic senses; context must name the algebraic object.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T55,T55-S2,two-sided,D-T55-S2-V3,,C-CA-STD,adult readers literate in standard Catalan,standard Catalan; Valencian exposure must be recorded,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T55-es-UNION;E-T55-fr-UNION,"Bilateral can have geometric, medical, or diplomatic senses; context must name the algebraic object.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T55,T55-S2,two-sided,D-T55-S2-V3,,C-IT-STD,adult readers literate in standard Italian,standard Italian,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T55-es-UNION;E-T55-fr-UNION,"Bilateral can have geometric, medical, or diplomatic senses; context must name the algebraic object.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T55,T55-S2,two-sided,D-T55-S2-V3,,C-RO-STD,adult readers literate in standard Romanian,standard Romanian,bilateral,,1.0,0.7778,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T55-es-UNION;E-T55-fr-UNION,"Bilateral can have geometric, medical, or diplomatic senses; context must name the algebraic object.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T55,T55-S2,two-sided,D-T55-S2-V3,,C-RM-RG,adult readers literate in Rumantsch Grischun,Rumantsch Grischun; seed provenance still needs idiom audit,bilateral,,1.0,0.7778,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T55-es-UNION;E-T55-fr-UNION,"Bilateral can have geometric, medical, or diplomatic senses; context must name the algebraic object.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T55,T55-S2,two-sided,D-T55-S2-V3,,C-RM-ID,adult readers literate primarily in a Romansh regional idiom,Sursilvan/Sutsilvan/Surmiran/Putèr/Vallader must be recorded separately,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T55-es-UNION;E-T55-fr-UNION,"Bilateral can have geometric, medical, or diplomatic senses; context must name the algebraic object.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T56,T56-S1,one-sided,D-T56-S1-V3,unilateral,C-ES-STD,adult readers literate in standard Spanish,standard Spanish,unilateral,1.0,1.0,0.8,0.0,0.2,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required,E-T56-es-UNION;E-T56-fr-UNION,Unilateral has everyday political and medical senses.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T56,T56-S1,one-sided,D-T56-S1-V3,unilateral,C-FR-STD,adult readers literate in standard French,standard French,unilatere,0.8,0.8,1.0,0.0,-0.2,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;French_form_outscores_candidate,E-T56-es-UNION;E-T56-fr-UNION,Unilateral has everyday political and medical senses.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T56,T56-S1,one-sided,D-T56-S1-V3,unilateral,C-PT-STD,adult readers literate in standard Portuguese,European/Brazilian profile must be recorded,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing,E-T56-es-UNION;E-T56-fr-UNION,Unilateral has everyday political and medical senses.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T56,T56-S1,one-sided,D-T56-S1-V3,unilateral,C-GL-STD,adult readers literate in standard Galician,standard Galician,unilateral,1.0,1.0,0.8,0.0,0.2,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required,E-T56-es-UNION;E-T56-fr-UNION,Unilateral has everyday political and medical senses.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T56,T56-S1,one-sided,D-T56-S1-V3,unilateral,C-CA-STD,adult readers literate in standard Catalan,standard Catalan; Valencian exposure must be recorded,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing,E-T56-es-UNION;E-T56-fr-UNION,Unilateral has everyday political and medical senses.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T56,T56-S1,one-sided,D-T56-S1-V3,unilateral,C-IT-STD,adult readers literate in standard Italian,standard Italian,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing,E-T56-es-UNION;E-T56-fr-UNION,Unilateral has everyday political and medical senses.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
