source_id,rel_path,language,branch,use_category,concept,raw_pattern_hits,patterns
czech_cuni_representation_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_representation_idempotents.pdf,cs,W_S,language_family_witness,lemma,3,lemma; lema; лема
czech_karlin_commutative_rings_fields,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_commutative_rings_fields.pdf,cs,W_S,language_family_witness,lemma,71,lemma; lema; лема
czech_karlin_galois_splitting_field,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_galois_splitting_field.pdf,cs,W_S,language_family_witness,lemma,5,lemma; lema; лема
polish_mimuw_algebra2_galois,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_algebra2_galois.pdf,pl,W_S,language_family_witness,lemma,13,lemma; lema; лема
polish_mimuw_left_ideals_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_left_ideals_idempotents.pdf,pl,W_S,language_family_witness,lemma,1,lemma; lema; лема
polish_mimuw_noncommutative_body,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_noncommutative_body.pdf,pl,W_S,language_family_witness,lemma,28,lemma; lema; лема
polish_uj_algebra1_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uj_algebra1_noetherian.pdf,pl,W_S,language_family_witness,lemma,84,lemma; lema; лема
polish_uwr_algebra2_rings,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uwr_algebra2_rings.pdf,pl,W_S,language_family_witness,lemma,61,lemma; lema; лема
slovak_abstraktna_algebra,01_non_ru_uk_slavic_baseline_pdf_sources/slovak/slovak_abstraktna_algebra.pdf,sk,W_S,language_family_witness,lemma,68,lemma; lema; лема
belarusian_rubelmatslovar_1993_algebra,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/belarusian/belarusian_rubelmatslovar_1993_algebra.html,be,E,anchor_control_candidate,matrix,1,matric; matice; macierz; матриц
belarusian_rubelmatslovar_1993_ring,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/belarusian/belarusian_rubelmatslovar_1993_ring.html,be,E,anchor_control_candidate,matrix,2,matric; matice; macierz; матриц
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,matrix,654,matric; matice; macierz; матриц
bulgarian_sofia_noncommutative_body_problem,01_non_ru_uk_slavic_baseline_pdf_sources/bulgarian/bulgarian_sofia_noncommutative_body_problem.pdf,bg,S,language_family_witness,matrix,5,matric; matice; macierz; матриц
bulgarian_sofia_rings_lecture7,01_non_ru_uk_slavic_baseline_pdf_sources/bulgarian/bulgarian_sofia_rings_lecture7.pdf,bg,S,language_family_witness,matrix,7,matric; matice; macierz; матриц
croatian_mathhr_algebra_structures_2024,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_mathhr_algebra_structures_2024.pdf,hr,S,language_family_witness,matrix,57,matric; matice; macierz; матриц
croatian_pmf_split_prsteni,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_pmf_split_prsteni.pdf,hr,S,language_family_witness,matrix,32,matric; matice; macierz; матриц
slovenian_komutativna_algebra_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_komutativna_algebra_noetherian.pdf,sl,S,language_family_witness,matrix,2,matric; matice; macierz; матриц
czech_cuni_algebra_2021,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_algebra_2021.pdf,cs,W_S,language_family_witness,matrix,18,matric; matice; macierz; матриц
czech_cuni_noncommutative_body_thesis,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_noncommutative_body_thesis.pdf,cs,W_S,language_family_witness,matrix,9,matric; matice; macierz; матриц
czech_cuni_representation_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_representation_idempotents.pdf,cs,W_S,language_family_witness,matrix,3,matric; matice; macierz; матриц
czech_cuni_telesa_pole_note,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_telesa_pole_note.pdf,cs,W_S,language_family_witness,matrix,31,matric; matice; macierz; матриц
czech_karlin_commutative_rings_fields,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_commutative_rings_fields.pdf,cs,W_S,language_family_witness,matrix,1,matric; matice; macierz; матриц
polish_mimuw_left_ideals_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_left_ideals_idempotents.pdf,pl,W_S,language_family_witness,matrix,4,matric; matice; macierz; матриц
polish_mimuw_noncommutative_body,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_noncommutative_body.pdf,pl,W_S,language_family_witness,matrix,311,matric; matice; macierz; матриц
polish_uj_algebra1_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uj_algebra1_noetherian.pdf,pl,W_S,language_family_witness,matrix,20,matric; matice; macierz; матриц
polish_uwr_algebra2_rings,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uwr_algebra2_rings.pdf,pl,W_S,language_family_witness,matrix,157,matric; matice; macierz; матриц
slovak_abstraktna_algebra,01_non_ru_uk_slavic_baseline_pdf_sources/slovak/slovak_abstraktna_algebra.pdf,sk,W_S,language_family_witness,matrix,2,matric; matice; macierz; матриц
belarusian_bnt_elementary_math,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/belarusian/belarusian_bnt_elementary_math.html,be,E,anchor_control_candidate,module,1,modul; модул
belarusian_rubelmatslovar_1993_ring,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/belarusian/belarusian_rubelmatslovar_1993_ring.html,be,E,anchor_control_candidate,module,2,modul; модул
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,module,85,modul; модул
croatian_mathhr_algebra_structures_2024,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_mathhr_algebra_structures_2024.pdf,hr,S,language_family_witness,module,46,modul; модул
slovenian_komutativna_algebra_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_komutativna_algebra_noetherian.pdf,sl,S,language_family_witness,module,11,modul; модул
slovenian_uvod_v_algebro,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_uvod_v_algebro.pdf,sl,S,language_family_witness,module,34,modul; модул
serbian_belgrade_algebra_i_lecture9,01_non_ru_uk_slavic_baseline_pdf_sources/serbian/serbian_belgrade_algebra_i_lecture9.pdf,sr,S,language_family_witness,module,10,modul; модул
czech_cuni_algebra_2021,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_algebra_2021.pdf,cs,W_S,language_family_witness,module,40,modul; модул
czech_cuni_noncommutative_body_thesis,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_noncommutative_body_thesis.pdf,cs,W_S,language_family_witness,module,21,modul; модул
czech_cuni_representation_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_representation_idempotents.pdf,cs,W_S,language_family_witness,module,44,modul; модул
czech_karlin_commutative_rings_fields,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_commutative_rings_fields.pdf,cs,W_S,language_family_witness,module,136,modul; модул
polish_mimuw_algebra2_galois,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_algebra2_galois.pdf,pl,W_S,language_family_witness,module,1,modul; модул
polish_uj_algebra1_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uj_algebra1_noetherian.pdf,pl,W_S,language_family_witness,module,6,modul; модул
polish_uwr_algebra2_rings,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uwr_algebra2_rings.pdf,pl,W_S,language_family_witness,module,5,modul; модул
slovak_abstraktna_algebra,01_non_ru_uk_slavic_baseline_pdf_sources/slovak/slovak_abstraktna_algebra.pdf,sk,W_S,language_family_witness,module,8,modul; модул
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,noetherian,3,noether; neter; ноетер; нëтер
croatian_mathhr_algebra_structures_2024,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_mathhr_algebra_structures_2024.pdf,hr,S,language_family_witness,noetherian,15,noether; neter; ноетер; нëтер
slovenian_komutativna_algebra_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_komutativna_algebra_noetherian.pdf,sl,S,language_family_witness,noetherian,5,noether; neter; ноетер; нëтер
slovenian_uvod_v_algebro,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_uvod_v_algebro.pdf,sl,S,language_family_witness,noetherian,8,noether; neter; ноетер; нëтер
czech_cuni_noncommutative_body_thesis,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_noncommutative_body_thesis.pdf,cs,W_S,language_family_witness,noetherian,4,noether; neter; ноетер; нëтер
czech_cuni_representation_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_representation_idempotents.pdf,cs,W_S,language_family_witness,noetherian,1,noether; neter; ноетер; нëтер
czech_karlin_commutative_rings_fields,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_commutative_rings_fields.pdf,cs,W_S,language_family_witness,noetherian,20,noether; neter; ноетер; нëтер
polish_uj_algebra1_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uj_algebra1_noetherian.pdf,pl,W_S,language_family_witness,noetherian,13,noether; neter; ноетер; нëтер
belarusian_rubelmatslovar_1993_algebra,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/belarusian/belarusian_rubelmatslovar_1993_algebra.html,be,E,anchor_control_candidate,norm,2,norm; норм
belarusian_rubelmatslovar_1993_ring,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/belarusian/belarusian_rubelmatslovar_1993_ring.html,be,E,anchor_control_candidate,norm,3,norm; норм
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,norm,380,norm; норм
sorbian_dow_online,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/sorbian_upper/sorbian_dow_online.html,hsb/dsb,W_S,anchor_control_candidate,norm,1,norm; норм
sorbian_soblex_institute,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/sorbian_upper/sorbian_soblex_institute.html,hsb/dsb,W_S,anchor_control_candidate,norm,1,norm; норм
croatian_mathhr_algebra_structures_2024,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_mathhr_algebra_structures_2024.pdf,hr,S,language_family_witness,norm,71,norm; норм
croatian_pmf_split_prsteni,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_pmf_split_prsteni.pdf,hr,S,language_family_witness,norm,6,norm; норм
slovenian_uvod_v_algebro,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_uvod_v_algebro.pdf,sl,S,language_family_witness,norm,8,norm; норм
czech_cuni_algebra_2021,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_algebra_2021.pdf,cs,W_S,language_family_witness,norm,77,norm; норм
czech_cuni_noncommutative_body_thesis,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_noncommutative_body_thesis.pdf,cs,W_S,language_family_witness,norm,5,norm; норм
czech_cuni_representation_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_representation_idempotents.pdf,cs,W_S,language_family_witness,norm,24,norm; норм
czech_cuni_telesa_pole_note,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_telesa_pole_note.pdf,cs,W_S,language_family_witness,norm,2,norm; норм
czech_karlin_commutative_rings_fields,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_commutative_rings_fields.pdf,cs,W_S,language_family_witness,norm,36,norm; норм
polish_mimuw_algebra2_galois,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_algebra2_galois.pdf,pl,W_S,language_family_witness,norm,55,norm; норм
polish_mimuw_noncommutative_body,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_noncommutative_body.pdf,pl,W_S,language_family_witness,norm,10,norm; норм
polish_uj_algebra1_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uj_algebra1_noetherian.pdf,pl,W_S,language_family_witness,norm,82,norm; норм
polish_uwr_algebra2_rings,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uwr_algebra2_rings.pdf,pl,W_S,language_family_witness,norm,2,norm; норм
slovak_abstraktna_algebra,01_non_ru_uk_slavic_baseline_pdf_sources/slovak/slovak_abstraktna_algebra.pdf,sk,W_S,language_family_witness,norm,33,norm; норм
macedonian_im_pmf_textbook_catalog,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_im_pmf_textbook_catalog.html,mk,S,anchor_control_candidate,polynomial,1,polinom; wielomian; mnohočlen; многочлен; полином
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,polynomial,311,polinom; wielomian; mnohočlen; многочлен; полином
croatian_mathhr_algebra_structures_2024,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_mathhr_algebra_structures_2024.pdf,hr,S,language_family_witness,polynomial,116,polinom; wielomian; mnohočlen; многочлен; полином
croatian_pmf_split_prsteni,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_pmf_split_prsteni.pdf,hr,S,language_family_witness,polynomial,73,polinom; wielomian; mnohočlen; многочлен; полином
slovenian_komutativna_algebra_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_komutativna_algebra_noetherian.pdf,sl,S,language_family_witness,polynomial,2,polinom; wielomian; mnohočlen; многочлен; полином
slovenian_uvod_v_algebro,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_uvod_v_algebro.pdf,sl,S,language_family_witness,polynomial,630,polinom; wielomian; mnohočlen; многочлен; полином
serbian_belgrade_algebra_i_lecture9,01_non_ru_uk_slavic_baseline_pdf_sources/serbian/serbian_belgrade_algebra_i_lecture9.pdf,sr,S,language_family_witness,polynomial,38,polinom; wielomian; mnohočlen; многочлен; полином
polish_impan_algebra_lecture3,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_impan_algebra_lecture3.pdf,pl,W_S,language_family_witness,polynomial,4,polinom; wielomian; mnohočlen; многочлен; полином
polish_mimuw_algebra2_galois,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_algebra2_galois.pdf,pl,W_S,language_family_witness,polynomial,69,polinom; wielomian; mnohočlen; многочлен; полином
polish_mimuw_noncommutative_body,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_noncommutative_body.pdf,pl,W_S,language_family_witness,polynomial,111,polinom; wielomian; mnohočlen; многочлен; полином
polish_uj_algebra1_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uj_algebra1_noetherian.pdf,pl,W_S,language_family_witness,polynomial,243,polinom; wielomian; mnohočlen; многочлен; полином
polish_uwr_algebra2_rings,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uwr_algebra2_rings.pdf,pl,W_S,language_family_witness,polynomial,10,polinom; wielomian; mnohočlen; многочлен; полином
belarusian_bnt_elementary_math,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/belarusian/belarusian_bnt_elementary_math.html,be,E,anchor_control_candidate,prime ideal,1,прост; prost; pierwszy; pierwot; prv; prím
belarusian_rubelmatslovar_1993_algebra,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/belarusian/belarusian_rubelmatslovar_1993_algebra.html,be,E,anchor_control_candidate,prime ideal,3,прост; prost; pierwszy; pierwot; prv; prím
belarusian_rubelmatslovar_1993_ring,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/belarusian/belarusian_rubelmatslovar_1993_ring.html,be,E,anchor_control_candidate,prime ideal,1,прост; prost; pierwszy; pierwot; prv; prím
macedonian_im_pmf_textbook_catalog,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_im_pmf_textbook_catalog.html,mk,S,anchor_control_candidate,prime ideal,3,прост; prost; pierwszy; pierwot; prv; prím
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,prime ideal,1521,прост; prost; pierwszy; pierwot; prv; prím
bulgarian_sofia_noncommutative_body_problem,01_non_ru_uk_slavic_baseline_pdf_sources/bulgarian/bulgarian_sofia_noncommutative_body_problem.pdf,bg,S,language_family_witness,prime ideal,45,прост; prost; pierwszy; pierwot; prv; prím
croatian_mathhr_algebra_structures_2024,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_mathhr_algebra_structures_2024.pdf,hr,S,language_family_witness,prime ideal,476,прост; prost; pierwszy; pierwot; prv; prím
croatian_pmf_split_prsteni,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_pmf_split_prsteni.pdf,hr,S,language_family_witness,prime ideal,74,прост; prost; pierwszy; pierwot; prv; prím
slovenian_komutativna_algebra_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_komutativna_algebra_noetherian.pdf,sl,S,language_family_witness,prime ideal,5,прост; prost; pierwszy; pierwot; prv; prím
slovenian_uvod_v_algebro,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_uvod_v_algebro.pdf,sl,S,language_family_witness,prime ideal,1094,прост; prost; pierwszy; pierwot; prv; prím
serbian_belgrade_algebra_i_lecture9,01_non_ru_uk_slavic_baseline_pdf_sources/serbian/serbian_belgrade_algebra_i_lecture9.pdf,sr,S,language_family_witness,prime ideal,68,прост; prost; pierwszy; pierwot; prv; prím
czech_cuni_algebra_2021,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_algebra_2021.pdf,cs,W_S,language_family_witness,prime ideal,820,прост; prost; pierwszy; pierwot; prv; prím
czech_cuni_noncommutative_body_thesis,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_noncommutative_body_thesis.pdf,cs,W_S,language_family_witness,prime ideal,66,прост; prost; pierwszy; pierwot; prv; prím
czech_cuni_representation_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_representation_idempotents.pdf,cs,W_S,language_family_witness,prime ideal,203,прост; prost; pierwszy; pierwot; prv; prím
czech_cuni_telesa_pole_note,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_telesa_pole_note.pdf,cs,W_S,language_family_witness,prime ideal,33,прост; prost; pierwszy; pierwot; prv; prím
czech_karlin_commutative_rings_fields,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_commutative_rings_fields.pdf,cs,W_S,language_family_witness,prime ideal,104,прост; prost; pierwszy; pierwot; prv; prím
czech_karlin_galois_splitting_field,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_galois_splitting_field.pdf,cs,W_S,language_family_witness,prime ideal,17,прост; prost; pierwszy; pierwot; prv; prím
polish_impan_algebra_lecture3,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_impan_algebra_lecture3.pdf,pl,W_S,language_family_witness,prime ideal,1,прост; prost; pierwszy; pierwot; prv; prím
polish_mimuw_algebra2_galois,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_algebra2_galois.pdf,pl,W_S,language_family_witness,prime ideal,21,прост; prost; pierwszy; pierwot; prv; prím
polish_mimuw_left_ideals_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_left_ideals_idempotents.pdf,pl,W_S,language_family_witness,prime ideal,2,прост; prost; pierwszy; pierwot; prv; prím
polish_mimuw_noncommutative_body,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_noncommutative_body.pdf,pl,W_S,language_family_witness,prime ideal,39,прост; prost; pierwszy; pierwot; prv; prím
polish_uj_algebra1_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uj_algebra1_noetherian.pdf,pl,W_S,language_family_witness,prime ideal,80,прост; prost; pierwszy; pierwot; prv; prím
polish_uwr_algebra2_rings,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uwr_algebra2_rings.pdf,pl,W_S,language_family_witness,prime ideal,12,прост; prost; pierwszy; pierwot; prv; prím
slovak_abstraktna_algebra,01_non_ru_uk_slavic_baseline_pdf_sources/slovak/slovak_abstraktna_algebra.pdf,sk,W_S,language_family_witness,prime ideal,251,прост; prost; pierwszy; pierwot; prv; prím
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,proof,115,dokaz; důkaz; dowód; доказ
bulgarian_sofia_rings_lecture7,01_non_ru_uk_slavic_baseline_pdf_sources/bulgarian/bulgarian_sofia_rings_lecture7.pdf,bg,S,language_family_witness,proof,4,dokaz; důkaz; dowód; доказ
croatian_mathhr_algebra_structures_2024,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_mathhr_algebra_structures_2024.pdf,hr,S,language_family_witness,proof,271,dokaz; důkaz; dowód; доказ
slovenian_komutativna_algebra_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_komutativna_algebra_noetherian.pdf,sl,S,language_family_witness,proof,7,dokaz; důkaz; dowód; доказ
slovenian_uvod_v_algebro,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_uvod_v_algebro.pdf,sl,S,language_family_witness,proof,390,dokaz; důkaz; dowód; доказ
serbian_belgrade_algebra_i_lecture9,01_non_ru_uk_slavic_baseline_pdf_sources/serbian/serbian_belgrade_algebra_i_lecture9.pdf,sr,S,language_family_witness,proof,29,dokaz; důkaz; dowód; доказ
czech_cuni_algebra_2021,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_algebra_2021.pdf,cs,W_S,language_family_witness,proof,250,dokaz; důkaz; dowód; доказ
czech_cuni_noncommutative_body_thesis,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_noncommutative_body_thesis.pdf,cs,W_S,language_family_witness,proof,39,dokaz; důkaz; dowód; доказ
czech_cuni_representation_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_representation_idempotents.pdf,cs,W_S,language_family_witness,proof,83,dokaz; důkaz; dowód; доказ
czech_karlin_commutative_rings_fields,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_commutative_rings_fields.pdf,cs,W_S,language_family_witness,proof,2,dokaz; důkaz; dowód; доказ
czech_karlin_galois_splitting_field,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_galois_splitting_field.pdf,cs,W_S,language_family_witness,proof,7,dokaz; důkaz; dowód; доказ
polish_mimuw_algebra2_galois,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_algebra2_galois.pdf,pl,W_S,language_family_witness,proof,44,dokaz; důkaz; dowód; доказ
polish_mimuw_noncommutative_body,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_noncommutative_body.pdf,pl,W_S,language_family_witness,proof,71,dokaz; důkaz; dowód; доказ
polish_uj_algebra1_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uj_algebra1_noetherian.pdf,pl,W_S,language_family_witness,proof,123,dokaz; důkaz; dowód; доказ
polish_uwr_algebra2_rings,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uwr_algebra2_rings.pdf,pl,W_S,language_family_witness,proof,35,dokaz; důkaz; dowód; доказ
slovak_abstraktna_algebra,01_non_ru_uk_slavic_baseline_pdf_sources/slovak/slovak_abstraktna_algebra.pdf,sk,W_S,language_family_witness,proof,1,dokaz; důkaz; dowód; доказ
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,quotient field,7,podílov; podielov; ciało ułam; cialo ulam; ułamk; ulamk
slovenian_komutativna_algebra_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_komutativna_algebra_noetherian.pdf,sl,S,language_family_witness,quotient field,1,podílov; podielov; ciało ułam; cialo ulam; ułamk; ulamk
slovenian_uvod_v_algebro,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_uvod_v_algebro.pdf,sl,S,language_family_witness,quotient field,101,podílov; podielov; ciało ułam; cialo ulam; ułamk; ulamk
czech_cuni_algebra_2021,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_algebra_2021.pdf,cs,W_S,language_family_witness,quotient field,19,podílov; podielov; ciało ułam; cialo ulam; ułamk; ulamk
czech_karlin_commutative_rings_fields,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_commutative_rings_fields.pdf,cs,W_S,language_family_witness,quotient field,3,podílov; podielov; ciało ułam; cialo ulam; ułamk; ulamk
polish_impan_algebra_lecture3,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_impan_algebra_lecture3.pdf,pl,W_S,language_family_witness,quotient field,2,podílov; podielov; ciało ułam; cialo ulam; ułamk; ulamk
polish_uj_algebra1_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uj_algebra1_noetherian.pdf,pl,W_S,language_family_witness,quotient field,14,podílov; podielov; ciało ułam; cialo ulam; ułamk; ulamk
slovak_abstraktna_algebra,01_non_ru_uk_slavic_baseline_pdf_sources/slovak/slovak_abstraktna_algebra.pdf,sk,W_S,language_family_witness,quotient field,3,podílov; podielov; ciało ułam; cialo ulam; ułamk; ulamk
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,resultant,1,resultant; wyniknik; výslednic; резултант
belarusian_rubelmatslovar_1993_algebra,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/belarusian/belarusian_rubelmatslovar_1993_algebra.html,be,E,anchor_control_candidate,ring,1,okruh; pierście; pierscie; prsten; пръстен; прстен
belarusian_rubelmatslovar_1993_ring,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/belarusian/belarusian_rubelmatslovar_1993_ring.html,be,E,anchor_control_candidate,ring,109,okruh; pierście; pierscie; prsten; пръстен; прстен
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,ring,198,okruh; pierście; pierscie; prsten; пръстен; прстен
sorbian_domowina_math_terminology_2008,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/sorbian_upper/sorbian_domowina_math_terminology_2008.pdf,hsb/dsb,W_S,anchor_control_candidate,ring,4,okruh; pierście; pierscie; prsten; пръстен; прстен
bulgarian_sofia_noncommutative_body_problem,01_non_ru_uk_slavic_baseline_pdf_sources/bulgarian/bulgarian_sofia_noncommutative_body_problem.pdf,bg,S,language_family_witness,ring,39,okruh; pierście; pierscie; prsten; пръстен; прстен
