"decision_id","french_term","spanish_term","sense","status","source_locator","evidence_note"
"SGA5-TERM-252","Z_ell-faisceau constructible","Z_ell-haz constructible","the source's coined name for a constructible ell-adic sheaf, explicitly not a module over the constant ring sheaf","adopted","SGA5_FR_WORKPASS:8258-8286; Exposé VI §1.1.4","Retain the prefixed coined name and the explicit distinction from a (Z_ell)_X-módulo"
"SGA5-TERM-253","faisceau constant tordu","haz constante torcido","constructible ell-adic sheaf whose finite-level component sheaves are locally constant","adopted","SGA5_FR_WORKPASS:8278-8286; Exposé VI Definition 1.2.1","Use masculine torcido by agreement with haz; do not imply global constancy"
"SGA5-TERM-254","recollement de noyaux","pegado de núcleos","construction of a global kernel from canonically compatible kernels on noetherian opens","adopted","SGA5_FR_WORKPASS:8232-8256; Exposé VI proof of Proposition 1.1.3","Use construir por pegado and rely on the canonical kernel cocycle condition"
"SGA5-TERM-255","faisceau abélien de torsion constructible localement constant","haz abeliano de torsión constructible localmente constante","object of the torsion locally constant sheaf category classified by the fundamental group","adopted","SGA5_FR_WORKPASS:8308-8338; Exposé VI §1.2.3","Preserve all four categorical qualifiers and the established masculine haz"
"SGA5-TERM-256","fibre géométrique","fibra geométrica","fiber of a finite étale cover at a geometric point in the fundamental fiber functor","adopted","SGA5_FR_WORKPASS:8314-8324; Exposé VI §1.2.3","Use fibra geométrica and distinguish it from an ordinary scheme-theoretic fiber"
"SGA5-TERM-257","action continue du groupe fondamental","acción continua del grupo fundamental","continuous action on a finite set or finite abelian group under the SGA 1 equivalence","adopted","SGA5_FR_WORKPASS:8321-8338; Exposé VI §1.2.3","Retain continua because the profinite topology on pi_1 is part of the classification"
"SGA5-TERM-258","prolongement du foncteur fibre aux systèmes projectifs","prolongación del funtor fibra a los sistemas proyectivos","componentwise extension of F_a to N-indexed projective systems","adopted","SGA5_FR_WORKPASS:8340-8349; Exposé VI Lemma 1.2.4.1","Use prolongación for the functorial extension; do not confuse it with prolongación por cero"
"SGA5-TERM-259","génériquement surjectif","sobreyectivo sobre los objetos","the inverse-limit functor supplies a preimage object for every finite-type continuous representation","adopted-modernized","SGA5_FR_WORKPASS:8397-8401; Exposé VI proof of Lemma 1.2.4.2","Render the authority's nonstandard phrase by its categorical content; do not translate it literally as genéricamente sobreyectivo"
"SGA5-TERM-260","opération continue sur un module","acción continua sobre un módulo","group action compatible with the relevant module or ring structure","adopted","SGA5_FR_WORKPASS:8355-8378,13477-13519; Exposé VI §1.2.4 and Exposé XII Lemma 4.7","Use acción rather than the literal operación for a group action, retaining the displayed axioms"
"SGA5-TERM-261","morphisme de groupes topologiques","morfismo de grupos topológicos","continuous homomorphism G to GL(M) for the profinite topology on GL(M)","adopted","SGA5_FR_WORKPASS:8375-8379; Exposé VI §1.2.4","The surrounding continuity hypothesis applies to the morphism; preserve the topological-group category"
"SGA5-TERM-262","l'action se factorise par un groupe fini","la acción factoriza a través de un grupo finito","continuous fundamental-group representation with finite image, equivalent to factoring through a finite quotient","adopted","SGA5_FR_WORKPASS:8426-8433; Exposé VI remark after Proposition 1.2.5","Use a través de un grupo/cociente finito; the normal integral case proves necessity from the generic fiber"
"SGA5-TERM-263","partie localement fermée","parte localmente cerrada","locally closed stratum in the finite noetherian decomposition on which the sheaf becomes twisted constant","adopted","SGA5_FR_WORKPASS:8435-8450; Exposé VI Proposition 1.2.6","Use parte locally in this stratification context and preserve the finite-union quantifier"
"SGA5-TERM-264","stable par extensions","estable por extensiones","class of locally constant finite-fiber sheaves closed under extensions","adopted","SGA5_FR_WORKPASS:8447-8450; Exposé VI proof of Proposition 1.2.6","State stability of the property/class, not pointwise stability of an individual sheaf"
"SGA5-TERM-265","exact à droite","exacto por la derecha","right-exact additive tensor bifunctor on projective systems of abelian sheaves","adopted","SGA5_FR_WORKPASS:8452-8520; Exposé VI §§1.3.1-1.3.3","Use the canonical homological-algebra phrase exacto por la derecha, not the calque exacto a derecha"
"SGA5-TERM-266","faisceau des homomorphismes","haz de homomorfismos","internal sheaf Hom assembled into a contravariant/covariant projective-system bifunctor","adopted","SGA5_FR_WORKPASS:8497-8520; Exposé VI §1.3.3","Use haz de homomorfismos for component sheaf Hom and reserve Hom without haz for morphism sets"
"SGA5-TERM-267","faisceau inversible","haz invertible","ell-adic sheaf whose components are rank-one locally free modules over the corresponding coefficient ring sheaves","adopted","SGA5_FR_WORKPASS:8522-8555; Exposé VI §1.3.4","Use invertible in the line-bundle sense and retain the equivalent fiberwise cyclic criterion"
"SGA5-TERM-268","puissance tensorielle","potencia tensorial","positive, zero or negative tensor power of an invertible ell-adic sheaf","adopted","SGA5_FR_WORKPASS:8536-8555; Exposé VI §1.3.4","Use potencia tensorial and preserve the dual-based convention for negative exponents"
"SGA5-TERM-269","A-faisceau constructible","A-haz constructible","constructible ell-adic sheaf equipped with an action of a finite Z_ell-algebra A","adopted","SGA5_FR_WORKPASS:8557-8586; Exposé VI §1.4.1","Use the compact coefficient-prefix form and define both objects and equivariant arrows"
"SGA5-TERM-270","sous-catégorie abélienne épaisse","subcategoría abeliana espesa","Serre/thick abelian subcategory of torsion constructible Z_ell-sheaves","adopted","SGA5_FR_WORKPASS:8588-8609; Exposé VI §1.4.2","Use espesa in the Gabriel-quotient sense and retain the torsion annihilation condition"
"SGA5-TERM-271","catégorie abélienne quotient","categoría abeliana cociente","Gabriel quotient of constructible Z_ell-sheaves by the thick torsion subcategory","adopted","SGA5_FR_WORKPASS:8591-8609; Exposé VI Definition 1.4.3","Use categoría abeliana cociente and preserve the universal exact-functor characterization"
"SGA5-TERM-272","Q_ell-faisceau constructible","Q_ell-haz constructible","object of the scalar-localized quotient category with Hom groups tensored from Z_ell to Q_ell","adopted","SGA5_FR_WORKPASS:8588-8629; Exposé VI §§1.4.2-1.4.3","Retain the coefficient prefix and distinguish an object from a chosen Z_ell lattice"
"SGA5-TERM-273","groupe analytique ell-adique","grupo analítico ell-ádico","GL(V) with its natural ell-adic analytic topology in the continuous representation description","adopted","SGA5_FR_WORKPASS:8619-8625; Exposé VI §1.4.2","Use analítico ell-ádico and keep continuity in the topological-group morphism"
"SGA5-TERM-274","A-faisceau inversible","A-haz invertible","invertible constructible sheaf with coefficients in a finite commutative Z_ell-algebra A","adopted","SGA5_FR_WORKPASS:8631-8647; Exposé VI §1.4.4","Use the coefficient prefix consistently and form tensor powers over the coefficient-ring sheaf"
"SGA5-TERM-275","représentation diagonale","representación diagonal","fundamental-group representation on V tensor W induced from the two factor actions","adopted","SGA5_FR_WORKPASS:8649-8663; Exposé VI §1.4.5","Use representación diagonal and retain the tensor-product coefficient field"
"SGA5-TERM-276","noyau et conoyau de torsion","núcleo y conúcleo de torsión","kernel and cokernel measuring the difference between two Z_ell lattices for the same Q_ell sheaf","adopted","SGA5_FR_WORKPASS:8665-8676; Exposé VI §1.4.6","Use conúcleo consistently for cokernel and retain torsion on both sides"
"SGA5-TERM-277","décomposition localement libre plus torsion","descomposición en parte localmente libre y parte de torsión","lattice decomposition F=P direct-sum T, unique up to isomorphism on connected components","adopted","SGA5_FR_WORKPASS:8677-8693; Exposé VI §1.4.6","Record the up-to-isomorphism qualification and use only P to define internal Hom after rationalization"
"SGA5-TERM-278","clôture intégrale de Z_ell dans L","clausura integral de Z_ell en L","Dedekind coefficient ring used as an integral lattice inside a finite-type Q_ell extension","adopted","SGA5_FR_WORKPASS:8695-8705; Exposé VI §1.4.7","Use clausura integral and preserve the finite-free Dedekind properties stated by the authority"
"SGA5-TERM-279","(AR ell Z)-constructible","(AR ell Z)-constructible","projective system locally noetherian for the AR coefficient category on a noetherian-open cover","adopted","SGA5_FR_WORKPASS:8707-8758; Exposé VI §1.5","Preserve the coefficient-category prefix and distinguish it from ordinary componentwise constructibility"
"SGA5-TERM-280","localement AR-nul","localmente AR-nulo","projective system locally killed in the Artin-Rees quotient sense","adopted","SGA5_FR_WORKPASS:8720-8745; Exposé VI §§1.5.2-1.5.4","Use AR-nulo and preserve the equivalence of étale-local and Zariski-local formulations"
"SGA5-TERM-281","par recollement","por pegado","local-to-global assembly used to prove full faithfulness and essential surjectivity of the comparison functor","adopted","SGA5_FR_WORKPASS:8747-8758; Exposé VI Proposition 1.5.5","Retain the authority's cautionary guillemets around the phrase and distinguish this from the earlier kernel-only gluing"
"SGA5-TERM-282","foncteur image réciproque","funtor de imagen inversa","exact pullback functor on abelian sheaves and its levelwise extension to projective systems and ell-adic constructible categories","adopted","SGA5_FR_WORKPASS:8760-8795; Exposé VI §2.1","Use imagen inversa consistently and preserve exactness plus local-AR-null preservation"
"SGA5-TERM-283","isomorphisme d'associativité","isomorfismo de asociatividad","canonical pseudofunctorial comparison between pullback along a composite and successive pullbacks","adopted","SGA5_FR_WORKPASS:8789-8795; Exposé VI §2.1","Use asociatividad and retain the usual coherence qualification"
"SGA5-TERM-284","image directe supérieure à supports propres","imagen directa superior con soportes propios","cohomological direct-image functor R^i_! for separated finite-type morphisms","adopted","SGA5_FR_WORKPASS:8797-8963; Exposé VI §2.2","Use con soportes propios and keep the exclamation mark attached to R as established by the corrected authority"
"SGA5-TERM-285","suite spectrale birégulière","sucesión espectral birregular","Leray spectral sequence bounded in the two directions needed for convergence and quotient descent","adopted","SGA5_FR_WORKPASS:8858-8901; Exposé VI Proposition 2.2.4","Use birregular and retain the authority's first-quadrant and E2-start conventions"
"SGA5-TERM-286","changement de base propre","cambio de base propio","base-change isomorphism for higher direct images with proper supports","adopted","SGA5_FR_WORKPASS:8914-8946; Exposé VI §2.2.3 B","Use propio rather than compacto and retain compatibility with boundary operators"
"SGA5-TERM-287","suite exacte d'un ouvert et de son complément","sucesión exacta de un abierto y su complementario","localization sequence for an open U and its closed complementary subspace Z under a compactifiable morphism","adopted","SGA5_FR_WORKPASS:8948-8957,13278; Exposé VI §2.2.3 C and Exposé XII §1","Use complementario while explicitly retaining that Z is closed and preserve the f_U/f_Z arrow order"
"SGA5-TERM-288","classe de cohomologie ell-adique","clase de cohomología ell-ádica","projective-limit cohomology class with Tate-twisted Z_ell coefficients","adopted","SGA5_FR_WORKPASS:8965-9042; Exposé VI §3","Use clase de cohomología and preserve the degree and Tate-twist grading"
"SGA5-TERM-289","cycle algébrique","ciclo algebraico","algebraic cycle of pure codimension d used to define an ell-adic cycle class","adopted","SGA5_FR_WORKPASS:8980-9010; Exposé VI §3.2","Use ciclo algebraico and extend linearly only after the pure-codimension construction"
"SGA5-TERM-290","classe d'un cycle","clase de un ciclo","ell-adic cohomology class gamma_X(Z) associated to an algebraic cycle","adopted","SGA5_FR_WORKPASS:8980-9042; Exposé VI §§3.2-3.3","Use clase de un ciclo and distinguish the class map from the cycle itself"
"SGA5-TERM-291","produit d'intersection / cup-produit","producto de intersección / producto cup","cycle-level intersection on the left versus cohomological multiplication on the right","adopted","SGA5_FR_WORKPASS:9024-9040; Exposé VI §3.3","Retain the authority's explicit distinction and do not translate both products by one undifferentiated term"
"SGA5-TERM-292","fibré vectoriel","fibrado vectorial","geometric vector bundle associated to a finite-type locally free module","adopted","SGA5_FR_WORKPASS:9045-9200; Exposé VII §1","Use fibrado vectorial and reserve módulo localmente libre for the sheaf/module presentation"
"SGA5-TERM-293","suite exacte de Gysin","sucesión exacta de Gysin","long exact sequence extracted from Leray for the punctured vector bundle","adopted","SGA5_FR_WORKPASS:9201-9213; Exposé VII Corollary 1.5","Use the named Gysin sequence and canonical sucesión exacta larga"
"SGA5-TERM-294","résolution de Godement","resolución de Godement","functorial flasque-style resolution used to construct the generalized multiplication on Rf_*","adopted","SGA5_FR_WORKPASS:9219-9246; Exposé VII §2.1","Retain the proper name and distinguish the resolution-level product from the derived product"
"SGA5-TERM-295","rétracte par déformation","retracto por deformación","topological deformation retract identifying the punctured complex vector space with a real sphere","adopted","SGA5_FR_WORKPASS:9197-9199; Exposé VII Remark 1.4","Use the noun phrase retracto por deformación and preserve the real dimension 2r-1"
"SGA5-TERM-296","fibré projectif","fibrado proyectivo","projective bundle P_S(E) attached to a finite-rank locally free module","adopted","SGA5_FR_WORKPASS:9248-9290; Exposé VII §2.2","Use fibrado proyectivo and distinguish it from the later projective-space fibers"
"SGA5-TERM-297","flèche obtenue par transposition","flecha obtenida por transposición","derived-category arrow dual to the Kummer class before applying adjunction","adopted","SGA5_FR_WORKPASS:9265-9269; Exposé VII §2.2","Use transposición in the categorical sense and preserve all shifts and inverse twists"
"SGA5-TERM-298","se plonger comme fermé","sumergirse como cerrado","closed immersion of projective space as the hyperplane complementing affine space","adopted","SGA5_FR_WORKPASS:9338-9345; Exposé VII Lemma 2.2.3","Corpus-consistent geometric shorthand; retain cerrado and do not weaken the closed-immersion content"
"SGA5-TERM-299","élément libre","elemento libre","a class whose powers freely generate the rank-one cohomology modules in the projective-bundle calculation","adopted","SGA5_FR_WORKPASS:9365-9367; Exposé VII proof of Proposition 2.2.2","Retain the authority's formulation and do not strengthen it silently to elemento de una base"
"SGA5-TERM-300","injection d'un point fermé","inclusión de un punto cerrado","closed-point inclusion used in the trace and fundamental-class compatibility diagram","adopted","SGA5_FR_WORKPASS:9370-9379; Exposé VII proof of Proposition 2.2.2(c)","Use inclusión in prose while preserving the authority's literal diagram label inj"
"SGA5-TERM-301","classes de Chern","clases de Chern","cohomological characteristic classes defined by the projective-bundle relation","adopted","SGA5_FR_WORKPASS:9405-9475; Exposé VII §3","Use the standard eponym and preserve the degree and Tate-twist placement"
"SGA5-TERM-302","classe de Chern totale","clase de Chern total","sum of all Chern classes in the graded ring or its completion","adopted","SGA5_FR_WORKPASS:9426-9436; Exposé VII Definition 3.2","Use total after the full noun phrase; distinguish the finite-rank sum from the completed product"
"SGA5-TERM-303","anneaux unitaires","anillos unitarios","rings with identity in the projective-bundle pullback statement","adopted","SGA5_FR_WORKPASS:9396-9403; Exposé VII Corollary 2.2.6","Use unitarios and retain the injective unital ring-morphism assertion"
"SGA5-TERM-304","morphisme produit des images réciproques","morfismo producto de las imágenes inversas","product of restriction/pullback maps to the disjoint rank strata","adopted","SGA5_FR_WORKPASS:9417-9423; Exposé VII §3","Retain the product construction and the authority's unusual M/S_r restriction notation"
"SGA5-TERM-305","stabilité par changement de base","estabilidad por cambio de base","functoriality of Chern classes under arbitrary scheme base change","adopted","SGA5_FR_WORKPASS:9450-9454; Exposé VII Proposition 3.4(ii)","Use estabilidad and preserve the exact pullback identity for every index"
"SGA5-TERM-306","additivité","aditividad","Whitney-sum formula for Chern classes of a short exact sequence","adopted","SGA5_FR_WORKPASS:9455-9463; Exposé VII Proposition 3.4(iii)","Use aditividad in the historical statement while recording that the resulting total class is multiplicative"
"SGA5-TERM-307","schéma de drapeaux","esquema de banderas","iterated projective-bundle scheme parametrizing quotient flags of a locally free module","adopted","SGA5_FR_WORKPASS:9501-9518; Exposé VII proof of Proposition 3.4","Use esquema de banderas and preserve the fiber-product construction joining the flags of E' and E''"
"SGA5-TERM-308","quotients successifs","cocientes consecutivos","invertible successive quotients of a finite filtration","adopted","SGA5_FR_WORKPASS:9492-9500; Exposé VII Lemma 3.6","Use cocientes consecutivos and retain their invertibility hypothesis in the product formula"
"SGA5-TERM-309","homomorphisme canonique surjectif","homomorfismo canónico sobreyectivo","universal quotient from the pulled-back dual bundle to O_P(1)","adopted","SGA5_FR_WORKPASS:9480-9488; Exposé VII proof of Proposition 3.4(i)","Use sobreyectivo in canonical Spanish and preserve the dual-bundle convention"
"SGA5-TERM-310","homomorphisme de Gysin","homomorfismo de Gysin","pushforward homomorphism for a closed immersion used in the flag-filtration proof","adopted","SGA5_FR_WORKPASS:9549-9565; Exposé VII proof of Lemma 3.6","Use homomorfismo de Gysin and distinguish it from the earlier Gysin exact sequence"
"SGA5-TERM-311","idéal inversible","ideal invertible","rank-one ideal sheaf defining one flag stratum as a closed subscheme of the next","adopted","SGA5_FR_WORKPASS:9527-9532; Exposé VII proof of Lemma 3.6","Use ideal invertible and preserve the closed-immersion direction Y_i into Y_{i+1}"
"SGA5-TERM-312","sous-schémas fermés / immersion fermée","subesquemas cerrados / inmersión cerrada","closed flag strata and their successive closed embeddings","adopted","SGA5_FR_WORKPASS:9522-9532; Exposé VII proof of Lemma 3.6","Retain the distinction between the closed subscheme objects and the immersion morphisms"
"SGA5-TERM-313","récurrence ascendante","inducción ascendente","induction increasing the flag-stratum index in the Gysin identity","adopted","SGA5_FR_WORKPASS:9566-9586; Exposé VII proof of Lemma 3.6","Use inducción ascendente and preserve the initial and terminal index cases"
"SGA5-TERM-314","puissance extérieure","potencia exterior","top exterior power identifying the determinant line bundle and top Chern class","adopted","SGA5_FR_WORKPASS:9594-9610; Exposé VII Corollary 3.7(ii)","Use potencia exterior and preserve the authority's Lambda^r notation variation"
"SGA5-TERM-315","topoi annelés","topoi anillados","comparison morphism between the analytic and étale ringed topoi","adopted","SGA5_FR_WORKPASS:9623-9634; Exposé VII §3.8","Retain the established Spanish plural topoi and use anillados for the structural-ring data"
"SGA5-TERM-316","classe de Chern topologique","clase de Chern topológica","ordinary topological Chern class of the continuous vector bundle on X(C)","adopted","SGA5_FR_WORKPASS:9612-9622; Exposé VII §3.8","Use topológica to distinguish it from the étale class compared after reduction modulo nu"
"SGA5-TERM-317","faisceau des racines nu-ièmes de l'unité","haz de las raíces nu-ésimas de la unidad","coefficient sheaf compared across the analytic/étale morphism of topoi","adopted","SGA5_FR_WORKPASS:9634-9646; Exposé VII §3.8","Use raíces nu-ésimas de la unidad and retain the exponential normalization"
"SGA5-TERM-318","suite exponentielle","sucesión exponencial","analytic exponential exact sequence used to identify the first Chern-class boundary","adopted","SGA5_FR_WORKPASS:9673-9692; Exposé VII proof of Proposition 3.8.5","Use sucesión exponencial and preserve its comparison with the nu-th-power sequence"
"SGA5-TERM-319","anneau de Chow","anillo de Chow","graded Chow ring carrying the algebraic-cycle-valued Chern theory","adopted","SGA5_FR_WORKPASS:9705-9721; Exposé VII §3.9","Use anillo de Chow and preserve the comparison morphism into ell-adic cohomology"
"SGA5-TERM-320","classes de Chern ell-adiques modulo torsion","clases de Chern ell-ádicas módulo torsión","rationalized ell-adic Chern classes with Q_ell coefficients","adopted","SGA5_FR_WORKPASS:9694-9704; Exposé VII §3.9","Use módulo torsión in the authority's quotient/rationalization sense and retain the tensor formula"
"SGA5-TERM-321","formule d'auto-intersection","fórmula de autointersección","Gysin pull-push identity expressed by the top Chern class of the dual conormal bundle","adopted","SGA5_FR_WORKPASS:9723-9759; Exposé VII §4","Use the standard closed compound autointersección and preserve all support variants"
"SGA5-TERM-322","en oubliant les supports","olvidando los soportes","passage from supported local Gysin isomorphisms to global cohomology maps","adopted","SGA5_FR_WORKPASS:9734-9739; Exposé VII §4","Use olvidando los soportes and retain the distinction between the two Gysin targets"
"SGA5-TERM-323","faisceau normal (pour J/J^2)","haz normal (para J/J^2)","historical authority label for the conormal sheaf in the self-intersection theorem","authority-preserved","SGA5_FR_WORKPASS:9741-9749; Exposé VII Theorem 4.1","Preserve the source wording in translation but record that modern terminology calls J/J^2 conormal and its dual normal; the formula correctly uses the dual"
"SGA5-TERM-324","schémas éclatés / éclatement","esquemas obtenidos por explosión / explosión","blow-up construction of X with center Y and its exceptional divisor","adopted","SGA5_FR_WORKPASS:9761-9801; Exposé VII §4; Universidad de Barcelona and ICMAT Spanish usage","Use explosión rather than estallido or untranslated blowing-up; the longer participial phrase renders schémas éclatés conservatively"
"SGA5-TERM-325","immersion régulière","inmersión regular","regular immersion of the exceptional divisor in the blow-up","adopted","SGA5_FR_WORKPASS:9766-9777; Exposé VII §4","Use inmersión regular and preserve codimension one plus the defining invertible ideal"
"SGA5-TERM-326","théorème de changement de base lisse","teorema de cambio de base liso","smooth base-change theorem producing the comparison maps in a Cartesian square","adopted","SGA5_FR_WORKPASS:10259-10269; Exposé VII §6 draft; terminology fixed prospectively from native Spanish register","Use cambio de base liso and distinguish it from cambio de base propio"
"SGA5-TERM-327","purement de codimension d","de codimensión pura d","regular closed subscheme whose codimension is uniformly d on all components","adopted","SGA5_FR_WORKPASS:9878-9882; Exposé VII Observation 4.4","Use codimensión pura rather than the ambiguous adverbial calque puramente de codimensión"
"SGA5-TERM-328","cycle section nulle","ciclo de la sección nula","cycle class of the zero section of a vector bundle","adopted","SGA5_FR_WORKPASS:9928-9938; Exposé VII Corollary 4.7","Expand the compressed authority phrase canonically while preserving the zero-section cycle distinction from the zero scheme"
"SGA5-TERM-329","caractéristique d'Euler--Poincaré ell-adique","característica de Euler--Poincaré ell-ádica","alternating sum of ell-adic Betti dimensions for a proper scheme","adopted","SGA5_FR_WORKPASS:9947-9992; Exposé VII §§4.9-4.11","Use ell-ádica and retain independence-of-ell only after it is proved in the projective case"
"SGA5-TERM-330","cycle diagonal","ciclo diagonal","diagonal cycle whose self-intersection computes the Euler-Poincaré characteristic","adopted","SGA5_FR_WORKPASS:9957-9988; Exposé VII Corollary 4.9 and Proposition 4.11","Use ciclo diagonal and keep the Chow/K-theory incarnations distinct"
"SGA5-TERM-331","drapeau de type (p_1","...","p_m)","bandera de tipo (p_1","...","p_m)"
"SGA5-TERM-332","schéma des drapeaux partiels","esquema de banderas parciales","representing scheme for flags with prescribed block ranks","adopted","SGA5_FR_WORKPASS:10006-10033; Exposé VII §5","Use esquema de banderas; qualify parciales when distinguishing it from the complete flag scheme"
"SGA5-TERM-333","suite spectrale dégénérée","sucesión espectral degenerada","Leray spectral sequence whose differentials vanish at the relevant page","adopted","SGA5_FR_WORKPASS:10059-10068; Exposé VII Corollary 5.3","Use degenerada in the established spectral-sequence register and retain the full E_2 terms"
"SGA5-TERM-334","fonction symétrique élémentaire","función simétrica elemental","elementary symmetric polynomial in all variables or one prescribed block","adopted","SGA5_FR_WORKPASS:10097-10122; Exposé VII Lemma 5.4.1","Use función simétrica elemental and preserve all block offsets and factorial ranks"
"SGA5-TERM-335","morphisme d'anneaux de polynômes","morfismo de anillos de polinomios","polynomial-ring map sending formal generators to Chern classes or symmetric functions","adopted","SGA5_FR_WORKPASS:10069-10122; Exposé VII §§5.3-5.4","Use morfismo de anillos de polinomios; mapping prose takes enviar ... a in canonical Spanish"
"SGA5-TERM-336","morphisme semi-linéaire","morfismo semilineal","pullback map compatible with the coefficient-ring homomorphism rather than linear over one fixed ring","adopted","SGA5_FR_WORKPASS:10152-10167; Exposé VII §5","Use semilineal and retain the induced scalar-extension morphism separately"
"SGA5-TERM-337","faisceautisation","hacificación","passage from absolute cohomological statements to their relative sheaf-valued forms","adopted","SGA5_FR_WORKPASS:10234; Exposé VII Proposition 5.6","Use hacificación and the verb hacificar, attested in native Spanish algebraic-geometry sources; reject unsupported hacesificación/hacesificar"
"SGA5-TERM-338","schéma en groupes réductif","esquema en grupos reductivo","reductive group scheme over a base scheme","adopted","SGA5_FR_WORKPASS:10281-10290; Exposé VII Proposition 6.2","Retain the historically attested SGA compound esquema en grupos; reductivo agrees with esquema"
"SGA5-TERM-339","déployé","escindido","split reductive group scheme after an étale-local reduction","adopted","SGA5_FR_WORKPASS:10290; Exposé VII Proposition 6.2","Use escindido in the established Spanish reductive-group register"
"SGA5-TERM-340","privé de la section nulle","privado de la sección cero","total space of a vector bundle with its zero section removed","adopted","SGA5_FR_WORKPASS:10293; Exposé VII Proposition 6.2","Name the removed zero section explicitly; do not weaken it to a removed point"
"SGA5-TERM-341","corps des complexes","cuerpo de los números complejos","the field C in the comparison-theorem reduction","adopted","SGA5_FR_WORKPASS:10305; Exposé VII Observation 6.3","Use the full canonical Spanish field name; reject the Gallicism cuerpo de los complejos"
"SGA5-TERM-342","schéma en groupes fini étale","esquema en grupos finito étale","finite etale quotient group scheme in an extension","adopted","SGA5_FR_WORKPASS:10309-10314; Exposé VII Corollary 6.4","Use project adjective order finito étale and preserve quotient/kernel extension direction"
"SGA5-TERM-343","section hyperplane","sección hiperplana","zero locus of a section of an ample invertible module transverse to the zero section","adopted","SGA5_FR_WORKPASS:10348-10353; Exposé VII §7","Use sección hiperplana for the authority's generalized hyperplane-section convention"
"SGA5-TERM-344","nombre de Betti à coefficients dans","número de Betti con coeficientes en","Betti number computed with specified l-adic coefficients","adopted","SGA5_FR_WORKPASS:10345-10347; Exposé VII §7","Use the canonical construction con coeficientes en; reject para los coeficientes"
"SGA5-TERM-345","fonction additive","función aditiva","object function additive on short exact sequences or distinguished triangles","adopted","SGA5_FR_WORKPASS:11582-11625; Exposé VIII §1","Use función aditiva and preserve the source-defined categorical additivity rather than implying only additivity on morphism groups"
"SGA5-TERM-346","groupe des classes de modules projectifs de type fini","grupo de las clases de módulos proyectivos de tipo finito","historical label for K-superscript of a ring","authority-preserved","SGA5_FR_WORKPASS:11953-11998; Exposé VIII §7; Spanish native register github_alexey-beshenov_cimat-tna/2-ideales.tex:1685-1689 attests the shorter phrase grupo de clases in a different sense","Retain the authority's quoted historical label in the text; modern explanatory prose may identify it as the Grothendieck group, and the native locator attests phrase form only, not this K-theory sense"
"SGA5-TERM-347","bifoncteur exact","bifuntor exacto","two-variable exact functor on derived or triangulated categories","adopted","SGA5_FR_WORKPASS:11729-11769,12000-12044; Exposé VIII §§3 and 8","Use bifuntor and exacto consistently with the project funtor convention; preserve variance and module handedness separately"
"SGA5-TERM-348","Tor de complexes","Tor de complejos","derived tensor and Tor construction for bounded-above complexes","adopted","SGA5_FR_WORKPASS:12000-12115; Exposé VIII §8","Capitalize Tor as the derived-functor name and use de complejos in the section heading"
"SGA5-TERM-349","produit tensoriel au sens des catégories dérivées","producto tensorial en el sentido de las categorías derivadas","historical prose designation of the derived tensor product","adopted-source-shaped","SGA5_FR_WORKPASS:12000-12044; Exposé VIII §8","Retain the full source-shaped phrase at its definition; producto tensorial derivado is acceptable in later modern explanatory prose"
"SGA5-TERM-350","complexe parfait","complejo perfecto","object locally or globally represented by a bounded finite-projective complex in the stated category","adopted","SGA5_FR_WORKPASS:11943-11951,12046-12131; Exposé VIII §§6 and 8","Use perfecto and keep absolute perfectness distinct from TERM-134 relative perfectness"
"SGA5-TERM-351","lambda-anneau","lambda-anillo","lambda-ring structure on the Grothendieck ring of perfect complexes","adopted","SGA5_FR_WORKPASS:12117-12131; Exposé VIII §8; SGA 6 V 2","Typeset the Greek letter as TeX lambda and join it to anillo with a hyphen"
"SGA5-TERM-352","construction relative","construcción relativa","relative K-theory construction for a ring homomorphism A to B","adopted","SGA5_FR_WORKPASS:12170-12215; Exposé VIII §10","Use relativo a A for the property of B-complexes and keep the upper/lower relative K-groups distinct"
"SGA5-TERM-353","faisceau avec groupe d'opérateurs","haz con grupo de operadores","étale sheaf equipped with coherent pullback operators for a group action","adopted","SGA5_FR_WORKPASS:12238-12271; Exposé X §1","Use haz and grupo de operadores; retain the cocycle datum rather than replacing the source term by a vague equivariant qualifier"
"SGA5-TERM-354","action admissible","acción admisible","finite-group action satisfying the SGA 1 quotient admissibility condition","adopted","SGA5_FR_WORKPASS:12273-12291; Exposé X Proposition 2.2; SGA 1 V 1.7","Use admisible and keep it distinct from the additional hypothesis that the action on V is free"
"SGA5-TERM-355","caractère d'un module","carácter de un módulo","trace-valued character of a finite-projective group-algebra module","adopted","SGA5_FR_WORKPASS:12327-12365; Exposé X §3.1","Use carácter with an accent; preserve the distinction between the module character and its underlying central function"
"SGA5-TERM-356","fonction centrale","función central","function on a group constant on conjugacy classes","adopted","SGA5_FR_WORKPASS:12327-12394,13403-13435; Exposé X §§3.1-3.3 and Exposé XII §4","Use función central in the representation-theoretic sense; do not paraphrase it as a function into the center"
"SGA5-TERM-357","restriction et induction","restricción e inducción","restriction along a group homomorphism and left-adjoint induction of group-algebra modules","adopted","SGA5_FR_WORKPASS:12367-12394; Exposé X §3.3","Keep the direction of restriction contravariant on characters and the group-algebra tensor order for induction"
