document_id,path,package_relative_path,language,branch,file_type,provenance_url_or_path,sha256,bytes,license_availability_note,witness_category,source_use_label,source_title,boundary
tg_Cyrl_TJ::tg_Cyrl_TJ_tg_cyrl_zarowadk_math_books_index_html,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\tg_Cyrl_TJ\tg_cyrl_zarowadk_math_books_index.html,tg_Cyrl_TJ/tg_cyrl_zarowadk_math_books_index.html,tg_Cyrl_TJ,Tajik Cyrillic,html,https://zarowadk.ru/dnld/matem/,872FC3BEA6631C28972D22A812F1DBAAF26644E027070B88E8D79FE6A70381A4,108297,public index; free reading/download/familiarization signal; all rights reserved,native_source_html_or_source_page,native-source-body,Zarowadk math books index,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
tg_Cyrl_TJ::tg_Cyrl_TJ_tg_cyrl_zarowadk_shukurov_tabarov_higher_mathematics_vol2_download_page_html,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\tg_Cyrl_TJ\tg_cyrl_zarowadk_shukurov_tabarov_higher_mathematics_vol2_download_page.html,tg_Cyrl_TJ/tg_cyrl_zarowadk_shukurov_tabarov_higher_mathematics_vol2_download_page.html,tg_Cyrl_TJ,Tajik Cyrillic,html,https://zarowadk.ru/dnld/matem/asos_matemat_oli_2.php,0C07C98E5D7EACB0E34ACA9359E8DB9BB79371F1E044697B9217C55AEA43ECE2,4468,Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance,native_source_html_or_source_page,native-source-body,Zarowadk Shukurov/Tabarov Higher Mathematics Vol. 2,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
tg_Cyrl_TJ::tg_Cyrl_TJ_tg_cyrl_zarowadk_shukurov_tabarov_higher_mathematics_vol2_linear_algebra_2010_pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\tg_Cyrl_TJ\tg_cyrl_zarowadk_shukurov_tabarov_higher_mathematics_vol2_linear_algebra_2010.pdf,tg_Cyrl_TJ/tg_cyrl_zarowadk_shukurov_tabarov_higher_mathematics_vol2_linear_algebra_2010.pdf,tg_Cyrl_TJ,Tajik Cyrillic,pdf,https://zarowadk.ru/dnld/matem/asos_matemat_oli_2.php,E6EB2E8D9B1E493667E3C9851EBCBFC115503ED2D0917634B7D2BC5CAD6E33F8,11122231,Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance,native_source_body_pdf,native-source-body,Zarowadk Shukurov/Tabarov Higher Mathematics Vol. 2,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
tg_Cyrl_TJ::tg_Cyrl_TJ_tg_cyrl_zarowadk_shukurov_tabarov_higher_mathematics_vol2_linear_algebra_2010_pdftotext_txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\tg_Cyrl_TJ\tg_cyrl_zarowadk_shukurov_tabarov_higher_mathematics_vol2_linear_algebra_2010.pdftotext.txt,tg_Cyrl_TJ/tg_cyrl_zarowadk_shukurov_tabarov_higher_mathematics_vol2_linear_algebra_2010.pdftotext.txt,tg_Cyrl_TJ,Tajik Cyrillic,txt,https://zarowadk.ru/dnld/matem/asos_matemat_oli_2.php,2DB0887B57E488E7019BC725CADE376A0D5AE6A0867A7AC0DEE5EAD13541F2C7,1074845,Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance,OCR_witness_text_extraction_not_source_truth,OCR-witness,Zarowadk Shukurov/Tabarov Higher Mathematics Vol. 2,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
ur::ur_ur_glossary_technical_terms_english_urdu_mathematics_archive_metadata_json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\ur\ur_glossary_technical_terms_english_urdu_mathematics_archive_metadata.json,ur/ur_glossary_technical_terms_english_urdu_mathematics_archive_metadata.json,ur,Urdu,json,https://archive.org/details/in.ernet.dli.2015.508778,7EF06B2B3CA7D6134F0A4C0FF5B562D62977EEAAF7A3891B4753DCCA63F57642,9690,Internet Archive / Digital Library of India item; language Urdu; no license clearance claimed,pointer_or_gap_marker_not_source_body,pointer-only,Glossary Of Technical Terms (english-urdu) Mathematics,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
ur::ur_ur_glossary_technical_terms_english_urdu_mathematics_djvu_txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\ur\ur_glossary_technical_terms_english_urdu_mathematics_djvu.txt,ur/ur_glossary_technical_terms_english_urdu_mathematics_djvu.txt,ur,Urdu,txt,https://archive.org/details/in.ernet.dli.2015.508778,4283F3FD819B6825A50017F9430D7023D5BC8FA22E0656B70440C6C4C62D0E52,69418,Internet Archive / Digital Library of India item; language Urdu; no license clearance claimed,OCR_witness_text_extraction_not_source_truth,OCR-witness,Glossary Of Technical Terms (english-urdu) Mathematics,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
ur::ur_ur_glossary_technical_terms_english_urdu_mathematics_text_pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\ur\ur_glossary_technical_terms_english_urdu_mathematics_text.pdf,ur/ur_glossary_technical_terms_english_urdu_mathematics_text.pdf,ur,Urdu,pdf,https://archive.org/details/in.ernet.dli.2015.508778,7F0BCA91DE508DD9A98CE3A9E2F4406184FC82FBC681D7DA8F8D6A46A9B9D664,15738106,Internet Archive / Digital Library of India item; language Urdu; no license clearance claimed,native_source_body_pdf,native-source-body,Glossary Of Technical Terms (english-urdu) Mathematics,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
ur::ur_ur_iitk_satheee_ncert_class6_algebra_chapter11_403_gap_txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\ur\ur_iitk_satheee_ncert_class6_algebra_chapter11_403_gap.txt,ur/ur_iitk_satheee_ncert_class6_algebra_chapter11_403_gap.txt,ur,Urdu,txt,https://sathee.iitk.ac.in/ur/sathee-railway-exams/student-corner/ncert-books/class-06/mathematics/chapter-11-algebra/,33105B498C6271FF744A0BF0AE4F4F30B53675BCDF2480E18A923A3DD5C2812C,279,direct fetch returned 403 Forbidden; gap marker only,pointer_or_gap_marker_not_source_body,pointer-only,IITK SATHEE Urdu NCERT class 6 algebra chapter - blocked fetch marker,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
ur::ur_ur_nyu_hs_physics_glossary_urdu_adjacent_pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\ur\ur_nyu_hs_physics_glossary_urdu_adjacent.pdf,ur/ur_nyu_hs_physics_glossary_urdu_adjacent.pdf,ur,Urdu,pdf,https://docs.steinhardt.nyu.edu/pdfs/metrocenter/atn293/physics/hs_physics_urdu.pdf,568BFA3891F7742DF6C3FC5A8503CD3D0E65343690926AFF650E8EC853EB1794,823675,NYU-hosted public PDF observed; no license clearance claimed,adjacent_source_body_pdf,adjacent-source-body,"NYU high-school physics glossary, Urdu adjacent witness","Urdu source only; does not authorize Persian, Dari, Tajik, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim"
ur::ur_ur_nyu_hs_physics_glossary_urdu_adjacent_pdftotext_txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\ur\ur_nyu_hs_physics_glossary_urdu_adjacent.pdftotext.txt,ur/ur_nyu_hs_physics_glossary_urdu_adjacent.pdftotext.txt,ur,Urdu,txt,derived from https://docs.steinhardt.nyu.edu/pdfs/metrocenter/atn293/physics/hs_physics_urdu.pdf,2524CEDAF9A60DE55B93D36425B1E2879AAEDC29A7535111155642138DE223AF,198534,derived consistency shelf; searchable text; no license clearance claimed,pdftotext_searchable_sidecar,OCR-witness,"pdftotext extraction of NYU high-school physics glossary, Urdu","Urdu source only; does not authorize Persian, Dari, Tajik, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim"
