"document_id","language","bcp47","branch","file_type","source_use_label","witness_category","package_relative_path","original_local_path","provenance_url","sha256","license_or_availability_note","topic_tags"
"UZ-PROMPTA-STUDYLIB-3-MAVZU-GAUSS","Uzbek","uz","Karluk","html-capture","native-source-body","source-witness","bodies/uz/prompt-a3-source-captures/studylib_3_mavzu_gauss.html","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\translations\non_slavic\uzbek_row_echelon_span_basis_source_refresh_20260702t134500z\source\studylib_3_mavzu_gauss.html","URL_GAP_LOCAL_PROMPT_A3_SOURCE_CAPTURE_REQUIRES_RE_RESOLUTION_BEFORE_PUBLICATION","c29735f9dbbebf22652082cf821a7e7f713b59a9fb94db87f02c2b5b874d9d65","local source capture access recorded; license not cleared","Uzbek; linear algebra; row echelon/span/basis adjacent"
"UZ-PROMPTA-SCRIBD-LECTURE1-LINEAR-ALGEBRA","Uzbek","uz","Karluk","html-capture","native-source-body","source-witness","bodies/uz/prompt-a3-source-captures/scribd_lecture1_linear_algebra.html","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\translations\non_slavic\uzbek_row_echelon_span_basis_source_refresh_20260702t134500z\source\scribd_lecture1_linear_algebra.html","URL_GAP_LOCAL_PROMPT_A3_SOURCE_CAPTURE_REQUIRES_RE_RESOLUTION_BEFORE_PUBLICATION","7c4b0778118cf263fcd4a1850724a61dca06707f5e6b547fc40ac977edad240d","local source capture access recorded; license not cleared","Uzbek; linear algebra; row echelon/span/basis adjacent"
"UZ-PROMPTA-ILMIYBAZA-QISM-FAZOLARNING-YIGINDISI-VA-KESISHMASI","Uzbek","uz","Karluk","html-capture","native-source-body","source-witness","bodies/uz/prompt-a3-source-captures/ilmiybaza_qism_fazolarning_yigindisi_va_kesishmasi.html","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\translations\non_slavic\uzbek_row_echelon_span_basis_source_refresh_20260702t134500z\source\ilmiybaza_qism_fazolarning_yigindisi_va_kesishmasi.html","URL_GAP_LOCAL_PROMPT_A3_SOURCE_CAPTURE_REQUIRES_RE_RESOLUTION_BEFORE_PUBLICATION","a37dd3f16af737d1921202d61fc85be8db0e353ecb25117d2cc337dae1d22504","local source capture access recorded; license not cleared","Uzbek; linear algebra; row echelon/span/basis adjacent"
"UZ-PROMPTA-ILMIYBAZA-CHIZIQLI-FAZO-YEVKLID","Uzbek","uz","Karluk","html-capture","native-source-body","source-witness","bodies/uz/prompt-a3-source-captures/ilmiybaza_chiziqli_fazo_yevklid.html","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\translations\non_slavic\uzbek_row_echelon_span_basis_source_refresh_20260702t134500z\source\ilmiybaza_chiziqli_fazo_yevklid.html","URL_GAP_LOCAL_PROMPT_A3_SOURCE_CAPTURE_REQUIRES_RE_RESOLUTION_BEFORE_PUBLICATION","e3f2a979c9ac84af5a1038b328599189f221067d6ac3f010c8271eaffe15a74b","local source capture access recorded; license not cleared","Uzbek; linear algebra; row echelon/span/basis adjacent"
"PKG-SOURCE-SCOPE-CLASSIFICATION","package","und",,"scope-classification","generated-draft","generated-draft","generated-draft/SOURCE_SCOPE_CLASSIFICATION.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\generated-draft\SOURCE_SCOPE_CLASSIFICATION.csv","","29f0916af5f4725c5f3b0344be562c8b5db2beb748a7cf141feb1fdd3a5926ed","generated by this session; non-canonical support metadata","generated draft; source sufficiency classification"
"PKG-TERMINOLOGY-SUPPORT","package","und",,"terminology-support","generated-draft","generated-draft","generated-draft/TERMINOLOGY_SUPPORT.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\generated-draft\TERMINOLOGY_SUPPORT.csv","","4bb324e59f61ea6f28efc7e02341b605f4e86d4446b15017380082b5e06bf75f","generated by this session; non-canonical support metadata","generated draft; terminology support; non-canonical"
"PKG-INTERLINEAR-SCAFFOLD","package","und",,"interlinear-scaffold","generated-draft","generated-draft","generated-draft/INTERLINEAR_SCAFFOLD.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\generated-draft\INTERLINEAR_SCAFFOLD.md","","19df10a4edc1d848841763300345324ebc88e7edab8ae2fcd05034faccf31a70","generated by this session; non-canonical support metadata","generated draft; interlanguage scaffold; non-canonical"
"PKG-SOURCE-USE-LABELS","package","und",,"source-use-labels","manifest","audit-ledger","SOURCE_USE_LABELS.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\SOURCE_USE_LABELS.csv","","16607c2869fdfc6a01b9db7db9a7c8faec7fde3285a68073d71564837127b8b6","generated by this session; non-canonical support metadata","source-use labels; package metadata"
"PKG-ACTIVE-GOAL-VERBATIM","package","und",,"active-goal-verbatim","method-note","methodology","ACTIVE_GOAL_VERBATIM.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\ACTIVE_GOAL_VERBATIM.md","","3ff02f07720cb43a7d408c3e247173097d1d122d85cd3c8c998b890aeb1135bc","generated by this session; non-canonical support metadata","active goal; directive fallback"
"PKG-LOGBOOK-EXCERPT","package","und",,"logbook-excerpt","method-note","methodology","LOGBOOK_EXCERPT.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\LOGBOOK_EXCERPT.md","","f36ad56dabf5d64c48cb3f91d06dbe67c4ace956a65dd70b337b722936c35046","generated by this session; non-canonical support metadata","logbook; execution notes"
"PKG-MARGINAL-INTELLIGIBILITY-CHECKS","package","und",,"marginal-intelligibility-checks","generated-draft","generated-draft","generated-draft/MARGINAL_INTELLIGIBILITY_CHECKS.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\generated-draft\MARGINAL_INTELLIGIBILITY_CHECKS.csv","","5dbb8c50da1bbca26cb501b782d1f5e1b3cdd3fdb33a6f4a3a616874abf3663e","generated by this session; non-canonical support metadata","marginal intelligibility; Pan-Turkic; adverse transfer checks"
"PKG-FALSE-FRIEND-ADVERSE-EVIDENCE","package","und",,"false-friend-adverse-evidence","generated-draft","generated-draft","generated-draft/FALSE_FRIEND_ADVERSE_EVIDENCE.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\generated-draft\FALSE_FRIEND_ADVERSE_EVIDENCE.csv","","356b2ee699a7698b5ef320660c9173b3edb2c80848336b6059ede4b9ec4846fb","generated by this session; non-canonical support metadata","false friends; adverse evidence; terminology risk"
"PKG-SOURCE-USE-STATUS","package","und",,"source-use-status","audit-ledger","audit-ledger","generated-draft/SOURCE_USE_STATUS.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\generated-draft\SOURCE_USE_STATUS.csv","","b5b0c6ebcd8ac096b872347eca7790cd11dfcccb5005b85252c131e585784768","generated by this session; non-canonical support metadata","source-use status; manifest-derived"
"PKG-TERMINOLOGY-DECISIONS","package","und",,"terminology-decisions","generated-draft","generated-draft","generated-draft/TERMINOLOGY_DECISIONS.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\generated-draft\TERMINOLOGY_DECISIONS.csv","","b4d0f517130481844084a10126ee2be7d6b6ab2dc7d21f710e1136a31dcfdd41","generated by this session; non-canonical support metadata","terminology decisions; blocker gates; generated draft"
"WIKITEXT-20260629-AZ-MATHEMATICS","Azerbaijani","az","Oghuz","wikitext-source-body","native-source-body","source-witness","bodies/az/wikitext-20260629T101500Z/Mathematics__Riyaziyyat.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\az\Mathematics__Riyaziyyat.wiki","https://az.wikipedia.org/wiki/Riyaziyyat","7bd24a9d19693ea4d5cccdfd147e3bfecaa04cacfb45509d1a636da625ac3c0a","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Azerbaijani; Mathematics; Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-AZ-ALGEBRA","Azerbaijani","az","Oghuz","wikitext-source-body","native-source-body","source-witness","bodies/az/wikitext-20260629T101500Z/Algebra__Cəbr.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\az\Algebra__Cəbr.wiki","https://az.wikipedia.org/wiki/C%C9%99br","1dcc2f3f7f3de9e702abb563c7ca90c8165dbb060ae2eaf3c3bbb35e77ba9ba2","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Azerbaijani; Algebra; Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-AZ-LINEAR-ALGEBRA","Azerbaijani","az","Oghuz","wikitext-source-body","native-source-body","source-witness","bodies/az/wikitext-20260629T101500Z/Linear algebra__Xətti cəbr.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\az\Linear algebra__Xətti cəbr.wiki","https://az.wikipedia.org/wiki/X%C9%99tti_c%C9%99br","bba23c2049e3d84c1a369e52cb3bd5b2a2f5c1202fb8507b3ba83c1e07b6e4bc","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Azerbaijani; Linear algebra; Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-AZ-GROUP-THEORY","Azerbaijani","az","Oghuz","wikitext-source-body","native-source-body","source-witness","bodies/az/wikitext-20260629T101500Z/Group theory__Qrup nəzəriyyəsi.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\az\Group theory__Qrup nəzəriyyəsi.wiki","https://az.wikipedia.org/wiki/Qrup_n%C9%99z%C9%99riyy%C9%99si","7cc250bd2aab17bd6edbf453d35ff5bdf69762862b77233e221c95ba5c28797e","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Azerbaijani; Group theory; Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-AZ-MATRIX-MATHEMATICS","Azerbaijani","az","Oghuz","wikitext-source-body","native-source-body","source-witness","bodies/az/wikitext-20260629T101500Z/Matrix (mathematics)__Matris.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\az\Matrix (mathematics)__Matris.wiki","https://az.wikipedia.org/wiki/Matris","ca077c49f72db796c8f5cba086425025c8857327a161a878890ae101f042422e","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Azerbaijani; Matrix (mathematics); Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-AZ-POLYNOMIAL","Azerbaijani","az","Oghuz","wikitext-source-body","native-source-body","source-witness","bodies/az/wikitext-20260629T101500Z/Polynomial__Çoxhədli.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\az\Polynomial__Çoxhədli.wiki","https://az.wikipedia.org/wiki/%C3%87oxh%C9%99dli","3e147c1827ae647d17741112647981eb9e0a8fb3bcad3a324ba3010bb530d5f8","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Azerbaijani; Polynomial; Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-AZ-EQUATION","Azerbaijani","az","Oghuz","wikitext-source-body","native-source-body","source-witness","bodies/az/wikitext-20260629T101500Z/Equation__Tənlik.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\az\Equation__Tənlik.wiki","https://az.wikipedia.org/wiki/T%C9%99nlik","46ba0006a863ae4714707c81ce0545461b2284b6413a662e54fa8b5dd4197bf0","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Azerbaijani; Equation; Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-AZ-FUNCTION-MATHEMATICS","Azerbaijani","az","Oghuz","wikitext-source-body","native-source-body","source-witness","bodies/az/wikitext-20260629T101500Z/Function (mathematics)__Funksiya (riyaziyyat).wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\az\Function (mathematics)__Funksiya (riyaziyyat).wiki","https://az.wikipedia.org/wiki/Funksiya_(riyaziyyat)","7d0b33364563139f79181e9034f40e8fbe60d67d0bf900f23f2ef754fbcaf05a","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Azerbaijani; Function (mathematics); Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-AZ-SET-MATHEMATICS","Azerbaijani","az","Oghuz","wikitext-source-body","native-source-body","source-witness","bodies/az/wikitext-20260629T101500Z/Set (mathematics)__Çoxluqlar.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\az\Set (mathematics)__Çoxluqlar.wiki","https://az.wikipedia.org/wiki/%C3%87oxluqlar","88362c5448bc28122accb274981bc88722bc7a05a49800365b05cc0028ee4b72","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Azerbaijani; Set (mathematics); Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-AZ-DIFFERENTIAL-EQUATION","Azerbaijani","az","Oghuz","wikitext-source-body","native-source-body","source-witness","bodies/az/wikitext-20260629T101500Z/Differential equation__Diferensial tənliklər.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\az\Differential equation__Diferensial tənliklər.wiki","https://az.wikipedia.org/wiki/Diferensial_t%C9%99nlikl%C9%99r","0c69e93bbe406be0de3d073ffb2f77535e0014cea33a7c7904ffee1b9e916836","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Azerbaijani; Differential equation; Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-AZ-PROBABILITY","Azerbaijani","az","Oghuz","wikitext-source-body","native-source-body","source-witness","bodies/az/wikitext-20260629T101500Z/Probability__Ehtimal.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\az\Probability__Ehtimal.wiki","https://az.wikipedia.org/wiki/Ehtimal","2aa334a53ed1710a72d50e0c8cd92aceb92606daa0629d573dcaf316db242883","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Azerbaijani; Probability; Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-AZ-STATISTICS","Azerbaijani","az","Oghuz","wikitext-source-body","native-source-body","source-witness","bodies/az/wikitext-20260629T101500Z/Statistics__Statistika.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\az\Statistics__Statistika.wiki","https://az.wikipedia.org/wiki/Statistika","f241bf93295ffdb36ca0a87ea51e811c7f95b283e53046d6fb8fe819065a52c6","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Azerbaijani; Statistics; Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-UZ-MATHEMATICS","Uzbek","uz","Karluk","wikitext-source-body","native-source-body","source-witness","bodies/uz/wikitext-20260629T101500Z/Mathematics__Matematika.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\uz\Mathematics__Matematika.wiki","https://uz.wikipedia.org/wiki/Matematika","9fdd11dc453fbc3b814bd002a0f44955ca0326d6eb26f89e1efa53f03cdc3941","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Uzbek; Mathematics; Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-UZ-ALGEBRA","Uzbek","uz","Karluk","wikitext-source-body","native-source-body","source-witness","bodies/uz/wikitext-20260629T101500Z/Algebra__Algebra.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\uz\Algebra__Algebra.wiki","https://uz.wikipedia.org/wiki/Algebra","2746a44ad0951c52359991485d2ba228877c8b7acbdfd540c489ee05f6b6c6a9","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Uzbek; Algebra; Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-UZ-LINEAR-ALGEBRA","Uzbek","uz","Karluk","wikitext-source-body","native-source-body","source-witness","bodies/uz/wikitext-20260629T101500Z/Linear algebra__Chiziqli algebra.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\uz\Linear algebra__Chiziqli algebra.wiki","https://uz.wikipedia.org/wiki/Chiziqli_algebra","e385c1b4441ab74ecf79dad268c0f869303bffd052a9a6f7878c1913d6fc5415","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Uzbek; Linear algebra; Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-UZ-MATRIX-MATHEMATICS","Uzbek","uz","Karluk","wikitext-source-body","native-source-body","source-witness","bodies/uz/wikitext-20260629T101500Z/Matrix (mathematics)__Matritsa matematikada.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\uz\Matrix (mathematics)__Matritsa matematikada.wiki","https://uz.wikipedia.org/wiki/Matritsa_matematikada","fd36eacae3ee853fa09b7ccbe7f6f3efe67288b7259770b0f8bc5eb1b3efd5d2","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Uzbek; Matrix (mathematics); Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-UZ-POLYNOMIAL","Uzbek","uz","Karluk","wikitext-source-body","native-source-body","source-witness","bodies/uz/wikitext-20260629T101500Z/Polynomial__Koʻphad.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\uz\Polynomial__Koʻphad.wiki","https://uz.wikipedia.org/wiki/Ko%CA%BBphad","c5ced6a358f84078305fcccdbdd7804055ddc52866f0239b7921fad394b677e6","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Uzbek; Polynomial; Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-UZ-EQUATION","Uzbek","uz","Karluk","wikitext-source-body","native-source-body","source-witness","bodies/uz/wikitext-20260629T101500Z/Equation__Tenglama.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\uz\Equation__Tenglama.wiki","https://uz.wikipedia.org/wiki/Tenglama","f405e169d93e0f8d6e6bae38ba52d09230ddeb12b9e048cc1b0e865d8bdda546","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Uzbek; Equation; Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-UZ-FUNCTION-MATHEMATICS","Uzbek","uz","Karluk","wikitext-source-body","native-source-body","source-witness","bodies/uz/wikitext-20260629T101500Z/Function (mathematics)__Funksiya (matematika).wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\uz\Function (mathematics)__Funksiya (matematika).wiki","https://uz.wikipedia.org/wiki/Funksiya_(matematika)","68595d6814180422893dc17d2397b28620b3177c6e922481b1a147f30e6cf8dc","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Uzbek; Function (mathematics); Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-UZ-SET-MATHEMATICS","Uzbek","uz","Karluk","wikitext-source-body","native-source-body","source-witness","bodies/uz/wikitext-20260629T101500Z/Set (mathematics)__Toʻplam (matematika).wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\uz\Set (mathematics)__Toʻplam (matematika).wiki","https://uz.wikipedia.org/wiki/To%CA%BBplam_(matematika)","57afd70e933f903618754bc1480c6f0446f0ffa476f1914e4dd0a8938d389c81","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Uzbek; Set (mathematics); Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-UZ-DIFFERENTIAL-EQUATION","Uzbek","uz","Karluk","wikitext-source-body","native-source-body","source-witness","bodies/uz/wikitext-20260629T101500Z/Differential equation__Differensial tenglama.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\uz\Differential equation__Differensial tenglama.wiki","https://uz.wikipedia.org/wiki/Differensial_tenglama","89b61e19a8c5cde43affe9b52334dbf28f40bdc83197baa3f8a42510d76c8127","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Uzbek; Differential equation; Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-UZ-PROBABILITY","Uzbek","uz","Karluk","wikitext-source-body","native-source-body","source-witness","bodies/uz/wikitext-20260629T101500Z/Probability__Ehtimollik.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\uz\Probability__Ehtimollik.wiki","https://uz.wikipedia.org/wiki/Ehtimollik","738499d5f3cb66a9e0a136edc4afb72b99338871cdeeece0c3c1f308609c694d","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Uzbek; Probability; Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-UZ-STATISTICS","Uzbek","uz","Karluk","wikitext-source-body","native-source-body","source-witness","bodies/uz/wikitext-20260629T101500Z/Statistics__Statistika.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\uz\Statistics__Statistika.wiki","https://uz.wikipedia.org/wiki/Statistika","585d37ca4a55735de0220f718a0ef4b43bbe776138e6dd97d852149af04fa80b","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Uzbek; Statistics; Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-KK-MATHEMATICS","Kazakh","kk","Kipchak","wikitext-source-body","native-source-body","source-witness","bodies/kk/wikitext-20260629T101500Z/Mathematics__Математика.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\kk\Mathematics__Математика.wiki","https://kk.wikipedia.org/wiki/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0","cafb3a2bc0b7ebe059bc812afb3777425f5898f710fd740492733accd7af1fa1","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Kazakh; Mathematics; Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-KK-ALGEBRA","Kazakh","kk","Kipchak","wikitext-source-body","native-source-body","source-witness","bodies/kk/wikitext-20260629T101500Z/Algebra__Алгебра.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\kk\Algebra__Алгебра.wiki","https://kk.wikipedia.org/wiki/%D0%90%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0","3697bbb35238c411fb77aec41c40b7c514bf057dd7c09798a31ceac639400661","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Kazakh; Algebra; Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-KK-LINEAR-ALGEBRA","Kazakh","kk","Kipchak","wikitext-source-body","native-source-body","source-witness","bodies/kk/wikitext-20260629T101500Z/Linear algebra__Сызықтық алгебра.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\kk\Linear algebra__Сызықтық алгебра.wiki","https://kk.wikipedia.org/wiki/%D0%A1%D1%8B%D0%B7%D1%8B%D2%9B%D1%82%D1%8B%D2%9B_%D0%B0%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0","ce3e48104214dd1b76641b93a3ad1213890b90ac5078900340adf5119eeeecce","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Kazakh; Linear algebra; Wikipedia wikitext; Pan-Turkic source-canon recovery"
