"structural_id","structure_type","label","parent_id","order","cross_reference_ids","source_line_start","source_line_end","source_lf_sha256","target_unit","target_path","target_line_start","target_line_end","target_file_sha256","target_lf_sha256","language","completion_state","review_state","publication_state","continuation_cursor"
"NOE-P42-KO-THM-III-003","theorem","Theorem III.3 arbitrary region","NOE-P42-KO-SEC-III-001","82","","209","210","FEA3BA4644D5CE86709DD724F7D62EAB8364B34C91A289C6B1F217A18515CC2F","U11","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U11_translation_draft_v001.tex","30","31","230C4D24A3FDC5796F0FB77F4420030AB0C68208795AF8798D18453A53BDEE01","94081392048957BFEF6AB9182BC11004A46090756B31691D3A7A0CB1278BE6C0","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 210"
"NOE-P42-KO-PARA-013","paragraph","Local operator replacement","NOE-P42-KO-THM-III-003","83","","212","212","669558DA01C5A7D849684AF43C289BCE85AE51E67741F9AB6F5088275A441901","U11","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U11_translation_draft_v001.tex","33","33","230C4D24A3FDC5796F0FB77F4420030AB0C68208795AF8798D18453A53BDEE01","0E61A2F3BCCF8A8549C514596A5235297AA6CF56C2A6C266EF67795FF64388B5","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 212"
"NOE-P42-KO-PARA-014","paragraph","Existence of a principal region","NOE-P42-KO-SEC-III-001","84","NOE-P42-KO-NOTE-012","214","214","47A5B146D52127071F091A54F224E2F22F2153C8819BF0A44F7F9E806DC49A8F","U11","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U11_translation_draft_v001.tex","35","35","230C4D24A3FDC5796F0FB77F4420030AB0C68208795AF8798D18453A53BDEE01","84D79D4AB2B07A6AAC12BB816DF9624BF0A4C7923F2EE23D4191EDA90D6FCFEC","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 214"
"NOE-P42-KO-NOTE-012","note","Footnote 12 Hasse and Chevalley alternative proof","NOE-P42-KO-PARA-014","85","","214","214","47A5B146D52127071F091A54F224E2F22F2153C8819BF0A44F7F9E806DC49A8F","U11","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U11_translation_draft_v001.tex","35","35","230C4D24A3FDC5796F0FB77F4420030AB0C68208795AF8798D18453A53BDEE01","84D79D4AB2B07A6AAC12BB816DF9624BF0A4C7923F2EE23D4191EDA90D6FCFEC","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 214"
"NOE-P42-KO-BIB-005","bibliography_item","Hasse and Chevalley cross-references","NOE-P42-KO-NOTE-012","86","","214","214","47A5B146D52127071F091A54F224E2F22F2153C8819BF0A44F7F9E806DC49A8F","U11","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U11_translation_draft_v001.tex","35","35","230C4D24A3FDC5796F0FB77F4420030AB0C68208795AF8798D18453A53BDEE01","84D79D4AB2B07A6AAC12BB816DF9624BF0A4C7923F2EE23D4191EDA90D6FCFEC","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 214"
"NOE-P42-KO-PARA-015","paragraph","Closing characterization questions","NOE-P42-KO-WORK-001","87","","216","216","6CAE510B06E11A5036D96A02827C7D4C0BAEB828235AAEB9785B23F7D4F7ECCC","U12","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U12_translation_draft_v001.tex","8","8","E210DFDB2F4AA639E2DFD1F9B2A5930EA2016CF8C2C7B703C9C66A7FF2D53455","EE488D86F3241674947049CE7FB3C2E87299C0CD0FC4402AFC3B8D8107AC4FE5","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 216"
"NOE-P42-KO-EX-001","example","Quaternion maximal-order example","NOE-P42-KO-WORK-001","88","NOE-P42-KO-EQ-023;NOE-P42-KO-EQ-024","218","226","FAEE8995B615E0A7EAAED60447EED668CEFFA90880DD375D57A19E5A61A0AFF1","U12","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U12_translation_draft_v001.tex","10","18","E210DFDB2F4AA639E2DFD1F9B2A5930EA2016CF8C2C7B703C9C66A7FF2D53455","210F5105C17E4C53FFFD0E99EA413031A1C1E5569D7745A7CCC2A228D75A01E4","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 226"
"NOE-P42-KO-EQ-023","equation","Quaternion maximal order","NOE-P42-KO-EX-001","89","","219","221","D4726DA92834A03A12C88A39B2200D5661AC12A5E5CDDB89D5EDD51F891D28E4","U12","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U12_translation_draft_v001.tex","11","13","E210DFDB2F4AA639E2DFD1F9B2A5930EA2016CF8C2C7B703C9C66A7FF2D53455","D4726DA92834A03A12C88A39B2200D5661AC12A5E5CDDB89D5EDD51F891D28E4","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 221"
"NOE-P42-KO-EQ-024","equation","Third-root field order","NOE-P42-KO-EX-001","90","","223","225","813DBCED5E129D42E515E26677D7CE28FA5BD2F013327C77B548D362213E856D","U12","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U12_translation_draft_v001.tex","15","17","E210DFDB2F4AA639E2DFD1F9B2A5930EA2016CF8C2C7B703C9C66A7FF2D53455","813DBCED5E129D42E515E26677D7CE28FA5BD2F013327C77B548D362213E856D","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 225"
"NOE-P42-KO-PLACE-DATE-001","place_date","Göttingen August 1932","NOE-P42-KO-WORK-001","91","","228","230","AD7C8E4FD4A15A0E503F526DA5DA0B051808269ACF9C5D9FE4D474C0670377CB","U12","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U12_translation_draft_v001.tex","20","22","E210DFDB2F4AA639E2DFD1F9B2A5930EA2016CF8C2C7B703C9C66A7FF2D53455","0DA9BB39C7A7C8C002B88724291120C01A660E6DAB6D0206423E2D204801E144","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 230"
