application_id,candidate_id,reader,reference_form,source_relpath,source_line,source_column,visible_text,raw_tex,context,source_sha256,target_label,pdf_destination,target_id,classification,status,resolution_basis
ega3.ega3.application.sha256.609ab63aeee5e8941f2f22a9966098529cac7f70e4913d02006eaecd9a2bec9d,ega3.ega3.candidate.sha256.609ab63aeee5e8941f2f22a9966098529cac7f70e4913d02006eaecd9a2bec9d,ega3,sref,ega3/ega3-7-4.tex,506,1,III.7.4.7,\sref{III.7.4.7},\sref{III.7.4.7} recovers the fact that,60083C6A7F3AE2CA9983DC85473174346219D7397C0C81A54E77DF45BE800206,III.7.4.7,AMS.276,ega3.ega3.target.sha256.697b6346c31647bce4949a2be8fe91091cd720ccf05242a84ccdd22eee63c48f,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.04a68311ef86943d2f7685aba45787fc1b9cad6a182ad0ba83bde382c676e639,ega3.ega3.candidate.sha256.04a68311ef86943d2f7685aba45787fc1b9cad6a182ad0ba83bde382c676e639,ega3,sref,ega3/ega3-7-4.tex,512,20,III.7.4.7,\sref{III.7.4.7},that contains both \sref{III.7.4.7} and,60083C6A7F3AE2CA9983DC85473174346219D7397C0C81A54E77DF45BE800206,III.7.4.7,AMS.276,ega3.ega3.target.sha256.697b6346c31647bce4949a2be8fe91091cd720ccf05242a84ccdd22eee63c48f,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.7ee4f173323c3bf18a1b812c324e16757104f771a1b1e31cf014f5e5de268468,ega3.ega3.candidate.sha256.7ee4f173323c3bf18a1b812c324e16757104f771a1b1e31cf014f5e5de268468,ega3,sref,ega3/ega3-7-4.tex,516,4,III.7.4.7,\sref{III.7.4.7},of \sref{III.7.4.7} does not use their flatness. It would be,60083C6A7F3AE2CA9983DC85473174346219D7397C0C81A54E77DF45BE800206,III.7.4.7,AMS.276,ega3.ega3.target.sha256.697b6346c31647bce4949a2be8fe91091cd720ccf05242a84ccdd22eee63c48f,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.9d8089043bc7fe7bfc6fb519c8550b2f3102badc5262943cdcb18ed3540cf65e,ega3.ega3.candidate.sha256.9d8089043bc7fe7bfc6fb519c8550b2f3102badc5262943cdcb18ed3540cf65e,ega3,sref,ega3/ega3-7-4.tex,517,43,III.7.4.7,\sref{III.7.4.7},worth examining whether the conclusion of \sref{III.7.4.7},60083C6A7F3AE2CA9983DC85473174346219D7397C0C81A54E77DF45BE800206,III.7.4.7,AMS.276,ega3.ega3.target.sha256.697b6346c31647bce4949a2be8fe91091cd720ccf05242a84ccdd22eee63c48f,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.ee0a85d7a3d3ad82b39d9aa6957c4c25b742a13a4e5c364e9b574aebe0f91494,ega3.ega3.candidate.sha256.ee0a85d7a3d3ad82b39d9aa6957c4c25b742a13a4e5c364e9b574aebe0f91494,ega3,eqref,ega3/ega3-7-4.tex,127,1,III.7.4.2.1.eq,\eqref{III.7.4.2.1.eq},\eqref{III.7.4.2.1.eq} shows that $u$ is a monomorphism.,60083C6A7F3AE2CA9983DC85473174346219D7397C0C81A54E77DF45BE800206,III.7.4.2.1.eq,AMS.275,ega3.ega3.target.sha256.a27db3941fa4ba6c60cdc3383ff4d0f0d598c4e036df77a6f6fc55e576c291af,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.69ef063c51a7621e801bcac9f544644f2a8ac3700bdec44f163ed14168e143c6,ega3.ega3.candidate.sha256.69ef063c51a7621e801bcac9f544644f2a8ac3700bdec44f163ed14168e143c6,ega3,eqref,ega3/ega3-7-4.tex,260,32,III.7.4.1.1.eq,\eqref{III.7.4.1.1.eq},homological functor defined by \eqref{III.7.4.1.1.eq}. Then,60083C6A7F3AE2CA9983DC85473174346219D7397C0C81A54E77DF45BE800206,III.7.4.1.1.eq,AMS.272,ega3.ega3.target.sha256.00c1724ebd156c78c24aaa30c0d506c2240afa1e015555fd884816d4128951ba,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.f16fefad4e81218f9dc33d056525e33ffbf238b4c26f3c65a26dad7410058c75,ega3.ega3.candidate.sha256.f16fefad4e81218f9dc33d056525e33ffbf238b4c26f3c65a26dad7410058c75,ega3,eqref,ega3/ega3-7-4.tex,286,8,III.7.4.1.3.eq,\eqref{III.7.4.1.3.eq},"Taking \eqref{III.7.4.1.3.eq} into account, the hypothesis and",60083C6A7F3AE2CA9983DC85473174346219D7397C0C81A54E77DF45BE800206,III.7.4.1.3.eq,AMS.274,ega3.ega3.target.sha256.ac6175fdaf3d79ad0e2e560f9938c53210a0d3d9ec9c93aaa7b8d899978148d9,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.d31edfde9afd363a6005966bbbb62486669c3d718d7ea31d06763fe967d69d94,ega3.ega3.candidate.sha256.d31edfde9afd363a6005966bbbb62486669c3d718d7ea31d06763fe967d69d94,ega3,eqref,ega3/ega3-7-4.tex,334,1,III.7.4.6.1.eq,\eqref{III.7.4.6.1.eq},\eqref{III.7.4.6.1.eq} is left exact.,60083C6A7F3AE2CA9983DC85473174346219D7397C0C81A54E77DF45BE800206,III.7.4.6.1.eq,AMS.276,ega3.ega3.target.sha256.697b6346c31647bce4949a2be8fe91091cd720ccf05242a84ccdd22eee63c48f,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.8c2b2fbea8ac2b474aad736dfcfe72c33032fdeb72bee2dc68202450891e0983,ega3.ega3.candidate.sha256.8c2b2fbea8ac2b474aad736dfcfe72c33032fdeb72bee2dc68202450891e0983,ega3,eqref,ega3/ega3-7-4.tex,507,1,III.4.1.7.1,\eqref{III.4.1.7.1},"\eqref{III.4.1.7.1} is an isomorphism, which is the",60083C6A7F3AE2CA9983DC85473174346219D7397C0C81A54E77DF45BE800206,III.4.1.7.1,AMS.116,ega3.ega3.target.sha256.a138cfba12a0db9eeed59e9dd2321ef8a6bebe1d2feebeb2437ad6bbbd997bd7,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.0e1cc24d3a0aa26673caf443f200f2a1c3aec7beba8958e97661cb9137851b4f,ega3.ega3.candidate.sha256.0e1cc24d3a0aa26673caf443f200f2a1c3aec7beba8958e97661cb9137851b4f,ega3,eqref,ega3/ega3-7-4.tex,513,1,III.4.1.7.1,\eqref{III.4.1.7.1},\eqref{III.4.1.7.1} as special cases.,60083C6A7F3AE2CA9983DC85473174346219D7397C0C81A54E77DF45BE800206,III.4.1.7.1,AMS.116,ega3.ega3.target.sha256.a138cfba12a0db9eeed59e9dd2321ef8a6bebe1d2feebeb2437ad6bbbd997bd7,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.e5f86ecde9ef75b845d178ba7228681b4b9a7faf7669663f36d8c6c2ff1bcd9c,ega3.ega3.candidate.sha256.e5f86ecde9ef75b845d178ba7228681b4b9a7faf7669663f36d8c6c2ff1bcd9c,ega3,sref,ega3/ega3-7-5.tex,20,1,III.7.2.3.1,\sref{III.7.2.3.1},\sref{III.7.2.3.1},F9569ACA0A72C0B8139E672241CC999D84C8BCCA0AEC08FF677C08F49310A8D0,III.7.2.3.1,AMS.258,ega3.ega3.target.sha256.91c498b094bf0df823ccd8d4a81a8ac72862e222fa9b2eac4df659a3b22868e0,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.6cc219770e7d9efd1983e7841465d7a01aa482b85e7bc347f5efff5e10b3a0bf,ega3.ega3.candidate.sha256.6cc219770e7d9efd1983e7841465d7a01aa482b85e7bc347f5efff5e10b3a0bf,ega3,sref,ega3/ega3-7-5.tex,109,1,III.7.2.7,\sref{III.7.2.7},"\sref{III.7.2.7} shows that (b) and (d) are equivalent,",F9569ACA0A72C0B8139E672241CC999D84C8BCCA0AEC08FF677C08F49310A8D0,III.7.2.7,AMS.261,ega3.ega3.target.sha256.4f8bd2c508e948d9e76ba8f48d25079e15cf761fe70138b94e31521fc3e41e27,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.62a9173c9a6741c95f7da5275cdf46dcaa6c924bc4e106184f4f9607899e1b76,ega3.ega3.candidate.sha256.62a9173c9a6741c95f7da5275cdf46dcaa6c924bc4e106184f4f9607899e1b76,ega3,sref,ega3/ega3-7-5.tex,116,33,III.7.5.2,\sref{III.7.5.2},"Under the general hypotheses of \sref{III.7.5.2}, if",F9569ACA0A72C0B8139E672241CC999D84C8BCCA0AEC08FF677C08F49310A8D0,III.7.5.2,AMS.280,ega3.ega3.target.sha256.008273ce5d338dd8ea2d787c3d9129ab8a2a844b86fd5babd2204d9836908af2,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.b378df3f858c1293b4653e3b04a3f6aab37051b52369af20ec5f9c11de5248cf,ega3.ega3.candidate.sha256.b378df3f858c1293b4653e3b04a3f6aab37051b52369af20ec5f9c11de5248cf,ega3,sref,ega3/ega3-7-5.tex,179,4,III.7.3.3,\sref{III.7.3.3},"By \sref{III.7.3.3}, condition (a) is equivalent to saying",F9569ACA0A72C0B8139E672241CC999D84C8BCCA0AEC08FF677C08F49310A8D0,III.7.3.3,AMS.263,ega3.ega3.target.sha256.89defe2cc535d946d4c6e8959eee19a8e50fb60403d16a7a19bf931829a88e43,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.79cc3719a964d82d009cb1c1743ec961ce8a0fbfa7727a1d825a6e5466386011,ega3.ega3.candidate.sha256.79cc3719a964d82d009cb1c1743ec961ce8a0fbfa7727a1d825a6e5466386011,ega3,sref,ega3/ega3-7-5.tex,182,21,III.7.3.1,\sref{III.7.3.1},same argument as in \sref{III.7.3.1} shows that (e) is,F9569ACA0A72C0B8139E672241CC999D84C8BCCA0AEC08FF677C08F49310A8D0,III.7.3.1,subsection*.262,ega3.ega3.target.sha256.4e21c51b4414735d1f5a581ab348b45f2e309e7ca0d2d12f403eaa926ea62cde,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.d5b2d73fb1d81d914a1a863595932529d5fe966e8f3a5e4675bf5ca78a93ffba,ega3.ega3.candidate.sha256.d5b2d73fb1d81d914a1a863595932529d5fe966e8f3a5e4675bf5ca78a93ffba,ega3,sref,ega3/ega3-7-5.tex,185,1,III.7.5.2,\sref{III.7.5.2},\sref{III.7.5.2} that (a) and (e) are equivalent; the same,F9569ACA0A72C0B8139E672241CC999D84C8BCCA0AEC08FF677C08F49310A8D0,III.7.5.2,AMS.280,ega3.ega3.target.sha256.008273ce5d338dd8ea2d787c3d9129ab8a2a844b86fd5babd2204d9836908af2,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.db26b76b09b49a1108140e5e5703f7f0bb4258bd63d6ff09fdd5824b6ab4aeaf,ega3.ega3.candidate.sha256.db26b76b09b49a1108140e5e5703f7f0bb4258bd63d6ff09fdd5824b6ab4aeaf,ega3,sref,ega3/ega3-7-5.tex,191,39,III.7.3.1,\sref{III.7.3.1},of (a) and (b) therefore follows from \sref{III.7.3.1} and,F9569ACA0A72C0B8139E672241CC999D84C8BCCA0AEC08FF677C08F49310A8D0,III.7.3.1,subsection*.262,ega3.ega3.target.sha256.4e21c51b4414735d1f5a581ab348b45f2e309e7ca0d2d12f403eaa926ea62cde,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.77e8e15b2cdfe19e8f68f6e94924e7d53ce4b5d9adbf464172e9b6ccadc327ed,ega3.ega3.candidate.sha256.77e8e15b2cdfe19e8f68f6e94924e7d53ce4b5d9adbf464172e9b6ccadc327ed,ega3,sref,ega3/ega3-7-5.tex,192,1,III.7.3.3,\sref{III.7.3.3},\sref{III.7.3.3}.,F9569ACA0A72C0B8139E672241CC999D84C8BCCA0AEC08FF677C08F49310A8D0,III.7.3.3,AMS.263,ega3.ega3.target.sha256.89defe2cc535d946d4c6e8959eee19a8e50fb60403d16a7a19bf931829a88e43,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.548a8f3d69515e48955dc8ff9d8d011db866c3371a5a81a541b1b5437c633020,ega3.ega3.candidate.sha256.548a8f3d69515e48955dc8ff9d8d011db866c3371a5a81a541b1b5437c633020,ega3,sref,ega3/ega3-7-5.tex,197,40,III.7.5.4,\sref{III.7.5.4},Suppose that the general hypotheses of \sref{III.7.5.4} hold.,F9569ACA0A72C0B8139E672241CC999D84C8BCCA0AEC08FF677C08F49310A8D0,III.7.5.4,AMS.280,ega3.ega3.target.sha256.008273ce5d338dd8ea2d787c3d9129ab8a2a844b86fd5babd2204d9836908af2,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.7e53c9d76c626cd1dfd71be31891ad0499dcc9e104afd3320500dd27042320e5,ega3.ega3.candidate.sha256.7e53c9d76c626cd1dfd71be31891ad0499dcc9e104afd3320500dd27042320e5,ega3,sref,ega3/ega3-7-5.tex,213,36,III.7.5.3,\sref{III.7.5.3},"Assertion (i) follows at once from \sref{III.7.5.3}, since",F9569ACA0A72C0B8139E672241CC999D84C8BCCA0AEC08FF677C08F49310A8D0,III.7.5.3,AMS.280,ega3.ega3.target.sha256.008273ce5d338dd8ea2d787c3d9129ab8a2a844b86fd5babd2204d9836908af2,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.29b4f9f02510085e9dab145eaac2ec55164de52522be5f116b13c7ed0910f47e,ega3.ega3.candidate.sha256.29b4f9f02510085e9dab145eaac2ec55164de52522be5f116b13c7ed0910f47e,ega3,sref,ega3/ega3-7-5.tex,216,1,III.7.3.3,\sref{III.7.3.3},"\sref{III.7.3.3} into account, (i) immediately gives the first",F9569ACA0A72C0B8139E672241CC999D84C8BCCA0AEC08FF677C08F49310A8D0,III.7.3.3,AMS.263,ega3.ega3.target.sha256.89defe2cc535d946d4c6e8959eee19a8e50fb60403d16a7a19bf931829a88e43,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.fc27a94d6765fb6cff5a2c475f175d191ac3f162ef09d19b205c73233fe52687,ega3.ega3.candidate.sha256.fc27a94d6765fb6cff5a2c475f175d191ac3f162ef09d19b205c73233fe52687,ega3,sref,ega3/ega3-7-5.tex,218,6,III.7.5.4,\sref{III.7.5.4},from \sref{III.7.5.4}.,F9569ACA0A72C0B8139E672241CC999D84C8BCCA0AEC08FF677C08F49310A8D0,III.7.5.4,AMS.280,ega3.ega3.target.sha256.008273ce5d338dd8ea2d787c3d9129ab8a2a844b86fd5babd2204d9836908af2,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.a131f87267cd71d5c4f2020a1501a314107f6b6cd16840cb51a13c009fcd364d,ega3.ega3.candidate.sha256.a131f87267cd71d5c4f2020a1501a314107f6b6cd16840cb51a13c009fcd364d,ega3,sref,ega3/ega3-7-5.tex,223,40,III.7.5.4,\sref{III.7.5.4},"Suppose that the general hypotheses of \sref{III.7.5.4} hold,",F9569ACA0A72C0B8139E672241CC999D84C8BCCA0AEC08FF677C08F49310A8D0,III.7.5.4,AMS.280,ega3.ega3.target.sha256.008273ce5d338dd8ea2d787c3d9129ab8a2a844b86fd5babd2204d9836908af2,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.d7bd1609b8acfeae07f10d1c4a566181ed0a7873d80da061e78de0e982a620a3,ega3.ega3.candidate.sha256.d7bd1609b8acfeae07f10d1c4a566181ed0a7873d80da061e78de0e982a620a3,ega3,sref,ega3/ega3-7-5.tex,236,1,III.7.3.3,\sref{III.7.3.3},"\sref{III.7.3.3}). To prove (i), let $f$ be a generator of",F9569ACA0A72C0B8139E672241CC999D84C8BCCA0AEC08FF677C08F49310A8D0,III.7.3.3,AMS.263,ega3.ega3.target.sha256.89defe2cc535d946d4c6e8959eee19a8e50fb60403d16a7a19bf931829a88e43,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.9ec52d85179dd4f0601a2ef78317807fae5ee5a28dc259d859ea87cc4010e556,ega3.ega3.candidate.sha256.9ec52d85179dd4f0601a2ef78317807fae5ee5a28dc259d859ea87cc4010e556,ega3,sref,ega3/ega3-7-5.tex,264,6,III.7.5.2,\sref{III.7.5.2},from \sref{III.7.5.2}.,F9569ACA0A72C0B8139E672241CC999D84C8BCCA0AEC08FF677C08F49310A8D0,III.7.5.2,AMS.280,ega3.ega3.target.sha256.008273ce5d338dd8ea2d787c3d9129ab8a2a844b86fd5babd2204d9836908af2,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.a76b770e4a21a7a071b9163d7de120ffacefa9ffd63ccf359f280f08410c2e32,ega3.ega3.candidate.sha256.a76b770e4a21a7a071b9163d7de120ffacefa9ffd63ccf359f280f08410c2e32,ega3,sref,ega3/ega3-7-5.tex,269,4,III.7.4.7,\sref{III.7.4.7},"By \sref{III.7.4.7}, the general hypotheses of",F9569ACA0A72C0B8139E672241CC999D84C8BCCA0AEC08FF677C08F49310A8D0,III.7.4.7,AMS.276,ega3.ega3.target.sha256.697b6346c31647bce4949a2be8fe91091cd720ccf05242a84ccdd22eee63c48f,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.ebc264421591dab4a021280e760693a0382f0a55e7402fdc514a42ac02bd3c81,ega3.ega3.candidate.sha256.ebc264421591dab4a021280e760693a0382f0a55e7402fdc514a42ac02bd3c81,ega3,sref,ega3/ega3-7-5.tex,270,1,III.7.4.4,\sref{III.7.4.4},\sref{III.7.4.4} imply that the homological functor,F9569ACA0A72C0B8139E672241CC999D84C8BCCA0AEC08FF677C08F49310A8D0,III.7.4.4,AMS.275,ega3.ega3.target.sha256.a27db3941fa4ba6c60cdc3383ff4d0f0d598c4e036df77a6f6fc55e576c291af,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.03e18fcb421b489add1fcca3291cd86a8e2b0f9a567ae6347eb07ca114f156be,ega3.ega3.candidate.sha256.03e18fcb421b489add1fcca3291cd86a8e2b0f9a567ae6347eb07ca114f156be,ega3,sref,ega3/ega3-7-5.tex,272,23,III.7.5.4,\sref{III.7.5.4},"general hypotheses of \sref{III.7.5.4}. In that case,",F9569ACA0A72C0B8139E672241CC999D84C8BCCA0AEC08FF677C08F49310A8D0,III.7.5.4,AMS.280,ega3.ega3.target.sha256.008273ce5d338dd8ea2d787c3d9129ab8a2a844b86fd5babd2204d9836908af2,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.0a4a8947fb84060967f64c2f5245e44b3b60c8da48ed936472d8accad6821d4e,ega3.ega3.candidate.sha256.0a4a8947fb84060967f64c2f5245e44b3b60c8da48ed936472d8accad6821d4e,ega3,sref,ega3/ega3-7-5.tex,273,1,III.7.5.6,\sref{III.7.5.6},\sref{III.7.5.6} is therefore contained in,F9569ACA0A72C0B8139E672241CC999D84C8BCCA0AEC08FF677C08F49310A8D0,III.7.5.6,AMS.280,ega3.ega3.target.sha256.008273ce5d338dd8ea2d787c3d9129ab8a2a844b86fd5babd2204d9836908af2,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.d82e78c59a587cf45f40fca0f808a2d72f31363c4eebd54ee1bd4a804ae4ba7c,ega3.ega3.candidate.sha256.d82e78c59a587cf45f40fca0f808a2d72f31363c4eebd54ee1bd4a804ae4ba7c,ega3,sref,ega3/ega3-7-5.tex,274,1,III.7.4.3,\sref{III.7.4.3},\sref{III.7.4.3}.,F9569ACA0A72C0B8139E672241CC999D84C8BCCA0AEC08FF677C08F49310A8D0,III.7.4.3,AMS.275,ega3.ega3.target.sha256.a27db3941fa4ba6c60cdc3383ff4d0f0d598c4e036df77a6f6fc55e576c291af,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.ea794fa9133d9ee9ef9a26b6527cf7bea168917c7614e8a7a000c0c7c0dbe48f,ega3.ega3.candidate.sha256.ea794fa9133d9ee9ef9a26b6527cf7bea168917c7614e8a7a000c0c7c0dbe48f,ega3,eqref,ega3/ega3-7-5.tex,51,24,III.7.5.1.1.eq,\eqref{III.7.5.1.1.eq},canonical homomorphism \eqref{III.7.5.1.1.eq} is an,F9569ACA0A72C0B8139E672241CC999D84C8BCCA0AEC08FF677C08F49310A8D0,III.7.5.1.1.eq,AMS.280,ega3.ega3.target.sha256.008273ce5d338dd8ea2d787c3d9129ab8a2a844b86fd5babd2204d9836908af2,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.59fa3bb6bf47c6984f9c798c6436a92311262b4c2306e29f9ff98c5bd29143eb,ega3.ega3.candidate.sha256.59fa3bb6bf47c6984f9c798c6436a92311262b4c2306e29f9ff98c5bd29143eb,ega3,eqref,ega3/ega3-7-5.tex,123,1,III.7.3.5.4.eq,\eqref{III.7.3.5.4.eq},\eqref{III.7.3.5.4.eq} shows that $T(E)=0$ for every,F9569ACA0A72C0B8139E672241CC999D84C8BCCA0AEC08FF677C08F49310A8D0,III.7.3.5.4.eq,AMS.267,ega3.ega3.target.sha256.b66c79f693da751788da62fe2b18d1521ecb6a0b97fc1503d97fc4558488555e,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.2d905092863cb76c332703535cfd6d3ff79d554cc9e65867437edf9b2fc3af54,ega3.ega3.candidate.sha256.2d905092863cb76c332703535cfd6d3ff79d554cc9e65867437edf9b2fc3af54,ega3,eqref,ega3/ega3-7-5.tex,271,24,III.7.4.1.1.eq,\eqref{III.7.4.1.1.eq},$T_\bullet$ defined by \eqref{III.7.4.1.1.eq} satisfies the,F9569ACA0A72C0B8139E672241CC999D84C8BCCA0AEC08FF677C08F49310A8D0,III.7.4.1.1.eq,AMS.272,ega3.ega3.target.sha256.00c1724ebd156c78c24aaa30c0d506c2240afa1e015555fd884816d4128951ba,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.6295f33ea030cfa19e1ad4ff1d531beac8c834a91f1912ae52ee00ce0f599c1b,ega3.ega3.candidate.sha256.6295f33ea030cfa19e1ad4ff1d531beac8c834a91f1912ae52ee00ce0f599c1b,ega3,sref,ega3/ega3-7-6.tex,9,25,III.7.4.1,\sref{III.7.4.1},"Under the hypotheses of \sref{III.7.4.1}, let $B$ be a",BBDB23D0C1CEBC0C86AB8D44A5ACBCEB6A004DF6D21699185A2F1E5BC1DEFACE,III.7.4.1,subsection*.271,ega3.ega3.target.sha256.c322a79d759586e3d4a1addabd5ad1a59c4b6e038c3fdd29706cc668e9742a99,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.06467d86e7b63680acb3b12ad0bd31cee5a7bd3aa2f731185c00fb0a8fbbad32,ega3.ega3.candidate.sha256.06467d86e7b63680acb3b12ad0bd31cee5a7bd3aa2f731185c00fb0a8fbbad32,ega3,sref,ega3/ega3-7-6.tex,18,4,III.7.1.3,\sref{III.7.1.3},"of \sref{III.7.1.3}. Conversely, suppose first that $B$ is a",BBDB23D0C1CEBC0C86AB8D44A5ACBCEB6A004DF6D21699185A2F1E5BC1DEFACE,III.7.1.3,subsection*.253,ega3.ega3.target.sha256.546b179b349888d0a8151e8f5a204711efffdce1cc2551d43971aaf838299c39,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.2198e5cfedd22b0c4bab8a6573e20193b3d59df8980676266e2b3d5042e40140,ega3.ega3.candidate.sha256.2198e5cfedd22b0c4bab8a6573e20193b3d59df8980676266e2b3d5042e40140,ega3,sref,ega3/ega3-7-6.tex,44,21,III.7.6.9 ((i)),\sref{III.7.6.9}[(i)],One may ask whether \sref{III.7.6.9}[(i)] can be strengthened,BBDB23D0C1CEBC0C86AB8D44A5ACBCEB6A004DF6D21699185A2F1E5BC1DEFACE,III.7.6.9,AMS.290,ega3.ega3.target.sha256.8b1d6a23d95e5f393dee0a5f4ee987b1d8e0cc227adda1644fba9232cfad25cc,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.6897ba5915d7e520f1a23eadf732f89ff18d147b83e0aacc02d83baf19e8477b,ega3.ega3.candidate.sha256.6897ba5915d7e520f1a23eadf732f89ff18d147b83e0aacc02d83baf19e8477b,ega3,sref,ega3/ega3-7-6.tex,55,7,III.7.6.5,\sref{III.7.6.5},ideal \sref{III.7.6.5}. Restrict now to the case in which,BBDB23D0C1CEBC0C86AB8D44A5ACBCEB6A004DF6D21699185A2F1E5BC1DEFACE,III.7.6.5,AMS.286,ega3.ega3.target.sha256.c09a5447e3ae6a1ef99b9ce6e1b23886d64fe1b2f4ae5f3eff807735e9772c33,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.bd76d5d3affa1ed8151b11b69d3e4cbe0b43b1474bf7b4fbad63f641e18e05bd,ega3.ega3.candidate.sha256.bd76d5d3affa1ed8151b11b69d3e4cbe0b43b1474bf7b4fbad63f641e18e05bd,ega3,sref,ega3/ega3-7-6.tex,211,24,III.7.6.11.6,\sref{III.7.6.11.6},"\textnormal{a)}, apply \sref{III.7.6.11.6} to the two-term",BBDB23D0C1CEBC0C86AB8D44A5ACBCEB6A004DF6D21699185A2F1E5BC1DEFACE,III.7.6.11.6,AMS.299,ega3.ega3.target.sha256.adcb2f90864f52817f41d1346b0ffa66e6f68c0be73bcf696c3c560cdf3774e5,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.d0a616afea09de1dd68f74deae74c0d7f92a1a3a78223ab326444c74a166caf8,ega3.ega3.candidate.sha256.d0a616afea09de1dd68f74deae74c0d7f92a1a3a78223ab326444c74a166caf8,ega3,sref,ega3/ega3-7-6.tex,285,25,III.7.4.1,\sref{III.7.4.1},"Under the hypotheses of \sref{III.7.4.1}, suppose in addition",BBDB23D0C1CEBC0C86AB8D44A5ACBCEB6A004DF6D21699185A2F1E5BC1DEFACE,III.7.4.1,subsection*.271,ega3.ega3.target.sha256.c322a79d759586e3d4a1addabd5ad1a59c4b6e038c3fdd29706cc668e9742a99,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.bac6bc1c0e82740e98e5b39802d87a096f24ab99d2c48f628a32c4498c1d7f03,ega3.ega3.candidate.sha256.bac6bc1c0e82740e98e5b39802d87a096f24ab99d2c48f628a32c4498c1d7f03,ega3,sref,ega3/ega3-7-6.tex,294,4,III.7.3.1,\sref{III.7.3.1},"By \sref{III.7.3.1} and \sref{III.7.3.3}, we may restrict",BBDB23D0C1CEBC0C86AB8D44A5ACBCEB6A004DF6D21699185A2F1E5BC1DEFACE,III.7.3.1,subsection*.262,ega3.ega3.target.sha256.4e21c51b4414735d1f5a581ab348b45f2e309e7ca0d2d12f403eaa926ea62cde,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.9b694eaf49cb883563d1bc851beb6a4d2836ef4698b3606e8fd63636124a9077,ega3.ega3.candidate.sha256.9b694eaf49cb883563d1bc851beb6a4d2836ef4698b3606e8fd63636124a9077,ega3,sref,ega3/ega3-7-6.tex,294,25,III.7.3.3,\sref{III.7.3.3},"By \sref{III.7.3.1} and \sref{III.7.3.3}, we may restrict",BBDB23D0C1CEBC0C86AB8D44A5ACBCEB6A004DF6D21699185A2F1E5BC1DEFACE,III.7.3.3,AMS.263,ega3.ega3.target.sha256.89defe2cc535d946d4c6e8959eee19a8e50fb60403d16a7a19bf931829a88e43,explicit_same_reader_reference,applied_local_link,exact active local aux label
