residual_id,candidate_id,reader,reference_form,source_relpath,source_line,source_column,visible_text,raw_tex,context,source_sha256,target_label,pdf_destination,target_id,classification,status,resolution_basis
ega3.ega3.residual.sha256.c2450db3e662a4339e1bbdcfbdf5f2e5dbc088d419759cae67cc35805a43a91e,ega3.ega3.candidate.sha256.c2450db3e662a4339e1bbdcfbdf5f2e5dbc088d419759cae67cc35805a43a91e,ega3,sref,ega3/ega3-2.tex,1836,34,I.6.3.7,\sref[I]{I.6.3.7},"Finally, since $X$ is Noetherian \sref[I]{I.6.3.7}, the ampleness of",400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,I.6.3.7,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.d0f83cac02d18ec1fefa6d0e1eabdb06d27f927e2b0b9d6160c0013ef8281be9,ega3.ega3.candidate.sha256.d0f83cac02d18ec1fefa6d0e1eabdb06d27f927e2b0b9d6160c0013ef8281be9,ega3,sref,ega3/ega3-2.tex,1837,40,II.4.5.14,\sref[II]{II.4.5.14},$j^*(\sh{L})$ implies that of $\sh{L}$ \sref[II]{II.4.5.14}.,400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,II.4.5.14,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.3d6d75c817baf3deed266dabf3919a91e8fa104ad413c7caa5aaf2545ceca68f,ega3.ega3.candidate.sha256.3d6d75c817baf3deed266dabf3919a91e8fa104ad413c7caa5aaf2545ceca68f,ega3,sref,ega3/ega3-2.tex,1846,19,II.6.6.11,\sref[II]{II.6.6.11},The hypotheses of \sref[II]{II.6.6.11} are now satisfied.,400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,II.6.6.11,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.a693875ff57348862a3add6c1b3c19793bbd94b681954fcfdb24c6974677dc9e,ega3.ega3.candidate.sha256.a693875ff57348862a3add6c1b3c19793bbd94b681954fcfdb24c6974677dc9e,ega3,sref,ega3/ega3-2.tex,1858,5,II.5.4.10,\sref[II]{II.5.4.10},"$Y$ \sref[II]{II.5.4.10}, whose underlying space is the given subset",400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,II.5.4.10,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.0e5b1b2ff8cb21a14224a0bfff3ea81727f5aa8397def4bb49c7319ac787ff11,ega3.ega3.candidate.sha256.0e5b1b2ff8cb21a14224a0bfff3ea81727f5aa8397def4bb49c7319ac787ff11,ega3,sref,ega3/ega3-2.tex,1877,1,II.5.1.12,\sref[II]{II.5.1.12},\sref[II]{II.5.1.12}.,400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,II.5.1.12,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.1e3c40edd230755b8978e7cb5646cf6b7a2de0996fbf640cf3319b2371c4a06c,ega3.ega3.candidate.sha256.1e3c40edd230755b8978e7cb5646cf6b7a2de0996fbf640cf3319b2371c4a06c,ega3,sref,ega3/ega3-2.tex,1879,10,II.5.4.2,\sref[II]{II.5.4.2},"over $Y$ \sref[II]{II.5.4.2},~(ii).",400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,II.5.4.2,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.2b7243df60c18975de93b1c439e3c1ca6f5eb257d5aabedb0f8d66857794a33c,ega3.ega3.candidate.sha256.2b7243df60c18975de93b1c439e3c1ca6f5eb257d5aabedb0f8d66857794a33c,ega3,sref,ega3/ega3-2.tex,1887,1,0.2.2.2,\sref[0]{0.2.2.2},\sref[0]{0.2.2.2} when the restriction of $g$ to $g^{-1}(X-Z)$ is an,400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,0.2.2.2,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.d24a388b51451e84f569379e23567d2dd1ea25dcba270bf0f20b4ffbf416bce2,ega3.ega3.candidate.sha256.d24a388b51451e84f569379e23567d2dd1ea25dcba270bf0f20b4ffbf416bce2,ega3,sref,ega3/ega3-2.tex,1915,33,0.5.3.7,\sref[0]{0.5.3.7},$\sh{A}$-module $\sh{B}/\sh{A}$ \sref[0]{0.5.3.7}.,400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,0.5.3.7,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.ceb692fb5205b1f09142854d0634ede0f6ed11b58f60888eb87b5a4443489532,ega3.ega3.candidate.sha256.ceb692fb5205b1f09142854d0634ede0f6ed11b58f60888eb87b5a4443489532,ega3,sref,ega3/ega3-2.tex,1932,1,II.5.4.10,\sref[II]{II.5.4.10},\sref[II]{II.5.4.10}.,400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,II.5.4.10,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.8d700f19b0031db0fc1636b93b9163ef1112f200d2d0f6be0ff417609f99283d,ega3.ega3.candidate.sha256.8d700f19b0031db0fc1636b93b9163ef1112f200d2d0f6be0ff417609f99283d,ega3,sref,ega3/ega3-2.tex,1952,23,II.1.4.1,\sref[II]{II.1.4.1},$g_*(\sh{K}')=\sh{K}$ \sref[II]{II.1.4.1}.,400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,II.1.4.1,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.89444662d15d89cab368aed473ffecc3ca05ef5f88e88cfe7f918493f22d5616,ega3.ega3.candidate.sha256.89444662d15d89cab368aed473ffecc3ca05ef5f88e88cfe7f918493f22d5616,ega3,sref,ega3/ega3-2.tex,1961,1,II.1.4.10,\sref[II]{II.1.4.10},\sref[II]{II.1.4.10}.,400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,II.1.4.10,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.1eecec92d6410322b71c527da898931135775792f8c904795ff411daea3f4154,ega3.ega3.candidate.sha256.1eecec92d6410322b71c527da898931135775792f8c904795ff411daea3f4154,ega3,sref,ega3/ega3-2.tex,1962,36,II.6.1.5,\sref[II]{II.6.1.5},"The morphism $h:Z'\to Z$ is finite \sref[II]{II.6.1.5},~(iii);",400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,II.6.1.5,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.52c3485939fd868221cde65b3c7fa6bde51e16aa4b84f44d08e7d735c85aaf33,ega3.ega3.candidate.sha256.52c3485939fd868221cde65b3c7fa6bde51e16aa4b84f44d08e7d735c85aaf33,ega3,sref,ega3/ega3-2.tex,1963,38,II.6.1.11,\sref[II]{II.6.1.11},consequently $Z'$ is proper over $Y$ \sref[II]{II.6.1.11} and,400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,II.6.1.11,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.89dbe876bc165731707b5bc2e13fb33d343341b43c6a564cf21ba27a9aaf7c76,ega3.ega3.candidate.sha256.89dbe876bc165731707b5bc2e13fb33d343341b43c6a564cf21ba27a9aaf7c76,ega3,sref,ega3/ega3-2.tex,1964,1,II.5.4.2,\sref[II]{II.5.4.2},"\sref[II]{II.5.4.2},~(ii).",400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,II.5.4.2,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.5eb727b720acde9f10a66d60d1fa609925c004b7cdeca76a494893cd6cf73edf,ega3.ega3.candidate.sha256.5eb727b720acde9f10a66d60d1fa609925c004b7cdeca76a494893cd6cf73edf,ega3,sref,ega3/ega3-2.tex,1972,1,II.4.5.2,\sref[II]{II.4.5.2},\sref[II]{II.4.5.2}.,400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,II.4.5.2,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.cbd1cd4de2aa9d0924c3a314686ad10080a84ea9f19cd54dc50bdc5261e0f418,ega3.ega3.candidate.sha256.cbd1cd4de2aa9d0924c3a314686ad10080a84ea9f19cd54dc50bdc5261e0f418,ega3,sref,ega3/ega3-2.tex,1985,1,II.4.5.2,\sref[II]{II.4.5.2},\sref[II]{II.4.5.2}.,400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,II.4.5.2,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.ea0e8e0ae961d85f1911ed894e9ff02be521680f097650570f2930e7e654433a,ega3.ega3.candidate.sha256.ea0e8e0ae961d85f1911ed894e9ff02be521680f097650570f2930e7e654433a,ega3,sref,ega3/ega3-2.tex,1988,1,II.4.5.5,\sref[II]{II.4.5.5},\sref[II]{II.4.5.5}.,400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,II.4.5.5,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.d2b58a6b1022d0ce3f28aa707965a609003b7c29a8ecde4e0037a5d0d454f234,ega3.ega3.candidate.sha256.d2b58a6b1022d0ce3f28aa707965a609003b7c29a8ecde4e0037a5d0d454f234,ega3,sref,ega3/ega3-2.tex,1996,4,0.5.4.10,\sref[0]{0.5.4.10},"By \sref[0]{0.5.4.10}, there is a canonical isomorphism",400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,0.5.4.10,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.b1cfa890a88b2841730705b68a86c7cca914282ae4fb11a8c79bb05f10938830,ega3.ega3.candidate.sha256.b1cfa890a88b2841730705b68a86c7cca914282ae4fb11a8c79bb05f10938830,ega3,sref,ega3/ega3-2.tex,2049,1,II.1.4.4,\sref[II]{II.1.4.4},\sref[II]{II.1.4.4}.,400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,II.1.4.4,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.3e563ff6f9b11822d7cc47288f89fd7d1be09d4e0c308129c1006a4752eeac60,ega3.ega3.candidate.sha256.3e563ff6f9b11822d7cc47288f89fd7d1be09d4e0c308129c1006a4752eeac60,ega3,sref,ega3/ega3-2.tex,2064,4,0.5.4.10,\sref[0]{0.5.4.10},"By \sref[0]{0.5.4.10}, it follows that the canonical map",400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,0.5.4.10,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.cc879f9f52d06bb40b740ecadfe366d58148960077694cd638df3667b54ff8e4,ega3.ega3.candidate.sha256.cc879f9f52d06bb40b740ecadfe366d58148960077694cd638df3667b54ff8e4,ega3,sref,ega3/ega3-2.tex,2093,1,II.5.1.12,\sref[II]{II.5.1.12},"\sref[II]{II.5.1.12}, and",400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,II.5.1.12,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.eb736b028bac87db0095e8efaf1a81cd54238eebdcd1fd3b40e4500c6597a7fc,ega3.ega3.candidate.sha256.eb736b028bac87db0095e8efaf1a81cd54238eebdcd1fd3b40e4500c6597a7fc,ega3,sref,ega3/ega3-2.tex,2103,39,II.4.5.5,\sref[II]{II.4.5.5},is generated by its sections over $Z$ \sref[II]{II.4.5.5}.,400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,II.4.5.5,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.e892c098798dbad130b055ee7baa6355bb3b0de19c464e77d3b28707b77e9d4d,ega3.ega3.candidate.sha256.e892c098798dbad130b055ee7baa6355bb3b0de19c464e77d3b28707b77e9d4d,ega3,sref,ega3/ega3-2.tex,2110,1,0.5.4.10,\sref[0]{0.5.4.10},\sref[0]{0.5.4.10} gives a section $s$ of,400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,0.5.4.10,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.e564c476209debfa24bc8dde1988f3929eb89a1262d82608aadf314ef82cc520,ega3.ega3.candidate.sha256.e564c476209debfa24bc8dde1988f3929eb89a1262d82608aadf314ef82cc520,ega3,sref,ega3/ega3-2.tex,2151,1,II.6.7.1,\sref[II]{II.6.7.1},"\sref[II]{II.6.7.1}, with the aid of Proposition~\sref{III.2.6.1} and",400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,II.6.7.1,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.a46ec26127fcd691f51a1fd258f8bfae1a3e85cee7418f2333342fe5ce32adf7,ega3.ega3.candidate.sha256.a46ec26127fcd691f51a1fd258f8bfae1a3e85cee7418f2333342fe5ce32adf7,ega3,sref,ega3/ega3-2.tex,2152,11,II.6.7.1.1,\sref[II]{II.6.7.1.1},the lemma \sref[II]{II.6.7.1.1}.,400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,II.6.7.1.1,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.5109be283d26338126d02c8f2954bc8efcf77bf2bc339c5244ac70d1fa3a4d4e,ega3.ega3.candidate.sha256.5109be283d26338126d02c8f2954bc8efcf77bf2bc339c5244ac70d1fa3a4d4e,ega3,plain_dotted_locator,ega3/ega3-2.tex,429,41,4.9.1,4.9.1,"In view of (G, II, Corollary to Theorem~4.9.1), we are therefore reduced to proving \sref{III.2.2.2} in the special case",400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,,,,external_work_or_cross_volume_locator,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega3.residual.sha256.f70bb4248b9f09dd501c869fda73acfc83693a9fc0477bf508a97778a6e5d96d,ega3.ega3.candidate.sha256.f70bb4248b9f09dd501c869fda73acfc83693a9fc0477bf508a97778a6e5d96d,ega3,plain_dotted_locator,ega3/ega3-2.tex,763,30,1.2,1.2,"define an equivalence (T, I, 1.2) between the quotient category",400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,subsection:III.1.2,,,external_work_or_cross_volume_locator,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega3.residual.sha256.fd6f997e9d42c6f20cf8fbba08ed478e83c3c0e919a92034fd6daf2c8970a240,ega3.ega3.candidate.sha256.fd6f997e9d42c6f20cf8fbba08ed478e83c3c0e919a92034fd6daf2c8970a240,ega3,plain_dotted_locator,ega3/ega3-2.tex,767,8,1.11,1.11,"(T, I, 1.11) and the category $\cat{K}_X$.",400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,,,,external_work_or_cross_volume_locator,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega3.residual.sha256.4474d3069fbf7f14d1d96e9804ff6da30d0ac4163b5af5504d26e48aa460aea0,ega3.ega3.candidate.sha256.4474d3069fbf7f14d1d96e9804ff6da30d0ac4163b5af5504d26e48aa460aea0,ega3,plain_dotted_locator,ega3/ega3-2.tex,980,156,6.5.5,6.5.5,"Moreover, there is an open subset $U$ of $Y$ such that the restriction of $f$ to $f^{-1}(U)$ is an isomorphism from $f^{-1}(U)$ onto $U$ (cf.\ \textbf{I}, 6.5.5), and such that $\sh{J}|U$ is invertible.",400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,III.6.5.5,,,external_work_or_cross_volume_locator,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega3.residual.sha256.aceae7a8b7655e324831fa9a14eabd39327e7b226de30da70eeaa754065a843e,ega3.ega3.candidate.sha256.aceae7a8b7655e324831fa9a14eabd39327e7b226de30da70eeaa754065a843e,ega3,plain_dotted_locator,ega3/ega3-2.tex,1523,9,4.9.1,4.9.1,"(G, II, 4.9.1), and we are reduced to the case in which $A$ is a field.",400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,,,,external_work_or_cross_volume_locator,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega3.residual.sha256.50ff170d689596418c158995f3c414eea868480e9ca14974690b322e8b7853c7,ega3.ega3.candidate.sha256.50ff170d689596418c158995f3c414eea868480e9ca14974690b322e8b7853c7,ega3,plain_dotted_locator,ega3/ega3-2.tex,1545,41,6.5,6.5,"By the Hilbert syzygy theorem (M, VIII, 6.5), $M$ has a finite resolution by graded free $S$-modules of finite type:",400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,subsection:III.6.5,,,external_work_or_cross_volume_locator,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega3.residual.sha256.4c579a2345ec358bf572fdef4fb4ef8a72e31b4e0d1fad45845106e5983d8ae2,ega3.ega3.candidate.sha256.4c579a2345ec358bf572fdef4fb4ef8a72e31b4e0d1fad45845106e5983d8ae2,ega3,named_chapter_locator,ega3/ega3-2.tex,1089,4,IV,Chapter~IV,"In Chapter~IV, in studying the notion of divisor, we shall see that if, in the statement of \sref{III.2.3.5}, the local rings $\sh{O}_y$, for $y\in Y$, are assumed factorial---as is the case, for example, when $Y$ is nonsingular---then $X$ may be obtained from $Y$ by blowing up a closed subprescheme $Y'$ of $Y$ whose underlying space is contained in $Y-U$.",400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,,,,external_work_or_cross_volume_section,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega3.residual.sha256.374a4ef62c4c0c32f4c6862844510665d648731fdb8be3dcb105e8ba8e0074a6,ega3.ega3.candidate.sha256.374a4ef62c4c0c32f4c6862844510665d648731fdb8be3dcb105e8ba8e0074a6,ega3,named_chapter_locator,ega3/ega3-2.tex,1438,28,IV,Chapter~IV,"We shall moreover prove in Chapter~IV, in the section devoted to dimension, that \emph{the degree of $\chi_A(\sh{F}(n))$ equals the dimension of the support of $\sh{F}$}.",400612EB3CC7F564AC8F1AD2701C2B42F7C91C29398539C01AD8C0284D9F9C59,,,,external_work_or_cross_volume_section,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega3.residual.sha256.e0c52a15781603036fada9958cfbb74ec586446d6adcce792ee5eca28faba844,ega3.ega3.candidate.sha256.e0c52a15781603036fada9958cfbb74ec586446d6adcce792ee5eca28faba844,ega3,sref,ega3/ega3-3.tex,23,52,0.2.2.2,\sref[0]{0.2.2.2},"By virtue of the principle of Noetherian induction \sref[0]{0.2.2.2}, we see that we can reduce to showing that \emph{if $Y$ is a closed subset of $X'$ such that the property $\textbf{P}(Y')$ is true for every closed subset $Y'$ of $Y$, distinct from $Y$, then $\textbf{P}(Y)$ is true}.",5E2F4F5DE24CE7DB8AB968905989E5B5A26C78681AEC002405D856089856D3F0,0.2.2.2,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.b4ecea51fcc7e4746353dec90251ea52e7463f9ef08fa71dcd0e7d63a4bbec75,ega3.ega3.candidate.sha256.b4ecea51fcc7e4746353dec90251ea52e7463f9ef08fa71dcd0e7d63a4bbec75,ega3,sref,ega3/ega3-3.tex,26,95,I.5.2.1,\sref[I]{I.5.2.1},Denote also by $Y$ the closed reduced subprescheme of $X$ having $Y$ for its underlying space \sref[I]{I.5.2.1}; it is defined by a coherent sheaf of ideals $\sh{J}$ of $\sh{O}_X$.,5E2F4F5DE24CE7DB8AB968905989E5B5A26C78681AEC002405D856089856D3F0,I.5.2.1,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.62dd1a5bd6c3f9c156d6c2aa59e13b0bad4541dba724c8a1a9d062084e151c98,ega3.ega3.candidate.sha256.62dd1a5bd6c3f9c156d6c2aa59e13b0bad4541dba724c8a1a9d062084e151c98,ega3,sref,ega3/ega3-3.tex,27,9,I.9.3.4,\sref[I]{I.9.3.4},"We know \sref[I]{I.9.3.4} that there exists an integer $n>0$ such that $\sh{J}^n\sh{F}=0$; for $1\leq k\leq n$, we thus have an exact sequence",5E2F4F5DE24CE7DB8AB968905989E5B5A26C78681AEC002405D856089856D3F0,I.9.3.4,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.1daff77752f35b5376b0f544616d4805466dea00a1da6627b3b344966cbd7790,ega3.ega3.candidate.sha256.1daff77752f35b5376b0f544616d4805466dea00a1da6627b3b344966cbd7790,ega3,sref,ega3/ega3-3.tex,31,34,I.5.3.6,\sref[I]{I.5.3.6},"of coherent $\sh{O}_X$-modules (\sref[I]{I.5.3.6} and \sref[I]{I.5.3.3}); as $\C'$ is exact, we see, by induction on $k$, that it suffices to show that each of the $\sh{F}_k=\sh{J}^{k-1}\sh{F}/\sh{J}^k\sh{F}$ is in $\C'$.",5E2F4F5DE24CE7DB8AB968905989E5B5A26C78681AEC002405D856089856D3F0,I.5.3.6,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.1a09b16e253d37f05307e2d71643e2979a3ea9b5db79397a445fecf3f2ed38ae,ega3.ega3.candidate.sha256.1a09b16e253d37f05307e2d71643e2979a3ea9b5db79397a445fecf3f2ed38ae,ega3,sref,ega3/ega3-3.tex,31,56,I.5.3.3,\sref[I]{I.5.3.3},"of coherent $\sh{O}_X$-modules (\sref[I]{I.5.3.6} and \sref[I]{I.5.3.3}); as $\C'$ is exact, we see, by induction on $k$, that it suffices to show that each of the $\sh{F}_k=\sh{J}^{k-1}\sh{F}/\sh{J}^k\sh{F}$ is in $\C'$.",5E2F4F5DE24CE7DB8AB968905989E5B5A26C78681AEC002405D856089856D3F0,I.5.3.3,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.b6a7886fa43de5b58bf050d3f3a800987e56b8e0f3b669ca6777b1a60d4d47fb,ega3.ega3.candidate.sha256.b6a7886fa43de5b58bf050d3f3a800987e56b8e0f3b669ca6777b1a60d4d47fb,ega3,sref,ega3/ega3-3.tex,42,38,I.5.2.1,\sref[I]{I.5.2.1},"the above equality follows from (\sref[I]{I.5.2.1} and \sref[I]{I.1.1.5}); if $z\not\in Y''$, then we have $\sh{J}_z'=\sh{J}_z$, hence $\sh{F}_z'=\sh{F}_z$ and $\sh{F}_z''=0$, which establishes our assertion in this case; we reason similarly for $z\not\in Y'$.",5E2F4F5DE24CE7DB8AB968905989E5B5A26C78681AEC002405D856089856D3F0,I.5.2.1,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.17e8ee637119643c982dbccedbfb6505926229bc7a6e2b7f5f81c19b6fae867d,ega3.ega3.candidate.sha256.17e8ee637119643c982dbccedbfb6505926229bc7a6e2b7f5f81c19b6fae867d,ega3,sref,ega3/ega3-3.tex,42,60,I.1.1.5,\sref[I]{I.1.1.5},"the above equality follows from (\sref[I]{I.5.2.1} and \sref[I]{I.1.1.5}); if $z\not\in Y''$, then we have $\sh{J}_z'=\sh{J}_z$, hence $\sh{F}_z'=\sh{F}_z$ and $\sh{F}_z''=0$, which establishes our assertion in this case; we reason similarly for $z\not\in Y'$.",5E2F4F5DE24CE7DB8AB968905989E5B5A26C78681AEC002405D856089856D3F0,I.1.1.5,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.684fca3b370030115c90ae7e0d271046081a0e4273f026bfd199c78a7459b29f,ega3.ega3.candidate.sha256.684fca3b370030115c90ae7e0d271046081a0e4273f026bfd199c78a7459b29f,ega3,sref,ega3/ega3-3.tex,43,68,0.5.3.4,\sref[0]{0.5.3.4},"As a result, the kernel and cokernel of $u$, which are in $\C$ \sref[0]{0.5.3.4}, have their support in $Y'\cap Y''$, and thus is in $\C'$ by hypothesis; for the same reason, $\sh{F}'$ and $\sh{F}''$ are in $\C'$, hence also $\sh{F}'\oplus\sh{F}''$, as $\C'$ is exact.",5E2F4F5DE24CE7DB8AB968905989E5B5A26C78681AEC002405D856089856D3F0,0.5.3.4,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.61e8bde7ab8383c2fc9c28857ea0e04ab07a1c7b2356386f8a261ad18d998882,ega3.ega3.candidate.sha256.61e8bde7ab8383c2fc9c28857ea0e04ab07a1c7b2356386f8a261ad18d998882,ega3,sref,ega3/ega3-3.tex,55,267,0.5.2.7,\sref[0]{0.5.2.7},"As a result, there is a $\kres(y)$-isomorphism $(\sh{G}_y)^m\isoto\sh{F}_y$, which is also an $\sh{O}_Y$-isomorphism, and as $\sh{G}^m$ and $\sh{F}$ are coherent, there exists an open neighbourhood $W$ of $y$ in $X$ and an isomorphism $\sh{G}^m|W\isoto\sh{F}|W$ \sref[0]{0.5.2.7}.",5E2F4F5DE24CE7DB8AB968905989E5B5A26C78681AEC002405D856089856D3F0,0.5.2.7,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega3.residual.sha256.263220304ae5862f89d6e496ad2f32e67cf568d9040665c791ea65cd810139a7,ega3.ega3.candidate.sha256.263220304ae5862f89d6e496ad2f32e67cf568d9040665c791ea65cd810139a7,ega3,sref,ega3/ega3-3.tex,56,381,I.9.4.7,\sref[I]{I.9.4.7},"Let $\sh{H}$ be the graph of this isomorphism, which is a coherent $(\sh{O}_X|W)$-submodule of $(\sh{G}^m\oplus\sh{F})|W$, canonically isomorphic to $\sh{G}^m|W$ and to $\sh{F}|W$; there thus exists a coherent $\sh{O}_X$-submodule $\sh{H}_0$ of $\sh{G}^m\oplus\sh{F}$, inducing $\sh{H}$ on $W$ and $0$ on $X\setmin Y$, since $\sh{G}^m$ and $\sh{F}$ have $Y$ for their support~\sref[I]{I.9.4.7}.",5E2F4F5DE24CE7DB8AB968905989E5B5A26C78681AEC002405D856089856D3F0,I.9.4.7,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
