edge_id,reader,pdf_page,annotation_index,rect_x0,rect_y0,rect_x1,rect_y1,pdf_destination,target_id,target_pdf_page,origin_class,status
ega3.ega3.edge.sha256.fd249c0f98ec50c0a7a6594c6e054052c7c2c6b86349c282e5d3c243c50ca775,ega3,14,10,270.093,190.476,298.646,202.426,AMS.67,ega3.ega3.target.sha256.df6db3983897cadffa482d63c4eb3bd7f4d7853c7756217bbb12b59411dde62f,14,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.2d811b936ec0125ce9a0c98a0009741a473b460c4a097746acb2255bf53785c0,ega3,14,11,462.637,136.840,491.721,148.849,AMS.67,ega3.ega3.target.sha256.df6db3983897cadffa482d63c4eb3bd7f4d7853c7756217bbb12b59411dde62f,14,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.ecd3e845322addfe3db775e8d6c61bb5e123c1cf757cc6f1e1c3bf78be939d2d,ega3,14,12,302.859,67.284,332.249,79.294,AMS.14,ega3.ega3.target.sha256.3fcfb3449f82fcddd639150c4898fb7b21be369fa8752bdd8b8a8fbc01ba2fb4,3,reviewed_reference_only_application,resolved_internal_goto
ega3.ega3.edge.sha256.98c44bbff75bd6d598f2455b286bfab04316f4a6375c957dc7339401ee258f36,ega3,15,0,88.675,711.679,117.228,723.689,AMS.14,ega3.ega3.target.sha256.3fcfb3449f82fcddd639150c4898fb7b21be369fa8752bdd8b8a8fbc01ba2fb4,3,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.83e2282db5b999ef94946110f58ffae7e7577b84550f7b5eabf90c905d991a1d,ega3,15,1,195.623,711.679,229.994,723.689,AMS.71,ega3.ega3.target.sha256.aed0ae0c57b36574a4d43ea5da1bf033e7a7eb410e55be2121cefd8ab1e96295,14,reviewed_reference_only_application,resolved_internal_goto
ega3.ega3.edge.sha256.a354326f3450b4f58e23bd53b5c9bfebd6e821a864558b37cf02d339a20d5028,ega3,15,2,153.192,693.148,186.727,705.158,AMS.69,ega3.ega3.target.sha256.39ecbc86df5a328f21dab75a2088e5cdf54d0af3980f9b9dacf35b658dcf7343,14,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.89832325c32d2bd94cf716837e9baabe744d40322ee840f7feed63c11f7f389d,ega3,15,3,206.582,693.148,235.135,705.158,AMS.64,ega3.ega3.target.sha256.b26de363dc22ebe5f0f550947c6c9b9e192b0f6778c3b0c9c5f2deac92426960,13,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.6eeb913bbc612673bb5210a77e96fa754d8705fef9d379c3a29a118d94087fd7,ega3,15,4,220.784,584.721,250.722,598.310,AMS.66,ega3.ega3.target.sha256.15e6b3b261fcd17c0cf4d59ca71bc7fb94b99aea3fdf79da6c88bcfc0d869f6f,13,reviewed_reference_only_application,resolved_internal_goto
ega3.ega3.edge.sha256.fc1ab5dcb1f846ef734b9c13a95fb659793e7079bf89a66a7e5ea43b8d8264c6,ega3,15,5,196.357,572.014,238.143,585.717,AMS.70,ega3.ega3.target.sha256.5614bf5af20dbecca33e37a34f0db381e1cdfa5c77fb4ba9578b6d0347cec407,14,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.fdbb0d7546bc4f967d15c35d466313ebbb1aded2283882bd2027efe6038f5109,ega3,15,6,346.931,572.014,376.015,585.717,AMS.64,ega3.ega3.target.sha256.b26de363dc22ebe5f0f550947c6c9b9e192b0f6778c3b0c9c5f2deac92426960,13,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.001596d2882ebb92d429ae026eaab1326ee19aba96c01c51e54691a770cb158f,ega3,15,7,490.671,559.420,520.609,573.010,AMS.66,ega3.ega3.target.sha256.15e6b3b261fcd17c0cf4d59ca71bc7fb94b99aea3fdf79da6c88bcfc0d869f6f,13,reviewed_reference_only_application,resolved_internal_goto
ega3.ega3.edge.sha256.77f1acf101c9e23f9389cc53c63d6d542fa2ed1feebc261ede4e6df35eea8de6,ega3,15,8,430.266,484.525,463.643,498.330,AMS.72,ega3.ega3.target.sha256.6b56bc604bbdde1ad3efadf0387a522a7c2ea63e03610a28452ea87dae031436,14,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.2b8651660d24d4cddb741fe80e12a8c3008f90b9b81af0f43fff983782d6c570,ega3,15,9,112.804,471.972,146.338,483.982,AMS.72,ega3.ega3.target.sha256.6b56bc604bbdde1ad3efadf0387a522a7c2ea63e03610a28452ea87dae031436,14,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.b7a62174f4aa0c8b433aadbab5a13e7bde5bc0e58b78072f5618db067e1d0bdc,ega3,15,10,328.252,309.163,361.786,322.866,AMS.72,ega3.ega3.target.sha256.6b56bc604bbdde1ad3efadf0387a522a7c2ea63e03610a28452ea87dae031436,14,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.2f86fb4240c0f3d53f2defff264fede5ac98390e94fc42510cc2e093fff8c4b5,ega3,15,11,395.270,309.163,428.804,322.866,AMS.46,ega3.ega3.target.sha256.41d953db2b1795723e18b9663fc3f40f2bb20fae251a528f708b89caa1af1302,9,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.fb8fe7345ec4e25e78b8934a01d17c90e1716ef2d8797eb07641d5fc5b9116b1,ega3,15,12,325.169,290.633,358.072,302.642,AMS.72,ega3.ega3.target.sha256.6b56bc604bbdde1ad3efadf0387a522a7c2ea63e03610a28452ea87dae031436,14,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.dd63993201d710d948f497f668ccf5160a1123b2c8d8384b93dbeecf8b40d74e,ega3,16,0,215.595,222.694,244.201,235.287,subsection*.75,ega3.ega3.target.sha256.6a576580af3dc54e6693529d88d64380cb0065df23470ee8cf9e49c623b524ef,15,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.ac7e6cdefff38c6fb881acd8cfc217c4fbb19acc8131a4391c049df788a00873,ega3,16,1,279.735,222.694,308.341,235.287,subsection*.75,ega3.ega3.target.sha256.6a576580af3dc54e6693529d88d64380cb0065df23470ee8cf9e49c623b524ef,15,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.dae57e40be49c4dbf26f9e1d0548b08f7ef8e7c9e4c5eb2bba66dde56f944614,ega3,16,2,495.387,222.694,523.993,235.287,subsection*.75,ega3.ega3.target.sha256.6a576580af3dc54e6693529d88d64380cb0065df23470ee8cf9e49c623b524ef,15,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.768c3e0e8b450ced57db27c1aa6d4c87146a41894ca9ae07375f7994b636bc93,ega3,16,3,219.097,185.035,247.517,197.045,subsection*.75,ega3.ega3.target.sha256.6a576580af3dc54e6693529d88d64380cb0065df23470ee8cf9e49c623b524ef,15,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.7ed815262091ea14d02e0c974788ec7a40590b3cde638836e15c39812f93449a,ega3,16,4,478.328,185.035,506.749,197.045,subsection*.75,ega3.ega3.target.sha256.6a576580af3dc54e6693529d88d64380cb0065df23470ee8cf9e49c623b524ef,15,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.d18fd067aae26ca1d6222487c413aacccebbdaef3347b87b35da2a7ca2ae1314,ega3,16,5,331.982,172.482,365.517,184.492,AMS.46,ega3.ega3.target.sha256.41d953db2b1795723e18b9663fc3f40f2bb20fae251a528f708b89caa1af1302,9,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.e46922dc1ed05ebd89e88890b99d1b242381946345ca720a21de63b37b7fbe72,ega3,16,6,144.594,159.321,173.678,172.008,subsection*.75,ega3.ega3.target.sha256.6a576580af3dc54e6693529d88d64380cb0065df23470ee8cf9e49c623b524ef,15,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.6a55e7dbe4c5ceaff4a29e8980151577b3ec8e4a7b2443fd642bbc98f1904894,ega3,16,7,126.244,98.860,154.796,110.870,subsection*.75,ega3.ega3.target.sha256.6a576580af3dc54e6693529d88d64380cb0065df23470ee8cf9e49c623b524ef,15,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.8042b01dea8efd53e2b8f2db37517efe2d1b6f0c464236bd7e6ef8e4dc4815bf,ega3,16,8,488.034,62.747,522.199,75.340,AMS.47,ega3.ega3.target.sha256.fc515d8486419e2bb4b2eeabc6882e2394d9bbbe5260cdd7ae2030e385cb7766,10,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.2f92d2b0ba8893bf48a01e8fd3c30ae876b4124d30863b278a90faa5b862eb90,ega3,17,0,420.070,724.232,453.415,736.824,AMS.72,ega3.ega3.target.sha256.6b56bc604bbdde1ad3efadf0387a522a7c2ea63e03610a28452ea87dae031436,14,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.fdc884db9c2f846954d40310a2f865b11c18ed60330e7bd18b1aefaa40fc7789,ega3,17,1,280.275,449.350,308.827,461.300,subsection*.75,ega3.ega3.target.sha256.6a576580af3dc54e6693529d88d64380cb0065df23470ee8cf9e49c623b524ef,15,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.4615543fdb9433d7f28177b17b1a923637e9c8e3eafc955ffec5512cf110ca13,ega3,17,2,233.331,190.576,261.884,201.864,subsection*.75,ega3.ega3.target.sha256.6a576580af3dc54e6693529d88d64380cb0065df23470ee8cf9e49c623b524ef,15,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.33579174fb63dbccecb533545dbcd9ee2e3d1b3cb2822d6b583b0a4d72ba521a,ega3,18,0,270.803,705.701,299.888,719.632,subsection*.75,ega3.ega3.target.sha256.6a576580af3dc54e6693529d88d64380cb0065df23470ee8cf9e49c623b524ef,15,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.84e4a212a9eaa59c9eb03d0428ff0366f0f82f051c9501366fca2eff75a14c42,ega3,18,1,393.563,452.759,421.585,465.554,subsection*.75,ega3.ega3.target.sha256.6a576580af3dc54e6693529d88d64380cb0065df23470ee8cf9e49c623b524ef,15,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.52fc0f80af9eaccae2b5fcf99fa2117af0dcae592409eba6b830926620660844,ega3,18,2,180.327,409.123,208.614,421.133,subsection*.75,ega3.ega3.target.sha256.6a576580af3dc54e6693529d88d64380cb0065df23470ee8cf9e49c623b524ef,15,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.3845efb0111c3875c17c2d88059327a1ad0ad78a03a69d59eb2796b34df9d010,ega3,18,3,347.623,396.570,375.963,408.580,subsection*.75,ega3.ega3.target.sha256.6a576580af3dc54e6693529d88d64380cb0065df23470ee8cf9e49c623b524ef,15,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.cc2379cc7226f34f0030218f45bc07286f5dc1cd76d6f7bf225d2f1b347d5a42,ega3,18,4,189.721,336.087,218.273,348.096,subsection*.75,ega3.ega3.target.sha256.6a576580af3dc54e6693529d88d64380cb0065df23470ee8cf9e49c623b524ef,15,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.ee8306dbd224cb06a599de962972c84682b2897f78d7f19946577abd44903d81,ega3,18,5,262.571,298.428,291.123,310.482,subsection*.75,ega3.ega3.target.sha256.6a576580af3dc54e6693529d88d64380cb0065df23470ee8cf9e49c623b524ef,15,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.3c1a852e9f84e72d25edc7bf43d85162510ff89af9c9cb86df8f5e562f731a36,ega3,18,6,218.925,183.505,254.950,195.515,AMS.40,ega3.ega3.target.sha256.010d19c8c316550eb522959a81c5c3fdf251618dc8c96dec4cbc14c4c601912f,8,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.7d11f0fedd15b81afdb396fabba1ebadd4243114531cbd0ddb396228d2a75439,ega3,18,7,274.806,183.505,310.831,195.515,AMS.14,ega3.ega3.target.sha256.3fcfb3449f82fcddd639150c4898fb7b21be369fa8752bdd8b8a8fbc01ba2fb4,3,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.359ccbc903eab505ddef1ddd6a5852b6d2f73813f970699a5ba2a5d126fbedb9,ega3,19,0,427.789,420.012,456.607,432.021,subsection*.75,ega3.ega3.target.sha256.6a576580af3dc54e6693529d88d64380cb0065df23470ee8cf9e49c623b524ef,15,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.acaa087e4de33e3806e2b54aa31123b03cd96a907764308074c7e7152169b13d,ega3,19,1,210.228,219.074,238.940,233.619,subsection*.75,ega3.ega3.target.sha256.6a576580af3dc54e6693529d88d64380cb0065df23470ee8cf9e49c623b524ef,15,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.3dec377f1f7f33ae00d436f4eb864de3e951f76463af7ac2d401ac53d3ab22ad,ega3,19,2,391.600,157.644,435.479,169.653,AMS.70,ega3.ega3.target.sha256.5614bf5af20dbecca33e37a34f0db381e1cdfa5c77fb4ba9578b6d0347cec407,14,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.3d3a8ca31e786766bd52d37a80ad1ea881dae2fe5c5ed9b4065cba936e2692ce,ega3,20,0,280.275,618.667,308.827,630.617,subsection*.76,ega3.ega3.target.sha256.c49c10a591afba434eb6cf30ed10815e2f089dd04c3417e3e98fa4ac6386c872,18,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.b4026a6b964ded8fb910b61758b964ef070c8f4a1c74c92bd761382c0dc36e86,ega3,20,1,183.415,555.590,211.915,569.930,subsection*.76,ega3.ega3.target.sha256.c49c10a591afba434eb6cf30ed10815e2f089dd04c3417e3e98fa4ac6386c872,18,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.ffc51eecb553fb6440d2c71146c0e82d0564c8a74cada224d8bdad2a25a624eb,ega3,20,2,450.325,530.419,479.090,543.077,subsection*.76,ega3.ega3.target.sha256.c49c10a591afba434eb6cf30ed10815e2f089dd04c3417e3e98fa4ac6386c872,18,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.e1713be9d0065b5842145b91312e20375d5b3cf39d6dcf00428858718476844a,ega3,20,3,151.326,486.848,179.347,499.440,subsection*.76,ega3.ega3.target.sha256.c49c10a591afba434eb6cf30ed10815e2f089dd04c3417e3e98fa4ac6386c872,18,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.8cd825339ee2aaf8126f87ce7cdc8a5d6ab44c8c5fa92c79c3ae652668380f30,ega3,20,4,237.925,424.083,266.477,436.093,subsection*.76,ega3.ega3.target.sha256.c49c10a591afba434eb6cf30ed10815e2f089dd04c3417e3e98fa4ac6386c872,18,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.868fdc39b2504b0226308487564afe94bb150e81e4924a84107fcb3fb38c598e,ega3,21,0,493.638,724.232,522.244,736.242,subsection*.76,ega3.ega3.target.sha256.c49c10a591afba434eb6cf30ed10815e2f089dd04c3417e3e98fa4ac6386c872,18,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.3317167ef7f4851e9eb4f0bc8796ca9e7da70d8b30fa5704d8e36b135dde196b,ega3,21,1,103.121,178.983,131.674,190.993,subsection*.76,ega3.ega3.target.sha256.c49c10a591afba434eb6cf30ed10815e2f089dd04c3417e3e98fa4ac6386c872,18,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.300abdc6669e523a632c193d2b16ea614703d69a73cab1e5c2c4cd114e59fb70,ega3,22,0,159.040,686.025,187.593,698.675,subsection*.75,ega3.ega3.target.sha256.6a576580af3dc54e6693529d88d64380cb0065df23470ee8cf9e49c623b524ef,15,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.84a71c965f9961d73b67d9b57aa76cedeeb7c69affc35511a3d96ac26f452ada,ega3,22,1,222.903,624.965,251.987,636.974,subsection*.76,ega3.ega3.target.sha256.c49c10a591afba434eb6cf30ed10815e2f089dd04c3417e3e98fa4ac6386c872,18,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.1a91d530a80a0cbea393b597c89b7eb0098b89dafbf973cc95131566c2635069,ega3,22,2,147.443,229.800,175.465,244.139,subsection*.76,ega3.ega3.target.sha256.c49c10a591afba434eb6cf30ed10815e2f089dd04c3417e3e98fa4ac6386c872,18,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.4f9f2b7d5c9c9f04163d18c545f41d26cde6a0d1274ab6e34532e0c373255637,ega3,22,3,240.749,217.247,269.833,230.042,subsection*.75,ega3.ega3.target.sha256.6a576580af3dc54e6693529d88d64380cb0065df23470ee8cf9e49c623b524ef,15,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.23e1aa88c87198c8d8a4538f066937773fad67ee4d7ef36eb79279828b7d63fe,ega3,22,4,283.672,203.904,319.017,218.243,subsection*.76,ega3.ega3.target.sha256.c49c10a591afba434eb6cf30ed10815e2f089dd04c3417e3e98fa4ac6386c872,18,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.2c04b00c388ad9c9377873371543229c98ea89622ca86074ccac3170ca33c5d1,ega3,23,0,88.675,711.679,124.700,724.271,subsection*.76,ega3.ega3.target.sha256.c49c10a591afba434eb6cf30ed10815e2f089dd04c3417e3e98fa4ac6386c872,18,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.2f7211f7a52a43ae8a47ebdd9d9c68013687276c955db1a0a47a7fefb2d38509,ega3,23,1,235.043,545.677,271.748,557.687,subsection*.76,ega3.ega3.target.sha256.c49c10a591afba434eb6cf30ed10815e2f089dd04c3417e3e98fa4ac6386c872,18,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.cc7e1d2341e021c0afd353cd8c037d28bd1b816d497983fac7db279cfdb729bf,ega3,23,2,394.887,520.571,423.891,533.366,subsection*.75,ega3.ega3.target.sha256.6a576580af3dc54e6693529d88d64380cb0065df23470ee8cf9e49c623b524ef,15,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.3bb269b5f049a54c78fc460ad6a99e52b2252e74f889ea13474c9d738fd15414,ega3,23,3,282.176,440.062,311.021,452.012,section*.77,ega3.ega3.target.sha256.1657421109a5e40b930924e7b37fbf694f7ad9bef234ddb0645a41cac4366351,21,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.9038819820dc4c3d74b21bae6e82ff1eed3816cda85b8166ce10aa8948b166ef,ega3,23,4,192.222,360.310,221.200,372.278,section*.77,ega3.ega3.target.sha256.1657421109a5e40b930924e7b37fbf694f7ad9bef234ddb0645a41cac4366351,21,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.af4c8a17898c9b283c8ec051ad9eafd39669837a00e3392242ba3ac402dcdd7f,ega3,24,0,88.675,645.388,117.122,658.183,section*.77,ega3.ega3.target.sha256.1657421109a5e40b930924e7b37fbf694f7ad9bef234ddb0645a41cac4366351,21,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.a5c9edc6dbd78137672aa84a09ddf8aabde1875999e0e88acbc9f542ad9248af,ega3,24,1,139.260,632.877,167.813,644.845,section*.77,ega3.ega3.target.sha256.1657421109a5e40b930924e7b37fbf694f7ad9bef234ddb0645a41cac4366351,21,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.a3b0e857fb1a9abf9de48672439331a647cf22aebe04a45b1a055cb79b1812f8,ega3,24,2,100.183,600.378,128.524,613.167,section*.77,ega3.ega3.target.sha256.1657421109a5e40b930924e7b37fbf694f7ad9bef234ddb0645a41cac4366351,21,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.9fbabab56b116d9e774a377443378ac02c23bce19c7498466b09e5f4dcd4480b,ega3,25,0,137.134,686.715,165.395,698.724,subsection*.38,ega3.ega3.target.sha256.2b5315118af16706049a3d4ebf2bb5b8717e4288463aceeb89ba398719e66be8,7,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.2080fb9043fbcc953a639988b64d1111e8d5a492727855a9705d7783fbbb4fa7,ega3,25,1,204.892,562.240,234.282,573.528,AMS.80,ega3.ega3.target.sha256.fece01bbb3922b61aedfd9ce4f2594ff4baf5806217881ba27ae3481cf71d3a8,25,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.0eb441a864b74d27a1ad7897d9e2a5d923979943417b4edb91ef8da51f133c3e,ega3,25,2,137.441,332.323,170.880,344.333,AMS.47,ega3.ega3.target.sha256.fc515d8486419e2bb4b2eeabc6882e2394d9bbbe5260cdd7ae2030e385cb7766,10,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.b4e423e8add294bbc3ae279ba8eae78d700ce820f4108b473d1f665ac1b96c9e,ega3,25,3,102.543,306.191,131.096,318.201,subsection*.75,ega3.ega3.target.sha256.6a576580af3dc54e6693529d88d64380cb0065df23470ee8cf9e49c623b524ef,15,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.312058ae76ad13bccc0508daa0780e228d83b32d2b423efd22c79e4d76a400b0,ega3,25,4,326.669,127.696,355.222,140.490,subsection*.75,ega3.ega3.target.sha256.6a576580af3dc54e6693529d88d64380cb0065df23470ee8cf9e49c623b524ef,15,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.cc8fc6c7660f8ee415fdd1c74e7419626c6d4ae21085023180fbea4ac7d37ca0,ega3,25,5,295.366,90.901,324.756,102.188,AMS.79,ega3.ega3.target.sha256.33c2470e2c3d870e645b95f303937afe7fb3717ab81ee666238fd8edf0bddab9,24,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.2ab08da6b6b1f5705ce76723238d292667b03e51485de8b3924633d6f7f6e75d,ega3,25,6,226.568,77.625,255.652,89.635,subsection*.75,ega3.ega3.target.sha256.6a576580af3dc54e6693529d88d64380cb0065df23470ee8cf9e49c623b524ef,15,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.1c9e2a2a898b1d7e95ab2593e604479b6fa0121895185d781a94997dad58b453,ega3,26,0,185.903,583.024,213.925,595.034,subsection*.78,ega3.ega3.target.sha256.2afab6ea55907949c15db216ac859ed90e0fad700ce3e17f45e0522bcbc4f3a5,24,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.029e3294dd370966c8b3eb12466c695a1fbec0ede07ca955c471c01501f3bfe9,ega3,26,1,495.493,535.941,523.993,550.487,subsection*.78,ega3.ega3.target.sha256.2afab6ea55907949c15db216ac859ed90e0fad700ce3e17f45e0522bcbc4f3a5,24,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.0bc78d97a81fa4d2b030443797740b6716a4185e0aa9cd39f739dd86ba30cbf6,ega3,26,2,444.270,487.305,484.642,499.315,subsection*.78,ega3.ega3.target.sha256.2afab6ea55907949c15db216ac859ed90e0fad700ce3e17f45e0522bcbc4f3a5,24,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.0c25a105e1bd5d67d5e4be19ea5673337ba2a88121d4f014b119020b283a7e91,ega3,26,3,164.306,297.139,193.177,309.148,subsection*.75,ega3.ega3.target.sha256.6a576580af3dc54e6693529d88d64380cb0065df23470ee8cf9e49c623b524ef,15,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.6c17203885ba9d05a103f0b9a4278a6a1e9356d8ed25e8c529f89e08b565ee86,ega3,26,4,463.302,297.139,492.173,309.148,subsection*.75,ega3.ega3.target.sha256.6a576580af3dc54e6693529d88d64380cb0065df23470ee8cf9e49c623b524ef,15,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.3d79f6b0f18b08026e3da2d98800cc7877be5a1f8f94e1a0f539143540971f4b,ega3,26,5,345.330,50.917,374.719,62.204,AMS.83,ega3.ega3.target.sha256.863fbfb732c8eac36638d1ce90b4c3142eead70b578b6f06059b8c192d645ba1,26,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.8753ad030150bd10378bb48ed591a599e9720012dba53b61b049950274d7fea6,ega3,27,0,164.408,724.232,193.492,736.242,AMS.82,ega3.ega3.target.sha256.690c4d451141850ab925badaff4a90f0b2c76c6d01fe470f4fc1924fa44b44e9,26,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.7c4450dda08c4d04a3f71eb2ed884e0f530b188698c0bd23687784e1201bc0b3,ega3,27,1,357.068,711.422,390.602,725.228,AMS.47,ega3.ega3.target.sha256.fc515d8486419e2bb4b2eeabc6882e2394d9bbbe5260cdd7ae2030e385cb7766,10,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.1b72ed1c0d4cba02a4b2fb60e7f9a68dca83b2ace98699483379e8cb43988bf8,ega3,27,2,155.668,453.390,184.221,467.935,subsection*.75,ega3.ega3.target.sha256.6a576580af3dc54e6693529d88d64380cb0065df23470ee8cf9e49c623b524ef,15,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.36940598f32cc23f73f78521c4264370c1587388fddc746073f54bd91d0b3504,ega3,27,3,164.828,308.178,194.218,319.466,AMS.83,ega3.ega3.target.sha256.863fbfb732c8eac36638d1ce90b4c3142eead70b578b6f06059b8c192d645ba1,26,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.6a6fb309c59d2cf10b01564622b694235a03d7a9e931caf7bca625bf0e009ca3,ega3,28,0,185.082,486.161,213.635,498.171,AMS.82,ega3.ega3.target.sha256.690c4d451141850ab925badaff4a90f0b2c76c6d01fe470f4fc1924fa44b44e9,26,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.aa7d13427e2bda69b24c6e19907bbd535c3d30c1e6eeede4e8b45ef24b9c53f8,ega3,28,1,88.675,161.146,122.209,172.434,AMS.72,ega3.ega3.target.sha256.6b56bc604bbdde1ad3efadf0387a522a7c2ea63e03610a28452ea87dae031436,14,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.b47db5ae4abdb536c33cf59810c18fb7dd17a2fcc519b9cd50a457e10ffee6d9,ega3,29,0,88.675,724.232,122.209,736.242,AMS.72,ega3.ega3.target.sha256.6b56bc604bbdde1ad3efadf0387a522a7c2ea63e03610a28452ea87dae031436,14,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.f8a1d8af02a7cfd473cc7ab4197a669fd3da4463d079dcf232c74d1e192b8410,ega3,29,1,255.493,568.721,289.028,582.527,AMS.72,ega3.ega3.target.sha256.6b56bc604bbdde1ad3efadf0387a522a7c2ea63e03610a28452ea87dae031436,14,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.a74c80e7edbb830f766d1e1f8bfeedf958b3f12d46e5a61591d87990fd064dd1,ega3,29,2,157.337,431.271,185.890,443.281,subsection*.76,ega3.ega3.target.sha256.c49c10a591afba434eb6cf30ed10815e2f089dd04c3417e3e98fa4ac6386c872,18,inherited_internal_pdf_link,resolved_internal_goto
