action_id,candidate_id,source_relpath,source_line,source_column,source_offset,source_end_offset,visible_tex,replacement_visible_tex,target_label,target_id,action_kind,moving_argument_safe,resolution_basis,baseline_file_sha256,successor_file_sha256,source_span_sha256,replacement_tex,replacement_sha256,disposition
ega4.reference-action.sha256.43afe5ca023d1d48c1aa7e8794e2f626d07eeab3240d2b944f187b9a46f75e00,ega4.reference.candidate.sha256.bdaefde3b8cff8e9287dc21828cee41ef41a5637348b5b10e001e08c604166fe,source_aligned/ega4-backmatter-contents.tex,54,20,3173,3177,18.5,18.5,subsection:IV.18.5,ega4.c04.subsec.18-5,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,true,lead row-by-row contextual audit; unique stable target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,7F9909B6E71FF4F50722BDDC87D5B64EC1D21313150A114CF0E3BF55B943014D,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.18-5}{18.5}}{18.5}},D6B4DB8D1ECEFD7DF7C0A13C112B2BF54545C8C5325F87738CD7A9CE77BE477B,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.dd29e20ae3b8c01ce2f1e5b5d35ef1204fd6f04669a7c508c3e863dc8e7847a6,ega4.reference.candidate.sha256.f24d23cc374839aace93a3e45ede9bada329226c2f5d3f2928f39f7da1d3b6da,source_aligned/ega4-backmatter-contents.tex,55,20,3226,3230,18.6,18.6,subsection:IV.18.6,ega4.c04.subsec.18-6,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,true,lead row-by-row contextual audit; unique stable target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,2438DFD35EBF005347CEC38782A7966A461059D083E95F51359EF349B17BDDE9,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.18-6}{18.6}}{18.6}},0135F6767F0AB2D708276D197B3A4FAAEB7A9BBAA8875ADA935BCBA242F7F814,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.5f415c197815d43e52e36db129d1aa38c7fae5a71d335e7c0450ad2c11b28404,ega4.reference.candidate.sha256.70885d846ec6e5231cdf8123f8e888c585d735c473cd5b65fb5d4694ea2c0609,source_aligned/ega4-backmatter-contents.tex,56,20,3271,3275,18.7,18.7,subsection:IV.18.7,ega4.c04.subsec.18-7,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,true,lead row-by-row contextual audit; unique stable target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,216B3570203FA72394C66998B237A59653270AEB95AACE325FEF065A89FDF3B3,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.18-7}{18.7}}{18.7}},E68BAB23004C64A5E105F554B3A7EA70349FED69FEEC48A6E66D2B9044FCA121,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.db236c7e9ea6d0635b9b17bf6e21ff5c0dc5615ace8de56163eb3f70d7734cf5,ega4.reference.candidate.sha256.f81aab1f931cd5f29a39a276866e1c67c9258195a0532510d550bdbeccbedd7d,source_aligned/ega4-backmatter-contents.tex,57,20,3336,3340,18.8,18.8,subsection:IV.18.8,ega4.c04.subsec.18-8,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,true,lead row-by-row contextual audit; unique stable target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,FD2B615FA7462CB1B8351F636E94AB7916B860DBAEFACE508B3DDEE9DEA42F55,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.18-8}{18.8}}{18.8}},697FD2779725540CFD6E96B994D0C0754F2F4353EC0468582FE59BA9E06F01B9,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.d294e1b2dc147a1068c509abfef6d12517f816cb83d172fd578701d927ad9118,ega4.reference.candidate.sha256.5c2e2b7318e7562aa853e8d87411486f546fd4e721c4b9c0c133b12f053e6a65,source_aligned/ega4-backmatter-contents.tex,58,20,3413,3417,18.9,18.9,subsection:IV.18.9,ega4.c04.subsec.18-9,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,true,lead row-by-row contextual audit; unique stable target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,0AC326686F62E06176321C58953C4EB0FED6C7610BDEF09B71C7E8C36424DAAC,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.18-9}{18.9}}{18.9}},201D14F19744340516F90FA471670CD6C7F0A5A4D97AB6DB066AC3B5B6C6CB0F,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.9eee66774f62f613e5f7f2687c9705f81a55399740e4bcb5eeed6846b4612bf8,ega4.reference.candidate.sha256.d717bb34fe83862946a3eeeca523b29f9528f930e76c9056be088367af47e885,source_aligned/ega4-backmatter-contents.tex,59,20,3488,3493,18.10,18.10,subsection:IV.18.10,ega4.c04.subsec.18-10,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,true,lead row-by-row contextual audit; unique stable target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,B4BB533FA95C6F945110887A7A55CB5876D00A039246E10EEB15E8F878438CD2,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.18-10}{18.10}}{18.10}},BE9D9EBE7E16EB26AF88FE73A88507FD772C152E79EB41F9C4AF00E9E20A5EB4,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.5cf0d6bb6d8453b00b4f19f60d404a8e4ece4c2f46102f72bbc5f8075d1599f5,ega4.reference.candidate.sha256.564636f88211d92fe79e92a720ed8b240662fb6f954016b69a7f2038c8c7c897,source_aligned/ega4-backmatter-contents.tex,60,20,3590,3595,18.11,18.11,subsection:IV.18.11,ega4.c04.subsec.18-11,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,true,lead row-by-row contextual audit; unique stable target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,D2B280B3172571B47A5AB481D3F974D68173880BC9771016D4810FF5DC7D5687,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.18-11}{18.11}}{18.11}},0E0557E620186056A6474CC729B7043095DADA4F28CB792F6611E9551A7A633F,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.ca96f968e01ba16707ffb151dc7c031e5c8512a2ccfc6f4c38b12b94440f0af5,ega4.reference.candidate.sha256.499c21b2894ce84a91f3bb5ed55764c5af43f541766a4a01f715981633d2ea55,source_aligned/ega4-backmatter-contents.tex,61,20,3685,3690,18.12,18.12,subsection:IV.18.12,ega4.c04.subsec.18-12,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,true,lead row-by-row contextual audit; unique stable target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,5CF4350CFDC9AA4008E6E51555D7376D2EED925E7A5FA65C094F1D14FCC97F73,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.18-12}{18.12}}{18.12}},861EE2FE9009298053E2BED5D2BCC4738618DC836624F224E80B9A2D7F8ABA54,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.ce767faab9cc1c725d4f1689a585c8d0127be059de59a87691c8417a7a0f8516,ega4.reference.candidate.sha256.964bdfa859ef8b7b83fcd53554245bbf2d75a30df13aec30dc13e46741ed9bf3,source_aligned/ega4-backmatter-contents.tex,64,20,3888,3892,19.1,19.1,subsection:IV.19.1,ega4.c04.subsec.19-1,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,true,lead row-by-row contextual audit; unique stable target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,24A6A6066ABE39BBAFC61039D68B942F7E2F625635E8A196CD7FA1E438B3ADB1,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.19-1}{19.1}}{19.1}},3A80CD934C9E7DB9293575E323D9CF0A3EF400D43F92E0F1F81E07D1F93CB7B8,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.cdba30f143b0c510c7d6d97a67658fb98afe27c2752c4d52d0f38719c2e17b92,ega4.reference.candidate.sha256.a66389c0ebea582cb2c54587d7aae6d23a0feb24d3c617f7ee68d93cec3d2bc5,source_aligned/ega4-backmatter-contents.tex,65,20,3952,3956,19.2,19.2,subsection:IV.19.2,ega4.c04.subsec.19-2,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,true,lead row-by-row contextual audit; unique stable target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,CB9A670166C14503E0CE06AEFB01088AE02E8EF802441FFC0F0D38D845762998,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.19-2}{19.2}}{19.2}},2BE54C234DCC73DED4AFEB0BAC437EAD99ED45C526B060D8DBEB68914B11DBA8,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.a03eae3038750a004d5bee0a46d5d027a5a7dfb91b1f4ef6fea3d444c3215430,ega4.reference.candidate.sha256.aa5e9bfe4cb3ce11af2d47359a556d5268d1245a8e48bdf93be49aec9826ed89,source_aligned/ega4-backmatter-contents.tex,66,20,4016,4020,19.3,19.3,subsection:IV.19.3,ega4.c04.subsec.19-3,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,true,lead row-by-row contextual audit; unique stable target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,615A74687ED5770CFFA2193C02D58F017D9DD506DEE7947D471B0A0C01E2FE02,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.19-3}{19.3}}{19.3}},F56CD61EF5A41604EDE78EEEF4397ECE67CAC184FA19551AE6B8D4688EF8BC96,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.ef267d1899dbf73fee554f3e76efc598b578c8164b4e7be024ac0a87fb2865b7,ega4.reference.candidate.sha256.432afba7f09bc5b9b04fed60799e2a324408e95dcdd49e944d15b304e5b355c7,source_aligned/ega4-backmatter-contents.tex,67,20,4091,4095,19.4,19.4,subsection:IV.19.4,ega4.c04.subsec.19-4,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,true,lead row-by-row contextual audit; unique stable target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,5E9E2821A0CDDC6E5959AE21EB4F8DA802DEC7F0644882E1C4E55C9037F23230,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.19-4}{19.4}}{19.4}},9A61D9E543D88167BA14CC459C5F43A9A82C9BAE017B6CCA892DF617BCE531DF,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.b642b57d6d60d7eef1831b38e0d478c5126294fb832a7233062021aff8463f1e,ega4.reference.candidate.sha256.9cef613ca76689c7da0e68529fec1eff91bdba0b8f8ae7fad3096fbb9d50a80d,source_aligned/ega4-backmatter-contents.tex,68,20,4197,4201,19.5,19.5,subsection:IV.19.5,ega4.c04.subsec.19-5,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,true,lead row-by-row contextual audit; unique stable target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,553BEED538E6504062D16E13F2A3CD449B8A58D17C36C1BDE1F043BD3C205606,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.19-5}{19.5}}{19.5}},49E0C26D512E9EBC7284F1FFD21DFFC405729E5E631BAA7BAF9CDB4DCB948236,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.4fad4683446aebffd95f5befe889e2e7b24cd634399e564853c0cfb9f62f4a9d,ega4.reference.candidate.sha256.7383d0e8548ed09ac6a44402a53787e2a1064ec38f1c58ff508fd5657b1bdcb4,source_aligned/ega4-backmatter-contents.tex,69,20,4255,4259,19.6,19.6,subsection:IV.19.6,ega4.c04.subsec.19-6,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,true,lead row-by-row contextual audit; unique stable target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,C58E575749E23E6FDF449CFEDD38626063E3109A951D65057C588A1AC83157D0,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.19-6}{19.6}}{19.6}},B57FB901818244F72E021F5484E113EEC300908A663ED0CE2ACC4DE8EE5132A5,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.2e60f192a20fe0358cb1adfb8f2fbe0360d3725d89ba5eeaa559e7249f09228d,ega4.reference.candidate.sha256.eb16c2b2df8150db169df1446e8be52de22ac46f1e5f362269706ae96dd8d520,source_aligned/ega4-backmatter-contents.tex,70,20,4343,4347,19.7,19.7,subsection:IV.19.7,ega4.c04.subsec.19-7,WRAP_DUPLICATE_ANCHOR_WITH_CANONICAL_SUBSECTION_TARGET,true,lead adjudication; duplicate exact destination anchors; canonical subsection target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,44D83345598358AB096613FFEA22B8D56501CEC276A6CA168E025F77BD079324,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.19-7}{19.7}}{19.7}},0AACB354A24359808A891B10379A361B845BF820851EC81997B3B626C08450B2,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.762bf482f5e365c56664e4915f7b51d869ce2a944d34631fb1fb9819d68df213,ega4.reference.candidate.sha256.e2d74f20bc533ec359d1e931d2dfb58bddbe12c635ce43f4a210d7c7759bbf29,source_aligned/ega4-backmatter-contents.tex,71,20,4411,4415,19.8,19.8,subsection:IV.19.8,ega4.c04.subsec.19-8,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,true,lead row-by-row contextual audit; unique stable target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,191BC08E6B1CCA967E7FFDFE2E9C3A6AA36F5B9001539118934E63A4A0289A10,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.19-8}{19.8}}{19.8}},718D3DBE177F1D91EBCBC1910CC315799B7B9144E799BF2DC8D3EBEAA9AA8B24,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.dd94d13b0431fc4e6ccf8e2968b55855d8cd4010b577d86d4a8b77f89a954f58,ega4.reference.candidate.sha256.dc56d70912d42f2f0c6b10537c9aedd905d86fab4fcb45de8e1c1df9749cc291,source_aligned/ega4-backmatter-contents.tex,72,20,4485,4489,19.9,19.9,subsection:IV.19.9,ega4.c04.subsec.19-9,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,true,lead row-by-row contextual audit; unique stable target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,38EDF60D3275EC8152AC982192A9F84FDB3D27B3FE8FCF81CF2CC1815ED863B6,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.19-9}{19.9}}{19.9}},28919490F35271BD81992A60F35CD9F5D0FECC2E615094AA46DCFABDDAB49C47,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.3cc6dcaa3c5fad8e68b9c40522feaebce6401d7102a84c2bff47315660caaf9e,ega4.reference.candidate.sha256.0d9fd0ebe57f12c1ca6d982c7109d01a3839b61ab1ce7348a47766bae311edb0,source_aligned/ega4-backmatter-contents.tex,75,20,4623,4627,20.0,20.0,IV.20.0,ega4.c04.subsec.20-0,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,true,lead row-by-row contextual audit; unique stable target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,585348DBD28810F9A34F57BE46F000C5F9EFFAB894D074713D93FE7CCFEB3B76,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.20-0}{20.0}}{20.0}},1FFACB7B9EBBD89459BE3ED6A143816B6E704A35D652B2986F2155171BA0FC46,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.4c206f6fcc9a5bcb48ffba3ebf6f90bf49a435f49c5affc9a99430fde6f0d926,ega4.reference.candidate.sha256.08e43a1ccb44b343654fd415b70630488ca971302b0b3ab70ae08c23b40c6516,source_aligned/ega4-backmatter-contents.tex,76,20,4667,4671,20.1,20.1,IV.20.1,ega4.c04.subsec.20-1,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,true,lead row-by-row contextual audit; unique stable target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,36CE4028850A1B72BCF8C70132670C708527A5E4E45F803772BCB19A22A83F54,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.20-1}{20.1}}{20.1}},7D2A0A1EDCCFEE55425F4905C433F8B59373A2E1EBA0B218D1F70053C9D39DCF,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.e864a43866d18b099d59102aaa6c4cb693d8c050123e1fe488750336690332b5,ega4.reference.candidate.sha256.47bb74f7e01531312c44b6bc609252ae3ea696771c7c6bd58d67759eaefaddfe,source_aligned/ega4-backmatter-contents.tex,77,20,4720,4724,20.2,20.2,IV.20.2,ega4.c04.subsec.20-2,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,true,lead row-by-row contextual audit; unique stable target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,FF4C49BFAACE8B62056545F57EE265D04A84A137D6674BCF1DD78BDC7BBC1AC0,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.20-2}{20.2}}{20.2}},C11CCF3E9DD0B7B0F907C52D4F49148E4354024E629766B17C66ADB68DD45A81,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.ff2737c092b72761c66a2a66e7c0069f1116553f16d10cb26e0c6b39798e943c,ega4.reference.candidate.sha256.3a63d15be49f4cdabaedee3e9a1c804d2bff1fee0453d2e3287c5661d4d34e6b,source_aligned/ega4-backmatter-contents.tex,80,20,4808,4812,20.3,20.3,IV.20.3,ega4.c04.subsec.20-3,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,true,lead row-by-row contextual audit; unique stable target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,D6FA5311C1F84D46F5BC769684D9479CC8CEFE925CF464D53DBA2C8A151E39E9,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.20-3}{20.3}}{20.3}},5D34FC0666017DE21A6E99733A95955CAB883EF6CB12C48F4E632324314E7FC3,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.9d609da5fff1401d61fdd9f27bc28a516fa67e3ce29a741beb881d9f0b2357c4,ega4.reference.candidate.sha256.05a61df2a4e62527fed466cbd3d79122690f3d3840e471c56431bebbc45a22ca,source_aligned/ega4-backmatter-contents.tex,81,20,4871,4875,20.4,20.4,IV.20.4,ega4.c04.subsec.20-4,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,true,lead row-by-row contextual audit; unique stable target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,404BB9ABFBDDEBA5560149C0DE4512B6B4EDEBD734E1B7A11A4BF90FA62A5CC2,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.20-4}{20.4}}{20.4}},4BCFF06EAE7F0D30DF4DFF5ED7D0F5D7580FFB41A16FCC12D268650671819752,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.89c827ad738d72da07010ab33fd1ac8c2ebd7d1f817e412cb514433ae8620ef0,ega4.reference.candidate.sha256.9eb559b9d808d7e52d619d6ca3fb1cdaa9aa57b404fcc0930fee209d74ef1d86,source_aligned/ega4-backmatter-contents.tex,82,20,4960,4964,20.5,20.5,IV.20.5,ega4.c04.subsec.20-5,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,true,lead row-by-row contextual audit; unique stable target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,D86E0DA98F895B7C3A904DEB3A7FD313823866923A023AAE8CEEC68309F546F6,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.20-5}{20.5}}{20.5}},13E63442410B53C2B93D3BAC874A696C04FAE51605E4FBEB306B1B8F7BB630FE,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.8d7b51f1fc24d3b8ce55a9d0e3a1892e1c8420211b2fded1b85bac480426434b,ega4.reference.candidate.sha256.2c0761610a17822dbe83fbbdceeb5de1ccea85efac52495a55dec9629ede085d,source_aligned/ega4-backmatter-contents.tex,83,20,5017,5021,20.6,20.6,IV.20.6,ega4.c04.subsec.20-6,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,true,lead row-by-row contextual audit; unique stable target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,B1AC0FEA75978074EE541CD725748A9DCEE6C81834500BC00D328158134DF9B1,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.20-6}{20.6}}{20.6}},5D4656AC424588F0CA16CCAE8BAB2A813FC961A30FE2500054CDAF9A8A1F1AC4,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.24119d0353d45acd76964ceadc0dab625ced44ece468a979725879b84113a9d7,ega4.reference.candidate.sha256.3c6dc965a189fdfde12dcc01ccb39fcc1fc57f66675ffd4cdf90bc5e2e3adb94,source_aligned/ega4-backmatter-contents.tex,86,20,5120,5124,21.1,21.1,subsection:IV.21.1,ega4.c04.subsec.21-1,WRAP_DUPLICATE_ANCHOR_WITH_CANONICAL_SUBSECTION_TARGET,true,lead adjudication; duplicate exact destination anchors; canonical subsection target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,317A95F2E3C808874709AC4266F9FB8BD325B6C674B58FFEF512E437BB1EA4AD,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.21-1}{21.1}}{21.1}},433C99BC25EDCAFAB32980029907C0BEE0A45E2C768A0F472697BDD29E559F73,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.5e6455bb1af621b4f7125058ea15b6b3084a3ee5ff66c61d9ca616a2f1b85683,ega4.reference.candidate.sha256.f6aa208e738b1a77331a9a353b4b35d1f245dc0804505551962d1678ee616f43,source_aligned/ega4-backmatter-contents.tex,87,20,5178,5182,21.2,21.2,subsection:IV.21.2,ega4.c04.subsec.21-2,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,true,lead row-by-row contextual audit; unique stable target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,A73EB0B28B640CC004418290253EC0A8D88AA7C923BDCD9F4A736E260B161612,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.21-2}{21.2}}{21.2}},8D0A42F3D5AE3E8F4FA7FC8E565292CC1B14D8AC8CF7380CB46E1E8C7463E0AE,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.53c7652cbe42fe935fef70d60894ce2c7c08fb4804434c64d1ab7c87af59fdad,ega4.reference.candidate.sha256.0f2c5f6f8974dda5dc75201ef3fce3767ab8a04c7ab359541d341a73dad50dd4,source_aligned/ega4-backmatter-contents.tex,88,20,5251,5255,21.3,21.3,subsection:IV.21.3,ega4.c04.subsec.21-3,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,true,lead row-by-row contextual audit; unique stable target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,D73E887CE917B29ABEC1ACCBFC8DA7D73872D2DFD0540E6AD12FD9C2688765D3,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.21-3}{21.3}}{21.3}},E8E03E8DDB54412067C64769F7843CB6FA3ABB4A648A3D81B9E7809037CA76AC,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.ec8a0f13fc13973f070b2f3d4c5d66a1e9205a3f6f9520cd8dff106872c013f6,ega4.reference.candidate.sha256.0e7e7bc5c6fdf511db8db4fdeb9d5f72af398120453146b6c5e473b92eee099e,source_aligned/ega4-backmatter-contents.tex,89,20,5313,5317,21.4,21.4,subsection:IV.21.4,ega4.c04.subsec.21-4,WRAP_DUPLICATE_ANCHOR_WITH_CANONICAL_SUBSECTION_TARGET,true,lead adjudication; duplicate exact destination anchors; canonical subsection target,F9EFC9C8D57D4FA238731793C931A4F0D5BD8FC28EE1CF3334A82EABC6D00625,34AC8D2A7CE1FA81D6266D892FF3B9E4946E9A2AFB670766526A0A598A0B0154,B6527692DE97C12FCCB6CFB97CE03374ED7866A0EEB88DF8F00F868E90096D6A,{\texorpdfstring{\protect\hyperlink{ega4.c04.subsec.21-4}{21.4}}{21.4}},029565FF08FA83B7AB73629E4E3E741A329E601C5C0268BAC6DE4AE282FC2A55,APPLIED_REFERENCE_V2_LINK
