candidate_id,pattern_kind,source_relpath,source_line,source_column,source_offset,source_end_offset,visible_tex,normalized_visible,locator_token,volume_hint,target_label,target_id,baseline_pdf_destination,candidate_target_count,candidate_target_labels,classification,disposition,resolution_basis,source_sha256,source_span_sha256,context
ega4.reference.candidate.sha256.dfc3b9c66acd23547fedf42ab9a0be7005b492272169ae4d1b4cd05e83e839a8,explicit_sref,source_aligned/ega4-18.tex,547,14,44073,44091,\sref{IV.17.4.1.2},\sref{IV.17.4.1.2},17.4.1.2,IV,IV.17.4.1.2,ega4.c04.rem.17-4-1-2,AMS.736,1,IV.17.4.1.2,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,FCEE2B214BE780923AD113E90E501171F43426A6986546FD9C29CF89170DEBAE,57BFBEC6AFA85F0B505138415569097216D769F0BDC74F1625FC8C63741C1133,"en follows from \sref{IV.8.12.8} that there exist a finite $A$-algebra $C$ and a maximal ideal $\mathfrak{r}$ of $C$ (necessarily lying above the maximal ideal $\mathfrak{m}$ of $A$) such that $\sh{O}_{X,x}$ is $A$-isomorphic to $C_\mathfrak{r}$. Moreover, by \sref{IV.17.4.1.2}, the residue field $C/\mathfrak{r}=C_\mathfrak{r}/\mathfrak{r}C_\mathfrak{r}$ is a finite separable extension of $k=A/\mathfrak{m}$, and hence is of the form $k[v]$, where $v$ is separable over $k$. Let $\mathfrak{r}_i$ ($1\leq i\leq h$) be the maximal ideals"
ega4.reference.candidate.sha256.20d007d348142e13355446dc299a37fe9860c8e445c241099a907b7437448571,explicit_sref,source_aligned/ega4-18.tex,552,322,45086,45102,\sref{IV.18.4.4},\sref{IV.18.4.4},18.4.4,IV,IV.18.4.4,ega4.c04.lem.18-4-4,subsection.18.4,1,IV.18.4.4,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,FCEE2B214BE780923AD113E90E501171F43426A6986546FD9C29CF89170DEBAE,065E6916272D9F9B1E72AEDBBE2D5A16348A827A9B5022CC8EE4989ACAC31811,"$-algebra, it suffices to prove that $B_\mathfrak{n}$ is isomorphic to $C_\mathfrak{r}$; indeed, $B_\mathfrak{n}$ will then be formally unramified over $A$, and the existence of a polynomial $F\in A[\mathrm{T}]$ having the asserted properties will follow from \sref{IV.18.4.4}. Since $f$ is formally unramified, $C/\mathfrak{r}$ is isomorphic to the $A$-algebra $C_\mathfrak{r}/\mathfrak{m}C_\mathfrak{r}$ (\sref{IV.17.4.1.2}). We are thus reduced to proving the following lemma. \begin{lemma}[18.4.6.1] \label{IV.18.4.6.1} Let $A$ be"
ega4.reference.candidate.sha256.7f8a2b92f5e68ff26ae708c6733b21ed6b6f1ee2c63a18094df8db715bf6589e,explicit_sref,source_aligned/ega4-18.tex,553,130,45233,45251,\sref{IV.17.4.1.2},\sref{IV.17.4.1.2},17.4.1.2,IV,IV.17.4.1.2,ega4.c04.rem.17-4-1-2,AMS.736,1,IV.17.4.1.2,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,FCEE2B214BE780923AD113E90E501171F43426A6986546FD9C29CF89170DEBAE,57BFBEC6AFA85F0B505138415569097216D769F0BDC74F1625FC8C63741C1133,"over $A$, and the existence of a polynomial $F\in A[\mathrm{T}]$ having the asserted properties will follow from \sref{IV.18.4.4}. Since $f$ is formally unramified, $C/\mathfrak{r}$ is isomorphic to the $A$-algebra $C_\mathfrak{r}/\mathfrak{m}C_\mathfrak{r}$ (\sref{IV.17.4.1.2}). We are thus reduced to proving the following lemma. \begin{lemma}[18.4.6.1] \label{IV.18.4.6.1} Let $A$ be a local ring with maximal ideal $\mathfrak{m}$, let $C$ be a finite $A$-algebra, and let $\mathfrak{r}$ be a maximal ideal of $C$. Let $u\in C$ belon"
ega4.reference.candidate.sha256.13bdbb15e53ee50fa5f0bfa94528ccfe4a32cd609871453fed68fc92a9a3431e,bare_dotted_locator,source_aligned/ega4-18.tex,576,97,47185,47190,1.3.2,1.3.2,1.3.2,,,,,1,IV.1.3.2,explicit_cross_volume_locator,positive_residual,visible volume designator 0 is outside EGA IV,FCEE2B214BE780923AD113E90E501171F43426A6986546FD9C29CF89170DEBAE,7B13D2AF3B6479080C67C5530C51B06FC7FECFC4FF35BB6FB663AD9BB222AAF0,"e maximal ideals of $C$. Furthermore $u\notin\mathfrak{q}$, since $u\notin\mathfrak{r}$ and $u\in B$; the hypothesis therefore forces $\mathfrak{q}=\mathfrak{r}$. Since $B\subset C$, the homomorphism $g:R^{-1}B\to R^{-1}C$ is injective (EGA $0_{\mathrm{I}}$, 1.3.2). To prove that it is surjective, observe that $R^{-1}C$ is an $R^{-1}B$-module of finite type and that $\mathfrak{m}R^{-1}B$ is contained in the maximal ideal of the local ring $R^{-1}B$. By Nakayama's lemma, it suffices to prove that \[ R^{-1}B/\mathfrak{m}"
ega4.reference.candidate.sha256.7318dd69843bab575b4a886d5fbf9e586452e40f04689bab161447cf30dee1d4,explicit_sref,source_aligned/ega4-18.tex,587,132,47968,47983,\sref[I]{I.7.2},\sref[I]{I.7.2},7.2,I,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,FCEE2B214BE780923AD113E90E501171F43426A6986546FD9C29CF89170DEBAE,CED7F03B6AF526457ED10867B0F7AAFA56747A97B46E65F8B663C6E49350BDD7,"u$, and hence it is the image of $R^{-1}B/\mathfrak{m}R^{-1}B$. \end{proof} Consider next the case where $f$ is \'etale at $x$. Replacing $X$ by a neighbourhood of $x$, we may suppose that $X$ is a neighbourhood of $\mathfrak{n}$ in $\operatorname{Spec}(B)$ (\sref[I]{I.7.2}). Set $B'=A[\mathrm{T}]/F A[\mathrm{T}]$ and let $\mathfrak{n}'$ be the inverse image of $\mathfrak{n}$ in $B'$. Since the image of $F'(\mathrm{T})$ in $B'$ does not belong to $\mathfrak{n}'$, the morphism $\operatorname{Spec}(B')\to\operatorname{Spec}(A)$ is"
ega4.reference.candidate.sha256.726d3c7914fb97e6faab164966cf60379c84bb9cf837167cabd2d35931e3005e,explicit_sref,source_aligned/ega4-18.tex,589,178,48274,48290,\sref{IV.18.4.2},\sref{IV.18.4.2},18.4.2,IV,IV.18.4.2,ega4.c04.prop.18-4-2,subsection.18.4,1,IV.18.4.2,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,FCEE2B214BE780923AD113E90E501171F43426A6986546FD9C29CF89170DEBAE,42D715F3A375DDE81A5D7509BCCCEBAD3EDE7592C54B0662050703D239C351F5,"athrm{T}]$ and let $\mathfrak{n}'$ be the inverse image of $\mathfrak{n}$ in $B'$. Since the image of $F'(\mathrm{T})$ in $B'$ does not belong to $\mathfrak{n}'$, the morphism $\operatorname{Spec}(B')\to\operatorname{Spec}(A)$ is \'etale at $\mathfrak{n}'$ by \sref{IV.18.4.2},~(ii). As $\operatorname{Spec}(B)\to\operatorname{Spec}(A)$ is \'etale at $\mathfrak{n}$, \sref{IV.17.3.4} shows that $\operatorname{Spec}(B)\to\operatorname{Spec}(B')$ is \'etale at $\mathfrak{n}$; but this morphism is an immersion, so it can be \'etale at a"
ega4.reference.candidate.sha256.c98e743c61ceebb0fb332c0ada79b9689f293a53c188d910b3ae6d691ef45424,explicit_sref,source_aligned/ega4-18.tex,590,84,48381,48398,\sref{IV.17.3.4} ,\sref{IV.17.3.4},17.3.4,IV,IV.17.3.4,ega4.c04.prop.17-3-4,subsection.17.3,1,IV.17.3.4,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,FCEE2B214BE780923AD113E90E501171F43426A6986546FD9C29CF89170DEBAE,5C03A582C8CEE5AF858DA35013C36EA3151B277D26C20ADEE93B1A1F0EB2E1E5,"mathrm{T})$ in $B'$ does not belong to $\mathfrak{n}'$, the morphism $\operatorname{Spec}(B')\to\operatorname{Spec}(A)$ is \'etale at $\mathfrak{n}'$ by \sref{IV.18.4.2},~(ii). As $\operatorname{Spec}(B)\to\operatorname{Spec}(A)$ is \'etale at $\mathfrak{n}$, \sref{IV.17.3.4} shows that $\operatorname{Spec}(B)\to\operatorname{Spec}(B')$ is \'etale at $\mathfrak{n}$; but this morphism is an immersion, so it can be \'etale at a point only if it is a local isomorphism there (\sref{IV.17.9.1}). Thus $B_\mathfrak{n}$ and $B'_{\mathfrak{"
ega4.reference.candidate.sha256.f4bd2d2cf0acd378a610e948303cca6747c77bad561feb3963522910c1fc8a5c,explicit_sref,source_aligned/ega4-18.tex,590,301,48598,48614,\sref{IV.17.9.1},\sref{IV.17.9.1},17.9.1,IV,IV.17.9.1,ega4.c04.thm.17-9-1,subsection.17.9,1,IV.17.9.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,FCEE2B214BE780923AD113E90E501171F43426A6986546FD9C29CF89170DEBAE,6556C15BF7FC25FCECFD464073941FD3C9FD783945F4E51779C53A8CF59A20E6,"me{Spec}(A)$ is \'etale at $\mathfrak{n}$, \sref{IV.17.3.4} shows that $\operatorname{Spec}(B)\to\operatorname{Spec}(B')$ is \'etale at $\mathfrak{n}$; but this morphism is an immersion, so it can be \'etale at a point only if it is a local isomorphism there (\sref{IV.17.9.1}). Thus $B_\mathfrak{n}$ and $B'_{\mathfrak{n}'}$ are isomorphic. Finally, suppose that $\sh{O}_{X,x}$ is a formally \'etale $A$-algebra. With the preceding notation, \sref{IV.17.1.5} shows that $B_\mathfrak{n}$ is a formally \'etale $B'_{\mathfrak{n}'}$-alge"
ega4.reference.candidate.sha256.da2cf107c60dfe52e4651b5036cb91378b831ab93baa3e2c747e237aa4a8eb62,explicit_sref,source_aligned/ega4-18.tex,594,30,48782,48799,\sref{IV.17.1.5} ,\sref{IV.17.1.5},17.1.5,IV,IV.17.1.5,ega4.c04.cor.17-1-5,AMS.733,1,IV.17.1.5,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,FCEE2B214BE780923AD113E90E501171F43426A6986546FD9C29CF89170DEBAE,DE4F8ABB0320AC7D9E4F645EED04892D89D141C21227CE529C545C20C364E565,"n, so it can be \'etale at a point only if it is a local isomorphism there (\sref{IV.17.9.1}). Thus $B_\mathfrak{n}$ and $B'_{\mathfrak{n}'}$ are isomorphic. Finally, suppose that $\sh{O}_{X,x}$ is a formally \'etale $A$-algebra. With the preceding notation, \sref{IV.17.1.5} shows that $B_\mathfrak{n}$ is a formally \'etale $B'_{\mathfrak{n}'}$-algebra; since the homomorphism $B'_{\mathfrak{n}'}\to B_\mathfrak{n}$ is surjective, this is possible only if it is \emph{bijective} (\sref[0]{0.19.10.3},~(i)). This completes the proof of"
ega4.reference.candidate.sha256.66622545716e5c35a7dbc2515e5c75f7d7c78575d3bb7d72e5690df2f8f4f4da,explicit_sref,source_aligned/ega4-18.tex,594,253,49005,49024,\sref[0]{0.19.10.3},\sref[0]{0.19.10.3},0.19.10.3,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,FCEE2B214BE780923AD113E90E501171F43426A6986546FD9C29CF89170DEBAE,836298B9EB5A9DFBEB385156FB6840796B29B30A1E433B9BD16D47ED046DA204,"lgebra. With the preceding notation, \sref{IV.17.1.5} shows that $B_\mathfrak{n}$ is a formally \'etale $B'_{\mathfrak{n}'}$-algebra; since the homomorphism $B'_{\mathfrak{n}'}\to B_\mathfrak{n}$ is surjective, this is possible only if it is \emph{bijective} (\sref[0]{0.19.10.3},~(i)). This completes the proof of \sref{IV.18.4.6}. \end{proof} \begin{corollary}[18.4.7] \label{IV.18.4.7} Let $f:X\to Y$ be a morphism locally of finite type, $x$ a point of $X$. For $f$ to be formally unramified at the point $x$, it is necessary and suff"
ega4.reference.candidate.sha256.c5049061fed9be2a3ff9add5651269da9758e097214268193ff160085681e2ce,explicit_sref,source_aligned/ega4-18.tex,595,29,49060,49076,\sref{IV.18.4.6},\sref{IV.18.4.6},18.4.6,IV,IV.18.4.6,ega4.c04.thm.18-4-6,subsection.18.4,1,IV.18.4.6,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,FCEE2B214BE780923AD113E90E501171F43426A6986546FD9C29CF89170DEBAE,1EC0358C129B90CC55CCCD60359F554155B62812665159FC5DADDF83EA4F0885,"hows that $B_\mathfrak{n}$ is a formally \'etale $B'_{\mathfrak{n}'}$-algebra; since the homomorphism $B'_{\mathfrak{n}'}\to B_\mathfrak{n}$ is surjective, this is possible only if it is \emph{bijective} (\sref[0]{0.19.10.3},~(i)). This completes the proof of \sref{IV.18.4.6}. \end{proof} \begin{corollary}[18.4.7] \label{IV.18.4.7} Let $f:X\to Y$ be a morphism locally of finite type, $x$ a point of $X$. For $f$ to be formally unramified at the point $x$, it is necessary and sufficient that there exist an open neighbourhood $U$ of"
ega4.reference.candidate.sha256.8be0174ef57a69519b917e8d8ba564b4090c0be3ecf693a9c6b3cff42b09db5f,explicit_sref,source_aligned/ega4-18.tex,606,130,49739,49757,\sref{IV.17.4.1.2},\sref{IV.17.4.1.2},17.4.1.2,IV,IV.17.4.1.2,ega4.c04.rem.17-4-1-2,AMS.736,1,IV.17.4.1.2,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,FCEE2B214BE780923AD113E90E501171F43426A6986546FD9C29CF89170DEBAE,57BFBEC6AFA85F0B505138415569097216D769F0BDC74F1625FC8C63741C1133,"orollary} \begin{proof} We can obviously reduce to the case where $Y=\operatorname{Spec}(R)$ is affine and $f$ is of finite type. If $A=\sh{O}_{Y,y}$, with $y=f(x)$, the condition for $f$ to be formally unramified at the point $x$ is equivalent, by virtue of \sref{IV.17.4.1.2}, to saying that $\sh{O}_{X,x}$ is a formally unramified $A$-algebra. If it is so, we can apply \sref{IV.18.4.6}, (i); replacing $Y$ as needed by an affine neighbourhood of $y$, we may suppose (with the notation of \sref{IV.18.4.6}) that the polynomial $F$ is"
ega4.reference.candidate.sha256.b12d0d748d2b260c35da30d8636389a7c1fcc37273c2ba320e006f62481a654e,explicit_sref,source_aligned/ega4-18.tex,607,27,49853,49869,\sref{IV.18.4.6},\sref{IV.18.4.6},18.4.6,IV,IV.18.4.6,ega4.c04.thm.18-4-6,subsection.18.4,1,IV.18.4.6,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,FCEE2B214BE780923AD113E90E501171F43426A6986546FD9C29CF89170DEBAE,1EC0358C129B90CC55CCCD60359F554155B62812665159FC5DADDF83EA4F0885,"of finite type. If $A=\sh{O}_{Y,y}$, with $y=f(x)$, the condition for $f$ to be formally unramified at the point $x$ is equivalent, by virtue of \sref{IV.17.4.1.2}, to saying that $\sh{O}_{X,x}$ is a formally unramified $A$-algebra. If it is so, we can apply \sref{IV.18.4.6}, (i); replacing $Y$ as needed by an affine neighbourhood of $y$, we may suppose (with the notation of \sref{IV.18.4.6}) that the polynomial $F$ is the image in $A[\mathrm{T}]$ of a monic unitaire polynomial $G\in R[\mathrm{T}]$. We then set $X'=\operatorname{"
ega4.reference.candidate.sha256.c5d2cb152f25419d8e36b2393d8ba03dd7124acc3fc3c693589bdb1474258c50,explicit_sref,source_aligned/ega4-18.tex,608,97,49972,49988,\sref{IV.18.4.6},\sref{IV.18.4.6},18.4.6,IV,IV.18.4.6,ega4.c04.thm.18-4-6,subsection.18.4,1,IV.18.4.6,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,FCEE2B214BE780923AD113E90E501171F43426A6986546FD9C29CF89170DEBAE,1EC0358C129B90CC55CCCD60359F554155B62812665159FC5DADDF83EA4F0885,"s equivalent, by virtue of \sref{IV.17.4.1.2}, to saying that $\sh{O}_{X,x}$ is a formally unramified $A$-algebra. If it is so, we can apply \sref{IV.18.4.6}, (i); replacing $Y$ as needed by an affine neighbourhood of $y$, we may suppose (with the notation of \sref{IV.18.4.6}) that the polynomial $F$ is the image in $A[\mathrm{T}]$ of a monic unitaire polynomial $G\in R[\mathrm{T}]$. We then set $X'=\operatorname{Spec}(R[\mathrm{T}]/G.R[\mathrm{T}])$; let $x'$ be the image of the point $\mathfrak{n}$ of $\operatorname{Spec}(B)$ by"
ega4.reference.candidate.sha256.b47edb9f04ce39cb6e6f3ec91815312d635cd938c9d2272c1c57ff629bdfc2e0,explicit_sref,source_aligned/ega4-18.tex,611,17,50393,50410,\sref{IV.18.4.2} ,\sref{IV.18.4.2},18.4.2,IV,IV.18.4.2,ega4.c04.prop.18-4-2,subsection.18.4,1,IV.18.4.2,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,FCEE2B214BE780923AD113E90E501171F43426A6986546FD9C29CF89170DEBAE,7C5434D3CDE03024D7D9579CAF61C8F3391A58EDB15F06A3CBDE068022E235CF,"}(R[\mathrm{T}]/G.R[\mathrm{T}])$; let $x'$ be the image of the point $\mathfrak{n}$ of $\operatorname{Spec}(B)$ by the morphism corresponding to the composite homomorphism $R[\mathrm{T}]/G.R[\mathrm{T}]\to A[\mathrm{T}]/F.A[\mathrm{T}]\to B$. It follows from \sref{IV.18.4.2} that the canonical morphism $h:X'\to Y$ is \'etale at the point $x'$, hence, restricting $X'$ and $Y$ to open neighbourhoods of $x'$ and $y$ if necessary, we may suppose that $h$ is \'etale. On the other hand, by virtue of \sref[I]{I.6.5.1},~(ii) and \sref[I]{"
ega4.reference.candidate.sha256.f91d43cc64400fbe8edf761b9e33e90366453748be575a2fb6412da5a106f279,explicit_sref,source_aligned/ega4-18.tex,612,33,50633,50650,\sref[I]{I.6.5.1},\sref[I]{I.6.5.1},6.5.1,I,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,FCEE2B214BE780923AD113E90E501171F43426A6986546FD9C29CF89170DEBAE,6DA7989DE7490A818E09246FAD809334BBF2161B97311D786526F459394801A3,"B$. It follows from \sref{IV.18.4.2} that the canonical morphism $h:X'\to Y$ is \'etale at the point $x'$, hence, restricting $X'$ and $Y$ to open neighbourhoods of $x'$ and $y$ if necessary, we may suppose that $h$ is \'etale. On the other hand, by virtue of \sref[I]{I.6.5.1},~(ii) and \sref[I]{I.7.2}, the local homomorphism $\varphi:\sh{O}_{X',x'}\to\sh{O}_{X,x}$ corresponds to a morphism \oldpage[IV]{122} $j:U\to X'$ from an open neighbourhood $U$ of $x$ in $X$; in applying \sref[I]{I.6.5.1}, (i)), suppose that $h\circ j=f|U$, h"
ega4.reference.candidate.sha256.01ce07f778b2a51e4e7d31856df0afc6a58aac04b8f4d8015deec3a4260283ff,explicit_sref,source_aligned/ega4-18.tex,612,61,50661,50676,\sref[I]{I.7.2},\sref[I]{I.7.2},7.2,I,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,FCEE2B214BE780923AD113E90E501171F43426A6986546FD9C29CF89170DEBAE,CED7F03B6AF526457ED10867B0F7AAFA56747A97B46E65F8B663C6E49350BDD7,".18.4.2} that the canonical morphism $h:X'\to Y$ is \'etale at the point $x'$, hence, restricting $X'$ and $Y$ to open neighbourhoods of $x'$ and $y$ if necessary, we may suppose that $h$ is \'etale. On the other hand, by virtue of \sref[I]{I.6.5.1},~(ii) and \sref[I]{I.7.2}, the local homomorphism $\varphi:\sh{O}_{X',x'}\to\sh{O}_{X,x}$ corresponds to a morphism \oldpage[IV]{122} $j:U\to X'$ from an open neighbourhood $U$ of $x$ in $X$; in applying \sref[I]{I.6.5.1}, (i)), suppose that $h\circ j=f|U$, hence $j$ is of finite type"
ega4.reference.candidate.sha256.8a58242638d1b8e57d587822cf1d88578f0e3a4a62ade02f8b140b15c70111c7,explicit_sref,source_aligned/ega4-18.tex,615,13,50855,50872,\sref[I]{I.6.5.1},\sref[I]{I.6.5.1},6.5.1,I,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,FCEE2B214BE780923AD113E90E501171F43426A6986546FD9C29CF89170DEBAE,6DA7989DE7490A818E09246FAD809334BBF2161B97311D786526F459394801A3,"tale. On the other hand, by virtue of \sref[I]{I.6.5.1},~(ii) and \sref[I]{I.7.2}, the local homomorphism $\varphi:\sh{O}_{X',x'}\to\sh{O}_{X,x}$ corresponds to a morphism \oldpage[IV]{122} $j:U\to X'$ from an open neighbourhood $U$ of $x$ in $X$; in applying \sref[I]{I.6.5.1}, (i)), suppose that $h\circ j=f|U$, hence $j$ is of finite type (\sref[I]{I.6.3.4}, (v)); finally, the homomorphism $\varphi$ is surjective by \sref{IV.18.4.6},~(i), hence it follows from (\sref[I]{I.6.5.4}, (i)) that we can, restricting further $U$ and $X'$,"
ega4.reference.candidate.sha256.59633127b3a2f2cdb3e829e3309b7411074aea5f036379230dc208192352b989,explicit_sref,source_aligned/ega4-18.tex,615,96,50938,50955,\sref[I]{I.6.3.4},\sref[I]{I.6.3.4},6.3.4,I,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,FCEE2B214BE780923AD113E90E501171F43426A6986546FD9C29CF89170DEBAE,F437731A505EC585FDDF49135DBFFF51831B1C2FD30D37B8A10151EC05141BD5,"the local homomorphism $\varphi:\sh{O}_{X',x'}\to\sh{O}_{X,x}$ corresponds to a morphism \oldpage[IV]{122} $j:U\to X'$ from an open neighbourhood $U$ of $x$ in $X$; in applying \sref[I]{I.6.5.1}, (i)), suppose that $h\circ j=f|U$, hence $j$ is of finite type (\sref[I]{I.6.3.4}, (v)); finally, the homomorphism $\varphi$ is surjective by \sref{IV.18.4.6},~(i), hence it follows from (\sref[I]{I.6.5.4}, (i)) that we can, restricting further $U$ and $X'$, suppose that $j$ is a closed immersion. This proves the necessity of the condition"
ega4.reference.candidate.sha256.814c4fd2b3d8c6ac6c11e19087ec1bd2cd27dda791798fea4123f80ab358428a,explicit_sref,source_aligned/ega4-18.tex,616,54,51016,51032,\sref{IV.18.4.6},\sref{IV.18.4.6},18.4.6,IV,IV.18.4.6,ega4.c04.thm.18-4-6,subsection.18.4,1,IV.18.4.6,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,FCEE2B214BE780923AD113E90E501171F43426A6986546FD9C29CF89170DEBAE,1EC0358C129B90CC55CCCD60359F554155B62812665159FC5DADDF83EA4F0885,"a morphism \oldpage[IV]{122} $j:U\to X'$ from an open neighbourhood $U$ of $x$ in $X$; in applying \sref[I]{I.6.5.1}, (i)), suppose that $h\circ j=f|U$, hence $j$ is of finite type (\sref[I]{I.6.3.4}, (v)); finally, the homomorphism $\varphi$ is surjective by \sref{IV.18.4.6},~(i), hence it follows from (\sref[I]{I.6.5.4}, (i)) that we can, restricting further $U$ and $X'$, suppose that $j$ is a closed immersion. This proves the necessity of the condition stated; the sufficiency is immediate \sref{IV.17.1.3}, (i) and (ii). \end{pr"
ega4.reference.candidate.sha256.f4e0f5c51d7660c4b18d83a14686f49dfd8086246001a364ca9f79ee7f2db728,explicit_sref,source_aligned/ega4-18.tex,616,100,51062,51079,\sref[I]{I.6.5.4},\sref[I]{I.6.5.4},6.5.4,I,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,FCEE2B214BE780923AD113E90E501171F43426A6986546FD9C29CF89170DEBAE,E70D3EFFF8088D9502A3E5F4F4278B12265C0D69BBE5EDAB687A6B16BD764EAC,"an open neighbourhood $U$ of $x$ in $X$; in applying \sref[I]{I.6.5.1}, (i)), suppose that $h\circ j=f|U$, hence $j$ is of finite type (\sref[I]{I.6.3.4}, (v)); finally, the homomorphism $\varphi$ is surjective by \sref{IV.18.4.6},~(i), hence it follows from (\sref[I]{I.6.5.4}, (i)) that we can, restricting further $U$ and $X'$, suppose that $j$ is a closed immersion. This proves the necessity of the condition stated; the sufficiency is immediate \sref{IV.17.1.3}, (i) and (ii). \end{proof} \begin{corollary}[18.4.8] \label{IV.18.4."
ega4.reference.candidate.sha256.9bd056e6cf19caf2de2f17f4a521fb754db51cb22a0d5ca37d1a8460c3eab2d5,explicit_sref,source_aligned/ega4-18.tex,618,30,51253,51269,\sref{IV.17.1.3},\sref{IV.17.1.3},17.1.3,IV,IV.17.1.3,ega4.c04.prop.17-1-3,AMS.733,1,IV.17.1.3,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,FCEE2B214BE780923AD113E90E501171F43426A6986546FD9C29CF89170DEBAE,E87062CD82838655A5FBE8378DDF270C2BB6B6AE95359F3457D22C1B27FEF385,"rphi$ is surjective by \sref{IV.18.4.6},~(i), hence it follows from (\sref[I]{I.6.5.4}, (i)) that we can, restricting further $U$ and $X'$, suppose that $j$ is a closed immersion. This proves the necessity of the condition stated; the sufficiency is immediate \sref{IV.17.1.3}, (i) and (ii). \end{proof} \begin{corollary}[18.4.8] \label{IV.18.4.8} Let $f:X\to Y$ be a morphism locally of finite presentation. For $f$ to be unramified (respectively, \'etale), it is necessary and sufficient that there exist a family of flat morphisms $"
ega4.reference.candidate.sha256.69ad5b5f1415ae284fcadb9371f5a9bf055c7f1234dd115d8578237139a5d964,explicit_sref,source_aligned/ega4-18.tex,630,48,52221,52237,\sref{IV.18.4.7},\sref{IV.18.4.7},18.4.7,IV,IV.18.4.7,ega4.c04.cor.18-4-7,subsection.18.4,1,IV.18.4.7,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,FCEE2B214BE780923AD113E90E501171F43426A6986546FD9C29CF89170DEBAE,5482EA97EDF9624B07C58106739C0AAF303698D046841B760C41A6071B512AD6,"e \'etale. \end{corollary} \begin{proof} The necessity of the condition for \'etale morphisms is immediate: take a single $Y'_\alpha=X$, let $g_\alpha=f$, and take for $U_\alpha\subset X\times_Y X$ the diagonal. When $f$ is unramified, necessity follows from \sref{IV.18.4.7}: choose an open covering $(V_\alpha)$ of $X$ such that, for each $\alpha$, $f|V_\alpha$ factors as $V_\alpha\xrightarrow{j_\alpha}Y'_\alpha\xrightarrow{g_\alpha}Y$, where $j_\alpha$ is a closed immersion and $g_\alpha$ is \'etale. Then $j_\alpha:V_\alpha\to Y"
ega4.reference.candidate.sha256.7a5e67a352e62636462c184b693a4a6210786ea88ae101a5f6f4c2d6238d4875,explicit_sref,source_aligned/ega4-18.tex,631,260,52728,52744,\sref{IV.17.4.1},\sref{IV.17.4.1},17.4.1,IV,IV.17.4.1,ega4.c04.thm.17-4-1,subsection.17.4,1,IV.17.4.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,FCEE2B214BE780923AD113E90E501171F43426A6986546FD9C29CF89170DEBAE,6294DFCD7D773363C09B5802B26C8075BFF0A2AA0166784CAD24314ED433A5DE,"Then $j_\alpha:V_\alpha\to Y'_\alpha$ factors as $V_\alpha\xrightarrow{s_\alpha}X'_\alpha\xrightarrow{f'_\alpha}Y'_\alpha$, where $s_\alpha$ is a $V_\alpha$-section of $X'_\alpha$; since $g'_\alpha:X'_\alpha\to X$ is \'etale, $s_\alpha$ is an open immersion (\sref{IV.17.4.1}), and it suffices to take $U_\alpha=s_\alpha(V_\alpha)$. The sufficiency of the conditions follows from \sref{IV.17.7.1}; one concludes at each point $x$ of $g'(U_\alpha)$, hence in all of $X$ since the $g'_\alpha(U_\alpha)$ cover $X$. \end{proof} \begin{pr"
