application_id,candidate_id,pattern_kind,source_relpath,source_line,source_column,source_offset,source_end_offset,visible_tex,normalized_visible,locator_token,volume_hint,target_label,target_id,baseline_pdf_destination,candidate_target_count,candidate_target_labels,classification,disposition,resolution_basis,source_sha256,source_span_sha256,context
ega4.reference.application.sha256.4656ff6c6d654a9c9a6de61133bad819f3a24216c34c2ca2875577bcead92765,ega4.reference.candidate.sha256.4656ff6c6d654a9c9a6de61133bad819f3a24216c34c2ca2875577bcead92765,explicit_sref,source_aligned/ega4-21.tex,742,107,47466,47483,\sref{IV.21.5.2} ,\sref{IV.21.5.2},21.5.2,IV,IV.21.5.2,ega4.c04.lem.21-5-2,subsection.21.5,1,IV.21.5.2,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,E5415199A9332AA3FE26DED63AF99812DF9A319B95B54F96375CFF2FF964854A,2AD7B63D57067F729DAE6053AAA4839B6235D05DFBA558D8BBD8F36FC3B03198,"m $\mathrm{N}_{X'/X}(s')=\mathrm{N}_{f_*(\sh{O}_{X'})|\sh{O}_X}(s')$ (which we also write $\mathrm{N}(s')$) is a regular element of $\Gamma(U,\sh{O}_X)$; we are indeed immediately reduced to the case where $U=X$ is affine, and then the conclusion follows from \sref{IV.21.5.2} in hypothesis (I); on the other hand, in hypothesis (II), the fact that $\sh{R}(X)$ is a flat $\sh{O}_X$-Module implies that the section $s'\otimes 1$ of $\Gamma(U,f_*(\sh{O}_{X'})\otimes_{\sh{O}_X}\sh{R}(X))$ is also regular (\hyperref[0.6.1.2]{$\mathbf{0_I}$"
ega4.reference.application.sha256.d3234fdfd0a9db43287790b4cd6e7955a3067eb506de75ee33f064a7bcfd0a62,ega4.reference.candidate.sha256.d3234fdfd0a9db43287790b4cd6e7955a3067eb506de75ee33f064a7bcfd0a62,explicit_sref,source_aligned/ega4-21.tex,743,291,47792,47809,\sref{IV.21.5.2} ,\sref{IV.21.5.2},21.5.2,IV,IV.21.5.2,ega4.c04.lem.21-5-2,subsection.21.5,1,IV.21.5.2,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,E5415199A9332AA3FE26DED63AF99812DF9A319B95B54F96375CFF2FF964854A,2AD7B63D57067F729DAE6053AAA4839B6235D05DFBA558D8BBD8F36FC3B03198,"is (II), the fact that $\sh{R}(X)$ is a flat $\sh{O}_X$-Module implies that the section $s'\otimes 1$ of $\Gamma(U,f_*(\sh{O}_{X'})\otimes_{\sh{O}_X}\sh{R}(X))$ is also regular (\hyperref[0.6.1.2]{$\mathbf{0_I}$, 6.1.2}), and the conclusion follows again from \sref{IV.21.5.2} applied to the ring $\Gamma(U,\sh{R}(X))$, taking into account the definition of the norm (\textbf{II}, 6.5.3). This being so, let $u'$ be a meromorphic section of $\sh{L}'$ over $X'$; the morphism $f$ being affine, every point $x\in X$ admits a neighbourhood"
ega4.reference.application.sha256.7c8e54270ef0f9d6ae1534465d3b4c0eeb3795b54c84aa2ebd7445657222b917,ega4.reference.candidate.sha256.7c8e54270ef0f9d6ae1534465d3b4c0eeb3795b54c84aa2ebd7445657222b917,explicit_sref,source_aligned/ega4-21.tex,766,64,49777,49793,\sref{IV.21.5.3},\sref{IV.21.5.3},21.5.3,IV,IV.21.5.3,ega4.c04.statement.21-5-3,subsection.21.5,1,IV.21.5.3,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,E5415199A9332AA3FE26DED63AF99812DF9A319B95B54F96375CFF2FF964854A,BDEA45A8CBE27F5F2E70E3872F295B550483DA5B66A629DAA2DA830E89D935AD,"es and of (\textbf{II}, 6.5.3.1) \[ \label{IV.21.5.3.2} \mathrm{N}(s_1'\otimes s_2')=\mathrm{N}(s_1')\otimes\mathrm{N}(s_2'). \tag{21.5.3.2} \] \end{env} \begin{env}[21.5.4] \label{IV.21.5.4} Suppose always that $f$ satisfies one of hypotheses I), II) of \sref{IV.21.5.3}. If $(\sh{L}_1',s_1')$, $(\sh{L}_2',s_2')$ are two pairs each formed of an invertible $\sh{O}_{X'}$-Module and a regular meromorphic section of this Module over $X'$, which are moreover \emph{equivalent} in the sense of \sref{IV.21.2.10}, then the pairs $(\ma"
ega4.reference.application.sha256.bb5dbd1a9cc7ce258d40213215656e0ca5d8e11b07d425e3d7357bc9890f8d37,ega4.reference.candidate.sha256.bb5dbd1a9cc7ce258d40213215656e0ca5d8e11b07d425e3d7357bc9890f8d37,explicit_sref,source_aligned/ega4-21.tex,767,220,50014,50031,\sref{IV.21.2.10},\sref{IV.21.2.10},21.2.10,IV,IV.21.2.10,ega4.c04.statement.21-2-10,AMS.851,1,IV.21.2.10,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,E5415199A9332AA3FE26DED63AF99812DF9A319B95B54F96375CFF2FF964854A,EB569002801CAC87D49D8529FEC4A5580BC6F18B52E837E217A3563E8AAFF2A1,"hypotheses I), II) of \sref{IV.21.5.3}. If $(\sh{L}_1',s_1')$, $(\sh{L}_2',s_2')$ are two pairs each formed of an invertible $\sh{O}_{X'}$-Module and a regular meromorphic section of this Module over $X'$, which are moreover \emph{equivalent} in the sense of \sref{IV.21.2.10}, then the pairs $(\mathrm{N}(\sh{L}_1'),\mathrm{N}(s_1'))$ and $(\mathrm{N}(\sh{L}_2'),\mathrm{N}(s_2'))$ are also equivalent, since an isomorphism of invertible $\sh{O}_{X'}$-Modules has for norm an isomorphism of their norms (\textbf{II}, 6.5.4), and we hav"
ega4.reference.application.sha256.481db98ee8ad1958f37b18f21e0147a24b438b3372a2ee1aa492d37cc1fb3ef4,ega4.reference.candidate.sha256.481db98ee8ad1958f37b18f21e0147a24b438b3372a2ee1aa492d37cc1fb3ef4,explicit_sref,source_aligned/ega4-21.tex,773,92,50625,50641,\sref{IV.21.5.3},\sref{IV.21.5.3},21.5.3,IV,IV.21.5.3,ega4.c04.statement.21-5-3,subsection.21.5,1,IV.21.5.3,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,E5415199A9332AA3FE26DED63AF99812DF9A319B95B54F96375CFF2FF964854A,BDEA45A8CBE27F5F2E70E3872F295B550483DA5B66A629DAA2DA830E89D935AD,"\Gamma(X',\sh{O}_{X'}^*)$ to sections of $\Gamma(X,\sh{O}_X^*)$. We can therefore pose the following definition: \end{env} \begin{definition}[21.5.5] \label{IV.21.5.5} Given a finite morphism $f:X'\to X$ of preschemes, satisfying one of conditions I), II) of \sref{IV.21.5.3}, we call the \emph{direct image} (or \emph{norm}) of a divisor $D'$ on $X'$ by $f$, and denote $f_*(D')$ (or $\mathrm{N}_{X'/X}(D')$), the divisor on $X$ which corresponds canonically \sref{IV.21.2.11} to the class of the pair $(\mathrm{N}_{X'/X}(\sh{O}_{X'}("
ega4.reference.application.sha256.be2385a41fb196e5932aaac097d1fe580fb12fc0baac11dfb84f3e2bb78b5106,ega4.reference.candidate.sha256.be2385a41fb196e5932aaac097d1fe580fb12fc0baac11dfb84f3e2bb78b5106,explicit_sref,source_aligned/ega4-21.tex,773,293,50826,50844,\sref{IV.21.2.11} ,\sref{IV.21.2.11},21.2.11,IV,IV.21.2.11,ega4.c04.prop.21-2-11,AMS.852,1,IV.21.2.11,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,E5415199A9332AA3FE26DED63AF99812DF9A319B95B54F96375CFF2FF964854A,67FD66EBD28971F1FC192EB4C69B4D94EFD0D23EE05ACAB716BF4F24BFBADD94,"X$ of preschemes, satisfying one of conditions I), II) of \sref{IV.21.5.3}, we call the \emph{direct image} (or \emph{norm}) of a divisor $D'$ on $X'$ by $f$, and denote $f_*(D')$ (or $\mathrm{N}_{X'/X}(D')$), the divisor on $X$ which corresponds canonically \sref{IV.21.2.11} to the class of the pair $(\mathrm{N}_{X'/X}(\sh{O}_{X'}(D')),\mathrm{N}_{X'/X}(s_{D'}))$. \end{definition} It follows immediately from this definition, taking into account \sref{IV.21.2.9.4} and \sref{IV.21.5.3.2}, that if $D_1'$, $D_2'$, $D'$ are divisors o"
ega4.reference.application.sha256.6dddeb1c40607d21dc29550fb73af8921539f92a9476586d4de8470ea5bf3ae0,ega4.reference.candidate.sha256.6dddeb1c40607d21dc29550fb73af8921539f92a9476586d4de8470ea5bf3ae0,explicit_sref,source_aligned/ega4-21.tex,776,66,51018,51037,\sref{IV.21.2.9.4} ,\sref{IV.21.2.9.4},21.2.9.4,IV,IV.21.2.9.4,ega4.c04.eq.21-2-9-4,AMS.851,1,IV.21.2.9.4,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,E5415199A9332AA3FE26DED63AF99812DF9A319B95B54F96375CFF2FF964854A,4A68C825C17066D9CDC975E8503CF88321E527EEBA14CE446849221C7F226560,"m{N}_{X'/X}(D')$), the divisor on $X$ which corresponds canonically \sref{IV.21.2.11} to the class of the pair $(\mathrm{N}_{X'/X}(\sh{O}_{X'}(D')),\mathrm{N}_{X'/X}(s_{D'}))$. \end{definition} It follows immediately from this definition, taking into account \sref{IV.21.2.9.4} and \sref{IV.21.5.3.2}, that if $D_1'$, $D_2'$, $D'$ are divisors on $X'$, we have \[ \label{IV.21.5.5.1} f_*(D_1'+D_2')=f_*(D_1')+f_*(D_2') \tag{21.5.5.1} \] \oldpage[IV-4]{269} and $D'\geq 0$ implies $f_*(D')\geq 0$, in other words, $D'\mapsto f_*(D')$ i"
ega4.reference.application.sha256.09649cc35fd2aa771bac35fbc3fc27734837ff4cdbe4fed6472fde367c7e46c1,ega4.reference.candidate.sha256.09649cc35fd2aa771bac35fbc3fc27734837ff4cdbe4fed6472fde367c7e46c1,explicit_sref,source_aligned/ega4-21.tex,776,89,51041,51059,\sref{IV.21.5.3.2},\sref{IV.21.5.3.2},21.5.3.2,IV,IV.21.5.3.2,ega4.c04.eq.21-5-3-2,AMS.863,1,IV.21.5.3.2,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,E5415199A9332AA3FE26DED63AF99812DF9A319B95B54F96375CFF2FF964854A,98C94080FF0DE28117831929F7A2443B2B67F50A4BB012B68119F1F0F93674CA,"divisor on $X$ which corresponds canonically \sref{IV.21.2.11} to the class of the pair $(\mathrm{N}_{X'/X}(\sh{O}_{X'}(D')),\mathrm{N}_{X'/X}(s_{D'}))$. \end{definition} It follows immediately from this definition, taking into account \sref{IV.21.2.9.4} and \sref{IV.21.5.3.2}, that if $D_1'$, $D_2'$, $D'$ are divisors on $X'$, we have \[ \label{IV.21.5.5.1} f_*(D_1'+D_2')=f_*(D_1')+f_*(D_2') \tag{21.5.5.1} \] \oldpage[IV-4]{269} and $D'\geq 0$ implies $f_*(D')\geq 0$, in other words, $D'\mapsto f_*(D')$ is an \emph{increasing"
ega4.reference.application.sha256.f530a271f5ac01927c66336441089aa56e25337262fcfa29ed6c7fba6f4a2d2f,ega4.reference.candidate.sha256.f530a271f5ac01927c66336441089aa56e25337262fcfa29ed6c7fba6f4a2d2f,explicit_sref,source_aligned/ega4-21.tex,784,16,51440,51457,\sref{IV.21.5.5} ,\sref{IV.21.5.5},21.5.5,IV,IV.21.5.5,ega4.c04.def.21-5-5,AMS.863,1,IV.21.5.5,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,E5415199A9332AA3FE26DED63AF99812DF9A319B95B54F96375CFF2FF964854A,ACCD7AB2D627EA2FA9FA624F4911575D694503E4C8C4B6FEFE4B867A10C6003A,"\tag{21.5.5.1} \] \oldpage[IV-4]{269} and $D'\geq 0$ implies $f_*(D')\geq 0$, in other words, $D'\mapsto f_*(D')$ is an \emph{increasing homomorphism} of the ordered group $\operatorname{Div}(X')$ to the ordered group $\operatorname{Div}(X)$. The definition \sref{IV.21.5.5} also shows immediately that for every open $U$ of $X$, we have $f_*^U(D'|f^{-1}(U))=f_*(D')|U$ ($f^U$ being the restriction $f^{-1}(U)\to U$ of $f$), and the homomorphisms $f_*^U$, for $U$ variable, thus define a \emph{homomorphism of sheaves of ordered groups"
ega4.reference.application.sha256.eba211581c6685232a6263cf09aaf872d2129f8a2d146cf927e790d443bdf044,ega4.reference.candidate.sha256.eba211581c6685232a6263cf09aaf872d2129f8a2d146cf927e790d443bdf044,explicit_sref,source_aligned/ega4-21.tex,790,181,51995,52012,"\sref{IV.21.1.4}
",\sref{IV.21.1.4},21.1.4,IV,IV.21.1.4,ega4.c04.statement.21-1-4,AMS.827,1,IV.21.1.4,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,E5415199A9332AA3FE26DED63AF99812DF9A319B95B54F96375CFF2FF964854A,507D624E9FC69CBFC0325410F36B86C1795187F3E34FB9E742D1749926A2D68C,"5.5.2} \mathrm{N}_{X'/X}:f_*(\sh{D}iv_{X'})\to\sh{D}iv_X. \tag{21.5.5.2} \] Moreover, for every invertible $\sh{O}_{X'}$-Module $\sh{L}'$ and every regular meromorphic section $s'$ of $\sh{L}'$ over $f^{-1}(U)$, we have, from the preceding definitions and \sref{IV.21.1.4} \[ \label{IV.21.5.5.3} \operatorname{div}_U(\mathrm{N}(s'))=f_*^U(\operatorname{div}_{f^{-1}(U)}(s')). \tag{21.5.5.3} \] \begin{proposition}[21.5.6] \label{IV.21.5.6} Let $f:X'\to X$ be a finite morphism locally free and suppose that $f_*(\sh{O}_{X'})$ is"
ega4.reference.application.sha256.e853b833c3781efaa576c25255055946003b88759d928b14ac5fb260da2e01a1,ega4.reference.candidate.sha256.e853b833c3781efaa576c25255055946003b88759d928b14ac5fb260da2e01a1,explicit_sref,source_aligned/ega4-21.tex,809,60,52516,52532,\sref{IV.21.4.5},\sref{IV.21.4.5},21.4.5,IV,IV.21.4.5,ega4.c04.prop.21-4-5,AMS.860,1,IV.21.4.5,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,E5415199A9332AA3FE26DED63AF99812DF9A319B95B54F96375CFF2FF964854A,230E107E138E492C430F1196C9AC8C1C1503AA7C47E0B07E7C251583EAEF90F6,"\sh{O}_{X'})$ is of constant rank $n$. Then, for every divisor $D$ on $X$, $f_*(D)$ is defined and we have \[ \label{IV.21.5.6.1} f_*(f^*(D))=nD. \tag{21.5.6.1} \] \end{proposition} \begin{proof} The first assertion follows from the fact that $f$ is flat \sref{IV.21.4.5}, and the second is an immediate consequence of the definitions and of (\textbf{II}, 6.5.3.2). \end{proof} \begin{proposition}[21.5.7] \label{IV.21.5.7} Let $f:X'\to X$ be a finite morphism satisfying one of hypotheses I), II) of \sref{IV.21.5.3}, $f':X''\to"
ega4.reference.application.sha256.a4cac864545d92e5c5d6408367823fb03782720438420a1f105cca4d0536b6f8,ega4.reference.candidate.sha256.a4cac864545d92e5c5d6408367823fb03782720438420a1f105cca4d0536b6f8,explicit_sref,source_aligned/ega4-21.tex,814,78,52763,52779,\sref{IV.21.5.3},\sref{IV.21.5.3},21.5.3,IV,IV.21.5.3,ega4.c04.statement.21-5-3,subsection.21.5,1,IV.21.5.3,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,E5415199A9332AA3FE26DED63AF99812DF9A319B95B54F96375CFF2FF964854A,BDEA45A8CBE27F5F2E70E3872F295B550483DA5B66A629DAA2DA830E89D935AD,"$f$ is flat \sref{IV.21.4.5}, and the second is an immediate consequence of the definitions and of (\textbf{II}, 6.5.3.2). \end{proof} \begin{proposition}[21.5.7] \label{IV.21.5.7} Let $f:X'\to X$ be a finite morphism satisfying one of hypotheses I), II) of \sref{IV.21.5.3}, $f':X''\to X'$ a finite morphism locally free of constant rank $n$. Then $f''=f\circ f':X''\to X$ satisfies the same hypothesis as $f$, and for every divisor $D''$ on $X''$, we have \[ \label{IV.21.5.7.1} f_*''(D'')=f_*(f_*'(D'')). \tag{21.5.7.1} \] \end"
ega4.reference.application.sha256.8dbf6635689841a6c2558af57f76cef2ed21198fb596bc54aabc97acf0e2229c,ega4.reference.candidate.sha256.8dbf6635689841a6c2558af57f76cef2ed21198fb596bc54aabc97acf0e2229c,explicit_sref,source_aligned/ega4-21.tex,823,36,53089,53105,\sref{IV.21.5.5},\sref{IV.21.5.5},21.5.5,IV,IV.21.5.5,ega4.c04.def.21-5-5,AMS.863,1,IV.21.5.5,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,E5415199A9332AA3FE26DED63AF99812DF9A319B95B54F96375CFF2FF964854A,BC8BF7D90D3F28B8681AA79149DAA39220DB923960D2B1B8268604884769B366,"constant rank $n$. Then $f''=f\circ f':X''\to X$ satisfies the same hypothesis as $f$, and for every divisor $D''$ on $X''$, we have \[ \label{IV.21.5.7.1} f_*''(D'')=f_*(f_*'(D'')). \tag{21.5.7.1} \] \end{proposition} Taking into account the definition \sref{IV.21.5.5}, it suffices to prove the following result: \begin{lemma}[21.5.7.2] \label{IV.21.5.7.2} Under the hypotheses of \sref{IV.21.5.7}, we have a functorial isomorphism \[ \label{IV.21.5.7.3} \mathrm{N}_{X''/X}(\sh{L}'')\xrightarrow{\sim}\mathrm{N}_{X'/X}(\mathr"
ega4.reference.application.sha256.147e283ca0a73f239d8d3aa0a450c4526a2bee46a52deb163b1908530697d7ee,ega4.reference.candidate.sha256.147e283ca0a73f239d8d3aa0a450c4526a2bee46a52deb163b1908530697d7ee,explicit_sref,source_aligned/ega4-21.tex,827,25,53219,53235,\sref{IV.21.5.7},\sref{IV.21.5.7},21.5.7,IV,IV.21.5.7,ega4.c04.prop.21-5-7,AMS.867,1,IV.21.5.7,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,E5415199A9332AA3FE26DED63AF99812DF9A319B95B54F96375CFF2FF964854A,A54CF3AB6DE58B48BA0794836B6889FC849AE19A918ADDD2B52FAC068A328898,"ave \[ \label{IV.21.5.7.1} f_*''(D'')=f_*(f_*'(D'')). \tag{21.5.7.1} \] \end{proposition} Taking into account the definition \sref{IV.21.5.5}, it suffices to prove the following result: \begin{lemma}[21.5.7.2] \label{IV.21.5.7.2} Under the hypotheses of \sref{IV.21.5.7}, we have a functorial isomorphism \[ \label{IV.21.5.7.3} \mathrm{N}_{X''/X}(\sh{L}'')\xrightarrow{\sim}\mathrm{N}_{X'/X}(\mathrm{N}_{X''/X'}(\sh{L}'')) \tag{21.5.7.3} \] in the category of invertible $\sh{O}_X$-Modules. \end{lemma} Indeed, taking into ac"
ega4.reference.application.sha256.90e0f06b85bd942e6ff360d837a474c6091d2b9b8f8bd361a258b053f915c759,ega4.reference.candidate.sha256.90e0f06b85bd942e6ff360d837a474c6091d2b9b8f8bd361a258b053f915c759,explicit_sref,source_aligned/ega4-21.tex,836,119,53591,53607,\sref{IV.21.5.5},\sref{IV.21.5.5},21.5.5,IV,IV.21.5.5,ega4.c04.def.21-5-5,AMS.863,1,IV.21.5.5,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,E5415199A9332AA3FE26DED63AF99812DF9A319B95B54F96375CFF2FF964854A,BC8BF7D90D3F28B8681AA79149DAA39220DB923960D2B1B8268604884769B366,"rrow{\sim}\mathrm{N}_{X'/X}(\mathrm{N}_{X''/X'}(\sh{L}'')) \tag{21.5.7.3} \] in the category of invertible $\sh{O}_X$-Modules. \end{lemma} Indeed, taking into account the definition of the norm of a section of $\sh{L}''$ (\textbf{II}, 6.5.3) and definition \sref{IV.21.5.5}, formula \sref{IV.21.5.7.1} follows at once from the lemma. To prove the lemma, it suffices, by the definitions of (\textbf{II}, 6.5.2 and 6.5.3), to prove that for every section $s$ of $f_*''(\sh{O}_{X''})=f_*(f_*'(\sh{O}_{X''}))$ over an open $U$ of $X$, we"
ega4.reference.application.sha256.cbc94e7a1faa0dde9e03821e09e781cd6ade69554200c193bdd719ab893a0889,ega4.reference.candidate.sha256.cbc94e7a1faa0dde9e03821e09e781cd6ade69554200c193bdd719ab893a0889,explicit_sref,source_aligned/ega4-21.tex,836,145,53617,53636,\sref{IV.21.5.7.1} ,\sref{IV.21.5.7.1},21.5.7.1,IV,IV.21.5.7.1,ega4.c04.prop.21-5-7-1,AMS.868,1,IV.21.5.7.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,E5415199A9332AA3FE26DED63AF99812DF9A319B95B54F96375CFF2FF964854A,B686251755877A88E406A4DBED51182ED793D63DCDFDE53B2B4A19802F44D7E2,"}(\mathrm{N}_{X''/X'}(\sh{L}'')) \tag{21.5.7.3} \] in the category of invertible $\sh{O}_X$-Modules. \end{lemma} Indeed, taking into account the definition of the norm of a section of $\sh{L}''$ (\textbf{II}, 6.5.3) and definition \sref{IV.21.5.5}, formula \sref{IV.21.5.7.1} follows at once from the lemma. To prove the lemma, it suffices, by the definitions of (\textbf{II}, 6.5.2 and 6.5.3), to prove that for every section $s$ of $f_*''(\sh{O}_{X''})=f_*(f_*'(\sh{O}_{X''}))$ over an open $U$ of $X$, we have \[ \label{IV.21.5.7.4}"
ega4.reference.application.sha256.99d127f6d41784bbc4e9bdf10ca143c9780ee982dba1ace324ace0e01221993f,ega4.reference.candidate.sha256.99d127f6d41784bbc4e9bdf10ca143c9780ee982dba1ace324ace0e01221993f,explicit_sref,source_aligned/ega4-21.tex,848,9,54589,54608,\sref{IV.21.5.7.4} ,\sref{IV.21.5.7.4},21.5.7.4,IV,IV.21.5.7.4,ega4.c04.eq.21-5-7-4,AMS.870,1,IV.21.5.7.4,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,E5415199A9332AA3FE26DED63AF99812DF9A319B95B54F96375CFF2FF964854A,5550ACF934047A5439BEE367EDD0D940C93D7487DE5B3DDAC0F3978AC8F0338D,"nk $n$. When $f$ is locally free, we may suppose that $A'$ is a free $A$-module of rank $m$; then $A''$ is a projective $A$-module of rank $mn$, and after restricting $X$ to a suitable open, we may suppose that $A''$ is a free $A$-module of rank $mn$. Formula \sref{IV.21.5.7.4} then follows from the transitivity of the norm (Bourbaki, \emph{Alg.}, chap.~VIII, \textsection~12, n\textsuperscript{o}~2, prop.~7). When $f$ satisfies hypothesis~II), $A$ is Noetherian and reduced, and if $R$ is its total ring of fractions, $A'\otimes_A R$ i"
ega4.reference.application.sha256.84401c61dce101fbbab88befd42644b0b68ecb8e14a997432bffebb1678f3aeb,ega4.reference.candidate.sha256.84401c61dce101fbbab88befd42644b0b68ecb8e14a997432bffebb1678f3aeb,explicit_sref,source_aligned/ega4-21.tex,861,48,55689,55705,\sref{IV.21.5.3},\sref{IV.21.5.3},21.5.3,IV,IV.21.5.3,ega4.c04.statement.21-5-3,subsection.21.5,1,IV.21.5.3,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,E5415199A9332AA3FE26DED63AF99812DF9A319B95B54F96375CFF2FF964854A,BDEA45A8CBE27F5F2E70E3872F295B550483DA5B66A629DAA2DA830E89D935AD,"\item $f$ is locally free, $X$ and $Y$ are locally Noetherian, $g(\operatorname{Ass}(\sh{O}_Y))\subset\operatorname{Ass}(\sh{O}_X)$ and $g'(\operatorname{Ass}(\sh{O}_{Y'}))\subset\operatorname{Ass}(\sh{O}_{X'})$. \item $f$ satisfies hypothesis \emph{II)} of \sref{IV.21.5.3}, $Y$ is locally Noetherian, $Y$ and $Y'$ are reduced and every irreducible component of $Y$ (resp.\ $Y'$) dominates an irreducible component of $X$ (resp.\ $X'$). \end{enumerate} Then, for every divisor $D'$ on $X'$, $g'^*(D')$ is defined, $g^*(f_*(D'))$ is d"
ega4.reference.application.sha256.c191863104729e927db86c166b9714c2a1422f74ceefee5a21bb4373271f06b6,ega4.reference.candidate.sha256.c191863104729e927db86c166b9714c2a1422f74ceefee5a21bb4373271f06b6,explicit_sref,source_aligned/ega4-21.tex,878,9,56684,56703,\sref{IV.21.5.8.1} ,\sref{IV.21.5.8.1},21.5.8.1,IV,IV.21.5.8.1,ega4.c04.eq.21-5-8-1,AMS.871,1,IV.21.5.8.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,E5415199A9332AA3FE26DED63AF99812DF9A319B95B54F96375CFF2FF964854A,57A11F956BEE6784E1565741461C384DB0793AD83C77DB3564120B287583B956,"$ the corresponding section of $\sh{O}_{Y'}$ over $g'^{-1}(f^{-1}(U))$ (where $U$ is open in $X$), then $\mathrm{N}_{Y'/Y}(s'')$ is the section of $\sh{O}_Y$ over $g^{-1}(U)$ corresponding to the section $\mathrm{N}_{X'/X}(s')$ of $\sh{O}_X$ over $U$. Formula \sref{IV.21.5.8.1} therefore follows from the definitions once it is proved that $g'^*(D')$ and $g^*(D)$ are defined for arbitrary divisors $D'$ on $X'$ and $D$ on $X$. For $D$, this follows from the hypotheses and \sref{IV.21.4.5}. For $D'$, $g'$ is flat in case~(i), while in c"
ega4.reference.application.sha256.0f4753be3cfc0277d620c96e9c7b5b9ae661f209643e26bd0a60c6f4cbe584be,ega4.reference.candidate.sha256.0f4753be3cfc0277d620c96e9c7b5b9ae661f209643e26bd0a60c6f4cbe584be,explicit_sref,source_aligned/ega4-21.tex,879,47,56899,56915,\sref{IV.21.4.5},\sref{IV.21.4.5},21.4.5,IV,IV.21.4.5,ega4.c04.prop.21-4-5,AMS.860,1,IV.21.4.5,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,E5415199A9332AA3FE26DED63AF99812DF9A319B95B54F96375CFF2FF964854A,230E107E138E492C430F1196C9AC8C1C1503AA7C47E0B07E7C251583EAEF90F6,"_{X'/X}(s')$ of $\sh{O}_X$ over $U$. Formula \sref{IV.21.5.8.1} therefore follows from the definitions once it is proved that $g'^*(D')$ and $g^*(D)$ are defined for arbitrary divisors $D'$ on $X'$ and $D$ on $X$. For $D$, this follows from the hypotheses and \sref{IV.21.4.5}. For $D'$, $g'$ is flat in case~(i), while in cases~(ii) and~(iii) the corresponding hypotheses of \sref{IV.21.4.5} hold; thus $g'^*(D')$ is defined in every case. \end{proof} \subsection{1-codimensional cycle associated to a divisor} \label{subsection:IV.21."
ega4.reference.application.sha256.aa6b67d229bbadd10eed0cfb8b86e2cb02dee5bf74dd3c21393066f195f6ab87,ega4.reference.candidate.sha256.aa6b67d229bbadd10eed0cfb8b86e2cb02dee5bf74dd3c21393066f195f6ab87,explicit_sref,source_aligned/ega4-21.tex,880,99,57015,57032,\sref{IV.21.4.5} ,\sref{IV.21.4.5},21.4.5,IV,IV.21.4.5,ega4.c04.prop.21-4-5,AMS.860,1,IV.21.4.5,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,E5415199A9332AA3FE26DED63AF99812DF9A319B95B54F96375CFF2FF964854A,9BE51F0D7EA3B26FC42A2541A63A5EA3E664149763E382E6190526B4B62432C8,"oved that $g'^*(D')$ and $g^*(D)$ are defined for arbitrary divisors $D'$ on $X'$ and $D$ on $X$. For $D$, this follows from the hypotheses and \sref{IV.21.4.5}. For $D'$, $g'$ is flat in case~(i), while in cases~(ii) and~(iii) the corresponding hypotheses of \sref{IV.21.4.5} hold; thus $g'^*(D')$ is defined in every case. \end{proof} \subsection{1-codimensional cycle associated to a divisor} \label{subsection:IV.21.6} \label{IV.21.6} \oldpage[IV-4]{270} \begin{env}[21.6.1] \label{IV.21.6.1} Let $X$ be a locally Noetherian presch"
