target_id,latex_label,aux_locator,baseline_pdf_destination,expose,context,kind,title,compiled_page,source_relpath,source_line,source_occurrence_count,compiled_status,final_aux_present,final_aux_number,final_aux_page,final_aux_destination,stable_destination_present,baseline_destination_present,delivered_pdf_destination,delivered_pdf_page
ega4.c04.subsec.17-6,subsection:IV.17.6,17.6,subsection.17.6,IV,c04,subsec,Characterizations of \'etale morphisms,435,source_aligned/ega4-17.tex,731,1,baseline_aux_present,true,17.6,435,subsection.17.6,true,true,ega4.c04.subsec.17-6,435
ega4.c04.thm.17-6-1,IV.17.6.1,17.6,subsection.17.6,IV,c04,thm,17.6.1,435,source_aligned/ega4-17.tex,736,1,baseline_aux_present,true,17.6,435,subsection.17.6,true,true,ega4.c04.thm.17-6-1,435
ega4.c04.cor.17-6-2,IV.17.6.2,17.6,subsection.17.6,IV,c04,cor,17.6.2,435,source_aligned/ega4-17.tex,765,1,baseline_aux_present,true,17.6,435,subsection.17.6,true,true,ega4.c04.cor.17-6-2,435
ega4.c04.prop.17-6-3,IV.17.6.3,17.6,subsection.17.6,IV,c04,prop,17.6.3,435,source_aligned/ega4-17.tex,791,1,baseline_aux_present,true,17.6,435,subsection.17.6,true,true,ega4.c04.prop.17-6-3,435
ega4.c04.prop.17-6-4,IV.17.6.4,17.6,subsection.17.6,IV,c04,prop,17.6.4,436,source_aligned/ega4-17.tex,814,1,baseline_aux_present,true,17.6,436,subsection.17.6,true,true,ega4.c04.prop.17-6-4,436
ega4.c04.subsec.17-7,subsection:IV.17.7,17.7,subsection.17.7,IV,c04,subsec,"Properties of descent, passage to the limit, and constructibility",436,source_aligned/ega4-17.tex,822,1,baseline_aux_present,true,17.7,436,subsection.17.7,true,true,ega4.c04.subsec.17-7,436
ega4.c04.subsec.17-7.key-iv-17-7,IV.17.7,17.7,subsection.17.7,IV,c04,subsec,"Properties of descent, passage to the limit, and constructibility",436,source_aligned/ega4-17.tex,823,1,baseline_aux_present,true,17.7,436,subsection.17.7,true,true,ega4.c04.subsec.17-7.key-iv-17-7,436
ega4.c04.prop.17-7-1,IV.17.7.1,17.7,subsection.17.7,IV,c04,prop,17.7.1,436,source_aligned/ega4-17.tex,828,1,baseline_aux_present,true,17.7,436,subsection.17.7,true,true,ega4.c04.prop.17-7-1,436
ega4.c04.cor.17-7-2,IV.17.7.2,17.7,Item.853,IV,c04,cor,17.7.2,436,source_aligned/ega4-17.tex,852,1,baseline_aux_present,true,17.7,436,Item.853,true,true,ega4.c04.cor.17-7-2,436
ega4.c04.cor.17-7-3,IV.17.7.3,17.7,Item.855,IV,c04,cor,17.7.3,436,source_aligned/ega4-17.tex,860,1,baseline_aux_present,true,17.7,436,Item.855,true,true,ega4.c04.cor.17-7-3,436
ega4.c04.prop.17-7-4,IV.17.7.4,17.7,Item.857,IV,c04,prop,17.7.4,437,source_aligned/ega4-17.tex,873,1,baseline_aux_present,true,17.7,437,Item.857,true,true,ega4.c04.prop.17-7-4,437
ega4.c04.lem.17-7-5,IV.17.7.5,17.7,Item.863,IV,c04,lem,17.7.5,437,source_aligned/ega4-17.tex,906,1,baseline_aux_present,true,17.7,437,Item.863,true,true,ega4.c04.lem.17-7-5,437
ega4.c04.rem.17-7-6,IV.17.7.6,17.7,Item.866,IV,c04,rem,17.7.6,438,source_aligned/ega4-17.tex,944,1,baseline_aux_present,true,17.7,438,Item.866,true,true,ega4.c04.rem.17-7-6,438
ega4.c04.prop.17-7-7,IV.17.7.7,17.7,Item.866,IV,c04,prop,17.7.7,438,source_aligned/ega4-17.tex,950,1,baseline_aux_present,true,17.7,438,Item.866,true,true,ega4.c04.prop.17-7-7,438
ega4.c04.prop.17-7-8,IV.17.7.8,17.7,Item.866,IV,c04,prop,17.7.8,438,source_aligned/ega4-17.tex,979,1,baseline_aux_present,true,17.7,438,Item.866,true,true,ega4.c04.prop.17-7-8,438
ega4.c04.cor.17-7-9,IV.17.7.9,17.7,Item.868,IV,c04,cor,17.7.9,439,source_aligned/ega4-17.tex,1006,1,baseline_aux_present,true,17.7,439,Item.868,true,true,ega4.c04.cor.17-7-9,439
ega4.c04.prop.17-7-10,IV.17.7.10,17.7,Item.868,IV,c04,prop,17.7.10,439,source_aligned/ega4-17.tex,1021,1,baseline_aux_present,true,17.7,439,Item.868,true,true,ega4.c04.prop.17-7-10,439
ega4.c04.prop.17-7-11,IV.17.7.11,17.7,Item.868,IV,c04,prop,17.7.11,439,source_aligned/ega4-17.tex,1041,1,baseline_aux_present,true,17.7,439,Item.868,true,true,ega4.c04.prop.17-7-11,439
ega4.c04.lem.17-7-11-1,IV.17.7.11.1,17.7,Item.871,IV,c04,lem,17.7.11.1,440,source_aligned/ega4-17.tex,1080,1,baseline_aux_present,true,17.7,440,Item.871,true,true,ega4.c04.lem.17-7-11-1,440
ega4.c04.subsec.17-8,subsection:IV.17.8,17.8,subsection.17.8,IV,c04,subsec,Criteria for smoothness and non-ramification by fibres,441,source_aligned/ega4-17.tex,1136,1,baseline_aux_present,true,17.8,441,subsection.17.8,true,true,ega4.c04.subsec.17-8,441
ega4.c04.subsec.17-8.key-iv-17-8,IV.17.8,17.8,subsection.17.8,IV,c04,subsec,Criteria for smoothness and non-ramification by fibres,441,source_aligned/ega4-17.tex,1137,1,baseline_aux_present,true,17.8,441,subsection.17.8,true,true,ega4.c04.subsec.17-8.key-iv-17-8,441
ega4.c04.prop.17-8-1,IV.17.8.1,17.8,subsection.17.8,IV,c04,prop,17.8.1,441,source_aligned/ega4-17.tex,1142,1,baseline_aux_present,true,17.8,441,subsection.17.8,true,true,ega4.c04.prop.17-8-1,441
ega4.c04.prop.17-8-2,IV.17.8.2,17.8,subsection.17.8,IV,c04,prop,17.8.2,441,source_aligned/ega4-17.tex,1152,1,baseline_aux_present,true,17.8,441,subsection.17.8,true,true,ega4.c04.prop.17-8-2,441
ega4.c04.rem.17-8-3,IV.17.8.3,17.8,subsection.17.8,IV,c04,rem,17.8.3,441,source_aligned/ega4-17.tex,1164,1,baseline_aux_present,true,17.8,441,subsection.17.8,true,true,ega4.c04.rem.17-8-3,441
ega4.c04.subsec.17-9,subsection:IV.17.9,17.9,subsection.17.9,IV,c04,subsec,\'Etale morphisms and open immersions,441,source_aligned/ega4-17.tex,1170,1,baseline_aux_present,true,17.9,441,subsection.17.9,true,true,ega4.c04.subsec.17-9,441
ega4.c04.subsec.17-9.key-iv-17-9,IV.17.9,17.9,subsection.17.9,IV,c04,subsec,\'Etale morphisms and open immersions,441,source_aligned/ega4-17.tex,1171,1,baseline_aux_present,true,17.9,441,subsection.17.9,true,true,ega4.c04.subsec.17-9.key-iv-17-9,441
ega4.c04.thm.17-9-1,IV.17.9.1,17.9,subsection.17.9,IV,c04,thm,17.9.1,441,source_aligned/ega4-17.tex,1174,1,baseline_aux_present,true,17.9,441,subsection.17.9,true,true,ega4.c04.thm.17-9-1,441
ega4.c04.cor.17-9-2,IV.17.9.2,17.9,subsection.17.9,IV,c04,cor,17.9.2,442,source_aligned/ega4-17.tex,1200,1,baseline_aux_present,true,17.9,442,subsection.17.9,true,true,ega4.c04.cor.17-9-2,442
ega4.c04.cor.17-9-3,IV.17.9.3,17.9,subsection.17.9,IV,c04,cor,17.9.3,442,source_aligned/ega4-17.tex,1211,1,baseline_aux_present,true,17.9,442,subsection.17.9,true,true,ega4.c04.cor.17-9-3,442
ega4.c04.cor.17-9-4,IV.17.9.4,17.9,subsection.17.9,IV,c04,cor,17.9.4,442,source_aligned/ega4-17.tex,1223,1,baseline_aux_present,true,17.9,442,subsection.17.9,true,true,ega4.c04.cor.17-9-4,442
ega4.c04.cor.17-9-5,IV.17.9.5,17.9,subsection.17.9,IV,c04,cor,17.9.5,442,source_aligned/ega4-17.tex,1229,1,baseline_aux_present,true,17.9,442,subsection.17.9,true,true,ega4.c04.cor.17-9-5,442
ega4.c04.prop.17-9-6,IV.17.9.6,17.9,subsection.17.9,IV,c04,prop,17.9.6,442,source_aligned/ega4-17.tex,1241,1,baseline_aux_present,true,17.9,442,subsection.17.9,true,true,ega4.c04.prop.17-9-6,442
ega4.c04.subsec.17-10,subsection:IV.17.10,17.10,subsection.17.10,IV,c04,subsec,Relative dimension of a smooth prescheme over another,443,source_aligned/ega4-17.tex,1272,1,baseline_aux_present,true,17.10,443,subsection.17.10,true,true,ega4.c04.subsec.17-10,443
ega4.c04.def.17-10-1,IV.17.10.1,17.10,subsection.17.10,IV,c04,def,17.10.1,443,source_aligned/ega4-17.tex,1277,1,baseline_aux_present,true,17.10,443,subsection.17.10,true,true,ega4.c04.def.17-10-1,443
ega4.c04.prop.17-10-2,IV.17.10.2,17.10,subsection.17.10,IV,c04,prop,17.10.2,443,source_aligned/ega4-17.tex,1289,1,baseline_aux_present,true,17.10,443,subsection.17.10,true,true,ega4.c04.prop.17-10-2,443
ega4.c04.cor.17-10-3,IV.17.10.3,17.10,subsection.17.10,IV,c04,cor,17.10.3,443,source_aligned/ega4-17.tex,1310,1,baseline_aux_present,true,17.10,443,subsection.17.10,true,true,ega4.c04.cor.17-10-3,443
ega4.c04.cor.17-10-3-1,IV.17.10.3.1,{17.10.3.1},AMS.739,IV,c04,cor,17.10.3,443,source_aligned/ega4-17.tex,1314,1,baseline_aux_present,true,{17.10.3.1},443,AMS.739,true,true,ega4.c04.cor.17-10-3-1,443
ega4.c04.cor.17-10-4,IV.17.10.4,17.10,AMS.739,IV,c04,cor,17.10.4,444,source_aligned/ega4-17.tex,1326,1,baseline_aux_present,true,17.10,444,AMS.739,true,true,ega4.c04.cor.17-10-4,444
ega4.c04.eq.17-10-4-1,IV.17.10.4.1,{17.10.4.1},AMS.740,IV,c04,eq,17.10.4,444,source_aligned/ega4-17.tex,1330,1,baseline_aux_present,true,{17.10.4.1},444,AMS.740,true,true,ega4.c04.eq.17-10-4-1,444
ega4.c04.subsec.17-11,subsection:IV.17.11,17.11,subsection.17.11,IV,c04,subsec,Smooth morphisms of smooth preschemes,444,source_aligned/ega4-17.tex,1343,1,baseline_aux_present,true,17.11,444,subsection.17.11,true,true,ega4.c04.subsec.17-11,444
ega4.c04.thm.17-11-1,IV.17.11.1,17.11,subsection.17.11,IV,c04,thm,17.11.1,444,source_aligned/ega4-17.tex,1346,1,baseline_aux_present,true,17.11,444,subsection.17.11,true,true,ega4.c04.thm.17-11-1,444
ega4.c04.eq.17-11-1-1,IV.17.11.1.1,{17.11.1.1},AMS.741,IV,c04,eq,17.11.1,444,source_aligned/ega4-17.tex,1355,1,baseline_aux_present,true,{17.11.1.1},444,AMS.741,true,true,ega4.c04.eq.17-11-1-1,444
ega4.c04.eq.17-11-1-2,IV.17.11.1.2,{17.11.1.2},AMS.742,IV,c04,eq,17.11.1,444,source_aligned/ega4-17.tex,1364,1,baseline_aux_present,true,{17.11.1.2},444,AMS.742,true,true,ega4.c04.eq.17-11-1-2,444
ega4.c04.cor.17-11-2,IV.17.11.2,17.11,AMS.742,IV,c04,cor,17.11.2,445,source_aligned/ega4-17.tex,1438,1,baseline_aux_present,true,17.11,445,AMS.742,true,true,ega4.c04.cor.17-11-2,445
ega4.c04.cor.17-11-3,IV.17.11.3,17.11,AMS.742,IV,c04,cor,17.11.3,445,source_aligned/ega4-17.tex,1467,1,baseline_aux_present,true,17.11,445,AMS.742,true,true,ega4.c04.cor.17-11-3,445
ega4.c04.cor.17-11-4,IV.17.11.4,17.11,AMS.742,IV,c04,cor,17.11.4,445,source_aligned/ega4-17.tex,1480,1,baseline_aux_present,true,17.11,445,AMS.742,true,true,ega4.c04.cor.17-11-4,445
ega4.c04.prop.17-11-5,IV.17.11.5,17.11,AMS.742,IV,c04,prop,17.11.5,446,source_aligned/ega4-17.tex,1492,1,baseline_aux_present,true,17.11,446,AMS.742,true,true,ega4.c04.prop.17-11-5,446
ega4.c04.subsec.17-12,subsection:IV.17.12,17.12,subsection.17.12,IV,c04,subsec,Smooth subpreschemes of a smooth prescheme. Smooth morphisms and differentially smooth morphisms,446,source_aligned/ega4-17.tex,1515,1,baseline_aux_present,true,17.12,446,subsection.17.12,true,true,ega4.c04.subsec.17-12,446
ega4.c04.thm.17-12-1,IV.17.12.1,17.12,subsection.17.12,IV,c04,thm,17.12.1,446,source_aligned/ega4-17.tex,1520,1,baseline_aux_present,true,17.12,446,subsection.17.12,true,true,ega4.c04.thm.17-12-1,446
ega4.c04.cor.17-12-2,IV.17.12.2,17.12,subsection.17.12,IV,c04,cor,17.12.2,447,source_aligned/ega4-17.tex,1577,1,baseline_aux_present,true,17.12,447,subsection.17.12,true,true,ega4.c04.cor.17-12-2,447
ega4.c04.cor.17-12-3,IV.17.12.3,17.12,subsection.17.12,IV,c04,cor,17.12.3,447,source_aligned/ega4-17.tex,1618,1,baseline_aux_present,true,17.12,448,subsection.17.12,true,true,ega4.c04.cor.17-12-3,448
ega4.c04.prop.17-12-4,IV.17.12.4,17.12,subsection.17.12,IV,c04,prop,17.12.4,448,source_aligned/ega4-17.tex,1628,1,baseline_aux_present,true,17.12,448,subsection.17.12,true,true,ega4.c04.prop.17-12-4,448
ega4.c04.prop.17-12-5,IV.17.12.5,17.12,subsection.17.12,IV,c04,prop,17.12.5,448,source_aligned/ega4-17.tex,1638,1,baseline_aux_present,true,17.12,448,subsection.17.12,true,true,ega4.c04.prop.17-12-5,448
ega4.c04.cor.17-12-6,IV.17.12.6,17.12,subsection.17.12,IV,c04,cor,17.12.6,448,source_aligned/ega4-17.tex,1671,1,baseline_aux_present,true,17.12,448,subsection.17.12,true,true,ega4.c04.cor.17-12-6,448
ega4.c04.ex.17-12-7,IV.17.12.7,17.12,subsection.17.12,IV,c04,ex,17.12.7,448,source_aligned/ega4-17.tex,1690,1,baseline_aux_present,true,17.12,448,subsection.17.12,true,true,ega4.c04.ex.17-12-7,448
ega4.c04.rem.17-12-8,IV.17.12.8,17.12,subsection.17.12,IV,c04,rem,17.12.8,449,source_aligned/ega4-17.tex,1705,1,baseline_aux_present,true,17.12,449,subsection.17.12,true,true,ega4.c04.rem.17-12-8,449
ega4.c04.subsec.17-13,subsection:IV.17.13,17.13,subsection.17.13,IV,c04,subsec,Transversal morphisms,449,source_aligned/ega4-17.tex,1721,1,baseline_aux_present,true,17.13,449,subsection.17.13,true,true,ega4.c04.subsec.17-13,449
ega4.c04.subsec.17-13.key-iv-17-13,IV.17.13,17.13,subsection.17.13,IV,c04,subsec,Transversal morphisms,449,source_aligned/ega4-17.tex,1722,1,baseline_aux_present,true,17.13,449,subsection.17.13,true,true,ega4.c04.subsec.17-13.key-iv-17-13,449
ega4.c04.statement.17-13-1,IV.17.13.1,17.13,subsection.17.13,IV,c04,statement,17.13.1,449,source_aligned/ega4-17.tex,1725,1,baseline_aux_present,true,17.13,449,subsection.17.13,true,true,ega4.c04.statement.17-13-1,449
ega4.c04.statement.17-13-1-1,IV.17.13.1.1,{17.13.1.1},AMS.743,IV,c04,statement,17.13.1,449,source_aligned/ega4-17.tex,1729,1,baseline_aux_present,true,{17.13.1.1},449,AMS.743,true,true,ega4.c04.statement.17-13-1-1,449
ega4.c04.statement.17-13-1-2,IV.17.13.1.2,{17.13.1.2},AMS.744,IV,c04,statement,17.13.1,449,source_aligned/ega4-17.tex,1739,1,baseline_aux_present,true,{17.13.1.2},449,AMS.744,true,true,ega4.c04.statement.17-13-1-2,449
ega4.c04.eq.17-13-1-3,IV.17.13.1.3,{17.13.1.3},AMS.745,IV,c04,eq,17.13.1,449,source_aligned/ega4-17.tex,1750,1,baseline_aux_present,true,{17.13.1.3},449,AMS.745,true,true,ega4.c04.eq.17-13-1-3,449
ega4.c04.prop.17-13-2,IV.17.13.2,17.13,AMS.745,IV,c04,prop,17.13.2,449,source_aligned/ega4-17.tex,1757,1,baseline_aux_present,true,17.13,449,AMS.745,true,true,ega4.c04.prop.17-13-2,449
ega4.c04.eq.17-13-2-1,IV.17.13.2.1,{17.13.2.1},AMS.746,IV,c04,eq,17.13.2,450,source_aligned/ega4-17.tex,1780,1,baseline_aux_present,true,{17.13.2.1},450,AMS.746,true,true,ega4.c04.eq.17-13-2-1,450
ega4.c04.eq.17-13-2-2,IV.17.13.2.2,{17.13.2.2},AMS.747,IV,c04,eq,Transversal morphisms,450,source_aligned/ega4-17.tex,1803,1,baseline_aux_present,true,{17.13.2.2},450,AMS.747,true,true,ega4.c04.eq.17-13-2-2,450
ega4.c04.def.17-13-3,IV.17.13.3,17.13,AMS.747,IV,c04,def,17.13.3,450,source_aligned/ega4-17.tex,1844,1,baseline_aux_present,true,17.13,450,AMS.747,true,true,ega4.c04.def.17-13-3,450
ega4.c04.statement.17-13-4,IV.17.13.4,17.13,AMS.747,IV,c04,statement,17.13.4,450,source_aligned/ega4-17.tex,1850,1,baseline_aux_present,true,17.13,450,AMS.747,true,true,ega4.c04.statement.17-13-4,450
ega4.c04.statement.17-13-5,IV.17.13.5,17.13,AMS.747,IV,c04,statement,17.13.5,451,source_aligned/ega4-17.tex,1873,1,baseline_aux_present,true,17.13,451,AMS.747,true,true,ega4.c04.statement.17-13-5,451
ega4.c04.statement.17-13-5-1,IV.17.13.5.1,{17.13.5.1},AMS.748,IV,c04,statement,17.13.5,451,source_aligned/ega4-17.tex,1878,1,baseline_aux_present,true,{17.13.5.1},451,AMS.748,true,true,ega4.c04.statement.17-13-5-1,451
ega4.c04.eq.17-13-5-2,IV.17.13.5.2,{17.13.5.2},AMS.749,IV,c04,eq,17.13.5,451,source_aligned/ega4-17.tex,1896,1,baseline_aux_present,true,{17.13.5.2},451,AMS.749,true,true,ega4.c04.eq.17-13-5-2,451
ega4.c04.eq.17-13-5-3,IV.17.13.5.3,{17.13.5.3},AMS.750,IV,c04,eq,17.13.5,451,source_aligned/ega4-17.tex,1906,1,baseline_aux_present,true,{17.13.5.3},451,AMS.750,true,true,ega4.c04.eq.17-13-5-3,451
ega4.c04.eq.17-13-5-4,IV.17.13.5.4,{17.13.5.4},AMS.751,IV,c04,eq,17.13.5,451,source_aligned/ega4-17.tex,1940,1,baseline_aux_present,true,{17.13.5.4},451,AMS.751,true,true,ega4.c04.eq.17-13-5-4,451
ega4.c04.cor.17-13-6,IV.17.13.6,17.13,AMS.751,IV,c04,cor,17.13.6,451,source_aligned/ega4-17.tex,1950,1,baseline_aux_present,true,17.13,452,AMS.751,true,true,ega4.c04.cor.17-13-6,452
ega4.c04.eq.17-13-6-1,IV.17.13.6.1,{17.13.6.1},AMS.752,IV,c04,eq,17.13.6,452,source_aligned/ega4-17.tex,1968,1,baseline_aux_present,true,{17.13.6.1},452,AMS.752,true,true,ega4.c04.eq.17-13-6-1,452
ega4.c04.eq.17-13-6-2,IV.17.13.6.2,{17.13.6.2},AMS.753,IV,c04,eq,17.13.6,452,source_aligned/ega4-17.tex,1976,1,baseline_aux_present,true,{17.13.6.2},452,AMS.753,true,true,ega4.c04.eq.17-13-6-2,452
ega4.c04.statement.17-13-7,IV.17.13.7,17.13,AMS.753,IV,c04,statement,17.13.7,452,source_aligned/ega4-17.tex,1988,1,baseline_aux_present,true,17.13,452,AMS.753,true,true,ega4.c04.statement.17-13-7,452
ega4.c04.eq.17-13-7-1,IV.17.13.7.1,{17.13.7.1},AMS.754,IV,c04,eq,17.13.7,452,source_aligned/ega4-17.tex,1995,1,baseline_aux_present,true,{17.13.7.1},452,AMS.754,true,true,ega4.c04.eq.17-13-7-1,452
ega4.c04.prop.17-13-8,IV.17.13.8,17.13,AMS.754,IV,c04,prop,17.13.8,452,source_aligned/ega4-17.tex,2002,1,baseline_aux_present,true,17.13,452,AMS.754,true,true,ega4.c04.prop.17-13-8,452
ega4.c04.eq.17-13-8-1,IV.17.13.8.1,{17.13.8.1},AMS.755,IV,c04,eq,17.13.8,452,source_aligned/ega4-17.tex,2025,1,baseline_aux_present,true,{17.13.8.1},453,AMS.755,true,true,ega4.c04.eq.17-13-8-1,453
ega4.c04.statement.17-13-9,IV.17.13.9,17.13,AMS.755,IV,c04,statement,17.13.9,453,source_aligned/ega4-17.tex,2076,1,baseline_aux_present,true,17.13,453,AMS.755,true,true,ega4.c04.statement.17-13-9,453
ega4.c04.eq.17-13-9-1,IV.17.13.9.1,{17.13.9.1},AMS.756,IV,c04,eq,17.13.9,453,source_aligned/ega4-17.tex,2085,1,baseline_aux_present,true,{17.13.9.1},453,AMS.756,true,true,ega4.c04.eq.17-13-9-1,453
ega4.c04.eq.17-13-9-2,IV.17.13.9.2,{17.13.9.2},AMS.757,IV,c04,eq,17.13.9,454,source_aligned/ega4-17.tex,2109,1,baseline_aux_present,true,{17.13.9.2},454,AMS.757,true,true,ega4.c04.eq.17-13-9-2,454
ega4.c04.cor.17-13-10,IV.17.13.10,17.13,AMS.757,IV,c04,cor,17.13.10,454,source_aligned/ega4-17.tex,2120,1,baseline_aux_present,true,17.13,454,AMS.757,true,true,ega4.c04.cor.17-13-10,454
ega4.c04.statement.17-13-11,IV.17.13.11,17.13,Item.876,IV,c04,statement,17.13.11,454,source_aligned/ega4-17.tex,2149,1,baseline_aux_present,true,17.13,454,Item.876,true,true,ega4.c04.statement.17-13-11,454
ega4.c04.statement.17-13-11-1,IV.17.13.11.1,{17.13.11.1},AMS.758,IV,c04,statement,17.13.11,454,source_aligned/ega4-17.tex,2153,1,baseline_aux_present,true,{17.13.11.1},454,AMS.758,true,true,ega4.c04.statement.17-13-11-1,454
ega4.c04.cor.17-13-12,IV.17.13.12,17.13,AMS.758,IV,c04,cor,17.13.12,454,source_aligned/ega4-17.tex,2162,1,baseline_aux_present,true,17.13,455,AMS.758,true,true,ega4.c04.cor.17-13-12,455
ega4.c04.cor.17-13-12-1,IV.17.13.12.1,{17.13.12.1},AMS.759,IV,c04,cor,17.13.12,454,source_aligned/ega4-17.tex,2165,1,baseline_aux_present,true,{17.13.12.1},455,AMS.759,true,true,ega4.c04.cor.17-13-12-1,455
ega4.c04.eq.17-13-12-2,IV.17.13.12.2,{17.13.12.2},AMS.760,IV,c04,eq,Transversal morphisms,455,source_aligned/ega4-17.tex,2175,1,baseline_aux_present,true,{17.13.12.2},455,AMS.760,true,true,ega4.c04.eq.17-13-12-2,455
ega4.c04.subsec.17-14,subsection:IV.17.14,17.14,subsection.17.14,IV,c04,subsec,"Local and infinitesimal characterisations of smooth, unramified, and \'etale morphisms",455,source_aligned/ega4-17.tex,2185,1,baseline_aux_present,true,17.14,455,subsection.17.14,true,true,ega4.c04.subsec.17-14,455
ega4.c04.prop.17-14-1,IV.17.14.1,17.14,subsection.17.14,IV,c04,prop,17.14.1,455,source_aligned/ega4-17.tex,2190,1,baseline_aux_present,true,17.14,455,subsection.17.14,true,true,ega4.c04.prop.17-14-1,455
ega4.c04.prop.17-14-2,IV.17.14.2,17.14,subsection.17.14,IV,c04,prop,17.14.2,455,source_aligned/ega4-17.tex,2228,1,baseline_aux_present,true,17.14,455,subsection.17.14,true,true,ega4.c04.prop.17-14-2,455
ega4.c04.rem.17-14-3,IV.17.14.3,17.14,subsection.17.14,IV,c04,rem,17.14.3,456,source_aligned/ega4-17.tex,2263,1,baseline_aux_present,true,17.14,456,subsection.17.14,true,true,ega4.c04.rem.17-14-3,456
ega4.c04.subsec.17-15,subsection:IV.17.15,17.15,subsection.17.15,IV,c04,subsec,The case of preschemes over a base field,456,source_aligned/ega4-17.tex,2269,1,baseline_aux_present,true,17.15,456,subsection.17.15,true,true,ega4.c04.subsec.17-15,456
ega4.c04.prop.17-15-1,IV.17.15.1,17.15,subsection.17.15,IV,c04,prop,17.15.1,456,source_aligned/ega4-17.tex,2274,1,baseline_aux_present,true,17.15,456,subsection.17.15,true,true,ega4.c04.prop.17-15-1,456
ega4.c04.cor.17-15-2,IV.17.15.2,17.15,subsection.17.15,IV,c04,cor,17.15.2,456,source_aligned/ega4-17.tex,2281,1,baseline_aux_present,true,17.15,456,subsection.17.15,true,true,ega4.c04.cor.17-15-2,456
ega4.c04.prop.17-15-3,IV.17.15.3,17.15,subsection.17.15,IV,c04,prop,17.15.3,456,source_aligned/ega4-17.tex,2287,1,baseline_aux_present,true,17.15,456,subsection.17.15,true,true,ega4.c04.prop.17-15-3,456
ega4.c04.cor.17-15-4,IV.17.15.4,17.15,subsection.17.15,IV,c04,cor,17.15.4,456,source_aligned/ega4-17.tex,2313,1,baseline_aux_present,true,17.15,456,subsection.17.15,true,true,ega4.c04.cor.17-15-4,456
ega4.c04.prop.17-15-5,IV.17.15.5,17.15,subsection.17.15,IV,c04,prop,17.15.5,457,source_aligned/ega4-17.tex,2333,1,baseline_aux_present,true,17.15,457,subsection.17.15,true,true,ega4.c04.prop.17-15-5,457
ega4.c04.cor.17-15-6,IV.17.15.6,17.15,subsection.17.15,IV,c04,cor,17.15.6,457,source_aligned/ega4-17.tex,2355,1,baseline_aux_present,true,17.15,457,subsection.17.15,true,true,ega4.c04.cor.17-15-6,457
ega4.c04.cor.17-15-7,IV.17.15.7,17.15,subsection.17.15,IV,c04,cor,17.15.7,457,source_aligned/ega4-17.tex,2369,1,baseline_aux_present,true,17.15,457,subsection.17.15,true,true,ega4.c04.cor.17-15-7,457
ega4.c04.prop.17-15-8,IV.17.15.8,17.15,subsection.17.15,IV,c04,prop,17.15.8,457,source_aligned/ega4-17.tex,2378,1,baseline_aux_present,true,17.15,457,subsection.17.15,true,true,ega4.c04.prop.17-15-8,457
ega4.c04.eq.17-15-8-1,IV.17.15.8.1,{17.15.8.1},AMS.761,IV,c04,eq,The case of preschemes over a base field,458,source_aligned/ega4-17.tex,2392,1,baseline_aux_present,true,{17.15.8.1},458,AMS.761,true,true,ega4.c04.eq.17-15-8-1,458
ega4.c04.eq.17-15-8-2,IV.17.15.8.2,{17.15.8.2},AMS.762,IV,c04,eq,The case of preschemes over a base field,458,source_aligned/ega4-17.tex,2402,1,baseline_aux_present,true,{17.15.8.2},458,AMS.762,true,true,ega4.c04.eq.17-15-8-2,458
ega4.c04.cor.17-15-9,IV.17.15.9,17.15,AMS.762,IV,c04,cor,17.15.9,458,source_aligned/ega4-17.tex,2412,1,baseline_aux_present,true,17.15,458,AMS.762,true,true,ega4.c04.cor.17-15-9,458
ega4.c04.statement.17-15-10,IV.17.15.10,17.15,AMS.762,IV,c04,statement,17.15.10,458,source_aligned/ega4-17.tex,2437,1,baseline_aux_present,true,17.15,458,AMS.762,true,true,ega4.c04.statement.17-15-10,458
ega4.c04.prop.17-15-11,IV.17.15.11,17.15,Item.879,IV,c04,prop,17.15.11,459,source_aligned/ega4-17.tex,2450,1,baseline_aux_present,true,17.15,459,Item.879,true,true,ega4.c04.prop.17-15-11,459
ega4.c04.prop.17-15-12,IV.17.15.12,17.15,Item.879,IV,c04,prop,17.15.12,459,source_aligned/ega4-17.tex,2465,1,baseline_aux_present,true,17.15,459,Item.879,true,true,ega4.c04.prop.17-15-12,459
ega4.c04.cor.17-15-13,IV.17.15.13,17.15,Item.879,IV,c04,cor,17.15.13,459,source_aligned/ega4-17.tex,2476,1,baseline_aux_present,true,17.15,459,Item.879,true,true,ega4.c04.cor.17-15-13,459
ega4.c04.prop.17-15-14,IV.17.15.14,17.15,Item.879,IV,c04,prop,17.15.14,459,source_aligned/ega4-17.tex,2487,1,baseline_aux_present,true,17.15,459,Item.879,true,true,ega4.c04.prop.17-15-14,459
ega4.c04.lem.17-15-14-1,IV.17.15.14.1,17.15,Item.879,IV,c04,lem,17.15.14.1,459,source_aligned/ega4-17.tex,2495,1,baseline_aux_present,true,17.15,459,Item.879,true,true,ega4.c04.lem.17-15-14-1,459
ega4.c04.lem.17-15-14-2,IV.17.15.14.2,17.15,Item.882,IV,c04,lem,17.15.14.2,460,source_aligned/ega4-17.tex,2517,1,baseline_aux_present,true,17.15,460,Item.882,true,true,ega4.c04.lem.17-15-14-2,460
