layer	inherited_path	inherited_tex_line	inherited_unit	printed_pages	line	role	disposition	evidence
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	147	eq.015	79	Comparant ces relations aux précédentes il viendra:	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	148	eq.016	79	\unitid{dirichlet.v1.p04b.eq.016}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	149	eq.016	79	\[	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	150	eq.016	79	\begin{array}{llll}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	151	eq.016	79	\leg{p}{g}=1,& \leg{p}{g'}=1,& \leg{p}{g''}=1,& \text{etc.}\\[0.3em]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	152	eq.016	79	\leg{p}{h}=-1,& \leg{p}{h'}=-1,& \leg{p}{h''}=-1,& \text{etc.}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	153	eq.016	79	\end{array}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	154	eq.016	79	\]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	155	eq.016	79	L'application de la loi de réciprocité donnera ensuite, $p$ étant de la forme $4n+1$:	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	156	eq.017	79	\unitid{dirichlet.v1.p04b.eq.017}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	157	eq.017	79	\[	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	158	eq.017	79	\begin{array}{llll}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	159	eq.017	79	\leg{g}{p}=1,& \leg{g'}{p}=1,& \leg{g''}{p}=1,& \text{etc.}\\[0.3em]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	160	eq.017	79	\leg{h}{p}=-1,& \leg{h'}{p}=-1,& \leg{h''}{p}=-1,& \text{etc.}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	161	eq.017	79	\end{array}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	162	eq.017	79	\]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	163	eq.017	79	d'où l'on conclut en multipliant:	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	164	eq.018	79;80	\unitid{dirichlet.v1.p04b.eq.018}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png; qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	165	eq.018	79;80	\[	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png; qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	166	eq.018	79;80	\leg{gg'g''\ldots{}\times hh'h''\ldots}{p}=\leg{t}{p}=\pm1,	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png; qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	167	eq.018	79;80	\]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png; qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	168	eq.018	79;80	le signe supérieur ou inférieur ayant lieu selon que les nombres premiers $h$, $h'$, $h''$, \ldots{} sont en nombre pair ou impair. On peut énoncer ce résultat d'une manière un peu différente, en disant que $\leg{t}{p}$ est égal au produit des seconds membres des relations $(\varepsilon)$.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png; qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	169	eq.018	79;80		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png; qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	170	par.023	80	\unitid{dirichlet.v1.p04b.par.023}On peut, dans les relations $(\varepsilon)$, changer partout $-a$ en $a$, pourvu qu'en même temps on change le signe des seconds membres de celles de ces relations où il se trouve un nombre premier $g$, $g'$, $g''$, \ldots{}, $h$, $h'$, $h''$, \ldots{} de la forme $4n+3$. On aura ainsi:	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	171	eq.019	80	\unitid{dirichlet.v1.p04b.eq.019}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	172	eq.019	80	\[	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	173	eq.019	80	(\zeta)\qquad	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	174	eq.019	80	\left\{	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	175	eq.019	80	\begin{array}{llll}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	176	eq.019	80	\leg{a}{g}=\pm1,& \leg{a}{g'}=\pm1,& \leg{a}{g''}=\pm1,& \text{etc.}\\[0.3em]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	177	eq.019	80	\leg{a}{h}=\pm1,& \leg{a}{h'}=\pm1,& \leg{a}{h''}=\pm1,& \text{etc.}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	178	eq.019	80	\end{array}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	179	eq.019	80	\right.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	180	eq.019	80	\]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	181	eq.019	80		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	182	par.024	80	\unitid{dirichlet.v1.p04b.par.024}En comparant le second membre de chacune de ces relations avec le second membre de la relation correspondante du tableau $(\varepsilon)$, on trouvera autant de changements de signe qu'il y a de nombres premiers $4n+3$ parmi les nombres $g$, $g'$, $g''$, \ldots{}, $h$, $h'$, $h''$, \ldots{}.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	183	par.024	80		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	184	par.025	80	\unitid{dirichlet.v1.p04b.par.025}Le nombre des changements sera donc pair, lorsque parmi les nombres $g$, $g'$, $g''$, \ldots{}, $h$, $h'$, $h''$, \ldots{} il s'en trouve un nombre pair de la forme $4n+3$. Dans ce cas qui aura lieu toutes les fois que $t=gg'g''\ldots{}\times hh'h''\ldots$ est de la forme $4n+1$, le produit des seconds membres des relations $(\zeta)$ sera donc le même que le produit des seconds membres des relations $(\varepsilon)$.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	185	par.025	80		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	186	par.026	80	\unitid{dirichlet.v1.p04b.par.026}D'un autre côté, on peut, en vertu de la loi de réciprocité, renverser les premiers membres des relations $(\zeta)$, sans qu'il soit nécessaire de changer le signe d'aucun des seconds membres de ces relations. Le produit de toutes les expressions renversées, c'est-à-dire $\leg{gg'g''\ldots{}\times hh'h''\ldots}{a}$ ou $\leg{t}{a}$, est donc égal au produit des seconds membres des relations $(\zeta)$ et par conséquent aussi, d'après ce qu'on a vu précédemment, égal au produit des seconds membres des relations $(\varepsilon)$. Or, ayant prouvé plus haut que ce dernier produit est égal à $\leg{t}{p}$, on a:	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	187	eq.020	80	\unitid{dirichlet.v1.p04b.eq.020}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	188	eq.020	80	\[	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	189	eq.020	80	\leg{t}{p}=\leg{t}{a}.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	190	eq.020	80	\]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	191	eq.020	80		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	192	par.027	80	\unitid{dirichlet.v1.p04b.par.027}Ce résultat est relatif au cas où $t$ est de la forme $4n+1$; si l'on examine d'une manière semblable le cas de $t=4n+3$, on trouvera qu'on a alors:	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	193	eq.021	80	\unitid{dirichlet.v1.p04b.eq.021}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	194	eq.021	80	\[	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	195	eq.021	80	\leg{t}{p}=-\leg{t}{a}.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	196	eq.021	80	\]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	197	eq.021	80		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p080_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	198			\end{document}	WRAPPER_OR_BLANK	PRESERVED_NOT_INGESTED_AS_AUTHOR_TEXT	
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	1			\documentclass[11pt]{article}	WRAPPER_OR_BLANK	PRESERVED_NOT_INGESTED_AS_AUTHOR_TEXT	
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	2			\usepackage[a4paper,margin=30mm]{geometry}	WRAPPER_OR_BLANK	PRESERVED_NOT_INGESTED_AS_AUTHOR_TEXT	
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	3			\usepackage{fontspec}	WRAPPER_OR_BLANK	PRESERVED_NOT_INGESTED_AS_AUTHOR_TEXT	
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	4			\setmainfont{DejaVu Serif}	WRAPPER_OR_BLANK	PRESERVED_NOT_INGESTED_AS_AUTHOR_TEXT	
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	5			\usepackage{amsmath,amssymb}	WRAPPER_OR_BLANK	PRESERVED_NOT_INGESTED_AS_AUTHOR_TEXT	
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	6			\usepackage{microtype}	WRAPPER_OR_BLANK	PRESERVED_NOT_INGESTED_AS_AUTHOR_TEXT	
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	7			\usepackage{enumitem}	WRAPPER_OR_BLANK	PRESERVED_NOT_INGESTED_AS_AUTHOR_TEXT	
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	8			\usepackage{hyperref}	WRAPPER_OR_BLANK	PRESERVED_NOT_INGESTED_AS_AUTHOR_TEXT	
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	9			\hypersetup{colorlinks=false,pdfborder={0 0 0}}	WRAPPER_OR_BLANK	PRESERVED_NOT_INGESTED_AS_AUTHOR_TEXT	
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	10			\newcommand{\leg}[2]{\left(\frac{#1}{#2}\right)}	WRAPPER_OR_BLANK	PRESERVED_NOT_INGESTED_AS_AUTHOR_TEXT	
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	11			\newcommand{\unitid}[1]{\hypertarget{#1}{}}	WRAPPER_OR_BLANK	PRESERVED_NOT_INGESTED_AS_AUTHOR_TEXT	
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	12			\setlength{\parindent}{1.2em}	WRAPPER_OR_BLANK	PRESERVED_NOT_INGESTED_AS_AUTHOR_TEXT	
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	13			\setlength{\parskip}{0.25em}	WRAPPER_OR_BLANK	PRESERVED_NOT_INGESTED_AS_AUTHOR_TEXT	
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	14			\begin{document}	WRAPPER_OR_BLANK	PRESERVED_NOT_INGESTED_AS_AUTHOR_TEXT	
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	15			\begin{center}	WRAPPER_OR_BLANK	PRESERVED_NOT_INGESTED_AS_AUTHOR_TEXT	
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	16			{\Large\bfseries RESEARCHES ON THE PRIME DIVISORS OF A CLASS\\	ADDED_EDITORIAL_TITLE	PRESERVED_NOT_INGESTED_AS_AUTHOR_TEXT	
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	17			OF FORMULAE OF THE FOURTH DEGREE.}\\[1.2em]	ADDED_EDITORIAL_TITLE	PRESERVED_NOT_INGESTED_AS_AUTHOR_TEXT	
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	18			{First memoir. Continuation: printed pages 75--80.}	ADDED_EDITORIAL_TITLE	PRESERVED_NOT_INGESTED_AS_AUTHOR_TEXT	
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	19			\end{center}	WRAPPER_OR_BLANK	PRESERVED_NOT_INGESTED_AS_AUTHOR_TEXT	
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	20				WRAPPER_OR_BLANK	PRESERVED_NOT_INGESTED_AS_AUTHOR_TEXT	
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	21	par.001	75	\unitid{dirichlet.v1.p04b.en.par.001}It is very easy to make sure that the numbers $E$ and $F$ are relatively prime. Indeed, let $\delta$ be any simple factor of $E$ (which will necessarily be odd, $E$ itself being odd), and suppose that $\delta$ also divides $F$. Inspection of the preceding equations shows that, under this supposition, $\delta$ would be a common divisor of $t+\psi$ and $t-\psi$, and consequently would divide the number $t$, which is the half-sum of the preceding two. But on the other hand one sees that $\delta$, as a prime divisor of $E$, divides $m^2$, and consequently $m$ and $u$ ($u$ being $=mu'$). The numbers $t$ and $u$ would therefore, under this supposition, have the common factor $\delta$, which is absurd, since $p=t^2-bu^2$ is a prime number. It is therefore proved that $E$ and $F$ cannot have a common divisor; and since the product of these numbers is a square, each of them is likewise a square. Thus one has:	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	22	eq.001	75	\unitid{dirichlet.v1.p04b.en.eq.001}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	23	eq.001	75	\[	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	24	eq.001	75	\leg{E}{b}=1,\qquad \leg{F}{b}=1.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	25	eq.001	75	\]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	26	eq.001	75		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	27	par.002	75	\unitid{dirichlet.v1.p04b.en.par.002}As for the numbers $K$ and $L$, they are likewise such that one has:	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
