"file_hint_id","source_frontier_id","route","query_or_source","record_index_within_manifest","recid","doi","record_title","record_html_url","record_archive_url","record_publication_date","record_resource_type","record_language_metadata","record_access_right","record_license_id","file_key","file_extension_hint","file_size_bytes","file_checksum_signal","file_download_url","local_query_metadata_path","local_query_metadata_sha256","source_fit_class","language_topic_tags","license_or_access_signal","blocker_or_reason","upload_policy","non_claim_boundary","created_utc"
"R3-ZENODO-FILE-0046","R3-ZENODO-010","Persianate/Tajik lane - tg_Cyrl_TJ separate gate","Zenodo API query: ""Tajik"" algebra","48","1312213","10.5281/zenodo.1312213","Sorption method for purification of industrial wastewater waters","https://zenodo.org/records/1312213","https://zenodo.org/api/records/1312213/files-archive","2018-07-14","Journal article","rus","open","cc-by-4.0","Бокиев Б. Р., Хужаев П. С., Шарипов Ш. К., Муродов П. .pdf",".pdf","373922","md5:321db57559f0035bba7d7d626df2c3c3","https://zenodo.org/api/records/1312213/files/%D0%91%D0%BE%D0%BA%D0%B8%D0%B5%D0%B2%20%D0%91.%20%D0%A0.,%20%D0%A5%D1%83%D0%B6%D0%B0%D0%B5%D0%B2%20%D0%9F.%20%D0%A1.,%20%D0%A8%D0%B0%D1%80%D0%B8%D0%BF%D0%BE%D0%B2%20%D0%A8.%20%D0%9A.,%20%D0%9C%D1%83%D1%80%D0%BE%D0%B4%D0%BE%D0%B2%20%D0%9F.%20.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\tajik_algebra.json","3E35912D409A04AA463BDD77A7ED8075F99FC76D9A603AB33B863C3E142D044D","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Tajik Cyrillic; algebra; Zenodo; separate gate; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0047","R3-ZENODO-010","Persianate/Tajik lane - tg_Cyrl_TJ separate gate","Zenodo API query: ""Tajik"" algebra","49","6652832","10.5281/zenodo.6652832","Comparative analysis of the phonologic changes of Modern Persian under the influence of Turkish","https://zenodo.org/records/6652832","https://zenodo.org/api/records/6652832/files-archive","2022-06-16","Journal article","","open","cc-by-4.0","EJAR06110.pdf",".pdf","1032458","md5:c109febed5550229eee08aab95871cc8","https://zenodo.org/api/records/6652832/files/EJAR06110.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\tajik_algebra.json","3E35912D409A04AA463BDD77A7ED8075F99FC76D9A603AB33B863C3E142D044D","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Tajik Cyrillic; algebra; Zenodo; separate gate; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0048","R3-ZENODO-010","Persianate/Tajik lane - tg_Cyrl_TJ separate gate","Zenodo API query: ""Tajik"" algebra","50","2613490","10.5281/zenodo.2613490","Using Windows Server 2012-based storage solutions for small and medium size business resources","https://zenodo.org/records/2613490","https://zenodo.org/api/records/2613490/files-archive","2013-09-12","Conference paper","","open","cc-by-4.0","Using Windows Server 2012-based storage solutions for small and medium size business resources.pdf",".pdf","166180","md5:dcf55b86e7310b080e72deb0d9838e05","https://zenodo.org/api/records/2613490/files/Using%20Windows%20Server%202012-based%20storage%20solutions%20for%20small%20and%20medium%20size%20business%20resources.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\tajik_algebra.json","3E35912D409A04AA463BDD77A7ED8075F99FC76D9A603AB33B863C3E142D044D","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Tajik Cyrillic; algebra; Zenodo; separate gate; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0049","R3-ZENODO-011","novel_or_blocked_urdu_hindustani_separate_gate","Zenodo API query: ""Urdu"" ""linear algebra""","52","10074309","10.5281/zenodo.10074309","Linear Algebra","https://zenodo.org/records/10074309","https://zenodo.org/api/records/10074309/files-archive","2023-10-30","Book","","open","cc-by-4.0","WhatsApp Image 2023-11-06 at 12.36.39 PM.jpeg",".jpeg","366891","md5:3eb5c8e7764d9ffbbf48959aa1d3e78e","https://zenodo.org/api/records/10074309/files/WhatsApp%20Image%202023-11-06%20at%2012.36.39%20PM.jpeg/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\urdu_linear_algebra_separate_gate.json","8106D1448C5AEECE9B69BF9AB118E10ADDFDB082BC1600458533B1F518C56053","zenodo_metadata_topic_file_hint_needs_manual_screening","Urdu/Hindustani adjacent; linear algebra; Zenodo; separate gate not authorized by Arabic/fa_IR; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0050","R3-ZENODO-011","novel_or_blocked_urdu_hindustani_separate_gate","Zenodo API query: ""Urdu"" ""linear algebra""","53","15067574","10.5281/zenodo.15067574","Linear Algebra","https://zenodo.org/records/15067574","https://zenodo.org/api/records/15067574/files-archive","2025-03-13","Book","","open","cc-by-4.0","Full cover.jpg",".jpg","1291510","md5:051b6c75c16c96599d680ed9695e379b","https://zenodo.org/api/records/15067574/files/Full%20cover.jpg/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\urdu_linear_algebra_separate_gate.json","8106D1448C5AEECE9B69BF9AB118E10ADDFDB082BC1600458533B1F518C56053","zenodo_metadata_topic_file_hint_needs_manual_screening","Urdu/Hindustani adjacent; linear algebra; Zenodo; separate gate not authorized by Arabic/fa_IR; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0051","R3-ZENODO-011","novel_or_blocked_urdu_hindustani_separate_gate","Zenodo API query: ""Urdu"" ""linear algebra""","54","3367812","10.5281/zenodo.3367812","SLATE","https://zenodo.org/records/3367812","https://zenodo.org/api/records/3367812/files-archive","2019-04-04","Software","eng","open","bsd-3-clause","slate-2019-04-04.tar.gz",".tar.gz","953926","md5:2a2ea8bc1cd32ef1aa34919282760bae","https://zenodo.org/api/records/3367812/files/slate-2019-04-04.tar.gz/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\urdu_linear_algebra_separate_gate.json","8106D1448C5AEECE9B69BF9AB118E10ADDFDB082BC1600458533B1F518C56053","zenodo_source_archive_or_compressed_file_hint_needs_fetch_hash_language_license_screen","Urdu/Hindustani adjacent; linear algebra; Zenodo; separate gate not authorized by Arabic/fa_IR; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=bsd-3-clause; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0052","R3-ZENODO-011","novel_or_blocked_urdu_hindustani_separate_gate","Zenodo API query: ""Urdu"" ""linear algebra""","55","8296796","10.5281/zenodo.8296796","Elementary Linear Algebra","https://zenodo.org/records/8296796","https://zenodo.org/api/records/8296796/files-archive","2023-08-25","Journal article","","open","cc-by-4.0","WhatsApp Image 2023-08-29 at 11.44.12 AM.jpeg",".jpeg","263422","md5:af5eb81893a81e9708fdf93b2851ab7a","https://zenodo.org/api/records/8296796/files/WhatsApp%20Image%202023-08-29%20at%2011.44.12%20AM.jpeg/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\urdu_linear_algebra_separate_gate.json","8106D1448C5AEECE9B69BF9AB118E10ADDFDB082BC1600458533B1F518C56053","zenodo_metadata_topic_file_hint_needs_manual_screening","Urdu/Hindustani adjacent; linear algebra; Zenodo; separate gate not authorized by Arabic/fa_IR; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0053","R3-ZENODO-012","novel_or_blocked_pan_turkic_separate_gate","Zenodo API query: ""Turkish"" ""invariant theory""","56","6481038","10.5281/zenodo.6481038","8. SINIF TC İNKILAP TARİHİ VE ATATÜRKÇÜLÜK DERS KİTABI İLE NUTUK'TA YER ALAN DEĞERLERİN, ÖĞRETMEN GÖRÜŞLERİ AÇISINDAN DEĞERLENDİRİLMESİ","https://zenodo.org/records/6481038","https://zenodo.org/api/records/6481038/files-archive","2021-12-30","Journal article","","open","cc-by-4.0","8. SINIF TC İNKILAP TARİHİ VE ATATÜRKÇÜLÜK DERS KİTABI İLE NUTUK’TA YER ALAN DEĞERLERİN, ÖĞRETMEN GÖRÜŞLERİ AÇISINDAN DEĞERLENDİRİLMESİ.pdf",".pdf","2088478","md5:8951d5643bee5fd07cc6efa2e8a3059e","https://zenodo.org/api/records/6481038/files/8.%20SINIF%20TC%20%C4%B0NKILAP%20TAR%C4%B0H%C4%B0%20VE%20ATAT%C3%9CRK%C3%87%C3%9CL%C3%9CK%20DERS%20K%C4%B0TABI%20%C4%B0LE%20NUTUK%E2%80%99TA%20YER%20ALAN%20DE%C4%9EERLER%C4%B0N,%20%C3%96%C4%9ERETMEN%20G%C3%96R%C3%9C%C5%9ELER%C4%B0%20A%C3%87ISINDAN%20DE%C4%9EERLEND%C4%B0R%C4%B0LMES%C4%B0.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\turkish_invariant_theory_separate_gate.json","4C24FDD60EE7310AB7250AFC46F3452730F64408C47827227129DD304CDA77E8","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Pan-Turkic adjacent; Turkish; invariant theory; Zenodo; separate gate not authorized by Arabic/fa_IR; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0054","R3-ZENODO-012","novel_or_blocked_pan_turkic_separate_gate","Zenodo API query: ""Turkish"" ""invariant theory""","57","6553415","10.15587/1729-4061.2022.255451","Creation of a hybrid power plant operating on the basis of a gas turbine engine","https://zenodo.org/records/6553415","https://zenodo.org/api/records/6553415/files-archive","2022-04-30","Journal article","eng","open","cc-by-4.0","Creation of a hybrid power plant operating on the basis of a gas turbine engine.pdf",".pdf","606972","md5:1e1b3a8d9bdc3be0c7f479e1c106924f","https://zenodo.org/api/records/6553415/files/Creation%20of%20a%20hybrid%20power%20plant%20operating%20on%20the%20basis%20of%20a%20gas%20turbine%20engine.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\turkish_invariant_theory_separate_gate.json","4C24FDD60EE7310AB7250AFC46F3452730F64408C47827227129DD304CDA77E8","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Pan-Turkic adjacent; Turkish; invariant theory; Zenodo; separate gate not authorized by Arabic/fa_IR; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0055","R3-ZENODO-012","novel_or_blocked_pan_turkic_separate_gate","Zenodo API query: ""Turkish"" ""invariant theory""","58","6667585","10.5281/zenodo.6667585","THE SYSTEM OF IMAGES IN LOVE LYRICS OF ILSIYAR IKSANOVA","https://zenodo.org/records/6667585","https://zenodo.org/api/records/6667585/files-archive","2022-06-22","Journal article","eng","open","cc-by-4.0","THE SYSTEM OF IMAGES IN LOVE LYRICS OF ILSIYAR IKSANOVA.pdf",".pdf","1409170","md5:4b7a433e105ce1a0d8646afb5f37ea3e","https://zenodo.org/api/records/6667585/files/THE%20SYSTEM%20OF%20IMAGES%20IN%20LOVE%20LYRICS%20OF%20ILSIYAR%20IKSANOVA.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\turkish_invariant_theory_separate_gate.json","4C24FDD60EE7310AB7250AFC46F3452730F64408C47827227129DD304CDA77E8","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Pan-Turkic adjacent; Turkish; invariant theory; Zenodo; separate gate not authorized by Arabic/fa_IR; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0056","R3-ZENODO-012","novel_or_blocked_pan_turkic_separate_gate","Zenodo API query: ""Turkish"" ""invariant theory""","59","6481080","10.5281/zenodo.6481080","ZEVRA GAZETESİ'NE GÖRE MİDHAT PAŞA'NIN BAĞDAT VALİLİĞİ DÖNEMİNDE YAPTIĞI FAALİYETLER  (1869-1872)","https://zenodo.org/records/6481080","https://zenodo.org/api/records/6481080/files-archive","2021-12-30","Journal article","","open","cc-by-4.0","ZEVRA GAZETESİ’NE GÖRE MİDHAT PAŞA’NIN BAĞDAT VALİLİĞİ DÖNEMİNDE YAPTIĞI FAALİYETLER (1869-1872).pdf",".pdf","1573034","md5:2ececf59297cfff272005a0793d96980","https://zenodo.org/api/records/6481080/files/ZEVRA%20GAZETES%C4%B0%E2%80%99NE%20G%C3%96RE%20M%C4%B0DHAT%20PA%C5%9EA%E2%80%99NIN%20BA%C4%9EDAT%20VAL%C4%B0L%C4%B0%C4%9E%C4%B0%20D%C3%96NEM%C4%B0NDE%20YAPTI%C4%9EI%20FAAL%C4%B0YETLER%20(1869-1872).pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\turkish_invariant_theory_separate_gate.json","4C24FDD60EE7310AB7250AFC46F3452730F64408C47827227129DD304CDA77E8","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Pan-Turkic adjacent; Turkish; invariant theory; Zenodo; separate gate not authorized by Arabic/fa_IR; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0057","R3-ZENODO-012","novel_or_blocked_pan_turkic_separate_gate","Zenodo API query: ""Turkish"" ""invariant theory""","60","15866751","10.5281/zenodo.15866751","İKLİM DEĞİŞİKLİĞİNİN SICAK HAVA DALGALARI ÜZERİNE ETKİSİ  (Türkiye'de 1980-2024 Yılları Arasında Meydana Gelen Sıcak Hava Dalgası Olayları)","https://zenodo.org/records/15866751","https://zenodo.org/api/records/15866751/files-archive","2025-06-30","Journal article","tur","open","cc-by-4.0","atik-v2-i1-2.pdf",".pdf","777085","md5:98275c777b7eaa5aa35cecb9774c7d67","https://zenodo.org/api/records/15866751/files/atik-v2-i1-2.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\turkish_invariant_theory_separate_gate.json","4C24FDD60EE7310AB7250AFC46F3452730F64408C47827227129DD304CDA77E8","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Pan-Turkic adjacent; Turkish; invariant theory; Zenodo; separate gate not authorized by Arabic/fa_IR; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
