row_id,surface,risk,kind,replacement_hint,source_file,line,context,apply_action,citation_form,current_lemma,warning
reg-rěšenje,rěšene,human_review_only,dict_sense_tension,human review; dict-sense tension but math usage supported,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,76,"tvovanja bylo dostignuto pozdněje, tako byly i pozdněje s jej transcendentnymi sredstvami rěšene algebraične pytanja, ktore do dnes ne sut dostupne čisto algebraičnomu ili aritmetičnomu",human_review_before_any_apply,rěšeńje (math: solution-of-equation),rěšenje,"dict-sense tension (decision vs solution) documented; cs řešení supports the math usage — no change needed, note kept"
series-sequence-red,redy,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,80,". Pri tom teorija Weierstrassa opiraje se na transcendentne osnovy razvijanja v stepennye redy i teorema o vyčetah; potom ale idet algebraično dalje, črez eksplicitno ukazanje vseh fun",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
power-exponent,stepennye,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,80,"y vtorotne. Pri tom teorija Weierstrassa opiraje se na transcendentne osnovy razvijanja v stepennye redy i teorema o vyčetah; potom ale idet algebraično dalje, črez eksplicitno ukazanje vse",deferred_no_apply,,,deferred
series-sequence-red,redy,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,82,"čna teorija v formě Hensela--Landsberga takože koristi transcendentne osnovy razvijanja v redy. Ale, pridavajuči na toj osnově oddělnym točkam divizory, ona potom idet čisto aritmetičn",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,red,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,82,"tody za stvarno tvorjenje vseh relevantnyh bazisnyh funkcij. V podrobnostjah ona pokazuje red uproščenj proti Dedekindu--Weberu, suštno črez vvedenje „lomljenyh“ divizorov. Nedavno He",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,redy,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,82,"osnovanje leži takože v osnově jego pregleda.} aritmetično obosnoval teoriju razvijanja v redy (kromě majorantnoj metody za dokaz konvergencije), čerez čto teorija stala skoro čisto ar",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
however,jednako,human_review_only,homograph_risk,human review: however/equally homograph risk,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,82,yti gledana kako slivanje Weierstrassa i Dedekinda--Webera. V protivnosti k poslědnim ona jednako daje metody za stvarno tvorjenje vseh relevantnyh bazisnyh funkcij. V podrobnostjah ona p,human_review_before_any_apply,jednako (with homograph usage-note),však,"HOMOGRAPH WARNING: hr/sr jednak(o)=equal(ly) — in math prose where 'equally' is frequent, prefer sentence positions that disambiguate, or use ipak for contrast; this row NEEDS the reviewer"
series-sequence-red,red,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,84,"lagaje samo pojem „beskonečno blizkyh toček“ jednoj větvi, ktory se svodi na razvijanje v red v obyčnoj točkě\footnote{Za beskonečno blizke „osoblive“ točke sravnaj Brill--Noether, 6.",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
power-exponent,stepena,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,89,Algebraično čislovo polje jest opreděljeno kako polje \(n\)-go stepena nad poljem \(R\) racionalnyh čisel; polje algebraičnyh funkcij jednoj proměnnoj kako polj,deferred_no_apply,,,deferred
power-exponent,stepena,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,89,\(R\) racionalnyh čisel; polje algebraičnyh funkcij jednoj proměnnoj kako polje \(n\)-go stepena nad poljem \(K(z)\) vseh racionalnyh funkcij jednej neopreděljenej \(z\) s svobodnymi kom,deferred_no_apply,,,deferred
power-exponent,stepena,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,91,"z \(R\) odnosno \(K(z)\); i \(d\) jest absolutno najmalo čislo odnosno polinom najnižšego stepena, ktory možno predstaviti v toj formě. Samo na tom svojstvu, ktore povlači jednoznačno raz",deferred_no_apply,,,deferred
power-exponent,stepena,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,91,"eděljenej. Každy bazis, ktory odgovarja absolutno najmalomu čislu ili funkciji najnižšego stepena, tvori fundamentalnu sistemu.",deferred_no_apply,,,deferred
reg-obći,obščejša,candidate_after_review,orthography_flavor,obće / obć*-family; orthography/flavor normalization,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,93,"Glubši pogled v bazisne pytanja, takože za obščejša polja, daje vvedenje pojma modula, ktory treba razuměti tako, že on obhvača različne defi",prepare_candidate_rewrites_after_review,obći / obće (adv),obći,"root is pan (ob-ьt-j-); scatter is orthography+flavoring, not lexeme choice; sl splošen = only true competitor, gloss it"
reg-obći,obščejše,candidate_after_review,orthography_flavor,obće / obć*-family; orthography/flavor normalization,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,93,"alnyh funkcij jednej neopreděljenej. --- Modul iz homogenyh form od \(n\) neopreděljenyh, obščejše iz polinomov, nastupaje prvy raz pri Hilbertu (\emph{Annalen} 36); \(\frS\) sostojit iz v",prepare_candidate_rewrites_after_review,obći / obće (adv),obći,"root is pan (ob-ьt-j-); scatter is orthography+flavoring, not lexeme choice; sl splošen = only true competitor, gloss it"
case-instance,slučajah,human_review_only,homograph_risk,"human review: case/instance, belongs homograph risk",germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,107,Teorem o fundamentalnoj sistemě iz togo proizhodit v različnyh slučajah tako.,human_review_before_any_apply,slučaj,slučaj,hr pripada=belongs homograph noted (F12c)
reg-obći,obščejše,candidate_after_review,orthography_flavor,obće / obć*-family; orthography/flavor normalization,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,117,"vseh slučajah, kde každy ideal v \(\frS\) jest konečny. To samo razmysljenje pokazuje, že obščejše každy ideal v oblasti cělyh elementov nadpolja jest konečny. Osoblivo za cěle racionalne",prepare_candidate_rewrites_after_review,obći / obće (adv),obći,"root is pan (ob-ьt-j-); scatter is orthography+flavoring, not lexeme choice; sl splošen = only true competitor, gloss it"
reg-obći,obščem,candidate_after_review,orthography_flavor,obće / obć*-family; orthography/flavor normalization,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,117,"ideal jest konečny, zajedno proizhodit fundamentalna sistema za relativne polja, ktora v obščem slučaju bude iměti vyše elementov, než pokazuje relativny stepen.\footnote{Po izslědovanj",prepare_candidate_rewrites_after_review,obći / obće (adv),obći,"root is pan (ob-ьt-j-); scatter is orthography+flavoring, not lexeme choice; sl splošen = only true competitor, gloss it"
case-instance,slučajah,human_review_only,homograph_risk,"human review: case/instance, belongs homograph risk",germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,117,"rěhodi v modul linearnyh form; zato sušstvovanje fundamentalnoj sistemy proizhodit v vseh slučajah, kde každy ideal v \(\frS\) jest konečny. To samo razmysljenje pokazuje, že obščejše každ",human_review_before_any_apply,slučaj,slučaj,hr pripada=belongs homograph noted (F12c)
case-instance,slučaju,human_review_only,homograph_risk,"human review: case/instance, belongs homograph risk",germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,117,"jest konečny, zajedno proizhodit fundamentalna sistema za relativne polja, ktora v obščem slučaju bude iměti vyše elementov, než pokazuje relativny stepen.\footnote{Po izslědovanjah Stein",human_review_before_any_apply,slučaj,slučaj,hr pripada=belongs homograph noted (F12c)
case-instance,slučaj,human_review_only,homograph_risk,"human review: case/instance, belongs homograph risk",germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,117,"y ideal v oblasti od \(r\) neopreděljenyh može byti prědpolagany konečnym, poněže to jest slučaj za jednu neopreděljenu.} zato sušstvovanje fundamentalnoj sistemy proizhodit i za algebra",human_review_before_any_apply,slučaj,slučaj,hr pripada=belongs homograph noted (F12c)
power-exponent,stepen,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,117,"algebraičnyh funkcij jednej proměnnoj sostojat točno iz \(n\) elementov, ako \(n\) znači stepen. I poněže v tih poljah po vyšerečenom každy ideal jest konečny, zajedno proizhodit fundam",deferred_no_apply,,,deferred
power-exponent,stepen,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,117,"relativne polja, ktora v obščem slučaju bude iměti vyše elementov, než pokazuje relativny stepen.\footnote{Po izslědovanjah Steinitza o modulah iz linearnyh form, kde \(\frS\) sostojit i",deferred_no_apply,,,deferred
power-exponent,stepen,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,117,"čislovogo polja, dostatno jest \(\nu+1\) bazisnyh elementov, ako \(\nu\) znači relativny stepen (\emph{Math. Ann.} 71, § 4).} Dalje, ako \(\frS\) znači oblast vseh polinomov od mnogo ne",deferred_no_apply,,,deferred
power-exponent,stepena,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,117,"est konečny, možno svesti na teorem o linearnyh formah. Nehaj \(f\) bude polinom \(n\)-go stepena od \(r+1\) neopreděljenyh \(x_1,\ldots,x_r,x_{r+1}\), soderžany v \(N\), ktory imaje člen",deferred_no_apply,,,deferred
power-exponent,stepen,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,117,"nkcijne polja od mnogo neopreděljenyh, ktora opět bude iměti vyše elementov, než pokazuje stepen.",deferred_no_apply,,,deferred
holds-is-valid,važi,human_review_only,register_extension,human review: register-extension holds/valid,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,120,"Satz VII, § 177; sr. primětku s. 554. Teorem koristi fakt, že jde o algebraične polja; ne važi bolě za idealy (moduly) iz polinomov, kde najmalo obče kratno stava na město produkta.} T",human_review_before_any_apply,važiti (REGISTER EXTENSION),važi,REGISTER-EXTENSION row: document explicitly that math sense extends dict sense; candidate for reviewer question
carry-out,provesti,citation_rehead_only,sense_documentation,"documentation split only: provesti=perform, izvesti=derive",germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,120,"aždy ideal jednoznačno može byti predstavjen kako produkt stepenov prostyh idealov, možno provesti společně za algebraične čisla i funkcije; samo na osnově svojstva, že za cěle racionalne",citation_rehead_only_or_no_text_change,provesti,provesti / izvesti,"dict splits the senses: provesti=perform, izvesti=derive. Corpus uses izvesti for both — register doc should adopt the dict split (provesti=carry out construction, izvesti=derive result)"
power-exponent,stepenov,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,120,"go teorema teorije idealov, že každy ideal jednoznačno može byti predstavjen kako produkt stepenov prostyh idealov, možno provesti společně za algebraične čisla i funkcije; samo na osnově",deferred_no_apply,,,deferred
holds-is-valid,važi,human_review_only,register_extension,human review: register-extension holds/valid,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,122,"enja (osnovny ideal, diferenta) \(\frD\) (jego norma stava diskriminantom polja \(D\)); i važi fundamentalny teorem, že ideal razvětvenja \(\frD\) jest {\itshape največši obči dělitelj",human_review_before_any_apply,važiti (REGISTER EXTENSION),važi,REGISTER-EXTENSION row: document explicitly that math sense extends dict sense; candidate for reviewer question
carry-out,izvedenogo,citation_rehead_only,sense_documentation,"documentation split only: provesti=perform, izvesti=derive",germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,130,"pri tom \(\frf\) znači provodnik ringa (porjadka, oblasti cělosti), izvedenogo iz \(\delta\), t. j. \(\frf\) sostojit iz cělosti (cělyh) elementov, ktore, pomnožene s k",citation_rehead_only_or_no_text_change,provesti,provesti / izvesti,"dict splits the senses: provesti=perform, izvesti=derive. Corpus uses izvesti for both — register doc should adopt the dict split (provesti=carry out construction, izvesti=derive result)"
however,Jednako,human_review_only,homograph_risk,human review: however/equally homograph risk,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,132,konečnost čisla klasov idealov i s tym vsa pytanja svezana s opreděljenjem čisla klasov. Jednako v někoj mery možno kako transcendentny analog klasnogo polja gledati oblast vseh (transce,human_review_before_any_apply,jednako (with homograph usage-note),však,"HOMOGRAPH WARNING: hr/sr jednak(o)=equal(ly) — in math prose where 'equally' is frequent, prefer sentence positions that disambiguate, or use ipak for contrast; this row NEEDS the reviewer"
case-instance,slučaju,human_review_only,homograph_risk,"human review: case/instance, belongs homograph risk",germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,132,"} v daljnjem razvitju uslovjene sut specialnymi svojstvami osnovnyh polj. Tako fakt, že v slučaju algebraičnyh čisel {\itshape elementy osnovnogo polja sut skupaj eksponenty}, vodi k tomu",human_review_before_any_apply,slučaj,slučaj,hr pripada=belongs homograph noted (F12c)
power-exponent,stepenom,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,132,"j eksponenty}, vodi k tomu, že ideal razvětvenja može byti dělimy vyšim než \((e-1)\)-tym stepenom prostogo ideala \(\frp\), ktory vhodit v \(p\) v \(e\)-tom stepeni (ako imenno \(e\) děli",deferred_no_apply,,,deferred
power-exponent,stepeni,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,132,"šim než \((e-1)\)-tym stepenom prostogo ideala \(\frp\), ktory vhodit v \(p\) v \(e\)-tom stepeni (ako imenno \(e\) děli se črez \(p\)); i vodi tym k daljnjim pojmam inercijnogo i razvětv",deferred_no_apply,,,deferred
holds-is-valid,važi,human_review_only,register_extension,human review: register-extension holds/valid,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,136,"e na linearne faktory (čto se ne stava za cěločislenny polinom modulo \(p\)); fakt, ktory važi i kogda vměsto vseh konstant berut se samo vsa algebraične čisla.\footnote{D.--W. vo uvod",human_review_before_any_apply,važiti (REGISTER EXTENSION),važi,REGISTER-EXTENSION row: document explicitly that math sense extends dict sense; candidate for reviewer question
case-instance,slučaju,human_review_only,homograph_risk,"human review: case/instance, belongs homograph risk",germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,136,"nstant berut se samo vsa algebraične čisla.\footnote{D.--W. vo uvodu priměčajut, že v tom slučaju cěla teorija ostavaje.} Iz togo slěduje, že každy prosty ideal jest ideal prvogo stepena;",human_review_before_any_apply,slučaj,slučaj,hr pripada=belongs homograph noted (F12c)
power-exponent,stepena,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,136,"slučaju cěla teorija ostavaje.} Iz togo slěduje, že každy prosty ideal jest ideal prvogo stepena;\footnote{D.--W., § 9, Nr. 7.} i dalje, že diskriminant polja \(D\) stava prěrězom vseh d",deferred_no_apply,,,deferred
take-vzeti,vzeti,candidate_after_review,orthography,vzęti/vzęto; nasal orthography,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,138,"pena, znači každaja funkcija mod. \(\frp\) jest kongruentna konstantě, zajedno s možnošću vzeti ljubu funkciju kako nezavisnu proměnnu, vodi k najvažnějšemu pojmu, idučemu dalje od alge",prepare_candidate_rewrites_after_review,vzęti,vzęti,
carry-out,izvedeno,citation_rehead_only,sense_documentation,"documentation split only: provesti=perform, izvesti=derive",germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,138,"isel jest něčto absolutno vyznačeno, imenno primarno polje soderžano v polju (t. j. polje izvedeno iz jedinice); medžu tym kako osnovno polje \(K(z)\) jest něčto relativno. Ljubu nekonstan",citation_rehead_only_or_no_text_change,provesti,provesti / izvesti,"dict splits the senses: provesti=perform, izvesti=derive. Corpus uses izvesti for both — register doc should adopt the dict split (provesti=carry out construction, izvesti=derive result)"
power-exponent,stepena,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,138,"ebraičnym poljem nad \(K(\xi)\). Teorem, že každy prosty ideal \(\frp\) jest ideal prvogo stepena, znači každaja funkcija mod. \(\frp\) jest kongruentna konstantě, zajedno s možnošću vzet",deferred_no_apply,,,deferred
carry-out,izvedeny,citation_rehead_only,sense_documentation,"documentation split only: provesti=perform, izvesti=derive",germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,144,poněže ring izvedeny iz \(\vartheta\) byl opreděljen simetrično v odnosu k \(z\) i \(\vartheta\); i \(\frf\) s,citation_rehead_only_or_no_text_change,provesti,provesti / izvesti,"dict splits the senses: provesti=perform, izvesti=derive. Corpus uses izvesti for both — register doc should adopt the dict split (provesti=carry out construction, izvesti=derive result)"
series-sequence-red,redy,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,146,\subsection*{4. Svez aritmetičnogo obosnovanja razloženja v redy s teorijeju idealov},human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,redy,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,147,Pri Henselu--Landsbergu transcendentno pomočno sredstvo razvijanja v redy i pojem točke vzety iz teorije funkcij stava na město teorije idealov. Nedavno Henselovo,human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,redy,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,147,ij stava na město teorije idealov. Nedavno Henselovo aritmetično obosnovanje razvijanja v redy za algebraične čisla i funkcije\footnote{\emph{Eine neue Theorie der algebraischen Zahlen,human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
carry-out,provesti,citation_rehead_only,sense_documentation,"documentation split only: provesti=perform, izvesti=derive",germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,147,"prosty ideal stava glavnym idealom, znači važet obyčne razložne teoremy; i dostatno jest provesti taj razmysl za vse proste idealy vhodeče v prosto čislo \(p\) odnosno linearnu funkciju \",citation_rehead_only_or_no_text_change,provesti,provesti / izvesti,"dict splits the senses: provesti=perform, izvesti=derive. Corpus uses izvesti for both — register doc should adopt the dict split (provesti=carry out construction, izvesti=derive result)"
power-exponent,stepenjah,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,149,"scendentnogo razširjenogo polja, ktoro jest tvorjeno vsimi redovymi razloženjami po cělyh stepenjah od \(z-a\) odnosno \(p\) (\(p\)-adične čisla), s vsakokratno najvyše konečno mnogymi nega",deferred_no_apply,,,deferred
power-exponent,stepenjami,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,149,"a\) odnosno \(p\) (\(p\)-adične čisla), s vsakokratno najvyše konečno mnogymi negativnymi stepenjami. V tom polju nerazložimo jednačenje, ktoro opredělja algebraično čislovo odnosno funkcijn",deferred_no_apply,,,deferred
power-exponent,stepena,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,149,"frak q_1,\ldots,\mathfrak q_\rho\). Daljnemu predstavjenju každogo primarnogo ideala kako stepena prostogo ideala:",deferred_no_apply,,,deferred
reg-obći,obščejše,candidate_after_review,orthography_flavor,obće / obć*-family; orthography/flavor normalization,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,153,"algebraičnyh funkcij to možno opreděliti čistym jednačenjem; v slučaju algebraičnyh čisel obščejše algebraično rěšimym jednačenjem. Uproščenje pri algebraičnyh funkcijah jest iz togo, že t",prepare_candidate_rewrites_after_review,obći / obće (adv),obći,"root is pan (ob-ьt-j-); scatter is orthography+flavoring, not lexeme choice; sl splošen = only true competitor, gloss it"
case-instance,slučaju,human_review_only,homograph_risk,"human review: case/instance, belongs homograph risk",germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,153,"vvedenje daljnjega polja, algebraičnogo v odnosu k transcendentnomu razširjenomu polju. V slučaju algebraičnyh funkcij to možno opreděliti čistym jednačenjem; v slučaju algebraičnyh čisel",human_review_before_any_apply,slučaj,slučaj,hr pripada=belongs homograph noted (F12c)
case-instance,slučaju,human_review_only,homograph_risk,"human review: case/instance, belongs homograph risk",germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,153,širjenomu polju. V slučaju algebraičnyh funkcij to možno opreděliti čistym jednačenjem; v slučaju algebraičnyh čisel obščejše algebraično rěšimym jednačenjem. Uproščenje pri algebraičnyh,human_review_before_any_apply,slučaj,slučaj,hr pripada=belongs homograph noted (F12c)
series-sequence-red,red,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,155,"„Prěryvajuči se red“ po prostom elementu \(\pi\),\footnote{\emph{Neue Begründung \(\ldots\)}, formula (11).}",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,reda,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,159,"{D.--W., s. 231 i § 15.} Tam on izvodit se iz teorije idealov i daje osnovu za definiciju reda izčeznjenja (odnosno postavanja beskonečnym) funkcije v točkě.",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
reg-obći,obščejše,candidate_after_review,orthography_flavor,obće / obć*-family; orthography/flavor normalization,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,164,"sno \(F(\xi,\sigma)=0\) sut nerazložime jednačenja za \(s\) odnosno \(\sigma\); ili jošče obščejše črez adjunkciju konečnogo čisla elementov k \(K(\eta)\), s naležečimi nerazložimymi jedna",prepare_candidate_rewrites_after_review,obći / obće (adv),obći,"root is pan (ob-ьt-j-); scatter is orthography+flavoring, not lexeme choice; sl splošen = only true competitor, gloss it"
case-instance,slučajah,human_review_only,homograph_risk,"human review: case/instance, belongs homograph risk",germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,168,"v prinaležeču sistemu vrědnostij \(\alpha,\beta\) od \(F(\xi,\sigma)=0\), no v specialnyh slučajah, ako \(a,b\) byla „osobliva“ točka, može odgovarjati mnogym „točkam“ na \(F(\xi,\sigma)=0",human_review_before_any_apply,slučaj,slučaj,hr pripada=belongs homograph noted (F12c)
series-sequence-red,reda,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,170,"ktora ne imaje osoblivyh toček; gde \(\varphi\) sut \(p\) „adjungovane krive \((n-3)\)-go reda“ za homogenizovano \(f(z,s)=0\). Biracionalnoj transformaciji od \(f(z,s)=0\) v \(F(\xi,\",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
case-instance,slučaj,human_review_only,homograph_risk,"human review: case/instance, belongs homograph risk",germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,170,"Osoblivo možno kako vyznačenu krivu „klasa“ --- izključivši hypereliptičny slučaj --- vvesti tak nazyvanu „normalnu krivu \(\varphi\)“ v prostoru \((p-1)\) dimenzij, ktora",human_review_before_any_apply,slučaj,slučaj,hr pripada=belongs homograph noted (F12c)
reg-obći,vobče,candidate_after_review,orthography_flavor,obće / obć*-family; orthography/flavor normalization,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,175,"ebraično-geometričnoj teoriji tvoret osoblive težkosti, v obosnovanju aritmetične teorije vobče ne nastupajut; i zato „adjungovane funkcije“ takože ne sut potrěbne za izgradnju aritmeti",prepare_candidate_rewrites_after_review,obći / obće (adv),obći,"root is pan (ob-ьt-j-); scatter is orthography+flavoring, not lexeme choice; sl splošen = only true competitor, gloss it"
series-sequence-red,redu,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,177,"ny (točka v aritmetičnom smyslu), ili ako jest prijeta v jednej ili mnogyh točkah v vyšem redu. V poslědnjem slučaju ide o točku poligona razvětvenja od \(z\) i takože od \(s\); to odg",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
