"PackageNumber","PackageRoot","RootDigestSHA256","FileCount","TotalBytes","BodySignalCount","SourceSignalCount","ManifestSignalCount","LogSignalCount","ZipCount","Classification"
"497","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE497_20260705T072058_ROLLING_DELTA_AFTER_PACKAGE496","353B171AC1E7675E16BFD9626592302855B882C2B47CCD49943288496ECA9BE9","11","134492","0","4","3","0","0","body-or-source-bearing"
"498","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE498_20260705T072200_ROLLING_DELTA_AFTER_PACKAGE497","8D770FC70CDD156B9EF6CA40E213568DEE3B44F27A2C0E37792BCFC61FC2D4F8","11","138540","0","3","6","1","0","body-or-source-bearing"
"499","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE499_20260705T072248_ROLLING_DELTA_AFTER_PACKAGE498","6374C42244879B91166BB3166B59E0CEFC2D2A7C5AB79519231244A757091FA3","7","20155","0","0","3","0","0","metadata-support-only"
"500","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE500_20260705T072400_ROLLING_DELTA_AFTER_PACKAGE499","84C197BB9857FF50EB5C887518F00333501BDDC5CBB62637FB5CB2361489DB43","9","49814","0","1","4","0","0","body-or-source-bearing"
"501","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE501_20260705T072516_ROLLING_DELTA_AFTER_PACKAGE500","12B6D5B181F0083BF649E6FDE97515F79B9A58073AC315CD3B3709CCB59F75A6","13","166070","0","2","5","1","0","body-or-source-bearing"
"502","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE502_20260705T072628_ROLLING_DELTA_AFTER_PACKAGE501","56CFA356D095C8F4E8881A1321A62475883415C00FDC2EBFA8DE927AB30889E9","7","21478","0","1","3","0","0","body-or-source-bearing"
"503","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE503_20260705T073018_ROLLING_DELTA_AFTER_PACKAGE502","4339D638F3D50ADA2D3FF523380B2B01A887BA8C4FBE4710DC43B872254E9A66","9","68565","0","0","5","0","0","metadata-support-only"
"504","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE504_20260705T073521_ROLLING_DELTA_AFTER_PACKAGE503","D5BF4B8B2756E59654E31743F387477D0A719445953304040C1388DABF645A22","9","524520","0","0","3","0","0","metadata-support-only"
"505","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE505_20260705T073703_ROLLING_DELTA_AFTER_PACKAGE504","E719CD45E8A8650768710BC4E90D341B4F2F19453EA32A4E943B47DB017B8102","9","152302","0","2","3","1","0","body-or-source-bearing"
"506","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE506_20260705T073830_ROLLING_DELTA_AFTER_PACKAGE505","B64E4A6AEA6620EE81AD9EF102B84218F9C2CC82F0C0179EAE84CE0AE99345D3","24","51770","0","4","21","1","0","body-or-source-bearing"
"507","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE507_20260705T074022_ROLLING_DELTA_AFTER_PACKAGE506","A3BF4D15E7F288EA62310AF5E239E07D7E256038107C4658B176A2074F215512","8","15833","0","2","3","0","0","body-or-source-bearing"
"508","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE508_20260705T074146_ROLLING_DELTA_AFTER_PACKAGE507","0752FA4F484761BA18B56BB858A4DA3B22F3BFF1CB59F32227B25872B5D0D805","11","257930","0","0","3","0","0","metadata-support-only"
"509","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE509_20260705T074302_ROLLING_DELTA_AFTER_PACKAGE508","D1181A2A40C6C1D6CD4608BD214B21C9B41EA256F7943C26EF031772B72DF4BD","9","214544","0","0","3","3","0","metadata-support-only"
"510","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE510_20260705T074420_ROLLING_DELTA_AFTER_PACKAGE509","D8419DBDE710DC72ECD1853CC0B98DC01EADC27A2C2DB901D72CB6C5E65F5517","12","94710","0","0","8","0","0","metadata-support-only"
"511","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE511_20260705T074535_ROLLING_DELTA_AFTER_PACKAGE510","2AFF76BCBB3CD2A8E3BD939745F9E1E2464E915B049751B805CBFB17170DFD88","8","20608","0","2","3","0","0","body-or-source-bearing"
"512","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE512_20260705T074647_ROLLING_DELTA_AFTER_PACKAGE511","CC8450ADB7794755FEAB0E4461742537FB74299EA6A15A0263B918198605E2B6","7","5251","0","1","4","0","0","body-or-source-bearing"
"627","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE627_20260705T162957_ROLLING_DELTA_AFTER_PACKAGE626","561B4ACB3013783977F754C51A76EBBA40826322257AB45A24E38649CCF5812E","9","46783","0","0","6","0","0","metadata-support-only"
"628","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE628_20260705T163100_ROLLING_DELTA_AFTER_PACKAGE627","189C6CFEF9696D9944A0967B4DA02DE2473994DB886DDF0123EF81DE0C41EE53","7","547642","0","0","3","0","0","metadata-support-only"
"629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE629_20260705T163214_ROLLING_DELTA_AFTER_PACKAGE628","131DB21256FE77E924382422A7E8EA96BF9623DC61AE1EA0A86CA6804BD4485C","21","332013","0","3","9","3","0","body-or-source-bearing"
"630","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE630_20260705T163319_ROLLING_DELTA_AFTER_PACKAGE629","E30EF03E6FC2313966F0DCA3B66B0B5661B4B6B170437CBA8F30D7337B0C3A1B","10","155505","0","0","6","1","0","metadata-support-only"
"631","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE631_20260705T163730_ROLLING_DELTA_AFTER_PACKAGE630","8E3A890C0CDCA2BF71A0F456A6D82CA8C757662CC62828111EE35CD735D090B6","14","500058","0","3","7","1","0","body-or-source-bearing"
"632","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE632_20260705T164734_ROLLING_DELTA_AFTER_PACKAGE631","3BD76F32414120814F1D56C51501C38B687C90FDC957E8E0AEB9A0844DFA1545","12","208897","0","2","4","1","0","body-or-source-bearing"
"633","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE633_20260705T170919_ROLLING_DELTA_AFTER_PACKAGE632","D443EB071BD39EF4A4DE686B9DED74634B7480782A451E61CC7BAA84F814E321","138","3564078","0","29","60","16","0","body-or-source-bearing"
"634","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE634_20260705T171259_ROLLING_DELTA_AFTER_PACKAGE633","DC96F6D3140F57D03F1A1820D730D4956B6E948300A7B34FD5AA34965ABEEA74","114","6521617","0","25","32","10","0","body-or-source-bearing"
"635","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE635_20260705T171504_ROLLING_DELTA_AFTER_PACKAGE634","5A66314455AE85F8E894DDD1C01D12221CCF68709759E7EF54629B5E8CACF524","55","1275685","0","15","35","5","0","body-or-source-bearing"
"636","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE636_20260705T171719_ROLLING_DELTA_AFTER_PACKAGE635","81B581D6AC66AEBA16B5DE5B7EE25497CFBA688F6E5C94F054F81F6219046019","101","2309030","0","30","15","5","0","body-or-source-bearing"
"637","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE637_20260705T180014_ROLLING_DELTA_AFTER_PACKAGE636","C5921C875206F99E9582669BD91721B364F24D81326A7B2BD2291A414E82CDFA","10","606878","0","0","3","0","0","metadata-support-only"
