"queue_id","category","volume","authority_locator","authority_sha256","english_source_locator","claimed_authority_reading","current_english_claim","evidence_locator","evidence_sha256","stable_id","status"
"EGA4-SR-025","SUBSTANTIVE_SOURCE_READING","EGA_IV_4","printed p.237","B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-20.tex:540","French restriction f|U-prime","English uses f|V-prime","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections19_21_source_aligned_successor_r1_20260730/qa/authority_high_detail/IV4_printed237_241_1800dpi/source-236.png","D1DB0EF2EDEE9CBBFC51B5EAB1C084DE4664C305A22DECC4ED8096EF15F9C35F","","PENDING_DIRECT_NUMDAM_RECHECK"
"EGA4-SR-026","SUBSTANTIVE_SOURCE_READING","EGA_IV_4","printed p.240","B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-20.tex:692","Statement introduces V_alpha,V_lambda,V but subsequently uses U_alpha,U_lambda,U","English consistently uses U notation","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections19_21_source_aligned_successor_r1_20260730/qa/authority_high_detail/IV4_printed237_241_1800dpi/source-239.png","76679F29E206D086C9D8DD31558E2014934E9FD9814655C38A26B40659DA8F5B","","PENDING_DIRECT_NUMDAM_RECHECK"
"EGA4-SR-027","SUBSTANTIVE_SOURCE_READING","EGA_IV_4","printed p.313","B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-21.tex:2866","Direct French prints 15.1.1.6, exceptional fibre P^1_k, and complement Y_s-{z}; inherited English had 15.1.6 and collapsed the sentence","Current English restores the full sentence and 15.1.1.6","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections11_21_source_aligned_successor_r1_20260730/qa/cross_reference_adjudication/IV4_printed313_full_1100dpi.png | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections11_21_source_aligned_successor_r1_20260730/qa/cross_reference_adjudication/IV4_printed313_reference_crop.pdf | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections11_21_source_aligned_successor_r1_20260730/qa/cross_reference_adjudication/IV4_printed313_reference_5000dpi.png","3409C9AD106EB972CCAFF302B40E39A96B093EE0F00D6801CACF82873FDA4E6A | 8B234CE89DBF357EBC1EDF28011041BDDAA091BF69710DE0C80D6558AA8CEAE9 | DB86845E88D764715A831D515E867101EAD0C8E2D0893041F867879D60663780","","PENDING_DIRECT_NUMDAM_RECHECK"
"EGA4-SR-028","SUBSTANTIVE_SOURCE_READING","EGA_IV_4","printed p.333","B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-backmatter-bibliography.tex:56-58","Printed G. S. Seshadri","English uses C. S. Seshadri","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections19_21_source_aligned_successor_r1_20260730/qa/authority_high_detail/IV4_printed332_336_1800dpi/source-332.png","0E22693C7B39450DDFF0077129C1EBD39841CACDE25136703EC5B3DFAE882CA9","","PENDING_DIRECT_NUMDAM_RECHECK"
"EGA-STRUCT-001","STRUCTURAL_NO_EDIT","EGA_0_III","EGA III-1 marker sequence around current English page marker","3ED59FE81DA07F1AB685DDC54A93128A364419D4DDAFBC7AFFCD8ABC8B401605","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA_English_Global_0_IV_complete_linked_reader_20260801_r1/source/ega0/ega0-10.tex:89","Recorded sequence 18,10,20; coverage ledger says middle marker is structurally 19","Current English retains marker 10 pending direct replay","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega3_source_translation_ocr_intake_20260728/COVERAGE_AND_DEFECTS.csv","20152B4B9EC1D75B3CEEEA6C5B3A9A9BE1AE8879E05AF99E50E4B79E36DCF4C8","EGA3-COV-CURRENT-MIRROR-EGA0-10","STRUCTURAL_NO_EDIT_REPLAY"
"EGA-STRUCT-002","STRUCTURAL_NO_EDIT","EGA_IV_1","oldpage namespace switch: journal p.230 corresponds to collected leaf 326","DF11AFC6B6318FC491032B1239CD4AF9CBC2A7C73219DCC49BF65E5EE6C13140","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/ega4-1.source_aligned_r1.tex:421-1349","Inherited source switched after journal 225-229 to collected leaves 326-346; NUMDAM record shows journal header 230 / collected leaf 326","Current English uses journal-page markers 230-250; no mathematical-text edit","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections01_10_source_translation_ocr_intake_20260728/SECTION1_OLDPAGE_MARKER_DEFECT.md | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections01_10_source_translation_ocr_intake_20260728/SECTION1_OLDPAGE_MARKER_AUDIT.csv","DCDA3FBF40C6C2B6619426EEE3A5CBC6DA50213C54D933B60C945F43276227E0 | 6FA7899D3FB0740F61BE6BEE07E43696A15D256B8FA9626A8D9661CF8A0BD376","EGA4-S01-OLDPAGE-NAMESPACE-SWITCH-001","STRUCTURAL_NO_EDIT_REPLAY"
"EGA-STRUCT-003","STRUCTURAL_NO_EDIT","EGA_IV_4","printed p.358 / PDF physical 357","B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-21-erratum53-insertion.tex | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-errata-addenda-list3.tex","Official Errata List 3 item 53 appears in the authority errata apparatus","Current English intentionally retains one inline insertion and one appendix copy","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_english_complete_cumulative_source_aligned_successor_r1_20260731/qa_final_active_closure_r7_20260801_r1/authority_IV4_physical357_1100dpi.png | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_english_complete_cumulative_source_aligned_successor_r1_20260731/qa_final_active_closure_r7_20260801_r1/QA_IMAGE_SHA256.csv","EE6F903A20C82713BF229FF50C1F874B6B95AB48F8817ECB8F3BC7BF18963636 | F41EED43812787AB9ECA8718A8EBD529600560E32936087E8CD814AE0561F13C","","STRUCTURAL_NO_EDIT_REPLAY"
"EGA-STRUCT-004","STRUCTURAL_NO_EDIT","EGA_IV_3","printed p.184","F365212B38F20608BA34C21AE3EE40BBAE1B42D9D3DFF01A85356F9CC819C23E","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-12.tex:484-486","Printed equality Tor_(n+1)^B(M,N)=Tor_1^B(R,N), followed separately by citation (M,V,7)","Current English already has the equality and separate citation; no edit adjudicated","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections11_21_source_aligned_successor_r1_20260730/qa/authority_adaptive_dpi/IV3_printed184/IV3_PRINTED184_AUTHORITY_IMAGES_SHA256.csv","852E94B1196D2E673B106F66BB6FC2E6FB242B753DB28D67133D8051C0739EC6","","STRUCTURAL_NO_EDIT_REPLAY"
"EGA-STRUCT-005","STRUCTURAL_NO_EDIT","EGA_IV_3","printed p.185","F365212B38F20608BA34C21AE3EE40BBAE1B42D9D3DFF01A85356F9CC819C23E","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-12.tex:564","Printed transitions include Or, comme... and rho composed with u equals zero","Current English already renders the prose and exact equality; no edit adjudicated","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections11_21_source_aligned_successor_r1_20260730/qa/authority_adaptive_dpi/IV3_printed185/IV3_PRINTED185_AUTHORITY_IMAGES_SHA256.csv","88CA00CA6A0985583B697ED02A79823FB8ECBF615AC224F630A26D352B983FCD","","STRUCTURAL_NO_EDIT_REPLAY"
"EGA-STRUCT-006","STRUCTURAL_NO_EDIT","EGA_IV_3","printed p.224","F365212B38F20608BA34C21AE3EE40BBAE1B42D9D3DFF01A85356F9CC819C23E","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-15.tex:32","Printed et on a z_i=z","Current English already says and we have z_i=z; no edit adjudicated","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections11_21_source_aligned_successor_r1_20260730/qa/authority_adaptive_dpi/IV3_printed224/IV3_PRINTED224_AUTHORITY_IMAGES_SHA256.csv","EA36489F04406843A2AB1D753940E01AA0AE34087787640CC26089364D26A243","","STRUCTURAL_NO_EDIT_REPLAY"
