crosswalk_id,language,production_ledger_path,production_ledger_sha256,production_data_row,source_term,target_term,sense,status,source_evidence,source_excerpt,german_source_evidence,decision_note,production_row_sha256,mapping_status,mapping_method,mapping_precision,wordweb_term_id,wordweb_candidate_term_ids,wordweb_candidate_sense_ids,wordweb_mapped_sense_ids,attestation_effect,promotion_effect,human_or_MII_effect
FR-024,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,24,verschränktes Produkt,produit croisé,Terme standard de la théorie des algèbres; ne pas employer « produit entrelacé ».,source-supported,"Autorité R823, l. 23320--23328; production book_ch05_ch06_fr.tex, §§28--31; mémoire française P41 N41_fr_body.tex:17,39 comme contrôle secondaire.",,,,84CFEC217151EE2DFEAED6AEE4A8AAE8A1B3C169507DAD2ADF4B4B61B3BF2FEC,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-025,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,25,ähnlich (classes de Brauer/algèbres),semblable,Relation de similitude de Brauer/Morita dans ce contexte; ne pas écrire « isomorphe » si R823 dit seulement ähnlich.,source-supported,"Autorité R823, l. 19584; chapitres V--VI directs R823; choix enregistré pour contrôle d'intégration.",,,,DE9462CE398258B940E386785AF3548B77F622B27063C3FFB61630AADDC3359A,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-026,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,26,Primideal,idéal premier,Forme standard.,source-supported,"Autorité R823, l. 23730; note 4 de kapferer_noether_fr.tex:19; corpus natif d'algèbre commutative 1712.04728v2.",,,,5A5146DBB6AAC03A2379D722B121927442698D1D28D43FED0D10DBDF857E8319,mapped,exact_normalized_source_and_target_identity,term_and_single_sense_exact,T07,T07,T07-S1,T07-S1,none_existing_production_evidence_preserved,none,none
FR-027,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,27,Primärideal,idéal primaire,Forme standard; ne pas confondre avec l'idéal premier associé.,source-supported,"Autorité R823, l. 23730 et 23745; production kapferer_noether_fr.tex:19,34.",,,,ACDBB713A5CDDEC5947F58B22B4412B58209A5F2DCBB6275F58FAA243AF2E480,mapped,exact_normalized_source_and_target_identity,term_and_single_sense_exact,T08,T08,T08-S1,T08-S1,none_existing_production_evidence_preserved,none,none
FR-028,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,28,Primärkomponente,composante primaire,Composante d'une décomposition primaire.,source-supported,"Autorité R823, l. 23897; production kapferer_noether_fr.tex:184; mémoire P30 N30_s07_fr_body.tex:45,57 comme contrôle secondaire.",,,,49F6DD6EFA1D7A4ABD06215FF7D74CCFF06CC1B27B345DD93FF5A28DBCA796AB,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-029,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,29,Schnittpunktmultiplizität,multiplicité d'intersection,Sens géométrique local.,source-supported,"Autorité R823, l. 23761, 23783 et 23792; production kapferer_noether_fr.tex:50,71,80,132.",,,,0F36F355238727DC10B6A720C5FEDBC1A725A00DBA55E501AB0931F9C4065CA6,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-030,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,30,Resultantenmultiplizität,multiplicité résultantielle,Multiplicité définie par le résultant; ne pas réduire à « multiplicité du résultant » lorsque le texte en fait un invariant nommé.,source-supported,"Autorité R823, l. 23866 et 23889; production kapferer_noether_fr.tex:153-176.",,,,A9E0229830883C08533456D64D585A870336A75C2476DB1386C7A4C907C48DE5,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-031,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,31,Resultante,résultant,Nom masculin en français.,source-supported,"Autorité R823, l. 23761 et 23783; production kapferer_noether_fr.tex:50,71.",,,,A18FC86CD9D5AF547A2BECB20D7675587A1E566FDC0D8DDDB405929712848C3C,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-032,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,32,vollständiges Restsystem nach q,système complet de restes modulo $q$,Système de représentants des classes résiduelles.,source-supported,"Autorité R823, l. 23866--23876; production kapferer_noether_fr.tex:153,157-176.",,,,BC362B54FA782C3E35D9D369C41000A7D616234571DFF23322ADC1E378329EE5,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-033,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,33,Restklasse / Restklassenring,classe modulo l'idéal indiqué (ou classe résiduelle) / anneau quotient,Il s'agit de $R/I$. Employer « classe de $a$ modulo $I$ » quand le représentant et l'idéal sont nommés; « classe résiduelle » reste possible si le module est déjà fixé. Rejeter « classe de reste » et « anneau des classes de restes ».,source-supported,"Autorité R823, l. 13646 et 15601; production contrôlée dans kapferer_noether_fr.tex:153-176, N24_s02_fr_body.tex:28,64-72 et N25_fr_body.tex:24,41.",,,,4759FC11FA067E1C2614E6F4822A66055ECC73E53583AA25397535C78E78C75B,mapped,unique_exact_normalized_german_core_source,term_exact_sense_disambiguation_open,T53,T53,T53-S1;T53-S2;T53-S3,T53-S1;T53-S2;T53-S3,none_existing_production_evidence_preserved,none,none
FR-034,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,34,Idealquotient,quotient d'idéaux,Colon idéal $\mathfrak a:\mathfrak b$; ne pas confondre avec l'anneau quotient.,source-supported,"Autorité R823, l. 23923--23929; production kapferer_noether_fr.tex:210-216, note 15.",,,,0ACB86C3F4CA9D7D5A052E2CB2BAE083A44EC5581E16B6D61F468DA270AF03DE,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-035,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,35,Länge des Ideals q,longueur de l'idéal $q$,Formulation historique conservée. L'explication immédiate précise le rang de l'anneau quotient / le nombre de classes résiduelles indépendantes.,source-supported,"Autorité R823, l. 23866 et 23889; production kapferer_noether_fr.tex:153-176, note 14.",,,,68A127AD3877FBF7A5F704575E41911A8E47783BD1A673700A41671D1B67C312,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-036,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,36,Modul dans l'article Kapferer,module,"Ici : ensemble de combinaisons polynomiales/notation pré-idéal-théorique. Ne pas moderniser silencieusement chaque occurrence en « idéal », puisque l'auteur annonce qu'il évite cette terminologie.",source-supported,"Autorité R823, l. 23730--23745; théorèmes Ia--Ib, kapferer_noether_fr.tex:19-34.",,,,88514CAC87475D5D7BF1A27B5E380F39C042CA0799F6EABE91F12703E603F8FD,mapped,unique_exact_normalized_target_surface,term_and_single_sense_exact,T05,T05,T05-S1,T05-S1,none_existing_production_evidence_preserved,none,none
FR-037,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,37,ganz rational (polynôme),rationnel entier,"Terminologie historique signifiant polynomial, sans dénominateur; à conserver dans cet article, avec le contexte.",source-supported,"Autorité R823, l. 23775 et 23805; production kapferer_noether_fr.tex:63-93.",,,,9BC9FB168AF2A05C50B03B605A493244A39C78C5E72FEF1A317A315D87E01B7D,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-038,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,38,Hauptsatz,théorème principal,"Dans l'article Kapferer et les chapitres techniques. Distinguer de Fundamentalsatz, « théorème fondamental ».",source-supported,"Autorité R823, l. 23751 et 23807--23828; production kapferer_noether_fr.tex:40-50; titre de l'article, l. 6.",,,,A0FBDA60CFE8913D8DC5BB92DF129505C3C1DE66E2283D8FB480ECF101E4F06F,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-039,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,39,Hauptgeschlechtssatz,théorème du genre principal,Terme de théorie des corps de classes; « genre » et non « espèce ».,source-supported,"Autorité R823, l. 19778--19866 et 23582; production terminal_matter_fr.tex, entrée bibliographique 41; chap. VI, §29.",,,,8A0033A0D6FC2D0138C110214CF6C4DBBCBA2BB4097469B51E20C2FA6D6812F6,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-040,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,40,Maximalordnung,ordre maximal,Terme standard des algèbres et corps de nombres.,source-supported,"Autorité R823, l. 19924, 19930 et 20018--20035; production terminal_matter_fr.tex, entrée 42; chapitres V--VI.",,,,B6A1461E583A37467F75D516B73F5D6AC8737768234945629EEF6A50B86CE37B,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-041,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,41,Idealdifferentiation / Differente,différentiation des idéaux / différente,« Différente » est le nom substantivé standard en théorie algébrique des nombres.,source-supported,"Autorité R823, l. 18600--18608 et 20157--20172; production terminal_matter_fr.tex, entrées 36 et 43.",,,,52DFFFE808E341515F8E1EC53778ED130FD27C3902CC3EA7654F49F31BD92D22,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-042,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,42,Ring,anneau,Terme générique; ne pas employer « domaine » lorsque R823 n'impose pas l'absence de diviseurs de zéro.,source-supported,Corpus natif working/french_canon/validated_tex/2211.16134v2/2211_unpacked/DT-TJM-revision.tex:337-353; production dans tout le livre R823.,,,,2F8704E6265131B9EEF2BEB9B9CE414FF4D9AB56A79EA236D6C2DBDEDC207DF1,mapped,exact_normalized_source_and_target_identity,term_and_single_sense_exact,T01,T01,T01-S1,T01-S1,none_existing_production_evidence_preserved,none,none
FR-043,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,43,Ringbereich,anneau,"Dans P19 et P24, le terme désigne l'anneau ambiant sans imposer l'intégrité; rejeter « domaine annulaire » et « domaine d'anneaux ». Ne pas remplacer mécaniquement tout Bereich: les systèmes et domaines historiques restent décidés par le contexte.",source-supported,"Autorité R823, P19 l. 11220--12313 et P24 l. 13644,13720; production N19_s07_fr_body.tex:36, N19_s10_fr_body.tex:16,88, N19_s11_fr_body.tex:29,31, N19a_fr_body.tex:83 et N24_intro_s01_fr_body.tex:27,114.",,,,CD87E3D9FFBE30D860398C6AAC76BC5DFD4636C3091C1A19B93F9671D41E55AB,mapped,unique_exact_normalized_target_surface,term_and_single_sense_exact,T01,T01,T01-S1,T01-S1,none_existing_production_evidence_preserved,none,none
FR-044,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,44,Linksideal,idéal à gauche,Idéal stable pour la multiplication à gauche; conserver l'orientation.,source-supported,"Corpus natif DT-TJM-revision.tex:353; production book_ch05_ch06_fr.tex:84,1095-1111.",,,,D3A19D62303F7879415E2269AB239A7CAEDF5FD13186FA3247C29A3436B14F38,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-045,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,45,Rechtsideal,idéal à droite,Idéal stable pour la multiplication à droite; ne pas neutraliser en « idéal » lorsque le côté intervient dans la représentation.,source-supported,"Production directe R823 book_ch05_ch06_fr.tex:840; livre, §§1 et 19--20.",,,,600C31E93D9AD3A20D6868F3DF862AAD0CEC6AD508BA31156A497BA559F50314,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-046,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,46,zweiseitiges Ideal,idéal bilatère,"Forme retenue quand R823 oppose explicitement idéal à gauche, à droite et bilatère.",source-supported,Corpus natif DT-TJM-revision.tex:337; production book_ch03_ch04_fr.tex:416.,,,,3BBE8A19C8519A688C38AF2128BC877401B483EB5322F8F59CAC2832DE8F20AD,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-047,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,47,Einheitsring / Einselement,anneau unitaire / élément unité,Distinguer l'anneau muni d'une unité et l'élément unité lui-même.,source-supported,"Production directe R823 book_ch05_ch06_fr.tex:1105; livre, §1.",,,,B8CBC2E9E119E48F2FF93B33C3055199006D3A8E3AD172298C98C53B1A69F904,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-048,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,48,Matrizenring,anneau de matrices,Terme structurel; « algèbre matricielle » seulement lorsque la structure d'algèbre sur un corps est explicitement en jeu.,source-supported,"Production directe R823 book_ch05_ch06_fr.tex:10-18; livre, §§19--22.",,,,218B7468F78D49EA17E3DDEDE92EE4595600CDBC006D3730C7590C3D0B9C58C2,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-049,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,49,einfacher Modul,module simple,Module non nul sans sous-module propre non nul; ne pas confondre avec « indécomposable ».,source-supported,"Corpus natif working/french_canon/validated_tex/0611861v1/0611861_unpacked/f-nab.tex:184; production du livre, §§2--5.",,,,A8CBFFBEEA11E9C681764BFCBBFCD86A15EDB11ADFF781BF9F967D274F04F653,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-050,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,50,Operatorenmodul,module à opérateurs,"Forme historique du texte; dans une glose moderne, module sur l'anneau d'opérateurs.",source-supported,"Production directe R823 book_ch05_ch06_fr.tex:303,1101-1107.",,,,3208A3EB1E1B1948E5D235C2FCEC226260F031F182FE2B6B2AA06BB6FF8C2E37,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-051,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,51,direkte Summe,somme directe,"Décomposition avec projections/facteurs directs, et non simple somme ensembliste.",source-supported,"Corpus natif working/french_canon/validated_tex/0911.2903v2/0911.2903_unpacked/Exp.1014.B.Keller.tex:1197; livre, §§2--5.",,,,18B9B3AAB17C1126BCEF924A99B357368BCC10993C1DC1FA8F2D60443F5C5F99,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-052,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,52,direkter Summand,facteur direct,Sous-objet muni d'un complément direct; « facteur » est conservé dans le registre historique de R823.,source-supported,Corpus natif working/french_canon/validated_tex/1407.3941v1/polext.tex:452; production book_ch05_ch06_fr.tex:1105.,,,,8DB7633EA5784CF673336BDACD281C7AFE6976C3B21F4B05A38C65668DFA2310,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-053,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,53,Untermodul,sous-module,Forme standard française.,source-supported,"Corpus natif working/french_canon/validated_tex/1001.2849v1/1001.2849v1.tex:423; livre, §§2--5.",,,,1DC9E01EE4703AAC1377460B9D7BBA5160AB8A4D402560CC67B089506D378A38,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-054,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,54,Zentrum,centre,Sous-anneau des éléments commutant avec tous les éléments; ne pas employer « noyau ».,source-supported,"Production directe R823 book_ch03_ch04_fr.tex:568,687-695; corpus natif d'algèbre dans 1605.01289v1.",,,,2159294E4A5FE9A4B68EB19A8D863E1F5DB8E5367D17965BC997EF6C5188B0FE,mapped,exact_normalized_source_and_target_identity,term_and_single_sense_exact,T24,T24,T24-S1,T24-S1,none_existing_production_evidence_preserved,none,none
FR-055,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,55,maximaler kommutativer Unterkörper,sous-corps commutatif maximal,Maximal pour l'inclusion dans le corps gauche considéré.,source-supported,Corpus Bourbaki natif working/french_canon/validated_tex/math_0507070v1/jlctbbki27juin.tex:253; production book_ch05_ch06_fr.tex:106-108.,,,,3B268A24FE5EDA6DDFF3992F491F298863456287FB0568493CC79F4C0F52F136,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-056,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,56,innerer Automorphismus,automorphisme intérieur,Automorphisme par conjugaison; distinguer des endomorphismes d'un module.,source-supported,Production directe R823 book_ch03_ch04_fr.tex:258 et book_ch05_ch06_fr.tex:84.,,,,8AF1CDB0FBC1B63955641FE03B7D806C10B5BD8F39097D4E24AE96E89421A007,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-057,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,57,endlicher Rang,rang fini,Dimension/rang fini sur le corps de base selon le contexte historique.,source-supported,Corpus natif working/french_canon/validated_tex/math_0206203v2/smf_doc-math_3_01.tex:1187; production book_ch05_ch06_fr.tex:10-18.,,,,25734B69FE5D684A1CB6A402C2EFABD44D75D801F7C681DA3EDB3F8B15DC3D54,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-058,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,58,perfekter Körper,corps parfait,Forme française standard; l'hypothèse est conservée explicitement.,source-supported,Corpus natif working/french_canon/validated_tex/0910.2557v1/0910.2557v1.tex:50; production book_ch05_ch06_fr.tex:106.,,,,5B4FC89B13BCBEB5F0ED5A3FFBE0C75756AEDF1DF5DCA894A96CCF2441EA4252,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-059,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,59,zyklischer Körper,corps cyclique,Extension cyclique dans le contexte de Galois et des produits croisés.,source-supported,"Production directe R823 book_ch05_ch06_fr.tex:1204,1242-1318.",,,,FF846E4073CDB651EA9F1AC61AB819EF00F76F1265E7E57B7E3B859168DEDA02,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-060,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,60,Norm,norme,"Application norme d'une extension; notation (N), sans calque « normalité ».",source-supported,"Autorité R823, l. 23604--23606 et 23689; production book_ch05_ch06_fr.tex, §§30--31; corpus SGA/SMF math_0206203v2.",,,,4112F54CA589A3F0E907F9D0C2610029F855706EB49AA0E6C662BDED66E07E9E,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
FR-061,fr,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/fr_r823_20260717/evidence/GERMAN_FRENCH_TERMINOLOGY_LEDGER.csv,0A7B1704481609CF5C4A8B3B7B5CC03EC59ADC4E511FF39D4A0D6AF910448B77,61,Idealklasse,classe d'idéaux,Classe pour la relation d'équivalence d'idéaux définie dans le texte.,source-supported,"Production R823 N14_s07_08_fr_body.tex:35; terminal, travaux de théorie des idéaux.",,,,AD7212BCA729773B14281F2D0BBAA6F074F4AC57E740E0526CE18547AB749FE2,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
