edge_id,candidate_id,source_file,source_line,source_column_1based,visible_reference_tex,reference_form,reference_scope,structural_context,target_stable_id,destination_label,pdf_destination,target_kind,target_pdf_page,resolution_basis,link_origin,compiled_status,source_span_sha256,compiled_pdf_anchor
sga2.r6.edge.000551,sga2.r6.candidate.000829,parts/12_expose_XII.tex,371,598,\pageref{pagerectif},preexisting_pageref_command,IX,3.3,sga2.e09.11.structural.11,pagerectif,pagerectif,structural,78,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,489F590A6CDBC4AFBE6B76733BB94E9AF9B70E484687150C1B28567446B14FEC,section*.647
sga2.r6.edge.000552,sga2.r6.candidate.000830,parts/12_expose_XII.tex,371,974,\Ref{XII.1.5},preexisting_Ref_command,XII,3.3,sga2.e12.1-4.proposition.1-5,XII.1.5,XII.1.5,proposition,101,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,A98D0857F5CB5DC19EC1D67CD646862A1820F7FC868F479B08774A82E5600CCA,subsection.813
sga2.r6.edge.000553,sga2.r6.candidate.000832,parts/12_expose_XII.tex,371,1218,\Ref{XII.3.3},preexisting_Ref_command,XII,3.3,sga2.e12.3-3.structural.3-3,XII.3.3,XII.3.3,structural,107,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,8C50038E805AA44DC995A51FE86BB1677F737B68A02845C4CBCED3C74BB6F688,subsection.873
sga2.r6.edge.000554,sga2.r6.candidate.000833,parts/12_expose_XII.tex,373,85,\Ref{XII.3.2},preexisting_Ref_command,XII,3.3,sga2.e12.3-2.structural.3-2,XII.3.2,XII.3.2,structural,106,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,B00297B9CA11D876DA40F9E5051731FCD09235885FE9AABDA41169C1CBC09864,subsection.864
sga2.r6.edge.000555,sga2.r6.candidate.000834,parts/12_expose_XII.tex,373,656,\Ref{XII.3.2},preexisting_Ref_command,XII,3.3,sga2.e12.3-2.structural.3-2,XII.3.2,XII.3.2,structural,106,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,B00297B9CA11D876DA40F9E5051731FCD09235885FE9AABDA41169C1CBC09864,subsection.864
sga2.r6.edge.000556,sga2.r6.candidate.000835,parts/12_expose_XII.tex,373,690,\Ref{XII.3.1},preexisting_Ref_command,XII,3.3,sga2.e12.3.theorem.3-1,XII.3.1,XII.3.1,theorem,105,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,7AABCED9DF7F6F3D91F90D531395569317273AAE3AD7A08006FED94AB90CF8F5,subsection*.859
sga2.r6.edge.000557,sga2.r6.candidate.000836,parts/12_expose_XII.tex,376,727,\Ref{X},preexisting_Ref_command,X,3.4,sga2.e10.front.structural.x,X,X,structural,81,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,D8A3069393B7883C556B44D4302D69EE3A98425B12899FBDD9E17E64DB0C05D1,chapter*.658
sga2.r6.edge.000558,sga2.r6.candidate.000837,parts/12_expose_XII.tex,376,735,\Ref{X.2},preexisting_Ref_command,X,3.4,sga2.e10.2.section.2,X.2,X.2,section,82,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,7E221CC7EBC38F1EF7D10AF337D0876C6121EEA47C3A891C236EC5A9746DD129,section*.664
sga2.r6.edge.000559,sga2.r6.candidate.000838,parts/12_expose_XII.tex,376,759,\Ref{X.2},preexisting_Ref_command,X,3.4,sga2.e10.2.section.2,X.2,X.2,section,82,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,7E221CC7EBC38F1EF7D10AF337D0876C6121EEA47C3A891C236EC5A9746DD129,section*.664
sga2.r6.edge.000560,sga2.r6.candidate.000839,parts/12_expose_XII.tex,376,787,\Ref{X},preexisting_Ref_command,X,3.4,sga2.e10.front.structural.x,X,X,structural,81,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,D8A3069393B7883C556B44D4302D69EE3A98425B12899FBDD9E17E64DB0C05D1,chapter*.658
sga2.r6.edge.000561,sga2.r6.candidate.000840,parts/12_expose_XII.tex,389,38,\Ref{XII.2.4},preexisting_Ref_command,XII,3.4,sga2.e12.2-3.corollary.2-4,XII.2.4,XII.2.4,corollary,104,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,3ED7F2C275BD65D722BE6B1B317496BC766A4017DA0B53DADFFA93A8352139F4,subsection*.847
sga2.r6.edge.000562,sga2.r6.candidate.000841,parts/12_expose_XII.tex,389,94,\Ref{XII.3.1},preexisting_Ref_command,XII,3.4,sga2.e12.3.theorem.3-1,XII.3.1,XII.3.1,theorem,105,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,7AABCED9DF7F6F3D91F90D531395569317273AAE3AD7A08006FED94AB90CF8F5,subsection*.859
sga2.r6.edge.000563,sga2.r6.candidate.000842,parts/12_expose_XII.tex,389,518,\Ref{XII.2.5},preexisting_Ref_command,XII,3.4,sga2.e12.2-5.structural.2-5,XII.2.5,XII.2.5,structural,105,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,CF526CC82C4AE1599A4C97EEC0AB96D35DB6FAA6FD4208613305ED8290199BDD,subsection.853
sga2.r6.edge.000564,sga2.r6.candidate.000843,parts/12_expose_XII.tex,391,25,\Ref{XII.2.4},preexisting_Ref_command,XII,3.4,sga2.e12.2-3.corollary.2-4,XII.2.4,XII.2.4,corollary,104,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,3ED7F2C275BD65D722BE6B1B317496BC766A4017DA0B53DADFFA93A8352139F4,subsection*.847
sga2.r6.edge.000565,sga2.r6.candidate.000844,parts/12_expose_XII.tex,391,43,\Ref{XII.3.4},preexisting_Ref_command,XII,3.4,sga2.e12.3-4.structural.3-4,XII.3.4,XII.3.4,structural,107,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,B6F702C742D279F590795AE14CDE9263FD5874DB31436BE6ADC306A6C26C40CD,subsection.876
sga2.r6.edge.000566,sga2.r6.candidate.000845,parts/12_expose_XII.tex,391,204,\Ref{X},preexisting_Ref_command,X,3.4,sga2.e10.front.structural.x,X,X,structural,81,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,D8A3069393B7883C556B44D4302D69EE3A98425B12899FBDD9E17E64DB0C05D1,chapter*.658
sga2.r6.edge.000567,sga2.r6.candidate.000846,parts/12_expose_XII.tex,391,216,\Ref{XI},preexisting_Ref_command,XI,3.4,sga2.e11.front.structural.xi,XI,XI,structural,91,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,8E7220F7A11880F2D7816E02786A02060B88E24563E8FDF7CD5B90A4ACE575CF,chapter*.708
sga2.r6.edge.000568,sga2.r6.candidate.000847,parts/12_expose_XII.tex,393,865,\Ref{X.3.2},preexisting_Ref_command,X,3.5,sga2.e10.3.definition.3-2,X.3.2,X.3.2,definition,87,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,6C5BCC02B021C498C8CBA35FE471C23E49CB6A91AF0119A0EC5C28926CE9E949,section*.688
sga2.r6.edge.000569,sga2.r6.candidate.000848,parts/12_expose_XII.tex,396,7,\Ref{X.2.4},preexisting_Ref_command,X,3.5,sga2.e10.2.corollary.2-4,X.2.4,X.2.4,corollary,85,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,DD7A51E88E9EEB7A11FD7FD3507EA3E7EC5DBA9F84F2B1B5AEB0840457B76008,section*.680
sga2.r6.edge.000570,sga2.r6.candidate.000849,parts/12_expose_XII.tex,396,23,\Ref{XII.3.4},preexisting_Ref_command,XII,3.5,sga2.e12.3-4.structural.3-4,XII.3.4,XII.3.4,structural,107,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,B6F702C742D279F590795AE14CDE9263FD5874DB31436BE6ADC306A6C26C40CD,subsection.876
sga2.r6.edge.000571,sga2.r6.candidate.000850,parts/12_expose_XII.tex,399,150,\Ref{XII.3.5},preexisting_Ref_command,XII,3.5,sga2.e12.3-5.structural.3-5,XII.3.5,XII.3.5,structural,108,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,FFA9275EF6AB6EB0EF365218DA3DE615223EF479AB01D12FD60253E767F3B3C0,subsection.881
sga2.r6.edge.000572,sga2.r6.candidate.000852,parts/12_expose_XII.tex,399,449,\Ref{XII.3.5},preexisting_Ref_command,XII,3.5,sga2.e12.3-5.structural.3-5,XII.3.5,XII.3.5,structural,108,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,FFA9275EF6AB6EB0EF365218DA3DE615223EF479AB01D12FD60253E767F3B3C0,subsection.881
sga2.r6.edge.000573,sga2.r6.candidate.000853,parts/12_expose_XII.tex,399,483,\Ref{XII.3.5},preexisting_Ref_command,XII,3.5,sga2.e12.3-5.structural.3-5,XII.3.5,XII.3.5,structural,108,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,FFA9275EF6AB6EB0EF365218DA3DE615223EF479AB01D12FD60253E767F3B3C0,subsection.881
sga2.r6.edge.000574,sga2.r6.candidate.000854,parts/12_expose_XII.tex,399,618,\Ref{XII.3.1},preexisting_Ref_command,XII,3.5,sga2.e12.3.theorem.3-1,XII.3.1,XII.3.1,theorem,105,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,7AABCED9DF7F6F3D91F90D531395569317273AAE3AD7A08006FED94AB90CF8F5,subsection*.859
sga2.r6.edge.000575,sga2.r6.candidate.000855,parts/12_expose_XII.tex,402,79,\Ref{XII.3.5},preexisting_Ref_command,XII,3.6,sga2.e12.3-5.structural.3-5,XII.3.5,XII.3.5,structural,108,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,FFA9275EF6AB6EB0EF365218DA3DE615223EF479AB01D12FD60253E767F3B3C0,subsection.881
sga2.r6.edge.000576,sga2.r6.candidate.000856,parts/12_expose_XII.tex,406,64,\Ref{XII.1.4},preexisting_Ref_command,XII,3.6,sga2.e12.1-4.structural.1-4,XII.1.4,XII.1.4,structural,101,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,A3FBA7B90C69E81A404D46538C9C6959101B0F91EFCF21521A89FDCC2FB8CBDB,subsection.809
sga2.r6.edge.000577,sga2.r6.candidate.000857,parts/12_expose_XII.tex,406,580,\Ref{XI.3.1},preexisting_Ref_command,XI,3.6,sga2.e11.3.definition.3-1,XI.3.1,XI.3.1,definition,92,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,1DE49C99A953CDCE3680872316F22168359A71DEBF1703A0B25FD62516D2DBE5,subsection*.725
sga2.r6.edge.000578,sga2.r6.candidate.000858,parts/12_expose_XII.tex,408,7,\Ref{XI},preexisting_Ref_command,XI,3.6,sga2.e11.front.structural.xi,XI,XI,structural,91,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,8E7220F7A11880F2D7816E02786A02060B88E24563E8FDF7CD5B90A4ACE575CF,chapter*.708
sga2.r6.edge.000579,sga2.r6.candidate.000859,parts/12_expose_XII.tex,408,16,\Ref{XI.3.12},preexisting_Ref_command,XI,3.6,sga2.e11.3-11.proposition.3-12,XI.3.12,XI.3.12,proposition,95,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,5F9BA2AA0D1AED0FCA79CCCE940BD4C61802C44B45881440D3DB77CBA79905E1,subsection.759
sga2.r6.edge.000580,sga2.r6.candidate.000860,parts/12_expose_XII.tex,408,34,\Ref{XI.3.13},preexisting_Ref_command,XI,3.6,sga2.e11.3-11.theorem.3-13,XI.3.13,XI.3.13,theorem,96,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,AFD9874CBBEB80450503E1B90B1E004EA99A26708C237CA44F57F94DA678072E,subsection.761
sga2.r6.edge.000581,sga2.r6.candidate.000861,parts/12_expose_XII.tex,412,89,\Ref{XII.3.6},preexisting_Ref_command,XII,3.7,sga2.e12.3-6.structural.3-6,XII.3.6,XII.3.6,structural,108,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,0FBE28BE149B3784C1B25BC6495547935B7750D6152333F8BB67C4507A90ACFD,subsection.883
sga2.r6.edge.000582,sga2.r6.candidate.000862,parts/12_expose_XII.tex,415,68,\Ref{XII.3.7},preexisting_Ref_command,XII,3.8,sga2.e12.3-7.structural.3-7,XII.3.7,XII.3.7,structural,109,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,A1FBE68BADD901B00F94F6FC9F98CAB8AE2DCFB38F9838A909AA5FD012AC2573,subsection.884
sga2.r6.edge.000583,sga2.r6.candidate.000863,parts/12_expose_XII.tex,415,114,\Ref{XII.3.7},preexisting_Ref_command,XII,3.8,sga2.e12.3-7.structural.3-7,XII.3.7,XII.3.7,structural,109,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,A1FBE68BADD901B00F94F6FC9F98CAB8AE2DCFB38F9838A909AA5FD012AC2573,subsection.884
sga2.r6.edge.000584,sga2.r6.candidate.000864,parts/12_expose_XII.tex,415,280,\Ref{XI},preexisting_Ref_command,XI,3.8,sga2.e11.front.structural.xi,XI,XI,structural,91,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,8E7220F7A11880F2D7816E02786A02060B88E24563E8FDF7CD5B90A4ACE575CF,chapter*.708
sga2.r6.edge.000585,sga2.r6.candidate.000865,parts/12_expose_XII.tex,415,289,\Ref{XI.3.13},preexisting_Ref_command,XI,3.8,sga2.e11.3-11.theorem.3-13,XI.3.13,XI.3.13,theorem,96,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,AFD9874CBBEB80450503E1B90B1E004EA99A26708C237CA44F57F94DA678072E,subsection.761
sga2.r6.edge.000586,sga2.r6.candidate.000866,parts/12_expose_XII.tex,415,354,\Ref{XII.3.7},preexisting_Ref_command,XII,3.8,sga2.e12.3-7.structural.3-7,XII.3.7,XII.3.7,structural,109,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,A1FBE68BADD901B00F94F6FC9F98CAB8AE2DCFB38F9838A909AA5FD012AC2573,subsection.884
sga2.r6.edge.000587,sga2.r6.candidate.000867,parts/12_expose_XII.tex,417,16,\Ref{XII.3.5},preexisting_Ref_command,XII,3.8,sga2.e12.3-5.structural.3-5,XII.3.5,XII.3.5,structural,108,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,FFA9275EF6AB6EB0EF365218DA3DE615223EF479AB01D12FD60253E767F3B3C0,subsection.881
sga2.r6.edge.000588,sga2.r6.candidate.000868,parts/12_expose_XII.tex,417,34,\Ref{XII.3.7},preexisting_Ref_command,XII,3.8,sga2.e12.3-7.structural.3-7,XII.3.7,XII.3.7,structural,109,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,A1FBE68BADD901B00F94F6FC9F98CAB8AE2DCFB38F9838A909AA5FD012AC2573,subsection.884
sga2.r6.edge.000589,sga2.r6.candidate.000869,parts/12_expose_XII.tex,417,108,\Ref{XII.2.4},preexisting_Ref_command,XII,3.8,sga2.e12.2-3.corollary.2-4,XII.2.4,XII.2.4,corollary,104,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,3ED7F2C275BD65D722BE6B1B317496BC766A4017DA0B53DADFFA93A8352139F4,subsection*.847
sga2.r6.edge.000590,sga2.r6.candidate.000870,parts/12_expose_XII.tex,417,126,\Ref{XII.3.4},preexisting_Ref_command,XII,3.8,sga2.e12.3-4.structural.3-4,XII.3.4,XII.3.4,structural,107,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,B6F702C742D279F590795AE14CDE9263FD5874DB31436BE6ADC306A6C26C40CD,subsection.876
sga2.r6.edge.000591,sga2.r6.candidate.000871,parts/12_expose_XII.tex,417,200,\Ref{XII.3.5},preexisting_Ref_command,XII,3.8,sga2.e12.3-5.structural.3-5,XII.3.5,XII.3.5,structural,108,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,FFA9275EF6AB6EB0EF365218DA3DE615223EF479AB01D12FD60253E767F3B3C0,subsection.881
sga2.r6.edge.000592,sga2.r6.candidate.000872,parts/12_expose_XII.tex,417,218,\Ref{XII.3.6},preexisting_Ref_command,XII,3.8,sga2.e12.3-6.structural.3-6,XII.3.6,XII.3.6,structural,108,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,0FBE28BE149B3784C1B25BC6495547935B7750D6152333F8BB67C4507A90ACFD,subsection.883
sga2.r6.edge.000593,sga2.r6.candidate.000873,parts/12_expose_XII.tex,474,27,\Ref{eq:XII.19},preexisting_Ref_command,XII,4,sga2.e12.4.equation.19,eq:XII.19,eq:XII.19,equation,110,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,8C407B70320085E4EFE4E94668CB078837047198FD073FDEEA37E5E6C0952A81,equation*.895
sga2.r6.edge.000594,sga2.r6.candidate.000874,parts/12_expose_XII.tex,474,49,\Ref{eq:XII.20},preexisting_Ref_command,XII,4,sga2.e12.4.equation.20,eq:XII.20,eq:XII.20,equation,110,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,8703E498CFA3101BDA4C04932A321699AC558A958478DEC8CFFA3B76E752128E,equation*.898
sga2.r6.edge.000595,sga2.r6.candidate.000875,parts/12_expose_XII.tex,474,79,assertion 1,named_locator,XII,4,sga2.e12.4.theorem.4-1,XII.4.1,XII.4.1,theorem,109,audited_assertion_1_of_theorem_4_1,new,compiled_new_r6,C13B4093AD052D97596C511F11079E69011092D8E90393B852B9B90BAEA0CF16,subsection.888
sga2.r6.edge.000596,sga2.r6.candidate.000876,parts/12_expose_XII.tex,474,411,\Ref{VIII},preexisting_Ref_command,VIII,4,sga2.e08.front.structural.viii,VIII,VIII,structural,60,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,23655C162D7064EE6FF2D8D23E7F99CD5CBF69EE72EC09DE96B3BC751F79377E,chapter*.487
sga2.r6.edge.000597,sga2.r6.candidate.000877,parts/12_expose_XII.tex,474,423,\Ref{VIII.2.3},preexisting_Ref_command,VIII,4,sga2.e08.2-2.corollary.2-3,VIII.2.3,VIII.2.3,corollary,64,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,EFC6476D0C9634604FD97C1628431DD9E32122DF31B8933925BAC23925CC1B1B,sourcecorollary*.512
sga2.r6.edge.000598,sga2.r6.candidate.000878,parts/12_expose_XII.tex,481,314,\Ref{eq:XII.21},preexisting_Ref_command,XII,4,sga2.e12.4.equation.21,eq:XII.21,eq:XII.21,equation,110,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,B8C4EDE44B5B80135B93D619DFCE41C71A33FE9F1893B0BBADBB2AAA74D96F25,equation*.901
sga2.r6.edge.000599,sga2.r6.candidate.000879,parts/12_expose_XII.tex,481,363,\Ref{eq:XII.21},preexisting_Ref_command,XII,4,sga2.e12.4.equation.21,eq:XII.21,eq:XII.21,equation,110,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,B8C4EDE44B5B80135B93D619DFCE41C71A33FE9F1893B0BBADBB2AAA74D96F25,equation*.901
sga2.r6.edge.000600,sga2.r6.candidate.000880,parts/12_expose_XII.tex,486,111,\Ref{eq:XII.20},preexisting_Ref_command,XII,4,sga2.e12.4.equation.20,eq:XII.20,eq:XII.20,equation,110,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,8703E498CFA3101BDA4C04932A321699AC558A958478DEC8CFFA3B76E752128E,equation*.898
sga2.r6.edge.000601,sga2.r6.candidate.000881,parts/12_expose_XII.tex,486,196,\Ref{VIII.2.3},preexisting_Ref_command,VIII,4,sga2.e08.2-2.corollary.2-3,VIII.2.3,VIII.2.3,corollary,64,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,EFC6476D0C9634604FD97C1628431DD9E32122DF31B8933925BAC23925CC1B1B,sourcecorollary*.512
sga2.r6.edge.000602,sga2.r6.candidate.000882,parts/12_expose_XII.tex,486,224,\Ref{VIII},preexisting_Ref_command,VIII,4,sga2.e08.front.structural.viii,VIII,VIII,structural,60,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,23655C162D7064EE6FF2D8D23E7F99CD5CBF69EE72EC09DE96B3BC751F79377E,chapter*.487
sga2.r6.edge.000603,sga2.r6.candidate.000883,parts/12_expose_XII.tex,490,93,\Ref{III},preexisting_Ref_command,III,4,sga2.e03.front.structural.iii,III,III,structural,19,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,F2914293D7559C2577E7B57CAC73C2D343BDB81ACAAA23B19A9CEB92199F0FB6,chapter*.177
sga2.r6.edge.000604,sga2.r6.candidate.000884,parts/12_expose_XII.tex,506,13,\Ref{XII.4.2},preexisting_Ref_command,XII,4.2,sga2.e12.4-2.structural.4-2,XII.4.2,XII.4.2,structural,111,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,8A3F8AB55062B59442CFDDC9769B0E2103B7C3DBB7597F067143479B60834D60,subsection.906
sga2.r6.edge.000605,sga2.r6.candidate.000885,parts/12_expose_XII.tex,506,45,\Ref{XII.4.1},preexisting_Ref_command,XII,4.2,sga2.e12.4.theorem.4-1,XII.4.1,XII.4.1,theorem,109,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,2ADCD0B7227FC7208C28A5B5B66C5F347A6C55194920C922A8D170BBFB922AFB,subsection.888
sga2.r6.edge.000606,sga2.r6.candidate.000886,parts/12_expose_XII.tex,508,14,\Ref{XII.4.1},preexisting_Ref_command,XII,4.2,sga2.e12.4.theorem.4-1,XII.4.1,XII.4.1,theorem,109,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,2ADCD0B7227FC7208C28A5B5B66C5F347A6C55194920C922A8D170BBFB922AFB,subsection.888
sga2.r6.edge.000607,sga2.r6.candidate.000887,parts/12_expose_XII.tex,523,79,\Ref{VIII},preexisting_Ref_command,VIII,4.2,sga2.e08.front.structural.viii,VIII,VIII,structural,60,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,23655C162D7064EE6FF2D8D23E7F99CD5CBF69EE72EC09DE96B3BC751F79377E,chapter*.487
sga2.r6.edge.000608,sga2.r6.candidate.000888,parts/12_expose_XII.tex,523,90,\Ref{VIII.2.3},preexisting_Ref_command,VIII,4.2,sga2.e08.2-2.corollary.2-3,VIII.2.3,VIII.2.3,corollary,64,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,EFC6476D0C9634604FD97C1628431DD9E32122DF31B8933925BAC23925CC1B1B,sourcecorollary*.512
sga2.r6.edge.000609,sga2.r6.candidate.000889,parts/12_expose_XII.tex,531,63,\Ref{XII.4.2},preexisting_Ref_command,XII,4.2,sga2.e12.4-2.structural.4-2,XII.4.2,XII.4.2,structural,111,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,8A3F8AB55062B59442CFDDC9769B0E2103B7C3DBB7597F067143479B60834D60,subsection.906
sga2.r6.edge.000610,sga2.r6.candidate.000890,parts/12_expose_XII.tex,531,106,\Ref{XII.4.1},preexisting_Ref_command,XII,4.2,sga2.e12.4.theorem.4-1,XII.4.1,XII.4.1,theorem,109,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,2ADCD0B7227FC7208C28A5B5B66C5F347A6C55194920C922A8D170BBFB922AFB,subsection.888
sga2.r6.edge.000611,sga2.r6.candidate.000891,parts/12_expose_XII.tex,539,9,\Ref{XII.4.1},preexisting_Ref_command,XII,4.3,sga2.e12.4.theorem.4-1,XII.4.1,XII.4.1,theorem,109,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,2ADCD0B7227FC7208C28A5B5B66C5F347A6C55194920C922A8D170BBFB922AFB,subsection.888
sga2.r6.edge.000612,sga2.r6.candidate.000892,parts/12_expose_XII.tex,539,67,\Ref{IX},preexisting_Ref_command,IX,4.3,sga2.e09.front.structural.ix,IX,IX,structural,72,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,273980BAF2C150E6543E22733C57CE33A59682369A27B4BC720D859858E802DA,chapter*.543
sga2.r6.edge.000613,sga2.r6.candidate.000893,parts/12_expose_XII.tex,542,50,\Ref{XII.4.1},preexisting_Ref_command,XII,4.4,sga2.e12.4.theorem.4-1,XII.4.1,XII.4.1,theorem,109,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,2ADCD0B7227FC7208C28A5B5B66C5F347A6C55194920C922A8D170BBFB922AFB,subsection.888
sga2.r6.edge.000614,sga2.r6.candidate.000894,parts/12_expose_XII.tex,546,253,\Ref{X},preexisting_Ref_command,X,4.4,sga2.e10.front.structural.x,X,X,structural,81,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,D8A3069393B7883C556B44D4302D69EE3A98425B12899FBDD9E17E64DB0C05D1,chapter*.658
sga2.r6.edge.000615,sga2.r6.candidate.000895,parts/12_expose_XII.tex,549,45,\Ref{X},preexisting_Ref_command,X,4.4,sga2.e10.front.structural.x,X,X,structural,81,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,D8A3069393B7883C556B44D4302D69EE3A98425B12899FBDD9E17E64DB0C05D1,chapter*.658
sga2.r6.edge.000616,sga2.r6.candidate.000896,parts/12_expose_XII.tex,549,53,\Ref{X.2.1},preexisting_Ref_command,X,4.4,sga2.e10.2.example.2-1,X.2.1,X.2.1,example,82,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,EC9FA481C3A1660AA28EFD336715602C62236C463C9AD11F9EBDD203CB28FB1C,section*.666
sga2.r6.edge.000617,sga2.r6.candidate.000897,parts/12_expose_XII.tex,552,17,\Ref{XII.4.4},preexisting_Ref_command,XII,4.4,sga2.e12.4-4.structural.4-4,XII.4.4,XII.4.4,structural,111,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,BBBCC38BF3765FA3AF1F6D3A4CBBB81CDD3AFB0D2C1662869B2B75F0F3B7E8A0,subsection.916
sga2.r6.edge.000618,sga2.r6.candidate.000898,parts/12_expose_XII.tex,568,22,\Ref{XII.4.3},preexisting_Ref_command,XII,4.5,sga2.e12.4-3.structural.4-3,XII.4.3,XII.4.3,structural,111,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,5665F8F0BA41B4C7004DC71E5485E463DFE134E0BD2FEA467D274ACFD5405266,subsection.915
sga2.r6.edge.000619,sga2.r6.candidate.000899,parts/12_expose_XII.tex,570,28,\Ref{X},preexisting_Ref_command,X,4.5,sga2.e10.front.structural.x,X,X,structural,81,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,D8A3069393B7883C556B44D4302D69EE3A98425B12899FBDD9E17E64DB0C05D1,chapter*.658
sga2.r6.edge.000620,sga2.r6.candidate.000900,parts/12_expose_XII.tex,570,40,\Ref{XI},preexisting_Ref_command,XI,4.5,sga2.e11.front.structural.xi,XI,XI,structural,91,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,8E7220F7A11880F2D7816E02786A02060B88E24563E8FDF7CD5B90A4ACE575CF,chapter*.708
sga2.r6.edge.000621,sga2.r6.candidate.000901,parts/12_expose_XII.tex,570,65,\Ref{XII.4.5},preexisting_Ref_command,XII,4.5,sga2.e12.4-5.structural.4-5,XII.4.5,XII.4.5,structural,112,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,79410EF1E25589F96380A059FBADB413E8C9C5103C7F3727EC423F7C32FE90D7,subsection.919
sga2.r6.edge.000622,sga2.r6.candidate.000902,parts/12_expose_XII.tex,573,25,\Ref{XII.4.5},preexisting_Ref_command,XII,4.6,sga2.e12.4-5.structural.4-5,XII.4.5,XII.4.5,structural,112,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,79410EF1E25589F96380A059FBADB413E8C9C5103C7F3727EC423F7C32FE90D7,subsection.919
sga2.r6.edge.000623,sga2.r6.candidate.000903,parts/12_expose_XII.tex,576,30,\Ref{III},preexisting_Ref_command,III,4.6,sga2.e03.front.structural.iii,III,III,structural,19,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,F2914293D7559C2577E7B57CAC73C2D343BDB81ACAAA23B19A9CEB92199F0FB6,chapter*.177
