residual_id,source_file,source_line,source_column_1based,visible_locator_tex,normalized_locator,final_class,candidate_id,resolved_target_id,destination_label,manual_audit_status,reason,context
sga2.r6.residual.000846,parts/11_expose_XI.tex,235,88,IV~5.8.6,5.8.6,external_work_citation,sga2.r6.candidate.000703,,,audited_positive_disposition_codex_2026-07-23,named_external_work_or_author_context,"ection}\label{XI.3.11}\n\begin{enonce*}{Serre's normality criterion 3.11\sfootnotemark}\sfootnotetext{\Cf \EGA IV~5.8.6.} Let $A$ be a noetherian local ring. For $A$ to be normal, it is necessary and sufficient that\n\begin{enumer"
sga2.r6.residual.000847,parts/11_expose_XI.tex,274,462,(1988),1988,external_work_citation,sga2.r6.candidate.000709,,,audited_positive_disposition_codex_2026-07-23,bibliographic_year,"er's theorem on projective modules over a localized local ring\fg} \emph{Proc. Amer. Math. Soc.} \textbf{103} (1988), \numero 4, p\ptbl 1025--1030). The rank-$1$ case is a special case of Theorem~\Ref{XI.3.13}. For purity resu"
sga2.r6.residual.000848,parts/11_expose_XI.tex,274,773,(2002),2002,external_work_citation,sga2.r6.candidate.000711,,,audited_positive_disposition_codex_2026-07-23,bibliographic_year," setting, see (Gabber~O., {\og On purity theorems for vector bundles\fg}, \emph{Internat. Math. Res. Notices} (2002), \numero 15, p\ptbl 783--788).} A regular noetherian local ring is factorial (and hence parafactorial if its "
sga2.r6.residual.000849,parts/11_expose_XI.tex,291,119,IV~21.11.1,21.11.1,external_work_citation,sga2.r6.candidate.000715,,,audited_positive_disposition_codex_2026-07-23,named_external_work_or_author_context,"rove~\Ref{XI.3.13}~(i) (following \sisi{KAPLANSKY}{Kaplansky})\sfootnote{This is the proof reproduced in \EGA IV~21.11.1.}.\n\nLet $A$ be a regular noetherian local ring, and set $\dim A=n$. If $n=0$ or $1$, the result is known. Sup"
sga2.r6.residual.000850,parts/11_expose_XI.tex,34,23,\eqref{eq:XI.1.1},1.1,linked_internal_edge,sga2.r6.candidate.000685,sga2.e11.1.equation.1-1,eq:XI.1.1,not_required_internal_or_structural,preexisting_latex_reference_command,"g, the quotient of $\mathcal O_{X_{n+1},y}$ by a nilpotent ideal; the rest is\nequally trivial. From~\eqref{eq:XI.1.1} we deduce an exact cohomology sequence:\n\begin{equation*}\tag{$*$}\label{eq:XI.1.*}\n\mathrm H^1(Y,P"
sga2.r6.residual.000851,parts/11_expose_XI.tex,99,72,\ref{eq:XI.2.3},2.3,linked_internal_edge,sga2.r6.candidate.000686,sga2.e11.2.equation.2-3,eq:XI.2.3,not_required_internal_or_structural,preexisting_latex_reference_command,"o\Pic(\hat X)\n\end{equation}\nis\pageoriginale therefore injective. If $\Leff(X, Y)$ holds, the map~(\ref{eq:XI.2.3}) is an isomorphism:\n\begin{equation} \label{eq:XI.2.3}\n\varinjlim_U\Pic(U)\to\Pic(\hat X){\quoi}.\n\"
sga2.r6.residual.000852,parts/11_expose_XI.tex,120,151,\Ref{XI.3.3},3.3,linked_internal_edge,sga2.r6.candidate.000688,sga2.e11.3.proposition.3-3,XI.3.3,not_required_internal_or_structural,preexisting_latex_reference_command,"rk}\sfootnotetext{For a more detailed study of the notion of parafactoriality, and for the proof of~\Ref{XI.3.3}, \cf \EGA IV 21.13, 21.14.}\nLet $X$ be a prescheme and let $Z$ be a closed subset of~$X$. Put $U=X-"
sga2.r6.residual.000853,parts/11_expose_XI.tex,136,76,\Ref{X.3.5},3.5,linked_internal_edge,sga2.r6.candidate.000691,sga2.e10.3.lemma.3-5,X.3.5,not_required_internal_or_structural,preexisting_latex_reference_command,"rial.\n\end{proposition}\n\nNote that \og parafactorial\fg includes \og fully faithful\fg. As in Lemma~\Ref{X.3.5} of Expos\'e~\Ref{X}, one proves the following:\n\n\begin{lemme} \label{XI.3.4}\nIf $X$ is a locally no"
sga2.r6.residual.000854,parts/11_expose_XI.tex,136,100,\Ref{X},,linked_internal_edge,sga2.r6.candidate.000692,sga2.e10.front.structural.x,X,not_required_internal_or_structural,preexisting_latex_reference_command,"\nNote that \og parafactorial\fg includes \og fully faithful\fg. As in Lemma~\Ref{X.3.5} of Expos\'e~\Ref{X}, one proves the following:\n\n\begin{lemme} \label{XI.3.4}\nIf $X$ is a locally noetherian prescheme a"
sga2.r6.residual.000855,parts/11_expose_XI.tex,150,56,\Ref{XI.3.4},3.4,linked_internal_edge,sga2.r6.candidate.000693,sga2.e11.3-4.structural.3-4,XI.3.4,not_required_internal_or_structural,preexisting_latex_reference_command,"X, z})\geq 2$.\n\end{enumeratei}\n\end{lemme}\n\nThus \og parafactorial\fg means that the conditions of~\Ref{XI.3.4} are satisfied and that, for every open subset $V$ of $X$, the homomorphism $\Pic(V)\to\Pic(V\cap U)"
sga2.r6.residual.000856,parts/11_expose_XI.tex,161,312,\Ref{XI.3.5},3.5,linked_internal_edge,sga2.r6.candidate.000694,sga2.e11.3-4.proposition.3-5,XI.3.5,not_required_internal_or_structural,preexisting_latex_reference_command," by $f$, since $f$ is flat. It is therefore equivalent to assume the equivalent conditions of Lemma~\Ref{XI.3.5} for $(X, Z)$ or for $(X_1, Z_1)$, since $f$ is a morphism of descent for the category of quasi-cohe"
sga2.r6.residual.000857,parts/11_expose_XI.tex,244,14,\Ref{XI.3.10},3.10,linked_internal_edge,sga2.r6.candidate.000704,sga2.e11.3-10.structural.3-10,XI.3.10,not_required_internal_or_structural,preexisting_latex_reference_command,"dim A_{{\pp}}\geq 2$, one has $\prof A_{{\pp}}\geq 2$.\n\end{enumeratei}\n\end{enonce*}\n\nLet us prove~\Ref{XI.3.10}.\n\n(i)\ALORS (ii). Since a localization of a factorial ring is again factorial, we have (ii)~a). Mor"
sga2.r6.residual.000858,parts/11_expose_XI.tex,246,169,\Ref{XI.3.11},3.11,linked_internal_edge,sga2.r6.candidate.000705,sga2.e11.3-11.structural.3-11,XI.3.11,not_required_internal_or_structural,preexisting_latex_reference_command,"ctorial, we have (ii)~a). Moreover, $A$ is normal, and hence $\prof A\geq 2$, since $\dim A\geq 2$ (\Ref{XI.3.11}~(ii)). Finally, $A$ is parafactorial; indeed, $\Pic(X)\simeq\Cl(X')=0$ (\cf \Ref{XI.3.9}).\n\n(ii)\AL"
sga2.r6.residual.000859,parts/11_expose_XI.tex,246,259,\Ref{XI.3.9},3.9,linked_internal_edge,sga2.r6.candidate.000706,sga2.e11.3-9.structural.3-9,XI.3.9,not_required_internal_or_structural,preexisting_latex_reference_command,"A\geq 2$ (\Ref{XI.3.11}~(ii)). Finally, $A$ is parafactorial; indeed, $\Pic(X)\simeq\Cl(X')=0$ (\cf \Ref{XI.3.9}).\n\n(ii)\ALORS (i). Let us first prove that $A$ is \emph{normal} by applying \sisi{SERRE}{Serre}'s c"
sga2.r6.residual.000860,parts/11_expose_XI.tex,248,385,\Ref{XI.3.9},3.9,linked_internal_edge,sga2.r6.candidate.000707,sga2.e11.3-9.structural.3-9,XI.3.9,not_required_internal_or_structural,preexisting_latex_reference_command,"eq 2$, at least if $\dim A_{{\pp}}\geq 2$. Finally, $\prof A\geq 2$ by (ii)~b). It remains to apply~\Ref{XI.3.9}.\n\n\smallskip\nLet us summarize the foregoing:\n\n\begin{proposition} \label{XI.3.12}\nLet $X$ be a loca"
sga2.r6.residual.000861,parts/11_expose_XI.tex,256,64,\Ref{X},,linked_internal_edge,sga2.r6.candidate.000708,sga2.e10.front.structural.x,X,not_required_internal_or_structural,preexisting_latex_reference_command,"NN$. Suppose that:\n\begin{enumerate}\n\item[1)] one \sisi{has}{has} $\Leff(X, Y)$ (\textup{Expos\'e} \Ref{X});\n\item[2)] $\H^i(X, \Ii^{n+1}/\Ii^{n+2})=0$ if $i=1$ or $2$ and if $n\geq p$;\n\item[3)] for every "
sga2.r6.residual.000862,parts/11_expose_XI.tex,274,548,\Ref{XI.3.13},3.13,linked_internal_edge,sga2.r6.candidate.000710,sga2.e11.3-11.theorem.3-13,XI.3.13,not_required_internal_or_structural,preexisting_latex_reference_command," \textbf{103} (1988), \numero 4, p\ptbl 1025--1030). The rank-$1$ case is a special case of Theorem~\Ref{XI.3.13}. For purity results concerning vector bundles of arbitrary rank, whether in the analytic or algebra"
sga2.r6.residual.000863,parts/11_expose_XI.tex,289,204,\Ref{XI.3.13},3.13,linked_internal_edge,sga2.r6.candidate.000712,sga2.e11.3-11.theorem.3-13,XI.3.13,not_required_internal_or_structural,preexisting_latex_reference_command,"is again a complete intersection, all localizations of $A$ other than $A$ are factorial. By Theorem~\Ref{XI.3.13}~(ii), $A$ is parafactorial, and therefore factorial by~\Ref{XI.3.10}.\n\nLet us prove~\Ref{XI.3.13}~("
sga2.r6.residual.000864,parts/11_expose_XI.tex,289,273,\Ref{XI.3.10},3.10,linked_internal_edge,sga2.r6.candidate.000713,sga2.e11.3-10.structural.3-10,XI.3.10,not_required_internal_or_structural,preexisting_latex_reference_command," $A$ are factorial. By Theorem~\Ref{XI.3.13}~(ii), $A$ is parafactorial, and therefore factorial by~\Ref{XI.3.10}.\n\nLet us prove~\Ref{XI.3.13}~(i) (following \sisi{KAPLANSKY}{Kaplansky})\sfootnote{This is the proo"
sga2.r6.residual.000865,parts/11_expose_XI.tex,291,14,\Ref{XI.3.13},3.13,linked_internal_edge,sga2.r6.candidate.000714,sga2.e11.3-11.theorem.3-13,XI.3.13,not_required_internal_or_structural,preexisting_latex_reference_command,"m~\Ref{XI.3.13}~(ii), $A$ is parafactorial, and therefore factorial by~\Ref{XI.3.10}.\n\nLet us prove~\Ref{XI.3.13}~(i) (following \sisi{KAPLANSKY}{Kaplansky})\sfootnote{This is the proof reproduced in \EGA IV~21.11"
sga2.r6.residual.000866,parts/11_expose_XI.tex,293,470,\Ref{XI.3.10},3.10,linked_internal_edge,sga2.r6.candidate.000716,sga2.e11.3-10.structural.3-10,XI.3.10,not_required_internal_or_structural,preexisting_latex_reference_command,"rial. Moreover, $\prof A = \dim A\geq 2$. It is therefore enough to prove that $\Pic(X)=0$ (cor\ptbl\Ref{XI.3.10}). Thus let ${\Lcal}$ be an invertible $\OX$-Module; we know that it can be extended to a coherent $"
sga2.r6.residual.000867,parts/11_expose_XI.tex,327,41,\Ref{X},,linked_internal_edge,sga2.r6.candidate.000717,sga2.e10.front.structural.x,X,not_required_internal_or_structural,preexisting_latex_reference_command,"parafactorial, then $A$ is also parafactorial.\n\end{lemme}\n\nWe know that a) implies $\Lef(X, Y)$ by \Ref{X}~\Ref{X.2.1}. If we prove that $\H^1(Y, P_n)=0$ for every $n\geq 0$, then we will know \sisi{\ignore"
sga2.r6.residual.000868,parts/11_expose_XI.tex,327,49,\Ref{X.2.1},2.1,linked_internal_edge,sga2.r6.candidate.000718,sga2.e10.2.example.2-1,X.2.1,not_required_internal_or_structural,preexisting_latex_reference_command,"orial, then $A$ is also parafactorial.\n\end{lemme}\n\nWe know that a) implies $\Lef(X, Y)$ by \Ref{X}~\Ref{X.2.1}. If we prove that $\H^1(Y, P_n)=0$ for every $n\geq 0$, then we will know \sisi{\ignorespaces}{by} "
sga2.r6.residual.000869,parts/11_expose_XI.tex,327,161,\Ref{XI.2.2},2.2,linked_internal_edge,sga2.r6.candidate.000719,sga2.e11.2-2.structural.2-2,XI.2.2,not_required_internal_or_structural,preexisting_latex_reference_command," If we prove that $\H^1(Y, P_n)=0$ for every $n\geq 0$, then we will know \sisi{\ignorespaces}{by} (\Ref{XI.2.2}) that $\Pic(X)\to\Pic(Y)$ is injective. If, moreover, $B$ is parafactorial, then we will know that "
sga2.r6.residual.000870,parts/11_expose_XI.tex,327,286,\Ref{XI.3.5},3.5,linked_internal_edge,sga2.r6.candidate.000720,sga2.e11.3-4.proposition.3-5,XI.3.5,not_required_internal_or_structural,preexisting_latex_reference_command,"X)\to\Pic(Y)$ is injective. If, moreover, $B$ is parafactorial, then we will know that $\Pic(Y)=0$ (\Ref{XI.3.5}), and hence $\Pic(X)=0$; moreover, $\prof(A)=3+1\geq 2$, since $t$ is $A$-regular, and thus $A$ wil"
sga2.r6.residual.000871,parts/11_expose_XI.tex,327,420,\Ref{XI.3.5},3.5,linked_internal_edge,sga2.r6.candidate.000721,sga2.e11.3-4.proposition.3-5,XI.3.5,not_required_internal_or_structural,preexisting_latex_reference_command,"0$; moreover, $\prof(A)=3+1\geq 2$, since $t$ is $A$-regular, and thus $A$ will be parafactorial by~\Ref{XI.3.5}.\n\nLet $\Ii=\widetilde{(tA)}$ be the $\Oo_{X'}$-Module associated with the ideal $tA$. In \numero \R"
sga2.r6.residual.000872,parts/11_expose_XI.tex,329,96,\Ref{XI.1},1,linked_internal_edge,sga2.r6.candidate.000722,sga2.e11.1.section.1,XI.1,not_required_internal_or_structural,preexisting_latex_reference_command,"5}.\n\nLet $\Ii=\widetilde{(tA)}$ be the $\Oo_{X'}$-Module associated with the ideal $tA$. In \numero \Ref{XI.1}, we set $P_n = \sisi{(\Ii^{n+1}/\Ii^{n+2}){|Y}}{(\Ii^{n+1}/\Ii^{n+2})_{|Y}}$ for every $n\geq 0$. S"
sga2.r6.residual.000873,parts/11_expose_XI.tex,329,402,\Ref{I},,linked_internal_edge,sga2.r6.candidate.000723,sga2.e01.front.structural.i,I,not_required_internal_or_structural,preexisting_latex_reference_command,"1(Y, \Oo_Y)=0$.} Now $Y = Y'-\{x\}$ is an open subset of $Y'$, and hence we have an exact sequence~(\Ref{I}~(\Ref{eq:I.27})):\n\[\n\H^1(Y', \Oo_{Y'})\to\H^1(Y, \Oo_{Y})\to\H^2_x(Y', \Oo_{Y'}){\quoi},\n\]\nwhose "
sga2.r6.residual.000874,parts/11_expose_XI.tex,329,411,\Ref{eq:I.27},27,linked_internal_edge,sga2.r6.candidate.000724,sga2.e01.2.equation.27,eq:I.27,not_required_internal_or_structural,preexisting_latex_reference_command,"Y)=0$.} Now $Y = Y'-\{x\}$ is an open subset of $Y'$, and hence we have an exact sequence~(\Ref{I}~(\Ref{eq:I.27})):\n\[\n\H^1(Y', \Oo_{Y'})\to\H^1(Y, \Oo_{Y})\to\H^2_x(Y', \Oo_{Y'}){\quoi},\n\]\nwhose right-hand term"
sga2.r6.residual.000875,parts/11_expose_XI.tex,336,27,\Ref{XI.3.16},3.16,linked_internal_edge,sga2.r6.candidate.000725,sga2.e11.3-16.structural.3-16,XI.3.16,not_required_internal_or_structural,preexisting_latex_reference_command,"d term is zero because $Y'$ is affine.\qed\n\n\begin{lemme} \label{XI.3.17}\nKeeping the hypotheses of~\Ref{XI.3.16}, suppose in addition that:\n\begin{itemize}\n\item[c)] for every $y$ closed in $Y$, one has $\prof\Oo"
sga2.r6.residual.000876,parts/11_expose_XI.tex,346,10,\Ref{X},,linked_internal_edge,sga2.r6.candidate.000726,sga2.e10.front.structural.x,X,not_required_internal_or_structural,preexisting_latex_reference_command,"is necessary and sufficient that $B$ be parafactorial.\n\end{lemme}\n\n\enlargethispage{5mm}%\nWe know~(\Ref{X}~\Ref{X.2.1}) that a)~and~c) imply $\Leff(X, Y)$. Moreover, by the argument just given, d) implies t"
sga2.r6.residual.000877,parts/11_expose_XI.tex,346,18,\Ref{X.2.1},2.1,linked_internal_edge,sga2.r6.candidate.000727,sga2.e10.2.example.2-1,X.2.1,not_required_internal_or_structural,preexisting_latex_reference_command,"sary and sufficient that $B$ be parafactorial.\n\end{lemme}\n\n\enlargethispage{5mm}%\nWe know~(\Ref{X}~\Ref{X.2.1}) that a)~and~c) imply $\Leff(X, Y)$. Moreover, by the argument just given, d) implies that $\H^1(Y,"
sga2.r6.residual.000878,parts/11_expose_XI.tex,346,323,\Ref{XI.3.12},3.12,linked_internal_edge,sga2.r6.candidate.000728,sga2.e11.3-11.proposition.3-12,XI.3.12,not_required_internal_or_structural,preexisting_latex_reference_command,"$Y$ in $X$, the complement of $U$ in $X$ consists of finitely many closed points. By~e) and Theorem~\Ref{XI.3.12}, we deduce that $\Pic(X)\to \Pic(Y)$ is an isomorphism. On the other hand, $\prof A\geq \prof B\geq"
sga2.r6.residual.000879,parts/11_expose_XI.tex,346,458,\Ref{XI.3.5},3.5,linked_internal_edge,sga2.r6.candidate.000729,sga2.e11.3-4.proposition.3-5,XI.3.5,not_required_internal_or_structural,preexisting_latex_reference_command,"(X)\to \Pic(Y)$ is an isomorphism. On the other hand, $\prof A\geq \prof B\geq 2$; by the criterion~\Ref{XI.3.5}, we deduce\pageoriginale that $A$ is parafactorial if and only if $B$ is.\n\nLet us now prove~\Ref{XI"
sga2.r6.residual.000880,parts/11_expose_XI.tex,348,18,\Ref{XI.3.13},3.13,linked_internal_edge,sga2.r6.candidate.000730,sga2.e11.3-11.theorem.3-13,XI.3.13,not_required_internal_or_structural,preexisting_latex_reference_command,"XI.3.5}, we deduce\pageoriginale that $A$ is parafactorial if and only if $B$ is.\n\nLet us now prove~\Ref{XI.3.13}~(ii). Let $R$ be a regular noetherian local ring. Let $(t_1, \ldots, t_k)$ be an $R$-sequence. Set "
sga2.r6.residual.000881,parts/11_expose_XI.tex,348,314,\Ref{XI.3.13},3.13,linked_internal_edge,sga2.r6.candidate.000731,sga2.e11.3-11.theorem.3-13,XI.3.13,not_required_internal_or_structural,preexisting_latex_reference_command," parafactorial. We argue by induction on~$k$. If $k=0$, then $B$ is regular, and hence factorial by \Ref{XI.3.13}~(i), and therefore parafactorial by~\Ref{XI.3.10}. Suppose $k\geq 1$ and the theorem proved for $k'"
sga2.r6.residual.000882,parts/11_expose_XI.tex,348,364,\Ref{XI.3.10},3.10,linked_internal_edge,sga2.r6.candidate.000732,sga2.e11.3-10.structural.3-10,XI.3.10,not_required_internal_or_structural,preexisting_latex_reference_command,"k=0$, then $B$ is regular, and hence factorial by \Ref{XI.3.13}~(i), and therefore parafactorial by~\Ref{XI.3.10}. Suppose $k\geq 1$ and the theorem proved for $k'<k$. Set $A=R/(t_1, \ldots, t_{k-1})$, so that $B="
sga2.r6.residual.000883,parts/11_expose_XI.tex,348,526,\Ref{XI.3.7},3.7,linked_internal_edge,sga2.r6.candidate.000733,sga2.e11.3-7.structural.3-7,XI.3.7,not_required_internal_or_structural,preexisting_latex_reference_command,"'<k$. Set $A=R/(t_1, \ldots, t_{k-1})$, so that $B=A/t_k A$. We may suppose that $B$ is complete by~\Ref{XI.3.7}. By the induction hypothesis, $A$ is parafactorial. Let us prove that Lemma~\Ref{XI.3.17} applies. "
sga2.r6.residual.000884,parts/11_expose_XI.tex,348,615,\Ref{XI.3.17},3.17,linked_internal_edge,sga2.r6.candidate.000734,sga2.e11.3-17.structural.3-17,XI.3.17,not_required_internal_or_structural,preexisting_latex_reference_command,"omplete by~\Ref{XI.3.7}. By the induction hypothesis, $A$ is parafactorial. Let us prove that Lemma~\Ref{XI.3.17} applies. We have assumed that $B$ is complete, and hence so is $A$, and therefore $A$ is complete f"
sga2.r6.residual.000885,parts/11_expose_XI.tex,354,51,\Ref{X},,linked_internal_edge,sga2.r6.candidate.000735,sga2.e10.front.structural.x,X,not_required_internal_or_structural,preexisting_latex_reference_command,"n integer. Suppose that:\n\begin{enumeratei}\n\item\none has $\sisi{\leff}{\Leff}(X, Y)$ (\cf examples \Ref{X}~\Ref{X.2.1}~and~\Ref{X}~\Ref{X.2.2}),\n\item\nfor every $p\geq n$, one has $\H^i(Y, \Ii^{p+1}/\Ii^{p+"
sga2.r6.residual.000886,parts/11_expose_XI.tex,354,59,\Ref{X.2.1},2.1,linked_internal_edge,sga2.r6.candidate.000736,sga2.e10.2.example.2-1,X.2.1,not_required_internal_or_structural,preexisting_latex_reference_command,"r. Suppose that:\n\begin{enumeratei}\n\item\none has $\sisi{\leff}{\Leff}(X, Y)$ (\cf examples \Ref{X}~\Ref{X.2.1}~and~\Ref{X}~\Ref{X.2.2}),\n\item\nfor every $p\geq n$, one has $\H^i(Y, \Ii^{p+1}/\Ii^{p+2})=0$ for $"
sga2.r6.residual.000887,parts/11_expose_XI.tex,354,75,\Ref{X},,linked_internal_edge,sga2.r6.candidate.000737,sga2.e10.front.structural.x,X,not_required_internal_or_structural,preexisting_latex_reference_command,"\n\begin{enumeratei}\n\item\none has $\sisi{\leff}{\Leff}(X, Y)$ (\cf examples \Ref{X}~\Ref{X.2.1}~and~\Ref{X}~\Ref{X.2.2}),\n\item\nfor every $p\geq n$, one has $\H^i(Y, \Ii^{p+1}/\Ii^{p+2})=0$ for $i=1$ and $i="
sga2.r6.residual.000888,parts/11_expose_XI.tex,354,83,\Ref{X.2.2},2.2,linked_internal_edge,sga2.r6.candidate.000738,sga2.e10.2.example.2-2,X.2.2,not_required_internal_or_structural,preexisting_latex_reference_command,"enumeratei}\n\item\none has $\sisi{\leff}{\Leff}(X, Y)$ (\cf examples \Ref{X}~\Ref{X.2.1}~and~\Ref{X}~\Ref{X.2.2}),\n\item\nfor every $p\geq n$, one has $\H^i(Y, \Ii^{p+1}/\Ii^{p+2})=0$ for $i=1$ and $i=2$,\n\item\nfo"
sga2.r6.residual.000889,parts/11_expose_XI.tex,368,25,\Ref{XI.3.12},3.12,linked_internal_edge,sga2.r6.candidate.000739,sga2.e11.3-11.proposition.3-12,XI.3.12,not_required_internal_or_structural,preexisting_latex_reference_command,"ms, where $Y_p$ denotes the prescheme $(Y, \OX/\Ii^{p+1})$.\n\end{theoreme}\n\nIt is enough to combine \Ref{XI.3.12}~and~\Ref{XI.3.13}.\n"
sga2.r6.residual.000890,parts/11_expose_XI.tex,368,43,\Ref{XI.3.13},3.13,linked_internal_edge,sga2.r6.candidate.000740,sga2.e11.3-11.theorem.3-13,XI.3.13,not_required_internal_or_structural,preexisting_latex_reference_command,"notes the prescheme $(Y, \OX/\Ii^{p+1})$.\n\end{theoreme}\n\nIt is enough to combine \Ref{XI.3.12}~and~\Ref{XI.3.13}.\n"
sga2.r6.residual.000891,parts/12_expose_XII.tex,9,384,(1955),1955,external_work_citation,sga2.r6.candidate.000741,,,audited_positive_disposition_codex_2026-07-23,bibliographic_year," of Math. t.61 (1955) 197-278}{{\og Faisceaux alg\'ebriques coh\'erents\fg}, \emph{Ann. of Math.} \textbf{61} (1955), p\ptbl197-278}.} (except that, at the time, Serre did not have at his disposal the language of Ext for sheav"
sga2.r6.residual.000892,parts/12_expose_XII.tex,28,53,III 2.1.12),2.1.12,external_work_citation,sga2.r6.candidate.000746,,,audited_positive_disposition_codex_2026-07-23,named_external_work_or_author_context,"xt^{r-i}(X;F, \omx^r) \to \H^r(X, \omx^r),\n\end{equation}\nand from a well-known isomorphism (\cf FAC, or \EGA III 2.1.12):\n\steco\n\begin{equation} \label{eq:XII.4} {}\H^r(X, \omx^r) = \H^r(\PP_k^r, \Oo_{\PP_k^r}(-r-1)) \isomto k.\n\"
sga2.r6.residual.000893,parts/12_expose_XII.tex,32,514,III 2.1.12),2.1.12,external_work_citation,sga2.r6.candidate.000748,,,audited_positive_disposition_codex_2026-07-23,named_external_work_or_author_context,"or a sheaf of the form $\Oo(-m)$, where it is contained in the well-known explicit computations (FAC, or \EGA III 2.1.12). We may moreover assume $-m \leq -r-1$, in which case $\H^i(X, \Oo(-m))=0$ for $i\neq r$.\n\n\begin{corollaire}"
sga2.r6.residual.000894,parts/12_expose_XII.tex,71,235,III 2.2.1,2.2.1,external_work_citation,sga2.r6.candidate.000752,,,audited_positive_disposition_codex_2026-07-23,named_external_work_or_author_context,"nu$ is of finite type over $S$ (in fact, for $i\neq 0$, it is even of finite type over $k$), (\cf FAC or \EGA III 2.2.1 and 2.3.2).\n\n(i) \SSI (ii) by Corollary \Ref{XII.1.2}.\n\n(ii) \SSI (ii bis), because $\Omega_{X/k}^r$ is local"
sga2.r6.residual.000895,parts/12_expose_XII.tex,71,249,2.3.2,2.3.2,external_work_citation,sga2.r6.candidate.000753,,,audited_positive_disposition_codex_2026-07-23,named_external_work_or_author_context,"te type over $S$ (in fact, for $i\neq 0$, it is even of finite type over $k$), (\cf FAC or \EGA III 2.2.1 and 2.3.2).\n\n(i) \SSI (ii) by Corollary \Ref{XII.1.2}.\n\n(ii) \SSI (ii bis), because $\Omega_{X/k}^r$ is locally isomorp"
sga2.r6.residual.000896,parts/12_expose_XII.tex,77,231,V 2.1),2.1,resolved_internal_edge,sga2.r6.candidate.000755,sga2.e05.2-4.theorem.2-1,V.2.1,not_required_internal_or_structural,unique_target_from_syntactic_scope,"$), according to which the \og dual\fg of $\SheafExt^{r-i}_{\OX}(F, \OX)_x$ is identified with $\H^i_x(F_x)$ (V 2.1).\n\n(ii bis) is equivalent to the analogous relation\n\[\n\SheafExt^{r-i}_{\Oo_{\widetilde{X}}}(\widetilde{F}, \O"
sga2.r6.residual.000897,parts/12_expose_XII.tex,116,93,(1),1,mathematical_numeric_expression,sga2.r6.candidate.000760,,,audited_positive_disposition_codex_2026-07-23,audited_line_bundle_twist_O_1,end{proposition}\n\nEmbed $X$ in an $X'=\PP_S^r$ in such a way that $\OX(1)$ is induced by $\Oo_{\sisi{P}{{X'}}}(1)$ (this is possible provided that $S$ is replaced by an affine neighborhood of $s$). Put\refstepcounter{toto}\
sga2.r6.residual.000898,parts/12_expose_XII.tex,116,335,IV 12.3.4,12.3.4,external_work_citation,sga2.r6.candidate.000762,,,audited_positive_disposition_codex_2026-07-23,named_external_work_or_author_context,"{The first part of \Ref{XII.1.5} can also be obtained immediately by applying the purely local statement \EGA IV 12.3.4 to the preceding $\underline{E}^j$, thereby bypassing most of the proof that follows.} for every integer $j$,"
sga2.r6.residual.000899,parts/12_expose_XII.tex,124,362,IV 6.11,6.11,external_work_citation,sga2.r6.candidate.000763,,,audited_positive_disposition_codex_2026-07-23,external_sga_volume_context,"ifies immediately that $\underline{E}^j(Z)=0$ for $j$ outside the interval $[0, r]$, and one can apply \SGA 1 IV 6.11. We then take $\underline{E}^j(V)=\underline{E}^j(Z)|_{X_V}$, and one readily verifies that it has the requir"
sga2.r6.residual.000900,parts/12_expose_XII.tex,126,197,III 2.2.1,2.2.1,external_work_citation,sga2.r6.candidate.000764,,,audited_positive_disposition_codex_2026-07-23,named_external_work_or_author_context,"d by sets $V_\alpha$ of the form $V=V(t)$ as above (noetherian induction), and, applying Serre's theorem \EGA III 2.2.1 to the $\underline{E}^j(V_i)$, one sees that there exists an integer $m_0$ such that\n\[\n\R^if_{V_\alpha\ast}("
sga2.r6.residual.000901,parts/12_expose_XII.tex,167,25,Remark 1.6,1.6,structural_declaration_or_tag,sga2.r6.candidate.000775,sga2.e12.1-4.remark.1-6,XII.1.6,not_required_internal_or_structural,semantic_target_heading_declaration, beginning of the proof of \Ref{XII.1.3}.\n\n\refstepcounter{subsection}\label{XII.1.6}\n\begin{enonce*}[remark]{Remark 1.6\sfootnotemark} \sfootnotetext{This remark is made more precise by footnote \sisi{5.}{\pageref{P5}.}} The proo
sga2.r6.residual.000902,parts/12_expose_XII.tex,235,271,13.3,13.3,external_work_citation,sga2.r6.candidate.000781,,,audited_positive_disposition_codex_2026-07-23,named_external_work_or_author_context,"e (\sisi{given that}{in view of} $\widehat{F}= \varprojlim F_m$), we obtain (ii) from $\EGA 0_{\textup{III}}$ 13.3. On the other hand, (i) follows trivially from this, taking \Ref{XII.2.3} into account.\n\n\refstepcounter{subs"
sga2.r6.residual.000903,parts/12_expose_XII.tex,238,17,Corollary 2.4,2.4,structural_declaration_or_tag,sga2.r6.candidate.000783,sga2.e12.2-3.corollary.2-4,XII.2.4,not_required_internal_or_structural,semantic_target_heading_declaration,"lly from this, taking \Ref{XII.2.3} into account.\n\n\refstepcounter{subsection}\label{XII.2.4}\n\begin{enonce*}{Corollary 2.4\ndemark}\ndetext{See Corollary I.1.4 of the article by Mme Raynaud (Raynaud~M., {\og Th\'eor\`emes de Lefsche"
