stable_id,latex_label,pdf_destination,target_kind,work,expose,structural_context,visible_locator,normalized_locator,source_file,source_line,source_column_1based,pdf_page,status,origin,compiled_pdf_anchor
sga2.e08.2-2.structural.2-2,VIII.2.2,VIII.2.2,structural,SGA2,VIII,2.2,2.2,2.2,parts/08_expose_VIII.tex,367,1,63,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,sourcecorollary*.510
sga2.e08.2-2.corollary.2-3,VIII.2.3,VIII.2.3,corollary,SGA2,VIII,2.2,2.3,2.3,parts/08_expose_VIII.tex,382,1,64,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,sourcecorollary*.512
sga2.e08.2-2.lemma.2-4,VIII.2.4,VIII.2.4,lemma,SGA2,VIII,2.2,2.4,2.4,parts/08_expose_VIII.tex,454,1,64,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,lemma.519
sga2.e08.2-2.equation.2-2,eq:VIII.2.2,eq:VIII.2.2,equation,SGA2,VIII,2.2,2.2,2.2,parts/08_expose_VIII.tex,519,1,65,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.521
sga2.e08.2-2.equation.2-3,eq:VIII.2.3,eq:VIII.2.3,equation,SGA2,VIII,2.2,2.3,2.3,parts/08_expose_VIII.tex,526,1,65,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.523
sga2.e08.2-2.equation.2-4,eq:VIII.2.4,eq:VIII.2.4,equation,SGA2,VIII,2.2,2.4,2.4,parts/08_expose_VIII.tex,533,1,65,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.525
sga2.e08.2-2.equation.2-5,eq:VIII.2.5,eq:VIII.2.5,equation,SGA2,VIII,2.2,2.5,2.5,parts/08_expose_VIII.tex,577,1,65,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.528
sga2.e08.2-2.equation.2-6,eq:VIII.2.6,eq:VIII.2.6,equation,SGA2,VIII,2.2,2.6,2.6,parts/08_expose_VIII.tex,583,1,66,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.530
sga2.e08.2-2.lemma.2-5,VIII.2.5,VIII.2.5,lemma,SGA2,VIII,2.2,2.5,2.5,parts/08_expose_VIII.tex,609,1,66,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.531
sga2.e08.2-2.structural.condition,condition,condition,structural,SGA2,VIII,2.2,,,parts/08_expose_VIII.tex,679,1,67,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,sourcecondition*.533
sga2.e08.2-2.equation.2-7,eq:VIII.2.7,eq:VIII.2.7,equation,SGA2,VIII,2.2,2.7,2.7,parts/08_expose_VIII.tex,742,1,67,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.535
sga2.e08.2-2.equation.2-8,eq:VIII.2.8,eq:VIII.2.8,equation,SGA2,VIII,2.2,2.8,2.8,parts/08_expose_VIII.tex,751,1,67,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.537
sga2.e08.3.section.3,VIII.3,VIII.3,section,SGA2,VIII,3,3,3,parts/08_expose_VIII.tex,861,1,69,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.539
sga2.e08.3.theorem.3-1,VIII.3.1,VIII.3.1,theorem,SGA2,VIII,3,3.1,3.1,parts/08_expose_VIII.tex,867,1,69,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.540
sga2.e08.3.proposition.3-2,VIII.3.2,VIII.3.2,proposition,SGA2,VIII,3,3.2,3.2,parts/08_expose_VIII.tex,903,1,69,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.541
sga2.e09.front.structural.ix,IX,IX,structural,SGA2,IX,front,,,parts/09_expose_IX.tex,11,1,72,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,chapter*.543
sga2.e09.1.section.1,IX.1,IX.1,section,SGA2,IX,1,1,1,parts/09_expose_IX.tex,18,1,72,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.545
sga2.e09.1.equation.1-1,eq:IX.1.1,eq:IX.1.1,equation,SGA2,IX,1,1.1,1.1,parts/09_expose_IX.tex,28,1,72,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.547
sga2.e09.1.equation.1-2,eq:IX.1.2,eq:IX.1.2,equation,SGA2,IX,1,1.2,1.2,parts/09_expose_IX.tex,45,1,72,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.549
sga2.e09.1.equation.1-3,eq:IX.1.3,eq:IX.1.3,equation,SGA2,IX,1,1.3,1.3,parts/09_expose_IX.tex,57,1,72,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.551
sga2.e09.1.equation.1-4,eq:IX.1.4,eq:IX.1.4,equation,SGA2,IX,1,1.4,1.4,parts/09_expose_IX.tex,65,1,72,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.553
sga2.e09.1.equation.1-5,eq:IX.1.5,eq:IX.1.5,equation,SGA2,IX,1,1.5,1.5,parts/09_expose_IX.tex,73,1,72,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.555
sga2.e09.1.equation.1-6,eq:IX.1.6,eq:IX.1.6,equation,SGA2,IX,1,1.6,1.6,parts/09_expose_IX.tex,81,1,72,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.557
sga2.e09.1.equation.1-7,eq:IX.1.7,eq:IX.1.7,equation,SGA2,IX,1,1.7,1.7,parts/09_expose_IX.tex,88,1,73,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.559
sga2.e09.1.equation.1-8,eq:IX.1.8,eq:IX.1.8,equation,SGA2,IX,1,1.8,1.8,parts/09_expose_IX.tex,108,1,73,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.561
sga2.e09.1.equation.1-9,eq:IX.1.9,eq:IX.1.9,equation,SGA2,IX,1,1.9,1.9,parts/09_expose_IX.tex,113,1,73,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.563
sga2.e09.1.equation.1-10,eq:IX.1.10,eq:IX.1.10,equation,SGA2,IX,1,1.10,1.10,parts/09_expose_IX.tex,122,1,73,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.565
sga2.e09.1.equation.1-11,eq:IX.1.11,eq:IX.1.11,equation,SGA2,IX,1,1.11,1.11,parts/09_expose_IX.tex,135,1,73,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.567
sga2.e09.1.theorem.1-1,IX.1.1,IX.1.1,theorem,SGA2,IX,1,1.1,1.1,parts/09_expose_IX.tex,145,1,73,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.568
sga2.e09.1.equation.1-12,eq:IX.1.12,eq:IX.1.12,equation,SGA2,IX,1,1.12,1.12,parts/09_expose_IX.tex,160,1,73,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.572
sga2.e09.1.equation.1-13,eq:IX.1.13,eq:IX.1.13,equation,SGA2,IX,1,1.13,1.13,parts/09_expose_IX.tex,186,1,74,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.576
sga2.e09.1.equation.1-14,eq:IX.1.14,eq:IX.1.14,equation,SGA2,IX,1,1.14,1.14,parts/09_expose_IX.tex,192,1,74,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.578
sga2.e09.1.equation.1-15,eq:IX.1.15,eq:IX.1.15,equation,SGA2,IX,1,1.15,1.15,parts/09_expose_IX.tex,196,1,74,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.580
sga2.e09.1.equation.1-16,eq:IX.1.16,eq:IX.1.16,equation,SGA2,IX,1,1.16,1.16,parts/09_expose_IX.tex,212,1,74,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.583
sga2.e09.1.equation.1-17,eq:IX.1.17,eq:IX.1.17,equation,SGA2,IX,1,1.17,1.17,parts/09_expose_IX.tex,226,1,74,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.585
sga2.e09.1.equation.1-18,eq:IX.1.18,eq:IX.1.18,equation,SGA2,IX,1,1.18,1.18,parts/09_expose_IX.tex,231,1,74,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.587
sga2.e09.1.equation.1-19,eq:IX.1.19,eq:IX.1.19,equation,SGA2,IX,1,1.19,1.19,parts/09_expose_IX.tex,246,1,74,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.589
sga2.e09.1.equation.1-20,eq:IX.1.20,eq:IX.1.20,equation,SGA2,IX,1,1.20,1.20,parts/09_expose_IX.tex,251,1,74,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.591
sga2.e09.1.equation.1-21,eq:IX.1.21,eq:IX.1.21,equation,SGA2,IX,1,1.21,1.21,parts/09_expose_IX.tex,269,1,75,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.593
sga2.e09.1.equation.1-22,eq:IX.1.22,eq:IX.1.22,equation,SGA2,IX,1,1.22,1.22,parts/09_expose_IX.tex,274,1,75,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.595
sga2.e09.1.equation.1-23,eq:IX.1.23,eq:IX.1.23,equation,SGA2,IX,1,1.23,1.23,parts/09_expose_IX.tex,280,1,75,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.597
sga2.e09.1.equation.1-24,eq:IX.1.24,eq:IX.1.24,equation,SGA2,IX,1,1.24,1.24,parts/09_expose_IX.tex,286,1,75,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.599
sga2.e09.1.equation.1-25,eq:IX.1.25,eq:IX.1.25,equation,SGA2,IX,1,1.25,1.25,parts/09_expose_IX.tex,292,1,75,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.601
sga2.e09.b.structural.b,stepb,stepb,structural,SGA2,IX,b,b,b,parts/09_expose_IX.tex,297,1,75,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.602
sga2.e09.b.equation.1-26,eq:IX.1.26,eq:IX.1.26,equation,SGA2,IX,b,1.26,1.26,parts/09_expose_IX.tex,302,1,75,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.604
sga2.e09.b.equation.1-27,eq:IX.1.27,eq:IX.1.27,equation,SGA2,IX,b,1.27,1.27,parts/09_expose_IX.tex,310,1,75,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.606
sga2.e09.b.equation.1-28,eq:IX.1.28,eq:IX.1.28,equation,SGA2,IX,b,1.28,1.28,parts/09_expose_IX.tex,316,1,75,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.608
sga2.e09.b.corollary.1-2,IX.1.2,IX.1.2,corollary,SGA2,IX,b,1.2,1.2,parts/09_expose_IX.tex,336,1,75,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.609
sga2.e09.b.equation.1-29,eq:IX.1.29,eq:IX.1.29,equation,SGA2,IX,b,1.29,1.29,parts/09_expose_IX.tex,351,1,76,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.611
sga2.e09.b.corollary.1-3,IX.1.3,IX.1.3,corollary,SGA2,IX,b,1.3,1.3,parts/09_expose_IX.tex,356,1,76,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.612
sga2.e09.b.equation.1-30,eq:IX.1.30,eq:IX.1.30,equation,SGA2,IX,b,1.30,1.30,parts/09_expose_IX.tex,363,1,76,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.614
sga2.e09.b.proposition.1-4,IX.1.4,IX.1.4,proposition,SGA2,IX,b,1.4,1.4,parts/09_expose_IX.tex,432,1,77,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.616
sga2.e09.b.equation.1-31,eq:IX.1.31,eq:IX.1.31,equation,SGA2,IX,b,1.31,1.31,parts/09_expose_IX.tex,436,1,77,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.618
sga2.e09.b.equation.1-32,eq:IX.1.32,eq:IX.1.32,equation,SGA2,IX,b,1.32,1.32,parts/09_expose_IX.tex,441,1,77,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.620
sga2.e09.b.equation.1-33,eq:IX.1.33,eq:IX.1.33,equation,SGA2,IX,b,1.33,1.33,parts/09_expose_IX.tex,447,1,77,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.622
sga2.e09.b.example.1-5,IX.1.5,IX.1.5,example,SGA2,IX,b,1.5,1.5,parts/09_expose_IX.tex,481,1,77,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.626
sga2.e09.2.section.2,IX.2,IX.2,section,SGA2,IX,2,2,2,parts/09_expose_IX.tex,515,1,78,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.627
sga2.e09.2.equation.2-1,eq:IX.2.1,eq:IX.2.1,equation,SGA2,IX,2,2.1,2.1,parts/09_expose_IX.tex,529,1,78,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,equation*.630
sga2.e09.2.equation.2-2,eq:IX.2.2,eq:IX.2.2,equation,SGA2,IX,2,2.2,2.2,parts/09_expose_IX.tex,539,1,78,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.632
sga2.e09.2.equation.2-3,eq:IX.2.3,eq:IX.2.3,equation,SGA2,IX,2,2.3,2.3,parts/09_expose_IX.tex,544,1,78,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.634
sga2.e09.2.equation.2-4,eq:IX.2.4,eq:IX.2.4,equation,SGA2,IX,2,2.4,2.4,parts/09_expose_IX.tex,550,1,78,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.636
sga2.e09.2.equation.2-5,eq:IX.2.5,eq:IX.2.5,equation,SGA2,IX,2,2.5,2.5,parts/09_expose_IX.tex,556,1,78,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.638
sga2.e09.2.equation.2-6,eq:IX.2.6,eq:IX.2.6,equation,SGA2,IX,2,2.6,2.6,parts/09_expose_IX.tex,562,1,78,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.640
sga2.e09.2.equation.2-7,eq:IX.2.7,eq:IX.2.7,equation,SGA2,IX,2,2.7,2.7,parts/09_expose_IX.tex,568,1,78,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.642
sga2.e09.2.theorem.2-1,IX.2.1,IX.2.1,theorem,SGA2,IX,2,2.1,2.1,parts/09_expose_IX.tex,579,1,78,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.643
sga2.e09.11.structural.11,pagerectif,pagerectif,structural,SGA2,IX,11,11,11,parts/09_expose_IX.tex,596,1,78,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.647
sga2.e09.11.theorem.2-2,IX.2.2,IX.2.2,theorem,SGA2,IX,11,2.2,2.2,parts/09_expose_IX.tex,599,1,78,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.648
sga2.e09.11.equation.2-8,eq:IX.2.8,eq:IX.2.8,equation,SGA2,IX,11,2.8,2.8,parts/09_expose_IX.tex,606,1,78,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.650
sga2.e09.11.corollary.2-3,IX.2.3,IX.2.3,corollary,SGA2,IX,11,2.3,2.3,parts/09_expose_IX.tex,713,1,79,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.653
sga2.e09.11.equation.2-9,eq:IX.2.9,eq:IX.2.9,equation,SGA2,IX,11,2.9,2.9,parts/09_expose_IX.tex,720,1,79,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.655
sga2.e10.front.structural.x,X,X,structural,SGA2,X,front,,,parts/10_expose_X.tex,10,22,81,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,chapter*.658
sga2.e10.1.structural.1,pX.1,pX.1,structural,SGA2,X,1,1,1,parts/10_expose_X.tex,17,1,81,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.659
sga2.e10.1.section.1,X.1,X.1,section,SGA2,X,1,1,1,parts/10_expose_X.tex,21,1,81,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.661
sga2.e10.1.proposition.1-1,X.1.1,X.1.1,proposition,SGA2,X,1,1.1,1.1,parts/10_expose_X.tex,49,1,81,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.662
sga2.e10.2.section.2,X.2,X.2,section,SGA2,X,2,2,2,parts/10_expose_X.tex,57,1,82,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.664
sga2.e10.2.structural.2,pX.2,pX.2,structural,SGA2,X,2,2,2,parts/10_expose_X.tex,62,1,82,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.665
sga2.e10.2.example.2-1,X.2.1,X.2.1,example,SGA2,X,2,2.1,2.1,parts/10_expose_X.tex,82,1,82,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.666
sga2.e10.2.structural.unnumbered,noteX.2.1,noteX.2.1,structural,SGA2,X,2,*,,parts/10_expose_X.tex,82,1,82,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.668
sga2.e10.2.equation.1,eq:X.1,eq:X.1,equation,SGA2,X,2,1,1,parts/10_expose_X.tex,180,1,83,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,equation*.671
sga2.e10.2.equation.2,eq:X.2,eq:X.2,equation,SGA2,X,2,2,2,parts/10_expose_X.tex,189,1,83,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,equation*.672
sga2.e10.2.example.2-2,X.2.2,X.2.2,example,SGA2,X,2,2.2,2.2,parts/10_expose_X.tex,245,1,84,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.673
sga2.e10.2.proposition.2-3,X.2.3,X.2.3,proposition,SGA2,X,2,2.3,2.3,parts/10_expose_X.tex,323,1,85,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.677
sga2.e10.2.corollary.2-4,X.2.4,X.2.4,corollary,SGA2,X,2,2.4,2.4,parts/10_expose_X.tex,364,1,85,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.680
sga2.e10.2.corollary.2-5,X.2.5,X.2.5,corollary,SGA2,X,2,2.5,2.5,parts/10_expose_X.tex,383,1,85,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.681
sga2.e10.2.corollary.2-6,X.2.6,X.2.6,corollary,SGA2,X,2,2.6,2.6,parts/10_expose_X.tex,395,1,85,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.682
sga2.e10.3.section.3,X.3,X.3,section,SGA2,X,3,3,3,parts/10_expose_X.tex,464,1,86,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.685
sga2.e10.3.definition.3-1,X.3.1,X.3.1,definition,SGA2,X,3,3.1,3.1,parts/10_expose_X.tex,467,1,86,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.686
sga2.e10.3.definition.3-2,X.3.2,X.3.2,definition,SGA2,X,3,3.2,3.2,parts/10_expose_X.tex,490,1,87,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.688
sga2.e10.3.proposition.3-3,X.3.3,X.3.3,proposition,SGA2,X,3,3.3,3.3,parts/10_expose_X.tex,500,1,87,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.689
sga2.e10.3.theorem.3-4,X.3.4,X.3.4,theorem,SGA2,X,3,3.4,3.4,parts/10_expose_X.tex,520,1,87,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.691
sga2.e10.3.lemma.3-5,X.3.5,X.3.5,lemma,SGA2,X,3,3.5,3.5,parts/10_expose_X.tex,556,1,87,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.695
sga2.e10.3.lemma.3-6,X.3.6,X.3.6,lemma,SGA2,X,3,3.6,3.6,parts/10_expose_X.tex,593,1,88,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.699
sga2.e10.3.remark.3-7,X.3.7,X.3.7,remark,SGA2,X,3,3.7,3.7,parts/10_expose_X.tex,625,1,88,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.701
sga2.e10.3.corollary.3-8,X.3.8,X.3.8,corollary,SGA2,X,3,3.8,3.8,parts/10_expose_X.tex,632,1,88,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.702
sga2.e10.3.lemma.3-9,X.3.9,X.3.9,lemma,SGA2,X,3,3.9,3.9,parts/10_expose_X.tex,644,1,88,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.703
sga2.e10.3.theorem.3-10,X.3.10,X.3.10,theorem,SGA2,X,3,3.10,3.10,parts/10_expose_X.tex,769,1,90,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.707
sga2.e11.front.structural.xi,XI,XI,structural,SGA2,XI,front,,,parts/11_expose_XI.tex,1,22,91,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,chapter*.708
sga2.e11.front.structural.pxi-1,pXI.1,pXI.1,structural,SGA2,XI,front,,,parts/11_expose_XI.tex,11,1,91,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,toto*.709
sga2.e11.1.section.1,XI.1,XI.1,section,SGA2,XI,1,1,1,parts/11_expose_XI.tex,16,1,91,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.710
sga2.e11.1.equation.1-1,eq:XI.1.1,eq:XI.1.1,equation,SGA2,XI,1,1.1,1.1,parts/11_expose_XI.tex,25,1,91,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,equation*.711
sga2.e11.1.equation.unnumbered,eq:XI.1.*,eq:XI.1.*,equation,SGA2,XI,1,$*$,*,parts/11_expose_XI.tex,35,1,91,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.712
sga2.e11.1.proposition.1-1,XI.1.1,XI.1.1,proposition,SGA2,XI,1,1.1,1.1,parts/11_expose_XI.tex,47,1,91,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,subsection.714
sga2.e11.2.section.2,XI.2,XI.2,section,SGA2,XI,2,2,2,parts/11_expose_XI.tex,84,1,92,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.717
sga2.e11.2.proposition.2-1,XI.2.1,XI.2.1,proposition,SGA2,XI,2,2.1,2.1,parts/11_expose_XI.tex,93,1,92,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,subsection.718
sga2.e11.2.equation.2-1,eq:XI.2.1,eq:XI.2.1,equation,SGA2,XI,2,2.1,2.1,parts/11_expose_XI.tex,94,1,92,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,equation*.719
sga2.e11.2.equation.2-2,eq:XI.2.2,eq:XI.2.2,equation,SGA2,XI,2,2.2,2.2,parts/11_expose_XI.tex,97,1,92,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,equation*.720
sga2.e11.2.equation.2-3,eq:XI.2.3,eq:XI.2.3,equation,SGA2,XI,2,2.3,2.3,parts/11_expose_XI.tex,100,1,92,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,equation*.722
sga2.e11.2-2.structural.2-2,XI.2.2,XI.2.2,structural,SGA2,XI,2.2,2.2,2.2,parts/11_expose_XI.tex,105,1,92,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,subsection.723
sga2.e11.3.section.3,XI.3,XI.3,section,SGA2,XI,3,3,3,parts/11_expose_XI.tex,116,1,92,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.724
sga2.e11.3.definition.3-1,XI.3.1,XI.3.1,definition,SGA2,XI,3,3.1,3.1,parts/11_expose_XI.tex,119,1,92,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,subsection*.725
sga2.e11.3.definition.3-2,XI.3.2,XI.3.2,definition,SGA2,XI,3,3.2,3.2,parts/11_expose_XI.tex,126,1,92,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,subsection.727
sga2.e11.3.proposition.3-3,XI.3.3,XI.3.3,proposition,SGA2,XI,3,3.3,3.3,parts/11_expose_XI.tex,132,1,93,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,subsection.728
sga2.e11.3-4.structural.3-4,XI.3.4,XI.3.4,structural,SGA2,XI,3.4,3.4,3.4,parts/11_expose_XI.tex,138,1,93,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,subsection.730
sga2.e11.3-4.proposition.3-5,XI.3.5,XI.3.5,proposition,SGA2,XI,3.4,3.5,3.5,parts/11_expose_XI.tex,152,1,93,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,subsection.734
sga2.e11.3-6.structural.3-6,XI.3.6,XI.3.6,structural,SGA2,XI,3.6,3.6,3.6,parts/11_expose_XI.tex,158,1,93,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,subsection.735
sga2.e11.3-7.structural.3-7,XI.3.7,XI.3.7,structural,SGA2,XI,3.7,3.7,3.7,parts/11_expose_XI.tex,163,1,93,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,subsection.737
sga2.e11.3-7.proposition.3-7-1,XI.3.7.1,XI.3.7.1,proposition,SGA2,XI,3.7,3.7.1,3.7.1,parts/11_expose_XI.tex,192,1,94,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,subsection.742
sga2.e11.3-8.structural.3-8,XI.3.8,XI.3.8,structural,SGA2,XI,3.8,3.8,3.8,parts/11_expose_XI.tex,209,1,95,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,subsection.748
sga2.e11.3-9.structural.3-9,XI.3.9,XI.3.9,structural,SGA2,XI,3.9,3.9,3.9,parts/11_expose_XI.tex,217,1,95,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,subsection.749
sga2.e11.3-10.structural.3-10,XI.3.10,XI.3.10,structural,SGA2,XI,3.10,3.10,3.10,parts/11_expose_XI.tex,222,1,95,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,subsection.751
sga2.e11.3-11.structural.3-11,XI.3.11,XI.3.11,structural,SGA2,XI,3.11,3.11,3.11,parts/11_expose_XI.tex,234,1,95,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,subsection*.755
sga2.e11.3-11.proposition.3-12,XI.3.12,XI.3.12,proposition,SGA2,XI,3.11,3.12,3.12,parts/11_expose_XI.tex,253,1,95,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,subsection.759
sga2.e11.3-11.theorem.3-13,XI.3.13,XI.3.13,theorem,SGA2,XI,3.11,3.13,3.13,parts/11_expose_XI.tex,271,1,96,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,subsection.761
sga2.e11.3-14.structural.3-14,XI.3.14,XI.3.14,structural,SGA2,XI,3.14,3.14,3.14,parts/11_expose_XI.tex,280,1,96,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,subsection.765
sga2.e11.3-15.structural.3-15,XI.3.15,XI.3.15,structural,SGA2,XI,3.15,3.15,3.15,parts/11_expose_XI.tex,299,1,96,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,subsection.769
