previous_packet,previous_file,previous_head,current_head,carryforward_status,source_packet,source_file,zip_entry,lane_route,entry_type,suffix,crc32,uncompressed_size,source_gate,gate_reason,source_use_label,next_action,claim_boundary,carryforward_decision,witness_id,entry_sha256,decode_encoding,line_count,concepts_found,contexts_extracted
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/,Persianate/Tajik,directory,,00000000,0,support-or-blocker,metadata/other entry cannot alone support draft,source-corpus-metadata-or-support,use as provenance/support metadata; not standalone translation evidence,"source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/,Persianate/Tajik,directory,,00000000,0,support-or-blocker,metadata/other entry cannot alone support draft,source-corpus-metadata-or-support,use as provenance/support metadata; not standalone translation evidence,"source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2007/,Persianate/Tajik,directory,,00000000,0,support-or-blocker,metadata/other entry cannot alone support draft,source-corpus-metadata-or-support,use as provenance/support metadata; not standalone translation evidence,"source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2007/STANDARDIZATION_OF_THE_OLD_CHURCH_SLAVONIC_CYRILLIC_SCRIPT-International_Scientific_Meeting_Belgrade_2007.pdf,Persianate/Tajik,pdf,.pdf,4874EB6A,11592201,pdf-text-layer-needed,PDF requires text-layer extraction before source-context rows,source-corpus-entry/source-body-candidate,"owner lane should extract bounded source-context rows, witness indexes, term/register notes, then draft only where source-gated","source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2012/,Persianate/Tajik,directory,,00000000,0,support-or-blocker,metadata/other entry cannot alone support draft,source-corpus-metadata-or-support,use as provenance/support metadata; not standalone translation evidence,"source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2012/INTERSLAVIC_ADDED-WORDS_2012-12_3pp.pdf,Persianate/Tajik,pdf,.pdf,EE7BAD07,101514,pdf-text-layer-needed,PDF requires text-layer extraction before source-context rows,source-corpus-entry/source-body-candidate,"owner lane should extract bounded source-context rows, witness indexes, term/register notes, then draft only where source-gated","source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2017/,Persianate/Tajik,directory,,00000000,0,support-or-blocker,metadata/other entry cannot alone support draft,source-corpus-metadata-or-support,use as provenance/support metadata; not standalone translation evidence,"source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2017/Tema-15-9-2017.pdf,Persianate/Tajik,pdf,.pdf,3E242BE5,5317912,pdf-text-layer-needed,PDF requires text-layer extraction before source-context rows,source-corpus-entry/source-body-candidate,"owner lane should extract bounded source-context rows, witness indexes, term/register notes, then draft only where source-gated","source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2018/,Persianate/Tajik,directory,,00000000,0,support-or-blocker,metadata/other entry cannot alone support draft,source-corpus-metadata-or-support,use as provenance/support metadata; not standalone translation evidence,"source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2018/Gramatyka Slovianskiego (PL) 2018.pdf,Persianate/Tajik,pdf,.pdf,EC1ABFE6,1815933,pdf-text-layer-needed,PDF requires text-layer extraction before source-context rows,source-corpus-entry/source-body-candidate,"owner lane should extract bounded source-context rows, witness indexes, term/register notes, then draft only where source-gated","source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2018/Međuslověnsko-Anglijsky slovnik po rodami sloves 2018.rtf,Persianate/Tajik,other,.rtf,31186A7D,4496830,support-or-blocker,metadata/other entry cannot alone support draft,source-corpus-metadata-or-support,use as provenance/support metadata; not standalone translation evidence,"source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2018/ms-pregled-IE-V10-2018-005.pdf,Persianate/Tajik,pdf,.pdf,C159F54C,232932,pdf-text-layer-needed,PDF requires text-layer extraction before source-context rows,source-corpus-entry/source-body-candidate,"owner lane should extract bounded source-context rows, witness indexes, term/register notes, then draft only where source-gated","source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2018/slownik versja 15.8.2018 final - b5 (1).pdf,Persianate/Tajik,pdf,.pdf,33430EF6,2172894,pdf-text-layer-needed,PDF requires text-layer extraction before source-context rows,source-corpus-entry/source-body-candidate,"owner lane should extract bounded source-context rows, witness indexes, term/register notes, then draft only where source-gated","source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2018/slownik versja 15.8.2018 final - b5.pdf,Persianate/Tajik,pdf,.pdf,33430EF6,2172894,pdf-text-layer-needed,PDF requires text-layer extraction before source-context rows,source-corpus-entry/source-body-candidate,"owner lane should extract bounded source-context rows, witness indexes, term/register notes, then draft only where source-gated","source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2019/,Persianate/Tajik,directory,,00000000,0,support-or-blocker,metadata/other entry cannot alone support draft,source-corpus-metadata-or-support,use as provenance/support metadata; not standalone translation evidence,"source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2019/Merunka Interslavic Guimaraes 2019 v2.pdf,Persianate/Tajik,pdf,.pdf,61751086,8137239,pdf-text-layer-needed,PDF requires text-layer extraction before source-context rows,source-corpus-entry/source-body-candidate,"owner lane should extract bounded source-context rows, witness indexes, term/register notes, then draft only where source-gated","source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2019/Merunka Interslavic Guimaraes 2019.pdf,Persianate/Tajik,pdf,.pdf,CBC3D994,7725862,pdf-text-layer-needed,PDF requires text-layer extraction before source-context rows,source-corpus-entry/source-body-candidate,"owner lane should extract bounded source-context rows, witness indexes, term/register notes, then draft only where source-gated","source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2019/MS_jezyk vece 2019 prezentacija.pdf,Persianate/Tajik,pdf,.pdf,F918B483,12033032,pdf-text-layer-needed,PDF requires text-layer extraction before source-context rows,source-corpus-entry/source-body-candidate,"owner lane should extract bounded source-context rows, witness indexes, term/register notes, then draft only where source-gated","source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2019/PRAVO 04-10-2019 (1).pdf,Persianate/Tajik,pdf,.pdf,AE5BC264,559597,pdf-text-layer-needed,PDF requires text-layer extraction before source-context rows,source-corpus-entry/source-body-candidate,"owner lane should extract bounded source-context rows, witness indexes, term/register notes, then draft only where source-gated","source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2019/PRAVO 04-10-2019.pdf,Persianate/Tajik,pdf,.pdf,AE5BC264,559597,pdf-text-layer-needed,PDF requires text-layer extraction before source-context rows,source-corpus-entry/source-body-candidate,"owner lane should extract bounded source-context rows, witness indexes, term/register notes, then draft only where source-gated","source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_8E491924_CURRENT_HEAD_SOURCE_GATE_CARRYFORWARD_20260706,SOURCE_GATE_ROWS_CARRYFORWARD_8E491924.csv,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,8e49192488fe23517eda3c58e5a7e1b7abf82bd0,carried-to-E88470EA; owner lane/B3 must verify before stronger use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9BBCB11B_SOURCE_GATE_CONTEXT_SCAFFOLD_20260706,SOURCE_GATE_ROWS_9BBCB11B.csv,slavic-reference-lanes/panslavic-interslavic-raw-20260609/Interslavic Math Sidecar 20260608/manual_facebook_group_downloads/by_inferred_year/2019/Кузнецов Н.В. (2019) Розказ в прекладѣ на меджусловјанскы.pdf,Persianate/Tajik,pdf,.pdf,ECA1172F,113289,pdf-text-layer-needed,PDF requires text-layer extraction before source-context rows,source-corpus-entry/source-body-candidate,"owner lane should extract bounded source-context rows, witness indexes, term/register notes, then draft only where source-gated","source-use/provenance/gap/generated-draft/non-canonical coordination only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",carried-to-8E491924; owner lane/B3 must verify before any stronger use,,,,,,
