row_group,rule,surface,replacement,source_file,line,context
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,138,"i každaja funkcija mod. \(\frp\) jest kongruentna konstantě, zajedno s možnošću vzeti ljubu funkciju kako nezavisnu proměnnu, vodi k najvažnějšemu pojmu, idučemu da"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,147,elu--Landsbergu transcendentno pomočno sredstvo razvijanja v redy i pojem točke vzety iz teorije funkcij stava na město teorije idealov. Nedavno Henselovo aritmetič
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,153,yh funkcij to možno opreděliti čistym jednačenjem; v slučaju algebraičnyh čisel obščejše algebraično rěšimym jednačenjem. Uproščenje pri algebraičnyh funkcijah jest
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,164,"i,\sigma)=0\) sut nerazložime jednačenja za \(s\) odnosno \(\sigma\); ili jošče obščejše črez adjunkciju konečnogo čisla elementov k \(K(\eta)\), s naležečimi neraz"
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,175,"eometričnoj teoriji tvoret osoblive težkosti, v obosnovanju aritmetične teorije vobče ne nastupajut; i zato „adjungovane funkcije“ takože ne sut potrěbne za izgradnj"
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,193,"\eta=\frac{\psi}{\chi}\) v osoblivoj točkě \(f(z,s)=0\) čislitelj i imenovatelj vobče muset izčezati, bylo pokazano vyše; že oni muset byti adjungovane, pokazuje raz"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,193,"oriji zadacha tvoriti jednoznačno vse točke absolutnoj Riemannovoj površiny --- obščejše, tvoriti vse funkcije, ktore stavajut beskonečne v danyh točkah --- izvršaj"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,209,"kde vse nastupajuče veličiny sut cělo racionalne v \(s,z\) (obščejše cěle i homogene v \(x_1,x_2,x_3\)). Iz tyh uslovij slěduje,\footnote{Brill-"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,214,"y, gde \(z=a,\delta=b\), odgovarja točka \(z=a,\delta=b\) od \(f(z,\delta)=0\); obščejše ideal \(\fra=\frp_1^{\,e_1}\cdots\frp_\rho^{\,e_\rho}\) tvori grupu toček,"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,234,"i \(\calB\) togda i samo togda, kogda \(\fra\) i \(\frb\) imajut jednak stepen; obščejše slěduje samo ekvivalentnost \(\calA\calN^\nu\) s \(\calB\calN^{\nu'}\) \((\"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,241,"grupy, ktoro tym bylo blizko predloženo, provedl R. König kako specialny slučaj obščejših pytanj; sr. osoblivo: Riemannsche Funktionen- und Differentialsysteme in d"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,247,"Kako analog Abelovogo teorema za algebraične čislove polja treba vzeti „zakon recipročnosti za \(\ell\)-te stepenne ostatky“, ktory za samo polje ili"
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,633,"_\sigma(x)\) pri tom po gore povedanom stajut cěločislovymi invariantami grupy, vobče s algebraično-cělymi koeficientami, bo \(\frH\) kromě \(A\) ne mora sadržati vs"
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,663,"imajut racionalno-cěle koeficienty. Pod tutym specialnym predpoloženjem, ktoro vobče za grupy \(\frH\) ne jest izpolnjeno, cěločislova konečnosť zato važi takože za"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper17/interslavic/v001/Noether_Paper17_Section03_Interslavic_v001.tex,34,"Oba vidy označajemo obščim imenom \textit{jednostranne moduly}; moduly, ktore sut i pravostranne i lěvos"
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/translations/paper17/interslavic/v001/Noether_Paper17_Section03_Interslavic_v001.tex,48,"oněže \(M_1G_2\) ne mora naležati k \(\mM\), kogda \(M_1\) naleži k \(\mM\), to vobče \(F_1G_1\) i \(F_2G_2\) ne morajut byti kongruentne. Zato pri \(M_1=0\), to jes"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper17/interslavic/v001/Noether_Paper17_Section03_Interslavic_v001.tex,52,"a \(F\me=\mx\) jest klas ostatkov, k ktoromu naleži polinom \(F\). V razlikě od obščih klasov ostatkov, tu takože produkt \(\mx\me\) jest dobro opreděljeny i ravny"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper17/interslavic/v001/Noether_Paper17_Section03_Interslavic_v001.tex,60,\mx_2\) takože klas ostatkov \(\mx_1+\mx_2\).\footnote{Tuto svojstvo možno by v obščejšem smyslu nazvati «modulnym svojstvom» grupy ostatkov.} 2. Ona imaje jedinicu
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/translations/paper17/interslavic/v001/Noether_Paper17_Section05_Interslavic_v001.tex,144,"o slěduje, že \(\mM_1,\ldots,\mM_k\) tvore totalno vzaimno prostu sistemu, važi vobče samo v komutativnom slučaju; sravni kontrapriměr 1 v \S~12.} Za \(k=2\) ``total"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper17/interslavic/v001/Noether_Paper17_Section06_Interslavic_v001.tex,55,"u proměnnu; jih čislo jest togda \(=1\), znači konečno, tako že čislo može byti vzeto kako konečno i za \(n-1\) proměnnyh. Tym tvrdženje jest dokazano."
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper17/interslavic/v001/Noether_Paper17_Section07_Interslavic_v001.tex,46,"aje, ne vsaky produkt \(\mb_\lambda\ma_\chi\) može byti nulovy. Bez ograničenja obščnosti tedy neha"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper17/interslavic/v001/Noether_Paper17_Section10_Interslavic_v001.tex,93,"klasy \(t_{i\varkappa}\) odnosno \(t_{\varkappa i}\), a prve dvě relacije (35), vzete zajedno, odpovědajut formulě (25) odnosno (26). Obratno iz tih relacij po Teor"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper19/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex,43,"o idealov v algebraičnyh čislovyh poljah, na idealy v ljubih oblastjah cělosti, obščejše v kolcevyh oblastjah}. Za razuměnje togo prěnosa najprvo navedemo razložne"
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/translations/paper19/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex,65,"y bazis. Bez takogo uslovja konečnosti nerazložime i proste idealy ne musili by vobče suščstvovati, kako pokazuje oblast vseh cělyh algebraičnyh čisel, v kotoroj ne"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper19/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex,67,"e se, že -- sootvětně četyrim harakterističnym svojstvam komponentov \(q\) -- v obščem slučaju suščstvujut četyri odvojene razloženja, ktore jedno iz drugogo nastaj"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper19/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex,69,"proste idealy;\footnote{Věrjetno ponad to sovpadajut takože eksponenty, i ještě obščejše sootvětne komponenty sut izomorfne.} izolovane idealy (\S~7), ktore nastupa"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper19/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex,73,"rěbna, i dostatno jest vměsto ideala razględati modul v odnosu k oblasti. V tom obščejšem slučaju ještě važi ravnost čisla komponentov pri dvoh različnyh razloženja"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper19/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex,75,"ne oblasti cělosti iz polinomov (\S~10). Ale i prosta oblast vseh parnyh čisel, obščejše vseh čisel dělimyh črez jedno ustaljeno čislo, uže dava priměr čestično odv"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper19/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex,81,"amo za klasy idealov, ne za same idealy. Poslědnji teorem jedinosti nahodi se v obščej rabotě,\footnote{E. Noether--W. Schmeidler, Moduln in nichtkommutativen Berei"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper19/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex,81,"jstvo komplementa (\S~3). Ale po razmyslam, ktore suščstveno sootvětujut tym iz obščej raboty, vse navedene teoremy možno takože razuměti kako aditivne razložne teo"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper19/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex,81,atkov i někotore podsistemy. Taj sistem klasov ostatkov tvori kolco takoj samoj obščnosti kako prvonačalno osnovano; imenno každo kolco možno razuměti kako sistem k
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper19/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex,83,"braičnymi, cěljami jego rabot; črez algebraično razširjenje on potom prihodit k obščejšim kolcam s mene ograničnymi uslovjami."
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper19/interslavic/v001/Noether_Paper19_Section01_Interslavic_v001.tex,24,\textbf{1.} Za osnovu vzeta oblast \(\Sigma\) naj bude (komutativno) kolco v abstraktnoj definiciji;\footn
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper19/interslavic/v001/Noether_Paper19_Section01_Interslavic_v001.tex,24,"naj bude (komutativno) kolco v abstraktnoj definiciji;\footnote{Definicija jest vzeta iz Fraenkelovej habilitacijskoj raboty, s izpuščenjem jego ograničnyh uslovij"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper19/interslavic/v001/Noether_Paper19_Section01_Interslavic_v001.tex,63,"e, Suppl. XI, \S~172, Satz VIII (4. izdanje); naš dokaz i označenje ``cěp'' sut vzete odtud. Za idealy iz polinomov pri Laskeru, cit. d., str. 56 (pomočny teorem)."
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper19/interslavic/v001/Noether_Paper19_Section02_Interslavic_v001.tex,75,mogo i jednogo k njemu komplementarnogo ideala. V redu (1) zato bez ograničenja obščosti vsi \(\ideal B_i\) mogut byti prijete kako nerazložime; povtorjenje gornjeg
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper20/interslavic/v001/Noether_Paper20_Interslavic_v001.tex,249,"ty od $\bar E(x)$ sut algebraično drobne čisla, tada $\mathfrak p$ treba takože vzeti različny od konečno mnogih prostyh idealov, ktore vhodjat v obči imenovatelj $"
obci_vobce,vobče/voobče->obće,voobče,obće,germanOut/translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,203,"budut $\rho$ linearno nezavisne linearne formy iz $\Amod$, ktore voobče ne budut tvoriti modulny bazis; neopreděljene $\xi$ označimo tako, že"
obci_vobce,vobče/voobče->obće,voobče,obće,germanOut/translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,257,dočim v slučaju polinomov jednoj neopreděljenej -- kde čislo ostatkovyh klasov voobče stavaje beskonečnym -- stepenj $\Norm(\Gmod\mid\Amod)$ stavaje jednak \emph{čis
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,357,"ficientami iz $P$. Pomnoženjem s vhodnym polinomom v $u$ možno, bez ograničenja obščnosti, smatrati $\alpha_\lambda(u)$ kako stepenove produkty v $u$. Zato važi:"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,478,"bči indukcijny korak. K tomu najprvo pokažemo, že za $\Gmod_0\mid\Mmod_0$ možno vzeti sistem predstaviteljev ograničeny po $x_1$; radi dělitelnosti $\gideal_1$ črez"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,583,"Gmod^*_{i-1}\mid\Mmod^*_{i-1}$, a zato i za $\Gmod_{i-1}\mid\Mmod_{i-1}$, možno vzeti sistem predstaviteljev ograničeny po $x_i$. To slěduje iz predstavjenja kvocie"
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,79,"talna problema, pri ktoroj razvila se teorija invariantov i aritmetična algebra vobče: \emph{jest li ta oblast cělosti konečna}, t. j. imaje li ona \emph{konečnu int"
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,144,"li teorem konečnosti invariantov byti zaostren vzhodno k \emph{cěločislovosti}, vobče ješče ne jest rěšeno. Pravda, kako pokazal Hilbert, teorem o idealnoj bazi važi"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,66,"tno kojih-koli dvoh $\frakq$ ne jest primarno. Kromě togo možno bez ograničenja obščnosti prijeti, že nijedno $\frakq$ ne vhodži v najmenše obče mnogokratno ostalyh"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper27/interslavic/v001/Noether_Paper27_Interslavic_v001.tex,29,"ajbitnějše za obču teoriju idealov, ibo možno jih shvatiti abstraktno. Soglasno obščim razložnym teoremam dostatočno jest dati definiciju za primarne idealy $\mathf"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper27/interslavic/v001/Noether_Paper27_Interslavic_v001.tex,29,"vivalent predstavjenja primarnyh idealov kako potencij prostyh idealov, ktoro v obščem slučaju -- napr. v konečnyh porjadkah algebraičnogo čislovogo polja -- veče n"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper30/section04/interslavic/v001/Noether_Paper30_Section04_Interslavic_v001.tex,71,"ako moduly zaměniti idealami v $\mR$,\footnote{Pri nekomutativnyh kolcah treba vzeti za osnovu dvustranne idealy.} i ako pojem modulnogo homomorfizma i modulnogo i"
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/translations/paper30/section06/interslavic/v001/Noether_Paper30_Section06_Interslavic_v001.tex,42,"ivo ako $\mR$ jest izčetno, kako v slučaju algebraičnogo čislovogo polja, togda vobče nikaky postulat izbora ne leži v osnově.} i vsakomu idealu kako vyznačenu bazu"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper30/section06/interslavic/v001/Noether_Paper30_Section06_Interslavic_v001.tex,52,"oženje nulovogo ideala v kolcu klasov ostatkov. Poněže ono jest kolco toj samej obščnosti, možno od početka predpostaviti, že ideal za razloženje jest nulovy ideal"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper30/section08/interslavic/v001/Noether_Paper30_Section08_Interslavic_v001.tex,50,"dpostavkah iz $\ma\mb=\ma\mc$ ne možno zaključiti $\mb=\mc$. Kako primjer možno vzeti kolco polinomov $K[x,y]$: $\ma=(xy)$, $\mb=(x^3,xy,y^2)$, $\mc=(x^2,y^2)$; dej"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/paper30/section10/interslavic/v001/Noether_Paper30_Section10_Interslavic_v001.tex,48,"nazyvaje se kompozicijny red $\mG$ dlugosti $r$, ako vse moduly cěpa sut različne i vsaky modul jest prosty v prědhodnom."
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/paper30/section10/interslavic/v001/Noether_Paper30_Section10_Interslavic_v001.tex,63,z vsaky prosty modul ide kompozicijny red; vse kompozicijne redy imajut jednaku dlugost i izomorfne kvocientne grupy do porjadka; črez vsaky vlastny modul ide kompozic
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/paper30/section10/interslavic/v001/Noether_Paper30_Section10_Interslavic_v001.tex,69,"dlugosti $r+1$, ako one važe za kratše redy. Ako $\mB$ jest drugi modul prosty v $\mG$,"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper31/introduction/interslavic/v001/Noether_Paper31_Introduction_Interslavic_v001.tex,45,"d. D. Math. Ver. 34, str. 121.} sistematičnu teoriju kolca kvocientov v ramkah obščejših izslědovanj daje H. Grell.\footnote{\emph{Beziehungen zwischen den Idealen"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper31/introduction/interslavic/v001/Noether_Paper31_Introduction_Interslavic_v001.tex,47,"piraje se, pokraj znanja teorije idealov, na to, že od samogo početka za osnovu vzeta jest teorija kolc konečnogo ranga i s tym obči pojem konečnogo razširjenja, a"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper31/section02_entry03/interslavic/v001/Noether_Paper31_Section02_Entry03_Interslavic_v001.tex,42,atočno jest razširjati oddělne komponenty. Pri tom $\overline{\mathfrak R}_i$ v obščem slučaju ne bude več primarno kolco.
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper31/section03_entry03/interslavic/v001/Noether_Paper31_Section03_Entry03_Interslavic_v001.tex,31,"očno jest razsmotriti pojedinu komponentu $\mathfrak R_i$. Zato bez ograničenja obščnosti možno predpolagati, že $\mathfrak R$ jest polje, imeno konečno razširjeno"
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/translations/paper31/section04_entry05/interslavic/v001/Noether_Paper31_Section04_Entry05_Interslavic_v001.tex,39,"se tymi samymi linearnymi formami v $\alpha_i$, odnosno v $\beta_i$; tym samym vobče $\gamma a$ i $\gamma b$ odgovarjajut jedno drugomu. Zato idealy $\mathfrak a$ i"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper31/section05_entry02/interslavic/v001/Noether_Paper31_Section05_Entry02_Interslavic_v001.tex,33,"togda, s uvagoju k punktu 1, neposrědnje čitamo: slěd elementa, vzety vzhodno k klasu, jest suma slědov, vzetyh vzhodno k komponentnym klasam."
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper31/section05_entry02/interslavic/v001/Noether_Paper31_Section05_Entry02_Interslavic_v001.tex,33,"1, neposrědnje čitamo: slěd elementa, vzety vzhodno k klasu, jest suma slědov, vzetyh vzhodno k komponentnym klasam."
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper31/section05_entry02/interslavic/v001/Noether_Paper31_Section05_Entry02_Interslavic_v001.tex,39,"slěd $\beta$, vzety vzhodno k klasu $(\mathfrak a)$, jest ravny slědu, vzetomu vzhodno k klasu $(\"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper31/section05_entry02/interslavic/v001/Noether_Paper31_Section05_Entry02_Interslavic_v001.tex,39,"slěd $\beta$, vzety vzhodno k klasu $(\mathfrak a)$, jest ravny slědu, vzetomu vzhodno k klasu $(\mathfrak b)$."
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper31/section05_entry02/interslavic/v001/Noether_Paper31_Section05_Entry02_Interslavic_v001.tex,41,"§4, 4, dalje slěduje: diskriminantny ideal komponentnogo ideala $\mathfrak b$, vzety vzhodno k klasu $(\mathfrak a)$, jest ravny diskriminantnomu idealu $\mathfrak"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper31/section05_entry02/interslavic/v001/Noether_Paper31_Section05_Entry02_Interslavic_v001.tex,41,"odno k klasu $(\mathfrak a)$, jest ravny diskriminantnomu idealu $\mathfrak b$, vzetomu vzhodno k komponentnomu klasu $(\mathfrak b)$."
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper31/section05_entry02/interslavic/v001/Noether_Paper31_Section05_Entry02_Interslavic_v001.tex,43,"I nakonec dostajemo: diskriminantny ideal $\mathfrak a$, vzety vzhodno k klasu $(\mathfrak a)$, jest ravny produktu diskriminantnyh idealov k"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper31/section05_entry02/interslavic/v001/Noether_Paper31_Section05_Entry02_Interslavic_v001.tex,43,"klasu $(\mathfrak a)$, jest ravny produktu diskriminantnyh idealov komponentov, vzetyh vzhodno k komponentnym klasam. Bo ako i za tvorjenje diskriminanta, i za tvor"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper31/section05_entry02/interslavic/v001/Noether_Paper31_Section05_Entry02_Interslavic_v001.tex,43,"a$, sootvětnu direktnoj sumě, togda baza diskriminantnogo ideala $\mathfrak a$, vzetogo vzhodno k $(\mathfrak a)$, dana jest črez"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper31/section05_entry03/interslavic/v001/Noether_Paper31_Section05_Entry03_Interslavic_v001.tex,31,"overline{\mathfrak R}$, togda diskriminantny ideal od $\overline{\mathfrak t}$, vzety vzhodno k $(\overline{\mathfrak a})$, jest takože razširjeny ideal v $\mathfra"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper31/section05_entry03/interslavic/v001/Noether_Paper31_Section05_Entry03_Interslavic_v001.tex,31,"ideal v $\mathfrak X$ togo diskriminantnogo ideala od $\mathfrak t$, ktory jest vzety vzhodno k $(\mathfrak a)$. Bo vsaka baza od $\mathfrak a$ ili $\mathfrak t$ je"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper31/section05_entry03/interslavic/v001/Noether_Paper31_Section05_Entry03_Interslavic_v001.tex,33,"jest razširjeny ideal togo diskriminantnogo ideala od $\mathfrak R$, ktory jest vzety vzhodno k glavnomu klasu $(\mathfrak R)$; tak definirany ideal v $\mathfrak Z$"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper31/section06_entry01/interslavic/v001/Noether_Paper31_Section06_Entry01_Interslavic_v001.tex,31,"m takoj bazy možno pokazati: ako $\mathfrak R$ jest primarno kolco, togda slěd, vzety vzhodno k glavnomu klasu (\S~4, 2), vsakogo elementa děljivogo črez sootvětny"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper31/section06_entry03/interslavic/v001/Noether_Paper31_Section06_Entry03_Interslavic_v001.tex,29,"vse bazne produkty različne od $e^2$ sut děljive črez $\mathfrak p$, i ih slěd, vzety vzhodno k glavnomu klasu, izčezaje. Tym izčezaje takože diskriminanta kako det"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper31/section06_entry05/interslavic/v001/Noether_Paper31_Section06_Entry05_Interslavic_v001.tex,29,"l od $\overline{\mathfrak R}$ jest produkt diskriminantnyh idealov komponentov, vzetyh vzhodno k tym komponentam. Te pojedine diskriminantne idealy nastavajut iz on"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper31/section06_entry07/interslavic/v001/Noether_Paper31_Section06_Entry07_Interslavic_v001.tex,29,"Ako vzeti $e_1,\ldots,e_n$ kako modulnu bazu, togda vsakomu elementu"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper31/section07_entry04/interslavic/v001/Noether_Paper31_Section07_Entry04_Interslavic_v001.tex,34,"adka $\mT$, utvorjenogo po bazi $\alpha_i$. Pri definiciji slěda za osnovu jest vzeta matrična predstavjenost, a ne predstavjenost črez konjugovane elementy, ktora"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper31/section07_entry05/interslavic/v001/Noether_Paper31_Section07_Entry05_Interslavic_v001.tex,34,"primarny. To, že $\mR$ porodžuje se nad $P$ črez adjunkciju jednogo elementa, v obščem slučaju ne jest pravda: dosta jest zaměniti jednu neoznačenu $x$ elementami $"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper31/section08_entry04/interslavic/v001/Noether_Paper31_Section08_Entry04_Interslavic_v001.tex,36,"$\alpha_1,\ldots,\alpha_n$, togda determinant $|S(\alpha_i\alpha_j)|$ može byti vzety kako baza diskriminantnogo ideala; definicija se pokryva s definicijeju v §7,"
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/translations/paper32/second_intro/interslavic/v001/Noether_Paper32_Second_Intro_Interslavic_v001.tex,34,"i od E. Noether; on opiraje se na modifikaciju prěklada od R. Brauera, v ktorom vobče bylo pokazano sušstvovanje minimalnogo razpadnogo polja, čij stepen prěvyšaje i"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper32/section01_general_splitting_fields/interslavic/v001/Noether_Paper32_Section01_General_Splitting_Fields_Interslavic_v001.tex,34,\noindent Za harakterizaciju obščih razpadnyh polj označimo s $\mA_r$ direktny produkt $\mA$ s matričnym kolcom s
obci_vobce,vobče/voobče->obće,voobče,obće,germanOut/translations/paper32/section02_cyclic_minimal_fields/interslavic/v001/Noether_Paper32_Section02_Cyclic_Minimal_Fields_Interslavic_v001.tex,33,"kvaternionnogo těla vsakogo parnogo stepena, to jest vsih stepenjev, kotore sut voobče možne za razpadne polja. Tako polje $P(\Theta)$ možno je za vsako $n\ge2$ defin"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper32/section02_idempotent_splitting_facts/interslavic/v001/Noether_Paper32_Section02_Idempotent_Splitting_Facts_Interslavic_v001.tex,37,"bilna predstavjenja tvorjut se idealami, jest glubši fakt.} Nekomutativno tělo, vzeto kako hyperkompleksny sistem v odnosu k svojemu centru, poslě razširjenja do hy"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper32/section02_quaternion_idempotent/interslavic/v001/Noether_Paper32_Section02_Quaternion_Idempotent_Interslavic_v001.tex,29,"\noindent Za tu neograničenost nyně kako primjer vozměmo kvaternionno tělo, vzeto kako hyperkompleksny sistem v odnosu k polju $P$ racionalnyh čisel; s bazisnym"
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/translations/paper33/complete/interslavic/v001/Noether_Paper33_Complete_Interslavic_v001.tex,46,"em o kompozicijnom redu ostavaje važny v formě: ako grupa s oblastju operatorov vobče imaje kompozicijny red, togda sistem faktor-grup jest v smyslu operatornogo izo"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/paper34/section03/interslavic/v001/Noether_Paper34_Section03_Interslavic_v001.tex,52,"\emph{togda one imajut tu samu dlugost: $r=s$, i kompozicijne faktory}"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/paper34/section03/interslavic/v001/Noether_Paper34_Section03_Interslavic_v001.tex,72,"\emph{Dokaz.} Vsaky normalny dělitelj imaje kompozicijny rjad; jego dlugost nazyvaje se dlugostju normalnogo dělitelja. Ako $\mA\subset\mB$, togda dlugost"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/paper34/section03/interslavic/v001/Noether_Paper34_Section03_Interslavic_v001.tex,72,"kaz.} Vsaky normalny dělitelj imaje kompozicijny rjad; jego dlugost nazyvaje se dlugostju normalnogo dělitelja. Ako $\mA\subset\mB$, togda dlugost $\mA$ jest menša než"
