delta_row_id,branch_commit,embedded_branch_head,language_gate,sublane,concept,target_rendering,term_alternatives_or_register_notes,source_file,source_context_locator,source_evidence_id,formula_neighboring_usage_note,reviewer_question,status_label,route_to_lane,hard_boundary,authority_boundary,b3_route,row_origin
212DFB-DRAFT-0057,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf,pdf-page-5:line-1:utf16-108,FA-IDEAL-003-E009,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0058,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf,pdf-page-5:line-13:utf16-28,FA-IDEAL-003-E010,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0059,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf,pdf-page-5:line-14:utf16-36,FA-IDEAL-003-E011,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0060,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf,pdf-page-5:line-15:utf16-1,FA-IDEAL-003-E012,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0061,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf,pdf-page-5:line-15:utf16-90,FA-IDEAL-003-E013,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0062,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf,pdf-page-6:line-6:utf16-11,FA-IDEAL-003-E014,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0063,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf,pdf-page-6:line-7:utf16-63,FA-IDEAL-003-E015,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0064,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf,pdf-page-6:line-8:utf16-1,FA-IDEAL-003-E016,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0065,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf,pdf-page-6:line-10:utf16-55,FA-IDEAL-003-E017,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0066,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf,pdf-page-6:line-10:utf16-19,FA-IDEAL-003-E018,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0067,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf,pdf-page-6:line-13:utf16-33,FA-IDEAL-003-E019,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0068,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf,pdf-page-6:line-17:utf16-71,FA-IDEAL-003-E020,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0069,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf,pdf-page-6:line-18:utf16-75,FA-IDEAL-003-E021,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0070,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf,pdf-page-6:line-19:utf16-28,FA-IDEAL-003-E022,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0071,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf,pdf-page-6:line-19:utf16-107,FA-IDEAL-003-E023,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0072,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf,pdf-page-6:line-20:utf16-83,FA-IDEAL-003-E024,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0073,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,linear algebra,جبر خطی,جبر خطی; جبر برداری only if a source row independently supports it,language-source-bodies/rtl-persianate-arabic,linear algebra,S06-RTL-0098;S06-RTL-0099;S06-RTL-0183;S06-RTL-0186,"Use Persian RTL prose around unchanged LTR formulas; do not Persianize variable names such as A, x, V unless source context does.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,fa_IR scoped draft support only,"fa_IR evidence does not authorize Dari, Tajik, Urdu, Arabic, or Pan-Turkic rows.","generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0074,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring / module / ideal / Noetherian,حلقه / مدول / ایده‌آل / نوتری,حلقه; مدول; ایده‌آل; ایده آل; جبر نوتری,language-source-bodies/rtl-persianate-arabic,"ring, module, ideal, Noetherian algebra",S06-RTL-0092;S06-RTL-0093;S06-RTL-0094;S06-RTL-0095;S06-RTL-0096;S06-RTL-0097;S06-RTL-0098;S06-RTL-0099,"For R-modules, keep the hyphen or math notation stable: R-مدول or مدول روی R according to local source context.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,fa_IR scoped draft support only,Persian/Farsi rows do not cover Arabic or Dari/Tajik without their own witnesses.,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0075,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,prs_AF,Dari/Persian Afghanistan,linear algebra,جبر خطی,الجبر خطی; جبر خطی,language-source-bodies/rtl-persianate-arabic,Dari linear algebra and algebra course/book witnesses,S06-RTL-0109;S06-RTL-0110;S06-RTL-0114;S06-RTL-0115;S06-RTL-0116;S06-RTL-0117;S06-RTL-0164;S06-RTL-0165,Dari RTL prose should keep formulas and course codes LTR; do not import Iran-only register without a Dari source row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,prs_AF scoped draft support only,Dari support is not Persian/Farsi support and not Tajik support.,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
