status,priority,lane,primary_table,row_index_previous,row_index_current,match_method,source_title,target_language_or_access_target,source_url,current_is_target_language_witness,context_reason,missing_applicable_fields_previous,exact_missing_current,alias_satisfied_current,unresolved_current,special_repair_or_reclassification,recommended_action,non_claim_boundary
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,36,36,row_index_1_based,Sign2MINT candidate entry pointer: Summe (15390698211663808:770),Signed language; DGS,https://sign2mint.de/entry/Summe/15390698211663808%3A770,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,37,37,row_index_1_based,Sign2MINT candidate entry pointer: Summe (15390698211663808:771),Signed language; DGS,https://sign2mint.de/entry/Summe/15390698211663808%3A771,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,38,38,row_index_1_based,Sign2MINT candidate entry pointer: Funktion (5750242766511595:651),Signed language; DGS,https://sign2mint.de/entry/Funktion/5750242766511595%3A651,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,39,39,row_index_1_based,Sign2MINT candidate entry pointer: Gleichung (5750242766511595:1695),Signed language; DGS,https://sign2mint.de/entry/Gleichung/5750242766511595%3A1695,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,40,40,row_index_1_based,Sign2MINT candidate entry pointer: Algorithmus (14548230564932464:479),Signed language; DGS,https://sign2mint.de/entry/Algorithmus/14548230564932464%3A479,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,41,41,row_index_1_based,Sign2MINT candidate entry pointer: Algorithmus (15390698211663808:610),Signed language; DGS,https://sign2mint.de/entry/Algorithmus/15390698211663808%3A610,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,42,42,row_index_1_based,Goettingen DGS math video route: E3.1 Summen und Summenzeiche,Signed language; DGS,https://studip.uni-goettingen.de/plugins.php/mediacastplugin/media/check/3ace0f08847331147c0daf15e4c39c0e/828e21a3e80e1086e4d238f1c9e1c1fd/127?v=E3.1_Summen_und_Summenzeiche.mp4,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,43,43,row_index_1_based,Goettingen DGS math video route: 2024 Learning Nuggets video,Signed language; DGS,https://studip.uni-goettingen.de/plugins.php/mediacastplugin/media/check/3ace0f08847331147c0daf15e4c39c0e/e853f1b675b287975acdea6f83872c93/127?v=2024_Learning_Nuggets_Video_.mp4,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,44,44,row_index_1_based,Sign2MINT app shell plus runtime/polyfills/main/styles assets,Signed language; DGS,https://sign2mint.de/page/about,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,45,45,row_index_1_based,Sign2MINT sign-count category cache,Signed language; DGS,https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,46,46,row_index_1_based,Sign2MINT signSearch targeted math/statistics probe set,Signed language; DGS,https://api.sign2mint.de/dictionaryService/v1/signSearch,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,47,47,row_index_1_based,Sign2MINT dictionaryEntry selected detail probe set,Signed language; DGS,https://api.sign2mint.de/dictionaryService/v1/dictionaryEntry,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,48,48,row_index_1_based,Sign2MINT selected video/thumbnail route HEAD metadata,Signed language; DGS,https://cdn.openmind-server.de/sign2mint/video/,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,49,49,row_index_1_based,Fachgebaerdenlexikon specialist/vocational sign dictionary comparator,Signed language; DGS,https://fachgebaerdenlexikon.de/de/home/,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,50,50,row_index_1_based,University of Goettingen mathematics videos in DGS page,Signed language; DGS,https://www.uni-goettingen.de/de/videos%2Bin%2Bdeutscher%2Bgeb%C3%A4rdensprache%2B%28dgs%29/693397.html,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,51,51,row_index_1_based,LexiqueLSQ category route: Science et technologie,Signed language; LSQ,https://lexiquelsq.ca/theme/science-et-technologie/,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,52,52,row_index_1_based,LexiqueLSQ category route: Mathematique,Signed language; LSQ,https://lexiquelsq.ca/theme/mathematique/,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,53,53,row_index_1_based,LexiqueLSQ category route: Arithmetique,Signed language; LSQ,https://lexiquelsq.ca/theme/arithmetique/,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,54,54,row_index_1_based,LexiqueLSQ category route: Algebre,Signed language; LSQ,https://lexiquelsq.ca/theme/algebre/,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,55,55,row_index_1_based,LexiqueLSQ category route: Probabilites,Signed language; LSQ,https://lexiquelsq.ca/theme/probabilites/,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,56,56,row_index_1_based,LexiqueLSQ category route: Statistique,Signed language; LSQ,https://lexiquelsq.ca/theme/statistique/,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,57,57,row_index_1_based,LexiqueLSQ category route: Geometrie,Signed language; LSQ,https://lexiquelsq.ca/theme/geometrie/,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,58,58,row_index_1_based,LexiqueLSQ category route: Geometrie analytique,Signed language; LSQ,https://lexiquelsq.ca/theme/geometrie-analytique/,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,59,59,row_index_1_based,LexiqueLSQ category route: Graphes,Signed language; LSQ,https://lexiquelsq.ca/theme/graphes/,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,60,60,row_index_1_based,LexiqueLSQ category route: Matrices,Signed language; LSQ,https://lexiquelsq.ca/theme/matrices/,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,61,61,row_index_1_based,LexiqueLSQ category route: Mathematiques financieres,Signed language; LSQ,https://lexiquelsq.ca/theme/mathematiques-financieres/,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,62,62,row_index_1_based,LexiqueLSQ candidate concept pointer: Abscisse,Signed language; LSQ,https://lexiquelsq.ca/single-word/?word=8193,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,63,63,row_index_1_based,LexiqueLSQ candidate concept pointer: Amplitude,Signed language; LSQ,https://lexiquelsq.ca/single-word/?word=406,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,64,64,row_index_1_based,LexiqueLSQ candidate concept pointer: Amplitude d'une classe,Signed language; LSQ,https://lexiquelsq.ca/,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,65,65,row_index_1_based,LexiqueLSQ candidate concept pointer: Angle inscrit,Signed language; LSQ,https://lexiquelsq.ca/single-word/?word=7749,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,66,66,row_index_1_based,LexiqueLSQ candidate concept pointer: Binome,Signed language; LSQ,https://lexiquelsq.ca/single-word/?word=4997,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,67,67,row_index_1_based,LexiqueLSQ candidate concept pointer: Nombre rationnel,Signed language; LSQ,https://lexiquelsq.ca/single-word/?word=6258,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
