id,isv,addition,partOfSpeech,type,en,sameInLanguages,genesis,ru,be,uk,pl,cs,sk,sl,hr,sr,mk,bg,cu,de,nl,eo,frequency,intelligibility,using_example
28928,obscati,(obsci),v.tr. pf.,1,piss on,v z sl,,"обмочить, обоссать, обсикать","абмачыць, абасцаць, абсцыкаць, абпі́саць","обмочити, обісцяти",obsikać,"pochcat, obechcat, pomočit, počůrat","počúrať, občúrať",!pomočiti,"popišati, pomokriti","попишати, измокрити",измоча,изпикая,!,!anpissen,"pissen op, zeiken op",!pis sur,682,pl+,!
33477,obscennosť,,f.,2,obscenity,z yu,,"непристойность, неприличность","непрыстойнасць, бессаромнасць",непристойність,obsceniczność,obscénnost,obscénnosť,!nespodobnost,"opscenost, skarednost","опсценост, простаклук, просташтво, непристојност",напристојност,"неприличност, непристойност",!,!Obszönität,obsceniteit,!obscenaĵo,1507,cs+ pl+ sk+,!
33476,obscenny,,adj.,2,obscene,z yu,,"непристойный, неприличный, обсценный","непрыстойны, бессаромны, брыдкі, пахабны","непристойний, обсценний",obsceniczny,obscénní,obscénny,"!nespodoben, obscen","opscen, skaredan","опсцен, простачки, непристојан",непристоен,"неприличен, непристоен",!,!obszön,obsceen,!obscenaj,1615,cs+ pl+ sk+,!
28929,obsęg,,m.sg.,,"scope, coverage, perimeter",,,"протяжение, район, окружность","абсяг, ахоп, дыяпазон, пакрыццё","обсяг, діапазон, покриття","zasięg, zakres, obwód","rozsah, pokrytí, rámec, obsah, okruh","rozsah, pokrytie, rámec, obsah, okruh",!obseg,opseg,"опсег. обим, размера, обујам","опсег, опфат, обем","обхват, обсег",!,"!Umfang, Reichweite, Perimeter","bereik, scope, omtrek","!amplekso, kovrado, perimetro",4927,be+ bg+ cs+ hr+ mk+ pl+ ru- sk+ sr+ uk+,!Glavne pytanja v njih tyčut se formy i **obsega** takogo alfabeta.
28930,obsęgati,,v.tr. ipf.,,"encompass, envelop, include, cover",,,"охватывать, занимать, включать","ахапляць, ахопліваць, абдымаць, абхапляць, агарняць, агартаць, апяразваць","осягати, охоплювати, займати, включати","obejmować, ogarniać, uwzględniać","obsahovat, zahrnovat, obklopovat, pokrývat","obsahovať, zahŕňať, obklopovať, pokrývať",!obsegati,"opsezati, obuhvaćati, obasizati, obasezati",обухватати,опфаќа,обхващам,!,"!encompass, umhüllen, umfassen Abdeckung",omvatten,"!Encompass, envolvi, inkluzivi, kovrilo",2702,cs+ pl+,!Glavne pytanja v njih tyčut se formy i **obsega** takogo alfabeta.
28931,obsęgnųti,,v.tr. pf.,,"encompass, envelop, include, cover",,,"охватить, занять, включить","асягнуць, ахапіць, абхапіць, аперазаць","осягти, охопити, зайняти, включити","objąć, ogarnąć, uwzględnić","obsáhnout, zahrnout, obklopit, pokrýt","obsiahnuť, zahrnúť, obklopiť, pokryť",!obsegati,"opsegnuti, obuhvatiti",обухватати,опфати,обхвана,!,"!encompass, umhüllen, umfassen Abdeckung",omvatten,"!Encompass, envolvi, inkluzivi, kovrilo",2810,cs+ pl+,!
29597,obsějati,(obsěje),v.tr. pf.,1,sow (a field),,,засеять,"засеяць, усеяць",засіяти,obsiać,"zasít, osít","zasiať, osiať","!posejati, zasejati","zasijati, posijati","засејати, посејати","засее, насее","засее, насее",!,!sät (ein Feld),inzaaien,!porkino (kampo),2366,pl+ uk+,!
28935,obsějivati,,v.tr. ipf.,1,sow (a field),,,"засевать, засеивать","засяваць, усейваць, абнасеньваць",засівати,obsiewać,"sít, zasívat, osívat","siať, zasievať, osievať",!posejati,sijati,"засејавати, сејати","засејува, сее","засявам, насявам",!,!sät (ein Feld),inzaaien,!porkino (kampo),1106,pl+,!
33383,obsěkati,,v.tr. ipf.,1,truncate,,,"обрезать, усекать","абразаць, абцерабляць, ацерабляць пацерабляць, асякаць, абцінаць, усякаць, уцінаць, зрэзваць","обсікати, відділяти, обтинати, обрізати, обрізувати",obcinać,"osekávat, usekávat, odřezávat","usekávat, odrezávať",!obsekati,"odsijecati, sjeći, rezati",одсецати,крати,съкращавам,!,!kürzen,"afknotten, couperen",!malpligrandigi,1398,pl+ uk+,!
28933,obsěkti,,v.tr. pf.,1,truncate,,,"обрезать, усечь","абрэзаць, абцерабіць, ацерабіць, пацерабіць, асякаць, асячы, абсякаць, абсячы, абцяць, усячы, уцяць","обрізати, відділити, обсікти, обтяти",obetnąć,"oseknout, useknout, odříznout","oseknúť, odseknúť, odrezať",!odrezati,"odsjeći, odrezati",одсећи,скрати,"съкратя, отсека",!,!kürzen,"afknotten, couperen",!malpligrandigi,728,pl+ uk+,!Črěz 8 dnjev on je byl **obsěčeny** i nazvany Isusom v Jeruzalemskom Hramu.
23247,observacija,,f.,1,observation,,I,"наблюдение, слежка","нагляданне, назіранне, нагляд, сочка, сачэнне","спостереження, стеження",obserwacja,pozorování,pozorovanie,!opazovanje,"opservacija, opažanje, opažaj, promatranje, opaska, primjedba",опсервација,"опсервација, набљудување",наблюдение,!,!Überwachung,observatie,!observado,5160,bg+ hr+ mk+ pl+ ru- sk~ sr+ uk~,!Naučniki osnovyvajut teoriju velikogo izbuha na mnogyh **observacijah**.
35763,observatorija,,f.,1,observatory,v z j,I,обсерватория,"абсерваторыя, наглядальня",обсерваторія,obserwatorium,observatoř,observatórium,!observatorij,opservatorij,"опсерваторија, опсерваторијум",опсерваторија,"обсерватория, наблюдателница",!,!Observatorium,observatorium,!observatorio,3751,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sr+ uk+,!
19935,observovati,,v.tr. ipf.,1,observe,,I,"наблюдать, следить","наглядаць, назіраць, спасцерагаць, сачыць, віжаваць, пільнаваць","спостерігати, стежити",obserwować,pozorovat,pozorovať,!opazovati,"opservirati, promatrati, motriti, opažati","опсервирати, посматрати, осматрати","опсервира, набљудува",наблюдавам,!,!beobachten,observeren,!observi,5220,bg- hr+ pl+ ru- sk+ sr+ uk~,!
36309,obsesija,,f.,2,obsession,z yu mk,I,"мания, одержимость","манія, апантанасць, апанаванасць, утраплённасць","манія, одержимість",obsesja,"posedlost, obsese","posadnutosť, obsesia",!obsedenost,"opsesija, opsjednutost, manija",опсесија,опсесија,обсебване,!,!Obsession,obsessie,!obsedo,3829,cs~ hr+ mk+ pl+ ru- sk+ sr+ uk-,!
35142,obsęžny,,adj.,2,"comprehensive, exhaustive",cs yu mk,,"всеобъемлющий, всесторонний, исчерпывающий","усеабдымны, усебаковы, вычарпальны, поўны","всеосяжний, всебічний, вичерпний",wyczerpujący,"vyčerpávající, úplný","vyčerpávajúci, úplný",!obsežen,"opsežan, opširan, širok, obiman, scrpan","опсежан, исцрпан","опсежен, сеопфатен","изчерпателен, всеобхватен",!,"!umfassende, erschöpfende","uitvoerig, diepgaand, grondig","!ampleksa, ĝisfunda",2980,pl-,!
18032,obsidian,,m.,1,obsidian,,I,обсидиан,абсідыян,обсидіан,"obsydian, izofir",obsidián,obsidián,!obsidian,opsidijan ,опсидијан (еруптивна стена),опсидиан (еруптивен камен),обсидиан,!,!Obsidian,obsidiaan,!obsidiana,1486,bg+ cs+ mk+ pl+ ru+ sk+ uk+,!
4225,obslědovańje,,n.,3,"survey, inspection, examination",ru be,,"обследование, проверка, инспекция","абследаванне, абследванне, агляданне, агледзіны, інспектаванне, інспекцыя","обстеження, перевірка, інспекція","badanie, inspekcja, przegląd","dozor, kontrola, inspekce, prohlídka, prověrka, přezkum","dozor, kontrola, inšpekcia, prehliadka, previerka, preskúmanie",!pregled,"ispitivanje, pregled, inspekcija, nadzor, kontrola","испитивање, истраживање, преглед, инспекција","истражување, проверка, испитување, инспекција","проучване, изследване",!,"Untersuchung, Überprüfung","onderzoek, inspectie, keuring","!enketon, inspektado, ekzameno",4655,bg+ hr+ pl- ru+ sk+ sr- uk+,!
9891,obslědovatelj,,m.anim.,3,"surveyor, inspector, examiner",ru be,,"инспектор, контролёр, ревизор, обследователь, проверяющий","інспектар, кантралёр, рэвізор, наглядчык, правяральнік","інспектор, контролер, ревізор, дослідник","badacz, inspektor","šetřitel, inspektor, kontrolor, revizor","inšpektor, kontrolór, revízor","!inšpektor, pregledovalec","ispitivač, kontrolor, nadzornik",истраживач,"истражувач, испитувач, инспектор",изследовател,!,!Landvermesser,"onderzoeker, inspecteur","!agrimensor, inspektisto, ekzamenanto",3208,pl- ru+,!
4224,obslědovati,,v.tr. ipf.,3,"survey, inspect, examinate",ru be,,"обследовать, проверять, инспектировать","абследаваць, абследваць, правяраць, інспектаваць","обстежувати, перевіряти, інспектувати","badać, inspektować","dozorovat, šetřit, mapovat, kontrolovat, dohlížet","dozorovať, šetriť, mapovať, kontrolovať, dozerať, dohliadať",!preiskovati,"ispitivati, pregledavati, nadzirati, kontrolirati","испитивати, истраживати","испитува, истражува, проверува","проучвам, изследвам",!,"untersuchen, überprüfen","onderzoeken, inspecteren, keuren","!enketon, inspekti, examinate",1562,pl-,!
5706,obsluga,,f.,1,"handling, operating, operation",,,обслуживание,"абслугоўванне, абслуга",обслуговування,obsługa,obsluha,obsluha,!postrežba,"rukovanje, upravljanje, ravnanje","руковање (нечим), коришћење (нечега)","ракување, управување, функционирање","обслужване, управление",!,"!Handhabung, Bedienung, Betrieb",bediening,"!uzado, mastruma, operacio",5852,be+ bg+ cs+ hr+ pl+ ru- sk+ sr- uk+,!
5167,obslugovati,,v.tr. ipf.,1,"handle, operate",,,обслуживать,абслугоўваць,обслуговувати,obsługiwać,obsluhovat,obsluhovať,!servisirati,opsluživati,опслуживати,опслужува,обслужвам,!,"!Griff, bedienen",bedienen,"!anso, funkciigi",4543,cs+ hr+ pl+ ru+ sk+ sr+ uk+,!
5704,obslužiti,,v.tr. pf.,1,"handle, operate",,,обслужить,абслужыць,обслужити,obsłużyć,obsloužit,obslúžiť,"!oskrbeti, postreči",opslužiti,опслужити,опслужи,обслужа,!,"!Griff, bedienen",bedienen,"!anso, funkciigi",3947,cs+ hr+ pl+ ru+ sk+ sr+ uk~,!
28939,obsȯhnųti,,v.intr. pf.,1,dry (intr.),,,"обсохнуть, засохнуть","абсохнуць, засохнуць, усохнуць, ссохнуць, закарэць, скарэць, накарэць","обсохнути, обсохти",obeschnąć,oschnout,obschnúť,"!obiti se, posušiti se",isušiti,"исушити, ресушити, исцрпсти","исуши, пресуши",изсуша,!,!trocken (intr.),verdrogen,!sekigi (intr.),1225,pl+ uk+,!
34123,obsȯhnųti,,v.intr. pf.,1,"wither, become dry",v z j,,"засохнуть, увянуть","засохнуць, усохнуць, ссохнуць, звяць, звянуць, завянуць, замарнець","засохнути, зав'янути","uschnąć, osuszyć się",uschnout,uschnúť,!osušiti se,osušiti,"осушити, сасушити","венее, исуши",изсуша,!,"!welken, werden trocken",verdrogen,"!velkis, velkis",2269,pl+,!
34124,obsȯhnųti,,v.intr. pf.,2,pine away,ub z,,зачахнуть,"засохнуць, змарнець, памарнець, зачаўрэць, закажанець, зачахнуць, счэзнуць, заныдвіць","захиріти, зачахнути",uschnąć z tęsknoty,"utrápit se, uhynout steskem","utrápit sa, uhynúť clivotou",!usahniti,"usahnuti, uvenuti","свиснути, венути, усахнути (од туге, бола)","венее, овена",вехна,!,!dahinsiechen,wegkwijnen,!malfelicxa,1494,pl+ uk-,!
28940,obsrati,,v.tr. pf.,,shit on,,,обосрать (вульг.),"абсерці, абасраць",обісрати (вульг.),obsrać,"nasrat, obesrat","nasrať, obsrat",!posrati,"posrati, nasrati","осрати, посрати",посере,"посере, осере",!,!scheiße auf,"poepen op, schijten op",!shit sur,1436,cs+ pl+,!
18034,obsrědina,,f.,5,environment,,,"среда, окружение","асяроддзе, акружэнне","середовище, оточення","środowisko, otoczenie",prostředí,prostredie,"!okolje, sredina","okolina, sredina, okoliš","окружење, средина","опкружување, животна средина",среда,!,!Umgebung,"omgeving, milieu",!medio,6381,bg~ cs~ hr+ pl~ ru- sk- sr+ uk~,!Kameni ili solnečno světlo sut čestju neživoj **obsrědiny**.
9895,obstajati,,v.intr. ipf.,1,exist,,,"обстоять, существовать","існаваць, быць, з'яўляцца.","існувати, бути",istnieć,"existovat, být","existovať, byť",!obstajati,"postojati, opstojati, egzistirati, bivstvovati",постојати,опстојува,съществувам,!,"bestehen, existieren",bestaan,!ekzistas,4960,bg- hr+ pl~ ru~ sk- sr- uk~,!
9897,obstajati,,v.intr. ipf.,1,"stay, spend time",,,"находиться, проводить время","знаходзіцца, нахадзіцца, быць, бавіцца","знаходитися, проводити час","przebywać, spędzać czas","pobývat, trávit čas","zdržiavať, tráviť čas",!bivati,boraviti,боравити,престојува,престоявам,!,"!bleiben, verbringen Sie Zeit",verblijven,"!restado, elspezi tempon",5208,bg- hr- pl~ ru- sk- sr- uk-,!
1090,obstanavjati sę,,v.refl. ipf.,1,stop,,,останавливаться,"спыняцца, запінацца, запыняцца, застанаўлівацца, сунімацца, стрымлівацца","зупинятися, затримуватися",zatrzymywać się,zastavovat se,zastavovať sa,ustavljati se,zaustavljati se,заустављати се,се запира,спирам се,!,"anhalten, stoppen","stoppen, ophouden",!haltejo,4978,bg- hr+ pl+ ru- sk+ sr- uk+,!
34789,obstanavjati,,v.tr. ipf.,1,stop,,,останавливать,"спыняць, затрымліваць, сунімаць, прыпыняць","зупиняти, затримувати",zatrzymywać,zastavovat,zastavovať,ustavljati,zaustavljati,заустављати,запира,спирам,!,"halten, anhalten, stoppen","stoppen, doen ophouden",!haltejo,4939,bg- hr+ pl+ ru~ sk+ sr- uk-,!
2797,obstanoviti sę,,v.refl. pf.,1,stop,,,остановиться,"спыніцца, затрымацца, супыніцца, запнуцца, застанавіцца, прыпыніцца, сутрымацца, суняцца","зупинитися, затриматися",zatrzymać się,zastavit se,zastaviť sa,ustaviti se,zaustaviti se,зауставити се,се запре,спра се,!,"anhalten, stoppen","stoppen, ophouden",!haltejo,6525,bg- hr- pl+ ru- sk+ sr- uk~,!
34790,#obstanoviti,,v.tr. pf.,1,stop,,,остановить,"спыніць, затрымаць, запыніць, стрымаць, суняць, супыніць","зупинити, затримати",zatrzymać,zastavit,zastaviť,ustaviti,zaustaviti,зауставити,запре,спра,!,"halten, anhalten, stoppen","stoppen, doen ophouden",!haltejo,6738,bg- hr- pl+ ru- sk~ sr- uk-,!
21930,obstųpati,,v.tr. ipf.,2,surround,ru pl cz,,"обступать, окружать","абступаць, абставаць, акружаць, абкружаць, абсаджваць, апаноўваць, атульваць, акучваць, акаляць, асядаць, атачаць","обступати, оточувати","obstępować, otaczać","obklopovat, obstupovat","obklopovať, obstupovat",!obkrožati,"okruživati, opkoljavalti",окруживати,опкружува,обкръжавам,!,!umgeben,"omgeven, omringen, omsingelen",!surround,927,cs+ pl+ uk+,!
21931,obstųpiti,,v.tr. pf.,2,surround,ru pl cz,,"обступить, окружить","абступіць, абстаць, акружыць, абкружыць, атуліць, атачыць, абсесці, апанаваць","обступити, оточити","obstąpić, otoczyć","obklopit, obstoupit","obklopiť, obstúpiť",!obkrožiti,"okružiti, opkoliti",окружити,опкружи,обкръжа,!,!umgeben,"omgeven, omringen, omsingelen",!surround,765,cs+ pl+ uk+,!
3067,obsvětliti,,v.tr. pf.,1,"highlight, light up",,,осветить,"асвятліць, асвяціць",освітити,oświetlić,osvětlit,osvetliť,!osvetliti,osvijetliti,осветлити,осветли,осветля,!,!Markieren,verlichten,"!elstara, malpeza supren",3558,cs+ hr+ pl+ ru+ sk+ uk+,!
1713,obsvětljati,,v.tr. ipf.,1,"highlight, light up",,,освещать,"асвятляць, асвечваць",освітлювати,oświetlać,osvětlovat,osvetľovať,!osvetljevati,osvjetljavati,осветљавати,осветлува,осветлявам,!,!Markieren,verlichten,"!elstara, malpeza supren",2735,pl+,!
28950,obsyhati,,v.intr. ipf.,1,dry (intr.),,,засушивать,засушваць,засушувати,obsychać,osychat,vysychať,!sušiti,sušiti,сушити,"исушува, пресушува",изсушавам,!,!trocken (intr.),uitdrogen,!sekigi (intr.),1145,pl+,!
34125,obsyhati,,v.intr. ipf.,1,"wither, become dry",v z j,,"засыхать, усыхать","засыхаць, усыхаць, ссыхаць, закарваць, смягнуць, каржавець, каржэць","засихати, усихати","usychać, osuszać się",usychat,obsychať,"!oveneti, usahniti","sahnuti, venuti","венути, постајати сув","венее, суши",изсъхвам,!,"!welken, werden trocken",verdrogen,"!velkis, velkis",1399,pl+,!
34127,obsyhati,,v.intr. ipf.,2,pine away,ub z,,"чахнуть, изнывать","чахнуць, чэзнуць, сохнуць, марнець, заміраць, замерці, ныдвіць, таўрыць, пятрэць, петраць, мадзець, чаўрэць","хиріти, чахнути, знемагати",usychać z tęsknoty,"chřadnout, hynout steskem","chradnúť, hynúť clivotou","!sušiti se, veneti","venuti, čeznuti, žudjeti","венути (од чежње, жеље)","венее, овенува",вехна,!,!dahinsiechen,wegkwijnen,!malfelicxa,1632,pl+,!
9888,obsypati,,v.tr. pf.,1,strew,,,"посы́пать, усы́пать, обсы́пать","пасы́паць, патрусіць, пацерушыць, зацерушыць, ацерушыць, усы́паць, абсы́паць","посипати, обсипати",obsypać,posypat,posypať,!posuti,"posipati, posuti, zasipati, zasuti","посути, расути","опсипе, посипе",посипя,!,!streuen,bestrooien,!strew,1209,pl+ uk+,!
16287,obsypyvati,,v.tr. ipf.,1,strew,,,"посыпа́ть, усыпа́ть, обсыпа́ть","пасыпа́ць, пацярушваць, усыпа́ць, абсыпа́ць, зацярушваць, ацярушваць","посипа́ти, обсипа́ти",obsypywać,posypávat,posypávať,"!obsipati, posipati","posipati, posuti, zasuti, zasipati","посипати, посипавати","опсипува, посипува",посипвам,!,!streuen,bestrooien,!strew,897,cs+ pl+,!
32822,obširno,,adv.,1,"extensively, at length",,,"обширно, широко, объёмно","шырока, вяліка, вялізна, аб'ёмна","обширно, широко, об'ємно","obszernie, rozlegle",obšírně,obšírne,!obširno,"opširno, podrobno, detaljno, iscrpno, potanko","опширно, обимно",опширно,обширно,!,"!umfassend, ausführlich","uitvoerig, uitgebreid","!vaste, finfine",3211,bg+ cs+ mk+ pl+ ru+ sk+ sr+ uk+,!
32821,obširnosť,,f.,1,extensivity,,,"обширность, объёмность","шырокасць, шырыня, велічыня, аб'ёмнасць","обширність, об'ємність",obszerność,"obšírnost, rozáhlost","obšírnosť, rozsiahlosť",!obsežnost,opširnost,опширност,опширност,обширност,!,!Extensivität,"uitvoerigheid, uitgebreidheid",!extensivity,1024,bg+ cs+ mk+ pl+ ru+ sk+ sr+ uk+,!
28946,obširny,,adj.,1,"extensive, ample, wide",,,"обширный, объёмный, широкий","шырокі, вялікі, вялізны, аб'ёмны","обширний, об'ємний, широкий","obszerny, rozległy","obšírný, rozsáhlý, široký","obšírny, rozsiahly, široký",!obširen,"opširan, podroban, detaljan, iscrpan",опширан,опширен,"обширен, просторен, широк",!,"!umfangreich, reichlich, breit","uitvoerig, uitgestrekt, wijd","!vasta, ampleksa, larĝa",3233,cs+ pl+ sk+,!Jego slovosbor imal **obširny** vliv iz latinskogo i němečskogo jezykov.
36219,obšiťje,,f.,2,hem (clothes),ru be pl sh,,"обшивка, кайма, окантовка","абшыўка, аблямоўка, ашалёўка","облямівка, кромка, обшивка, облямування","obszycie, obszywka, obrąbek, obrębek","lem, obšívka, obšití","lem, obšívky",!obloga,"opšitak, obrub, porub","обруб, поруб, руб","опшивка, раб",обшивка,!,!Saum (Kleidung),zoom,!hm (vesto),1800,pl+,!
36218,obšivka,,f.,2,hem (clothes),ru be pl sh,,"обшивка, кайма, окантовка","абшыўка, аблямоўка, ашалёўка","облямівка, кромка, обшивка, облямування","obszycie, obszywka, obrąbek, obrębek","lem, obšívka","lem, obšívky","!obroba, obšiv","opšitak, obrub, porub","опшивак, опшивка","опшивка, раб",обшивка,!,!Saum (Kleidung),zoom,!hm (vesto),1486,be+ bg+ cs+ mk+ pl+ ru+ sk+ sr+ uk+,!
3133,obtestovati,,v.tr. pf.,1,test,,I,протестировать,"пратэставаць, адтэставаць",протестувати,przetestować,otestovat,otestovať,!preizkusiti,testirati,"проверити, тестирати, истестирати",тестира,проверя,!,!Prüfung,testen,!testo,4771,bg~ cs+ hr+ pl+ ru+ sk+ sr+ uk+,!
16846,obtęžati,,v.tr. ipf.,1,burden,ub z yu,,"обременять, отягощать, нагружать","абцяжарваць, абцяжваць, турбаваць, нагружаць",обтяжувати,obciążać,"obtěžovat, zatěžovat","obťažovať, zaťažovať",!obteževati,"opterećivati, obremenjivati",оптерећивати,оптоварува,"отежнявам, натоварвам",!,!Last,belasten,!ŝarĝo,3162,cs+ pl+ ru+ sk+,!
16847,obtęžiti,,v.tr. pf.,1,burden,ub z yu,,"обременить, отяготить, нагрузить","абцяжарыць, абцяжыць, патурбаваць, нагрузіць",обтяжити,obciążyć,"obtížit, zatížit",zaťažiť,!obtežiti,"opteretiti, obremeniti",оптеретити,оптовари,отежня,!,!Last,belasten,!ŝarĝo,1756,cs+ pl+,!
34174,obtirati sę,,v.refl. ipf.,1,"dry oneself, rub oneself dry",v z,,"обтираться, вытираться","абцірацца, абшмульвацца, выцірацца, вышмульвацца, шмуляцца","обтиратися, витиратися",wycierać się,"otírat se, osušovat se","otierať sa, osušovať sa",!brisati se,brisati (se),брисати се,"се протрива, се брише","избърсвам се, изтривам се",!,"!trocknen sich, reiben sich trocken",zich afdrogen,"!sekigi sin, froti sin seka",1792,cs+ pl+,!
28960,obtirati,,v.tr. ipf.,1,"wipe, rub dry, towel",v z,,"обтирать, вытирать","абціраць, абшмульваць, выціраць, вышмульваць, шмуляць","обтирати, витирати","ocierać, obcierać, wycierać","otírat, osušovat","utierať, osušovať",!obrisati,"otirati, brisati",отирати,"протрива, брише","избърсвам, изтривам",!,"!wischen, trocken reiben, Handtuch","afdrogen, wrijven over","!forviŝi, rub seka, mantukon",1188,pl+ uk+,!
34173,"obtŕti sę, obtrěti sę",(obtre),v.refl. pf.,1,"dry oneself, rub oneself dry",v z,,"обтереться, вытереться","абцерціся, выцерціся, абшмуляцца, зашмулцца, абшмульгацца, вышмуляцца, уцерціся","обтертися, витертися",wytrzeć się,"otřít se, osušit se","utrieť sa, osušiť sa",!obrisati se,"otrti se, obrisati se","обрисати се, отрети се","се протрие, се избрише",бърша се,!,"!trocknen sich, reiben sich trocken",zich afdrogen,"!sekigi sin, froti sin seka",1889,pl+,!
28962,"obtŕti, obtrěti",(obtre),v.tr. pf.,1,"wipe, rub dry, towel",v z,,"обтереть, вытереть","абцерці, абшмульгаць, зашмуляць, абшмуляць, выцерці, вышараваць, уцерці","обтерти, витерти","otrzeć, obetrzeć, wytrzeć","otřít, osušit","utrieť, osušiť",!obrisati,"otrti, obrisati",отрети,"протрие, избриша","бърша, трия",!,"!wischen, trocken reiben, Handtuch","afdrogen, wrijven over","!forviŝi, rub seka, mantukon",1581,pl+,!
28965,obučati,,v.tr. ipf.,2,"instruct, teach, train",ru be bm,,обучать,"навучаць, вучыць, абучаць, вывучаць, адукоўваць",навчати,"szkolić, instruować, trenować, pouczać","školit, trénovat, instruovat, vyučovat","školiť, trénovať, inštruovať, vyučovať",!učiti,obučavati,обучавати,обучува,обучавам,!,"!anweisen, lehren, Zug","instrueren, trainen","!instrui, instrui, trajno",3281,pl+,!Diakoni sut **obučali** od 1676 do 1680 lěta.
28966,obučeńje,,n.,2,"training, instruction, tuition",ru be bm,,обучение,"навучанне, вучэнне, абучэнне",навчання,"szkolenie, korepetycje, instrukcja, instruktaż","trénink, výuka","tréning, výučba",!učenje,"obuka, nastava",обука,обука,обучение,!,"!Training, Unterricht, Nachhilfe","training, instructie","!trejnado, instruado, instruado",5846,bg+ hr+ pl+ ru+ sk+ sr+ uk+,!
28967,obučiti,,v.tr. pf.,2,"instruct, teach, train",ru be bm,,обучить,"навучыць, вывучыць, абучыць, адукаваць",навчити,"wyszkolić, poinstruować, wytrenować, pouczyć","vyškolit, vytrénovat, instruovat, vyučit","vyškoliť, vytrénovať, inštruovať, vyučiť",!naučiti,obučiti,обучити,обучи,обуча,!,"!anweisen, lehren, Zug","instrueren, trainen","!instrui, instrui, trajno",3257,hr+ pl+ sr+,!On ljubil boriti se s vojinami i byl **obučeny** privitati pri prědstavjenju.
28969,obuh,,m.,2,butt-end (of an axe),v pl,,обух,абух,обух,obuch (tylna część topora/siekiery),"obuch, týl, hřbet (zadní neostrá část sekery)","obuch, tylo (zadná neostrá časť sekery)",!hrbet (sekire),ušica,"лист (тупи део секире), пљоска, пљоштица, наџак","тил, чело (на секира)",чело (брадва),!,!Stumpfende (eine ax),kolf (van een bijl),!pugo-fino (de hakilo),2531,be+ cs+ pl+ ru+ sk+ uk+,!
19936,obustrånny,,adj.,1,from both sides,,,"двухсторонний, двусторонний","двухбаковы, двубокі",двосторонній,obustronny,oboustranný,obojstranný,!obojestranski,obostran,обостран,обостран,двустранен,!,!von beiden Seiten,tweezijdig,!de ambaŭ flankoj,3658,bg~ cs+ hr+ mk+ pl+ ru- sk+ sr+ uk+,!
28970,obuti sę,(obuje),v.refl. pf.,1,put on one’s shoes,,,обуться,абуцца,взутися,ubrać buty,"obout se, obout si","obuť sa, obuť si",!obuti se,obuti se,обути се,се обуе,обуя се,!,!setzen auf die Schuhe,zijn schoenen aantrekken,!surmetis sian ŝuoj,3441,cs+ pl~ ru+ sk+ sr+,!
22760,obuv,,f.,1,footwear,,,обувь,абутак,"взуття, обув'я",obuwie,obuv,obuv,!obutev,obuća,обућа,обувки,обувки,!,!Schuhwerk,schoeisel,!calzado,5168,bg+ cs+ hr+ pl+ ru+ sk+ sr+ uk+,!
28972,obuvati sę,,v.refl. ipf.,1,put on one’s shoes,,,обуваться,абувацца,взуватися,ubierać buty,"obouvat se, obouvat si","obúvať sa, obúvať si",!obuvati se,obuvati se,обувати се,се обува,обувам се,!,!setzen auf die Schuhe,zijn schoenen aantrekken,!surmetis sian ŝuoj,2819,cs+ pl~ sr+,!
22761,obuvka,,f.,#2,shoe,bg,,"ботинок, туфля, обувка","чаравік, камаш, туфель, лакірка, абутак","черевик, туфля, обуванка",but,bota,topánka,!obutev,"cipela, postola, postol",ципела,обувка,обувка,!,!Schuh,schoen,!ŝuo,4396,bg+ cs+ hr+ mk+ pl+ ru+ sk+ sr~ uk+,!
32087,obuvnik,,m.anim.,3,shoemaker,cs sh~ bg~,,"обувщик, сапожник, башмачник","абутнік, шавец, партач, чабатар, башмачнік","взуттьовик, черевичник, швець",szewc,"švec, obuvník","švec, obuvník",!čevljar,"obućar, postolar",обућар,"опинчар, чевлар, кондураџија",обущар,!,!Schuster,schoenmaker,!ŝuisto,1929,cs+ pl+ sk+,!
28974,obuzdati,,v.tr. pf.,1,bridle,,,"обуздать, взнуздать","забрытаць, надзець аброць","приборкати, загнуздати",założyć uzdę,nasadit uzdu,nasadiť uzdu,"!ukrotiti, zajezditi","obuzdati,  savladati, zauzdati, ukrotiti","зауздати, обуздати, ставити узде",обузди,обуздая,!,!Zaum,"breidelen,van een hoofdstel voorzien",!brido,1548,pl+ sr+,!
33815,obuzdyvati,,v.tr. ipf.,1,bridle,,,"обуздывать, взнуздывать","забрытоўваць, надзяваць аброць","приборкувати, загнуздувати",zakładać uzdę,nasazovat uzdu,nasadzovať uzdu,!brzdati,"obuzdavati, savladavati, zauzdavati, krotiti","обуздавати, зауздавати, стављати узде",обуздува,обуздавам,!,!Zaum,"breidelen,van een hoofdstel voorzien",!brido,1470,pl+ sr+,!
4488,obvadnjati,,v.tr. ipf.,1,"irrigate, water",,,"орошать, наводнять","арашаць, акрапляць, паліваць, абвадняць","зрошувати, наводняти","nawadniać, irygować, podlewać","zavlažovat, zavodňovat","zavlažovať, zavodňovať",!namakati,navodnjavati,наводњавати,наводнува,напоявам,!,"!bewässern, Wasser","bewateren, bevloeien, irrigeren","!irigacii, akvo",1604,pl+,!
