path_id,filename,status,additions,deletions,changes,top_category,lane_classification,r9_route_signal,source_or_ocr_signal,direct_r9_source_body_signal,classification_note,source_use_label
R9-9737E10C-PATH-0133,uploader-transfer/slavic-canonical-baseline-6034c6b4-current-frontier-authority-visibility-watcher-20260707/SLAVIC_6034C6B4_CURRENT_FRONTIER_AUTHORITY_VISIBILITY_WATCHER_20260707/MANIFEST.csv,added,21,0,21,uploader-transfer,slavic_watcher,false,true,false,non-R9 or cross-lane package visibility context,branch-visible path classification; not source certification
R9-9737E10C-PATH-0134,uploader-transfer/slavic-canonical-baseline-6034c6b4-current-frontier-authority-visibility-watcher-20260707/SLAVIC_6034C6B4_CURRENT_FRONTIER_AUTHORITY_VISIBILITY_WATCHER_20260707/MANIFEST_SHA_PLACEHOLDER_VALIDATION_6034C6B4.csv,added,5,0,5,uploader-transfer,slavic_watcher,false,true,false,non-R9 or cross-lane package visibility context,branch-visible path classification; not source certification
R9-9737E10C-PATH-0135,uploader-transfer/slavic-canonical-baseline-6034c6b4-current-frontier-authority-visibility-watcher-20260707/SLAVIC_6034C6B4_CURRENT_FRONTIER_AUTHORITY_VISIBILITY_WATCHER_20260707/README.md,added,30,0,30,uploader-transfer,slavic_watcher,false,true,false,non-R9 or cross-lane package visibility context,branch-visible path classification; not source certification
R9-9737E10C-PATH-0136,uploader-transfer/slavic-canonical-baseline-6034c6b4-current-frontier-authority-visibility-watcher-20260707/SLAVIC_6034C6B4_CURRENT_FRONTIER_AUTHORITY_VISIBILITY_WATCHER_20260707/REBUILD_TRIGGER_ACCOUNTING_6034C6B4.csv,added,6,0,6,uploader-transfer,slavic_watcher,false,true,false,non-R9 or cross-lane package visibility context,branch-visible path classification; not source certification
R9-9737E10C-PATH-0137,uploader-transfer/slavic-canonical-baseline-6034c6b4-current-frontier-authority-visibility-watcher-20260707/SLAVIC_6034C6B4_CURRENT_FRONTIER_AUTHORITY_VISIBILITY_WATCHER_20260707/SESSION_LOGBOOK_20260707.md,added,11,0,11,uploader-transfer,slavic_watcher,false,true,false,non-R9 or cross-lane package visibility context,branch-visible path classification; not source certification
R9-9737E10C-PATH-0138,uploader-transfer/slavic-canonical-baseline-6034c6b4-current-frontier-authority-visibility-watcher-20260707/SLAVIC_6034C6B4_CURRENT_FRONTIER_AUTHORITY_VISIBILITY_WATCHER_20260707/SHA256SUMS.txt,added,20,0,20,uploader-transfer,slavic_watcher,false,true,false,non-R9 or cross-lane package visibility context,branch-visible path classification; not source certification
R9-9737E10C-PATH-0139,uploader-transfer/slavic-canonical-baseline-6034c6b4-current-frontier-authority-visibility-watcher-20260707/SLAVIC_6034C6B4_CURRENT_FRONTIER_AUTHORITY_VISIBILITY_WATCHER_20260707/SOURCE_USE_GAP_FABLE_ADVERSE_ROWS_6034C6B4.csv,added,8,0,8,uploader-transfer,slavic_watcher,false,true,false,non-R9 or cross-lane package visibility context,branch-visible path classification; not source certification
R9-9737E10C-PATH-0140,uploader-transfer/slavic-canonical-baseline-6034c6b4-current-frontier-authority-visibility-watcher-20260707/SLAVIC_6034C6B4_CURRENT_FRONTIER_AUTHORITY_VISIBILITY_WATCHER_20260707/SUMMARY.csv,added,18,0,18,uploader-transfer,slavic_watcher,false,true,false,non-R9 or cross-lane package visibility context,branch-visible path classification; not source certification
R9-9737E10C-PATH-0141,uploader-transfer/slavic-canonical-baseline-6034c6b4-current-frontier-authority-visibility-watcher-20260707/SLAVIC_6034C6B4_CURRENT_FRONTIER_AUTHORITY_VISIBILITY_WATCHER_20260707/SUMMARY.json,added,121,0,121,uploader-transfer,slavic_watcher,false,true,false,non-R9 or cross-lane package visibility context,branch-visible path classification; not source certification
R9-9737E10C-PATH-0142,uploader-transfer/slavic-canonical-baseline-6034c6b4-current-frontier-authority-visibility-watcher-20260707/SLAVIC_6034C6B4_CURRENT_FRONTIER_AUTHORITY_VISIBILITY_WATCHER_20260707/SUMMARY_METRICS_6034C6B4.csv,added,18,0,18,uploader-transfer,slavic_watcher,false,true,false,non-R9 or cross-lane package visibility context,branch-visible path classification; not source certification
