authority_pdf_page	authority_role	comparator_pdf_page	comparator_role	source_volume_page	source_volume_coordinate_definition	paper_folio	paper_folio_coordinate_definition	paper_folio_visibility	running_locator	prompt_id	authority_sha256	work_disposition	copy_matter_disposition	visual_object_policy	major_marker
84	CONTROLLING_IAS_NUMBER22	84	COLLECTED_SPLIT_COMPARISON_ONLY	577	COLLECTED_PAPERS_VOLUME_II_PAGE	226	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-84	P14	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
85	CONTROLLING_IAS_NUMBER22	85	COLLECTED_SPLIT_COMPARISON_ONLY	578	COLLECTED_PAPERS_VOLUME_II_PAGE	227	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-85	P15	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
86	CONTROLLING_IAS_NUMBER22	86	COLLECTED_SPLIT_COMPARISON_ONLY	579	COLLECTED_PAPERS_VOLUME_II_PAGE	228	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-86	P15	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
87	CONTROLLING_IAS_NUMBER22	87	COLLECTED_SPLIT_COMPARISON_ONLY	580	COLLECTED_PAPERS_VOLUME_II_PAGE	229	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-87	P15	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
88	CONTROLLING_IAS_NUMBER22	88	COLLECTED_SPLIT_COMPARISON_ONLY	581	COLLECTED_PAPERS_VOLUME_II_PAGE	230	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-88	P15	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
89	CONTROLLING_IAS_NUMBER22	89	COLLECTED_SPLIT_COMPARISON_ONLY	582	COLLECTED_PAPERS_VOLUME_II_PAGE	231	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-89	P15	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
90	CONTROLLING_IAS_NUMBER22	90	COLLECTED_SPLIT_COMPARISON_ONLY	583	COLLECTED_PAPERS_VOLUME_II_PAGE	232	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-90	P15	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
91	CONTROLLING_IAS_NUMBER22	91	COLLECTED_SPLIT_COMPARISON_ONLY	584	COLLECTED_PAPERS_VOLUME_II_PAGE	233	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-91	P16	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
92	CONTROLLING_IAS_NUMBER22	92	COLLECTED_SPLIT_COMPARISON_ONLY	585	COLLECTED_PAPERS_VOLUME_II_PAGE	234	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-92	P16	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	V. Réduction modulo p
93	CONTROLLING_IAS_NUMBER22	93	COLLECTED_SPLIT_COMPARISON_ONLY	586	COLLECTED_PAPERS_VOLUME_II_PAGE	235	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-93	P16	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
94	CONTROLLING_IAS_NUMBER22	94	COLLECTED_SPLIT_COMPARISON_ONLY	587	COLLECTED_PAPERS_VOLUME_II_PAGE	236	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-94	P16	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
95	CONTROLLING_IAS_NUMBER22	95	COLLECTED_SPLIT_COMPARISON_ONLY	588	COLLECTED_PAPERS_VOLUME_II_PAGE	237	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-95	P16	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
96	CONTROLLING_IAS_NUMBER22	96	COLLECTED_SPLIT_COMPARISON_ONLY	589	COLLECTED_PAPERS_VOLUME_II_PAGE	238	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-96	P16	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
97	CONTROLLING_IAS_NUMBER22	97	COLLECTED_SPLIT_COMPARISON_ONLY	590	COLLECTED_PAPERS_VOLUME_II_PAGE	239	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-97	P17	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
98	CONTROLLING_IAS_NUMBER22	98	COLLECTED_SPLIT_COMPARISON_ONLY	591	COLLECTED_PAPERS_VOLUME_II_PAGE	240	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-98	P17	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
99	CONTROLLING_IAS_NUMBER22	99	COLLECTED_SPLIT_COMPARISON_ONLY	592	COLLECTED_PAPERS_VOLUME_II_PAGE	241	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-99	P17	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
100	CONTROLLING_IAS_NUMBER22	100	COLLECTED_SPLIT_COMPARISON_ONLY	593	COLLECTED_PAPERS_VOLUME_II_PAGE	242	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-100	P17	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
101	CONTROLLING_IAS_NUMBER22	101	COLLECTED_SPLIT_COMPARISON_ONLY	594	COLLECTED_PAPERS_VOLUME_II_PAGE	243	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-101	P17	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
102	CONTROLLING_IAS_NUMBER22	102	COLLECTED_SPLIT_COMPARISON_ONLY	595	COLLECTED_PAPERS_VOLUME_II_PAGE	244	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-102	P17	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
103	CONTROLLING_IAS_NUMBER22	103	COLLECTED_SPLIT_COMPARISON_ONLY	596	COLLECTED_PAPERS_VOLUME_II_PAGE	245	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-103	P18	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
104	CONTROLLING_IAS_NUMBER22	104	COLLECTED_SPLIT_COMPARISON_ONLY	597	COLLECTED_PAPERS_VOLUME_II_PAGE	246	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-104	P18	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
105	CONTROLLING_IAS_NUMBER22	105	COLLECTED_SPLIT_COMPARISON_ONLY	598	COLLECTED_PAPERS_VOLUME_II_PAGE	247	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-105	P18	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
106	CONTROLLING_IAS_NUMBER22	106	COLLECTED_SPLIT_COMPARISON_ONLY	599	COLLECTED_PAPERS_VOLUME_II_PAGE	248	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-106	P18	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
107	CONTROLLING_IAS_NUMBER22	107	COLLECTED_SPLIT_COMPARISON_ONLY	600	COLLECTED_PAPERS_VOLUME_II_PAGE	249	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-107	P18	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
108	CONTROLLING_IAS_NUMBER22	108	COLLECTED_SPLIT_COMPARISON_ONLY	601	COLLECTED_PAPERS_VOLUME_II_PAGE	250	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-108	P18	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
109	CONTROLLING_IAS_NUMBER22	109	COLLECTED_SPLIT_COMPARISON_ONLY	602	COLLECTED_PAPERS_VOLUME_II_PAGE	251	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-109	P19	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
110	CONTROLLING_IAS_NUMBER22	110	COLLECTED_SPLIT_COMPARISON_ONLY	603	COLLECTED_PAPERS_VOLUME_II_PAGE	252	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-110	P19	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
111	CONTROLLING_IAS_NUMBER22	111	COLLECTED_SPLIT_COMPARISON_ONLY	604	COLLECTED_PAPERS_VOLUME_II_PAGE	253	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-111	P19	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
112	CONTROLLING_IAS_NUMBER22	112	COLLECTED_SPLIT_COMPARISON_ONLY	605	COLLECTED_PAPERS_VOLUME_II_PAGE	254	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-112	P19	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
113	CONTROLLING_IAS_NUMBER22	113	COLLECTED_SPLIT_COMPARISON_ONLY	606	COLLECTED_PAPERS_VOLUME_II_PAGE	255	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-113	P19	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
114	CONTROLLING_IAS_NUMBER22	114	COLLECTED_SPLIT_COMPARISON_ONLY	607	COLLECTED_PAPERS_VOLUME_II_PAGE	256	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-114	P19	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
115	CONTROLLING_IAS_NUMBER22	115	COLLECTED_SPLIT_COMPARISON_ONLY	608	COLLECTED_PAPERS_VOLUME_II_PAGE	257	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-115	P20	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
116	CONTROLLING_IAS_NUMBER22	116	COLLECTED_SPLIT_COMPARISON_ONLY	609	COLLECTED_PAPERS_VOLUME_II_PAGE	258	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-116	P20	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
117	CONTROLLING_IAS_NUMBER22	117	COLLECTED_SPLIT_COMPARISON_ONLY	610	COLLECTED_PAPERS_VOLUME_II_PAGE	259	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-117	P20	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
118	CONTROLLING_IAS_NUMBER22	118	COLLECTED_SPLIT_COMPARISON_ONLY	611	COLLECTED_PAPERS_VOLUME_II_PAGE	260	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-118	P20	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
119	CONTROLLING_IAS_NUMBER22	119	COLLECTED_SPLIT_COMPARISON_ONLY	612	COLLECTED_PAPERS_VOLUME_II_PAGE	261	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-119	P20	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
120	CONTROLLING_IAS_NUMBER22	120	COLLECTED_SPLIT_COMPARISON_ONLY	613	COLLECTED_PAPERS_VOLUME_II_PAGE	262	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-120	P20	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
121	CONTROLLING_IAS_NUMBER22	121	COLLECTED_SPLIT_COMPARISON_ONLY	614	COLLECTED_PAPERS_VOLUME_II_PAGE	263	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-121	P21	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
122	CONTROLLING_IAS_NUMBER22	122	COLLECTED_SPLIT_COMPARISON_ONLY	615	COLLECTED_PAPERS_VOLUME_II_PAGE	264	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-122	P21	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
123	CONTROLLING_IAS_NUMBER22	123	COLLECTED_SPLIT_COMPARISON_ONLY	616	COLLECTED_PAPERS_VOLUME_II_PAGE	265	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-123	P21	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
124	CONTROLLING_IAS_NUMBER22	124	COLLECTED_SPLIT_COMPARISON_ONLY	617	COLLECTED_PAPERS_VOLUME_II_PAGE	266	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-124	P21	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
125	CONTROLLING_IAS_NUMBER22	125	COLLECTED_SPLIT_COMPARISON_ONLY	618	COLLECTED_PAPERS_VOLUME_II_PAGE	267	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-125	P21	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	VI. Schémas grossiers de modules
