const,const_lat,const_ar,const_artr,const_zh,n,bayer,common,lon_d,lon_m,lat_d,lat_m,dir,mag,arabic,note
Centaurus,Centaurus,قنطورس,qantawris / az-zulman,半人马座,24,ξ,,206,30,51,40,S,2,,-
Centaurus,Centaurus,قنطورس,qantawris / az-zulman,半人马座,25,ε,,205,50,49,10,S,4,,-
Centaurus,Centaurus,قنطورس,qantawris / az-zulman,半人马座,26,f,,197,30,55,10,S,4,,-
Lupus,Lupus,السبع,as-sabu,豺狼座,1,ο,,219,10,24,50,S,3,,-
Lupus,Lupus,السبع,as-sabu,豺狼座,2,α,,217,0,29,10,S,3,,-
Lupus,Lupus,السبع,as-sabu,豺狼座,3,χ,,214,10,29,20,S,4,,-
Lupus,Lupus,السبع,as-sabu,豺狼座,4,ε,,218,20,11,30,S,4,,-
Lupus,Lupus,السبع,as-sabu,豺狼座,5,μ,,230,30,15,20,S,4,,-
Lupus,Lupus,السبع,as-sabu,豺狼座,6,δ,,217,40,10,0,S,4,,-
Ara,Ara,المجمرة,al-mijmarah,天坛座,1,γ,,248,50,22,40,S,5,,-
Ara,Ara,المجمرة,al-mijmarah,天坛座,2,α,,247,20,26,30,S,4,,-
Ara,Ara,المجمرة,al-mijmarah,天坛座,3,ζ,,246,20,34,10,S,4,,-
Ara,Ara,المجمرة,al-mijmarah,天坛座,4,,,242,0,34,0,S,4,,-
Ara,Ara,المجمرة,al-mijmarah,天坛座,5,,,254,10,25,45,S,4,,-
CoronaAustralis,Corona Australis,الإكليل الجنوبي,al-iklil al-janubi,南冕座,1,α,,260,20,21,30,S,4,,-
CoronaAustralis,Corona Australis,الإكليل الجنوبي,al-iklil al-janubi,南冕座,2,β,,266,0,20,0,S,4,,-
CoronaAustralis,Corona Australis,الإكليل الجنوبي,al-iklil al-janubi,南冕座,3,η,,267,20,18,30,S,5,,-
CoronaAustralis,Corona Australis,الإكليل الجنوبي,al-iklil al-janubi,南冕座,4,θ,,268,10,17,10,S,2,,-
CoronaAustralis,Corona Australis,الإكليل الجنوبي,al-iklil al-janubi,南冕座,5,γ,,268,0,16,0,S,4,,-
CoronaAustralis,Corona Australis,الإكليل الجنوبي,al-iklil al-janubi,南冕座,6,,,265,50,14,50,S,6,,-
CoronaAustralis,Corona Australis,الإكليل الجنوبي,al-iklil al-janubi,南冕座,7,ι,,263,0,14,40,S,5,,-
CoronaAustralis,Corona Australis,الإكليل الجنوبي,al-iklil al-janubi,南冕座,8,χ,,260,50,15,50,S,5,,-
CoronaAustralis,Corona Australis,الإكليل الجنوبي,al-iklil al-janubi,南冕座,9,λ,,260,30,18,30,S,5,,-
PiscisAustralis,Piscis Austrinus,الحوت الجنوبي,al-hut al-janubi,南鱼座,1,α,,318,10,20,20,S,1,,Fomalhaut-xref-Aquarius18
PiscisAustralis,Piscis Austrinus,الحوت الجنوبي,al-hut al-janubi,南鱼座,2,β,,311,50,20,20,S,4,,-
PiscisAustralis,Piscis Austrinus,الحوت الجنوبي,al-hut al-janubi,南鱼座,3,γ,,315,20,22,15,S,4,,-
PiscisAustralis,Piscis Austrinus,الحوت الجنوبي,al-hut al-janubi,南鱼座,4,δ,,316,30,22,30,S,4,,-
PiscisAustralis,Piscis Austrinus,الحوت الجنوبي,al-hut al-janubi,南鱼座,5,ε,,315,30,16,15,S,4,,-
PiscisAustralis,Piscis Austrinus,الحوت الجنوبي,al-hut al-janubi,南鱼座,6,μ,,306,20,19,30,S,5,,-
PiscisAustralis,Piscis Austrinus,الحوت الجنوبي,al-hut al-janubi,南鱼座,7,ζ,,312,20,15,10,S,5,,-
PiscisAustralis,Piscis Austrinus,الحوت الجنوبي,al-hut al-janubi,南鱼座,8,λ,,310,0,14,40,S,4,,-
PiscisAustralis,Piscis Austrinus,الحوت الجنوبي,al-hut al-janubi,南鱼座,9,η,,306,20,15,0,S,4,,-
PiscisAustralis,Piscis Austrinus,الحوت الجنوبي,al-hut al-janubi,南鱼座,10,θ,,303,0,16,30,S,4,,-
PiscisAustralis,Piscis Austrinus,الحوت الجنوبي,al-hut al-janubi,南鱼座,11,ι,,302,10,18,10,S,4,,-
PiscisAustralis,Piscis Austrinus,الحوت الجنوبي,al-hut al-janubi,南鱼座,12,κ,,301,20,22,15,S,4,,-
