lane,packet_path,file,category,rows,bytes,sha256
R7 Malay/SEA/Pacific DFB0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\R7_DFB0AC3E_SAME_FRONTIER_TOKEN_RESET_DEDUP_REVERIFY_20260707,R7_DFB0_DEDUP_FABLE_SOURCE_USE_ADVERSE_ROWS.csv,source-use/gap;Fable/adverse/do-not-use,3,779,FC9918D0C739918CCE2C53CCBB52BEBC0F5E9210D26A48CAC0E83BE3809ACA01
R7 Malay/SEA/Pacific DFB0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\R7_DFB0AC3E_SAME_FRONTIER_TOKEN_RESET_DEDUP_REVERIFY_20260707,R7_DFB0_DEDUP_FRONTIER_REVERIFY.csv,support/context,3,916,2BCB5A4B575E1DBE7DAF2741CBC71D0FC851FDCEF4FD1C73E56310AF4C052F42
R7 Malay/SEA/Pacific DFB0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\R7_DFB0AC3E_SAME_FRONTIER_TOKEN_RESET_DEDUP_REVERIFY_20260707,R7_DFB0_DEDUP_PRIOR_PACKET_SHA_REVERIFY.csv,support/context,2,386,34F1CD2ECDD92893E4ECFABA4CCF05254D2E1A5D6B08720496199FD3C281A889
R9 Africa/Horn/West DFB0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_DFB0AC3E_FRONTIER_REPAIRED_CONTEXT_INTAKE_20260707,B3_UPLOADER_READY_SUMMARY_20260707.csv,support/context,1,800,C15D700AA61D2D34BE74BA7022682CA4927F3CEC79C877E9FF5140A79AB294FB
R9 Africa/Horn/West DFB0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_DFB0AC3E_FRONTIER_REPAIRED_CONTEXT_INTAKE_20260707,MANIFEST.csv,support/context,17,3173,16AD34DEDF46F00FF1132FFFA94237AA9D2BC734BB95E01E5FA43D0E15F49726
R9 Africa/Horn/West DFB0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_DFB0AC3E_FRONTIER_REPAIRED_CONTEXT_INTAKE_20260707,PACKAGE_VALIDATION_20260707.csv,support/context,8,1366,798BA056BBEF5D9EDF40E673EEA41398ADB792708F5749E43B4EFBCEF1C07528
R9 Africa/Horn/West DFB0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_DFB0AC3E_FRONTIER_REPAIRED_CONTEXT_INTAKE_20260707,R9_DFB0AC3E_ACTIVE_RECOVERY_ROWS_20260707.csv,blocker/recovery,61,179765,890F3074A905E21E75FD39550BD517622541E3C3EECFD68F4275E17E0EECEB06
R9 Africa/Horn/West DFB0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_DFB0AC3E_FRONTIER_REPAIRED_CONTEXT_INTAKE_20260707,R9_DFB0AC3E_BRANCH_COMMITS_20260707.csv,support/context,1,578,0604FE257AF42E04CB830700BA24D28E88EF04FCC376350D9395C03B4C87D515
R9 Africa/Horn/West DFB0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_DFB0AC3E_FRONTIER_REPAIRED_CONTEXT_INTAKE_20260707,R9_DFB0AC3E_BRANCH_VISIBLE_REPAIRED_CONTEXT_INTAKE_ROWS_20260707.csv,support/context,3,2739,34C4DF592AC2D1523253C5EA24541D95FD8C3AAF1D966DE3F291B4C52533E702
R9 Africa/Horn/West DFB0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_DFB0AC3E_FRONTIER_REPAIRED_CONTEXT_INTAKE_20260707,R9_DFB0AC3E_DIFF_AUDIT_ROWS_20260707.csv,support/context,1,912,5CBDE5D112E82614DA67F190B0947307269DE6DC96376A3529B05E23287E7E97
R9 Africa/Horn/West DFB0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_DFB0AC3E_FRONTIER_REPAIRED_CONTEXT_INTAKE_20260707,R9_DFB0AC3E_DO_NOT_USE_ADVERSE_ROWS_20260707.csv,Fable/adverse/do-not-use,20,53451,C4DFF9FC84E6FE54349AF649366A8077EFF3AB6DFBBA6964E26C1C40275742BF
R9 Africa/Horn/West DFB0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_DFB0AC3E_FRONTIER_REPAIRED_CONTEXT_INTAKE_20260707,R9_DFB0AC3E_LOCAL_BRANCH_BLOCKER_ROWS_20260707.csv,blocker/recovery,1,929,CED5480D09C2AAF9949962292FAC89B5369D2318479B533D7E1C287D8E1DFBEA
R9 Africa/Horn/West DFB0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_DFB0AC3E_FRONTIER_REPAIRED_CONTEXT_INTAKE_20260707,R9_DFB0AC3E_OCR_UNICODE_RECOVERY_ROLLUP_20260707.csv,blocker/recovery,10,26367,9F797794129333645F3572282E041C730BCE658356821C248DADC2589584E9D7
R9 Africa/Horn/West DFB0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_DFB0AC3E_FRONTIER_REPAIRED_CONTEXT_INTAKE_20260707,R9_DFB0AC3E_RESET_RULES_20260707.csv,support/context,1,702,4F4AE3E2BD27FE379F1961B404688EE831A2456E2F5D2B9712F1F079B6755ABD
R9 Africa/Horn/West DFB0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_DFB0AC3E_FRONTIER_REPAIRED_CONTEXT_INTAKE_20260707,R9_DFB0AC3E_SAFE_CHECKOUT_VERIFICATION_ROWS_20260707.csv,support/context,1,1161,D96C657C3F5A31C623DD1BA7820C9DA5243B91DF9D26F8875EC3C15590222B6A
R9 Africa/Horn/West DFB0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_DFB0AC3E_FRONTIER_REPAIRED_CONTEXT_INTAKE_20260707,R9_DFB0AC3E_SOURCE_USE_ADVERSE_ROWS_20260707.csv,source-use/gap;Fable/adverse/do-not-use,7,23299,192028ED3E921F4C9221477FFACB4179313D32EA489FC63457CEC91FE3EE580A
R9 Africa/Horn/West DFB0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_DFB0AC3E_FRONTIER_REPAIRED_CONTEXT_INTAKE_20260707,R9_DFB0AC3E_WAKE_SCAN_ROWS_20260707.csv,support/context,16,12430,21C7AC8196A094682EC6D8BA79F62C9DFF9DA6B38E24225B4C47B6E5DF64BA8E
OLP DFB0 support,C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_DFB0AC3E_R7_SAME_FRONTIER_REVIEW_SUPPORT_20260707,B3_UPLOADER_READY_SUMMARY.csv,support/context,4,1303,59A1B326AD5D77CDA111A25481900C36BD12B8D0CBB7D975555B920680A49432
OLP DFB0 support,C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_DFB0AC3E_R7_SAME_FRONTIER_REVIEW_SUPPORT_20260707,BLANK_SLOT_RETURN_STATUS_DFB0R7.csv,support/context,6,2548,825E33ADE4C3885523121968FB86F579EDD0DA0D66415447DBD984099C647AD6
OLP DFB0 support,C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_DFB0AC3E_R7_SAME_FRONTIER_REVIEW_SUPPORT_20260707,MANIFEST.csv,support/context,10,4247,AC17D20972692E91D07AC2BEE380156B0176D088E92991818E346B83B7C2B09D
OLP DFB0 support,C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_DFB0AC3E_R7_SAME_FRONTIER_REVIEW_SUPPORT_20260707,MUTUAL_WAKE_ACCOUNTING_DFB0R7.csv,support/context,1,270,D99A351260950199C90D024684DDF4D8876067F66F7CD50C9D927D246747C7B2
OLP DFB0 support,C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_DFB0AC3E_R7_SAME_FRONTIER_REVIEW_SUPPORT_20260707,RELATION_FUNCTION_SUPPORT_PACKAGE_ROWS_DFB0R7.csv,support/context,6,1555,A83E2D930F83FBC3928685453AAC86B1B0E2AAFA9C5CE6AB59A67CC8CF7DA78C
OLP DFB0 support,C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_DFB0AC3E_R7_SAME_FRONTIER_REVIEW_SUPPORT_20260707,REVIEW_ONLY_BLOCKER_RECOVERY_ROWS_DFB0R7.csv,blocker/recovery,10,4456,3BC3B321D12731F5FF2B270A60D1059AB436283497B0C97A4236BB8B7A68B3A1
OLP DFB0 support,C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_DFB0AC3E_R7_SAME_FRONTIER_REVIEW_SUPPORT_20260707,SOURCE_REVIEWER_EVIDENCE_COUNTS_DFB0R7.csv,support/context,11,2412,DEB2848EBDBB8D22C8C58612965D909C5C0C6ADE7CF55BC4003CFB4B6D49B555
OLP DFB0 support,C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_DFB0AC3E_R7_SAME_FRONTIER_REVIEW_SUPPORT_20260707,TOKEN_RESET_MUTUAL_WAKE_RULES_DFB0R7.csv,support/context,4,1290,1FC2C0327AA1C479A68151766FEB0C464E77E8C377B690B10F5E2B943FAEB28B
OLP DFB0 support,C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_DFB0AC3E_R7_SAME_FRONTIER_REVIEW_SUPPORT_20260707,ZERO_CLAIM_LEDGER_DFB0R7_REVIEW_ACCOUNTING.csv,support/context,11,1700,D07E5391EF38002B59A9D0F0D28D4C0FFFFD05D9EC94234803ADE819DF5A7E9D
Slavic DFB0 isolation,C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_DFB0AC3E_LIVE_FRONTIER_DELTA_WATCHER_20260707,ACTIVE_SESSION_STATE.csv,support/context,10,645,3A6D5A10961C84A0D4C40411166EAA6C5F72B83D20D3EFD2955A247371202271
Slavic DFB0 isolation,C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_DFB0AC3E_LIVE_FRONTIER_DELTA_WATCHER_20260707,BLOCKER_RECOVERY_ROWS_DFB0AC3E.csv,blocker/recovery,4,940,FF8EEB4149D0BA043707A366C6643D844B779D16EC23C67230E7970BC0AFE82E
Slavic DFB0 isolation,C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_DFB0AC3E_LIVE_FRONTIER_DELTA_WATCHER_20260707,BRANCH_COMMITS_6A895F1C_TO_DFB0AC3E.csv,support/context,1,131,A35AEB6719A79E7176198F1BD62885AE2F691B02C4CEF15960E706CA5F73AEFD
Slavic DFB0 isolation,C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_DFB0AC3E_LIVE_FRONTIER_DELTA_WATCHER_20260707,BRANCH_DELTA_6A895F1C_TO_DFB0AC3E.csv,support/context,41,9039,595DE56C19E65E9B4F3083B5F981F92590CD978310692050FD2B34EB890EA71B
Slavic DFB0 isolation,C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_DFB0AC3E_LIVE_FRONTIER_DELTA_WATCHER_20260707,BRANCH_DELTA_CATEGORY_COUNTS_DFB0AC3E.csv,support/context,3,106,3970D00B827183CA48E4B9C8F41BCEC17C8F483BC22B8238644D907E16301154
Slavic DFB0 isolation,C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_DFB0AC3E_LIVE_FRONTIER_DELTA_WATCHER_20260707,FINAL_READ_ONLY_VERIFICATION_DFB0AC3E.csv,support/context,3,411,922E6BACC5ECF93042F40F092E1770DFB8D5D3664BB42AC85FB09472C90AA7DB
Slavic DFB0 isolation,C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_DFB0AC3E_LIVE_FRONTIER_DELTA_WATCHER_20260707,MANIFEST.csv,support/context,15,2355,721D57EB9873BF5527AF4587891187A477D4444DBC6C4C8FAAAAF6028AAD0B7C
Slavic DFB0 isolation,C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_DFB0AC3E_LIVE_FRONTIER_DELTA_WATCHER_20260707,REBUILD_TRIGGER_ACCOUNTING_DFB0AC3E.csv,support/context,5,1028,5EECFE2B289B1DFE2731F4535473D8E57EE88A2F5437439EF173CAD71CE12591
Slavic DFB0 isolation,C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_DFB0AC3E_LIVE_FRONTIER_DELTA_WATCHER_20260707,SOURCE_USE_GAP_FABLE_ADVERSE_DFB0AC3E.csv,source-use/gap;Fable/adverse/do-not-use,6,1186,B587F1029B1A30AF7A353372E0AA39C51FBE9ECAD235D80CB2438F4C38A3083C
Slavic DFB0 isolation,C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_DFB0AC3E_LIVE_FRONTIER_DELTA_WATCHER_20260707,SUMMARY.csv,support/context,12,501,7957B998128108FA92FA0F871090BE0A9518BC049C28FEF63A753EDCDCD9E36A
Slavic DFB0 isolation,C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\SLAVIC_DFB0AC3E_LIVE_FRONTIER_DELTA_WATCHER_20260707,SUMMARY_METRICS_DFB0AC3E.csv,support/context,3,108,B9EFAB5A7B0AE7782B9AD4283E993623B42D122484A8220DC9E610A9903A2207
