lane,relative_output_path,extension,bytes,sha256_if_le_25MiB,category,blocker_signal
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054029Z/sidecars/persian_farsi_gate_matched_intake_20260704T054029Z.json,.json,308442,E70B85931E55AEB847F3D7F169D64CA2C005985A309C7D8872CE7A04EACF3552,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054029Z/sidecars/persianate_gate_matched_sublane_index_no_merge_20260704T054029Z.csv,.csv,74134,813727C9C0859A6E3ECEA408BBCC41DE9D330FC41876D10AE2A1D55665CFAD15,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054029Z/sidecars/persianate_gate_matched_sublane_index_no_merge_20260704T054029Z.json,.json,104250,06E44178764284E6F7940764AF5260F4C35078385B457BC6ED0AC9941493C6D0,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054029Z/sidecars/tajik_cyrillic_gate_matched_intake_separate_20260704T054029Z.csv,.csv,26414,ABF8D54EE4D3CC88EB30E76BD49A85A83AA0101ECFB137C7252910F7631C82D2,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054029Z/sidecars/tajik_cyrillic_gate_matched_intake_separate_20260704T054029Z.json,.json,42994,A0389FD959B5917B7AA905DBB0F0873A4D9DB26592324E232A4A979F90A18E40,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054029Z/sidecars/unmatched_material_separate_exact_notes_20260704T054029Z.csv,.csv,57041,0AD692C7079A8BDC748E0686A473805A1425236E61861983E2EA7DD4C7739B41,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054029Z/sidecars/unmatched_material_separate_exact_notes_20260704T054029Z.json,.json,80306,A632AFA6656942E1BF4B115E13B65A002FE4E4336649708A0E1D877A3BBE75D0,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054029Z/SUPERSEDED_BY_R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z.txt,.txt,328,BCBAB8053BD2BAFC02FFF30C313E97AB2DFB3D069795889826E3AE425CCAA393,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054029Z.zip,.zip,187592,5FA86631D2877D7162F91177788A29D1A6E4EF1234944F1E6796A2BB88853981,source_archive_manifest_only_until_license_checked,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054029Z.zip.sha256,.sha256,132,FDBFD27687B63AC2D59A77ADA247434D44269802B015F0056BCE63B14DDE70E4,other_output_manifest_only,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z/manifest_20260704T054224Z.json,.json,9449,8AEFB3FBC290961F24E52637775EE6043756BADE0AF7C9EEF2AC8BF10D30FF69,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z/R3_REFRESH_HANDOFF_20260704T054224Z.md,.md,1200,B46035B9FCD01EAEA2E40ECA79019D840AD11E81F067647C2071E1B9642C63E5,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z/R3_REFRESH_VALIDATION_20260704T054224Z.json,.json,9068,B25FD719AA38809120F32888BE8862EF6C03E712285B3528314AB9037C9AC3D2,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z/R3_REFRESHED_LANE_INTAKE_SIDECAR_INDEX_20260704T054224Z.csv,.csv,6455,051E30E839410DF980DE4E0E646722015AD02D9D7A7A7D9DBAE0F72987285F26,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z/R3_REFRESHED_SOURCE_ARTIFACT_CHECKSUMS_20260704T054224Z.csv,.csv,23524,5D7204AAB2425FEDD2D49D5A67959375E984554D2BBDAA004174FFD3F407D882,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z/sidecars/adjacent_linear_algebra_review_only_separate_20260704T054224Z.csv,.csv,127424,C9E22867A967EE319B9F36C9D9B77323C7144D149883FEE7F49DF1799DA4C521,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z/sidecars/adjacent_linear_algebra_review_only_separate_20260704T054224Z.json,.json,203070,FA5CE5AD5169FFEB3B6522A00E052738F6ACCB00EE41B0DD0785C47A7C3D321D,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z/sidecars/arabic_persianate_direct_overlap_review_only_20260704T054224Z.csv,.csv,107040,82F96442F9E0E1B698CE55D583BAC74325CF0E810B8BC9075A74170C25136B41,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z/sidecars/arabic_persianate_direct_overlap_review_only_20260704T054224Z.json,.json,172241,F6452C87A608AEA2CDF15D2810463BD846F0705EE4634FB9718A1E8FAFA47567,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z/sidecars/arabic_rtl_gate_matched_intake_20260704T054224Z.csv,.csv,176938,2C6CDB417EE68AFCDF2E7EF0B1FDC1E10FE01DCFCD2812090485362A77EDBECE,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z/sidecars/arabic_rtl_gate_matched_intake_20260704T054224Z.json,.json,293369,61CC66A4CD7C58A074E5AB80BE1C065DB3D5E29E76CA59F44A81EEF3D960FF7E,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z/sidecars/blocked_or_nonconsumable_source_notes_20260704T054224Z.csv,.csv,154788,C11F535A45E434F907DCD67F4A3AA1B1C77683418369F2BC212D881A153644E2,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z/sidecars/blocked_or_nonconsumable_source_notes_20260704T054224Z.json,.json,260552,805FF00E37E9D20052A296490EE7EBE737FD4D9626DD714CC77535B0CD5FB52C,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z/sidecars/bridge_candidate_comparator_only_separate_20260704T054224Z.csv,.csv,179022,50820DABE7D51134B4A3E8AA63264679D13ECF6F60E0FD83F43E875B300D4EDA,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z/sidecars/bridge_candidate_comparator_only_separate_20260704T054224Z.json,.json,295461,39F65ED1A93295313CF264DCE710CB6822E28A5DC58B36736629E9924EF47D03,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z/sidecars/dari_afghan_gate_matched_intake_separate_20260704T054224Z.csv,.csv,39584,E627382FD583EFF2727AC4A0942D46D1CD70A4C0D6C8E78C0ED450CFBB0C6DBF,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z/sidecars/dari_afghan_gate_matched_intake_separate_20260704T054224Z.json,.json,65565,330434B7EFF4E48579B59413605F9F3611DEFD6D852D354844BB9CE3D052902B,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z/sidecars/persian_farsi_gate_matched_intake_20260704T054224Z.csv,.csv,189871,742210DB8E6B259FB980DAE789F70F06480791F61CFD8D7CD0FBFA0C03DFE709,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z/sidecars/persian_farsi_gate_matched_intake_20260704T054224Z.json,.json,313837,63D0E03F43B0F4D12546E27F987022D3B729F17A976AE182C83C7C883CCC0F70,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z/sidecars/persianate_gate_matched_sublane_index_no_merge_20260704T054224Z.csv,.csv,74134,813727C9C0859A6E3ECEA408BBCC41DE9D330FC41876D10AE2A1D55665CFAD15,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z/sidecars/persianate_gate_matched_sublane_index_no_merge_20260704T054224Z.json,.json,104250,06E44178764284E6F7940764AF5260F4C35078385B457BC6ED0AC9941493C6D0,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z/sidecars/tajik_cyrillic_gate_matched_intake_separate_20260704T054224Z.csv,.csv,26835,BE40756DF1B0AA6EA106CBEA4E51855410C2EA9C94149AC3CCC5C9B8E37B2A28,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z/sidecars/tajik_cyrillic_gate_matched_intake_separate_20260704T054224Z.json,.json,43774,8E1CB48E71200E6A9758D536811B9E867AD9CA64C5B9D5A54231A147546779C5,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z/sidecars/unmatched_material_separate_exact_notes_20260704T054224Z.csv,.csv,57041,0AD692C7079A8BDC748E0686A473805A1425236E61861983E2EA7DD4C7739B41,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z/sidecars/unmatched_material_separate_exact_notes_20260704T054224Z.json,.json,80306,A632AFA6656942E1BF4B115E13B65A002FE4E4336649708A0E1D877A3BBE75D0,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z.zip,.zip,189522,87508CB400E8D115F29A416B921F32635293BD16A8FBEE4F45189A85173E2951,source_archive_manifest_only_until_license_checked,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_20260704T054224Z.zip.sha256,.sha256,132,F28D1016090EAD49413D86CB6AD5A429FD59A10911FACC0F9BDF4DB2A6D23AEF,other_output_manifest_only,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_REFRESH_MANIFEST_AND_LANE_INTAKE_CURRENT.txt,.txt,783,F9CA5A85E1F2E2118372F9EB07795CB1BE3B2F0E7AE235B4D0C4473FC54EF76A,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/manifest_20260704T041521Z.json,.json,15771,11CC70F1EB77819E4B1E3C65F3EF5CEBBF1906AC5D2845C726D3C63D21C2C4DE,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/R3_DURABLE_RUN_LOG_20260704T041521Z.csv,.csv,496132,F3F857CA8D5B4CE91CFEF1DCB5FD4FD3EF5ECF4040682AF84922C6316792EE07,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/R3_DURABLE_RUN_LOG_20260704T041521Z.json,.json,765336,CCCD6296411AFEA9993B77BA919426063F6850013377CDFF6B0AD6DF6B058747,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/R3_DURABLE_RUN_LOG_HANDOFF_20260704T041521Z.md,.md,773,683172C8EDD4592667D480BCE46363B8755D4EF0AA003C29BD71FE1BC81B4FF9,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/R3_WHOLE_LANE_COMPLETION_AUDIT_20260704T041521Z.json,.json,3552,D5D8C5673F376262A8BEF19A07FDB045EA912B9F1B52271B6B3170BF1F92F31E,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/R3_WHOLE_LANE_COMPLETION_AUDIT_20260704T041521Z.md,.md,1803,04D68B04FF59A3E37CA09DD4677FE7D6414E606F3BC74200030EAF017F8227C7,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/SESSION_B_UNPACKED_SIDECAR_INDEX_20260704T041521Z.csv,.csv,10827,DB965C1CB89994E1A4563B633A41DEDD099D777F1A29860C71506B1EDCF716BD,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_route/route_arabic_20260704T041521Z.csv,.csv,207882,F862FE2D17FEAD92D8FD9120BAF042DD4995995B253B1D8AD76ED50578704679,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_route/route_arabic_20260704T041521Z.json,.json,314846,FD38AB70008107A3B4FE4974740CB63585A4A907F83FEFA3412ADC255AF407E6,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_route/route_novel_blocked_20260704T041521Z.csv,.csv,132268,58236A44DD2EFDA746D9DCB85C384F83C9F809EAB3906E5E7025141D9069A2DE,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_route/route_novel_blocked_20260704T041521Z.json,.json,204333,DFDD8ED83177DD1DBA49E8E0E0AF74F9719DD023A066E193D670EE1B61BD3E35,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_route/route_pan_turkic_20260704T041521Z.csv,.csv,6821,B141E0BC1FAEBAC06B0F2429B17166645A6E559F3273B4CA79629A4FCAC22C40,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_route/route_pan_turkic_20260704T041521Z.json,.json,9590,602CA422EA5E58F16FDC93F813B8EF186A88724DBBED61747DD6A637566747B4,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_route/route_persianate_tajik_20260704T041521Z.csv,.csv,151951,8D020870A2C62765744C24FCA0F9B44AEA636175915E6B489F187AC2E94A1518,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_route/route_persianate_tajik_20260704T041521Z.json,.json,236576,47B6214C0E2B13A7D17730E365F5D2DD5B723F661A3CE36339E789AA2BD63C0E,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_row_group/row_group_arabic_msa_linear_system_microdraft_20260704T041521Z.csv,.csv,29288,382DEC04F88E20A8C5E7DCBDE9E75088C1D57D9BBEC0835DE83D7BA3037062CD,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_row_group/row_group_arabic_msa_linear_system_microdraft_20260704T041521Z.json,.json,45721,7EAB4DC67A47241F3B07FE1B886382A253626B69723FCD3823C51E25CDD8A781,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_row_group/row_group_arabic_msa_vector_space_microdraft_20260704T041521Z.csv,.csv,27615,8992FA7A0D269E9CC669098C2430D51789F01C6243E529D120B72DF8781DD1AE,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_row_group/row_group_arabic_msa_vector_space_microdraft_20260704T041521Z.json,.json,42808,9CB0B9F295221A430203E0563A6C3DDB8B20E9B0C106EF6927A1F078C50E3B35,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_row_group/row_group_dari_afghan_linear_system_source_gate_20260704T041521Z.csv,.csv,23478,40BD5F5D55278B1D6139AB016474A62624DCBC9926671D2F71CC0349FE8500AC,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_row_group/row_group_dari_afghan_linear_system_source_gate_20260704T041521Z.json,.json,34951,99A6BF6D7DDAFF35EB86C712C1362F7E0212590FA501926EEDF5927AD1ED8F28,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_row_group/row_group_dari_afghan_vector_space_source_gate_20260704T041521Z.csv,.csv,17894,EDEA5F3AFB83CF5E77CB7D8B25316BF8C477A8C0D5C09CB6539ADE814E5D9D15,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_row_group/row_group_dari_afghan_vector_space_source_gate_20260704T041521Z.json,.json,26887,32EC0A859C9A7636C59B5E6A29AB6F579389666C007CEFB2D585BD3CA5F4B62D,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_row_group/row_group_eigenvalue_regional_future_slice_20260704T041521Z.csv,.csv,55827,878306706E373C462E1153BABB59ACF038B85922DF8AB3E2A01F621AC98D4B25,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_row_group/row_group_eigenvalue_regional_future_slice_20260704T041521Z.json,.json,86932,7F96781500A7784EAA3F080D95807FF180A00907E6A309F7C94A7D0A77263374,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_row_group/row_group_hefferon_first_slice_linear_algebra_seed_20260704T041521Z.csv,.csv,44547,21A07B5D057CA77D9A0D0B1553CE382EF4DC9CF6328BB3D4A5DCD672C6638613,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_row_group/row_group_hefferon_first_slice_linear_algebra_seed_20260704T041521Z.json,.json,63479,AA6095C650FF5FFEADB1D3E24B0F82C8E83C26873C95B8DE7EF757DDF8177ABC,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_row_group/row_group_paper01_60_term_route_ledger_20260704T041521Z.csv,.csv,140957,FEB0336BC38607330887DDC7EC16CE01287EDF6AB3737B069832CAAFF9A82298,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_row_group/row_group_paper01_60_term_route_ledger_20260704T041521Z.json,.json,216910,5C4679B76424482DF1F607C4EDB9A2E0B5F95B675677CF8E3C13371C87329629,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_row_group/row_group_persian_farsi_linear_system_microdraft_20260704T041521Z.csv,.csv,31276,F47D3F2F30188DB8F736354B3FB04C403FC7D4DDFAEA213ABFE5EF606C1AB236,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_row_group/row_group_persian_farsi_linear_system_microdraft_20260704T041521Z.json,.json,47709,2254DB190802FE738356782630B842738BA03BA1A408F88FFD6137178A159320,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_row_group/row_group_persian_farsi_vector_space_microdraft_20260704T041521Z.csv,.csv,29341,9B42C233F5C7CF979F3DDA56EA4776EE2A3243BF6BDF2578F8BB19654F6ECBB2,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_row_group/row_group_persian_farsi_vector_space_microdraft_20260704T041521Z.json,.json,44534,3E561C0A664CE4EDEFB7F95C89C0E6D5837BD9CACA11E35830BE5165238963B0,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_row_group/row_group_tajik_cyrillic_vector_space_microdraft_20260704T041521Z.csv,.csv,27047,E8E7E9189E21256C0AC198417F9BE0F647258D1CB014B192AFA9685709DBBA0C,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_row_group/row_group_tajik_cyrillic_vector_space_microdraft_20260704T041521Z.json,.json,41000,B70169BBCF42D7FAA1EEC4A90A8A2F84A62C347C5E509551DD4BAD47E3C233E3,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_row_group/row_group_urdu_hindustani_linear_system_microdraft_20260704T041521Z.csv,.csv,24518,7487E412F6C61F7D614EB27E4B2444D468D6995CABF3F1B2CA51BE98128C25D5,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_row_group/row_group_urdu_hindustani_linear_system_microdraft_20260704T041521Z.json,.json,37231,F41B3BB21BE5EDA26F3DFCECD79189633684A3BF73436BFBFD68429F5A4AF495,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_row_group/row_group_urdu_hindustani_vector_space_microdraft_20260704T041521Z.csv,.csv,22458,E79FD1819D2498F14E5BAA2FE65655CC4E69CFB7BA2B2C1A19430B144EB2D167,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_row_group/row_group_urdu_hindustani_vector_space_microdraft_20260704T041521Z.json,.json,33931,C58BFCBC399479C483574056B1F0D947EBA39E0BA3E01F9C97CC2C1988B58781,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_row_group/row_group_wikibooks_hefferon_crosscheck_20260704T041521Z.csv,.csv,33046,4A8291B0EECEE1120FEB6819FBB5802A24E9410D1DC26166CA64FFED84A58079,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/by_row_group/row_group_wikibooks_hefferon_crosscheck_20260704T041521Z.json,.json,43279,9430853B83B8F6358AD2EFCA8B9703F4BF8CD681CC68638DBBDA16FDB4BEDD50,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/R3_DURABLE_BLOCKER_ROWS_20260704T041521Z.csv,.csv,125159,A8BE168A7C1FF56B69306A3B4AB79B855C14067D36F01E31F5AB523701E4CE6C,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/R3_DURABLE_BLOCKER_ROWS_20260704T041521Z.json,.json,186040,6D617CE7BA8AB3D3EF097684ADB7B0AF0C3CD1B5E5D1F470D1707686B8853AE3,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/R3_DURABLE_SUPPORT_ROWS_20260704T041521Z.csv,.csv,371903,A44554E5F85449065F2CF874E1CBEFD6408410981CA69133D12E9A533BDAB50B,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z/sidecars/R3_DURABLE_SUPPORT_ROWS_20260704T041521Z.json,.json,579299,4D45C067D043844574AB8FAB50686E098F4CEA9A6F79A140C3745DC4F1E2F14F,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z.zip,.zip,297315,E6CDDA3D4F7015D7A538407BA2A95F7498CAD7B400FB55B4A0258A97F8971AED,source_archive_manifest_only_until_license_checked,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_20260704T041521Z.zip.sha256,.sha256,107,8D9DA827342D2697DC65FF6A57BCAB472FA350BC8F75221511497859B04018CA,other_output_manifest_only,
noether-r3-arabic-persianate-linear-algebra,R3_DURABLE_RUN_LOG_CURRENT.txt,.txt,498,57F7F49D3614CD693671FAB5D3A83326ABE3231F578664C174CA67A9C9E7A58F,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z/manifest_20260704T051521Z.json,.json,6783,FE18587CB8328A1086DA7E9CC749DBB1944151841F78E64509BE3436589F5109,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z/R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z.csv,.csv,468688,C94322C29C1970C6A4A09F7BAEAF0114D0E70FD727D4F845C3B534115881518D,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z/R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z.json,.json,788948,5190C074733A7E1893A6D5C2B2FEBD6BAEE72AB736403F38C8F3FEEE9B80833A,provenance_or_text_evidence,
noether-r3-arabic-persianate-linear-algebra,R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z/R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_HANDOFF_20260704T051521Z.md,.md,1293,3CC12E2F6E3B68EEE3CC824635961F27F7797BD5BE0C961151BD24D2AB02F1BB,provenance_or_text_evidence,
