recovery_id,source,current_head,lane,category,gap_or_blocker,observed_evidence,required_action,boundary,b3_route
AC6F4E-DELTA-RECOVERY-0198,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,Persianate/Tajik;Arabic,adverse/do-not-use;authority-boundary,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/DO_NOT_USE_GATE_BOUNDARY_MATRIX.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0199,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,Persianate/Tajik;Arabic,source-use;adverse/do-not-use,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/FABLE_SOURCE_USE_ADVERSE_DO_NOT_USE_LEDGER.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0200,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,Persianate/Tajik;Arabic,authority-boundary,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/GATE_BOUNDARY_COUNTS.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0201,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,Persianate/Tajik;Arabic,source-use,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/LOCAL_SOURCE_BODY_AND_RECOVERY_FILE_INDEX.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0202,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,Persianate/Tajik;Arabic,b3/package-or-triage,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/MANIFEST.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0203,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,Persianate/Tajik;Arabic,b3/package-or-triage,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/PACKAGE_VALIDATION.json,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0204,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,Persianate/Tajik;Arabic,b3/package-or-triage,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/README.md,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0205,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,Persianate/Tajik;Arabic,b3/package-or-triage,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/RESOLVED_SOURCE_WITNESS_RECOVERY_ROWS.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0206,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,Persianate/Tajik;Arabic,b3/package-or-triage,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/SHA256SUMS.txt,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0207,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,Persianate/Tajik;Arabic,source-use,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/SOURCE_BODY_MANIFEST_ROWS.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0208,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,Persianate/Tajik;Arabic,marker/interlinear,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/SOURCE_GATED_PRETRANSLATION_INTERLINEAR_ROWS.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0209,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,Persianate/Tajik;Arabic,source-use,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/SOURCE_USE_LABEL_ROWS.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0210,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/B3_LATEST_OUTPUTS_SNAPSHOT.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0211,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/B3_TRACKED_STATUS_FIRST120.txt,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0212,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/BODY_ROOT_COUNTS_212DFB.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0213,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/BRANCH_EXTENSION_COUNTS_212DFB.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0214,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/BRANCH_FILENAME_SECURITY_SCAN.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0215,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/BRANCH_TOP_ROOT_COUNTS_212DFB.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0216,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/BRANCH_TREE_COUNTS_212DFB.json,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0217,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/BRANCH_TREE_MANIFEST_212DFB.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0218,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/CHECKOUT_SAFETY_BLOCKERS.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0219,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/DRIFT_AND_BLOCKER_ROWS.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0220,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/HEARTBEAT_LOGBOOK_EXCERPT_20260706.md,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0221,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/LOCAL_DRIFT_CREDENTIAL_PATTERN_SCAN.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0222,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/LOCAL_DRIFT_LARGE_FILE_RISKS_GE50MB.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0223,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/LOCAL_OUTPUT_DRIFT_AFTER_B3_BY_LANE.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0224,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/LOCAL_OUTPUT_DRIFT_AFTER_B3_MANIFEST.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0225,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/MANIFEST.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0226,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/NOETHER_SESSION_OUTPUT_PACKAGE_ROOTS_212DFB.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0227,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/OLD_B_SCOPE_COMPARISON_212DFB.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0228,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/PACKAGE_FRONTIER_SUMMARY_212DFB.json,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0229,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/PACKAGE_NUMBER_KIND_COUNTS_212DFB.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0230,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/PACKAGE_REFERENCE_IGNORED_DATE_LIKE_MATCHES.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0231,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/PACKAGE_REFERENCE_PATHS_212DFB.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0232,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/README.md,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0233,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/SHA256SUMS.txt,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0234,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DF_B3_RECOVERY_PICKUP_QUEUE_20260706T0720/B3_LATEST_OUTPUTS_INVENTORY.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0235,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DF_B3_RECOVERY_PICKUP_QUEUE_20260706T0720/B3_TRACKED_STATUS_FIRST150.txt,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0236,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DF_B3_RECOVERY_PICKUP_QUEUE_20260706T0720/BRANCH_TREE_COUNTS_212DF.json,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0237,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DF_B3_RECOVERY_PICKUP_QUEUE_20260706T0720/BRANCH_TREE_EXTENSION_COUNTS_212DF.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-RECOVERY-0238,GitHub compare 212DFB..AC6F4E,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,cross-lane/unspecified,b3/package-or-triage,transfer-audits/old-b/OLD_B_212DF_B3_RECOVERY_PICKUP_QUEUE_20260706T0720/CHANGED_PATHS_C7FB_TO_212DF.csv,added,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
