delta_id,base_head,current_head,path,status,additions,deletions,changes,category,lane_hint,required_action,boundary,b3_route
AC6F4E-DELTA-0161,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/old-b/OLD_B_212DF_B3_RECOVERY_PICKUP_QUEUE_20260706T0720/POST_B3_OUTPUT_DRIFT_MANIFEST.csv,added,0,0,0,b3/package-or-triage,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0162,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/old-b/OLD_B_212DF_B3_RECOVERY_PICKUP_QUEUE_20260706T0720/README.md,added,0,0,0,b3/package-or-triage,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0163,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/old-b/OLD_B_212DF_B3_RECOVERY_PICKUP_QUEUE_20260706T0720/SAFETY_AND_ROUTE_GATES.csv,added,0,0,0,b3/package-or-triage,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0164,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/old-b/OLD_B_212DF_B3_RECOVERY_PICKUP_QUEUE_20260706T0720/SHA256SUMS.txt,added,0,0,0,b3/package-or-triage,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0165,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/old-b/OLD_B_212DF_B3_RECOVERY_PICKUP_QUEUE_20260706T0720/VISIBLE_THREAD_ROUTE_STATE.csv,added,0,0,0,b3/package-or-triage,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0166,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_212DFB_SOURCE_BACKED_DRIFT_BATCH_AUDIT_20260706.md,added,0,0,0,b3/package-or-triage,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0167,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_212DFB_SOURCE_BACKED_DRIFT_BATCH_MANIFEST_20260706.csv,added,0,0,0,b3/package-or-triage,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0168,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_212DFB_SOURCE_BACKED_DRIFT_BATCH_SHA256SUMS_20260706.txt,added,0,0,0,b3/package-or-triage,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0169,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_25EF36D8_R3_AUTHORITY_ENFORCEMENT_BATCH_AUDIT_20260706.md,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0170,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_25EF36D8_R3_AUTHORITY_ENFORCEMENT_BATCH_MANIFEST_20260706.csv,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0171,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_25EF36D8_R3_AUTHORITY_ENFORCEMENT_BATCH_SHA256SUMS_20260706.txt,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0172,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_87F9D226_FOLLOWUP_AUDIT_BATCH_AUDIT_20260706.md,added,0,0,0,b3/package-or-triage,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0173,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_87F9D226_FOLLOWUP_AUDIT_BATCH_MANIFEST_20260706.csv,added,0,0,0,b3/package-or-triage,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0174,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_87F9D226_FOLLOWUP_AUDIT_BATCH_SHA256SUMS_20260706.txt,added,0,0,0,b3/package-or-triage,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0175,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/B3_UPLOADER_READY_SUMMARY_212DFB.csv,added,0,0,0,b3/package-or-triage,Persianate/Tajik,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0176,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/BLOCKERS_GAPS_NEXT_ACTIONS_RELEVANT_212DFB.csv,added,0,0,0,b3/package-or-triage,Persianate/Tajik,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0177,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/BRANCH_212DFB_R3_PACKET_FILE_LEDGER.csv,added,0,0,0,b3/package-or-triage,Persianate/Tajik,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0178,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/BRANCH_SOURCE_WITNESS_BOUNDARY_ROWS_212DFB.csv,added,0,0,0,authority-boundary,Persianate/Tajik,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0179,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/FABLE_SOURCE_USE_ADVERSE_LEDGER_212DFB.csv,added,0,0,0,source-use;adverse/do-not-use,Persianate/Tajik,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0180,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/FA_IR_PRS_AF_SOURCE_GATED_PRETRANSLATION_212DFB.csv,added,0,0,0,b3/package-or-triage,Persianate/Tajik,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0181,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/LANGUAGE_GATE_COUNTS_212DFB_R3_PRETRANSLATION.csv,added,0,0,0,b3/package-or-triage,Persianate/Tajik,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0182,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/LOCAL_SOURCE_BODY_COUNTS_BY_SUBLANE_212DFB.csv,added,0,0,0,source-use,Persianate/Tajik,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0183,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/LOCAL_SOURCE_BODY_PRESENCE_FA_PRS_TG_212DFB.csv,added,0,0,0,source-use,Persianate/Tajik,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0184,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/MANIFEST.csv,added,0,0,0,b3/package-or-triage,Persianate/Tajik,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0185,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/MUTUAL_WAKE_AND_B3_ROUTE_DISPATCH_212DFB_20260706.csv,added,0,0,0,b3/package-or-triage,Persianate/Tajik,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0186,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/README.md,added,0,0,0,b3/package-or-triage,Persianate/Tajik,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0187,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/SHA256SUMS.txt,added,0,0,0,b3/package-or-triage,Persianate/Tajik,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0188,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/SHA256_VERIFICATION_20260706.csv,added,0,0,0,b3/package-or-triage,Persianate/Tajik,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0189,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/SUMMARY_COUNTS_212DFB_R3_CURRENT_HEAD_20260706.csv,added,0,0,0,b3/package-or-triage,Persianate/Tajik,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0190,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/TG_CYRL_TJ_DISCOVERY_ONLY_ROWS_212DFB.csv,added,0,0,0,b3/package-or-triage,Persianate/Tajik,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0191,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/B3_ROUTE.csv,added,0,0,0,b3/package-or-triage,CJK,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0192,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/BLOCKER_RECOVERY_212DFB_CARRY_FORWARD.csv,added,0,0,0,b3/package-or-triage,CJK,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0193,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/BRANCH_212DFB_CHANGED_FILES_READ.csv,added,0,0,0,b3/package-or-triage,CJK,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0194,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/BRANCH_212DFB_CJK_RELATED_TEXT_HITS.csv,added,0,0,0,b3/package-or-triage,CJK,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0195,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/FABLE_SOURCE_USE_ADVERSE_212DFB_CARRY_FORWARD.csv,added,0,0,0,source-use;adverse/do-not-use,CJK,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0196,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/MANIFEST.csv,added,0,0,0,b3/package-or-triage,CJK,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0197,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/README.md,added,0,0,0,b3/package-or-triage,CJK,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0198,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/REVIEW_OR_RECOVERY_212DFB_CARRY_FORWARD.csv,added,0,0,0,b3/package-or-triage,CJK,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0199,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/RUN_LOG_ADDENDUM.md,added,0,0,0,b3/package-or-triage,CJK,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
