automaton_term_id,stateC_term_id,match_quality,post_duplicate_count,chosen_form_latin,automaton_f10,stateC_f10,automaton_E,automaton_W,automaton_S,stateC_E,stateC_W,stateC_S,delta_E,delta_W,delta_S,route,route_key,recommended_action_v2
ISV-unnamed--modulne_svojstvo,ISV-moduleigenschaft_der_restgruppe--modulne_svojstvo,unique_form,1,modulne svojstvo,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--modulny_kvocient_ide,ISV-modulquotient_idealquotient--modulny_kvocient_ide,unique_form,1,modulny kvocient / idealny kvocient,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--moduly,ISV-moduln--moduly,unique_form,1,moduly,F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--močnosť,ISV-mächtigkeit--močnosť,unique_form,1,močnosť,F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-unnamed--močnosť_kontinuum_do,ISV-mächtigkeit_kontinuum_wohlordnungen--močnosť_kontinuum_do,unique_form,1,močnosť / kontinuum / dobra uporjadkovanja,F10-1,F10-1,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--močnosť_kontinuuma,ISV-mächtigkeit_des_kontinuums--močnosť_kontinuuma,unique_form,1,močnosť kontinuuma,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--multiplikacijsko_kol,ISV-multiplikationsring_reguläre_multiplikat--multiplikacijsko_kol,unique_form,1,multiplikacijsko kolco / regularne multiplikacijske kolca,F10-3,F10-3,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-unnamed--najmene_obče_mnogokr,ISV-kleinstes_gemeinsames_vielfaches--najmene_obče_mnogokr,unique_form,1,najmene obče mnogokratno,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--najmenše_razširjeno_,ISV-kleinster_erweiterungskörper--najmenše_razširjeno_,unique_form,1,najmenše razširjeno polje,F10-0,F10-0,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-unnamed--najmenši_obči_kratni,ISV-kleinstes_gemeinsames_vielfaches--najmenši_obči_kratni,unique_form,1,najmenši obči kratnik,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--največe_primarne_kom,ISV-größte_primäre_komponenten--največe_primarne_kom,unique_form,1,največe primarne komponenty,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--največše_primarne_ko,ISV-größte_primärkomponenten_isolierte_kompo--največše_primarne_ko,unique_form,1,največše primarne komponenty / izolovane komponenty,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--največši_obči_dělite,ISV-groesster_gemeinsamer_teiler_kleinstes_g--največši_obči_dělite,unique_form,1,največši obči dělitelj / najmene obče mnogokratno,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--največši_popolno_red,ISV-größter_vollständig_reduzibler_modul--največši_popolno_red,unique_form,1,največši popolno reducibilny modul,F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--najvyšši_elementarny,ISV-highest_elementary_divisor--najvyšši_elementarny,ambiguous_form_first_used,1,najvyšši elementarny dělitelj,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--ne_imajut_nikakogo_v,ISV-keinen_vom_einheitsideal_verschiedenen_e--ne_imajut_nikakogo_v,unique_form,1,ne imajut nikakogo vlastnogo dělitelja raznogo od jediničnogo ideala,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--neizomorfne_ili_sušt,ISV-nicht-isomorph_oder_wesentlich_verschied--neizomorfne_ili_sušt,unique_form,1,neizomorfne ili suštno različne,F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--nekomutativne_kolca_,ISV-nichtkommutative_ringe_sigma_vertauschba--nekomutativne_kolca_,unique_form,1,nekomutativne kolca ... Sigma komutuje so vsimi elementami,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--nekomutativne_oblast,ISV-nichtkommutative_bereiche--nekomutativne_oblast,unique_form,1,nekomutativne oblasti,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--nekomutativny_dvustr,ISV-nichtkommutativer_zweiseitiger_fall--nekomutativny_dvustr,unique_form,1,nekomutativny dvustranny slučaj,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--nenulovost_diskrimin,ISV-nichtverschwinden_der_diskriminante--nenulovost_diskrimin,unique_form,1,nenulovost diskriminanta,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--nenulovy_element_něk,ISV-von_null_verschiedenes_element_eine_pote--nenulovy_element_něk,unique_form,1,nenulovy element / někoja stepenj izčezaje,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--nenulovy_skoro_tau_s,ISV-von_null_verschieden_sobald_die_tau_line--nenulovy_skoro_tau_s,unique_form,1,"nenulovy, skoro tau sut linearno nezavisne",F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--nerazložime_komponen,ISV-unzerlegbare_komponenten--nerazložime_komponen,unique_form,1,nerazložime komponenty,F10-0,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-unnamed--nerazložime_komponen,ISV-unzerlegbare_komponenten_zu_overline_p_i--nerazložime_komponen,unique_form,1,nerazložime komponenty / polja izomorfne s \overline P,F10-0,F10-0,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-unnamed--nerazložimo_uravnenj,ISV-irreduzible_gleichung_in_bezug_auf_omega--nerazložimo_uravnenj,unique_form,1,nerazložimo uravnenje vzhodno k Omega_i,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--nerazložimy_polinom,ISV-primfunktion--nerazložimy_polinom,unique_form,1,nerazložimy polinom,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--nerazložimy_polinom_,ISV-primfunktion_erster_art--nerazložimy_polinom_,unique_form,1,nerazložimy polinom prvogo roda,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--nerazložimy_polinomy,ISV-irreducible_polynomials--nerazložimy_polinomy,unique_form,1,nerazložimy polinomy,F10-1,F10-1,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--nerazložimy_razložim,ISV-irreduzibel_reduzibel--nerazložimy_razložim,unique_form,1,nerazložimy / razložimy,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--nižša_mnogovidnost,ISV-niedrigere_mannigfaltigkeit--nižša_mnogovidnost,unique_form,1,nižša mnogovidnost,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--normalny_dělitelj,ISV-normalteiler--normalny_dělitelj,unique_form,1,normalny dělitelj,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--nulovy_dělitelj,ISV-nullteiler--nulovy_dělitelj,unique_form,1,nulovy dělitelj,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--nulovy_ideal_prosty_,ISV-nullideal_primideal--nulovy_ideal_prosty_,unique_form,1,nulovy ideal / prosty ideal,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--nulovy_ili_jediničny,ISV-null-_bzw_einheitsideal--nulovy_ili_jediničny,unique_form,1,nulovy ili jediničny ideal,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--o_p_imaje_samo_jedin,ISV-o_p_has_only_one_prime_ideal_different_f--o_p_imaje_samo_jedin,unique_form,1,"o_p imaje samo jedin prosty ideal, različny od nulovogo i jediničnogo",F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--obična_v_literaturě_,ISV-die_in_der_literatur_übliche_definition_--obična_v_literaturě_,unique_form,1,obična v literaturě definicija polnoj razložimosti,F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--oblast_cělosti,ISV-integritaetsbereich--oblast_cělosti,ambiguous_form_first_used,1,oblast cělosti,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--oblast_cělosti_theta,ISV-integritätsbereich_theta--oblast_cělosti_theta,unique_form,1,oblast cělosti [Theta],F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--oblast_racionalnosti,ISV-rationalitätsbereich--oblast_racionalnosti,unique_form,1,oblast racionalnosti,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--obrat,ISV-umkehrung--obrat,unique_form,1,obrat,F10-1,F10-1,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--obratna_matrica,ISV-reziproke_der_matrix--obratna_matrica,unique_form,1,obratna matrica,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--obyčno_linearno_dife,ISV-gewöhnliche_lineare_differentialgleichun--obyčno_linearno_dife,unique_form,1,obyčno linearno diferencialno uravnenje 2-go reda,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--obči_teorem_o_diskri,ISV-allgemeiner_diskriminantensatz--obči_teorem_o_diskri,unique_form,1,obči teorem o diskriminantu,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--odgovarjajut_jednozn,ISV-eineindeutig_entsprechen--odgovarjajut_jednozn,unique_form,1,odgovarjajut ... jednoznačno vzajemno,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--odnosi_ravnosti_i_od,ISV-gleichheits-_und_verknüpfungsbeziehungen--odnosi_ravnosti_i_od,unique_form,1,odnosi ravnosti i odnosi operacij,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--odpovědanje_vlastnyh,ISV-versagen_eigentlicher_energiesätze_allge--odpovědanje_vlastnyh,unique_form,1,odpovědanje vlastnyh energijskih zakonov / obča relativnost,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--ortogonalnostne_uslo,ISV-orthogonalitätsbedingungen--ortogonalnostne_uslo,unique_form,1,ortogonalnostne uslovja,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--osnovna_forma_sistem,ISV-grundform_grundformensystem--osnovna_forma_sistem,unique_form,1,osnovna forma / sistema osnovnyh form,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--ostrejše_relacije_27,ISV-schärfere_relationen_27_28--ostrejše_relacije_27,unique_form,1,"ostrejše relacije (27), (28)",F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--palpha_abo_jediničny,ISV-palpha_oder_einheitsideal--palpha_abo_jediničny,unique_form,1,(p)^alpha abo jediničny ideal,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--parametrno_predstavj,ISV-parameterdarstellung--parametrno_predstavj,unique_form,1,parametrno predstavjenje,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--po_parah_vzajemno_pr,ISV-paarweise_teilerfremd--po_parah_vzajemno_pr,unique_form,1,po parah vzajemno proste,F10-0,F10-1,2.0,1.0,0.0,2,0,0,0.0,-1.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-unnamed--po_parah_vzajemno_pr,ISV-paarweise_teilerfremde_primärideale--po_parah_vzajemno_pr,unique_form,1,po parah vzajemno proste primarne ideale,F10-0,F10-1,2.0,1.0,0.0,2,0,0,0.0,-1.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-unnamed--po_parah_vzajemno_pr,ISV-paarweise_teilerfremde_primärkomponenten--po_parah_vzajemno_pr,unique_form,1,po parah vzajemno proste primarne komponenty,F10-0,F10-0,2.0,1.0,0.0,2,1,0,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-unnamed--po_punktu_1_vsaky_de,ISV-nach_1_wird_jede_determinante_teilbar--po_punktu_1_vsaky_de,unique_form,1,po punktu 1 vsaky determinant ... jest dělimy črez,F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--podgrupa_grupy_ostat,ISV-untergruppe_der_restgruppe--podgrupa_grupy_ostat,unique_form,1,podgrupa grupy ostatkov,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--podkolco_nadkolco_na,ISV-unterring_oberring_oberkörper--podkolco_nadkolco_na,unique_form,1,podkolco / nadkolco / nadpolje,F10-3,F10-3,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,,,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-unnamed--podpolje,ISV-teiler_des_körpers--podpolje,ambiguous_form_first_used,1,podpolje,F10-0,F10-0,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-unnamed--podpolje_p_izomorfno,ISV-unterkörper_p_isomorph_zu_oop--podpolje_p_izomorfno,unique_form,1,"podpolje P, izomorfno k polju o/op",F10-0,F10-0,3.0,1.0,1.0,3,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-unnamed--polinomna_oblast,ISV-polynombereich--polinomna_oblast,unique_form,1,polinomna oblast,F10-1,F10-0,2.0,0.0,0.0,3,0,0,1.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--polinomna_oblast_pol,ISV-polynombereich_polynome--polinomna_oblast_pol,unique_form,1,polinomna oblast / polinomy,F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--polja_izomorfne_k_q,ISV-zu_q_isomorphe_körper--polja_izomorfne_k_q,unique_form,1,polja izomorfne k Q,F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--polje_obrazov_oblast,ISV-abbildungskörper_abbildungsbereich--polje_obrazov_oblast,unique_form,1,polje obrazov / oblast obrazov,F10-0,F10-0,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-unnamed--polje_početnogo_odrě,ISV-abschnittskörper_kvartheta--polje_početnogo_odrě,unique_form,1,polje početnogo odrězka K(vartheta),F10-0,F10-0,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-unnamed--polje_vsih_kompleksn,ISV-körper_aller_komplexen_zahlen--polje_vsih_kompleksn,unique_form,1,polje vsih kompleksnyh čisel,F10-0,F10-0,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-unnamed--polna_razložimost_pr,ISV-vollständige_reduzibilität_erster_art--polna_razložimost_pr,unique_form,1,polna razložimost prvogo roda,F10-1,F10-1,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--polno_razložimy_drug,ISV-vollständig_reduzibel_zweiter_art--polno_razložimy_drug,unique_form,1,polno razložimy drugogo roda,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--pomočny_teorem,ISV-hilfssatz--pomočny_teorem,unique_form,1,Pomočny teorem,F10-1,F10-1,3.0,0.0,0.0,3,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--ponašanje_slěda_i_di,ISV-verhalten_von_spur_und_diskriminante_bei--ponašanje_slěda_i_di,unique_form,1,ponašanje slěda i diskriminanta pri direktnoj sumě klasov,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--popolno_reducibilna_,ISV-vollstaendig_reduzible_gruppe--popolno_reducibilna_,unique_form,1,popolno reducibilna grupa,F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--popolno_reducibilny,ISV-vollstaendig_reduzibel--popolno_reducibilny,ambiguous_form_first_used,1,popolno reducibilny,F10-0,F10-0,3.0,0.0,0.0,2,0,0,-1.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-unnamed--porjadky_relativnyh_,ISV-ordnungen_von_relativkörpern--porjadky_relativnyh_,unique_form,1,porjadky relativnyh polj,F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-unnamed--porjadok_konečny_por,ISV-ordnung_endliche_ordnung--porjadok_konečny_por,unique_form,1,porjadok / konečny porjadok,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--porjadok_vzhodno_k_o,ISV-ordnung_in_bezug_auf_o--porjadok_vzhodno_k_o,unique_form,1,porjadok vzhodno k o,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--poslědok,ISV-folgerung--poslědok,unique_form,1,Poslědok,F10-1,F10-1,2.0,0.0,0.0,2,0,1,0.0,0.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--potencijalne_produkt,ISV-potenzprodukte--potencijalne_produkt,unique_form,1,potencijalne produkty,F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-unnamed--pravostranny_lěvostr,ISV-rechtsseitig_linksseitig_zweiseitig--pravostranny_lěvostr,unique_form,1,pravostranny / lěvostranny / dvustranny modul,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--predstavime_s_koefic,ISV-mit_koeffizienten_aus_o_darstellbar--predstavime_s_koefic,unique_form,1,predstavime s koeficientami iz o,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--predstavjenje_slěda_,ISV-darstellung_von_spur_norm_und_diskrimina--predstavjenje_slěda_,unique_form,1,"predstavjenje slěda, normy i diskriminanta",F10-0,F10-0,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-unnamed--primarna_komponenta_,ISV-zu_p_gehörige_primärkomponente--primarna_komponenta_,unique_form,1,primarna komponenta prinadležeča k p,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--primarne_kolca,ISV-primäre_ringe--primarne_kolca,unique_form,1,primarne kolca,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--primarno_kolco,ISV-primärer_ring--primarno_kolco,unique_form,1,primarno kolco,F10-3,F10-3,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-unnamed--primitivny_element_p,ISV-primitives_element_primitive_funktion--primitivny_element_p,unique_form,1,primitivny element / primitivna funkcija,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--prinaležny_sistem_ve,ISV-associated_system_of_values--prinaležny_sistem_ve,unique_form,1,prinaležny sistem veličin,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--prirodne_iracionalno,ISV-natürliche_zur_gruppe_gehörige_irrationa--prirodne_iracionalno,unique_form,1,prirodne iracionalnosti prinadležeče grupě,F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--prisojedinjenje_prim,ISV-adjunktion_eines_primitiven_elementes_er--prisojedinjenje_prim,unique_form,1,prisojedinjenje primitivnogo elementa prvogo roda,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--produkt_diskriminant,ISV-produkt_der_diskriminantenideale_der_kom--produkt_diskriminant,unique_form,1,produkt diskriminantnyh idealov komponentov,F10-0,F10-0,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-unnamed--produkt_konečno_mnog,ISV-produkt_von_endlich_vielen_paarweise_tei--produkt_konečno_mnog,unique_form,2,produkt konečno mnogih po parah vzajemno prostyh primarnyh idealov,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--produkt_stepenjev_pr,ISV-potenzprodukt_von_primidealen_echter_tei--produkt_stepenjev_pr,unique_form,1,produkt stepenjev prostyh idealov / vlastny dělitelj,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--produkty_stepenev,ISV-potenzprodukte--produkty_stepenev,unique_form,1,produkty stepenev,F10-2,F10-2,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,OVERCLAIM_BACKFILL_NEEDED
ISV-unnamed--produkty_stepenev_v_,ISV-potenzprodukte_im_nenner_partielle_ablei--produkty_stepenev_v_,unique_form,1,produkty stepenev v imenovatelju / častne derivaty,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--prost_vzhodno_k_a_vz,ISV-prim_zu_a_gegenseitig_prim--prost_vzhodno_k_a_vz,unique_form,1,prost vzhodno k a / vzaimno proste v tom smyslu,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--prosta_grupa,ISV-einfach--prosta_grupa,ambiguous_form_first_used,1,prosta grupa,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--prosto_izomorfna,ISV-einstufig_isomorph--prosto_izomorfna,unique_form,1,prosto izomorfna,F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--prosty_element,ISV-primgröße--prosty_element,unique_form,1,prosty element,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--prosty_element_osnov,ISV-primgröße_des_grundbereichs--prosty_element_osnov,unique_form,1,prosty element osnovnoj oblasti,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--prosty_ideal_asociov,ISV-das_zum_nullideal_gehörige_primideal--prosty_ideal_asociov,unique_form,1,"prosty ideal, asociovany s nulovym idealom",F10-0,F10-0,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-unnamed--prosty_ideal_drugogo,ISV-primideal_zweiter_art--prosty_ideal_drugogo,unique_form,1,prosty ideal drugogo roda,F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--prosty_ideal_p_iz_mu,ISV-primideal_p_aus_einem_multiplikationsrin--prosty_ideal_p_iz_mu,unique_form,1,prosty ideal p iz multiplikacijskogo kolca o,F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--prosty_ideal_primarn,ISV-primideal_primärideal_zugehöriges_primid--prosty_ideal_primarn,unique_form,1,prosty ideal / primarny ideal / asociovany prosty ideal,F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--prosty_ideal_prvogo_,ISV-primideal_erster_zweiter_art--prosty_ideal_prvogo_,unique_form,1,prosty ideal prvogo / drugogo roda,F10-1,F10-1,3.0,0.0,0.0,2,1,1,-1.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--prosty_ideal_prvogo_,ISV-primideal_erster_und_zweiter_art--prosty_ideal_prvogo_,unique_form,1,prosty ideal prvogo i drugogo roda,F10-1,F10-1,3.0,0.0,0.0,3,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
