term_id,chosen_form_latin,f10_flag,E,W,S,I,X,safe_to_show_external,required_fix,route,route_key,c2_priority,shelf_langs,witness_writeback_level,witness_writeback_concept
ISV-maximalbereich--maksimalna_oblast,maksimalna oblast,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,maksimal,False,all_shelves,,
ISV-mengentheoretischer_durchschnitt--množinno-teoretičny_,množinno-teoretičny prěsěk,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-minimalbasis--minimalna_baza,minimalna baza,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,,
ISV-minimalbedingung--uslovje_minimalnosti,uslovje minimalnosti,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,minimal,False,all_shelves,,
ISV-minimalresolvente--minimalna_rezolventa,minimalna rezolventa,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-mit_ausnahme_von--s_izključenjem,s izključenjem,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,prime ideal,True,,,
ISV-mit_einem_zusatz_gemeinsam_mit_e_noether--s_dodatkom_společně_,"s dodatkom, společně s E. Noether",F10-1,2,0,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,corollary,True,es;fr,concept_shelf,corollary
ISV-mit_koeffizienten_aus_o_darstellbar--predstavime_s_koefic,predstavime s koeficientami iz o,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,,
ISV-modul_aus_linearformen--modul_iz_linearnyh_f,modul iz linearnyh form,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,module,True,ar;be;bg;bs;cs;es;fa;fr;mk;pl;sk;sl;sr,concept_shelf,module
ISV-modul_historical_generated_polynomial_se--modul,modul,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,polynomial,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,concept_shelf,module
ISV-modul_in_σt--modul_v_σt,"modul v (Σ,T)",F10-1,3,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,modul,False,all_shelves,concept_shelf,module
ISV-modul_m_sigma_moduleigenschaft--modul_m_sigma_moduln,modul M_sigma / modulno svojstvo,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,module,True,ar;be;bg;bs;cs;es;fa;fr;mk;pl;sk;sl;sr,concept_shelf,module
ISV-modulbasen--modulne_bazy,modulne bazy,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,modul,False,all_shelves,,
ISV-modulbasis--modulna_baza,modulna baza,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,,
ISV-modulbasis_endliche_modulbasis--bazis_modula_konečny,bazis modula / konečny bazis modula,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,,
ISV-modulbasis_fundamentalform_fundamentalgl--modulna_baza_fundame,modulna baza / fundamentalna forma / fundamentalno uravnenje,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-modulbereich--modulna_oblast,modulna oblast,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,modul,False,all_shelves,,
ISV-moduldarstellung--modulno_predstavjenj,modulno predstavjenje,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,modul,False,all_shelves,,
ISV-moduleigenschaft_der_restgruppe--modulne_svojstvo,modulne svojstvo,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,module,True,ar;be;bg;bs;cs;es;fa;fr;mk;pl;sk;sl;sr,,
ISV-modulhomomorphie_zum_system_der_spuren_4--modulna_homomorfnost,"modulna homomorfnost ... k sistemě slědov (§4, 3)",F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,covariant,True,es;fr,,
ISV-moduln--moduly,moduly,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,modul,False,all_shelves,concept_shelf,module
ISV-modulprodukt--modulny_produkt,modulny produkt,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,modul,False,all_shelves,,
ISV-modulquotient_idealquotient--modulny_kvocient_ide,modulny kvocient / idealny kvocient,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-modultheorie_modulbasis_primmodul_nullmo--teorija_modulov_bazi,teorija modulov / bazis modula / prosty modul / nulovy modul,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,,
ISV-multiplicity_numbers--čisla_mnogokratnosti,čisla mnogokratnosti,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-multiplikationsring_reguläre_multiplikat--multiplikacijsko_kol,multiplikacijsko kolco / regularne multiplikacijske kolca,F10-3,2,0,0,0,1,no_fix_first,resolve vs okruh/prsten/kolobar with access-gain ledger + Interslavic authority input before external showing,,,,,,
ISV-multiplikationstafel--tablica_množenja,tablica množenja,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,one-to-one,False,,,
ISV-multiplikatoren--množitelje,množitelje,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-multiplikatorenbereich--oblast_množiteljev,oblast množiteljev,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,multiplier domain,False,,,
ISV-multiplizitaetsbedingungen_multiplizitae--uslovja_mnogokratnos,uslovja mnogokratnosti / mnogokratnost,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-mächtigkeit--močnosť,močnosť,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-mächtigkeit_des_kontinuums--močnosť_kontinuuma,močnosť kontinuuma,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-mächtigkeit_kontinuum_wohlordnungen--močnosť_kontinuum_do,močnosť / kontinuum / dobra uporjadkovanja,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,chain condition,False,,,
ISV-nach_1_wird_jede_determinante_teilbar--po_punktu_1_vsaky_de,po punktu 1 vsaky determinant ... jest dělimy črez,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,determinant,True,ar;bg;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,concept_shelf,determinant
ISV-nachbemerkung--dodatna_primětka,Dodatna primětka,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,remark,False,,,
ISV-nachbemerkung--primětka,primětka,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,remark,False,,,
ISV-natürliche_zur_gruppe_gehörige_irrationa--prirodne_iracionalno,prirodne iracionalnosti prinadležeče grupě,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,group,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,concept_shelf,group
ISV-nebenbedingung--dodatno_uslovje,dodatno uslovje,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,,
ISV-nenner--imenovatelj,imenovatelj,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,representation,True,,,
ISV-nicht-isolierte_imbedded_primäre_ideale--neizolovane_imbedded,neizolovane (imbedded) primarne idealy,F10-0,2,1,1,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,concept_shelf,ideal
ISV-nicht-isomorph_oder_wesentlich_verschied--neizomorfne_ili_sušt,neizomorfne ili suštno različne,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,izomorf,False,all_shelves,concept_shelf,isomorphism
ISV-nicht-kommutativer_ringbereich_nicht-kom--nekomutativna_kolcev,nekomutativna kolceva oblast / nekomutativno kolco,F10-3,2,0,0,0,0,no_fix_first,resolve vs okruh/prsten/kolobar with access-gain ledger + Interslavic authority input before external showing,,,,,,
ISV-nicht-rationale_involution--neracionalna_involuc,neracionalna involucija,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,,
ISV-nicht_identisch_verschwinden_identisch_v--ne_izčezaje_identičn,ne izčezaje identično / identično izčezaje,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-nicht_stichhaltig--ne_jest_dostatočno_o,ne jest dostatočno obosnovany,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-nichtkommutative_bereiche--nekomutativne_oblast,nekomutativne oblasti,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ring,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-nichtkommutative_ringe_sigma_vertauschba--nekomutativne_kolca_,nekomutativne kolca ... Sigma komutuje so vsimi elementami,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ring,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-nichtkommutativer_zweiseitiger_fall--nekomutativny_dvustr,nekomutativny dvustranny slučaj,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ring,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-nichtprimär--neprimarny,neprimarny,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-nichtprimär_primär--neprimarny_primarny,neprimarny / primarny,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-nichtverschwinden_der_diskriminante--nenulovost_diskrimin,nenulovost diskriminanta,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,diskriminant,False,all_shelves,,
ISV-niedrigere_mannigfaltigkeit--nižša_mnogovidnost,nižša mnogovidnost,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,form,False,,,
ISV-niedrigeren_grades--nižšego_stepena,nižšego stepena,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,equation,True,ar;bg;cs;es;fa;fr;hr;pl;sk;sl,,
ISV-nilpotentes_ideal--nilpotentny_ideal,nilpotentny ideal,F10-4,3,1,1,0,1,yes_with_definition,keep explicit definition at first use; mark authority-needed in review packet,,,,,concept_shelf,ideal
ISV-noetherscher_fundamentalsatz_der_algebra--noetherov_fundamenta,Noetherov fundamentalny teorem algebraičnyh funkcij,F10-0,3,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-norm_des_grundideals_nach_m--norma_osnovnogo_idea,norma osnovnogo ideala vzhodno k m,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,concept_shelf,norm
ISV-norm_elementarteiler--norma_elementarny_dě,norma / elementarny dělitelj,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,element,True,es;fr,concept_shelf,norm
ISV-norm_nach_diesem_modul_nach_q--norma_po_tom_modulu_,norma po tom modulu / po Q,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,module,True,ar;be;bg;bs;cs;es;fa;fr;mk;pl;sk;sl;sr,concept_shelf,module
ISV-norm_normbildung--norma_obrazovanje_no,norma / obrazovanje normy,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,norm,False,,concept_shelf,norm
ISV-norm_von_g_nach_a--norma_g_vzhodno_k_a,norma G vzhodno k A,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,concept_shelf,norm
ISV-normale_divisionsalgebra--normalna_dělitvena_a,normalna dělitvena algebra,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,normal,False,all_shelves,,
ISV-normale_einfache_algebra--normalna_prosta_alge,normalna prosta algebra,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,group,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-normalform--normalna_forma,normalna forma,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,normal,False,all_shelves,,
ISV-normalteiler--normalny_dělitelj,normalny dělitelj,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,normal,False,all_shelves,,
ISV-normalteiler--normalny_podgrup,normalny podgrup,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,normal,False,all_shelves,,
ISV-normenrest--unnamed,,F10-1,0,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,module,True,ar;be;bg;bs;cs;es;fa;fr;mk;pl;sk;sl;sr,,
ISV-normenrestsymbol--normno-ostatkovy_sym,normno-ostatkovy symbol,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,module,True,ar;be;bg;bs;cs;es;fa;fr;mk;pl;sk;sl;sr,,
ISV-normensatz--normny_teorem,normny teorem,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,module,True,ar;be;bg;bs;cs;es;fa;fr;mk;pl;sk;sl;sr,,
ISV-nte_einheitswurzeln--n-e_korenje_iz_jedin,$n$-e korenje iz jedinice,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,unit,False,,,
ISV-null-_bzw_einheitsideal--nulovy_ili_jediničny,nulovy ili jediničny ideal,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-null_einheit_eigentliche_integritätsbere--nula_jedinica_vlastn,nula / jedinica / vlastne oblasti cělosti,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,unit,False,,,
ISV-nullideal_einheitsideal--nulovy_ideal_jedinič,nulovy ideal / jediničny ideal,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-nullideal_primideal--nulovy_ideal_prosty_,nulovy ideal / prosty ideal,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-nulloperator--nuljevy_operator,nuljevy operator,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-nullstelle--nuljeva_točka,nuljeva točka,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,equation,True,ar;bg;cs;es;fa;fr;hr;pl;sk;sl,,
ISV-nullstelle_eines_primideals--nula_prostogo_ideala,nula prostogo ideala,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-nullstelle_nullstellenkörper--nula_polje_nuljev,nula / polje nuljev,F10-0,2,1,1,0,0,yes,record witness forms in the term row (currently prose/shelf only),,,,,,
ISV-nullstelle_wurzel_einer_gleichung--korenj_uravnenja,korenj uravnenja,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,equation,True,ar;bg;cs;es;fa;fr;hr;pl;sk;sl,,
ISV-nullstellen--nulje,nulje,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,equation,True,ar;bg;cs;es;fa;fr;hr;pl;sk;sl,,
ISV-nullstellenkörper--polje_nuljev,polje nuljev,F10-0,2,1,1,0,0,yes,record witness forms in the term row (currently prose/shelf only),,,,,,
ISV-nullteiler--nulovy_dělitelj,nulovy dělitelj,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,integral domain,False,,,
ISV-nullteilerideal--ideal-dělitelj_nuly,ideal-dělitelj nuly,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-nächsthöherer_modul--najbližši_vyši_modul,najbližši vyši modul,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,module,True,ar;be;bg;bs;cs;es;fa;fr;mk;pl;sk;sl;sr,concept_shelf,module
ISV-o_p_has_only_one_prime_ideal_different_f--o_p_imaje_samo_jedin,"o_p imaje samo jedin prosty ideal, različny od nulovogo i jediničnogo",F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,concept_shelf,ideal
ISV-ohne_wiederholung_einmal_und_nur_einmal--bez_povtorjenja_jedi,bez povtorjenja / jedin raz i samo jedin raz,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-omega-prozeß--omega-proces,$\Omega$-proces,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-operatorhomomorphismus--operatorny_homomorfi,operatorny homomorfizm,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,homomorf,False,all_shelves,,
ISV-operatorisomorphie--operatorny_izomorfiz,operatorny izomorfizm,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,izomorf,False,all_shelves,,
ISV-ordnung--porjadok,porjadok,F10-2,3,0,0,0,0,no_fix_first,"back the claim with W/S witness forms from the shelf, or weaken the claim",,,,,,
ISV-ordnung_der_gruppe--red_grupy,red grupy,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,,
ISV-ordnung_endliche_ordnung--porjadok_konečny_por,porjadok / konečny porjadok,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,,
ISV-ordnung_in_bezug_auf_o--porjadok_vzhodno_k_o,porjadok vzhodno k o,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,,
ISV-ordnung_in_den_koeffizienten--poręd_v_koeficientah,poręd v koeficientah,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,,
ISV-ordnungen_von_relativkörpern--porjadky_relativnyh_,porjadky relativnyh polj,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-orthogonalitätsbedingungen--ortogonalnostne_uslo,ortogonalnostne uslovja,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-orthogonalitätsrelationen--relacije_ortogonalno,relacije ortogonalnosti,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-paarweise_teilerfremd--po_parah_vzajemno_pr,po parah vzajemno proste,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,irreducible,False,,,
ISV-paarweise_teilerfremd--poparno_vzaimno_pros,poparno vzaimno proste,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,irreducible,False,,,
ISV-paarweise_teilerfremde_primärideale--po_parah_vzajemno_pr,po parah vzajemno proste primarne ideale,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-paarweise_teilerfremde_primärkomponenten--po_parah_vzajemno_pr,po parah vzajemno proste primarne komponenty,F10-0,2,1,0,0,1,yes,record witness forms in the term row (currently prose/shelf only),,,,,,
ISV-palpha_oder_einheitsideal--palpha_abo_jediničny,(p)^alpha abo jediničny ideal,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-paper16_erratum_expanded_fields_with_con--razširjene_polja_s_k,razširjene polja s konjugatami y i Y,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-parameterdarstellung--parametrično_predsta,parametrično predstavjenje,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,representation,True,,,
ISV-parameterdarstellung--parametrno_predstavj,parametrno predstavjenje,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,representation,True,,,
ISV-peircesche_zerlegung--peirceovo_razloženje,Peirceovo razloženje,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,decomposition,True,,,
ISV-polynombereich--polinomialno_kolco,polinomialno kolco,F10-3,3,0,0,0,1,no_fix_first,resolve vs okruh/prsten/kolobar with access-gain ledger + Interslavic authority input before external showing,,,,,,
ISV-polynombereich--polinomna_oblast,polinomna oblast,F10-0,3,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-polynombereich_polynome--polinomna_oblast_pol,polinomna oblast / polinomy,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,polynomial,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,concept_shelf,polynomial
ISV-polynombereich_von_abzählbar_vielen_unbe--polinomna_oblast_iz_,polinomna oblast iz izčetno mnogih neopreděljenyh,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,polynomial,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-polynomial_sense--v_polinomnom_smyslu,v polinomnom smyslu,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,polynomial,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-potenzprodukt--stepenovy_produkt,stepenovy produkt,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,proper divisor,False,,,
ISV-potenzprodukt_von_primidealen_echter_tei--produkt_stepenjev_pr,produkt stepenjev prostyh idealov / vlastny dělitelj,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-potenzprodukte--potencijalne_produkt,potencijalne produkty,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-potenzprodukte--produkty_stepenev,produkty stepenev,F10-2,2,0,0,0,0,no_fix_first,"back the claim with W/S witness forms from the shelf, or weaken the claim",,,,,,
ISV-potenzprodukte--stepenove_produkty,stepenove produkty,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,dimension,True,ar;bg;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-potenzprodukte_im_nenner_partielle_ablei--produkty_stepenev_v_,produkty stepenev v imenovatelju / častne derivaty,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,dimension,True,ar;bg;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-potenzprodukte_q-ter_dimension--stepenove_produkty_q,stepenove produkty q-oj stepeni,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,dimension,True,ar;bg;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,concept_shelf,dimension
ISV-potenzsumme--stepenna_suma,stepenna suma,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,prime ideal,True,,,
ISV-prim_zu_a_gegenseitig_prim--prost_vzhodno_k_a_vz,prost vzhodno k a / vzaimno proste v tom smyslu,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-primfunktion--nerazložimy_polinom,nerazložimy polinom,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,polinom,False,all_shelves,,
ISV-primfunktion--prosta_funkcija,prosta funkcija,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,funkci,False,all_shelves,,
