candidate_id,decision,reason,target_id,target_kind,scope,expose_number,section_context,visible_locator,visible_tex,component_relpath,upstream_line,rescribe_idx,printed_page,source_pdf_page,authority_layer,upstream_component_sha256,source_span_sha256,document_order
target-candidate-00590,accepted,semantic_named_bold_heading,sga6.e03.cor.3-4-1,cor,e03,III,3,3.4.1,Corollary 3.4.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6279,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,BCBF033AC2687EFFC84E965C0DA5FFD1000CCA2CA8C9F26857C49E70EBF9DD0D,590
target-candidate-00591,accepted,semantic_named_bold_heading,sga6.e03.rem.3-4-2,rem,e03,III,3,3.4.2,Remark 3.4.2.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6293,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,8CB05C10F8790D5E3594C7E4FE2B2A89A300B708C77E621094EC2BCF30B8F274,591
target-candidate-00592,accepted,semantic_named_bold_heading,sga6.e03.prop.3-5,prop,e03,III,3,3.5,Proposition 3.5.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6295,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,EC6C8DB1E6FB6FD3FC998F0E849A59BC8A00367466D7CF9957472D0AAC0A741A,592
target-candidate-00593,accepted,semantic_named_bold_heading,sga6.e03.cor.3-5-1,cor,e03,III,3,3.5.1,Corollary 3.5.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6362,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,E11C388BD38656101D3CCC7BE93B9524E2E081F5C7AAD8D7E758D4490D5CCB97,593
target-candidate-00594,accepted,semantic_named_bold_heading,sga6.e03.cor.3-5-2,cor,e03,III,3,3.5.2,Corollary 3.5.2.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6364,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,2D79353E644FD554C84E77669A84DF4E34E94416AA1F92B9172B6BEDD0B44F2D,594
target-candidate-00595,accepted,semantic_named_bold_heading,sga6.e03.prop.3-6,prop,e03,III,3,3.6,Proposition 3.6.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6412,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,4FCBE549ED3DF0E9E9CC356C0B22055122923A034B162109692650C8962A2F9D,595
target-candidate-00596,accepted,semantic_named_bold_heading,sga6.e03.rem.3-6-1,rem,e03,III,3,3.6.1,Remark 3.6.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6446,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,037BE111E485B6149F8606D1CB4EA76AD9D65179B74E67BDABF474A9740F24F1,596
target-candidate-00597,accepted,semantic_named_bold_heading,sga6.e03.prop.3-7,prop,e03,III,3,3.7,Proposition 3.7 (projection formula).,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6448,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,E00C57DBE6AB91D38CB493B09B5B2123D537358DACFBCBF0C029B2F96BEDBFB8,597
target-candidate-00598,accepted,explicit_equation_tag,sga6.e03.eq.unnamed,equation,e03,III,3,*,*,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6467,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,FAF0EE63C52BA90890C6AF909AF55AE0D524B09E7276B8686FA8900B81407ABE,598
target-candidate-00599,accepted,semantic_named_bold_heading,sga6.e03.cor.3-7-1,cor,e03,III,3,3.7.1,Corollary 3.7.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6475,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,E8A3BB220449FBFB5AB286A7F0D5DC46A34588C79DC6E59D328D1E7FF611CE29,599
target-candidate-00600,accepted,semantic_named_bold_heading,sga6.e03.cor.3-7-2,cor,e03,III,3,3.7.2,Corollary 3.7.2.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6488,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,45A6B6602D949A8B047DA60662EC079D44487210ECCF3A84D2891FC037A406CE,600
target-candidate-00601,accepted,structural_heading,sga6.e03.sec.4,section,e03,III,4,4,4. Relative perfection,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6492,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,5D70A5D41598305D617CA08D8FCF16D92DE875BB389D1290D3FE325927D6C3F5,601
target-candidate-00602,accepted,semantic_named_bold_heading,sga6.e03.def.4-1,def,e03,III,4,4.1,Definition 4.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6494,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,C77AFC7FAD48190A2465C978279885A214116120E32ADC3C0101887FA06A526F,602
target-candidate-00603,accepted,semantic_named_bold_heading,sga6.e03.ex.4-1-1,ex,e03,III,4,4.1.1,Example 4.1.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6500,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,4B96DA2B47EFA0103307A71183A3A8DA59D61C1F66FD383A43D9ED9505C61D0C,603
target-candidate-00604,accepted,semantic_named_bold_heading,sga6.e03.notation.4-2,notation,e03,III,4,4.2,Notation 4.2.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6502,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,A9C2584628C18FAF5CB162BD97B99D88E94EFB084AAC93E97A3CEE781E0DB927,604
target-candidate-00605,accepted,semantic_named_bold_heading,sga6.e03.prop.4-3,prop,e03,III,4,4.3,Proposition 4.3,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6508,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,52AD1FF0520324333C8E54F9FD7F771ACF614EF3E37C5FA88072FA40B5D8B13D,605
target-candidate-00606,accepted,semantic_named_bold_heading,sga6.e03.cor.4-3-1,cor,e03,III,4,4.3.1,Corollary 4.3.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6519,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,A7FF3E9F5DCD832F31E323FCD18EDAC5D8808F6B82630FD566AAE7C530A95B81,606
target-candidate-00607,accepted,semantic_named_bold_heading,sga6.e03.cor.4-3-2,cor,e03,III,4,4.3.2,Corollary 4.3.2.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6521,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,75ABC1EDBB1811C1F136FA3C629517C96AECC62633CEF6EAF31B7ECADB56729E,607
target-candidate-00608,accepted,semantic_named_bold_heading,sga6.e03.prop.4-4,prop,e03,III,4,4.4,Proposition 4.4.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6525,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,4859240D02C6C268CF6D9EA85A00ABA40DAF0C8DBCC698AA05AD41F73038D619,608
target-candidate-00609,accepted,semantic_named_bold_heading,sga6.e03.prop.4-5,prop,e03,III,4,4.5,Proposition 4.5.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6544,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,CA4A1E90A06D6CBBF0D8CFB02711FB06C0E7A96428C9FCB23FEDAA4CB3F6B456,609
target-candidate-00610,accepted,semantic_named_bold_heading,sga6.e03.cor.4-5-1,cor,e03,III,4,4.5.1,Corollary 4.5.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6563,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,6EBA5501CE9720E7AEBA0EE09BA34BD842CBD9BFC15503CAC547CC49255F9AB5,610
target-candidate-00611,accepted,semantic_named_bold_heading,sga6.e03.rem.4-5-2,rem,e03,III,4,4.5.2,Remark 4.5.2.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6585,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,FB861036BFD5ADDC151B438A443C84665C56C136AA9F681D10A1CE559001B08E,611
target-candidate-00612,accepted,semantic_named_bold_heading,sga6.e03.prop.4-6,prop,e03,III,4,4.6,Proposition 4.6,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6587,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,C2B10237C34558FBEF593D7F436785310F2EEBD5DCBB745525797C3EE48D1D47,612
target-candidate-00613,accepted,semantic_named_bold_heading,sga6.e03.cor.4-6-1,cor,e03,III,4,4.6.1,Corollary 4.6.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6617,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,395751071670878EE246C601C54D7B3C67465152EB66DB5FF051B3B1CE391B97,613
target-candidate-00614,accepted,semantic_named_bold_heading,sga6.e03.rem.4-6-2,rem,e03,III,4,4.6.2,Remark 4.6.2.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6634,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,E57574CD0871098D0039C88F87949D691CF12DBE214C6D874ABFED2C4F373E13,614
target-candidate-00615,accepted,semantic_named_bold_heading,sga6.e03.prop.4-7,prop,e03,III,4,4.7,Proposition 4.7.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6636,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,E31A1E8A73B2498A0860360F751E88E441F5811103BA79DFBD8F0BEED2144A6C,615
target-candidate-00616,accepted,semantic_named_bold_heading,sga6.e03.cor.4-7-1,cor,e03,III,4,4.7.1,Corollary 4.7.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6652,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,57EEFC960D3546E8EB743C0F6776CE69985563C9EC5AD300AC70A7426441000D,616
target-candidate-00617,accepted,semantic_named_bold_heading,sga6.e03.cor.4-7-2,cor,e03,III,4,4.7.2,Corollary 4.7.2.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6654,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,1464D8D89451F08A73AF61E6C941B3EB4A9C28D8E9C8DD981BBD57B3FA9E5B41,617
target-candidate-00618,accepted,semantic_named_bold_heading,sga6.e03.prop.4-8,prop,e03,III,4,4.8,Proposition 4.8.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6671,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,04B17C08820269E0B39A4534CB8345EBD3885201645502B58D9F5B39C3D39253,618
target-candidate-00619,accepted,semantic_named_bold_heading,sga6.e03.cor.4-8-1,cor,e03,III,4,4.8.1,Corollary 4.8.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6686,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,6A1CB61DC44B9BD164D6EF003C604D6E0CF70B39DABC3098A99A40752C9A407D,619
target-candidate-00620,accepted,semantic_named_bold_heading,sga6.e03.prop.4-9,prop,e03,III,4,4.9,Proposition 4.9.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6690,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,E810ED1E1E26E22A11733C9C2F152B6FF1620D0F8BA6477C1D841D08C982FDF1,620
target-candidate-00621,accepted,semantic_named_bold_heading,sga6.e03.cor.4-9-1,cor,e03,III,4,4.9.1,Corollary 4.9.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6710,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,A0A4CC3643703B87FE5EBE353158DF3C1C47401ACDAA447202F652AC959C3A34,621
target-candidate-00622,accepted,semantic_named_bold_heading,sga6.e03.cor.4-9-2,cor,e03,III,4,4.9.2,Corollary 4.9.2.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6714,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,7C5A9652ED8304C9F1945E6DB9FE9A27C508F2A12FD7C52741FCFA54C33F1FA2,622
target-candidate-00623,accepted,structural_heading,sga6.e03.sec.5,section,e03,III,5,5,5. Applications: exchange and semi-continuity theorems,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6722,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,C0E1A9C2ACD1DFA1D94C117CF6CCE0153EDF238D44E408A0EE0FDBE6AE0EFF45,623
target-candidate-00624,accepted,semantic_named_bold_heading,sga6.e03.lem.5-1,lem,e03,III,5,5.1,Lemma 5.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6724,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,647FFAD48344DAEF5F88DF8BF961EA16B28329BB431A8ECF1E3E3FA7EA3B82A1,624
target-candidate-00625,accepted,semantic_named_bold_heading,sga6.e03.rem.5-2,rem,e03,III,5,5.2,Remarks 5.2.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6767,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,0430E122764A3DD275CFA4FA400DF617F0FEFCB41C1234A2165215EBF92323D5,625
target-candidate-00626,accepted,semantic_named_bold_heading,sga6.e03.prop.5-3,prop,e03,III,5,5.3,Proposition 5.3,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6781,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,D418E3CA0AA29B1DA41389BC4AF299FCBA437BC8512FA36FD05CF47AEE5688EC,626
target-candidate-00627,accepted,semantic_named_bold_heading,sga6.e03.lem.5-3-1,lem,e03,III,5,5.3.1,Lemma 5.3.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6815,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,5A64510DA67CED36315072E16B06B354A076B08CC50CE0D3EC0CDF69FAD55233,627
target-candidate-00628,accepted,explicit_equation_tag,sga6.e03.eq.5-3-1-1,equation,e03,III,5,5.3.1.1,5.3.1.1,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6831,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,6CF76D678F854E3467D19A3BB8B720D88FD0CA44F9EC0345ABE80CF5DF8E664B,628
target-candidate-00629,accepted,explicit_equation_tag,sga6.e03.eq.unnamed.occ2,equation,e03,III,5,*,*,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6854,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,FAF0EE63C52BA90890C6AF909AF55AE0D524B09E7276B8686FA8900B81407ABE,629
target-candidate-00630,accepted,semantic_named_bold_heading,sga6.e03.rem.5-3-2,rem,e03,III,5,5.3.2,Remark 5.3.2.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6858,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,E2242A4076E6FC21C2BCFED44566489ACABE6ABAE220F16604A1D920581B2933,630
target-candidate-00631,accepted,semantic_named_bold_heading,sga6.e03.def.5-4,def,e03,III,5,5.4,Definition 5.4.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6860,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,23A3ADDF58335693F075AD37DA9D588257FAB7BD9B719CFCC454B09EBDED0FAE,631
target-candidate-00632,accepted,semantic_named_bold_heading,sga6.e03.ex.5-4-1,ex,e03,III,5,5.4.1,Examples 5.4.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6862,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,D2BD167D080316B126BC010E80A023C579DB5076BF06D2185138B8A298F97B09,632
target-candidate-00633,accepted,semantic_named_bold_heading,sga6.e03.lem.5-5,lem,e03,III,5,5.5,Lemma 5.5.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6872,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,BB29A2225674C92D1C550D9E7751221B6734662EF34C6E62458668027A63F748,633
target-candidate-00634,accepted,semantic_named_bold_heading,sga6.e03.cor.5-6,cor,e03,III,5,5.6,Corollary 5.6,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6931,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,D67E7FB65BA1C7D1608144FEE8A5CB3E66FDEB67AC554F873A5FE625AE3EA7A0,634
target-candidate-00635,accepted,semantic_named_bold_heading,sga6.e03.prop.5-7,prop,e03,III,5,5.7,Proposition 5.7,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6943,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,8D12E004447F3C79252734774011DEE7A24DF2B8E13D7A570FBACCC58585B32E,635
target-candidate-00636,accepted,semantic_named_bold_heading,sga6.e03.rem.5-8,rem,e03,III,5,5.8,Remarks 5.8.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6962,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,629526D66AAB5871B2F337FFD112E55B922179D2B3DDB31353DC89B144314E78,636
target-candidate-00637,accepted,structural_heading,sga6.e03.bibliography,subsection,e03,III,bibliography,bibliography,Bibliography,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,6979,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,5C5E472C5FC4DFAA3D7A64573F6E9B9C118840F33558C665B09DAF77026BF1DE,637
target-candidate-00638,accepted,structural_heading,sga6.e04.expose,section,e04,IV,expose,IV,Exposé IV. Grothendieck groups of ringed topoi,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7012,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,75B8A6CA26393996722874A0362961D3A50A836BE08654BBAEF021358E45990E,638
target-candidate-00639,accepted,structural_heading,sga6.e04.sec.1,section,e04,IV,1,1,1. Reminders and generalities on Grothendieck groups,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7017,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,404C38F3C17FD2AD55532C64F038518A7D5E67954396BFADBA98573C45F65F25,639
target-candidate-00640,accepted,semantic_numbered_bold_heading,sga6.e04.para.1-1,numbered_paragraph,e04,IV,1,1.1,1.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7019,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,80BF0598751E32688277BB9DDF684B6E0CB65A8E221AA7D8F2DC7D0E192EB907,640
target-candidate-00641,accepted,semantic_named_bold_heading,sga6.e04.lem.1-2,lem,e04,IV,1,1.2,Lemma 1.2.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7035,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,A4A55229329A21F25758D528B5A91F262AA3907AAD2599D38B11B058C7D6C6F6,641
target-candidate-00642,accepted,semantic_named_bold_heading,sga6.e04.lem.1-3,lem,e04,IV,1,1.3,Lemma 1.3.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7059,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,1BF01455B41B8CDA36DBCD823F03D3F4B9E6578ECC1DAB05C4E770D3C8296EA3,642
target-candidate-00643,accepted,semantic_named_bold_heading,sga6.e04.lem.1-4,lem,e04,IV,1,1.4,Lemma 1.4.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7066,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,33A1888FE753175236D13E1A48B6BFF4D668F284448A61F6C7CE02951C4D65A8,643
target-candidate-00644,accepted,semantic_numbered_bold_heading,sga6.e04.para.1-5,numbered_paragraph,e04,IV,1,1.5,1.5.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7077,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,FD8F079EAEC4AE9375882DF3C25E40B4D0430CCA6FCE34BD770A96ADC664B96E,644
target-candidate-00645,accepted,explicit_equation_tag,sga6.e04.eq.1-5-1,equation,e04,IV,1,1.5.1,1.5.1,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7090,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,8780AE6E13B3A132F861CE117192B1A15871235D0DEF99E3618DBE489174D7F1,645
target-candidate-00646,accepted,explicit_equation_tag,sga6.e04.eq.1-5-2,equation,e04,IV,1,1.5.2,1.5.2,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7098,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,89F19B4EBC2990ADF7E2E1387228C5D28B5BFA2144DDFC36694F5A0E12E1478D,646
target-candidate-00647,accepted,explicit_equation_tag,sga6.e04.eq.1-5-3,equation,e04,IV,1,1.5.3,1.5.3,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7103,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,8912C384D51033FDE16ED72128D7DDB887F9E9DF24116D0B22975B80EECB1DFE,647
target-candidate-00648,accepted,semantic_named_bold_heading,sga6.e04.lem.1-6,lem,e04,IV,1,1.6,Lemma 1.6.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7107,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,FA3561342C1EDAA9E4005474C5C6A790F3F2287427BE7082DD66CDF9909C83DB,648
target-candidate-00649,accepted,semantic_named_bold_heading,sga6.e04.rem.1-6-1,rem,e04,IV,1,1.6.1,Remark 1.6.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7131,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,6E43C260F13427F7088CE7FFBF6C0B257A8C10B060C0EFE5782798BBD69C8DBB,649
target-candidate-00650,accepted,semantic_named_bold_heading,sga6.e04.def.1-7,def,e04,IV,1,1.7,Definition 1.7.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7137,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,5AC1059B8B81ABCEE1605CD13F6103D94980325EA0FF2369CEA3D7B78665499C,650
target-candidate-00651,accepted,semantic_named_bold_heading,sga6.e04.lem.1-8,lem,e04,IV,1,1.8,Lemma 1.8.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7147,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,A75E5382D47929FEF65492F7DA57514D5A6DE59EE3FDA0AB8D6A256AF1AEDCC3,651
target-candidate-00652,accepted,semantic_named_bold_heading,sga6.e04.exercise.1-9,exercise,e04,IV,1,1.9,Exercise 1.9.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7151,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,C3F99285A64A9542F9855645E9F7B1219A6321311EDD3F66F0DBD1C0068E60EF,652
